date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,meeting_kind,minutes_match,date_source,raw_path
2024-08-20,08.20.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=vRtyfqI-Few,vRtyfqI-Few,asr,https://www.youtube.com/watch?v=vRtyfqI-Few,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-08-20,08.20.2024 City Council Regular Meeting/ Special RDA Meeting,Council+RDA,https://www.youtube.com/watch?v=r_ofIjVRC3Y,r_ofIjVRC3Y,asr,https://www.youtube.com/watch?v=r_ofIjVRC3Y,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2024-08-13,08.13.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=fuO9XWrZn2o,fuO9XWrZn2o,asr,https://www.youtube.com/watch?v=fuO9XWrZn2o,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-08-13,08.13.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=HDfVkgsiV3E,HDfVkgsiV3E,asr,https://www.youtube.com/watch?v=HDfVkgsiV3E,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-07-23,07.23.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=z-_9S4UVv2g,z-_9S4UVv2g,asr,https://www.youtube.com/watch?v=z-_9S4UVv2g,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-07-23,07.23.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=yb0Rq5C9KkA,yb0Rq5C9KkA,asr,https://www.youtube.com/watch?v=yb0Rq5C9KkA,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-07-16,07.16.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=nMoKjH8wtzA,nMoKjH8wtzA,asr,https://www.youtube.com/watch?v=nMoKjH8wtzA,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-07-16,07.16.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=JuWaFc5cbgA,JuWaFc5cbgA,asr,https://www.youtube.com/watch?v=JuWaFc5cbgA,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-07-16,07.16.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=IL-QVkOqRCA,IL-QVkOqRCA,asr,https://www.youtube.com/watch?v=IL-QVkOqRCA,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-07-09,07.09.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=Uhzsk2IhHeI,Uhzsk2IhHeI,asr,https://www.youtube.com/watch?v=Uhzsk2IhHeI,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-07-09,07.09.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=GVkp6CyiJ0k,GVkp6CyiJ0k,asr,https://www.youtube.com/watch?v=GVkp6CyiJ0k,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-07-02,07.02.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=mX01eZV7MbM,mX01eZV7MbM,asr,https://www.youtube.com/watch?v=mX01eZV7MbM,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-07-02,07.02.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=C2cQfE2xbWI,C2cQfE2xbWI,asr,https://www.youtube.com/watch?v=C2cQfE2xbWI,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-06-25,06.25.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=5HwlmGDjR7E,5HwlmGDjR7E,asr,https://www.youtube.com/watch?v=5HwlmGDjR7E,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-06-25,06.25.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=-36lb3Y7q7Q,-36lb3Y7q7Q,asr,https://www.youtube.com/watch?v=-36lb3Y7q7Q,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-06-18,06.18.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=rHSv4KwGL1Q,rHSv4KwGL1Q,asr,https://www.youtube.com/watch?v=rHSv4KwGL1Q,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-06-18,06.18.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=eKp8EGH4T2g,eKp8EGH4T2g,asr,https://www.youtube.com/watch?v=eKp8EGH4T2g,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-06-11,06.11.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=qI_JvYbP9gY,qI_JvYbP9gY,asr,https://www.youtube.com/watch?v=qI_JvYbP9gY,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-06-11,06.11.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=cEwqST9b3aI,cEwqST9b3aI,asr,https://www.youtube.com/watch?v=cEwqST9b3aI,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-06-04,"06.04.2024 City Council, RDA, HA, BA Regular Meetings",Council+RDA+BA+HA,https://www.youtube.com/watch?v=zgV1FnUOUKs,zgV1FnUOUKs,asr,https://www.youtube.com/watch?v=zgV1FnUOUKs,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-06-04,06.04.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=Y8PlYRheGSs,Y8PlYRheGSs,asr,https://www.youtube.com/watch?v=Y8PlYRheGSs,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-06-04,"06.04.2024 City Council, RDA, HA, BA Regular Meetings",Council+RDA+BA+HA,https://www.youtube.com/watch?v=SmyFcDPEkNg,SmyFcDPEkNg,asr,https://www.youtube.com/watch?v=SmyFcDPEkNg,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-05-28,05.28.2024 Regular City Council Meeting,Council,https://www.youtube.com/watch?v=Zh6aYMqirJ4,Zh6aYMqirJ4,asr,https://www.youtube.com/watch?v=Zh6aYMqirJ4,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-05-28,05.28.2024 Regular City Council Meeting,Council,https://www.youtube.com/watch?v=P78MzlYG3p4,P78MzlYG3p4,asr,https://www.youtube.com/watch?v=P78MzlYG3p4,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-05-28,05.28.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=MvKIi9f1FIA,MvKIi9f1FIA,asr,https://www.youtube.com/watch?v=MvKIi9f1FIA,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-05-21,05.21.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=srophRS1INQ,srophRS1INQ,asr,https://www.youtube.com/watch?v=srophRS1INQ,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-05-21,05.21.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=9JVdhXeMEOk,9JVdhXeMEOk,asr,https://www.youtube.com/watch?v=9JVdhXeMEOk,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-05-14,05.14.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=eFZtPyUb5qM,eFZtPyUb5qM,asr,https://www.youtube.com/watch?v=eFZtPyUb5qM,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-05-14,05.14.2024 City Council Regular Meeting and Special RDA Meeting,Council+RDA,https://www.youtube.com/watch?v=dkUXPtYtIlo,dkUXPtYtIlo,asr,https://www.youtube.com/watch?v=dkUXPtYtIlo,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2024-05-14,05.14.2024 City Council Regular Meeting and Special RDA Meeting,Council+RDA,https://www.youtube.com/watch?v=Dq1DgPSOVhE,Dq1DgPSOVhE,asr,https://www.youtube.com/watch?v=Dq1DgPSOVhE,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2024-05-07,05.07.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=pbEipUnpQHk,pbEipUnpQHk,asr,https://www.youtube.com/watch?v=pbEipUnpQHk,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-05-07,05.07.2024 Regular City Council,Council,https://www.youtube.com/watch?v=4n6NLuiKkc8,4n6NLuiKkc8,asr,https://www.youtube.com/watch?v=4n6NLuiKkc8,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-04-23,04.23.2024 Regular City Council and Special HA Meeting,Council+HA,https://www.youtube.com/watch?v=u75695NKvQ4,u75695NKvQ4,asr,https://www.youtube.com/watch?v=u75695NKvQ4,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2024-04-23,04.23.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=OhAbG2gSDew,OhAbG2gSDew,asr,https://www.youtube.com/watch?v=OhAbG2gSDew,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-04-16,04.16.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=OBUnJ6q32Sw,OBUnJ6q32Sw,asr,https://www.youtube.com/watch?v=OBUnJ6q32Sw,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-04-16,04.16.2024 Regular City Council Meeting,Council,https://www.youtube.com/watch?v=91NAaqV1wrU,91NAaqV1wrU,asr,https://www.youtube.com/watch?v=91NAaqV1wrU,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-04-09,04.09.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=AGYHMIoShrs,AGYHMIoShrs,asr,https://www.youtube.com/watch?v=AGYHMIoShrs,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-04-09,04.09.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=92i8e4vp01g,92i8e4vp01g,asr,https://www.youtube.com/watch?v=92i8e4vp01g,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-04-02,04.02.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=fyTSErbT50E,fyTSErbT50E,asr,https://www.youtube.com/watch?v=fyTSErbT50E,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-04-02,04.02.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=E3e4o72Dz5w,E3e4o72Dz5w,asr,https://www.youtube.com/watch?v=E3e4o72Dz5w,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-03-26,03.26.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=V8IJ7Yoyj5k,V8IJ7Yoyj5k,asr,https://www.youtube.com/watch?v=V8IJ7Yoyj5k,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-03-26,03.26.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=BNaB6GNYfCU,BNaB6GNYfCU,asr,https://www.youtube.com/watch?v=BNaB6GNYfCU,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-03-19,03.19.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=ZCEeROFdoNw,ZCEeROFdoNw,asr,https://www.youtube.com/watch?v=ZCEeROFdoNw,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-03-19,03.19.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=T21-jeXVwtU,T21-jeXVwtU,asr,https://www.youtube.com/watch?v=T21-jeXVwtU,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-03-12,03.12.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=hR0imDgfAbY,hR0imDgfAbY,asr,https://www.youtube.com/watch?v=hR0imDgfAbY,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-03-12,03.12.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=dynRYh0i280,dynRYh0i280,asr,https://www.youtube.com/watch?v=dynRYh0i280,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-03-12,03.12.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=SEwFy5zIjgk,SEwFy5zIjgk,asr,https://www.youtube.com/watch?v=SEwFy5zIjgk,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-02-27,02.27.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=_dUYYHuM1d8,_dUYYHuM1d8,asr,https://www.youtube.com/watch?v=_dUYYHuM1d8,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-02-27,02.27.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=Bbec9tWdUHY,Bbec9tWdUHY,asr,https://www.youtube.com/watch?v=Bbec9tWdUHY,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-02-23,02.23.2024 - City Council Strategic Planning Meeting,Council,https://www.youtube.com/watch?v=pWqttznIwp4,pWqttznIwp4,asr,https://www.youtube.com/watch?v=pWqttznIwp4,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-02-23,02.23.2024 - City Council Strategic Planning Meeting,Council,https://www.youtube.com/watch?v=b_emqPjyEqo,b_emqPjyEqo,asr,https://www.youtube.com/watch?v=b_emqPjyEqo,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-02-23,02.23.2024 - City Council Strategic Planning Meeting,Council,https://www.youtube.com/watch?v=1-gtYgTZUrM,1-gtYgTZUrM,asr,https://www.youtube.com/watch?v=1-gtYgTZUrM,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-02-23,02.23.2024 - City Council Strategic Planning Meeting,Council,https://www.youtube.com/watch?v=-GhKzzdRtQw,-GhKzzdRtQw,asr,https://www.youtube.com/watch?v=-GhKzzdRtQw,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-02-20,02.20.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=m2kwI2EYEOs,m2kwI2EYEOs,asr,https://www.youtube.com/watch?v=m2kwI2EYEOs,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-02-20,02.20.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=Mj8VO4xg_MM,Mj8VO4xg_MM,asr,https://www.youtube.com/watch?v=Mj8VO4xg_MM,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-02-13,02.13.2024 City Council Special Meeting,Council,https://www.youtube.com/watch?v=EyMa9AXm0ko,EyMa9AXm0ko,asr,https://www.youtube.com/watch?v=EyMa9AXm0ko,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2024-02-06,02.06.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=rYlrA1LQFAo,rYlrA1LQFAo,asr,https://www.youtube.com/watch?v=rYlrA1LQFAo,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-02-06,02.06.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=MU67SQfNQLY,MU67SQfNQLY,asr,https://www.youtube.com/watch?v=MU67SQfNQLY,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-01-23,01.23.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=CdrzLc8o2ok,CdrzLc8o2ok,asr,https://www.youtube.com/watch?v=CdrzLc8o2ok,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-01-16,01.16.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=VugkvrJ6MOY,VugkvrJ6MOY,asr,https://www.youtube.com/watch?v=VugkvrJ6MOY,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-01-09,01.09.2024 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=oQo8co23aic,oQo8co23aic,asr,https://www.youtube.com/watch?v=oQo8co23aic,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2024-01-09,01.09.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=LcpI2D_0r6w,LcpI2D_0r6w,asr,https://www.youtube.com/watch?v=LcpI2D_0r6w,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-01-02,01.02.2024 City Council Study Meeting,Council,https://www.youtube.com/watch?v=nV4GXcjiO3E,nV4GXcjiO3E,asr,https://www.youtube.com/watch?v=nV4GXcjiO3E,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2024-01-02,"01.02.2024 City Council, RDA, BA, HA Meetings",Council+RDA+BA+HA,https://www.youtube.com/watch?v=Y9INu-6Ux9g,Y9INu-6Ux9g,asr,https://www.youtube.com/watch?v=Y9INu-6Ux9g,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-12-12,"December 12, 2023 City Council Study Meeting",Council,https://www.youtube.com/watch?v=LSAQeLV1UbM,LSAQeLV1UbM,asr,https://www.youtube.com/watch?v=LSAQeLV1UbM,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-12-05,"December 5, 2023 City Council Regular Meeting/ Special Redevelopment Agency Meeting",Council+RDA,https://www.youtube.com/watch?v=xaj-AvRqhrU,xaj-AvRqhrU,asr,https://www.youtube.com/watch?v=xaj-AvRqhrU,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2023-11-28,11.28.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=pR7WMOmocb8,pR7WMOmocb8,asr,https://www.youtube.com/watch?v=pR7WMOmocb8,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-11-14,"November 14, 2023 City Council Regular Meeting",Council,https://www.youtube.com/watch?v=MOAnRcCu4c0,MOAnRcCu4c0,asr,https://www.youtube.com/watch?v=MOAnRcCu4c0,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-11-14,"November 14, 2023 Study Meeting",Council,https://www.youtube.com/watch?v=ACUgYYPo_7k,ACUgYYPo_7k,asr,https://www.youtube.com/watch?v=ACUgYYPo_7k,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-11-07,"November 7, 2023 Special City Council Meeting",Council,https://www.youtube.com/watch?v=3uE8bL4Xfc0,3uE8bL4Xfc0,asr,https://www.youtube.com/watch?v=3uE8bL4Xfc0,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2023-11-07,"November 7, 2023 Special Study Meeting",Council,https://www.youtube.com/watch?v=1oHQa25DbDc,1oHQa25DbDc,asr,https://www.youtube.com/watch?v=1oHQa25DbDc,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-10-24,10.24.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=qDBeSIKeHCU,qDBeSIKeHCU,asr,https://www.youtube.com/watch?v=qDBeSIKeHCU,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-10-24,10.24.2023 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=Haubi30FspY,Haubi30FspY,asr,https://www.youtube.com/watch?v=Haubi30FspY,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-10-17,"October 17, 2023 City Council Study Meeting",Council,https://www.youtube.com/watch?v=9UZuPWpLIQ8,9UZuPWpLIQ8,asr,https://www.youtube.com/watch?v=9UZuPWpLIQ8,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-10-10,10.10.2023 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=MTyB-Us47Rc,MTyB-Us47Rc,asr,https://www.youtube.com/watch?v=MTyB-Us47Rc,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-10-03,10.03.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=ZpTwIuaB-y8,ZpTwIuaB-y8,asr,https://www.youtube.com/watch?v=ZpTwIuaB-y8,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-10-03,10.03.2023 City Council Regular Meeting/ Special Building Authority Meeting,Council+BA,https://www.youtube.com/watch?v=5skwf0VZDjE,5skwf0VZDjE,asr,https://www.youtube.com/watch?v=5skwf0VZDjE,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2023-09-26,09.26.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=C0smort-DoE,C0smort-DoE,asr,https://www.youtube.com/watch?v=C0smort-DoE,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-09-19,09.19.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=nCUk1b_mU0w,nCUk1b_mU0w,asr,https://www.youtube.com/watch?v=nCUk1b_mU0w,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-09-19,09.19.2023 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=R8o0MrA_p3s,R8o0MrA_p3s,asr,https://www.youtube.com/watch?v=R8o0MrA_p3s,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-09-12,09.12.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=na3hFfHDfmc,na3hFfHDfmc,asr,https://www.youtube.com/watch?v=na3hFfHDfmc,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-09-12,09.12.2023 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=arYH1hUSUfQ,arYH1hUSUfQ,asr,https://www.youtube.com/watch?v=arYH1hUSUfQ,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-09-05,09.05.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=eY0gEhCyETY,eY0gEhCyETY,asr,https://www.youtube.com/watch?v=eY0gEhCyETY,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-09-05,09.05.2023 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=aEKPDEinvuQ,aEKPDEinvuQ,asr,https://www.youtube.com/watch?v=aEKPDEinvuQ,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-08-29,08.29.2023 City Council Special Study Meeting,Council,https://www.youtube.com/watch?v=xhRQXDWNmnY,xhRQXDWNmnY,asr,https://www.youtube.com/watch?v=xhRQXDWNmnY,2026-07-06,na,mapped_not_fetched,,Study,False,title,
2023-08-22,08.22.2023 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=vzjwQTVyNjc,vzjwQTVyNjc,asr,https://www.youtube.com/watch?v=vzjwQTVyNjc,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-08-22,08.22.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=kN8TmGTpjmU,kN8TmGTpjmU,asr,https://www.youtube.com/watch?v=kN8TmGTpjmU,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-08-15,"August 15, 2023 City Council Study Meeting",Council,https://www.youtube.com/watch?v=NGbBB97q9YQ,NGbBB97q9YQ,asr,https://www.youtube.com/watch?v=NGbBB97q9YQ,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-07-25,7.25.2023 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=bSznnFNby44,bSznnFNby44,asr,https://www.youtube.com/watch?v=bSznnFNby44,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-07-18,7.18.2023 City Council Regular Meeting and Special BA Meeting,Council+BA,https://www.youtube.com/watch?v=sUeU9EhHdPw,sUeU9EhHdPw,asr,https://www.youtube.com/watch?v=sUeU9EhHdPw,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2023-07-18,7.18.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=XTbk6Mv8IDo,XTbk6Mv8IDo,asr,https://www.youtube.com/watch?v=XTbk6Mv8IDo,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-07-11,07.11.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=70693hA7arI,70693hA7arI,asr,https://www.youtube.com/watch?v=70693hA7arI,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-06-27,06.27.2023 City Council Regular Meeting and Special RDA Meeting,Council+RDA,https://www.youtube.com/watch?v=3-qEkHIeyvQ,3-qEkHIeyvQ,asr,https://www.youtube.com/watch?v=3-qEkHIeyvQ,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2023-06-20,06.20.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=x4lsuQnM758,x4lsuQnM758,asr,https://www.youtube.com/watch?v=x4lsuQnM758,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-06-20,06.20.2023 Regular Meeting,Other,https://www.youtube.com/watch?v=HMrkQHF6Vxk,HMrkQHF6Vxk,asr,https://www.youtube.com/watch?v=HMrkQHF6Vxk,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-06-13,06.13.2023 City Council Regular Meeting and Special BA Meeting,Council+BA,https://www.youtube.com/watch?v=MGxHj4gTPzU,MGxHj4gTPzU,asr,https://www.youtube.com/watch?v=MGxHj4gTPzU,2026-07-06,na,mapped_not_fetched,,Special,True,title,
2023-06-13,06.13.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=HLM8CI3vRCs,HLM8CI3vRCs,asr,https://www.youtube.com/watch?v=HLM8CI3vRCs,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-06-06,06.06.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=nZmTRyjvKO8,nZmTRyjvKO8,asr,https://www.youtube.com/watch?v=nZmTRyjvKO8,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-06-06,"06.06.2023 City Council, RDA, HA, and BA Regular Meetings",Council+RDA+BA+HA,https://www.youtube.com/watch?v=4bF5WkstroU,4bF5WkstroU,asr,https://www.youtube.com/watch?v=4bF5WkstroU,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-05-23,05.23.2023 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=tzC5uX9-CfI,tzC5uX9-CfI,asr,https://www.youtube.com/watch?v=tzC5uX9-CfI,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-05-23,05.23.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=ToVcc__0Ez8,ToVcc__0Ez8,asr,https://www.youtube.com/watch?v=ToVcc__0Ez8,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-05-16,"May 16, 2023 City Council Regular Meeting",Council,https://www.youtube.com/watch?v=hWc8nwc2CuQ,hWc8nwc2CuQ,asr,https://www.youtube.com/watch?v=hWc8nwc2CuQ,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-05-16,"May 16, 2023 City Council Study Meeting",Council,https://www.youtube.com/watch?v=M4L15FVBL0Y,M4L15FVBL0Y,asr,https://www.youtube.com/watch?v=M4L15FVBL0Y,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-05-09,"May 9, 2023 City Council Study Meeting",Council,https://www.youtube.com/watch?v=yjyI3eUaOpg,yjyI3eUaOpg,asr,https://www.youtube.com/watch?v=yjyI3eUaOpg,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-05-02,"May 2, 2023 City Council, RDA, HA, and BA Regular Meetings",Council+RDA+BA+HA,https://www.youtube.com/watch?v=uzkt2fjIehY,uzkt2fjIehY,asr,https://www.youtube.com/watch?v=uzkt2fjIehY,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-05-02,"May 2, 2023 City Council Study Meeting",Council,https://www.youtube.com/watch?v=Gw865qxPep8,Gw865qxPep8,asr,https://www.youtube.com/watch?v=Gw865qxPep8,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-04-25,"April 25, 2023 City Council Study Meeting",Council,https://www.youtube.com/watch?v=vwKPssTFzC8,vwKPssTFzC8,asr,https://www.youtube.com/watch?v=vwKPssTFzC8,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-04-18,"April 18, 2023 City Council Study Meeting",Council,https://www.youtube.com/watch?v=g8DI1ClXyKw,g8DI1ClXyKw,asr,https://www.youtube.com/watch?v=g8DI1ClXyKw,2026-07-06,na,mapped_not_fetched,,Study,True,title,
2023-04-11,04.11.2023 City Council Regular Meeting,Council,https://www.youtube.com/watch?v=dHB-StbfIQM,dHB-StbfIQM,asr,https://www.youtube.com/watch?v=dHB-StbfIQM,2026-07-06,na,mapped_not_fetched,,Regular,True,title,
2023-04-11,04.11.2023 City Council Study Meeting,Council,https://www.youtube.com/watch?v=3Cr2gmA1AlA,3Cr2gmA1AlA,asr,https://www.youtube.com/watch?v=3Cr2gmA1AlA,2026-07-06,na,mapped_not_fetched,,Study,True,title,
