date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,duration_sec,tab,date_source
2020-11-03,Cottonwood Heights city council business meeting: 11/3/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=zoXlT_hKSLc,zoXlT_hKSLc,asr,https://www.youtube.com/watch?v=zoXlT_hKSLc,2026-07-13,na,mapped_not_fetched,,780,videos,title_mdy
2020-11-03,Cottonwood Heights city council work session: 11/3/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=zQgi9S-zORQ,zQgi9S-zORQ,asr,https://www.youtube.com/watch?v=zQgi9S-zORQ,2026-07-13,na,mapped_not_fetched,,7160,videos,title_mdy
2020-11-17,Cottonwood Heights city council business meeting: 11/17/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=i7GivjrtguA,i7GivjrtguA,asr,https://www.youtube.com/watch?v=i7GivjrtguA,2026-07-13,na,mapped_not_fetched,,3095,videos,title_mdy
2020-11-17,Cottonwood Heights city council work session: 11/17/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=KnvG0mM6QKY,KnvG0mM6QKY,asr,https://www.youtube.com/watch?v=KnvG0mM6QKY,2026-07-13,na,mapped_not_fetched,,7281,videos,title_mdy
2020-12-01,Cottonwood Heights city council business meeting: 12/1/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=JPRtEHzhtO8,JPRtEHzhtO8,asr,https://www.youtube.com/watch?v=JPRtEHzhtO8,2026-07-13,na,mapped_not_fetched,,3992,videos,title_mdy
2020-12-01,Cottonwood Heights city council work session: 12/1/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=kgtPpvTuXlc,kgtPpvTuXlc,asr,https://www.youtube.com/watch?v=kgtPpvTuXlc,2026-07-13,na,mapped_not_fetched,,5748,videos,title_mdy
2020-12-15,Cottonwood Heights City Council Business Meeting 12/15/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=u682BWzQgGg,u682BWzQgGg,asr,https://www.youtube.com/watch?v=u682BWzQgGg,2026-07-13,na,mapped_not_fetched,,5444,videos,title_mdy
2020-12-15,Cottonwood Heights City Council Work Session 12/15/2020 (ASR transcript),Council,https://www.youtube.com/watch?v=0SkmNrjCoqc,0SkmNrjCoqc,asr,https://www.youtube.com/watch?v=0SkmNrjCoqc,2026-07-13,na,mapped_not_fetched,,6214,videos,title_mdy
2020-12-17,Architectural Review Committee Meeting 12/17/2020 (ASR transcript),ARC,https://www.youtube.com/watch?v=bZD26zs36RM,bZD26zs36RM,asr,https://www.youtube.com/watch?v=bZD26zs36RM,2026-07-13,na,mapped_not_fetched,,2702,videos,title_mdy
2021-01-05,City Council Work Session: 1/5/2021 (ASR transcript),Council,https://www.youtube.com/watch?v=fWo0ykwJbpA,fWo0ykwJbpA,asr,https://www.youtube.com/watch?v=fWo0ykwJbpA,2026-07-13,na,mapped_not_fetched,,7154,videos,title_mdy
2021-01-05,Cottonwood Heights City Council Business Meeting: 1/5/2021 (ASR transcript),Council,https://www.youtube.com/watch?v=8fZKHc2faz8,8fZKHc2faz8,asr,https://www.youtube.com/watch?v=8fZKHc2faz8,2026-07-13,na,mapped_not_fetched,,2916,videos,title_mdy
2021-01-06,Cottonwood Heights Planning Commission Business Meeting 1/6/2021 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=z41g-t1y3Z4,z41g-t1y3Z4,asr,https://www.youtube.com/watch?v=z41g-t1y3Z4,2026-07-13,na,mapped_not_fetched,,2362,videos,title_mdy
2021-01-06,Cottonwood Heights Planning Commission Work Session: 1/6/2021 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=1k6la7SR0dQ,1k6la7SR0dQ,asr,https://www.youtube.com/watch?v=1k6la7SR0dQ,2026-07-13,na,mapped_not_fetched,,3443,videos,title_mdy
2021-01-19,Cottonwood Heights City Council Business Meeting: 1/19/2021 (ASR transcript),Council,https://www.youtube.com/watch?v=yOGpSAEjyVs,yOGpSAEjyVs,asr,https://www.youtube.com/watch?v=yOGpSAEjyVs,2026-07-13,na,mapped_not_fetched,,2987,videos,title_mdy
2021-01-19,Cottonwood Heights City Council Work Session: 1/19/2021 (ASR transcript),Council,https://www.youtube.com/watch?v=cHk2x7-JPvU,cHk2x7-JPvU,asr,https://www.youtube.com/watch?v=cHk2x7-JPvU,2026-07-13,na,mapped_not_fetched,,6227,videos,title_mdy
2021-02-02,City Council Work Session 02/02/2021 (ASR transcript),Council,https://www.youtube.com/watch?v=X1TZqmtNU9Q,X1TZqmtNU9Q,asr,https://www.youtube.com/watch?v=X1TZqmtNU9Q,2026-07-13,na,mapped_not_fetched,,5878,videos,title_mdy
2021-02-02,Cottonwood Heights City Council Business Meeting 2/2/2021 (ASR transcript),Council,https://www.youtube.com/watch?v=DHLq8pYO4ls,DHLq8pYO4ls,asr,https://www.youtube.com/watch?v=DHLq8pYO4ls,2026-07-13,na,mapped_not_fetched,,1382,videos,title_mdy
2021-03-02,Cottonwood Heights City Council Work Session: 3/2/2021 (ASR transcript),Council,https://www.youtube.com/watch?v=RylRK3Njj0E,RylRK3Njj0E,asr,https://www.youtube.com/watch?v=RylRK3Njj0E,2026-07-13,na,mapped_not_fetched,,3789,videos,title_mdy
2021-03-02,Cottonwood Heights City Council business meeting: 3/2/2021 (ASR transcript),Council,https://www.youtube.com/watch?v=uHY0e5dpnHQ,uHY0e5dpnHQ,asr,https://www.youtube.com/watch?v=uHY0e5dpnHQ,2026-07-13,na,mapped_not_fetched,,1071,videos,title_mdy
2021-03-02,Cottonwood Heights Community Development and Renewal Agency business meeting: 3/2/2021 (ASR transcript),CDRA,https://www.youtube.com/watch?v=Fjj0RXE7ew4,Fjj0RXE7ew4,asr,https://www.youtube.com/watch?v=Fjj0RXE7ew4,2026-07-13,na,mapped_not_fetched,,3498,videos,title_mdy
2021-03-03,Cottonwood Heights Planning Commission business meeting: 3/3/2021 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=xC34E8gXjl4,xC34E8gXjl4,asr,https://www.youtube.com/watch?v=xC34E8gXjl4,2026-07-13,na,mapped_not_fetched,,2701,videos,title_mdy
2021-03-03,Cottonwood Heights Planning Commission work session: 3/3/2021 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=5y-jHjveFbc,5y-jHjveFbc,asr,https://www.youtube.com/watch?v=5y-jHjveFbc,2026-07-13,na,mapped_not_fetched,,2831,videos,title_mdy
2021-03-16,Cottonwood Heights City Council Business Meeting (ASR transcript),Council,https://www.youtube.com/watch?v=JSCmOYKj2JQ,JSCmOYKj2JQ,asr,https://www.youtube.com/watch?v=JSCmOYKj2JQ,2026-07-13,na,mapped_not_fetched,,986,streams,yt_release_ts_local
2021-03-16,Cottonwood Heights City Council Work Session (ASR transcript),Council,https://www.youtube.com/watch?v=0DU9dxUctsg,0DU9dxUctsg,asr,https://www.youtube.com/watch?v=0DU9dxUctsg,2026-07-13,na,mapped_not_fetched,,6296,streams,yt_release_ts_local
2021-03-16,Cottonwood Heights City Council Work Session (ASR transcript),Council,https://www.youtube.com/watch?v=bm-pZQjY-Tg,bm-pZQjY-Tg,asr,https://www.youtube.com/watch?v=bm-pZQjY-Tg,2026-07-13,na,mapped_not_fetched,,31,streams,yt_release_ts_local
2021-04-06,Cottonwood Heights City Council Business Meeting: 4/6/2021 (ASR transcript),Council,https://www.youtube.com/watch?v=kG1o7DKbAB4,kG1o7DKbAB4,asr,https://www.youtube.com/watch?v=kG1o7DKbAB4,2026-07-13,na,mapped_not_fetched,,6258,videos,title_mdy
2021-04-06,Cottonwood Heights City Council Work Session: 4/6/2021 (ASR transcript),Council,https://www.youtube.com/watch?v=h1ArnzEcWNc,h1ArnzEcWNc,asr,https://www.youtube.com/watch?v=h1ArnzEcWNc,2026-07-13,na,mapped_not_fetched,,6918,videos,title_mdy
2021-04-07,Cottonwood Heights Planning Commission business meeting: 4/7/2021 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=o727wdxhWsg,o727wdxhWsg,asr,https://www.youtube.com/watch?v=o727wdxhWsg,2026-07-13,na,mapped_not_fetched,,4439,videos,title_mdy
2021-04-07,Cottonwood Heights Planning Commission work session: 4/7/2021 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=AJbcPzkcFvo,AJbcPzkcFvo,asr,https://www.youtube.com/watch?v=AJbcPzkcFvo,2026-07-13,na,mapped_not_fetched,,2503,videos,title_mdy
2021-04-20,Cottonwood Heights City Council Business Meeting (ASR transcript),Council,https://www.youtube.com/watch?v=FMNKnORNo14,FMNKnORNo14,asr,https://www.youtube.com/watch?v=FMNKnORNo14,2026-07-13,na,mapped_not_fetched,,5658,streams,yt_release_ts_local
2021-04-20,Cottonwood Heights City Council Work Session (ASR transcript),Council,https://www.youtube.com/watch?v=esTf_L__yZg,esTf_L__yZg,asr,https://www.youtube.com/watch?v=esTf_L__yZg,2026-07-13,na,mapped_not_fetched,,5524,streams,yt_release_ts_local
2021-04-21,"Cottonwood Heights Planning Commission business meeting: April 21, 2021 (ASR transcript)",PlanningCommission,https://www.youtube.com/watch?v=SCsrLCA6A5U,SCsrLCA6A5U,asr,https://www.youtube.com/watch?v=SCsrLCA6A5U,2026-07-13,na,mapped_not_fetched,,5530,videos,title_monthname
2021-04-21,"Cottonwood Heights Planning Commission work session: April 21, 2021 (ASR transcript)",PlanningCommission,https://www.youtube.com/watch?v=Y4QhCN2BTW0,Y4QhCN2BTW0,asr,https://www.youtube.com/watch?v=Y4QhCN2BTW0,2026-07-13,na,mapped_not_fetched,,2416,videos,title_monthname
2021-05-04,"Cottonwood Heights City Council Business Meeting: May 4, 2021 (ASR transcript)",Council,https://www.youtube.com/watch?v=4UKTDCKHh0U,4UKTDCKHh0U,asr,https://www.youtube.com/watch?v=4UKTDCKHh0U,2026-07-13,na,mapped_not_fetched,,5272,streams,title_monthname
2021-05-04,Cottonwood Heights City Council Work Session (ASR transcript),Council,https://www.youtube.com/watch?v=rT_IyH2BizU,rT_IyH2BizU,asr,https://www.youtube.com/watch?v=rT_IyH2BizU,2026-07-13,na,mapped_not_fetched,,7053,streams,yt_release_ts_local
2021-05-11,Special City Council Work Session: Attorney General Presentation on the Aug. 2 Mill Hollow Incident (ASR transcript),Council,https://www.youtube.com/watch?v=CP05UridKhQ,CP05UridKhQ,asr,https://www.youtube.com/watch?v=CP05UridKhQ,2026-07-13,na,mapped_not_fetched,,4912,streams,yt_release_ts_local
2021-05-18,"Cottonwood Heights City Council Business Meeting: May 18, 2021 (ASR transcript)",Council,https://www.youtube.com/watch?v=-RnTpviApt0,-RnTpviApt0,asr,https://www.youtube.com/watch?v=-RnTpviApt0,2026-07-13,na,mapped_not_fetched,,6010,streams,title_monthname
2021-05-18,"Cottonwood Heights City Council Work Session: May 18, 2021 (ASR transcript)",Council,https://www.youtube.com/watch?v=QGnvIzUYyp0,QGnvIzUYyp0,asr,https://www.youtube.com/watch?v=QGnvIzUYyp0,2026-07-13,na,mapped_not_fetched,,5129,streams,title_monthname
2021-06-01,"Cottonwood Heights Architectural Review Commission meeting: June 1, 2021 (ASR transcript)",ARC,https://www.youtube.com/watch?v=UGi8f071NQo,UGi8f071NQo,asr,https://www.youtube.com/watch?v=UGi8f071NQo,2026-07-13,na,mapped_not_fetched,,1824,videos,title_monthname
2021-06-01,"Cottonwood Heights City Council Business Meeting: June 1, 2021 (ASR transcript)",Council,https://www.youtube.com/watch?v=ca6ZJd-txTI,ca6ZJd-txTI,asr,https://www.youtube.com/watch?v=ca6ZJd-txTI,2026-07-13,na,mapped_not_fetched,,3463,streams,title_monthname
2021-06-01,Cottonwood Heights City Council Work Session (ASR transcript),Council,https://www.youtube.com/watch?v=2Rcinr8a638,2Rcinr8a638,asr,https://www.youtube.com/watch?v=2Rcinr8a638,2026-07-13,na,mapped_not_fetched,,7683,streams,yt_release_ts_local
2021-06-02,"Cottonwood Heights Planning Commission meeting: June 2, 2021 (ASR transcript)",PlanningCommission,https://www.youtube.com/watch?v=4AYkNk8w4FQ,4AYkNk8w4FQ,asr,https://www.youtube.com/watch?v=4AYkNk8w4FQ,2026-07-13,na,mapped_not_fetched,,4394,videos,title_monthname
2021-06-15,Cottonwood Heights City Council Business Meeting: 6/15/21 (ASR transcript),Council,https://www.youtube.com/watch?v=dnSKEVuNqTg,dnSKEVuNqTg,asr,https://www.youtube.com/watch?v=dnSKEVuNqTg,2026-07-13,na,mapped_not_fetched,,8416,streams,title_mdy
2021-06-15,Cottonwood Heights City Council Work Session: 6/15/21 (ASR transcript),Council,https://www.youtube.com/watch?v=-10CaOlWENg,-10CaOlWENg,asr,https://www.youtube.com/watch?v=-10CaOlWENg,2026-07-13,na,mapped_not_fetched,,6681,streams,title_mdy
2021-06-21,Cottonwood Heights City Council Special Business Meeting: June 21 (ASR transcript),Council,https://www.youtube.com/watch?v=ZgYSJ7GSakQ,ZgYSJ7GSakQ,asr,https://www.youtube.com/watch?v=ZgYSJ7GSakQ,2026-07-13,na,mapped_not_fetched,,826,streams,yt_release_ts_local
2021-07-06,"Cottonwood Heights City Council Business Meeting: July 6, 2021 (ASR transcript)",Council,https://www.youtube.com/watch?v=JoRj_-_7p-g,JoRj_-_7p-g,asr,https://www.youtube.com/watch?v=JoRj_-_7p-g,2026-07-13,na,mapped_not_fetched,,2764,streams,title_monthname
2021-07-06,"Cottonwood Heights City Council Work Session: July 6, 2021 (ASR transcript)",Council,https://www.youtube.com/watch?v=LTONDDgs2mg,LTONDDgs2mg,asr,https://www.youtube.com/watch?v=LTONDDgs2mg,2026-07-13,na,mapped_not_fetched,,4351,streams,title_monthname
2021-07-20,"Cottonwood Heights City Council Business Meeting: July 20, 2021 (ASR transcript)",Council,https://www.youtube.com/watch?v=bTDaKLlYW58,bTDaKLlYW58,asr,https://www.youtube.com/watch?v=bTDaKLlYW58,2026-07-13,na,mapped_not_fetched,,2350,streams,title_monthname
2021-07-20,"Cottonwood Heights City Council Work Session: July 20, 2021 (ASR transcript)",Council,https://www.youtube.com/watch?v=GWBVZB5GzZQ,GWBVZB5GzZQ,asr,https://www.youtube.com/watch?v=GWBVZB5GzZQ,2026-07-13,na,mapped_not_fetched,,5053,streams,title_monthname
2021-07-21,"Cottonwood Heights Planning Commission - Business Meeting - July 21, 2021 (ASR transcript)",PlanningCommission,https://www.youtube.com/watch?v=esUG_CqYZ6s,esUG_CqYZ6s,asr,https://www.youtube.com/watch?v=esUG_CqYZ6s,2026-07-13,na,mapped_not_fetched,,3677,streams,title_monthname
2021-07-21,"Cottonwood Heights Planning Commission - Work Meeting - July 21, 2021 (ASR transcript)",PlanningCommission,https://www.youtube.com/watch?v=ZgYt7s3_WZU,ZgYt7s3_WZU,asr,https://www.youtube.com/watch?v=ZgYt7s3_WZU,2026-07-13,na,mapped_not_fetched,,3845,streams,title_monthname
2021-08-03,"Cottonwood Heights City Council Business Meeting: Aug. 3, 2021 (ASR transcript)",Council,https://www.youtube.com/watch?v=8pCPQ0qELKI,8pCPQ0qELKI,asr,https://www.youtube.com/watch?v=8pCPQ0qELKI,2026-07-13,na,mapped_not_fetched,,4357,streams,title_monthname
2021-08-03,"Cottonwood Heights City Council Work Session: August 3, 2021 (ASR transcript)",Council,https://www.youtube.com/watch?v=M6ZmfmqCl88,M6ZmfmqCl88,asr,https://www.youtube.com/watch?v=M6ZmfmqCl88,2026-07-13,na,mapped_not_fetched,,5809,streams,title_monthname
2021-08-17,Cottonwood Heights city council business meeting: 8/17/21 (ASR transcript),Council,https://www.youtube.com/watch?v=TIHJXuASklA,TIHJXuASklA,asr,https://www.youtube.com/watch?v=TIHJXuASklA,2026-07-13,na,mapped_not_fetched,,6044,streams,title_mdy
2021-08-17,Cottonwood Heights city council work session: 8/17/21 (ASR transcript),Council,https://www.youtube.com/watch?v=g5HW4J6wl3I,g5HW4J6wl3I,asr,https://www.youtube.com/watch?v=g5HW4J6wl3I,2026-07-13,na,mapped_not_fetched,,7502,streams,title_mdy
2021-09-07,Cottonwood Heights city council business meeting: 9/7/21 (ASR transcript),Council,https://www.youtube.com/watch?v=N8A-NJeT_hs,N8A-NJeT_hs,asr,https://www.youtube.com/watch?v=N8A-NJeT_hs,2026-07-13,na,mapped_not_fetched,,232,streams,title_mdy
2021-09-07,Cottonwood Heights city council business meeting: 9/7/21 (ASR transcript),Council,https://www.youtube.com/watch?v=Bon36AATBk4,Bon36AATBk4,asr,https://www.youtube.com/watch?v=Bon36AATBk4,2026-07-13,na,mapped_not_fetched,,2681,streams,title_mdy
2021-09-07,Cottonwood Heights city council work session: 9/7/21 (ASR transcript),Council,https://www.youtube.com/watch?v=XXTPI3tH03w,XXTPI3tH03w,asr,https://www.youtube.com/watch?v=XXTPI3tH03w,2026-07-13,na,mapped_not_fetched,,2245,streams,title_mdy
2021-09-07,Cottonwood Heights city council work session: 9/7/21 (ASR transcript),Council,https://www.youtube.com/watch?v=acNAWiHgXN4,acNAWiHgXN4,asr,https://www.youtube.com/watch?v=acNAWiHgXN4,2026-07-13,na,mapped_not_fetched,,7785,streams,title_mdy
2021-09-21,Cottonwood Heights City Council Business Meeting: 9/21/21 (ASR transcript),Council,https://www.youtube.com/watch?v=FG521gTWMiI,FG521gTWMiI,asr,https://www.youtube.com/watch?v=FG521gTWMiI,2026-07-13,na,mapped_not_fetched,,5173,streams,title_mdy
2021-09-21,Cottonwood Heights City Council Work Session: 9/21/21 (ASR transcript),Council,https://www.youtube.com/watch?v=KjJh0s0BxiY,KjJh0s0BxiY,asr,https://www.youtube.com/watch?v=KjJh0s0BxiY,2026-07-13,na,mapped_not_fetched,,2631,streams,title_mdy
2021-09-21,Cottonwood Heights City Council Work Session: 9/21/21 (ASR transcript),Council,https://www.youtube.com/watch?v=UgcpH3KCloU,UgcpH3KCloU,asr,https://www.youtube.com/watch?v=UgcpH3KCloU,2026-07-13,na,mapped_not_fetched,,8020,streams,title_mdy
2021-10-05,Cottonwood Heights CDRA Meeting: 10/5/21 (ASR transcript),CDRA,https://www.youtube.com/watch?v=DDTtoYpPS90,DDTtoYpPS90,asr,https://www.youtube.com/watch?v=DDTtoYpPS90,2026-07-13,na,mapped_not_fetched,,1843,streams,title_mdy
2021-10-05,Cottonwood Heights City Council Business Meeting: 10/5/21 (ASR transcript),Council,https://www.youtube.com/watch?v=Iy75zbIBBN0,Iy75zbIBBN0,asr,https://www.youtube.com/watch?v=Iy75zbIBBN0,2026-07-13,na,mapped_not_fetched,,5002,streams,title_mdy
2021-10-05,Cottonwood Heights City Council Work Session: 10/5/21 (ASR transcript),Council,https://www.youtube.com/watch?v=TiH8Gyj19Xs,TiH8Gyj19Xs,asr,https://www.youtube.com/watch?v=TiH8Gyj19Xs,2026-07-13,na,mapped_not_fetched,,4406,streams,title_mdy
2021-10-06,Planning Commission Work Meeting: 10/6/21 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=Z1uRwAMQkYg,Z1uRwAMQkYg,asr,https://www.youtube.com/watch?v=Z1uRwAMQkYg,2026-07-13,na,mapped_not_fetched,,4881,streams,title_mdy
2021-10-19,Cottonwood Heights City Council Business Meeting: 10/19/21 (ASR transcript),Council,https://www.youtube.com/watch?v=_55AjEtBWK4,_55AjEtBWK4,asr,https://www.youtube.com/watch?v=_55AjEtBWK4,2026-07-13,na,mapped_not_fetched,,4311,streams,title_mdy
2021-10-19,Cottonwood Heights City Council Work Session: 10/19/21 (ASR transcript),Council,https://www.youtube.com/watch?v=EqEOplj45bg,EqEOplj45bg,asr,https://www.youtube.com/watch?v=EqEOplj45bg,2026-07-13,na,mapped_not_fetched,,6089,streams,title_mdy
2021-10-20,Planning Commission Business Meeting: 10/20/21 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=JwjapTZMEUI,JwjapTZMEUI,asr,https://www.youtube.com/watch?v=JwjapTZMEUI,2026-07-13,na,mapped_not_fetched,,6653,streams,title_mdy
2021-10-20,Planning Commission Work Meeting: 10/20/21 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=wMUgyrDxZxI,wMUgyrDxZxI,asr,https://www.youtube.com/watch?v=wMUgyrDxZxI,2026-07-13,na,mapped_not_fetched,,3939,streams,title_mdy
2021-11-02,Cottonwood Heights City Council Business Meeting: 11/2/21 (ASR transcript),Council,https://www.youtube.com/watch?v=y5TdiPYUQ9M,y5TdiPYUQ9M,asr,https://www.youtube.com/watch?v=y5TdiPYUQ9M,2026-07-13,na,mapped_not_fetched,,1154,streams,title_mdy
2021-11-02,Cottonwood Heights City Council Work Session: 11/2/21 (ASR transcript),Council,https://www.youtube.com/watch?v=powW_mHps_E,powW_mHps_E,asr,https://www.youtube.com/watch?v=powW_mHps_E,2026-07-13,na,mapped_not_fetched,,5222,streams,title_mdy
2021-11-16,Cottonwood Heights City Council Business Meeting: 11/16/21 (ASR transcript),Council,https://www.youtube.com/watch?v=V4MfSllHXd0,V4MfSllHXd0,asr,https://www.youtube.com/watch?v=V4MfSllHXd0,2026-07-13,na,mapped_not_fetched,,3291,streams,title_mdy
2021-11-16,Cottonwood Heights City Council Work Session: 11/16/21 (ASR transcript),Council,https://www.youtube.com/watch?v=p1Io7b31yH0,p1Io7b31yH0,asr,https://www.youtube.com/watch?v=p1Io7b31yH0,2026-07-13,na,mapped_not_fetched,,5762,streams,title_mdy
2021-12-01,Cottonwood Heights Planning Commission Business Meeting: 12/1/21 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=7dHZfakN5fo,7dHZfakN5fo,asr,https://www.youtube.com/watch?v=7dHZfakN5fo,2026-07-13,na,mapped_not_fetched,,9494,streams,title_mdy
2021-12-01,Planning Commission Work Session (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=rGCp70SFOU8,rGCp70SFOU8,asr,https://www.youtube.com/watch?v=rGCp70SFOU8,2026-07-13,na,mapped_not_fetched,,4722,streams,yt_release_ts_local
2021-12-14,Cottonwood Heights City Council Business Meeting: 12/14/21 (ASR transcript),Council,https://www.youtube.com/watch?v=24MhSaVrk8Y,24MhSaVrk8Y,asr,https://www.youtube.com/watch?v=24MhSaVrk8Y,2026-07-13,na,mapped_not_fetched,,4975,streams,title_mdy
2021-12-14,Cottonwood Heights City Council Work Session: 12/14/21 (ASR transcript),Council,https://www.youtube.com/watch?v=h7J0i5j0RAQ,h7J0i5j0RAQ,asr,https://www.youtube.com/watch?v=h7J0i5j0RAQ,2026-07-13,na,mapped_not_fetched,,8917,streams,title_mdy
2022-01-04,Cottonwood Heights City Council Business Meeting: 1/4/22 (ASR transcript),Council,https://www.youtube.com/watch?v=5LOes923iW0,5LOes923iW0,asr,https://www.youtube.com/watch?v=5LOes923iW0,2026-07-13,caption,"yt-dlp --write-auto-sub (YouTube ASR auto-captions), cleaned to text/",raw/2022-01-04_5LOes923iW0.en.vtt,7029,streams,title_mdy
2022-01-04,Cottonwood Heights City Council Work Session: 1/4/22 (ASR transcript),Council,https://www.youtube.com/watch?v=IHb4Kr6kFRE,IHb4Kr6kFRE,asr,https://www.youtube.com/watch?v=IHb4Kr6kFRE,2026-07-13,na,mapped_not_fetched,,5486,streams,title_mdy
2022-01-05,Planning Commission Business Meeting: 1/5/22 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=8lgwYaBdr0w,8lgwYaBdr0w,asr,https://www.youtube.com/watch?v=8lgwYaBdr0w,2026-07-13,na,mapped_not_fetched,,3429,streams,title_mdy
2022-01-05,Planning Commission Work Session: 1/5/22 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=hQgKbxbgRwY,hQgKbxbgRwY,asr,https://www.youtube.com/watch?v=hQgKbxbgRwY,2026-07-13,na,mapped_not_fetched,,2910,streams,title_mdy
2022-01-18,Cottonwood Heights City Council Business Meeting: 1/18/22 (ASR transcript),Council,https://www.youtube.com/watch?v=qmHjmrpi-b8,qmHjmrpi-b8,asr,https://www.youtube.com/watch?v=qmHjmrpi-b8,2026-07-13,na,mapped_not_fetched,,5416,streams,title_mdy
2022-01-18,Cottonwood Heights City Council Work Session: 1/18/22 (ASR transcript),Council,https://www.youtube.com/watch?v=ICn23WuhMVg,ICn23WuhMVg,asr,https://www.youtube.com/watch?v=ICn23WuhMVg,2026-07-13,na,mapped_not_fetched,,7750,streams,title_mdy
2022-01-19,Planning Commission Business Meeting: 1/19/22 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=1aLJfXS-sPI,1aLJfXS-sPI,asr,https://www.youtube.com/watch?v=1aLJfXS-sPI,2026-07-13,na,mapped_not_fetched,,9950,streams,title_mdy
2022-01-19,Planning Commission Work Session: 1/19/22 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=lPo0w_a2sfo,lPo0w_a2sfo,asr,https://www.youtube.com/watch?v=lPo0w_a2sfo,2026-07-13,na,mapped_not_fetched,,3651,streams,title_mdy
2022-02-01,Cottonwood Heights City Council Business Meeting: 2/1/22 (ASR transcript),Council,https://www.youtube.com/watch?v=2l-3XlZBKuA,2l-3XlZBKuA,asr,https://www.youtube.com/watch?v=2l-3XlZBKuA,2026-07-13,na,mapped_not_fetched,,3448,streams,title_mdy
2022-02-01,Cottonwood Heights City Council Work Session: 2/1/22 (ASR transcript),Council,https://www.youtube.com/watch?v=xlKnvMvyVrY,xlKnvMvyVrY,asr,https://www.youtube.com/watch?v=xlKnvMvyVrY,2026-07-13,na,mapped_not_fetched,,8045,streams,title_mdy
2022-02-02,Planning Commission Work Meeting: 2/2/22 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=Bwt__a9ZDPI,Bwt__a9ZDPI,asr,https://www.youtube.com/watch?v=Bwt__a9ZDPI,2026-07-13,na,mapped_not_fetched,,5008,streams,title_mdy
2022-02-15,Cottonwood Heights City Council Business Meeting: 2/15/22 (ASR transcript),Council,https://www.youtube.com/watch?v=UpSwA3zjePs,UpSwA3zjePs,asr,https://www.youtube.com/watch?v=UpSwA3zjePs,2026-07-13,na,mapped_not_fetched,,2474,streams,title_mdy
2022-02-15,Cottonwood Heights City Council Work Session: 2/15/22 (ASR transcript),Council,https://www.youtube.com/watch?v=_oIjhVhJoKs,_oIjhVhJoKs,asr,https://www.youtube.com/watch?v=_oIjhVhJoKs,2026-07-13,na,mapped_not_fetched,,8145,streams,title_mdy
2022-03-01,CDRA Work Session: 3/1/22 (ASR transcript),CDRA,https://www.youtube.com/watch?v=llQTA4cJboE,llQTA4cJboE,asr,https://www.youtube.com/watch?v=llQTA4cJboE,2026-07-13,na,mapped_not_fetched,,1902,streams,title_mdy
2022-03-01,CDRA Work Session: 3/1/22 (ASR transcript),CDRA,https://www.youtube.com/watch?v=jw5M_RgRPI8,jw5M_RgRPI8,asr,https://www.youtube.com/watch?v=jw5M_RgRPI8,2026-07-13,na,mapped_not_fetched,,140,streams,title_mdy
2022-03-01,Cottonwood Heights City Council Business Meeting: 3/1/22 (ASR transcript),Council,https://www.youtube.com/watch?v=9qzOxCNKhnI,9qzOxCNKhnI,asr,https://www.youtube.com/watch?v=9qzOxCNKhnI,2026-07-13,na,mapped_not_fetched,,4282,streams,title_mdy
2022-03-02,Planning Commission Business Meeting: 3/2/22 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=YPQ7c3M9aTM,YPQ7c3M9aTM,asr,https://www.youtube.com/watch?v=YPQ7c3M9aTM,2026-07-13,na,mapped_not_fetched,,5324,streams,title_mdy
2022-03-02,Planning Commission Work Session: 3/2/22 (ASR transcript),PlanningCommission,https://www.youtube.com/watch?v=f96kUeW_mqw,f96kUeW_mqw,asr,https://www.youtube.com/watch?v=f96kUeW_mqw,2026-07-13,na,mapped_not_fetched,,3427,streams,title_mdy
