date,date_source,body,is_meeting,video_id,video_url,title,duration_sec,tab
2024-08-20,title_mdy,Council,yes,LVRfSoUnQ60,https://www.youtube.com/watch?v=LVRfSoUnQ60,CWH Council Work Session: 8/20/24,10911,streams
,,Other,no,O5BkZgms0LM,https://www.youtube.com/watch?v=O5BkZgms0LM,CH Planning Commission Business Session - 1st Wednesday 6pm,2843,streams
,,Other,no,9rpRUSvyvC0,https://www.youtube.com/watch?v=9rpRUSvyvC0,CH Planning Commission Work Session - 1st Wed 5pm,4534,streams
2024-08-06,title_mdy,Council,yes,t0RqUhFun-k,https://www.youtube.com/watch?v=t0RqUhFun-k,CWH Council Business Meeting: 08/06/2024,3929,streams
2024-08-06,title_mdy,Council,yes,j0tdLLOVlJk,https://www.youtube.com/watch?v=j0tdLLOVlJk,CWH Council Work Session: 08/06/24,7956,streams
2024-07-16,title_mdy,Council,yes,6Wr2l5qcWs8,https://www.youtube.com/watch?v=6Wr2l5qcWs8,CWH Council Business Meeting: 07/16/2024,6857,streams
2024-07-16,title_mdy,Council,yes,grVA11Zd_hg,https://www.youtube.com/watch?v=grVA11Zd_hg,CWH Council Work Session: 07/16/2024,9203,streams
,,Other,no,-Zwf5xOIluU,https://www.youtube.com/watch?v=-Zwf5xOIluU,CH Planning Commission Business Session - 1st Wednesday 6pm,3167,streams
,,Other,no,Q3aL6i5M44Y,https://www.youtube.com/watch?v=Q3aL6i5M44Y,CH Planning Commission Work Session - 1st Wed 5pm,4218,streams
2024-07-02,title_mdy,Council,yes,6JvvHeY3vfA,https://www.youtube.com/watch?v=6JvvHeY3vfA,CWH Council Business Meeting: 7/2/24,4172,streams
2024-07-02,title_mdy,CDRA,yes,N3d0GFjVJ7Y,https://www.youtube.com/watch?v=N3d0GFjVJ7Y,CDRA Work Session: 7/2/24,4893,streams
2024-07-02,title_mdy,Council,yes,L95p55uO8Xc,https://www.youtube.com/watch?v=L95p55uO8Xc,CWH Council Work Session: 7/2/24,5322,streams
,,Other,no,3Hib7M8KjCM,https://www.youtube.com/watch?v=3Hib7M8KjCM,CH Architectural Review Commission - 4th Thursday 6pm,5218,streams
2024-06-18,title_mdy,Council,yes,zdEsLfqfGmg,https://www.youtube.com/watch?v=zdEsLfqfGmg,CWH Council Business Meeting: 06/18/24,4820,streams
2024-06-18,title_mdy,Council,yes,uWiw6gAopiE,https://www.youtube.com/watch?v=uWiw6gAopiE,CWH Council Work Session: 06/18/24,7787,streams
,,Other,no,kwkRqSpOkgU,https://www.youtube.com/watch?v=kwkRqSpOkgU,CH Planning Commission Business Session - 1st Wednesday 6pm,3117,streams
,,Other,no,oXVkb3YgJLc,https://www.youtube.com/watch?v=oXVkb3YgJLc,CH Planning Commission Work Session - 1st Wed 5pm,4329,streams
2024-06-05,title_mdy,Council,yes,0WX0_FK0PMg,https://www.youtube.com/watch?v=0WX0_FK0PMg,CWH Council Business Meeting: 06/05/24,1908,streams
2024-06-05,title_mdy,CDRA,yes,9sl1J-XEwjM,https://www.youtube.com/watch?v=9sl1J-XEwjM,CDRA Work Session: 06/05/24,2783,streams
2024-06-05,title_mdy,Council,yes,603fpcdu5sI,https://www.youtube.com/watch?v=603fpcdu5sI,CWH Council Work Session: 06/05/24,5567,streams
,,Other,no,9hUtgOdbwLw,https://www.youtube.com/watch?v=9hUtgOdbwLw,CWH Council Business Meeting: 3rd Tues 7PM,2411,streams
2024-05-21,yt_release_ts_local,CDRA,yes,Vj2ByTnfN2Q,https://www.youtube.com/watch?v=Vj2ByTnfN2Q,CDRA Business Meeting,1747,streams
2024-05-21,yt_release_ts_local,Council,yes,VM3X_ySHlYw,https://www.youtube.com/watch?v=VM3X_ySHlYw,CWH Council Work Session: 3rd Tues 4PM,5792,streams
2024-05-07,title_mdy,Council,yes,N7-A1j9QXSk,https://www.youtube.com/watch?v=N7-A1j9QXSk,CWH Council Business Meeting: 05/07/24,3202,streams
2024-05-07,title_mdy,Council,yes,uo4IFqmq-Kg,https://www.youtube.com/watch?v=uo4IFqmq-Kg,CWH Council Work Session: 05/07/24,9472,streams
,,Other,no,CTjep__HzUU,https://www.youtube.com/watch?v=CTjep__HzUU,CH Planning Commission Business Session - 1st Wednesday 6pm,1510,streams
,,Other,no,6KqiFtR6k1I,https://www.youtube.com/watch?v=6KqiFtR6k1I,CH Planning Commission Work Session - 1st Wed 5pm,3594,streams
2024-04-16,title_mdy,Council,yes,vZcCSi9BX-0,https://www.youtube.com/watch?v=vZcCSi9BX-0,CWH Council Business Meeting: 04/16/2024,1888,streams
2024-04-16,title_mdy,Council,yes,Ck2me4-eWqE,https://www.youtube.com/watch?v=Ck2me4-eWqE,CWH Council Work Session: 04/16/24,8728,streams
,,Other,no,S5sSb_k6p04,https://www.youtube.com/watch?v=S5sSb_k6p04,CH Planning Commission Business Session - 1st Wednesday 6pm,751,streams
,,Other,no,YtdnfYelCtg,https://www.youtube.com/watch?v=YtdnfYelCtg,CH Planning Commission Work Session - 1st Wednesday 5pm,3594,streams
2024-04-02,title_mdy,Council,yes,72GKcmIPVc0,https://www.youtube.com/watch?v=72GKcmIPVc0,CWH Council Business Meeting: 04/02/2024,3113,streams
2024-04-03,title_mdy,Council,yes,qZPxXD_lAdw,https://www.youtube.com/watch?v=qZPxXD_lAdw,CWH Council Work Session: 04/03/2024,8724,streams
2024-03-19,title_mdy,Council,yes,Vf3pVWqbzac,https://www.youtube.com/watch?v=Vf3pVWqbzac,CWH Council Business Meeting: 3/19/2024,1817,streams
2024-03-19,title_mdy,Council,yes,0PIBu4DNv3U,https://www.youtube.com/watch?v=0PIBu4DNv3U,CWH Council Work Session: 03/19/2024,9435,streams
2024-03-06,title_mdy,PlanningCommission,yes,z_FZwNoL8pA,https://www.youtube.com/watch?v=z_FZwNoL8pA,CH Planning Commission Business Session - 1st Wednesday 6pm - 3/6/2024,9948,streams
2024-03-06,title_mdy,PlanningCommission,yes,tUQ9_hPbIgE,https://www.youtube.com/watch?v=tUQ9_hPbIgE,CH Planning Commission Work Session - 1st Wednesday 5pm - 3/6/24,4645,streams
2024-03-05,title_mdy,Council,yes,7Pt1QPUvpfI,https://www.youtube.com/watch?v=7Pt1QPUvpfI,CWH Council Business Meeting: 03/05/24,841,streams
2024-03-05,title_mdy,Council,yes,rXXSsr1yTpU,https://www.youtube.com/watch?v=rXXSsr1yTpU,CWH Council Work Session: 03/05/24,4835,streams
2024-02-29,title_mdy,NonMeeting,no,iGv0GZP-8g4,https://www.youtube.com/watch?v=iGv0GZP-8g4,Legislative Work Session: 02/29/2024,2365,streams
2024-02-24,title_mdy,Council,yes,za88q_Vvp3k,https://www.youtube.com/watch?v=za88q_Vvp3k,City Council Retreat: 02/24/24,21741,streams
2024-02-22,title_mdy,NonMeeting,no,qLQt0mPNPKQ,https://www.youtube.com/watch?v=qLQt0mPNPKQ,Legislative Work Session: 02/22/24,2479,streams
2024-02-20,title_mdy,Council,yes,nK2TiVAFALo,https://www.youtube.com/watch?v=nK2TiVAFALo,CWH Council Business Meeting: 02/20/24,4786,streams
2024-02-20,title_mdy,CDRA,yes,nFRgJs4zeuk,https://www.youtube.com/watch?v=nFRgJs4zeuk,CDRA Work Session: 02/20/24,4278,streams
2024-02-20,title_mdy,Council,yes,eShosbbnVss,https://www.youtube.com/watch?v=eShosbbnVss,CWH Council Work Session: 02/20/2024,6503,streams
2024-02-15,title_mdy,NonMeeting,no,cDbDfCmN8NI,https://www.youtube.com/watch?v=cDbDfCmN8NI,Legislative Work Session: 02/15/24,3402,streams
,,Other,no,m97lPIsN4es,https://www.youtube.com/watch?v=m97lPIsN4es,CH Planning Commission Business Session - 1st Wednesday 6pm,653,streams
,,Other,no,wh9HX3jtYEg,https://www.youtube.com/watch?v=wh9HX3jtYEg,CH Planning Commission Work Session - 1st Wednesday 5pm,3796,streams
2024-02-06,title_mdy,Council,yes,w2MW09vCeBE,https://www.youtube.com/watch?v=w2MW09vCeBE,CWH Council Business Meeting: 02/06/24,6803,streams
2024-02-06,title_mdy,Council,yes,jmPvaCTR64k,https://www.youtube.com/watch?v=jmPvaCTR64k,CWH Council Work Session: 02/06/24,8829,streams
,,Other,no,P93EQS2hHvs,https://www.youtube.com/watch?v=P93EQS2hHvs,CH Planning Commission Business Session - 3rd Wednesday 6pm,6502,streams
,,Other,no,fryeCJuJIYM,https://www.youtube.com/watch?v=fryeCJuJIYM,CH Planning Commission Work Session - 3rd Wednesday 5pm,3673,streams
,,Other,no,D2Flj2K6lp0,https://www.youtube.com/watch?v=D2Flj2K6lp0,CH Planning Commission Work Session - 3rd Wednesday 5pm,580,streams
2024-01-19,title_mdy,Council,yes,An80-XhxNDI,https://www.youtube.com/watch?v=An80-XhxNDI,CWH Council Business Meeting: 01/19/24,6956,streams
2024-01-19,title_mdy,Council,yes,6CbkMmyevhQ,https://www.youtube.com/watch?v=6CbkMmyevhQ,CWH Council Work Session: 01/19/24,9935,streams
,,Other,no,iun5Q6Gu4xA,https://www.youtube.com/watch?v=iun5Q6Gu4xA,CH Planning Commission Business Session - 1st Wednesday 6pm,1357,streams
,,Other,no,XpkQqYW56jk,https://www.youtube.com/watch?v=XpkQqYW56jk,CH Planning Commission Work Session - 1st Wednesday 5pm,4517,streams
2024-01-02,title_mdy,Council,yes,kbO7_H4gzyg,https://www.youtube.com/watch?v=kbO7_H4gzyg,CWH Council Business Meeting: 01/02/2024,1433,streams
2024-01-02,title_mdy,Council,yes,qf0HNsRFZBg,https://www.youtube.com/watch?v=qf0HNsRFZBg,CWH Council Work Session: 01/02/2024,1638,streams
2024-01-02,title_mdy,NonMeeting,no,oiASJ7K6bW8,https://www.youtube.com/watch?v=oiASJ7K6bW8,Administration of Oath of Office: 01/02/2024,2692,streams
2023-12-19,title_mdy,Council,yes,Y_eJQdpZ3oQ,https://www.youtube.com/watch?v=Y_eJQdpZ3oQ,CWH Council Business Meeting: 12/19/2023,2200,streams
2023-12-19,title_mdy,Council,yes,3HO2zVzh8T4,https://www.youtube.com/watch?v=3HO2zVzh8T4,CWH Council Work Session: 12/19/2023,4234,streams
,,Other,no,9Bh57c2E1mI,https://www.youtube.com/watch?v=9Bh57c2E1mI,Cottonwood Heights City Planning Commission Business Session - 1st Wednesday 6pm,3003,streams
,,Other,no,puyGMyrpJZ8,https://www.youtube.com/watch?v=puyGMyrpJZ8,Cottonwood Heights City Planning Commission Work Session - 1st Wednesday 5pm,4729,streams
2023-12-05,title_mdy,Council,yes,togrUQeB4uY,https://www.youtube.com/watch?v=togrUQeB4uY,CWH Council Business Meeting: 12/05/2023,1587,streams
2023-12-05,title_mdy,NonMeeting,no,ZcIUjS7N0zc,https://www.youtube.com/watch?v=ZcIUjS7N0zc,Board of Canvassers: 12/05/2023,2719,streams
2023-12-05,title_mdy,Council,yes,jbGJyfG5mRQ,https://www.youtube.com/watch?v=jbGJyfG5mRQ,CWH Council Work Session: 12/05/2023,8531,streams
2023-11-21,title_mdy,Council,yes,d8nVUV3AaZk,https://www.youtube.com/watch?v=d8nVUV3AaZk,CWH Council Business Meeting: 11/21/2023,1582,streams
2023-11-21,title_mdy,CDRA,yes,g2gYTh1Dp2M,https://www.youtube.com/watch?v=g2gYTh1Dp2M,CDRA Work Session: 11/21/2023,2592,streams
2023-11-21,title_mdy,Council,yes,5zSCnI1jOFs,https://www.youtube.com/watch?v=5zSCnI1jOFs,CWH Council Work Session: 11/21/2023,6988,streams
2023-11-07,title_mdy,Council,yes,G0sVcG0uulw,https://www.youtube.com/watch?v=G0sVcG0uulw,CWH Council Business Meeting: 11/07/2023,5038,streams
2023-11-07,title_mdy,Council,yes,a-Up0fPPlu8,https://www.youtube.com/watch?v=a-Up0fPPlu8,CWH Council Work Session: 11/7/2023,9321,streams
,,Other,no,xPa7iXa02ZQ,https://www.youtube.com/watch?v=xPa7iXa02ZQ,Cottonwood Heights City Planning Commission Business Session - 1st Wednesday 6pm,601,streams
,,Other,no,zjUXCZrvdbk,https://www.youtube.com/watch?v=zjUXCZrvdbk,Cottonwood Heights City Planning Commission Work Session - 1st Wednesday 5pm,4805,streams
2023-10-26,yt_release_ts_local,ARC,yes,DxxVOfuFnUo,https://www.youtube.com/watch?v=DxxVOfuFnUo,Cottonwood Heights City Architectural Review Session,2757,streams
,,Other,no,rGJRMAWs90Q,https://www.youtube.com/watch?v=rGJRMAWs90Q,Cottonwood Heights City Planning Commission Work Session - 3rd Wednesday - 5pm,4979,streams
2023-10-17,title_mdy,Council,yes,nTG5xNfe55E,https://www.youtube.com/watch?v=nTG5xNfe55E,CWH Council Business Meeting: 10/17/2023,3935,streams
2023-10-17,title_mdy,Council,yes,e8JPWJzUhwU,https://www.youtube.com/watch?v=e8JPWJzUhwU,CWH Council Work Session: 10/17/23,7983,streams
,,Other,no,yyQLWQN_OPM,https://www.youtube.com/watch?v=yyQLWQN_OPM,Cottonwood Heights City Planning Commission Business Session - 1st Wednesday 6pm,3832,streams
,,Other,no,dj7NXq4I3oA,https://www.youtube.com/watch?v=dj7NXq4I3oA,Cottonwood Heights City Planning Commission Work Session - 1st Wednesday 5pm,3799,streams
2023-10-03,title_mdy,Council,yes,cC2JRxxt2DY,https://www.youtube.com/watch?v=cC2JRxxt2DY,CWH Council Business Meeting: 10/03/23,5480,streams
2023-10-03,title_mdy,CDRA,yes,PRLNtkJbbt0,https://www.youtube.com/watch?v=PRLNtkJbbt0,COMMUNITY DEVELOPMENT AND  RENEWAL AGENCY BUSINESS MEETING: 10/03/23,921,streams
2023-10-03,title_mdy,Council,yes,nh82AR5VxPY,https://www.youtube.com/watch?v=nh82AR5VxPY,CWH Council Work Session: 10/03/23,6671,streams
2023-09-19,title_mdy,Council,yes,PgbV6BqI1NI,https://www.youtube.com/watch?v=PgbV6BqI1NI,CWH Council Business Meeting: 9/19/23,6530,streams
2023-09-19,title_mdy,NonMeeting,no,HqKsMYbmZyQ,https://www.youtube.com/watch?v=HqKsMYbmZyQ,Board of Canvassers : 9/19/23,1379,streams
2023-09-19,title_mdy,Council,yes,g81RHM11q04,https://www.youtube.com/watch?v=g81RHM11q04,CWH Council Work Session: 9/19/23,8128,streams
,,Other,no,Hl26nuIWdiA,https://www.youtube.com/watch?v=Hl26nuIWdiA,Cottonwood Heights City Planning Commission Business Session - 1st Wednesday 6pm,1044,streams
,,Other,no,2WKfGTTsWrk,https://www.youtube.com/watch?v=2WKfGTTsWrk,Cottonwood Heights City Planning Commission Work Session - 1st Wednesday 5pm,4191,streams
2023-09-05,title_mdy,Council,yes,eyh0vbPaxUo,https://www.youtube.com/watch?v=eyh0vbPaxUo,CWH Council Business Meeting: 9/5/23,2362,streams
2023-09-05,title_mdy,CDRA,yes,OchLrDa7k84,https://www.youtube.com/watch?v=OchLrDa7k84,CDRA Work Session: 9/5/23,1509,streams
2023-09-05,title_mdy,Council,yes,HLzW0peAcLk,https://www.youtube.com/watch?v=HLzW0peAcLk,CWH Council Work Session: 09/05/2023,7352,streams
2023-08-15,title_mdy,Council,yes,cdOUlyJux8o,https://www.youtube.com/watch?v=cdOUlyJux8o,CWH Council Business Meeting: 08/15/2023,6183,streams
2023-08-15,title_mdy,CDRA,yes,0RK_R3v1zeg,https://www.youtube.com/watch?v=0RK_R3v1zeg,CDRA Work Session: 08/15/2023,3839,streams
2023-08-15,title_mdy,Council,yes,uDiZ0Q7q6xk,https://www.youtube.com/watch?v=uDiZ0Q7q6xk,CWH Council Work Session: 08/15/2023,4436,streams
,,Other,no,ugPOoFZlrHs,https://www.youtube.com/watch?v=ugPOoFZlrHs,Cottonwood Heights City Planning Commission Business Session - 1st Wednesday 6pm,1767,streams
,,Other,no,W6wZDANmYdI,https://www.youtube.com/watch?v=W6wZDANmYdI,Cottonwood Heights City Planning Commission Work Session - 1st Wednesday 5pm,4643,streams
2023-08-01,title_mdy,Council,yes,WnPcKB9iliY,https://www.youtube.com/watch?v=WnPcKB9iliY,CWH Council Business Meeting 08/01/2023,2732,streams
2023-08-01,title_mdy,CDRA,yes,y8iVeENc6nM,https://www.youtube.com/watch?v=y8iVeENc6nM,CDRA Work Session: 08/01/2023,1203,streams
2023-08-01,title_mdy,Council,yes,13liKcyMq6E,https://www.youtube.com/watch?v=13liKcyMq6E,CWH Council Work Session: 08/01/2023,8025,streams
,,Other,no,BsPUriK1QDY,https://www.youtube.com/watch?v=BsPUriK1QDY,Cottonwood Heights City Planning Commission Business Session - 3rd Wednesday 6pm,2187,streams
,,Other,no,5uPKP_rYE-g,https://www.youtube.com/watch?v=5uPKP_rYE-g,Cottonwood Heights City Planning Commission Work Session - 3rd Wednesday - 5pm,4660,streams
2023-07-18,title_mdy,Council,yes,d6hjX1t1LJc,https://www.youtube.com/watch?v=d6hjX1t1LJc,CWH Council Business Meeting: 7/18/2023,4287,streams
2023-07-18,title_mdy,CDRA,yes,46i7zSklMPA,https://www.youtube.com/watch?v=46i7zSklMPA,CDRA Work Session: 7/18/2023,2655,streams
2023-07-18,title_mdy,Council,yes,RliC6EBHiD8,https://www.youtube.com/watch?v=RliC6EBHiD8,CWH Council Work Session: 7/18/2023,6114,streams
2023-07-11,title_mdy,Council,yes,R-BhNEuVSZg,https://www.youtube.com/watch?v=R-BhNEuVSZg,CWH Council Business Meeting: 7/11/2023,1501,streams
,,Other,no,fo-Vqyrg2WQ,https://www.youtube.com/watch?v=fo-Vqyrg2WQ,Cottonwood Heights City Planning Commission Business Session - 3rd Wednesday 6pm,1576,streams
2023-07-11,title_mdy,CDRA,yes,tvE1_x0a6qI,https://www.youtube.com/watch?v=tvE1_x0a6qI,CWH Community Development and Renewal Agency Business Meeting: 7/11/2023,3737,streams
2023-07-11,title_mdy,Council,yes,iG7LZLXIAoQ,https://www.youtube.com/watch?v=iG7LZLXIAoQ,CWH Council Work Session: 07/11/2023,4446,streams
,,Other,no,LXQXsQAEplk,https://www.youtube.com/watch?v=LXQXsQAEplk,Cottonwood Heights City Planning Commission Business Session - 1st Wednesday 6pm,1062,streams
,,Other,no,h9va5s_liE8,https://www.youtube.com/watch?v=h9va5s_liE8,Cottonwood Heights City Planning Commission Work Session - 1st Wednesday 5pm,4148,streams
2023-06-20,title_mdy,Council,yes,hiSYH7d3Y9w,https://www.youtube.com/watch?v=hiSYH7d3Y9w,CWH Council Business Meeting: 6/20/2023,4912,streams
2023-06-20,title_mdy,Council,yes,mbA59hW8oJo,https://www.youtube.com/watch?v=mbA59hW8oJo,CWH Council Work Session: 6/20/2023,8683,streams
,,Other,no,JY3LzZEDtEU,https://www.youtube.com/watch?v=JY3LzZEDtEU,Cottonwood Heights City Planning Commission Business Session - 1st Wednesday 6pm,1940,streams
,,Other,no,RYrVe8Unwgo,https://www.youtube.com/watch?v=RYrVe8Unwgo,Cottonwood Heights City Planning Commission Work Session - 1st Wednesday 5pm,2201,streams
2023-06-07,title_mdy,NonMeeting,no,JmwQ_JPCJ8Q,https://www.youtube.com/watch?v=JmwQ_JPCJ8Q,Administrative Hearing - 6/7/23,1211,streams
2023-06-06,title_mdy,Council,yes,FPE0cCbS8Wg,https://www.youtube.com/watch?v=FPE0cCbS8Wg,CWH Council Business Meeting: 6/6/2023,3380,streams
2023-06-06,title_mdy,Council,yes,DihNGftGB44,https://www.youtube.com/watch?v=DihNGftGB44,CWH Council Business Meeting: 6/6/2023,1574,streams
2023-06-06,title_mdy,CDRA,yes,0o2pGCLsjA0,https://www.youtube.com/watch?v=0o2pGCLsjA0,COMMUNITY DEVELOPMENT AND  RENEWAL AGENCY BUSINESS MEETING: 6/6/2023,1086,streams
2023-06-06,title_mdy,Council,yes,rsSSOBI4SPg,https://www.youtube.com/watch?v=rsSSOBI4SPg,CWH Council Work Session: 6/6/2023,7612,streams
,,NonMeeting,no,3814FxSgA1g,https://www.youtube.com/watch?v=3814FxSgA1g,CWH Test Business Session,185,streams
,,NonMeeting,no,AulefH-bN9A,https://www.youtube.com/watch?v=AulefH-bN9A,CWH Test Work Session,139,streams
2023-05-25,yt_release_ts_local,ARC,yes,IiICQAx3aBY,https://www.youtube.com/watch?v=IiICQAx3aBY,Cottonwood Heights City Architectural Review Session,1358,streams
2023-05-16,title_monthname,Council,yes,tdY6ajc1Pvk,https://www.youtube.com/watch?v=tdY6ajc1Pvk,"CWH Council Business Meeting: May 16, 2023",6114,streams
2023-05-16,title_mdy,Council,yes,9ZdYu8T8aW8,https://www.youtube.com/watch?v=9ZdYu8T8aW8,CWH Council Work Session: 5/16/2023,6461,streams
2023-05-15,title_mdy,Council,yes,tlbbxMmHHzw,https://www.youtube.com/watch?v=tlbbxMmHHzw,CITY COUNCIL SPECIAL BUSINESS MEETING: 5/15/2023,13287,streams
,,Other,no,ccZ5PHOo0dg,https://www.youtube.com/watch?v=ccZ5PHOo0dg,Cottonwood Heights City Planning Commission Business Session - 1st Wednesday 6pm,3048,streams
,,Other,no,AdbHYpxQGUc,https://www.youtube.com/watch?v=AdbHYpxQGUc,Cottonwood Heights City Planning Commission Work Session - 1st Wednesday 5pm,4824,streams
2023-05-02,title_mdy,Council,yes,nZ1f8VLuiic,https://www.youtube.com/watch?v=nZ1f8VLuiic,Cottonwood Heights City Council Business Meeting: 5/2/23,4839,streams
2023-05-02,title_mdy,Council,yes,QVTLxmX0Ofo,https://www.youtube.com/watch?v=QVTLxmX0Ofo,Cottonwood Heights City Council Work Session: 5/2/23,9761,streams
2023-04-19,title_mdy,PlanningCommission,yes,4xoXpiYaFaA,https://www.youtube.com/watch?v=4xoXpiYaFaA,Cottonwood Heights Planning Commission Business Session: 4/19/23,3192,streams
2023-04-19,title_mdy,PlanningCommission,yes,pavcEhKZyrk,https://www.youtube.com/watch?v=pavcEhKZyrk,Cottonwood Heights Planning Commission Work Session: 4/19/23,3281,streams
2023-04-18,title_mdy,Council,yes,ZMgHrHCs-RY,https://www.youtube.com/watch?v=ZMgHrHCs-RY,Cottonwood Heights City Council Business Meeting: 4/18/23,3809,streams
2023-04-18,title_mdy,Council,yes,lsZzHUCWRME,https://www.youtube.com/watch?v=lsZzHUCWRME,Cottonwood Heights City Council Work Session: 4/18/23,9825,streams
2023-04-04,title_mdy,Council,yes,eqotEKXbLkA,https://www.youtube.com/watch?v=eqotEKXbLkA,Cottonwood Heights City Council Business Meeting: 4/4/23,2324,streams
2023-04-04,title_mdy,Council,yes,ZnfEpgIXJMs,https://www.youtube.com/watch?v=ZnfEpgIXJMs,Cottonwood Heights City Council Work Session: 4/4/23,10858,streams
2023-03-22,title_mdy,Council,yes,TRr6Nmm515k,https://www.youtube.com/watch?v=TRr6Nmm515k,Cottonwood Heights City Council Business Meeting: 3/22/23,5197,streams
2023-03-22,title_mdy,CDRA,yes,SgpEnOpJ-vo,https://www.youtube.com/watch?v=SgpEnOpJ-vo,Cottonwood Heights Community Development & Renewal Agency (CDRA) work session: 3/22/23,408,streams
2023-03-21,title_mdy,Council,yes,v3Y76CScleg,https://www.youtube.com/watch?v=v3Y76CScleg,Cottonwood Heights City Council Work Session: 3/21/23,6274,streams
2023-03-08,title_mdy,PlanningCommission,yes,fIDMPGEjeIc,https://www.youtube.com/watch?v=fIDMPGEjeIc,Cottonwood Heights Planning Commission Business Meeting: 3/8/23,4307,streams
2023-03-08,title_mdy,PlanningCommission,yes,ovftSQMWBIk,https://www.youtube.com/watch?v=ovftSQMWBIk,Cottonwood Heights Planning Commission Work Session: 3/8/23,3600,streams
,,NonMeeting,no,gqlUrROTxfk,https://www.youtube.com/watch?v=gqlUrROTxfk,LEGISLATIVE WORK SESSION,2989,streams
2023-03-01,yt_release_ts_local,Council,yes,fLlSsI4gpj4,https://www.youtube.com/watch?v=fLlSsI4gpj4,Cottonwood Heights City Council Business Meeting - First Tuesday 6:30 - 9,440,streams
2023-03-01,title_mdy,CDRA,yes,RM_LcaKnDvs,https://www.youtube.com/watch?v=RM_LcaKnDvs,Cottonwood Heights Community Development and Renewal Agency work session: 3/1/23,329,streams
2023-03-01,title_mdy,Council,yes,wfBNKlLXyig,https://www.youtube.com/watch?v=wfBNKlLXyig,Cottonwood Heights City Council Work Session: 3/1/23,6882,streams
2023-03-01,title_mdy,NonMeeting,no,tzOV8ieslNE,https://www.youtube.com/watch?v=tzOV8ieslNE,Cottonwood Heights Administrative Hearing: 3/1/23,872,streams
2023-02-23,title_mdy,Council,yes,P1MXoist3VA,https://www.youtube.com/watch?v=P1MXoist3VA,Cottonwood Heights city council legislative work session: 2/23/23,2848,streams
2023-02-21,title_mdy,Council,yes,GJtT7HXDdR4,https://www.youtube.com/watch?v=GJtT7HXDdR4,Cottonwood Heights City Council Business Meeting: 2/21/23,4653,streams
2023-02-21,title_mdy,CDRA,yes,VZoa4FUnS2o,https://www.youtube.com/watch?v=VZoa4FUnS2o,Cottonwood Heights Community Development and Renewal Agency Business Meeting: 2/21/23,1722,streams
2023-02-21,title_mdy,Council,yes,pLfd8tk5Xb0,https://www.youtube.com/watch?v=pLfd8tk5Xb0,Cottonwood Heights City Council Work Session: 2/21/23,7615,streams
2023-02-07,title_mdy,Council,yes,EWwM5kSwt94,https://www.youtube.com/watch?v=EWwM5kSwt94,Cottonwood Heights City Council Business Meeting: 2/7/23,2182,streams
2023-02-07,title_mdy,Council,yes,ETTysMqVcIY,https://www.youtube.com/watch?v=ETTysMqVcIY,Cottonwood Heights City Council Work Session: 2/7/23,10700,streams
2023-01-26,title_mdy,ARC,yes,m5vx2ilXNLQ,https://www.youtube.com/watch?v=m5vx2ilXNLQ,Cottonwood Heights Architectural Review Commission meeting: 1/26/23,7622,streams
2023-01-18,title_mdy,PlanningCommission,yes,2EnmnNaGXM8,https://www.youtube.com/watch?v=2EnmnNaGXM8,Cottonwood Heights Planning Commission Business Meeting: 1/18/23,1120,streams
2023-01-18,title_mdy,PlanningCommission,yes,OFP9PaQVfFM,https://www.youtube.com/watch?v=OFP9PaQVfFM,Cottonwood Heights Planning Commission Work Session: 1/18/23,3894,streams
2023-01-18,title_mdy,Council,yes,LNhIDQC6zbA,https://www.youtube.com/watch?v=LNhIDQC6zbA,Cottonwood Heights City Council Business Meeting: 1/18/23,8470,streams
2023-01-17,title_mdy,CDRA,yes,mZwlUz6PEOE,https://www.youtube.com/watch?v=mZwlUz6PEOE,Community Development and Renewal Agency: 1/17/23,1048,streams
2023-01-17,title_mdy,Council,yes,p5K03sYHuno,https://www.youtube.com/watch?v=p5K03sYHuno,Cottonwood Heights City Council Work Session: 1/17/23,2083,streams
2023-01-04,title_mdy,PlanningCommission,yes,MQm7Ku46iog,https://www.youtube.com/watch?v=MQm7Ku46iog,Cottonwood Heights Planning Commission Business Meeting: 1/4/23,7713,streams
2023-01-04,title_mdy,PlanningCommission,yes,eN3pk3fHbvk,https://www.youtube.com/watch?v=eN3pk3fHbvk,Cottonwood Heights Planning Commission Work Session: 1/4/23,4506,streams
2023-01-03,title_mdy,Council,yes,Zoq4DJMbm3M,https://www.youtube.com/watch?v=Zoq4DJMbm3M,Cottonwood Heights City Council Business Meeting: 1/3/23,7295,streams
2023-01-03,title_mdy,Council,yes,bEa9TY0m55A,https://www.youtube.com/watch?v=bEa9TY0m55A,Cottonwood Heights City Council Work Session: 1/3/23,9205,streams
2022-12-13,title_mdy,Council,yes,7HQSQTfHKMQ,https://www.youtube.com/watch?v=7HQSQTfHKMQ,Cottonwood Heights City Council Business Meeting: 12/13/2022,5292,streams
2022-12-13,title_mdy,CDRA,yes,ZcfPrukVQHE,https://www.youtube.com/watch?v=ZcfPrukVQHE,Cottonwood Heights Community Development and Renewal Agency (CDRA) Business Meeting: 12/13/2022,1722,streams
2022-12-13,title_mdy,Council,yes,CEYiLCRhN8s,https://www.youtube.com/watch?v=CEYiLCRhN8s,Cottonwood Heights City Council Work Session: 12/13/22,3648,streams
