meeting_date,motion_no,person,vote_value
2017-02-14,3,Gibson,Aye
2017-02-14,3,Ebert,Aye
2017-02-14,4,Gibson,Aye
2017-02-14,4,Ebert,Aye
2017-02-14,5,Gibson,Aye
2017-02-14,5,Ebert,Aye
2017-02-14,6,Gibson,Aye
2017-02-14,6,Ebert,Aye
2017-02-14,7,Gibson,Aye
2017-02-14,7,Ebert,Aye
2017-02-14,8,Gibson,Aye
2017-02-14,8,Ebert,Aye
2017-02-14,9,Gibson,Aye
2017-02-14,9,Ebert,Aye
2017-02-14,10,Gibson,Aye
2017-02-14,10,Ebert,Aye
2017-02-14,11,Gibson,Aye
2017-02-14,11,Ebert,Aye
2017-02-14,12,Gibson,Aye
2017-02-14,12,Ebert,Aye
2017-02-14,13,Harvey,Aye
2017-02-14,13,Ebert,Aye
2017-02-21,1,Gibson,Aye
2017-02-21,1,Harvey,Aye
2017-02-21,1,Ebert,Aye
2017-02-21,2,Gibson,Aye
2017-02-21,2,Harvey,Aye
2017-02-21,2,Ebert,Aye
2017-02-21,3,Gibson,Aye
2017-02-21,3,Harvey,Aye
2017-02-21,3,Ebert,Aye
2017-02-21,4,Gibson,Aye
2017-02-21,4,Harvey,Aye
2017-02-21,4,Ebert,Aye
2017-02-21,5,Gibson,Aye
2017-02-21,5,Harvey,Aye
2017-02-21,5,Ebert,Aye
2017-02-21,6,Gibson,Aye
2017-02-21,6,Harvey,Aye
2017-02-21,6,Ebert,Aye
2017-02-21,7,Gibson,Aye
2017-02-21,7,Harvey,Aye
2017-02-21,7,Ebert,Aye
2017-02-21,8,Gibson,Aye
2017-02-21,8,Harvey,Aye
2017-02-21,8,Ebert,Aye
2017-02-21,9,Gibson,Aye
2017-02-21,9,Harvey,Aye
2017-02-21,9,Ebert,Aye
2017-03-07,1,Gibson,Aye
2017-03-07,1,Harvey,Aye
2017-03-07,1,Ebert,Aye
2017-03-07,2,Gibson,Aye
2017-03-07,2,Harvey,Aye
2017-03-07,2,Ebert,Aye
2017-03-07,3,Gibson,Aye
2017-03-07,3,Harvey,Aye
2017-03-07,3,Ebert,Aye
2017-03-07,4,Gibson,Aye
2017-03-07,4,Harvey,Aye
2017-03-07,4,Ebert,Aye
2017-03-07,5,Gibson,Aye
2017-03-07,5,Harvey,Aye
2017-03-07,5,Ebert,Aye
2017-03-07,6,Gibson,Aye
2017-03-07,6,Harvey,Aye
2017-03-07,6,Ebert,Aye
2017-03-07,7,Gibson,Aye
2017-03-07,7,Harvey,Aye
2017-03-07,7,Ebert,Aye
2017-03-07,8,Gibson,Aye
2017-03-07,8,Harvey,Aye
2017-03-07,8,Ebert,Aye
2017-03-07,9,Gibson,Aye
2017-03-07,9,Harvey,Aye
2017-03-07,9,Ebert,Aye
2017-03-07,10,Gibson,Aye
2017-03-07,10,Harvey,Aye
2017-03-07,10,Ebert,Aye
2017-03-07,11,Gibson,Aye
2017-03-07,11,Harvey,Aye
2017-03-07,11,Ebert,Aye
2017-03-07,12,Gibson,Aye
2017-03-07,12,Harvey,Aye
2017-03-07,12,Ebert,Aye
2017-03-07,13,Gibson,Aye
2017-03-07,13,Harvey,Aye
2017-03-07,13,Ebert,Aye
2017-03-07,14,Gibson,Aye
2017-03-07,14,Harvey,Aye
2017-03-07,14,Ebert,Aye
2017-03-14,1,Gibson,Aye
2017-03-14,1,Harvey,Aye
2017-03-14,1,Ebert,Aye
2017-03-14,2,Gibson,Aye
2017-03-14,2,Harvey,Aye
2017-03-14,2,Ebert,Aye
2017-03-14,3,Gibson,Aye
2017-03-14,3,Harvey,Aye
2017-03-14,3,Ebert,Aye
2017-03-14,4,Gibson,Aye
2017-03-14,4,Harvey,Aye
2017-03-14,4,Ebert,Aye
2017-03-14,5,Gibson,Aye
2017-03-14,5,Harvey,Aye
2017-03-14,5,Ebert,Aye
2017-03-14,6,Gibson,Aye
2017-03-14,6,Harvey,Aye
2017-03-14,6,Ebert,Aye
2017-03-14,7,Gibson,Aye
2017-03-14,7,Harvey,Aye
2017-03-14,7,Ebert,Aye
2017-03-14,8,Gibson,Aye
2017-03-14,8,Harvey,Aye
2017-03-14,8,Ebert,Aye
2017-03-14,9,Gibson,Aye
2017-03-14,9,Harvey,Aye
2017-03-14,9,Ebert,Aye
2017-03-14,10,Gibson,Aye
2017-03-14,10,Harvey,Aye
2017-03-14,10,Ebert,Aye
2017-03-14,11,Gibson,Aye
2017-03-14,11,Harvey,Aye
2017-03-14,11,Ebert,Aye
2017-03-28,1,Gibson,Aye
2017-03-28,1,Harvey,Aye
2017-03-28,1,Ebert,Aye
2017-03-28,2,Gibson,Aye
2017-03-28,2,Harvey,Aye
2017-03-28,2,Ebert,Aye
2017-03-28,3,Gibson,Aye
2017-03-28,3,Harvey,Aye
2017-03-28,3,Ebert,Aye
2017-03-28,4,Gibson,Aye
2017-03-28,4,Harvey,Aye
2017-03-28,4,Ebert,Aye
2017-03-28,5,Gibson,Aye
2017-03-28,5,Harvey,Aye
2017-03-28,5,Ebert,Aye
2017-03-28,6,Gibson,Aye
2017-03-28,6,Harvey,Aye
2017-03-28,6,Ebert,Aye
2017-03-28,7,Gibson,Aye
2017-03-28,7,Harvey,Aye
2017-03-28,7,Ebert,Aye
2017-03-28,8,Gibson,Aye
2017-03-28,8,Harvey,Aye
2017-03-28,8,Ebert,Aye
2017-03-28,9,Gibson,Aye
2017-03-28,9,Harvey,Aye
2017-03-28,9,Ebert,Aye
2017-03-28,10,Gibson,Aye
2017-03-28,10,Harvey,Aye
2017-03-28,10,Ebert,Aye
2017-03-28,11,Gibson,Aye
2017-03-28,11,Harvey,Aye
2017-03-28,11,Ebert,Aye
2017-03-28,12,Gibson,Aye
2017-03-28,12,Harvey,Aye
2017-03-28,12,Ebert,Aye
2017-04-11,1,Gibson,Aye
2017-04-11,1,Harvey,Aye
2017-04-11,1,Ebert,Aye
2017-04-11,2,Gibson,Aye
2017-04-11,2,Harvey,Aye
2017-04-11,2,Ebert,Aye
2017-04-11,3,Gibson,Aye
2017-04-11,3,Harvey,Aye
2017-04-11,3,Ebert,Aye
2017-04-11,4,Gibson,Aye
2017-04-11,4,Harvey,Aye
2017-04-11,4,Ebert,Aye
2017-04-11,5,Gibson,Aye
2017-04-11,5,Harvey,Aye
2017-04-11,5,Ebert,Aye
2017-04-11,6,Gibson,Aye
2017-04-11,6,Harvey,Aye
2017-04-11,6,Ebert,Aye
2017-04-11,7,Gibson,Aye
2017-04-11,7,Harvey,Aye
2017-04-11,7,Ebert,Aye
2017-04-18,1,Gibson,Aye
2017-04-18,1,Harvey,Aye
2017-04-18,1,Ebert,Aye
2017-04-18,2,Gibson,Aye
2017-04-18,2,Harvey,Aye
2017-04-18,2,Ebert,Aye
2017-04-18,3,Gibson,Aye
2017-04-18,3,Harvey,Aye
2017-04-18,3,Ebert,Aye
2017-04-18,4,Gibson,Aye
2017-04-18,4,Harvey,Aye
2017-04-18,4,Ebert,Aye
2017-04-18,5,Gibson,Aye
2017-04-18,5,Harvey,Aye
2017-04-18,5,Ebert,Aye
2017-04-25,1,Gibson,Aye
2017-04-25,1,Harvey,Aye
2017-04-25,1,Ebert,Aye
2017-04-25,2,Harvey,Aye
2017-04-25,2,Ebert,Aye
2017-04-25,3,Harvey,Aye
2017-04-25,3,Ebert,Aye
2017-04-25,4,Harvey,Aye
2017-04-25,4,Ebert,Aye
2017-04-25,5,Harvey,Aye
2017-04-25,5,Ebert,Aye
2017-04-25,6,Harvey,Aye
2017-04-25,6,Ebert,Aye
2017-04-25,7,Harvey,Aye
2017-04-25,7,Ebert,Aye
2017-04-25,8,Harvey,Aye
2017-04-25,8,Ebert,Aye
2017-05-09,1,Gibson,Aye
2017-05-09,1,Harvey,Aye
2017-05-09,2,Gibson,Aye
2017-05-09,2,Harvey,Aye
2017-05-09,3,Gibson,Aye
2017-05-09,3,Harvey,Aye
2017-05-09,4,Gibson,Aye
2017-05-09,4,Harvey,Aye
2017-05-09,5,Gibson,Aye
2017-05-09,5,Harvey,Aye
2017-05-09,6,Gibson,Aye
2017-05-09,6,Harvey,Aye
2017-05-09,7,Gibson,Aye
2017-05-09,7,Harvey,Aye
2017-05-09,8,Gibson,Aye
2017-05-09,8,Harvey,Aye
2017-05-09,9,Gibson,Aye
2017-05-09,9,Harvey,Aye
2017-05-09,10,Gibson,Aye
2017-05-09,10,Harvey,Aye
2017-05-09,11,Gibson,Aye
2017-05-09,11,Harvey,Aye
2017-05-09,12,Gibson,Aye
2017-05-09,12,Harvey,Aye
2017-05-09,13,Gibson,Aye
2017-05-09,13,Harvey,Aye
2017-05-09,14,Gibson,Aye
2017-05-09,14,Harvey,Aye
2017-05-09,15,Gibson,Aye
2017-05-09,15,Harvey,Aye
2017-05-09,16,Gibson,Aye
2017-05-09,16,Harvey,Aye
2017-05-09,17,Gibson,Aye
2017-05-09,17,Harvey,Aye
2017-05-09,18,Gibson,Aye
2017-05-09,18,Harvey,Aye
2017-05-16,1,Gibson,Aye
2017-05-16,1,Harvey,Aye
2017-05-16,1,Ebert,Aye
2017-05-16,2,Gibson,Aye
2017-05-16,2,Harvey,Aye
2017-05-16,2,Ebert,Aye
2017-05-16,3,Gibson,Aye
2017-05-16,3,Harvey,Aye
2017-05-16,3,Ebert,Aye
2017-05-16,4,Gibson,Aye
2017-05-16,4,Harvey,Aye
2017-05-16,4,Ebert,Aye
2017-05-16,5,Gibson,Aye
2017-05-16,5,Harvey,Aye
2017-05-16,5,Ebert,Aye
2017-05-16,6,Gibson,Aye
2017-05-16,6,Harvey,Aye
2017-05-16,6,Ebert,Aye
2017-05-16,7,Gibson,Aye
2017-05-16,7,Harvey,Aye
2017-05-16,7,Ebert,Aye
2017-05-16,8,Gibson,Aye
2017-05-16,8,Harvey,Aye
2017-05-16,8,Ebert,Aye
2017-05-16,9,Gibson,Aye
2017-05-16,9,Ebert,Aye
2017-05-30,1,Gibson,Aye
2017-05-30,1,Harvey,Aye
2017-05-30,1,Ebert,Aye
2017-05-30,2,Gibson,Aye
2017-05-30,2,Harvey,Aye
2017-05-30,2,Ebert,Aye
2017-05-30,3,Gibson,Aye
2017-05-30,3,Harvey,Aye
2017-05-30,3,Ebert,Aye
2017-05-30,4,Gibson,Aye
2017-05-30,4,Harvey,Aye
2017-05-30,4,Ebert,Aye
2017-05-30,5,Gibson,Aye
2017-05-30,5,Harvey,Aye
2017-05-30,5,Ebert,Aye
2017-05-30,6,Gibson,Aye
2017-05-30,6,Harvey,Aye
2017-05-30,6,Ebert,Aye
2017-05-30,7,Gibson,Aye
2017-05-30,7,Harvey,Aye
2017-05-30,7,Ebert,Abstain
2017-05-30,8,Gibson,Aye
2017-05-30,8,Harvey,Aye
2017-05-30,8,Ebert,Aye
2017-05-30,9,Gibson,Aye
2017-05-30,9,Harvey,Aye
2017-05-30,9,Ebert,Aye
2017-05-30,10,Gibson,Aye
2017-05-30,10,Ebert,Aye
2017-06-13,1,Gibson,Aye
2017-06-13,1,Harvey,Aye
2017-06-13,1,Ebert,Aye
2017-06-13,2,Gibson,Aye
2017-06-13,2,Harvey,Aye
2017-06-13,2,Ebert,Aye
2017-06-13,3,Gibson,Aye
2017-06-13,3,Harvey,Aye
2017-06-13,3,Ebert,Aye
2017-06-13,4,Gibson,Aye
2017-06-13,4,Harvey,Aye
2017-06-13,4,Ebert,Aye
2017-06-13,5,Gibson,Aye
2017-06-13,5,Harvey,Aye
2017-06-13,5,Ebert,Aye
2017-06-13,6,Gibson,Aye
2017-06-13,6,Harvey,Aye
2017-06-13,6,Ebert,Aye
2017-06-13,7,Gibson,Aye
2017-06-13,7,Harvey,Aye
2017-06-13,7,Ebert,Aye
2017-06-13,8,Gibson,Aye
2017-06-13,8,Harvey,Aye
2017-06-13,8,Ebert,Aye
2017-06-13,9,Gibson,Aye
2017-06-13,9,Harvey,Aye
2017-06-13,9,Ebert,Aye
2017-06-13,10,Gibson,Aye
2017-06-13,10,Harvey,Aye
2017-06-13,10,Ebert,Aye
2017-06-13,11,Gibson,Aye
2017-06-13,11,Harvey,Aye
2017-06-13,11,Ebert,Aye
2017-06-13,12,Gibson,Aye
2017-06-13,12,Harvey,Aye
2017-06-13,12,Ebert,Aye
2017-06-20,1,Gibson,Aye
2017-06-20,1,Harvey,Aye
2017-06-20,1,Ebert,Aye
2017-06-20,2,Gibson,Aye
2017-06-20,2,Harvey,Aye
2017-06-20,2,Ebert,Aye
2017-06-20,3,Gibson,Aye
2017-06-20,3,Harvey,Aye
2017-06-20,3,Ebert,Aye
2017-06-20,4,Gibson,Aye
2017-06-20,4,Harvey,Aye
2017-06-20,4,Ebert,Aye
2017-06-20,5,Gibson,Aye
2017-06-20,5,Harvey,Aye
2017-06-20,5,Ebert,Aye
2017-06-20,6,Gibson,Aye
2017-06-20,6,Harvey,Aye
2017-06-20,6,Ebert,Aye
2017-06-20,7,Gibson,Aye
2017-06-20,7,Harvey,Aye
2017-06-20,7,Ebert,Aye
2017-06-27,1,Gibson,Aye
2017-06-27,1,Harvey,Aye
2017-06-27,1,Ebert,Aye
2017-06-27,2,Gibson,Aye
2017-06-27,2,Harvey,Aye
2017-06-27,2,Ebert,Aye
2017-06-27,3,Gibson,Aye
2017-06-27,3,Harvey,Aye
2017-06-27,3,Ebert,Aye
2017-06-27,4,Gibson,Aye
2017-06-27,4,Harvey,Aye
2017-06-27,4,Ebert,Aye
2017-06-27,5,Gibson,Aye
2017-06-27,5,Harvey,Aye
2017-06-27,5,Ebert,Aye
2017-06-27,6,Gibson,Aye
2017-06-27,6,Harvey,Aye
2017-06-27,6,Ebert,Aye
2017-06-27,7,Gibson,Aye
2017-06-27,7,Harvey,Aye
2017-06-27,7,Ebert,Aye
2017-06-27,8,Gibson,Aye
2017-06-27,8,Harvey,Aye
2017-06-27,8,Ebert,Aye
2017-06-27,9,Gibson,Aye
2017-06-27,9,Harvey,Aye
2017-06-27,9,Ebert,Aye
2017-06-27,10,Gibson,Aye
2017-06-27,10,Harvey,Aye
2017-06-27,10,Ebert,Aye
2017-06-27,11,Gibson,Aye
2017-06-27,11,Harvey,Aye
2017-06-27,11,Ebert,Aye
2017-06-27,12,Gibson,Aye
2017-06-27,12,Harvey,Aye
2017-06-27,12,Ebert,Aye
2017-06-27,13,Gibson,Aye
2017-06-27,13,Harvey,Aye
2017-06-27,13,Ebert,Aye
2017-07-11,1,Gibson,Aye
2017-07-11,1,Harvey,Aye
2017-07-11,2,Gibson,Aye
2017-07-11,2,Harvey,Aye
2017-07-11,3,Gibson,Aye
2017-07-11,3,Harvey,Aye
2017-07-11,4,Gibson,Aye
2017-07-11,4,Harvey,Aye
2017-07-11,5,Gibson,Aye
2017-07-11,5,Harvey,Aye
2017-07-11,6,Gibson,Aye
2017-07-11,6,Harvey,Aye
2017-07-11,7,Gibson,Aye
2017-07-11,7,Harvey,Aye
2017-07-11,8,Gibson,Aye
2017-07-11,8,Harvey,Aye
2017-07-11,9,Gibson,Aye
2017-07-11,9,Harvey,Aye
2017-07-18,1,Gibson,Aye
2017-07-18,1,Harvey,Aye
2017-07-18,1,Ebert,Aye
2017-07-18,2,Harvey,Aye
2017-07-18,2,Harvey,Aye
2017-07-18,2,Ebert,Aye
2017-07-18,3,Harvey,Aye
2017-07-18,3,Ebert,Aye
2017-07-18,4,Harvey,Aye
2017-07-18,4,Ebert,Aye
2017-07-18,5,Harvey,Aye
2017-07-18,5,Ebert,Aye
2017-07-18,6,Harvey,Aye
2017-07-18,6,Ebert,Aye
2017-07-18,7,Harvey,Aye
2017-07-18,7,Ebert,Aye
2017-07-18,8,Harvey,Aye
2017-07-18,8,Ebert,Aye
2017-07-18,9,Harvey,Aye
2017-07-18,9,Ebert,Aye
2017-07-18,10,Harvey,Aye
2017-07-18,10,Ebert,Aye
2017-07-18,11,Harvey,Aye
2017-07-18,11,Ebert,Aye
2017-07-18,12,Harvey,Aye
2017-07-18,12,Ebert,Aye
2017-07-18,13,Harvey,Aye
2017-07-18,13,Ebert,Aye
2017-07-18,14,Harvey,Aye
2017-07-18,14,Ebert,Aye
2017-07-18,15,Harvey,Aye
2017-07-18,15,Ebert,Aye
2017-07-18,16,Harvey,Aye
2017-07-18,16,Ebert,Aye
2017-07-18,17,Harvey,Aye
2017-07-18,17,Ebert,Aye
2017-07-18,18,Harvey,Aye
2017-07-18,18,Ebert,Aye
2017-07-25,1,Gibson,Aye
2017-07-25,1,Harvey,Aye
2017-07-25,1,Ebert,Aye
2017-07-25,2,Gibson,Aye
2017-07-25,2,Harvey,Aye
2017-07-25,2,Ebert,Aye
2017-07-25,3,Gibson,Aye
2017-07-25,3,Harvey,Aye
2017-07-25,4,Gibson,Nay
2017-07-25,4,Harvey,Aye
2017-07-25,4,Ebert,Aye
2017-07-25,5,Gibson,Aye
2017-07-25,5,Harvey,Aye
2017-07-25,5,Ebert,Aye
2017-07-25,6,Gibson,Aye
2017-07-25,6,Harvey,Aye
2017-07-25,6,Ebert,Aye
2017-07-25,7,Gibson,Aye
2017-07-25,7,Harvey,Aye
2017-07-25,7,Ebert,Aye
2017-08-01,1,Gibson,Aye
2017-08-01,1,Ebert,Aye
2017-08-01,2,Gibson,Aye
2017-08-01,2,Ebert,Aye
2017-08-01,3,Gibson,Aye
2017-08-01,3,Ebert,Aye
2017-08-01,4,Gibson,Aye
2017-08-01,4,Ebert,Aye
2017-08-01,5,Gibson,Aye
2017-08-01,5,Ebert,Aye
2017-08-01,6,Gibson,Aye
2017-08-01,6,Ebert,Aye
2017-08-01,7,Gibson,Aye
2017-08-01,7,Ebert,Aye
2017-08-01,8,Gibson,Aye
2017-08-01,8,Ebert,Aye
2017-08-01,9,Gibson,Aye
2017-08-01,9,Ebert,Aye
2017-08-01,10,Gibson,Aye
2017-08-01,10,Ebert,Aye
2017-08-08,1,Gibson,Aye
2017-08-08,1,Harvey,Aye
2017-08-08,2,Gibson,Aye
2017-08-08,2,Harvey,Aye
2017-08-08,3,Gibson,Aye
2017-08-08,3,Harvey,Aye
2017-08-08,4,Gibson,Aye
2017-08-08,4,Harvey,Aye
2017-08-08,5,Gibson,Aye
2017-08-08,5,Harvey,Aye
2017-08-08,6,Gibson,Aye
2017-08-08,6,Harvey,Aye
2017-08-08,7,Gibson,Aye
2017-08-08,7,Harvey,Aye
2017-08-08,8,Gibson,Aye
2017-08-08,8,Harvey,Aye
2017-08-08,9,Gibson,Aye
2017-08-08,9,Harvey,Aye
2017-08-08,10,Gibson,Aye
2017-08-08,10,Harvey,Aye
2017-08-08,11,Gibson,Aye
2017-08-08,11,Harvey,Aye
2017-08-08,12,Gibson,Aye
2017-08-08,12,Harvey,Aye
2017-08-08,13,Gibson,Aye
2017-08-08,13,Harvey,Aye
2017-08-08,14,Gibson,Aye
2017-08-08,14,Harvey,Aye
2017-08-15,1,Gibson,Aye
2017-08-15,1,Harvey,Aye
2017-08-15,1,Ebert,Aye
2017-08-15,2,Gibson,Aye
2017-08-15,2,Harvey,Aye
2017-08-15,2,Ebert,Aye
2017-08-15,3,Gibson,Aye
2017-08-15,3,Harvey,Aye
2017-08-15,3,Ebert,Aye
2017-08-15,4,Gibson,Aye
2017-08-15,4,Harvey,Aye
2017-08-15,4,Ebert,Aye
2017-08-15,5,Gibson,Aye
2017-08-15,5,Harvey,Aye
2017-08-15,5,Ebert,Aye
2017-08-15,6,Gibson,Aye
2017-08-15,6,Harvey,Aye
2017-08-15,6,Ebert,Aye
2017-08-15,7,Gibson,Aye
2017-08-15,7,Harvey,Aye
2017-08-15,7,Ebert,Aye
2017-08-15,8,Gibson,Aye
2017-08-15,8,Harvey,Aye
2017-08-15,8,Ebert,Aye
2017-08-15,9,Gibson,Aye
2017-08-15,9,Harvey,Aye
2017-08-15,9,Ebert,Aye
2017-08-15,10,Gibson,Aye
2017-08-15,10,Harvey,Aye
2017-08-15,10,Ebert,Aye
2017-08-15,11,Gibson,Aye
2017-08-15,11,Harvey,Aye
2017-08-15,11,Ebert,Aye
2017-08-15,12,Gibson,Aye
2017-08-15,12,Harvey,Aye
2017-08-15,12,Ebert,Aye
2017-08-22,1,Gibson,Aye
2017-08-22,1,Ebert,Aye
2017-08-22,2,Gibson,Aye
2017-08-22,2,Ebert,Aye
2017-08-22,3,Gibson,Aye
2017-08-22,3,Ebert,Aye
2017-08-22,4,Gibson,Aye
2017-08-22,4,Ebert,Aye
2017-08-22,5,Gibson,Aye
2017-08-22,5,Ebert,Aye
2017-08-22,6,Gibson,Aye
2017-08-22,6,Ebert,Aye
2017-08-22,7,Gibson,Aye
2017-08-22,7,Ebert,Aye
2017-08-29,1,Harvey,Aye
2017-08-29,1,Ebert,Aye
2017-08-29,2,Harvey,Aye
2017-08-29,2,Ebert,Aye
2017-08-29,3,Gibson,Aye
2017-08-29,3,Harvey,Aye
2017-08-29,3,Ebert,Aye
2017-08-29,4,Gibson,Aye
2017-08-29,4,Harvey,Aye
2017-08-29,4,Ebert,Aye
2017-08-29,5,Gibson,Aye
2017-08-29,5,Harvey,Aye
2017-08-29,5,Ebert,Aye
2017-08-29,6,Gibson,Aye
2017-08-29,6,Harvey,Aye
2017-08-29,6,Ebert,Aye
2017-09-05,1,Gibson,Aye
2017-09-05,1,Harvey,Aye
2017-09-05,1,Ebert,Aye
2017-09-05,2,Gibson,Aye
2017-09-05,2,Harvey,Aye
2017-09-05,2,Ebert,Aye
2017-09-05,3,Gibson,Aye
2017-09-05,3,Harvey,Aye
2017-09-05,3,Ebert,Aye
2017-09-05,4,Gibson,Aye
2017-09-05,4,Harvey,Aye
2017-09-05,4,Ebert,Aye
2017-09-05,5,Gibson,Aye
2017-09-05,5,Harvey,Aye
2017-09-05,5,Ebert,Aye
2017-09-12,1,Gibson,Aye
2017-09-12,1,Harvey,Aye
2017-09-12,1,Ebert,Aye
2017-09-12,2,Gibson,Aye
2017-09-12,2,Harvey,Aye
2017-09-12,2,Ebert,Aye
2017-09-12,3,Gibson,Aye
2017-09-12,3,Harvey,Aye
2017-09-12,3,Ebert,Aye
2017-09-12,4,Gibson,Aye
2017-09-12,4,Harvey,Aye
2017-09-12,4,Ebert,Aye
2017-09-12,5,Gibson,Aye
2017-09-12,5,Harvey,Aye
2017-09-12,5,Ebert,Aye
2017-09-12,6,Gibson,Aye
2017-09-12,6,Harvey,Aye
2017-09-12,6,Ebert,Aye
2017-09-12,7,Gibson,Aye
2017-09-12,7,Harvey,Aye
2017-09-12,7,Ebert,Aye
2017-09-12,8,Gibson,Aye
2017-09-12,8,Harvey,Aye
2017-09-12,8,Ebert,Aye
2017-09-12,9,Gibson,Aye
2017-09-12,9,Ebert,Aye
2017-09-19,1,Gibson,Aye
2017-09-19,1,Harvey,Aye
2017-09-19,1,Ebert,Aye
2017-09-19,2,Gibson,Aye
2017-09-19,2,Harvey,Aye
2017-09-19,2,Ebert,Aye
2017-09-19,3,Gibson,Aye
2017-09-19,3,Harvey,Aye
2017-09-19,3,Ebert,Aye
2017-09-19,4,Gibson,Aye
2017-09-19,4,Harvey,Aye
2017-09-19,4,Ebert,Aye
2017-09-19,5,Gibson,Aye
2017-09-19,5,Harvey,Aye
2017-09-19,5,Ebert,Aye
2017-09-19,6,Gibson,Aye
2017-09-19,6,Harvey,Aye
2017-09-19,6,Ebert,Aye
2017-09-19,7,Gibson,Aye
2017-09-19,7,Harvey,Aye
2017-09-19,7,Ebert,Aye
2017-09-19,8,Gibson,Aye
2017-09-19,8,Harvey,Aye
2017-09-19,8,Ebert,Aye
2017-09-19,9,Gibson,Aye
2017-09-19,9,Harvey,Aye
2017-09-19,9,Ebert,Aye
2017-09-19,10,Gibson,Aye
2017-09-19,10,Harvey,Aye
2017-09-19,10,Ebert,Aye
2017-09-19,11,Gibson,Aye
2017-09-19,11,Harvey,Aye
2017-09-19,11,Ebert,Aye
2017-09-19,12,Gibson,Aye
2017-09-19,12,Harvey,Aye
2017-09-19,12,Ebert,Aye
2017-09-26,1,Harvey,Aye
2017-09-26,1,Ebert,Aye
2017-09-26,2,Harvey,Aye
2017-09-26,2,Ebert,Aye
2017-09-26,3,Harvey,Aye
2017-09-26,3,Ebert,Aye
2017-09-26,4,Harvey,Aye
2017-09-26,4,Ebert,Aye
2017-09-26,5,Harvey,Aye
2017-09-26,5,Ebert,Aye
2017-09-26,6,Harvey,Aye
2017-09-26,6,Ebert,Aye
2017-09-26,7,Harvey,Aye
2017-09-26,7,Ebert,Aye
2017-09-26,8,Harvey,Aye
2017-09-26,8,Ebert,Aye
2017-09-26,9,Harvey,Aye
2017-09-26,9,Ebert,Aye
2017-09-26,10,Harvey,Aye
2017-09-26,10,Ebert,Aye
2017-10-03,1,Gibson,Aye
2017-10-03,1,Harvey,Aye
2017-10-03,1,Ebert,Aye
2017-10-03,2,Gibson,Aye
2017-10-03,2,Harvey,Aye
2017-10-03,2,Ebert,Aye
2017-10-03,3,Gibson,Aye
2017-10-03,3,Harvey,Aye
2017-10-03,3,Ebert,Aye
2017-10-03,4,Gibson,Aye
2017-10-03,4,Harvey,Aye
2017-10-03,4,Ebert,Aye
2017-10-03,5,Gibson,Aye
2017-10-03,5,Harvey,Aye
2017-10-03,5,Ebert,Aye
2017-10-03,6,Gibson,Aye
2017-10-03,6,Harvey,Aye
2017-10-03,6,Ebert,Aye
2017-10-03,7,Gibson,Aye
2017-10-03,7,Harvey,Aye
2017-10-03,7,Ebert,Aye
2017-10-10,1,Gibson,Aye
2017-10-10,1,Harvey,Aye
2017-10-10,1,Ebert,Aye
2017-10-10,2,Gibson,Aye
2017-10-10,2,Harvey,Aye
2017-10-10,2,Ebert,Aye
2017-10-10,3,Gibson,Aye
2017-10-10,3,Harvey,Aye
2017-10-10,3,Ebert,Aye
2017-10-10,4,Gibson,Aye
2017-10-10,4,Harvey,Aye
2017-10-10,4,Ebert,Aye
2017-10-10,5,Gibson,Aye
2017-10-10,5,Harvey,Aye
2017-10-10,5,Ebert,Aye
2017-10-17,1,Gibson,Aye
2017-10-17,1,Harvey,Aye
2017-10-17,1,Ebert,Aye
2017-10-17,2,Gibson,Aye
2017-10-17,2,Harvey,Aye
2017-10-17,2,Ebert,Aye
2017-10-17,3,Gibson,Aye
2017-10-17,3,Harvey,Aye
2017-10-17,3,Ebert,Aye
2017-10-17,4,Gibson,Aye
2017-10-17,4,Harvey,Aye
2017-10-17,4,Ebert,Aye
2017-10-17,5,Gibson,Aye
2017-10-17,5,Harvey,Aye
2017-10-17,5,Ebert,Aye
2017-10-17,6,Gibson,Aye
2017-10-17,6,Harvey,Aye
2017-10-17,6,Ebert,Aye
2017-10-17,7,Gibson,Aye
2017-10-17,7,Harvey,Aye
2017-10-17,7,Ebert,Aye
2017-10-17,8,Gibson,Aye
2017-10-17,8,Harvey,Aye
2017-10-17,8,Ebert,Aye
2017-10-17,9,Gibson,Aye
2017-10-17,9,Harvey,Aye
2017-10-17,9,Ebert,Aye
2017-10-17,10,Gibson,Aye
2017-10-17,10,Harvey,Aye
2017-10-17,10,Ebert,Aye
2017-10-24,1,Gibson,Aye
2017-10-24,1,Ebert,Aye
2017-10-24,2,Gibson,Aye
2017-10-24,2,Ebert,Aye
2017-10-24,3,Gibson,Aye
2017-10-24,3,Ebert,Aye
2017-10-24,4,Gibson,Aye
2017-10-24,4,Ebert,Aye
2017-10-24,5,Gibson,Aye
2017-10-24,5,Ebert,Aye
2017-10-24,6,Gibson,Aye
2017-10-24,6,Ebert,Aye
2017-10-24,7,Gibson,Aye
2017-10-24,7,Ebert,Aye
2017-10-24,8,Gibson,Aye
2017-10-24,8,Ebert,Aye
2017-10-31,1,Gibson,Aye
2017-10-31,1,Harvey,Aye
2017-10-31,1,Ebert,Aye
2017-10-31,2,Gibson,Aye
2017-10-31,2,Harvey,Aye
2017-10-31,2,Ebert,Aye
2017-10-31,3,Gibson,Aye
