date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,agenda_internal_id,content_length_bytes,size_mb,stored_locally,doc_class,fetch_status,sha256,text_path,text_chars
2022-04-27,City Council Regular Meeting Agenda and Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_04272022-1058,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1058,38485659,38.49,no,,,,,
2022-05-11,"City Council, LBA & RDA Combined Meeting Agenda Packet PDF",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05112022-1066,2026-07-13,text,pdftotext,,1066,36438795,36.44,no,,ok,14816d24c1a2bc147e0c1160cd88f21ca01945e5ce90184173383b10756c819a,text/council_2022-05-11_packet_1066.txt,641492
2022-05-18,Planning Commission Meeting Agenda Packet PDF,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05182022-1068,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1068,1797009,1.8,no,,,,,
2022-05-25,City Council Regular Meeting Agenda and Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05252022-1073,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1073,52578000,52.58,no,,,,,
2022-06-08,City Council and Planning Commission Combined Meeting Agenda Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06082022-1076,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1076,5282879,5.28,no,,,,,
2022-06-22,"City Council, LBA & RDA Combined Meeting Agenda Packet PDF",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06222022-1080,2026-07-13,text,pdftotext,,1080,3298254,3.3,no,,ok,db936cd6fda1a199d27881920876c4a5c3a33d250610e19e124bc8c1e431319d,text/council_2022-06-22_packet_1080.txt,445978
2022-07-20,Planning Commission Meeting Agenda Packet PDF,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07202022-1090,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1090,9217588,9.22,no,,,,,
2022-07-27,AMENDED City Council & RDA Combined Meeting Agenda Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07272022-1094,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1094,2971092,2.97,no,,,,,
2022-08-16,"City Council, LBA & RDA Combined Meeting Agenda Packet PDF",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_08162022-1101,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1101,134738,0.13,no,,,,,
2022-08-17,Planning Commission Meeting Agenda Packet PDF,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_08172022-1103,2026-07-13,text,pdftotext,,1103,11515073,11.52,no,,ok,93fe0b3288f9be196927dd51b9ba3a6fe5d8d22e1b75a86745fdea047a20b761,text/pc_2022-08-17_packet_1103.txt,96090
2022-08-24,City Council Regular Meeting Agenda and Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_08242022-1105,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1105,10036155,10.04,no,,,,,
2022-09-14,City Council Regular Meeting Agenda and Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09142022-1114,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1114,6473493,6.47,no,,,,,
2022-09-28,City Council & RDA Combined Meeting Agenda Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09282022-1122,2026-07-13,text,pdftotext,,1122,13761213,13.76,no,,ok,f68c371c12a17b36eb144e41eb7a32e68c46c12afed7834b8f727f3571903e9e,text/council_2022-09-28_packet_1122.txt,117724
2022-10-05,Planning Commission Meeting Agenda Packet PDF,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_10052022-1124,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1124,4399686,4.4,no,,,,,
2022-10-12,City Council Regular Meeting Agenda and Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_10122022-1127,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1127,8000821,8.0,no,,,,,
2022-10-19,Planning Commission Meeting Agenda Packet PDF,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_10192022-1130,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1130,34408202,34.41,no,,,,,
2022-11-02,Planning Commission Meeting Agenda Packet PDF,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_11022022-1132,2026-07-13,text,pdftotext,,1132,351119,0.35,no,,ok,edd4027063dfb935a790bf56612b33cdf52dd87477ab3f6f3a0a19100ff1c0f3,text/pc_2022-11-02_packet_1132.txt,40708
2022-11-09,City Council & RDA Combined Meeting Agenda Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_11092022-1136,2026-07-13,text,pdftotext,,1136,27798206,27.8,no,,ok,30311ee4f3e47fa5b1deb562027a1a35d3d1d8853f02da40251dd60ac0e52b5f,text/council_2022-11-09_packet_1136.txt,233705
2022-12-07,Planning Commission Meeting Agenda Packet PDF,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_12072022-1147,2026-07-13,text,pdftotext,,1147,31293084,31.29,no,,ok,f6de4b49b3e27585428eee6ff24953878dd4978c614e9d83c986468b318a5488,text/pc_2022-12-07_packet_1147.txt,1845892
2022-12-14,"Bluffdale City Council, PC, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_12142022-1149,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1149,17742779,17.74,no,,,,,
2023-01-04,Planning Commission Meeting Agenda Packet PDF,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01042023-1154,2026-07-13,text,pdftotext,,1154,4234701,4.23,no,,ok,6b0c416393df71b667271d5abbe9b9d0f8c19ce682277c378bb0d6cd9cae15c0,text/pc_2023-01-04_packet_1154.txt,122852
2023-01-11,"Bluffdale City Council, PC & RDA Combined Meeting Agenda and Packet PDF",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01112023-1158,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1158,1496748,1.5,no,,,,,
2023-01-18,Planning Commission Meeting Agenda Packet PDF,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01182023-1164,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1164,975924,0.98,no,,,,,
2023-01-25,"Bluffdale City Council, PC, LBA & RDA Combined Meeting Agenda and Packet PDF",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01252023-1169,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1169,11228977,11.23,no,,,,,
2023-02-08,City Council Regular Meeting Agenda and Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02082023-1172,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1172,5929083,5.93,no,,,,,
2023-02-22,City Council & RDA Combined Meeting Agenda Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02222023-1176,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1176,4386083,4.39,no,,,,,
2023-03-01,Planning Commission Meeting Agenda Packet PDF,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03012023-1181,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1181,14161303,14.16,no,,,,,
2023-03-08,City Council and RDA Combined Meeting Agenda Packet PDF,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03082023-1185,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1185,21632773,21.63,no,,,,,
2023-04-05,Planning Commission Meeting Agenda Packet 04.05.2023,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_04052023-1191,2026-07-13,text,pdftotext,,1191,512072,0.51,no,,ok,df1d8471fe23645d29c34f44dd363c8fe2ab6fe0cdf1ca3078ac2d4125426ac9,text/pc_2023-04-05_packet_1191.txt,61703
2023-04-12,"Bluffdale City Council, PC, LBA, and RDA Combined Meeting Agenda and Packet PDF",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_04122023-1192,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1192,5571327,5.57,no,,,,,
2023-04-26,"BLUFFDALE CITY CITY COUNCIL, LOCAL BUILDING AUTHORITY AND REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA PACKET City Council Chambers Wednesday, April 26, 2023, at 7:00 p.m.",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_04262023-1196,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1196,3520442,3.52,no,,,,,
2023-05-10,BLUFFDALE CITY COUNCIL AND LOCAL BUILDING AUTHORITY COMBINED MEETING AGENDA 05-10-2023 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05102023-1312,2026-07-13,text,pdftotext,,1312,28898612,28.9,no,,ok,06724e743b2c188fa4336dbac65533563652b77c417a20b60fb0f2f7cff1368d,text/council_2023-05-10_packet_1312.txt,775581
2023-05-24,BLUFFDALE CITY COUNCIL MEETING AGENDA 05-24-2023 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05242023-1204,2026-07-13,text,pdftotext,,1204,1601844,1.6,no,,ok,5a4bc071b93c7b928b86361b259e0b1c5cef9f8cee1d1fe410dcfb59e6034774,text/council_2023-05-24_packet_1204.txt,344348
2023-06-14,"BLUFFDALE CITY COUNCIL, LOCAL BUILDING AUTHORITY AND REDEVELOPMENT AGENCY COMBINED MEETING Agenda Packet 06-14-2023",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06142023-1215,2026-07-13,text,pdftotext,,1215,11153321,11.15,no,,ok,57c2adf7bbd438805960cbefdf683440394736ff7875ffa91572bad58646ec53,text/council_2023-06-14_packet_1215.txt,426212
2023-06-28,BLUFFDALE CITY COUNCIL AND REDEVELOPMENT AGENCY COMBINED MEETING Agenda 06-28-2023 7:00 p.m. PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06282023-1228,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1228,3930156,3.93,no,,,,,
2023-07-12,Bluffdale City Council Meeting Agenda PACKET 07-12-2023 at 7:00 p.m.,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07122023-1235,2026-07-13,text,pdftotext,,1235,12669099,12.67,no,,ok,b43496531757508814796032628839b862e8e74459af82861c4241444cc6cb13,text/council_2023-07-12_packet_1235.txt,161648
2023-07-19,Bluffdale City Planning Commission Meeting Agenda 07-19-2023 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07192023-1237,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1237,1948345,1.95,no,,,,,
2023-07-26,Bluffdale City Council & Local Building Authority combined meeting agenda PACKET 07-26-2023,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07262023-1242,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1242,685732,0.69,no,,,,,
2023-08-03,Bluffdale City Council Meeting Agenda 08-03-2023 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_08032023-1244,2026-07-13,text,pdftotext,,1244,221598,0.22,no,,ok,77f12540839ad99d1f68f67185a3008fcacfc76920a4f52ca9c69f6911c817d1,text/council_2023-08-03_packet_1244.txt,18789
2023-08-23,BLUFFDALE CITY COUNCIL MEETING AGENDA 08-23-2023 Amended PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_08232023-1251,2026-07-13,text,pdftotext,,1251,8364454,8.36,no,,ok,f5a4b20ce96c7f76086fafe3f7a9a12fca8aa912a61ec4e34a1036c045935649,text/council_2023-08-23_packet_1251.txt,649018
2023-09-13,BLUFFDALE CITY COUNCIL MEETING AGENDA 09-13-2023 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09132023-1269,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1269,22436764,22.44,no,,,,,
2023-09-20,Bluffdale City Planning Commission Meeting Agenda 09-20-2023 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09202023-1272,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1272,30078544,30.08,no,,,,,
2023-09-27,Bluffdale City Council Meeting Agenda 09-27-2023 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09272023-1274,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1274,4276014,4.28,no,,,,,
2023-10-04,Bluffdale City Planning Commission Meeting Agenda 10-04-2023 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_10042023-1287,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1287,1211642,1.21,no,,,,,
2023-10-11,Bluffdale City Council and RDA Meeting Agenda 10-11-2023 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_10112023-1290,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1290,3833450,3.83,no,,,,,
2023-11-01,Bluffdale City Planning Commission Meeting Agenda 11-01-2023 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_11012023-1303,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1303,54974017,54.97,no,,,,,
2023-11-08,BLUFFDALE CITY COUNCIL- PLANNING COMMISSION Meeting Agenda 11-08-2023 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_11082023-1309,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1309,34087500,34.09,no,,,,,
2023-12-05,City Council Board of Canvassers Meeting Agenda 12-05-2023 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_12052023-1318,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1318,939084,0.94,no,,,,,
2023-12-06,Bluffdale City Planning Commission Meeting Agenda 12-06-2023 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_12062023-1317,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1317,56719896,56.72,no,,,,,
2023-12-13,"Bluffdale City Council, LBA, RDA Meeting Agenda 12-13-2023 PACKET",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_12132023-1321,2026-07-13,text,pdftotext,,1321,6158367,6.16,no,,ok,ffda6158599c3689fe3a394bb9145762fb2497d07afc6a625c5999f92bbdda55,text/council_2023-12-13_packet_1321.txt,270082
2024-01-03,Bluffdale City Planning Commission Meeting Agenda 01-03-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01032024-1328,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1328,13037840,13.04,no,,,,,
2024-01-10,"Bluffdale City Council, LBA and RDA Meeting Agenda 01-10-2024 PACKET v2",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01102024-1332,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1332,67312062,67.31,no,,,,,
2024-01-17,Bluffdale City Planning Commission Meeting Agenda 01-17-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01172024-1337,2026-07-13,text,pdftotext,,1337,1211901,1.21,no,,ok,3aea71a2b01c98cdf917de23cc98c9ae9e21ed8bcf9667a2effe1f69f5c498d9,text/pc_2024-01-17_packet_1337.txt,259141
2024-01-24,"Bluffdale City Council, RDA and LBA Meeting Agenda 01-24-2024 PACKET",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01242024-1339,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1339,5209446,5.21,no,,,,,
2024-02-07,Bluffdale City Planning Commission Meeting Agenda 02-7-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02072024-1356,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1356,1373655,1.37,no,,,,,
2024-02-28,"Bluffdale City Council, RDA and LBA Meeting Agenda PACKET 02-28-2024",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02282024-1365,2026-07-13,text,pdftotext,,1365,3306863,3.31,no,,ok,16a07e3cfca79ac638d59eae1b3706af8c604416c435fea58cced4fc4e78e73f,text/council_2024-02-28_packet_1365.txt,259418
2024-03-06,Bluffdale City Planning Commission Meeting Agenda 03-06-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03062024-1375,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1375,1891199,1.89,no,,,,,
2024-03-13,Bluffdale City Council Meeting Agenda 03-13-2024 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03132024-1379,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1379,1159195,1.16,no,,,,,
2024-03-20,Bluffdale City Planning Commission Meeting Agenda 03-20-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03202024-1382,2026-07-13,text,pdftotext,,1382,164827,0.16,no,,ok,bce58c46e356d8d162af6aa3ae83e08ff8bb0f8c8bc43517c8a81cb77e4b3c0b,text/pc_2024-03-20_packet_1382.txt,4513
2024-04-10,Bluffdale City Council & RDA Meeting Agenda 04-10-2024 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_04102024-1394,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1394,81266244,81.27,no,,,,,
2024-04-24,"Bluffdale City Council, LBA & RDA Meeting Amended Agenda 04-24-2024- PACKET",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_04242024-1402,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1402,9231093,9.23,no,,,,,
2024-05-01,Bluffdale City Planning Commission Meeting Agenda 05-01-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05012024-1407,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1407,2688351,2.69,no,,,,,
2024-05-22,Bluffdale City Council & LBA Meeting Agenda 05-22-2024 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05222024-1416,2026-07-13,text,pdftotext,,1416,30307884,30.31,no,,ok,1c86c03df790745b4f760173b3b60f2df3f8bf4afe2e57782c288cfe4b2ec54e,text/council_2024-05-22_packet_1416.txt,3381263
2024-06-05,Bluffdale City Planning Commission Meeting Agenda 06-05-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06052024-1425,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1425,1158503,1.16,no,,,,,
2024-06-12,"Bluffdale City Council, LBA & RDA Agenda 06-12-2024 PACKET",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06122024-1431,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1431,7735565,7.74,no,,,,,
2024-06-26,Bluffdale City Council Meeting Agenda 06-26-2024 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06262024-1444,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1444,4223943,4.22,no,,,,,
2024-07-16,Bluffdale City Council Special Meeting Agenda 07-16-2024 PACKET,Council,special,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07162024-1453,2026-07-13,text,pdftotext,,1453,745654,0.75,no,,ok,b1b513f84ca2ab90776b2f6a88648fe55d0c36628bb8b519b0ecf0d83b25bc0b,text/council_2024-07-16_packet_1453.txt,50061
2024-07-17,Bluffdale City Planning Commission Meeting Agenda 07-17-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07172024-1450,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1450,242867,0.24,no,,,,,
2024-08-14,Bluffdale City Council Meeting Agenda 08-14-2024 packet amended,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_08142024-1464,2026-07-13,text,pdftotext,,1464,39193988,39.19,no,,ok,e48763a8d21d8c7fcaf9ee7a9481a4e07bc2a9af4726ca7eea62c8db018b0fc8,text/council_2024-08-14_packet_1464.txt,1754761
2024-08-21,Bluffdale City Planning Commission Meeting Agenda 08-21-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_08212024-1468,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1468,9273273,9.27,no,,,,,
2024-08-28,Bluffdale City Council Meeting Agenda 08-28-2024 packet Amended,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_08282024-1474,2026-07-13,text,pdftotext,,1474,15043628,15.04,no,,ok,ee48ce4df31b301e37a602dc64fc58d64d78f89b38d1731cedde4cbbb5167e00,text/council_2024-08-28_packet_1474.txt,274764
2024-09-11,"Bluffdale City Council, LBA & RDA Meeting Agenda 09-11-2024 PACKET",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09112024-1482,2026-07-13,text,pdftotext,,1482,25265625,25.27,no,,ok,3cc5ccc5824eaa820d3742788331ee97f75651c1878521e47b1c38cb2db8a800,text/council_2024-09-11_packet_1482.txt,326314
2024-09-18,Bluffdale City Planning Commission Meeting Agenda 09-18-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09182024-1487,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1487,29047552,29.05,no,,,,,
2024-09-25,Bluffdale City Council Meeting Agenda 09-25-2024 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09252024-1493,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1493,1293845,1.29,no,,,,,
2024-10-02,Bluffdale City Planning Commission Meeting Agenda 10-02-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_10022024-1495,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1495,9672280,9.67,no,,,,,
2024-10-09,Bluffdale City Council Meeting Agenda 10-09-2024 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_10092024-1499,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1499,2392396,2.39,no,,,,,
