date,title,body,tab,duration_s,video_id,video_url
2024-02-07,Neighborhood District 2 Meeting 02/07/2024,neighborhood,videos,4242.0,hXVzxM22228,https://www.youtube.com/watch?v=hXVzxM22228
2024-02-06,"Provo City Council Meeting | February 6, 2024",council,streams,4743.0,ckoXmR-z8hY,https://www.youtube.com/watch?v=ckoXmR-z8hY
2024-02-06,"Provo City Council Work Meeting | February 6, 2024",council_work,streams,6839.0,PPY0XH-QgOI,https://www.youtube.com/watch?v=PPY0XH-QgOI
2024-01-24,Neighborhood District 1 Meeting 01/24/2024,neighborhood,videos,6311.0,ZcIGp4-mmps,https://www.youtube.com/watch?v=ZcIGp4-mmps
2024-01-23,"Provo City Council Meeting | January 23, 2024",council,streams,3155.0,MrbEh4qlQx0,https://www.youtube.com/watch?v=MrbEh4qlQx0
2024-01-23,"Provo City Council Work Meeting | January 23, 2024",council_work,streams,10189.0,vpvh4VuESt4,https://www.youtube.com/watch?v=vpvh4VuESt4
2024-01-16,"Provo City Council Budget Priorities Work Meeting | January 16, 2024",council_work,streams,17451.0,Z9qsHZYckCQ,https://www.youtube.com/watch?v=Z9qsHZYckCQ
2024-01-09,"Provo City Council Meeting | January 9, 2024",council,streams,5998.0,XkAE-ELty-M,https://www.youtube.com/watch?v=XkAE-ELty-M
2024-01-09,"Provo City Council Work Meeting | January 9, 2024",council_work,streams,12402.0,FpPLnOPrs-M,https://www.youtube.com/watch?v=FpPLnOPrs-M
2024-01-03,Mayor's Meeting for All Neighborhood Districts 01/03/2024,neighborhood,videos,4929.0,oSIGBkFlXxU,https://www.youtube.com/watch?v=oSIGBkFlXxU
2023-12-14,Neighborhood District 5 Meeting 12/14/2023,neighborhood,videos,4874.0,UYo5iqo4hSA,https://www.youtube.com/watch?v=UYo5iqo4hSA
2023-12-12,"Provo City Council Meeting | December 12, 2023",council,streams,15524.0,VI12beWiOoA,https://www.youtube.com/watch?v=VI12beWiOoA
2023-12-12,"Provo City Council Work Meeting | December 12, 2023",council_work,streams,10347.0,Fvpa0TwUgao,https://www.youtube.com/watch?v=Fvpa0TwUgao
2023-12-07,Neighborhood District 4 Meeting 12/07/2023,neighborhood,videos,5563.0,JxTMEytCd-s,https://www.youtube.com/watch?v=JxTMEytCd-s
2023-12-06,"Provo City Board of Canvassers Meeting | December 6, 2023",board,streams,986.0,2MQ23vnQ0rc,https://www.youtube.com/watch?v=2MQ23vnQ0rc
2023-11-30,Neighborhood District 3 Meeting 11/30/2023,neighborhood,videos,5825.0,VPw6947AASs,https://www.youtube.com/watch?v=VPw6947AASs
2023-11-16,Neighborhood District 2 Meeting 11/16/2023,neighborhood,videos,5983.0,tvOcJ8jQI3I,https://www.youtube.com/watch?v=tvOcJ8jQI3I
2023-11-14,"Provo City Council Meeting | November 14, 2023",council,streams,8549.0,xphCFBqPwtk,https://www.youtube.com/watch?v=xphCFBqPwtk
2023-11-14,"Provo City Council Work Meeting | November 14, 2023",council_work,streams,15558.0,gwvoBFYTwLs,https://www.youtube.com/watch?v=gwvoBFYTwLs
2023-11-09,Neighborhood District 1 Meeting 11/09/2023,neighborhood,videos,5048.0,uzMGEHbACI8,https://www.youtube.com/watch?v=uzMGEHbACI8
2023-10-26,Neighborhood District 5 Meeting 10/26/2023,neighborhood,videos,4890.0,E-SyKqk1NNM,https://www.youtube.com/watch?v=E-SyKqk1NNM
2023-10-19,Neighborhood District 4 Meeting 10/19/2023,neighborhood,videos,4812.0,CucQ00xRhaI,https://www.youtube.com/watch?v=CucQ00xRhaI
2023-10-17,"Provo City Council Meeting | October 17, 2023",council,streams,4911.0,YNoj8TS2xnA,https://www.youtube.com/watch?v=YNoj8TS2xnA
2023-10-17,"Provo City Council Work Meeting | October 17, 2023",council_work,streams,15039.0,1I-32EWVq9U,https://www.youtube.com/watch?v=1I-32EWVq9U
2023-10-12,Neighborhood District 3 Meeting 10/12/2023,neighborhood,videos,4033.0,hHp3fmq03I4,https://www.youtube.com/watch?v=hHp3fmq03I4
2023-10-05,Neighborhood District 2 Meeting 10/05/2023,neighborhood,videos,3773.0,vJUNasV2M7M,https://www.youtube.com/watch?v=vJUNasV2M7M
2023-10-03,"Provo City Council Meeting | October 3, 2023",council,streams,4220.0,2eNxc50kxeA,https://www.youtube.com/watch?v=2eNxc50kxeA
2023-10-03,"Provo City Council Work Meeting | October 3, 2023",council_work,streams,12428.0,3Q9jUmQbW-A,https://www.youtube.com/watch?v=3Q9jUmQbW-A
2023-09-28,Neighborhood District 1 Meeting 09/28/2023,neighborhood,videos,5285.0,5XUG-LdBJz8,https://www.youtube.com/watch?v=5XUG-LdBJz8
2023-09-26,"Provo City Council Joint Meeting With Provo School Board | September 26, 2023",council,streams,4097.0,rJTWtd4YfTg,https://www.youtube.com/watch?v=rJTWtd4YfTg
2023-09-19,"Provo City Council Meeting | September 19, 2023",council,streams,3000.0,e_oiXlzS5U0,https://www.youtube.com/watch?v=e_oiXlzS5U0
2023-09-19,"Provo City Council Board of Canvassers | September 19, 2023",board,streams,1138.0,Ku3HoY9irqE,https://www.youtube.com/watch?v=Ku3HoY9irqE
2023-09-19,"Provo City Council Work Meeting | September 19, 2023",council_work,streams,6013.0,i00JURCwpHs,https://www.youtube.com/watch?v=i00JURCwpHs
2023-09-14,Neighborhood District 5 Meeting 09/14/2023,neighborhood,videos,4544.0,Aj2_Rp0aWnA,https://www.youtube.com/watch?v=Aj2_Rp0aWnA
2023-09-12,"Provo City Council Meeting | Joint Meeting with State Legislators  | September 12, 2023",council,streams,6065.0,CRB3uln3gao,https://www.youtube.com/watch?v=CRB3uln3gao
2023-09-07,Neighborhood District 4 Meeting 09/07/2023,neighborhood,videos,5448.0,CbqbQUiC0LA,https://www.youtube.com/watch?v=CbqbQUiC0LA
2023-09-05,"Provo City Council Meeting | September 5, 2023",council,streams,2768.0,HqD14V4agoY,https://www.youtube.com/watch?v=HqD14V4agoY
2023-09-05,"Provo City Council Work Meeting | September 5, 2023",council_work,streams,17403.0,-6A99DtC3aM,https://www.youtube.com/watch?v=-6A99DtC3aM
2023-08-31,Neighborhood District 3 Meeting 08/31/2023,neighborhood,videos,4694.0,M25lZis-xr0,https://www.youtube.com/watch?v=M25lZis-xr0
2023-08-24,Neighborhood District 2 Meeting 08/24/2023,neighborhood,videos,5747.0,u4KfpKWcfb4,https://www.youtube.com/watch?v=u4KfpKWcfb4
2023-08-22,"Provo City Council Meeting | August 22, 2023",council,streams,4498.0,HO0nzEM6SkQ,https://www.youtube.com/watch?v=HO0nzEM6SkQ
2023-08-22,"Provo City Council Work Meeting | August 22, 2023",council_work,streams,15194.0,yUYYZsaMGqg,https://www.youtube.com/watch?v=yUYYZsaMGqg
2023-08-17,Neighborhood District 1 Meeting 08/17/2023,neighborhood,videos,4237.0,eT3isT4OCUM,https://www.youtube.com/watch?v=eT3isT4OCUM
2023-08-08,"Provo City Council Meeting | Truth in Taxation | August 8, 2023",council,streams,6147.0,E_yytui3lAI,https://www.youtube.com/watch?v=E_yytui3lAI
2023-08-03,Neighborhood District 5 Meeting 08/03/2023,neighborhood,videos,5310.0,Q5y9TbHCR-E,https://www.youtube.com/watch?v=Q5y9TbHCR-E
2023-08-01,"Provo City Council Work Meeting (FULL VERSION) | August 1, 2023",council_work,videos,13468.0,r1Ow2E7WfPU,https://www.youtube.com/watch?v=r1Ow2E7WfPU
2023-08-01,"Provo City Council Meeting | August 1, 2023",council,streams,6787.0,m9P8vTPOu64,https://www.youtube.com/watch?v=m9P8vTPOu64
2023-08-01,"Provo City Council Work Meeting | August 1, 2023",council_work,streams,352.0,l3SrbZDQv0s,https://www.youtube.com/watch?v=l3SrbZDQv0s
2023-08-01,"Provo City Council Work Meeting | August 1, 2023",council_work,streams,9541.0,wsbGzIeAM_8,https://www.youtube.com/watch?v=wsbGzIeAM_8
2023-07-27,Neighborhood District 4 Meeting 07/27/2023,neighborhood,videos,5031.0,qXF7Q0cXyII,https://www.youtube.com/watch?v=qXF7Q0cXyII
2023-07-20,Neighborhood District 3 Meeting 07/20/2023,neighborhood,videos,4745.0,5FyUFZl5AZk,https://www.youtube.com/watch?v=5FyUFZl5AZk
2023-07-18,"Provo City Council Meeting | July 18, 2023",council,streams,7944.0,meT04_hMR4w,https://www.youtube.com/watch?v=meT04_hMR4w
2023-07-18,"Provo City Council Work Meeting | July 18, 2023",council_work,streams,14454.0,r14Lt19CDs8,https://www.youtube.com/watch?v=r14Lt19CDs8
2023-07-13,Neighborhood District 2 Meeting 07/13/2023,neighborhood,videos,5409.0,K9wjGZ7WKPg,https://www.youtube.com/watch?v=K9wjGZ7WKPg
2023-07-06,Neighborhood District 1 Meeting 07/06/2023,neighborhood,videos,5825.0,e1xQU1p8TkQ,https://www.youtube.com/watch?v=e1xQU1p8TkQ
2023-06-22,Neighborhood District 5 Meeting 06/22/2023,neighborhood,videos,5228.0,lHf_6c3rhXI,https://www.youtube.com/watch?v=lHf_6c3rhXI
2023-06-20,"Provo City Meeting | June 20, 2023",other,streams,7897.0,lW25guuI8gA,https://www.youtube.com/watch?v=lW25guuI8gA
2023-06-20,"Provo City Work Meeting | June 20, 2023",council_work,streams,16568.0,yFGdeuz4BKE,https://www.youtube.com/watch?v=yFGdeuz4BKE
2023-06-15,Neighborhood District 4 Meeting 06/15/2023,neighborhood,videos,4803.0,6uMGA1tZt8U,https://www.youtube.com/watch?v=6uMGA1tZt8U
2023-06-13,"Provo City Council Budget Work Meeting | June 13, 2023",council_work,streams,11010.0,FhBc17q8CPU,https://www.youtube.com/watch?v=FhBc17q8CPU
2023-06-08,Neighborhood District 3 Meeting 06/08/2023,neighborhood,videos,4312.0,LsTPQLN2a00,https://www.youtube.com/watch?v=LsTPQLN2a00
2023-06-06,"Provo City Council Meeting | June 6, 2023",council,streams,3440.0,LSCLcrZZf2E,https://www.youtube.com/watch?v=LSCLcrZZf2E
2023-06-06,"Provo City Council Work Meeting | June 6, 2023",council_work,streams,14448.0,FXBEwPtn4t4,https://www.youtube.com/watch?v=FXBEwPtn4t4
2023-06-01,Neighborhood District 2 Meeting 06/01/2023,neighborhood,videos,4019.0,H66B93Pg2qc,https://www.youtube.com/watch?v=H66B93Pg2qc
2023-05-25,Neighborhood District 1 Meeting 05/25/2023,neighborhood,videos,6002.0,_j-Wh_sVfy4,https://www.youtube.com/watch?v=_j-Wh_sVfy4
2023-05-16,"Provo City Council Meeting | May 16, 2023",council,streams,6325.0,p3LwL_LyYaU,https://www.youtube.com/watch?v=p3LwL_LyYaU
2023-05-16,"Provo City Council Work Meeting | May 16, 2023",council_work,streams,17637.0,vgjGoCCgJOs,https://www.youtube.com/watch?v=vgjGoCCgJOs
2023-05-11,Neighborhood District 5 Meeting 05/11/2023 (Mayor's Meeting),neighborhood,videos,5486.0,wIE-Ubk_wK8,https://www.youtube.com/watch?v=wIE-Ubk_wK8
2023-05-04,Neighborhood District 4 Meeting 05/04/2023,neighborhood,videos,5307.0,lNdZTU6dMcw,https://www.youtube.com/watch?v=lNdZTU6dMcw
2023-05-02,"Provo City Council Meeting | May 2, 2023",council,streams,6664.0,p_gDz6a5wXk,https://www.youtube.com/watch?v=p_gDz6a5wXk
2023-05-02,"Provo City Council Work Meeting | May 2, 2023",council_work,streams,15436.0,hKbEVigURbo,https://www.youtube.com/watch?v=hKbEVigURbo
2023-04-27,Neighborhood District 3 Meeting 04/27/2023,neighborhood,videos,6314.0,lK_FNtg775Q,https://www.youtube.com/watch?v=lK_FNtg775Q
2023-04-20,Neighborhood District 2 Meeting 04/20/2023,neighborhood,videos,4836.0,Fnkx3T385jE,https://www.youtube.com/watch?v=Fnkx3T385jE
2023-04-18,"Provo City Council Meeting | April 18, 2023",council,streams,3719.0,FpEVWPMUJr0,https://www.youtube.com/watch?v=FpEVWPMUJr0
2023-04-18,"Provo City Council Work Meeting | April 18, 2023",council_work,streams,19217.0,ElmeVYgAA5I,https://www.youtube.com/watch?v=ElmeVYgAA5I
2023-04-13,Neighborhood District 1 Meeting 04/13/2023,neighborhood,videos,4436.0,IK_Jw0naD68,https://www.youtube.com/watch?v=IK_Jw0naD68
2023-03-30,Neighborhood District 5 Meeting 03/30/2023,neighborhood,videos,4956.0,8Wz_jIZUbTU,https://www.youtube.com/watch?v=8Wz_jIZUbTU
2023-03-28,"Provo City Council Meeting | March 28, 2023",council,streams,2455.0,NoIpqHZHPf8,https://www.youtube.com/watch?v=NoIpqHZHPf8
2023-03-28,"Provo City Council Work Meeting | March 28, 2023",council_work,streams,18493.0,3I20_LqgiOA,https://www.youtube.com/watch?v=3I20_LqgiOA
2023-03-23,Neighborhood District 4 Meeting 03/23/2023 (Mayor's Meeting),neighborhood,videos,3894.0,_5BbLoMtLPw,https://www.youtube.com/watch?v=_5BbLoMtLPw
2023-03-16,Neighborhood District 3 Meeting 03/16/2023 (Mayor's Meeting),neighborhood,videos,6660.0,DItnfAPVZXY,https://www.youtube.com/watch?v=DItnfAPVZXY
2023-03-14,"Provo City Council Work Meeting CORRECTED   March 14, 2023",council_work,videos,19664.0,hWI4xjzoLqU,https://www.youtube.com/watch?v=hWI4xjzoLqU
2023-03-14,"Provo City Municipal Council Meeting | March 14, 2023",council,streams,6302.0,wixi5VEXBjw,https://www.youtube.com/watch?v=wixi5VEXBjw
2023-03-09,Neighborhood District 2 Meeting 03/09/2023 (Mayor's Meeting),neighborhood,videos,6454.0,dyA93q4tqdY,https://www.youtube.com/watch?v=dyA93q4tqdY
2023-03-02,Neighborhood District 1 Meeting 03/02/2023 (Mayor's Meeting),neighborhood,videos,7050.0,iPr8e8wYPUA,https://www.youtube.com/watch?v=iPr8e8wYPUA
2023-02-28,"Provo City Council Meeting | February 28, 2023",council,streams,4330.0,gzLIDGXOe3E,https://www.youtube.com/watch?v=gzLIDGXOe3E
2023-02-28,"Provo City Council Work Meeting | February 28, 2023",council_work,streams,20070.0,s8AceABIWaI,https://www.youtube.com/watch?v=s8AceABIWaI
2023-02-23,Neighborhood District 5 Meeting 02/23/2023,neighborhood,videos,7481.0,m116cdkFCgI,https://www.youtube.com/watch?v=m116cdkFCgI
2023-02-14,"Provo City Council Meeting | February 14, 2023",council,streams,2525.0,Wk1yKmtB_H8,https://www.youtube.com/watch?v=Wk1yKmtB_H8
2023-02-14,"Provo City Council Work Meeting | February 14, 2023",council_work,streams,10833.0,ieD8s9ieDs8,https://www.youtube.com/watch?v=ieD8s9ieDs8
2023-02-09,Neighborhood District 4 Meeting 02/09/2023,neighborhood,videos,4437.0,dDSIOIURnXY,https://www.youtube.com/watch?v=dDSIOIURnXY
2023-02-02,Neighborhood District 3 Meeting 02/02/2023,neighborhood,videos,5192.0,M6_7jDEPUoU,https://www.youtube.com/watch?v=M6_7jDEPUoU
2023-01-31,"Provo City Council Meeting | January 31, 2023",council,streams,3442.0,t6qxd3Neo2I,https://www.youtube.com/watch?v=t6qxd3Neo2I
2023-01-31,"Provo City Council Work Meeting | January 31, 2023",council_work,streams,9317.0,_eLzRofgLzg,https://www.youtube.com/watch?v=_eLzRofgLzg
2023-01-26,Neighborhood District 2 Meeting 01/26/2023,neighborhood,videos,6088.0,Pbp-Ke-otgg,https://www.youtube.com/watch?v=Pbp-Ke-otgg
2023-01-19,Neighborhood District 1 Meeting 01/19/2023,neighborhood,videos,7397.0,3MlxmPrxfoY,https://www.youtube.com/watch?v=3MlxmPrxfoY
2023-01-17,"Provo City Council Meeting | January 17, 2023",council,streams,7618.0,7eJSiw_NXXI,https://www.youtube.com/watch?v=7eJSiw_NXXI
2023-01-17,"Provo City Council Work Meeting | January 17, 2023",council_work,streams,9158.0,1w4Govymxjc,https://www.youtube.com/watch?v=1w4Govymxjc
2023-01-10,"Provo City Council Work Meeting | January 10, 2023",council_work,streams,14654.0,qAPbxAlWPPY,https://www.youtube.com/watch?v=qAPbxAlWPPY
2022-12-13,"Provo City Council Meeting | December 13, 2022",council,streams,14223.0,z5sH9EaGnu4,https://www.youtube.com/watch?v=z5sH9EaGnu4
2022-12-13,"Provo City Council Work Meeting | December 13, 2022",council_work,streams,15352.0,ZIBjLLuHsVo,https://www.youtube.com/watch?v=ZIBjLLuHsVo
2022-11-29,"Provo City Council Meeting | November 29, 2022",council,streams,1540.0,w1xGVowl57E,https://www.youtube.com/watch?v=w1xGVowl57E
2022-11-29,"Provo City Council Work Meeting | November 29, 2022",council_work,streams,10172.0,FPHw0MkHT9I,https://www.youtube.com/watch?v=FPHw0MkHT9I
2022-11-15,"Provo City Council Meeting | November 15, 2022",council,streams,7406.0,2oOBUho6X0Q,https://www.youtube.com/watch?v=2oOBUho6X0Q
2022-11-15,"Provo City Council Work Meeting | November 15, 2022",council_work,streams,9472.0,EYM685ihaG4,https://www.youtube.com/watch?v=EYM685ihaG4
2022-11-01,"Provo City Council Meeting | November 1, 2022",council,streams,7148.0,pARSHuqLfFo,https://www.youtube.com/watch?v=pARSHuqLfFo
2022-11-01,"Provo City Council Work Meeting | November 1, 2022",council_work,streams,11382.0,BwJaJ56FfEM,https://www.youtube.com/watch?v=BwJaJ56FfEM
2022-10-18,"Provo City Council Work Meeting  | October 18, 2022",council_work,videos,11264.0,KONDo_iC-w4,https://www.youtube.com/watch?v=KONDo_iC-w4
2022-10-18,"Provo City Council Meeting | October 18, 2022",council,streams,9522.0,b9ZjheV8NTU,https://www.youtube.com/watch?v=b9ZjheV8NTU
2022-10-04,"Provo City Council Meeting | October 4, 2022",council,streams,13879.0,FU6hi-TtYKk,https://www.youtube.com/watch?v=FU6hi-TtYKk
2022-10-04,"Provo City Council Work Meeting | October 4, 2022",council_work,streams,10388.0,himzZGT32g8,https://www.youtube.com/watch?v=himzZGT32g8
2022-09-22,"Provo City Council  | Joint Meeting With Provo School District | September 22, 2022",council,streams,4014.0,ArOO4zNdBOQ,https://www.youtube.com/watch?v=ArOO4zNdBOQ
2022-09-20,"Provo City Council Meeting | September 20, 2022",council,streams,9415.0,tZooAyPW0nE,https://www.youtube.com/watch?v=tZooAyPW0nE
2022-09-20,"Provo City Council Work Meeting | September 20, 2022",council_work,streams,4017.0,aXkUD0JU_q8,https://www.youtube.com/watch?v=aXkUD0JU_q8
2022-09-06,"Provo City Council Meeting | September 6, 2022",council,streams,3148.0,sHs4WzcDD5U,https://www.youtube.com/watch?v=sHs4WzcDD5U
2022-09-06,"Provo City Council Work Meeting | September 6, 2022",council_work,streams,6817.0,oBIgMREqw4M,https://www.youtube.com/watch?v=oBIgMREqw4M
2022-08-23,"Provo City Council Meeting | August 23, 2022",council,streams,1527.0,S9Jm0TpyPNg,https://www.youtube.com/watch?v=S9Jm0TpyPNg
2022-08-23,"Provo City Council Work Meeting | August 23, 2022",council_work,streams,6828.0,424ElunOf-E,https://www.youtube.com/watch?v=424ElunOf-E
2022-08-09,"Provo City Council Meeting | August 9, 2022",council,streams,12645.0,BzdDV_Zez5s,https://www.youtube.com/watch?v=BzdDV_Zez5s
2022-08-09,"Provo City Council Work Meeting | August 9, 2022",council_work,streams,14223.0,t15bw00GRxI,https://www.youtube.com/watch?v=t15bw00GRxI
2022-08-02,"Provo City Council | Truth in Taxation Hearing | August 2, 2022",other,streams,4373.0,YO04Ip4bBug,https://www.youtube.com/watch?v=YO04Ip4bBug
2022-07-26,"Provo City Council Meeting | July 26, 2022",council,streams,9463.0,bI3BpBi-ZEg,https://www.youtube.com/watch?v=bI3BpBi-ZEg
2022-07-26,"Provo City Council Work Meeting | July 26, 2022",council_work,streams,15030.0,2GwV6T_KgaA,https://www.youtube.com/watch?v=2GwV6T_KgaA
2022-07-12,"Provo City Council Meeting | July 12, 2022",council,streams,1172.0,CIhP8HvAr84,https://www.youtube.com/watch?v=CIhP8HvAr84
2022-07-12,"Provo City Council Work Meeting | July 12, 2022",council_work,streams,17640.0,kd621xyck3I,https://www.youtube.com/watch?v=kd621xyck3I
2022-06-21,"Provo City Council Work Meeting | June 21, 2022",council_work,videos,8085.0,nYIUkLCXn9k,https://www.youtube.com/watch?v=nYIUkLCXn9k
2022-06-21,"Provo City Council / Redevelopment Agency / Stormwater Service District Meeting | June 21, 2022",council,streams,7438.0,aN06CwI7UdQ,https://www.youtube.com/watch?v=aN06CwI7UdQ
2022-06-21,"Provo City Council Work Meeting | June 21, 2022",council_work,streams,26.0,rmpcP8kTvg4,https://www.youtube.com/watch?v=rmpcP8kTvg4
2022-06-07,"Provo City Council Meeting | June 7, 2022",council,streams,8015.0,sKYB7Cr7NR8,https://www.youtube.com/watch?v=sKYB7Cr7NR8
2022-06-07,"Provo City Council Work Meeting | June 7, 2022",council_work,streams,10345.0,DgzdxGDL1eU,https://www.youtube.com/watch?v=DgzdxGDL1eU
2022-05-17,"Provo City Council, Redevelopment Agency of Provo, Stormwater Service Dist. Meeting | May 17, 2022",council,streams,2929.0,jw38iN8Sulo,https://www.youtube.com/watch?v=jw38iN8Sulo
2022-05-17,"Provo City Council Work Meeting | May 17, 2022",council_work,streams,12304.0,zTZ5v_gM29A,https://www.youtube.com/watch?v=zTZ5v_gM29A
2022-05-10,"Provo City Council Budget Work Meeting | May 10, 2022",council_work,streams,7155.0,K-gkPqXwpMQ,https://www.youtube.com/watch?v=K-gkPqXwpMQ
2022-05-03,"Provo City Council / Redevelopment Agency of Provo / Stormwater Service Dist. Meeting | May 3, 2022",council,streams,9029.0,1nIC1PJJaCQ,https://www.youtube.com/watch?v=1nIC1PJJaCQ
2022-05-03,"Provo City Council Work Meeting | May 3, 2022",council_work,streams,11252.0,rRhfJY8q4_E,https://www.youtube.com/watch?v=rRhfJY8q4_E
2022-04-19,"Provo City Council and Redevelopment Agency of Provo Meeting | April 19, 2022",council,streams,9576.0,AQtbMZd-yu4,https://www.youtube.com/watch?v=AQtbMZd-yu4
2022-04-19,"Provo City Council Work Meeting | April 19, 2022",council_work,streams,13508.0,BLrE72ZRwlU,https://www.youtube.com/watch?v=BLrE72ZRwlU
2022-04-12,"Provo City Council Priorities Retreat | April 12, 2022",other,videos,6972.0,u_GtoT3N9-Y,https://www.youtube.com/watch?v=u_GtoT3N9-Y
2022-03-29,"Provo City Council Meeting | March 29, 2022",council,streams,10706.0,O_QeSHSRmnc,https://www.youtube.com/watch?v=O_QeSHSRmnc
2022-03-29,"Provo City Council Work Meeting | March 29, 2022",council_work,streams,13831.0,Lr4J9BrQ99M,https://www.youtube.com/watch?v=Lr4J9BrQ99M
2022-03-15,"Provo City Council Meeting | March 15, 2022",council,streams,6519.0,jZjAjLR1C3Q,https://www.youtube.com/watch?v=jZjAjLR1C3Q
2022-03-15,"Provo City Council Work Meeting | March 15, 2022",council_work,streams,14814.0,tfjDpiENc_8,https://www.youtube.com/watch?v=tfjDpiENc_8
2022-03-10,"Provo City Council Meeting | Joint Meeting with Orem City Council |  March 10, 2022",council,streams,3876.0,N2MzebCQKxA,https://www.youtube.com/watch?v=N2MzebCQKxA
2022-03-01,"Provo City Council Meeting | March 1, 2022",council,streams,1861.0,w2ulfS31_Bc,https://www.youtube.com/watch?v=w2ulfS31_Bc
2022-03-01,"Provo City Council Work Meeting | March 1, 2022",council_work,streams,16979.0,Esq5qDW8pn8,https://www.youtube.com/watch?v=Esq5qDW8pn8
2022-02-15,"Provo City Council Meeting | February 15, 2022",council,streams,9966.0,TAp7bE0nAyA,https://www.youtube.com/watch?v=TAp7bE0nAyA
2022-02-15,"Provo City Council Work Meeting | February 15, 2022",council_work,streams,16085.0,p0Dam3BRjfw,https://www.youtube.com/watch?v=p0Dam3BRjfw
2022-02-01,"Provo City Council Work Meeting | February 1, 2022",council_work,videos,14088.0,JFhkcZmElJ0,https://www.youtube.com/watch?v=JFhkcZmElJ0
2022-02-01,"Provo City Council Meeting | February 1, 2022",council,streams,8785.0,xGHWzJY4aEI,https://www.youtube.com/watch?v=xGHWzJY4aEI
2022-01-18,"Provo City Council Meeting | January 18, 2022",council,streams,8866.0,3gq8lrRrf5Q,https://www.youtube.com/watch?v=3gq8lrRrf5Q
2022-01-18,"Provo City Council Work Meeting | January 18, 2022",council_work,streams,16401.0,pxmvdXllkzE,https://www.youtube.com/watch?v=pxmvdXllkzE
2022-01-04,"Provo City Council Meeting | January 4, 2022",council,streams,3239.0,h6NRtqHw21k,https://www.youtube.com/watch?v=h6NRtqHw21k
2022-01-04,"Provo City Council Work Meeting | January 4, 2022",council_work,streams,7690.0,MGLjBnmxudY,https://www.youtube.com/watch?v=MGLjBnmxudY
2021-12-14,"Provo City Council Meeting | December 14, 2021",council,streams,20205.0,ABcrvUMe714,https://www.youtube.com/watch?v=ABcrvUMe714
2021-12-14,"Provo City Council Work Meeting | December 14, 2021",council_work,streams,15949.0,HLnrlFhDlZg,https://www.youtube.com/watch?v=HLnrlFhDlZg
2021-11-30,"Provo City Council Meeting | November 30, 2021",council,streams,11084.0,e0fFeGhrua8,https://www.youtube.com/watch?v=e0fFeGhrua8
2021-11-30,"Provo City Council Work Meeting | November 30, 2021",council_work,streams,14575.0,Cb4JyEIyNSs,https://www.youtube.com/watch?v=Cb4JyEIyNSs
2021-11-18,"Provo City Council | Parking Town Hall | November 18, 2021",other,streams,8664.0,KUWAvX8NVK0,https://www.youtube.com/watch?v=KUWAvX8NVK0
2021-11-16,"Provo City Council Meeting | November 16, 2021",council,streams,9364.0,eSjHlwb8xBM,https://www.youtube.com/watch?v=eSjHlwb8xBM
2021-11-16,"Provo City Board of Canvassers |  November 16, 2021",board,streams,1218.0,pC5RREKdFww,https://www.youtube.com/watch?v=pC5RREKdFww
2021-11-16,"Provo City Council Work Meeting |  November 16, 2021",council_work,streams,14888.0,aBcLng-PMtg,https://www.youtube.com/watch?v=aBcLng-PMtg
2021-11-08,"Provo City Council | Joint Meeting with State Legislators | November 8, 2021",council,streams,5824.0,z8m78odr0l0,https://www.youtube.com/watch?v=z8m78odr0l0
2021-10-26,"Provo City Council Meeting | October 26, 2021",council,streams,7758.0,IiMYtEunsew,https://www.youtube.com/watch?v=IiMYtEunsew
2021-10-26,"Provo City Council Work Meeting | October 26, 2021",council_work,streams,9418.0,-ZaJokCw1K0,https://www.youtube.com/watch?v=-ZaJokCw1K0
2021-10-12,"Provo City Council Meeting | October 12, 2021",council,videos,592.0,rMgURX0Ko-c,https://www.youtube.com/watch?v=rMgURX0Ko-c
2021-10-12,"Provo City Council Work Meeting | October 12, 2021",council_work,streams,13239.0,E3wB3dbw3vg,https://www.youtube.com/watch?v=E3wB3dbw3vg
2021-09-21,"Provo City Council Meeting | September 21, 2021",council,streams,5284.0,oknzHEzogjE,https://www.youtube.com/watch?v=oknzHEzogjE
2021-09-21,"Provo City Council Work Meeting | September 21, 2021",council_work,streams,12540.0,iS-gNZ0bdlY,https://www.youtube.com/watch?v=iS-gNZ0bdlY
2021-09-07,"Provo City Council Meeting | September 7, 2021",council,streams,2859.0,8RBUbqlyYJk,https://www.youtube.com/watch?v=8RBUbqlyYJk
2021-09-07,"Provo City Council Work Meeting | September 7, 2021",council_work,streams,13278.0,vfzEoxVQuWo,https://www.youtube.com/watch?v=vfzEoxVQuWo
2021-09-02,"Provo City Council  | Joint meeting with Provo School District | September 2, 2021",council,streams,4712.0,jdLmdSSG3Cg,https://www.youtube.com/watch?v=jdLmdSSG3Cg
2021-08-24,"Provo City Council Meeting | August 24, 2021",council,streams,4692.0,6gpBOyvli6o,https://www.youtube.com/watch?v=6gpBOyvli6o
2021-08-24,"Provo City Board of Canvassers Meeting | August 24, 2021",board,streams,1600.0,sNJZhqDwk54,https://www.youtube.com/watch?v=sNJZhqDwk54
2021-08-24,"Provo City Council Work Meeting | August 24, 2021",council_work,streams,14592.0,Y9JExzMUof8,https://www.youtube.com/watch?v=Y9JExzMUof8
2021-08-03,"Provo City Council Meeting | August 3, 2021",council,streams,10363.0,0YFJMpf_Ojk,https://www.youtube.com/watch?v=0YFJMpf_Ojk
