meeting_date,body,meeting_type,minutes_md,source_pdf,source_url,source_index,n_chars,provenance
2017-08-22,Board of Commissioners,regular,legislative/minutes/2017/2017-08-22_commission.md,legislative/raw/min_08222017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08222017.pdf,commission_meetings.php,7279,county_portal
2017-08-29,Board of Commissioners,regular,legislative/minutes/2017/2017-08-29_commission.md,legislative/raw/min_08292017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08292017.pdf,commission_meetings.php,6462,county_portal
2017-09-05,Board of Commissioners,regular,legislative/minutes/2017/2017-09-05_commission.md,legislative/raw/min_09052017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09052017.pdf,commission_meetings.php,4440,county_portal
2017-09-12,Board of Commissioners,regular,legislative/minutes/2017/2017-09-12_commission.md,legislative/raw/min_09122017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09122017.pdf,commission_meetings.php,8653,county_portal
2017-09-19,Board of Commissioners,regular,legislative/minutes/2017/2017-09-19_commission.md,legislative/raw/min_09192017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09192017.pdf,commission_meetings.php,14492,county_portal
2017-09-26,Board of Commissioners,regular,legislative/minutes/2017/2017-09-26_commission.md,legislative/raw/min_09262017(1).pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09262017(1).pdf,archive:minute_id=861,7901,county_portal
2017-10-03,Board of Commissioners,regular,legislative/minutes/2017/2017-10-03_commission.md,legislative/raw/min_10032017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10032017.pdf,commission_meetings.php,13226,county_portal
2017-10-10,Board of Commissioners,regular,legislative/minutes/2017/2017-10-10_commission.md,legislative/raw/min_10102017(1).pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10102017(1).pdf,archive:minute_id=864,5260,county_portal
2017-10-17,Board of Commissioners,regular,legislative/minutes/2017/2017-10-17_commission.md,legislative/raw/min_10172017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10172017.pdf,commission_meetings.php,13704,county_portal
2017-10-24,Board of Commissioners,regular,legislative/minutes/2017/2017-10-24_commission.md,legislative/raw/min_10242017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10242017.pdf,commission_meetings.php,13318,county_portal
2017-10-31,Board of Commissioners,regular,legislative/minutes/2017/2017-10-31_commission.md,legislative/raw/min_10312017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10312017.pdf,commission_meetings.php,13523,county_portal
2017-11-07,Board of Commissioners,regular,legislative/minutes/2017/2017-11-07_commission.md,legislative/raw/min_11072017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11072017.pdf,commission_meetings.php,24525,county_portal
2017-11-14,Board of Commissioners,regular,legislative/minutes/2017/2017-11-14_commission.md,legislative/raw/min_11142017(1).pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11142017(1).pdf,archive:minute_id=952,30269,county_portal
2017-11-21,Board of Commissioners,regular,legislative/minutes/2017/2017-11-21_commission.md,legislative/raw/min_11212017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11212017.pdf,commission_meetings.php,13037,county_portal
2017-11-28,Board of Commissioners,regular,legislative/minutes/2017/2017-11-28_commission.md,legislative/raw/min_11282017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11282017.pdf,commission_meetings.php,9020,county_portal
2017-12-05,Board of Commissioners,regular,legislative/minutes/2017/2017-12-05_commission.md,legislative/raw/min_12052017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12052017.pdf,commission_meetings.php,7678,county_portal
2017-12-12,Board of Commissioners,regular,legislative/minutes/2017/2017-12-12_commission.md,legislative/raw/min_12122017.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12122017.pdf,commission_meetings.php,24459,county_portal
2017-12-19,Board of Commissioners,regular,legislative/minutes/2017/2017-12-19_commission.md,legislative/raw/min_12192017(1).pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12192017(1).pdf,archive:minute_id=898,23245,county_portal
2018-01-02,Board of Commissioners,regular,legislative/minutes/2018/2018-01-02_commission.md,legislative/raw/min_01022018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01022018.pdf,commission_meetings.php,24338,county_portal
2018-01-09,Board of Commissioners,regular,legislative/minutes/2018/2018-01-09_commission.md,legislative/raw/min_01092018(3).pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01092018(3).pdf,archive:minute_id=941,26291,county_portal
2018-01-16,Board of Commissioners,regular,legislative/minutes/2018/2018-01-16_commission.md,legislative/raw/min_01162018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01162018.pdf,commission_meetings.php,6715,county_portal
2018-01-23,Board of Commissioners,regular,legislative/minutes/2018/2018-01-23_commission.md,legislative/raw/min_01232018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01232018.pdf,commission_meetings.php,9842,county_portal
2018-01-30,Board of Commissioners,regular,legislative/minutes/2018/2018-01-30_commission.md,legislative/raw/min_01302018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01302018.pdf,commission_meetings.php,9370,county_portal
2018-02-06,Board of Commissioners,regular,legislative/minutes/2018/2018-02-06_commission.md,legislative/raw/min_02062018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02062018.pdf,commission_meetings.php,13556,county_portal
2018-02-13,Board of Commissioners,regular,legislative/minutes/2018/2018-02-13_commission.md,legislative/raw/min_02132018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02132018.pdf,commission_meetings.php,16535,county_portal
2018-02-20,Board of Commissioners,regular,legislative/minutes/2018/2018-02-20_commission.md,legislative/raw/min_02202018(2).pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02202018(2).pdf,archive:minute_id=945,9825,county_portal
2018-02-27,Board of Commissioners,regular,legislative/minutes/2018/2018-02-27_commission.md,legislative/raw/min_02272018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02272018.pdf,commission_meetings.php,10206,county_portal
2018-03-13,Board of Commissioners,regular,legislative/minutes/2018/2018-03-13_commission.md,legislative/raw/min_03132018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03132018.pdf,commission_meetings.php,9543,county_portal
2018-03-20,Board of Commissioners,regular,legislative/minutes/2018/2018-03-20_commission.md,legislative/raw/min_03202018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03202018.pdf,commission_meetings.php,16618,county_portal
2018-03-27,Board of Commissioners,regular,legislative/minutes/2018/2018-03-27_commission.md,legislative/raw/min_03272018(1).pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03272018(1).pdf,archive:minute_id=954,9515,county_portal
2018-04-03,Board of Commissioners,regular,legislative/minutes/2018/2018-04-03_commission.md,legislative/raw/min_04032018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04032018.pdf,commission_meetings.php,4342,county_portal
2018-04-10,Board of Commissioners,regular,legislative/minutes/2018/2018-04-10_commission.md,legislative/raw/min_04102018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04102018.pdf,archive:minute_id=956,8136,county_portal
2018-04-17,Board of Commissioners,regular,legislative/minutes/2018/2018-04-17_commission.md,legislative/raw/min_04172018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04172018.pdf,commission_meetings.php,5059,county_portal
2018-04-24,Board of Commissioners,regular,legislative/minutes/2018/2018-04-24_commission.md,legislative/raw/min_04242018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04242018.pdf,commission_meetings.php,15595,county_portal
2018-05-01,Board of Commissioners,regular,legislative/minutes/2018/2018-05-01_commission.md,legislative/raw/min_05012018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05012018.pdf,archive:minute_id=964,17537,county_portal
2018-05-08,Board of Commissioners,regular,legislative/minutes/2018/2018-05-08_commission.md,legislative/raw/min_05082018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05082018.pdf,archive:minute_id=959,10975,county_portal
2018-05-15,Board of Commissioners,regular,legislative/minutes/2018/2018-05-15_commission.md,legislative/raw/min_05152018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05152018.pdf,commission_meetings.php,15545,county_portal
2018-05-22,Board of Commissioners,regular,legislative/minutes/2018/2018-05-22_commission.md,legislative/raw/min_05222018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05222018.pdf,commission_meetings.php,7337,county_portal
2018-05-29,Board of Commissioners,regular,legislative/minutes/2018/2018-05-29_commission.md,legislative/raw/min_05292018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05292018.pdf,commission_meetings.php,8648,county_portal
2018-06-05,Board of Commissioners,regular,legislative/minutes/2018/2018-06-05_commission.md,legislative/raw/min_06052018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06052018.pdf,commission_meetings.php,4981,county_portal
2018-06-12,Board of Commissioners,regular,legislative/minutes/2018/2018-06-12_commission.md,legislative/raw/min_06122018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06122018.pdf,commission_meetings.php,10779,county_portal
2018-06-19,Board of Commissioners,regular,legislative/minutes/2018/2018-06-19_commission.md,legislative/raw/min_06192018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06192018.pdf,archive:minute_id=969,15398,county_portal
2018-06-26,Board of Commissioners,regular,legislative/minutes/2018/2018-06-26_commission.md,legislative/raw/min_06262018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06262018.pdf,commission_meetings.php,11525,county_portal
2018-07-03,Board of Commissioners,regular,legislative/minutes/2018/2018-07-03_commission.md,legislative/raw/min_07032018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07032018.pdf,commission_meetings.php,18022,county_portal
2018-07-10,Board of Commissioners,regular,legislative/minutes/2018/2018-07-10_commission.md,legislative/raw/min_07102018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07102018.pdf,commission_meetings.php,14798,county_portal
2018-07-17,Board of Commissioners,regular,legislative/minutes/2018/2018-07-17_commission.md,legislative/raw/min_07172018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07172018.pdf,commission_meetings.php,8278,county_portal
2018-07-31,Board of Commissioners,regular,legislative/minutes/2018/2018-07-31_commission.md,legislative/raw/min_07312018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07312018.pdf,commission_meetings.php,13886,county_portal
2018-08-07,Board of Commissioners,regular,legislative/minutes/2018/2018-08-07_commission.md,legislative/raw/min_08072018(1).pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08072018(1).pdf,archive:minute_id=974,15570,county_portal
2018-08-14,Board of Commissioners,regular,legislative/minutes/2018/2018-08-14_commission.md,legislative/raw/min_08142018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08142018.pdf,commission_meetings.php,9218,county_portal
2018-08-21,Board of Commissioners,regular,legislative/minutes/2018/2018-08-21_commission.md,legislative/raw/min_08212018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08212018.pdf,archive:minute_id=976,10953,county_portal
2018-08-28,Board of Commissioners,regular,legislative/minutes/2018/2018-08-28_commission.md,legislative/raw/min_08282018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08282018.pdf,commission_meetings.php,21588,county_portal
2018-09-04,Board of Commissioners,regular,legislative/minutes/2018/2018-09-04_commission.md,legislative/raw/min_09042018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09042018.pdf,commission_meetings.php,9469,county_portal
2018-09-11,Board of Commissioners,regular,legislative/minutes/2018/2018-09-11_commission.md,legislative/raw/min_09112018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09112018.pdf,commission_meetings.php,33219,county_portal
2018-09-18,Board of Commissioners,regular,legislative/minutes/2018/2018-09-18_commission.md,legislative/raw/min_09182018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09182018.pdf,commission_meetings.php,16427,county_portal
2018-09-25,Board of Commissioners,regular,legislative/minutes/2018/2018-09-25_commission.md,legislative/raw/min_09252018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09252018.pdf,commission_meetings.php,6087,county_portal
2018-10-02,Board of Commissioners,regular,legislative/minutes/2018/2018-10-02_commission.md,legislative/raw/min_10022018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10022018.pdf,commission_meetings.php,12231,county_portal
2018-10-09,Board of Commissioners,regular,legislative/minutes/2018/2018-10-09_commission.md,legislative/raw/min_10092018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10092018.pdf,commission_meetings.php,6473,county_portal
2018-10-10,Board of Commissioners,work_session,legislative/minutes/2018/2018-10-10_commission.md,legislative/raw/min_10102018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10102018.pdf,archive:minute_id=983,22757,county_portal
2018-10-16,Board of Commissioners,regular,legislative/minutes/2018/2018-10-16_commission.md,legislative/raw/min_10162018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10162018.pdf,commission_meetings.php,9494,county_portal
2018-10-23,Board of Commissioners,regular,legislative/minutes/2018/2018-10-23_commission.md,legislative/raw/min_10232018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10232018.pdf,commission_meetings.php,4398,county_portal
2018-10-30,Board of Commissioners,regular,legislative/minutes/2018/2018-10-30_commission.md,legislative/raw/min_10302018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10302018.pdf,commission_meetings.php,18842,county_portal
2018-11-06,Board of Commissioners,regular,legislative/minutes/2018/2018-11-06_commission.md,legislative/raw/min_11062018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11062018.pdf,commission_meetings.php,8981,county_portal
2018-11-13,Board of Commissioners,regular,legislative/minutes/2018/2018-11-13_commission.md,legislative/raw/min_11132018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11132018.pdf,commission_meetings.php,9544,county_portal
2018-11-20,Board of Commissioners,regular,legislative/minutes/2018/2018-11-20_commission.md,legislative/raw/min_11202018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11202018.pdf,commission_meetings.php,10645,county_portal
2018-11-27,Board of Commissioners,regular,legislative/minutes/2018/2018-11-27_commission.md,legislative/raw/min_11272018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11272018.pdf,commission_meetings.php,30839,county_portal
2018-12-04,Board of Commissioners,regular,legislative/minutes/2018/2018-12-04_commission.md,legislative/raw/min_12042018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12042018.pdf,commission_meetings.php,22737,county_portal
2018-12-11,Board of Commissioners,regular,legislative/minutes/2018/2018-12-11_commission.md,legislative/raw/min_12112018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12112018.pdf,commission_meetings.php,18024,county_portal
2018-12-18,Board of Commissioners,regular,legislative/minutes/2018/2018-12-18_commission.md,legislative/raw/min_12182018.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12182018.pdf,commission_meetings.php,13990,county_portal
2019-01-08,Board of Commissioners,regular,legislative/minutes/2019/2019-01-08_commission.md,legislative/raw/min_01082019(1).pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01082019(1).pdf,archive:minute_id=992,6600,county_portal
2019-01-15,Board of Commissioners,regular,legislative/minutes/2019/2019-01-15_commission.md,legislative/raw/min_01152019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01152019.pdf,commission_meetings.php,8632,county_portal
2019-01-22,Board of Commissioners,regular,legislative/minutes/2019/2019-01-22_commission.md,legislative/raw/min_01222019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01222019.pdf,commission_meetings.php,8258,county_portal
2019-01-29,Board of Commissioners,regular,legislative/minutes/2019/2019-01-29_commission.md,legislative/raw/min_01292019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01292019.pdf,commission_meetings.php,7216,county_portal
2019-02-05,Board of Commissioners,regular,legislative/minutes/2019/2019-02-05_commission.md,legislative/raw/min_02052019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02052019.pdf,archive:minute_id=999,12704,county_portal
2019-02-12,Board of Commissioners,regular,legislative/minutes/2019/2019-02-12_commission.md,legislative/raw/min_02122019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02122019.pdf,commission_meetings.php,7257,county_portal
2019-02-19,Board of Commissioners,regular,legislative/minutes/2019/2019-02-19_commission.md,legislative/raw/min_02192019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02192019.pdf,commission_meetings.php,9545,county_portal
2019-02-26,Board of Commissioners,regular,legislative/minutes/2019/2019-02-26_commission.md,legislative/raw/min_02262019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02262019.pdf,commission_meetings.php,8578,county_portal
2019-03-12,Board of Commissioners,regular,legislative/minutes/2019/2019-03-12_commission.md,legislative/raw/min_03122019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03122019.pdf,archive:minute_id=1003,35928,county_portal
2019-03-19,Board of Commissioners,regular,legislative/minutes/2019/2019-03-19_commission.md,legislative/raw/min_03192019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03192019.pdf,commission_meetings.php,10258,county_portal
2019-03-26,Board of Commissioners,regular,legislative/minutes/2019/2019-03-26_commission.md,legislative/raw/min_03262019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03262019.pdf,commission_meetings.php,9423,county_portal
2019-04-02,Board of Commissioners,regular,legislative/minutes/2019/2019-04-02_commission.md,legislative/raw/min_04022019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04022019.pdf,commission_meetings.php,6436,county_portal
2019-04-09,Board of Commissioners,regular,legislative/minutes/2019/2019-04-09_commission.md,legislative/raw/min_04092019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04092019.pdf,commission_meetings.php,9011,county_portal
2019-04-16,Board of Commissioners,regular,legislative/minutes/2019/2019-04-16_commission.md,legislative/raw/min_04162019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04162019.pdf,archive:minute_id=1008,13597,county_portal
2019-04-23,Board of Commissioners,regular,legislative/minutes/2019/2019-04-23_commission.md,legislative/raw/min_04232019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04232019.pdf,commission_meetings.php,7631,county_portal
2019-04-30,Board of Commissioners,regular,legislative/minutes/2019/2019-04-30_commission.md,legislative/raw/min_04302019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04302019.pdf,commission_meetings.php,26221,county_portal
2019-05-07,Board of Commissioners,regular,legislative/minutes/2019/2019-05-07_commission.md,legislative/raw/min_05072019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05072019.pdf,commission_meetings.php,17656,county_portal
2019-05-28,Board of Commissioners,regular,legislative/minutes/2019/2019-05-28_commission.md,legislative/raw/min_05282019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05282019.pdf,commission_meetings.php,15681,county_portal
2019-06-04,Board of Commissioners,regular,legislative/minutes/2019/2019-06-04_commission.md,legislative/raw/min_06042019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06042019.pdf,commission_meetings.php,13616,county_portal
2019-06-11,Board of Commissioners,regular,legislative/minutes/2019/2019-06-11_commission.md,legislative/raw/min_06112019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06112019.pdf,commission_meetings.php,17528,county_portal
2019-06-18,Board of Commissioners,regular,legislative/minutes/2019/2019-06-18_commission.md,legislative/raw/min_06182019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06182019.pdf,commission_meetings.php,18613,county_portal
2019-06-25,Board of Commissioners,regular,legislative/minutes/2019/2019-06-25_commission.md,legislative/raw/min_06252019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06252019.pdf,commission_meetings.php,9281,county_portal
2019-07-02,Board of Commissioners,regular,legislative/minutes/2019/2019-07-02_commission.md,legislative/raw/min_07022019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07022019.pdf,commission_meetings.php,14413,county_portal
2019-07-09,Board of Commissioners,regular,legislative/minutes/2019/2019-07-09_commission.md,legislative/raw/min_07092019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07092019.pdf,commission_meetings.php,8494,county_portal
2019-07-16,Board of Commissioners,regular,legislative/minutes/2019/2019-07-16_commission.md,legislative/raw/min_07162019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07162019.pdf,commission_meetings.php,4784,county_portal
2019-07-23,Board of Commissioners,regular,legislative/minutes/2019/2019-07-23_commission.md,legislative/raw/min_07232019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07232019.pdf,commission_meetings.php,50139,county_portal
2019-07-30,Board of Commissioners,regular,legislative/minutes/2019/2019-07-30_commission.md,legislative/raw/min_07302019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07302019.pdf,commission_meetings.php,30148,county_portal
2019-08-06,Board of Commissioners,regular,legislative/minutes/2019/2019-08-06_commission.md,legislative/raw/min_08062019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08062019.pdf,commission_meetings.php,8805,county_portal
2019-08-13,Board of Commissioners,regular,legislative/minutes/2019/2019-08-13_commission.md,legislative/raw/min_08132019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08132019.pdf,commission_meetings.php,9838,county_portal
2019-08-20,Board of Commissioners,regular,legislative/minutes/2019/2019-08-20_commission.md,legislative/raw/min_08202019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08202019.pdf,commission_meetings.php,10454,county_portal
2019-08-27,Board of Commissioners,regular,legislative/minutes/2019/2019-08-27_commission.md,legislative/raw/min_08272019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08272019.pdf,commission_meetings.php,16307,county_portal
2019-09-03,Board of Commissioners,regular,legislative/minutes/2019/2019-09-03_commission.md,legislative/raw/min_09032019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09032019.pdf,commission_meetings.php,10171,county_portal
2019-09-10,Board of Commissioners,regular,legislative/minutes/2019/2019-09-10_commission.md,legislative/raw/min_09102019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09102019.pdf,commission_meetings.php,10488,county_portal
2019-09-17,Board of Commissioners,regular,legislative/minutes/2019/2019-09-17_commission.md,legislative/raw/min_09172019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09172019.pdf,commission_meetings.php,9825,county_portal
2019-09-24,Board of Commissioners,regular,legislative/minutes/2019/2019-09-24_commission.md,legislative/raw/min_09242019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09242019.pdf,commission_meetings.php,9691,county_portal
2019-10-08,Board of Commissioners,regular,legislative/minutes/2019/2019-10-08_commission.md,legislative/raw/min_10082019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10082019.pdf,commission_meetings.php,21932,county_portal
2019-10-15,Board of Commissioners,regular,legislative/minutes/2019/2019-10-15_commission.md,legislative/raw/min_10152019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10152019.pdf,commission_meetings.php,10485,county_portal
2019-10-22,Board of Commissioners,regular,legislative/minutes/2019/2019-10-22_commission.md,legislative/raw/min_10222019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10222019.pdf,commission_meetings.php,12393,county_portal
2019-10-29,Board of Commissioners,regular,legislative/minutes/2019/2019-10-29_commission.md,legislative/raw/min_10292019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10292019.pdf,commission_meetings.php,15095,county_portal
2019-11-05,Board of Commissioners,regular,legislative/minutes/2019/2019-11-05_commission.md,legislative/raw/min_11052019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11052019.pdf,commission_meetings.php,6341,county_portal
2019-11-12,Board of Commissioners,regular,legislative/minutes/2019/2019-11-12_commission.md,legislative/raw/min_11122019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11122019.pdf,commission_meetings.php,12910,county_portal
2019-11-19,Board of Commissioners,regular,legislative/minutes/2019/2019-11-19_commission.md,legislative/raw/min_11192019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11192019.pdf,commission_meetings.php,15146,county_portal
2019-11-26,Board of Commissioners,regular,legislative/minutes/2019/2019-11-26_commission.md,legislative/raw/min_11262019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11262019.pdf,commission_meetings.php,14250,county_portal
2019-12-03,Board of Commissioners,regular,legislative/minutes/2019/2019-12-03_commission.md,legislative/raw/min_12032019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12032019.pdf,commission_meetings.php,10106,county_portal
2019-12-10,Board of Commissioners,regular,legislative/minutes/2019/2019-12-10_commission.md,legislative/raw/min_12102019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12102019.pdf,commission_meetings.php,14327,county_portal
2019-12-17,Board of Commissioners,regular,legislative/minutes/2019/2019-12-17_commission.md,legislative/raw/min_12172019.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12172019.pdf,commission_meetings.php,12407,county_portal
2020-01-07,Board of Commissioners,regular,legislative/minutes/2020/2020-01-07_commission.md,legislative/raw/min_01072020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01072020.pdf,commission_meetings.php,33062,county_portal
2020-01-14,Board of Commissioners,regular,legislative/minutes/2020/2020-01-14_commission.md,legislative/raw/min_01142020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01142020.pdf,commission_meetings.php,9167,county_portal
2020-01-21,Board of Commissioners,regular,legislative/minutes/2020/2020-01-21_commission.md,legislative/raw/min_01212020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01212020.pdf,commission_meetings.php,12136,county_portal
2020-01-28,Board of Commissioners,regular,legislative/minutes/2020/2020-01-28_commission.md,legislative/raw/min_01282020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01282020.pdf,commission_meetings.php,13322,county_portal
2020-02-04,Board of Commissioners,regular,legislative/minutes/2020/2020-02-04_commission.md,legislative/raw/min_02042020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02042020.pdf,commission_meetings.php,10228,county_portal
2020-02-11,Board of Commissioners,regular,legislative/minutes/2020/2020-02-11_commission.md,legislative/raw/min_02112020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02112020.pdf,commission_meetings.php,14671,county_portal
2020-02-18,Board of Commissioners,regular,legislative/minutes/2020/2020-02-18_commission.md,legislative/raw/min_02182020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02182020.pdf,commission_meetings.php,6913,county_portal
2020-02-25,Board of Commissioners,regular,legislative/minutes/2020/2020-02-25_commission.md,legislative/raw/min_02252020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02252020.pdf,commission_meetings.php,24472,county_portal
2020-03-03,Board of Commissioners,regular,legislative/minutes/2020/2020-03-03_commission.md,legislative/raw/min_03032020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03032020.pdf,commission_meetings.php,11610,county_portal
2020-03-10,Board of Commissioners,regular,legislative/minutes/2020/2020-03-10_commission.md,legislative/raw/min_03102020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03102020.pdf,commission_meetings.php,10624,county_portal
2020-03-17,Board of Commissioners,regular,legislative/minutes/2020/2020-03-17_commission.md,legislative/raw/min_03172020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03172020.pdf,commission_meetings.php,11357,county_portal
2020-03-31,Board of Commissioners,regular,legislative/minutes/2020/2020-03-31_commission.md,legislative/raw/min_03312020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03312020.pdf,commission_meetings.php,8717,county_portal
