year,election_type,office,contest,precinct_code,precinct_name,candidate,votes
2019,municipal primary,Council,Logan City Council,33:5,33:5,Tom Jensen,12
2019,municipal primary,Council,Logan City Council,4,4,Abraham E. Verdoes,46
2019,municipal primary,Council,Logan City Council,4,4,Gary Poore,16
2019,municipal primary,Council,Logan City Council,4,4,Jeannie F. Simmonds,84
2019,municipal primary,Council,Logan City Council,4,4,Keegan Garrity,53
2019,municipal primary,Council,Logan City Council,4,4,Ken Heare,52
2019,municipal primary,Council,Logan City Council,4,4,Mark A. Anderson,134
2019,municipal primary,Council,Logan City Council,4,4,Tom Jensen,76
2019,municipal primary,Council,Logan City Council,5,5,Abraham E. Verdoes,65
2019,municipal primary,Council,Logan City Council,5,5,Gary Poore,30
2019,municipal primary,Council,Logan City Council,5,5,Jeannie F. Simmonds,138
2019,municipal primary,Council,Logan City Council,5,5,Keegan Garrity,57
2019,municipal primary,Council,Logan City Council,5,5,Ken Heare,80
2019,municipal primary,Council,Logan City Council,5,5,Mark A. Anderson,144
2019,municipal primary,Council,Logan City Council,5,5,Tom Jensen,85
2019,municipal primary,Council,Logan City Council,6,6,Abraham E. Verdoes,55
2019,municipal primary,Council,Logan City Council,6,6,Gary Poore,32
2019,municipal primary,Council,Logan City Council,6,6,Jeannie F. Simmonds,75
2019,municipal primary,Council,Logan City Council,6,6,Keegan Garrity,34
2019,municipal primary,Council,Logan City Council,6,6,Ken Heare,53
2019,municipal primary,Council,Logan City Council,6,6,Mark A. Anderson,90
2019,municipal primary,Council,Logan City Council,6,6,Tom Jensen,58
2019,municipal primary,Council,Logan City Council,7,7,Abraham E. Verdoes,17
2019,municipal primary,Council,Logan City Council,7,7,Gary Poore,2
2019,municipal primary,Council,Logan City Council,7,7,Jeannie F. Simmonds,37
2019,municipal primary,Council,Logan City Council,7,7,Keegan Garrity,18
2019,municipal primary,Council,Logan City Council,7,7,Ken Heare,31
2019,municipal primary,Council,Logan City Council,7,7,Mark A. Anderson,39
2019,municipal primary,Council,Logan City Council,7,7,Tom Jensen,24
2019,municipal primary,Council,Logan City Council,8,8,Abraham E. Verdoes,14
2019,municipal primary,Council,Logan City Council,8,8,Gary Poore,11
2019,municipal primary,Council,Logan City Council,8,8,Jeannie F. Simmonds,31
2019,municipal primary,Council,Logan City Council,8,8,Keegan Garrity,11
2019,municipal primary,Council,Logan City Council,8,8,Ken Heare,20
2019,municipal primary,Council,Logan City Council,8,8,Mark A. Anderson,25
2019,municipal primary,Council,Logan City Council,8,8,Tom Jensen,22
2019,municipal primary,Council,Logan City Council,9,9,Abraham E. Verdoes,28
2019,municipal primary,Council,Logan City Council,9,9,Gary Poore,11
2019,municipal primary,Council,Logan City Council,9,9,Jeannie F. Simmonds,61
2019,municipal primary,Council,Logan City Council,9,9,Keegan Garrity,29
2019,municipal primary,Council,Logan City Council,9,9,Ken Heare,39
2019,municipal primary,Council,Logan City Council,9,9,Mark A. Anderson,68
2019,municipal primary,Council,Logan City Council,9,9,Tom Jensen,52
2019,municipal primary,Council,Logan City Council,Provisional,Provisional,Abraham E. Verdoes,0
2019,municipal primary,Council,Logan City Council,Provisional,Provisional,Gary Poore,0
2019,municipal primary,Council,Logan City Council,Provisional,Provisional,Jeannie F. Simmonds,0
2019,municipal primary,Council,Logan City Council,Provisional,Provisional,Keegan Garrity,0
2019,municipal primary,Council,Logan City Council,Provisional,Provisional,Ken Heare,0
2019,municipal primary,Council,Logan City Council,Provisional,Provisional,Mark A. Anderson,0
2019,municipal primary,Council,Logan City Council,Provisional,Provisional,Tom Jensen,0
2021,municipal general,Council,Logan City Council,1,1,Amy Z. Anderson,105
2021,municipal general,Council,Logan City Council,1,1,Ernesto Lopez,107
2021,municipal general,Council,Logan City Council,1,1,Keegan Garrity,117
2021,municipal general,Council,Logan City Council,10,10,Amy Z. Anderson,64
2021,municipal general,Council,Logan City Council,10,10,Ernesto Lopez,59
2021,municipal general,Council,Logan City Council,10,10,Keegan Garrity,49
2021,municipal general,Council,Logan City Council,11,11,Amy Z. Anderson,81
2021,municipal general,Council,Logan City Council,11,11,Ernesto Lopez,76
2021,municipal general,Council,Logan City Council,11,11,Keegan Garrity,65
2021,municipal general,Council,Logan City Council,12,12,Amy Z. Anderson,11
2021,municipal general,Council,Logan City Council,12,12,Ernesto Lopez,13
2021,municipal general,Council,Logan City Council,12,12,Keegan Garrity,4
2021,municipal general,Council,Logan City Council,13,13,Amy Z. Anderson,314
2021,municipal general,Council,Logan City Council,13,13,Ernesto Lopez,303
2021,municipal general,Council,Logan City Council,13,13,Keegan Garrity,231
2021,municipal general,Council,Logan City Council,14,14,Amy Z. Anderson,154
2021,municipal general,Council,Logan City Council,14,14,Ernesto Lopez,160
2021,municipal general,Council,Logan City Council,14,14,Keegan Garrity,127
2021,municipal general,Council,Logan City Council,15,15,Amy Z. Anderson,51
2021,municipal general,Council,Logan City Council,15,15,Ernesto Lopez,57
2021,municipal general,Council,Logan City Council,15,15,Keegan Garrity,40
2021,municipal general,Council,Logan City Council,16,16,Amy Z. Anderson,131
2021,municipal general,Council,Logan City Council,16,16,Ernesto Lopez,144
2021,municipal general,Council,Logan City Council,16,16,Keegan Garrity,109
2021,municipal general,Council,Logan City Council,17,17,Amy Z. Anderson,106
2021,municipal general,Council,Logan City Council,17,17,Ernesto Lopez,89
2021,municipal general,Council,Logan City Council,17,17,Keegan Garrity,118
2021,municipal general,Council,Logan City Council,18,18,Amy Z. Anderson,32
2021,municipal general,Council,Logan City Council,18,18,Ernesto Lopez,33
2021,municipal general,Council,Logan City Council,18,18,Keegan Garrity,19
2021,municipal general,Council,Logan City Council,19,19,Amy Z. Anderson,37
2021,municipal general,Council,Logan City Council,19,19,Ernesto Lopez,47
2021,municipal general,Council,Logan City Council,19,19,Keegan Garrity,43
2021,municipal general,Council,Logan City Council,2,2,Amy Z. Anderson,82
2021,municipal general,Council,Logan City Council,2,2,Ernesto Lopez,94
2021,municipal general,Council,Logan City Council,2,2,Keegan Garrity,80
2021,municipal general,Council,Logan City Council,20,20,Amy Z. Anderson,308
2021,municipal general,Council,Logan City Council,20,20,Ernesto Lopez,257
2021,municipal general,Council,Logan City Council,20,20,Keegan Garrity,163
2021,municipal general,Council,Logan City Council,21,21,Amy Z. Anderson,207
2021,municipal general,Council,Logan City Council,21,21,Ernesto Lopez,235
2021,municipal general,Council,Logan City Council,21,21,Keegan Garrity,132
2021,municipal general,Council,Logan City Council,22,22,Amy Z. Anderson,393
2021,municipal general,Council,Logan City Council,22,22,Ernesto Lopez,354
2021,municipal general,Council,Logan City Council,22,22,Keegan Garrity,250
2021,municipal general,Council,Logan City Council,23,23,Amy Z. Anderson,11
2021,municipal general,Council,Logan City Council,23,23,Ernesto Lopez,18
2021,municipal general,Council,Logan City Council,23,23,Keegan Garrity,17
2021,municipal general,Council,Logan City Council,24,24,Amy Z. Anderson,91
2021,municipal general,Council,Logan City Council,24,24,Ernesto Lopez,97
2021,municipal general,Council,Logan City Council,24,24,Keegan Garrity,93
2021,municipal general,Council,Logan City Council,25,25,Amy Z. Anderson,136
2021,municipal general,Council,Logan City Council,25,25,Ernesto Lopez,148
2021,municipal general,Council,Logan City Council,25,25,Keegan Garrity,159
2021,municipal general,Council,Logan City Council,26,26,Amy Z. Anderson,155
2021,municipal general,Council,Logan City Council,26,26,Ernesto Lopez,136
2021,municipal general,Council,Logan City Council,26,26,Keegan Garrity,112
2021,municipal general,Council,Logan City Council,27,27,Amy Z. Anderson,140
2021,municipal general,Council,Logan City Council,27,27,Ernesto Lopez,130
2021,municipal general,Council,Logan City Council,27,27,Keegan Garrity,169
2021,municipal general,Council,Logan City Council,28,28,Amy Z. Anderson,40
2021,municipal general,Council,Logan City Council,28,28,Ernesto Lopez,32
2021,municipal general,Council,Logan City Council,28,28,Keegan Garrity,26
2021,municipal general,Council,Logan City Council,29,29,Amy Z. Anderson,346
2021,municipal general,Council,Logan City Council,29,29,Ernesto Lopez,321
2021,municipal general,Council,Logan City Council,29,29,Keegan Garrity,236
2021,municipal general,Council,Logan City Council,3,3,Amy Z. Anderson,119
2021,municipal general,Council,Logan City Council,3,3,Ernesto Lopez,129
2021,municipal general,Council,Logan City Council,3,3,Keegan Garrity,191
2021,municipal general,Council,Logan City Council,30,30,Amy Z. Anderson,153
2021,municipal general,Council,Logan City Council,30,30,Ernesto Lopez,171
2021,municipal general,Council,Logan City Council,30,30,Keegan Garrity,135
2021,municipal general,Council,Logan City Council,31,31,Amy Z. Anderson,90
2021,municipal general,Council,Logan City Council,31,31,Ernesto Lopez,72
2021,municipal general,Council,Logan City Council,31,31,Keegan Garrity,72
2021,municipal general,Council,Logan City Council,32,32,Amy Z. Anderson,64
2021,municipal general,Council,Logan City Council,32,32,Ernesto Lopez,60
2021,municipal general,Council,Logan City Council,32,32,Keegan Garrity,57
2021,municipal general,Council,Logan City Council,33,33,Amy Z. Anderson,98
2021,municipal general,Council,Logan City Council,33,33,Ernesto Lopez,181
2021,municipal general,Council,Logan City Council,33,33,Keegan Garrity,239
2021,municipal general,Council,Logan City Council,33:5,33:5,Amy Z. Anderson,28
2021,municipal general,Council,Logan City Council,33:5,33:5,Ernesto Lopez,34
2021,municipal general,Council,Logan City Council,33:5,33:5,Keegan Garrity,49
2021,municipal general,Council,Logan City Council,4,4,Amy Z. Anderson,154
2021,municipal general,Council,Logan City Council,4,4,Ernesto Lopez,146
2021,municipal general,Council,Logan City Council,4,4,Keegan Garrity,135
2021,municipal general,Council,Logan City Council,5,5,Amy Z. Anderson,184
2021,municipal general,Council,Logan City Council,5,5,Ernesto Lopez,220
2021,municipal general,Council,Logan City Council,5,5,Keegan Garrity,184
2021,municipal general,Council,Logan City Council,6,6,Amy Z. Anderson,118
2021,municipal general,Council,Logan City Council,6,6,Ernesto Lopez,125
2021,municipal general,Council,Logan City Council,6,6,Keegan Garrity,98
2021,municipal general,Council,Logan City Council,7,7,Amy Z. Anderson,46
2021,municipal general,Council,Logan City Council,7,7,Ernesto Lopez,56
2021,municipal general,Council,Logan City Council,7,7,Keegan Garrity,50
2021,municipal general,Council,Logan City Council,8,8,Amy Z. Anderson,57
2021,municipal general,Council,Logan City Council,8,8,Ernesto Lopez,46
2021,municipal general,Council,Logan City Council,8,8,Keegan Garrity,29
2021,municipal general,Council,Logan City Council,9,9,Amy Z. Anderson,101
2021,municipal general,Council,Logan City Council,9,9,Ernesto Lopez,118
2021,municipal general,Council,Logan City Council,9,9,Keegan Garrity,98
2021,municipal general,Council,Logan City Council,Provisional,Provisional,Amy Z. Anderson,30
2021,municipal general,Council,Logan City Council,Provisional,Provisional,Ernesto Lopez,45
2021,municipal general,Council,Logan City Council,Provisional,Provisional,Keegan Garrity,37
2021,municipal general,Mayor,Logan Mayor,1,1,Dee Jones,77
2021,municipal general,Mayor,Logan Mayor,1,1,Holly H. Daines,101
2021,municipal general,Mayor,Logan Mayor,10,10,Dee Jones,32
2021,municipal general,Mayor,Logan Mayor,10,10,Holly H. Daines,62
2021,municipal general,Mayor,Logan Mayor,11,11,Dee Jones,39
2021,municipal general,Mayor,Logan Mayor,11,11,Holly H. Daines,76
2021,municipal general,Mayor,Logan Mayor,12,12,Dee Jones,2
2021,municipal general,Mayor,Logan Mayor,12,12,Holly H. Daines,12
2021,municipal general,Mayor,Logan Mayor,13,13,Dee Jones,132
2021,municipal general,Mayor,Logan Mayor,13,13,Holly H. Daines,321
2021,municipal general,Mayor,Logan Mayor,14,14,Dee Jones,83
2021,municipal general,Mayor,Logan Mayor,14,14,Holly H. Daines,157
2021,municipal general,Mayor,Logan Mayor,15,15,Dee Jones,33
2021,municipal general,Mayor,Logan Mayor,15,15,Holly H. Daines,47
2021,municipal general,Mayor,Logan Mayor,16,16,Dee Jones,77
2021,municipal general,Mayor,Logan Mayor,16,16,Holly H. Daines,129
2021,municipal general,Mayor,Logan Mayor,17,17,Dee Jones,82
2021,municipal general,Mayor,Logan Mayor,17,17,Holly H. Daines,87
2021,municipal general,Mayor,Logan Mayor,18,18,Dee Jones,12
2021,municipal general,Mayor,Logan Mayor,18,18,Holly H. Daines,35
2021,municipal general,Mayor,Logan Mayor,19,19,Dee Jones,23
2021,municipal general,Mayor,Logan Mayor,19,19,Holly H. Daines,41
2021,municipal general,Mayor,Logan Mayor,2,2,Dee Jones,69
2021,municipal general,Mayor,Logan Mayor,2,2,Holly H. Daines,73
2021,municipal general,Mayor,Logan Mayor,20,20,Dee Jones,95
2021,municipal general,Mayor,Logan Mayor,20,20,Holly H. Daines,287
2021,municipal general,Mayor,Logan Mayor,21,21,Dee Jones,109
2021,municipal general,Mayor,Logan Mayor,21,21,Holly H. Daines,194
2021,municipal general,Mayor,Logan Mayor,22,22,Dee Jones,164
2021,municipal general,Mayor,Logan Mayor,22,22,Holly H. Daines,365
2021,municipal general,Mayor,Logan Mayor,23,23,Dee Jones,11
2021,municipal general,Mayor,Logan Mayor,23,23,Holly H. Daines,12
2021,municipal general,Mayor,Logan Mayor,24,24,Dee Jones,66
2021,municipal general,Mayor,Logan Mayor,24,24,Holly H. Daines,80
2021,municipal general,Mayor,Logan Mayor,25,25,Dee Jones,126
2021,municipal general,Mayor,Logan Mayor,25,25,Holly H. Daines,119
2021,municipal general,Mayor,Logan Mayor,26,26,Dee Jones,74
2021,municipal general,Mayor,Logan Mayor,26,26,Holly H. Daines,141
2021,municipal general,Mayor,Logan Mayor,27,27,Dee Jones,118
2021,municipal general,Mayor,Logan Mayor,27,27,Holly H. Daines,119
2021,municipal general,Mayor,Logan Mayor,28,28,Dee Jones,13
2021,municipal general,Mayor,Logan Mayor,28,28,Holly H. Daines,38
2021,municipal general,Mayor,Logan Mayor,29,29,Dee Jones,124
2021,municipal general,Mayor,Logan Mayor,29,29,Holly H. Daines,354
2021,municipal general,Mayor,Logan Mayor,3,3,Dee Jones,117
2021,municipal general,Mayor,Logan Mayor,3,3,Holly H. Daines,125
2021,municipal general,Mayor,Logan Mayor,30,30,Dee Jones,92
2021,municipal general,Mayor,Logan Mayor,30,30,Holly H. Daines,153
2021,municipal general,Mayor,Logan Mayor,31,31,Dee Jones,50
2021,municipal general,Mayor,Logan Mayor,31,31,Holly H. Daines,73
2021,municipal general,Mayor,Logan Mayor,32,32,Dee Jones,37
2021,municipal general,Mayor,Logan Mayor,32,32,Holly H. Daines,58
2021,municipal general,Mayor,Logan Mayor,33,33,Dee Jones,156
2021,municipal general,Mayor,Logan Mayor,33,33,Holly H. Daines,127
2021,municipal general,Mayor,Logan Mayor,33:5,33:5,Dee Jones,31
2021,municipal general,Mayor,Logan Mayor,33:5,33:5,Holly H. Daines,31
2021,municipal general,Mayor,Logan Mayor,4,4,Dee Jones,99
2021,municipal general,Mayor,Logan Mayor,4,4,Holly H. Daines,133
2021,municipal general,Mayor,Logan Mayor,5,5,Dee Jones,130
2021,municipal general,Mayor,Logan Mayor,5,5,Holly H. Daines,186
2021,municipal general,Mayor,Logan Mayor,6,6,Dee Jones,67
2021,municipal general,Mayor,Logan Mayor,6,6,Holly H. Daines,116
2021,municipal general,Mayor,Logan Mayor,7,7,Dee Jones,27
2021,municipal general,Mayor,Logan Mayor,7,7,Holly H. Daines,56
2021,municipal general,Mayor,Logan Mayor,8,8,Dee Jones,20
2021,municipal general,Mayor,Logan Mayor,8,8,Holly H. Daines,52
2021,municipal general,Mayor,Logan Mayor,9,9,Dee Jones,76
2021,municipal general,Mayor,Logan Mayor,9,9,Holly H. Daines,101
2021,municipal general,Mayor,Logan Mayor,Provisional,Provisional,Dee Jones,22
2021,municipal general,Mayor,Logan Mayor,Provisional,Provisional,Holly H. Daines,39
2021,municipal primary,Mayor,Logan Mayor,1,1,Dee Jones,51
2021,municipal primary,Mayor,Logan Mayor,1,1,Holly H. Daines,66
2021,municipal primary,Mayor,Logan Mayor,1,1,R. Lowell Huber,4
2021,municipal primary,Mayor,Logan Mayor,10,10,Dee Jones,28
2021,municipal primary,Mayor,Logan Mayor,10,10,Holly H. Daines,49
2021,municipal primary,Mayor,Logan Mayor,10,10,R. Lowell Huber,1
2021,municipal primary,Mayor,Logan Mayor,11,11,Dee Jones,32
2021,municipal primary,Mayor,Logan Mayor,11,11,Holly H. Daines,54
2021,municipal primary,Mayor,Logan Mayor,11,11,R. Lowell Huber,6
2021,municipal primary,Mayor,Logan Mayor,12,12,Dee Jones,2
2021,municipal primary,Mayor,Logan Mayor,12,12,Holly H. Daines,6
2021,municipal primary,Mayor,Logan Mayor,12,12,R. Lowell Huber,1
2021,municipal primary,Mayor,Logan Mayor,13,13,Dee Jones,70
2021,municipal primary,Mayor,Logan Mayor,13,13,Holly H. Daines,279
2021,municipal primary,Mayor,Logan Mayor,13,13,R. Lowell Huber,9
2021,municipal primary,Mayor,Logan Mayor,14,14,Dee Jones,66
2021,municipal primary,Mayor,Logan Mayor,14,14,Holly H. Daines,148
2021,municipal primary,Mayor,Logan Mayor,14,14,R. Lowell Huber,5
2021,municipal primary,Mayor,Logan Mayor,15,15,Dee Jones,25
2021,municipal primary,Mayor,Logan Mayor,15,15,Holly H. Daines,30
2021,municipal primary,Mayor,Logan Mayor,15,15,R. Lowell Huber,8
2021,municipal primary,Mayor,Logan Mayor,16,16,Dee Jones,63
2021,municipal primary,Mayor,Logan Mayor,16,16,Holly H. Daines,116
2021,municipal primary,Mayor,Logan Mayor,16,16,R. Lowell Huber,6
2021,municipal primary,Mayor,Logan Mayor,17,17,Dee Jones,50
2021,municipal primary,Mayor,Logan Mayor,17,17,Holly H. Daines,67
2021,municipal primary,Mayor,Logan Mayor,17,17,R. Lowell Huber,5
2021,municipal primary,Mayor,Logan Mayor,18,18,Dee Jones,8
2021,municipal primary,Mayor,Logan Mayor,18,18,Holly H. Daines,35
2021,municipal primary,Mayor,Logan Mayor,18,18,R. Lowell Huber,1
2021,municipal primary,Mayor,Logan Mayor,19,19,Dee Jones,14
2021,municipal primary,Mayor,Logan Mayor,19,19,Holly H. Daines,27
2021,municipal primary,Mayor,Logan Mayor,19,19,R. Lowell Huber,0
2021,municipal primary,Mayor,Logan Mayor,2,2,Dee Jones,58
2021,municipal primary,Mayor,Logan Mayor,2,2,Holly H. Daines,61
2021,municipal primary,Mayor,Logan Mayor,2,2,R. Lowell Huber,9
2021,municipal primary,Mayor,Logan Mayor,20,20,Dee Jones,62
2021,municipal primary,Mayor,Logan Mayor,20,20,Holly H. Daines,219
2021,municipal primary,Mayor,Logan Mayor,20,20,R. Lowell Huber,4
2021,municipal primary,Mayor,Logan Mayor,21,21,Dee Jones,74
2021,municipal primary,Mayor,Logan Mayor,21,21,Holly H. Daines,173
2021,municipal primary,Mayor,Logan Mayor,21,21,R. Lowell Huber,8
2021,municipal primary,Mayor,Logan Mayor,22,22,Dee Jones,108
2021,municipal primary,Mayor,Logan Mayor,22,22,Holly H. Daines,276
2021,municipal primary,Mayor,Logan Mayor,22,22,R. Lowell Huber,14
2021,municipal primary,Mayor,Logan Mayor,23,23,Dee Jones,4
2021,municipal primary,Mayor,Logan Mayor,23,23,Holly H. Daines,19
2021,municipal primary,Mayor,Logan Mayor,23,23,R. Lowell Huber,2
2021,municipal primary,Mayor,Logan Mayor,24,24,Dee Jones,40
2021,municipal primary,Mayor,Logan Mayor,24,24,Holly H. Daines,61
2021,municipal primary,Mayor,Logan Mayor,24,24,R. Lowell Huber,2
2021,municipal primary,Mayor,Logan Mayor,25,25,Dee Jones,75
2021,municipal primary,Mayor,Logan Mayor,25,25,Holly H. Daines,97
2021,municipal primary,Mayor,Logan Mayor,25,25,R. Lowell Huber,12
2021,municipal primary,Mayor,Logan Mayor,26,26,Dee Jones,52
2021,municipal primary,Mayor,Logan Mayor,26,26,Holly H. Daines,119
2021,municipal primary,Mayor,Logan Mayor,26,26,R. Lowell Huber,9
2021,municipal primary,Mayor,Logan Mayor,27,27,Dee Jones,67
2021,municipal primary,Mayor,Logan Mayor,27,27,Holly H. Daines,87
2021,municipal primary,Mayor,Logan Mayor,27,27,R. Lowell Huber,10
2021,municipal primary,Mayor,Logan Mayor,28,28,Dee Jones,12
2021,municipal primary,Mayor,Logan Mayor,28,28,Holly H. Daines,33
2021,municipal primary,Mayor,Logan Mayor,28,28,R. Lowell Huber,1
2021,municipal primary,Mayor,Logan Mayor,29,29,Dee Jones,112
2021,municipal primary,Mayor,Logan Mayor,29,29,Holly H. Daines,321
2021,municipal primary,Mayor,Logan Mayor,29,29,R. Lowell Huber,7
2021,municipal primary,Mayor,Logan Mayor,3,3,Dee Jones,50
2021,municipal primary,Mayor,Logan Mayor,3,3,Holly H. Daines,96
2021,municipal primary,Mayor,Logan Mayor,3,3,R. Lowell Huber,2
2021,municipal primary,Mayor,Logan Mayor,30,30,Dee Jones,60
2021,municipal primary,Mayor,Logan Mayor,30,30,Holly H. Daines,118
2021,municipal primary,Mayor,Logan Mayor,30,30,R. Lowell Huber,9
2021,municipal primary,Mayor,Logan Mayor,31,31,Dee Jones,37
2021,municipal primary,Mayor,Logan Mayor,31,31,Holly H. Daines,67
2021,municipal primary,Mayor,Logan Mayor,31,31,R. Lowell Huber,4
2021,municipal primary,Mayor,Logan Mayor,32,32,Dee Jones,27
2021,municipal primary,Mayor,Logan Mayor,32,32,Holly H. Daines,49
2021,municipal primary,Mayor,Logan Mayor,32,32,R. Lowell Huber,1
2021,municipal primary,Mayor,Logan Mayor,33,33,Dee Jones,79
2021,municipal primary,Mayor,Logan Mayor,33,33,Holly H. Daines,95
2021,municipal primary,Mayor,Logan Mayor,33,33,R. Lowell Huber,8
2021,municipal primary,Mayor,Logan Mayor,33:5,33:5,Dee Jones,17
2021,municipal primary,Mayor,Logan Mayor,33:5,33:5,Holly H. Daines,14
2021,municipal primary,Mayor,Logan Mayor,33:5,33:5,R. Lowell Huber,1
2021,municipal primary,Mayor,Logan Mayor,4,4,Dee Jones,73
2021,municipal primary,Mayor,Logan Mayor,4,4,Holly H. Daines,93
2021,municipal primary,Mayor,Logan Mayor,4,4,R. Lowell Huber,9
2021,municipal primary,Mayor,Logan Mayor,5,5,Dee Jones,78
2021,municipal primary,Mayor,Logan Mayor,5,5,Holly H. Daines,134
2021,municipal primary,Mayor,Logan Mayor,5,5,R. Lowell Huber,3
2021,municipal primary,Mayor,Logan Mayor,6,6,Dee Jones,31
2021,municipal primary,Mayor,Logan Mayor,6,6,Holly H. Daines,115
2021,municipal primary,Mayor,Logan Mayor,6,6,R. Lowell Huber,12
2021,municipal primary,Mayor,Logan Mayor,7,7,Dee Jones,15
2021,municipal primary,Mayor,Logan Mayor,7,7,Holly H. Daines,40
2021,municipal primary,Mayor,Logan Mayor,7,7,R. Lowell Huber,4
2021,municipal primary,Mayor,Logan Mayor,8,8,Dee Jones,10
2021,municipal primary,Mayor,Logan Mayor,8,8,Holly H. Daines,47
2021,municipal primary,Mayor,Logan Mayor,8,8,R. Lowell Huber,3
2021,municipal primary,Mayor,Logan Mayor,9,9,Dee Jones,46
2021,municipal primary,Mayor,Logan Mayor,9,9,Holly H. Daines,72
2021,municipal primary,Mayor,Logan Mayor,9,9,R. Lowell Huber,12
2023,municipal general,Council,Logan City Council,LOG01:I,LOG01:I,ERIN BENNETT,48
2023,municipal general,Council,Logan City Council,LOG01:I,LOG01:I,JEANNIE F. SIMMONDS,89
2023,municipal general,Council,Logan City Council,LOG01:I,LOG01:I,JOE NEEDHAM,70
2023,municipal general,Council,Logan City Council,LOG01:I,LOG01:I,KATIE LEE-KOVEN,84
2023,municipal general,Council,Logan City Council,LOG01:I,LOG01:I,MARK A. ANDERSON,138
2023,municipal general,Council,Logan City Council,LOG01:I,LOG01:I,MIKE JOHNSON,114
2023,municipal general,Council,Logan City Council,LOG02:I,LOG02:I,ERIN BENNETT,36
2023,municipal general,Council,Logan City Council,LOG02:I,LOG02:I,JEANNIE F. SIMMONDS,44
2023,municipal general,Council,Logan City Council,LOG02:I,LOG02:I,JOE NEEDHAM,53
2023,municipal general,Council,Logan City Council,LOG02:I,LOG02:I,KATIE LEE-KOVEN,65
2023,municipal general,Council,Logan City Council,LOG02:I,LOG02:I,MARK A. ANDERSON,71
2023,municipal general,Council,Logan City Council,LOG02:I,LOG02:I,MIKE JOHNSON,71
2023,municipal general,Council,Logan City Council,LOG03:I,LOG03:I,ERIN BENNETT,49
2023,municipal general,Council,Logan City Council,LOG03:I,LOG03:I,JEANNIE F. SIMMONDS,96
2023,municipal general,Council,Logan City Council,LOG03:I,LOG03:I,JOE NEEDHAM,77
2023,municipal general,Council,Logan City Council,LOG03:I,LOG03:I,KATIE LEE-KOVEN,69
2023,municipal general,Council,Logan City Council,LOG03:I,LOG03:I,MARK A. ANDERSON,124
2023,municipal general,Council,Logan City Council,LOG03:I,LOG03:I,MIKE JOHNSON,92
2023,municipal general,Council,Logan City Council,LOG04:I,LOG04:I,ERIN BENNETT,51
2023,municipal general,Council,Logan City Council,LOG04:I,LOG04:I,JEANNIE F. SIMMONDS,132
2023,municipal general,Council,Logan City Council,LOG04:I,LOG04:I,JOE NEEDHAM,128
2023,municipal general,Council,Logan City Council,LOG04:I,LOG04:I,KATIE LEE-KOVEN,110
2023,municipal general,Council,Logan City Council,LOG04:I,LOG04:I,MARK A. ANDERSON,170
2023,municipal general,Council,Logan City Council,LOG04:I,LOG04:I,MIKE JOHNSON,130
2023,municipal general,Council,Logan City Council,LOG05:I,LOG05:I,ERIN BENNETT,13
2023,municipal general,Council,Logan City Council,LOG05:I,LOG05:I,JEANNIE F. SIMMONDS,33
2023,municipal general,Council,Logan City Council,LOG05:I,LOG05:I,JOE NEEDHAM,36
2023,municipal general,Council,Logan City Council,LOG05:I,LOG05:I,KATIE LEE-KOVEN,35
2023,municipal general,Council,Logan City Council,LOG05:I,LOG05:I,MARK A. ANDERSON,43
2023,municipal general,Council,Logan City Council,LOG05:I,LOG05:I,MIKE JOHNSON,30
2023,municipal general,Council,Logan City Council,LOG06:I,LOG06:I,ERIN BENNETT,24
2023,municipal general,Council,Logan City Council,LOG06:I,LOG06:I,JEANNIE F. SIMMONDS,36
2023,municipal general,Council,Logan City Council,LOG06:I,LOG06:I,JOE NEEDHAM,32
2023,municipal general,Council,Logan City Council,LOG06:I,LOG06:I,KATIE LEE-KOVEN,43
2023,municipal general,Council,Logan City Council,LOG06:I,LOG06:I,MARK A. ANDERSON,45
2023,municipal general,Council,Logan City Council,LOG06:I,LOG06:I,MIKE JOHNSON,43
2023,municipal general,Council,Logan City Council,LOG07:I,LOG07:I,ERIN BENNETT,35
2023,municipal general,Council,Logan City Council,LOG07:I,LOG07:I,JEANNIE F. SIMMONDS,131
2023,municipal general,Council,Logan City Council,LOG07:I,LOG07:I,JOE NEEDHAM,130
2023,municipal general,Council,Logan City Council,LOG07:I,LOG07:I,KATIE LEE-KOVEN,125
2023,municipal general,Council,Logan City Council,LOG07:I,LOG07:I,MARK A. ANDERSON,194
2023,municipal general,Council,Logan City Council,LOG07:I,LOG07:I,MIKE JOHNSON,105
2023,municipal general,Council,Logan City Council,LOG08:I,LOG08:I,ERIN BENNETT,47
2023,municipal general,Council,Logan City Council,LOG08:I,LOG08:I,JEANNIE F. SIMMONDS,171
2023,municipal general,Council,Logan City Council,LOG08:I,LOG08:I,JOE NEEDHAM,148
2023,municipal general,Council,Logan City Council,LOG08:I,LOG08:I,KATIE LEE-KOVEN,183
2023,municipal general,Council,Logan City Council,LOG08:I,LOG08:I,MARK A. ANDERSON,221
2023,municipal general,Council,Logan City Council,LOG08:I,LOG08:I,MIKE JOHNSON,177
2023,municipal general,Council,Logan City Council,LOG09:I,LOG09:I,ERIN BENNETT,52
2023,municipal general,Council,Logan City Council,LOG09:I,LOG09:I,JEANNIE F. SIMMONDS,122
2023,municipal general,Council,Logan City Council,LOG09:I,LOG09:I,JOE NEEDHAM,131
