ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,linkage_note,minutes_source
,2022-10-25,2022-10-25,approve the ordinance amending the Current Fiscal Year 2022- 2023 Budget,meeting_minutes/minutes/2022/2022-10-24/2022-10-25_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,5-0 Pass,2022-10-25,6,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-10-24/2022-10-25_city-council.md
,2022-11-09,2022-11-09,"approve the ordinance enacting Section 22-11-64 PD51 (River District -720 North 1550 East) zone, and Appendix ""YY"" of the Orem City Code, and amending Article 22-5-(A) and the zoning map of the City of Orem by changing the zone of 3.15 acres from the Business Park (BP) zone to the PD51 zone at approximately 720 North 1550 East",meeting_minutes/minutes/2022/2022-11-07/2022-11-09_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-0 Pass,2022-11-09,1,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-11-07/2022-11-09_city-council.md
,2022-11-09,2022-11-09,approve the ordinance amending a portion of Appendix A of the Orem City Code by amending the Standard Lane Use (SLU) Code 5811 Fast Food and making such use permitted in the Business Park (BP) zone; and amending Section 22- 9-8(1) Miscellaneous Regulations for Manufacturing and Research and Development Zones to allow fast food restaurants with a drive-thru; and to make architectural standards consistent throughout the west side development project area in the Business Park (BP) zone located at a,meeting_minutes/minutes/2022/2022-11-07/2022-11-09_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2022-11-09,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-11-07/2022-11-09_city-council.md
,2022-12-13,2022-12-13,"approve the ordinance enacting Section 22-11-64 PDS1 (River District - 720 North 1550 East) zone, and Appendix ""YY"" of the Orem City Code, and amending Article 22-5-(A) and the zoning map of the City of Orem by changing the zone of 3.15 acres from the Business Park (BP) zone to the PDS1 zone at approximately 720 North 1550 East. Mrs. Debby",meeting_minutes/minutes/2022/2022-12-12/2022-12-13_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-0 Pass,2022-12-13,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-12-12/2022-12-13_city-council.md
,2022-12-13,2022-12-13,approve the ordinance amending a portion of Appendix A of the Orem City Code by amending the Standard Lane Use (SLU) Code 5811 Fast Food and making such use permitted in the Business Park (BP) zone; and amending Section 22-9-8(1) Miscellaneous Regulations for Manufacturing and Research and Development Zones to allow fast food restaurants with a drive-thru; and to make architectural standards consistent throughout the west side development project area in the Business Park (BP) zone located at ap,meeting_minutes/minutes/2022/2022-12-12/2022-12-13_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2022-12-13,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-12-12/2022-12-13_city-council.md
,2023-01-24,2023-01-24,approve the ORDINANCE - Amended Section 2-7-6 of the Orem City Code by enacting Subsection 2-7-6(S) Extension of Existing Contract in Unfavorable Procurement Environment,meeting_minutes/minutes/2023/2023-01-23/2023-01-24_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2023-01-24,1,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2023/2023-01-23/2023-01-24_city-council.md
,2023-05-16,2023-05-16,approve the Fiscal Year 2023-2024 CARE Tax awards as outlined in Exhibit A of the ordinance,meeting_minutes/minutes/2023/2023-05-15/2023-05-16_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2023-05-16,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2023/2023-05-15/2023-05-16_city-council.md
,2023-05-16,2023-05-16,"by ordinance, to amend Section 2-3-10 (Functions of City Council) to authorize the City Council to retain separate legal counsel",meeting_minutes/minutes/2023/2023-05-15/2023-05-16_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,4-3 Pass,2023-05-16,7,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2023/2023-05-15/2023-05-16_city-council.md
,2023-06-13,2023-06-13,"recommends to the City Council by ordinance to approve and adopt the Fiscal Year 2023-2024 Budget, adopt the compensation programs, adopt the fees and charges schedule, set the property tax, franchise tax, municipal energy sales and use tax, telecommunications license tax, transient room tax and E-911 fee rates",meeting_minutes/minutes/2023/2023-06-12/2023-06-13_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2023-06-13,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2023/2023-06-12/2023-06-13_city-council.md
,2023-11-14,2023-11-14,adopt the Park Lighting and Closure Ordinance,meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2023-11-14,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council.md
,2023-12-29,2023-12-29,"adopt an ordinance reauthorizing a Cultural Arts and Recreation Enrichment (CARE) Tax, settling an effective date for the tax, and authorizing the Mayor and/or City Manager to provide any notice and to sign any documents required to impose the tax,",meeting_minutes/minutes/2023/2023-12-25/2023-12-29_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2023-12-29,1,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2023/2023-12-25/2023-12-29_city-council.md
,2024-01-23,2024-01-23,approve by ordinance the adjustment of a common boundary between the City of Orem and Provo City located near the intersection of 1030 East and 1630 South (Orem address) and the City Council's desire is that the road stays closed and not connect with Provo,meeting_minutes/minutes/2024/2024-01-22/2024-01-23_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2024-01-23,1,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-01-22/2024-01-23_city-council.md
,2024-01-23,2024-01-23,"approve by ordinance the adjustment of a common boundary between the City of Orem and Provo City to place approximately 77,410 square feet of property located at approximately 2000 South and Columbia Lane (Orem address) entirely within the City of Orem",meeting_minutes/minutes/2024/2024-01-22/2024-01-23_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2024-01-23,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-01-22/2024-01-23_city-council.md
,2024-01-23,2024-01-23,approve by ordinance the adjustment of a common boundary between the City of Orem and Provo City to place approximately 3.18 acres of property located at approximately 700 North 1550 East (Orem address) entirely within Provo City,meeting_minutes/minutes/2024/2024-01-22/2024-01-23_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2024-01-23,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-01-22/2024-01-23_city-council.md
,2024-02-13,2024-02-13,approve by ordinance the amending of the sign zone for property located at 1249 South Geneva Road in the C2 zone by adding sign zone C to the property with setback of 50 feet on both frontages,meeting_minutes/minutes/2024/2024-02-12/2024-02-13_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2024-02-13,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-02-12/2024-02-13_city-council.md
,2024-02-27,2024-02-27,adopt the ordinance amending the fiscal year 2023-2024 budget,meeting_minutes/minutes/2024/2024-02-26/2024-02-27_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2024-02-27,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-02-26/2024-02-27_city-council.md
,2024-04-09,2024-04-09,approve by ordinance to enacting Article 22-11-66 (PD-53 zone) and Appendix OO of the Orem City code and amending Article 22-5-3(A) and the zoning map of the City of Orem by rezoning the property located generally at 1960 North State Street from the C2 zone to the PD-53 zone (approximately 6.8 acres) with the modification that building 3 north facing doors are egress only and developers will note the concept plan to reflect,meeting_minutes/minutes/2024/2024-04-08/2024-04-09_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-0 Pass,2024-04-09,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-04-08/2024-04-09_city-council.md
,2024-04-09,2024-04-09,approve by ordinance the amending of Section 2-7-5 of the Orem City Code (Choice of Bid Process),meeting_minutes/minutes/2024/2024-04-08/2024-04-09_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2024-04-09,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-04-08/2024-04-09_city-council.md
,2024-04-23,2024-04-23,approve by ordinance the City Manager,meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2024-04-23,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council.md
,2024-04-23,2024-04-23,approve by ordinance to Amending Article 22-11-41 of the Orem City Code to include an optional use of interior climate-controlled storage units as a permitted use; amending Article 22-5-3(A) and the zoning map of the City of Orem by rezoning the property located generally at 1385 West 1600 North from the HS zone to the PD28 zone; and amending Appendix L by adding the concept plans and building elevations for the Citadel Storage development as a permitted use in the PD-41,meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2024-04-23,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council.md
,2024-05-28,2024-05-28,adopt an ordinance amending the notice requirements to the Orem City,meeting_minutes/minutes/2024/2024-05-27/2024-05-28_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2024-05-28,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-05-27/2024-05-28_city-council.md
,2024-05-28,2024-05-28,approve by ordinance the CARE tax allocation for FY 2024-2025,meeting_minutes/minutes/2024/2024-05-27/2024-05-28_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2024-05-28,7,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-05-27/2024-05-28_city-council.md
,2024-06-18,2024-06-18,approve and adopt an ordinance enacting compensation increases for specific City officers as shown in exhibit,meeting_minutes/minutes/2024/2024-06-17/2024-06-18_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2024-06-18,1,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-06-17/2024-06-18_city-council.md
,2024-08-27,2024-08-27,"approve by ordinance to amending Article 22-5-3(A) and the zoning map of the City of Orem by rezoning the property located generally at 1230 West 2000 South from the OS5 zone to the PD55 zone (approximately 9.43 acres, with the amends of a 10 ft landscape, buffer next to the residential area, a 35 ft max height, site maintenance restricted to between 7AM to 10PM, no windows on the back of buildings, a 40 foot setback on the residential side, and the gas station in the same location as shown on t",meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,5-2 Pass,2024-08-27,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council.md
,2024-08-27,2024-08-27,"approve an ordinance amending the current fiscal year 2024-2025 budget.,",meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2024-08-27,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2024/2024-08-26/2024-08-27_city-council.md
,2025-01-14,2025-01-14,"approve, by ordinance, amending the current fiscal year 2024-2025",meeting_minutes/minutes/2025/2025-01-13/2025-01-14_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2025-01-14,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2025/2025-01-13/2025-01-14_city-council.md
,2025-03-11,2025-03-11,"approve, by ordinance, amending FY 2024-2025",meeting_minutes/minutes/2025/2025-03-10/2025-03-11_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2025-03-11,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2025/2025-03-10/2025-03-11_city-council.md
,2025-03-25,2025-03-25,"approve, by ordinance, amending amending Article 22-5-3(A) and the zoning map of the City of Orem by rezoning the properties located generally at 1203 North 630 East (Canyon Park) from the Timpanogos Research & Development Park (PD-6) to Single Family Residential (R8) Zone (approximately 23.3 acres)",meeting_minutes/minutes/2025/2025-03-24/2025-03-25_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2025-03-25,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2025/2025-03-24/2025-03-25_city-council.md
,2025-05-13,2025-05-13,"approve, by ordinance, amending article 22-5-3(A) and the zoning map of the City of Orem by rezoning the properties located generally at 134 East 1200 South and 110 East 1200 South from R8 to C2 (approximately 1.05) subject to a development",meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2025-05-13,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2025/2025-05-12/2025-05-13_city-council.md
,2025-06-10,2025-06-10,enact by ordinance the compensation increases for specific City,meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,5-0 Pass,2025-06-10,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council.md
,2025-06-10,2025-06-10,approve by ordinance the adopting of FY 2025-2026,meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,5-0 Pass,2025-06-10,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2025/2025-06-09/2025-06-10_city-council.md
,2025-06-24,2025-06-24,"approve, by ordinance, the budget amendments for FY 2024-2025 as specified in Exhibit",meeting_minutes/minutes/2025/2025-06-23/2025-06-24_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2025-06-24,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2025/2025-06-23/2025-06-24_city-council.md
,2025-07-08,2025-07-08,"approve, by ordinance, amending article 22-5-3(A) and the zoning map of the City of Orem by rezoning the properties located generally at 134 East 1200 South and 110 East 1200 South from R8 to C2 (approximately 1.05) subject to a development",meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-0 Pass,2025-07-08,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council.md
,2025-12-09,2025-12-09,approve by ordinance the text amendment for,meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2025-12-09,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council.md
,2025-12-09,2025-12-09,accept by ordinance the rezone for 575 E 1000 South from R8 to,meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-1 Pass,2025-12-09,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council.md
,2025-12-09,2025-12-09,approve by ordinance the general plan update for water and preservation,meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2025-12-09,6,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council.md
,2026-01-27,2026-01-27,"rezone, by ordinance, 1750 South Geneva Road from OS-5 to C2 with Development Agreement,",meeting_minutes/minutes/2026/2026-01-26/2026-01-27_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2026-01-27,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2026/2026-01-26/2026-01-27_city-council.md
,2026-05-12,2026-05-12,"approve, by ordinance, amend Article 22-5-3(A) and the Zoning Map of the City of Orem by changing the zone of the property located generally at 92 South 800 East from R8, Single-Family Residential to C1, Commercial in conjunction with a development agreement limiting the use of the property to assisted living facilities as been signed by the City Manager and by the owner,",meeting_minutes/minutes/2026/2026-05-11/2026-05-12_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,5-2 Pass,2026-05-12,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2026/2026-05-11/2026-05-12_city-council.md
,2026-05-12,2026-05-12,"approve, by ordinance, the fiscal year 2026-2027 CARE tax awards as outlined in Exhibit A of the ordinance,",meeting_minutes/minutes/2026/2026-05-11/2026-05-12_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2026-05-12,6,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2026/2026-05-11/2026-05-12_city-council.md
,2026-05-26,2026-05-26,"approve by ordinance amending Articles 2-15-2, 2-15-11, 2-16-2, and 22-21 of the Orem City Code relating to the Powers and Duties of the Planning Commission and Special Exceptions,",meeting_minutes/minutes/2026/2026-05-25/2026-05-26_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-0 Pass,2026-05-26,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2026/2026-05-25/2026-05-26_city-council.md
O-2026-0012,2026-06-23,2026-06-23,"AN ORDINANCE BY THE OREM CITY COUNCIL AMENDING CHAPTER 10 OF THE OREM CITY CODE RELATING TO FLOOD DAMAGE PREVENTION; ESTABLISHING STATUTORY AUTHORIZATION, FINDINGS OF FACT, AND STATEMENT OF PURPOSE; AND PROVIDING FOR AN EMERGENCY EFFECTIVE DATE.",https://orem.gov/06-23-2026-city-council-ordinance/,2026-07-19,html,extracted from orem.gov WordPress 'City Council Ordinance' post (born-digital HTML),raw/2026-06-23_city-council-ordinance_O-2026-0012.html,no,,,,none,"council met 2026-06-23 and this ordinance is listed, but it was adopted on the CONSENT agenda (blanket 'approve the consent items' motion, not individually rolled) -> no distinct vote row to link. AUDIT SIGNAL (not forced)",
O-2026-0013,2026-06-23,2026-06-23,AN ORDINANCE BY THE OREM CITY COUNCIL AMENDING ARTICLE 22-5-3(A) OF THE OREM CITY CODE AND THE ZONING MAP OF THE CITY OF OREM BY REZONING THE PROPERTY LOCATED GENERALLY AT 355 WEST UNIVERSITY PARKWAY FROM SINGLE FAMILY RESIDENTIAL (R8) TO COMMERCIAL (C2) (5.93 ACRES) WITH AN A TT ACHED DEVELOPMENT AGREEMENT,https://orem.gov/06-23-2026-city-council-resolutions-and-ordinances/,2026-07-19,html,extracted from orem.gov WordPress 'City Council Ordinance' post (born-digital HTML),raw/2026-06-23_city-council-resolutions-and-ordinances.html,yes,,,,none,"council met 2026-06-23 and this ordinance is listed, but it was adopted on the CONSENT agenda (blanket 'approve the consent items' motion, not individually rolled) -> no distinct vote row to link. AUDIT SIGNAL (not forced)",
O-2026-0014,2026-06-23,2026-06-23,"AN ORDINANCE BY THE CITY COUNCIL OF THE CITY OF OREM, UT AH, AMENDING THE FISCAL YEAR 2025-2026 BUDGET",https://orem.gov/06-23-2026-city-council-resolutions-and-ordinances/,2026-07-19,html,"orem.gov WordPress ordinance post (independent, number-bearing) cross-matched to the council adoption motion by meeting date + distinctive code-section/subject tokens",raw/2026-06-23_city-council-resolutions-and-ordinances.html,no,7-0 Pass,2026-06-23,7,medium,"CROSS-SOURCE: ordinance number + full caption from the independent orem.gov post, roll-call adoption from meeting_minutes/all_votes.csv (unique distinctive-token match on the meeting date)",meeting_minutes/minutes/2026/2026-06-22/2026-06-23_city-council.md
O-2026-0015,2026-06-23,2026-06-23,AN ORDINANCE BY THE OREM CITY COUNCIL AMENDING THE TEXT OF ARTICLE 22-l l-17(B) OF THE OREM CITY CODE BY INCLUDING STANDARD LAND USE #7424 “RECREATION CENTERS (GENERAL)” AS A PERMITTED USE IN THE PD-5 ZONE.,https://orem.gov/06-23-2026-city-council-resolutions-and-ordinances/,2026-07-19,html,"orem.gov WordPress ordinance post (independent, number-bearing) cross-matched to the council adoption motion by meeting date + distinctive code-section/subject tokens",raw/2026-06-23_city-council-resolutions-and-ordinances.html,yes,7-0 Pass,2026-06-23,6,medium,"CROSS-SOURCE: ordinance number + full caption from the independent orem.gov post, roll-call adoption from meeting_minutes/all_votes.csv (unique distinctive-token match on the meeting date)",meeting_minutes/minutes/2026/2026-06-22/2026-06-23_city-council.md
O-2026-0016,2026-06-23,2026-06-23,AN ORDINANCE BY THE OREM CITY COUNCIL AMENDING APPENDIX A OF THE OREM CITY CODE BY INCLUDING STANDARD LAND USE #6231 “BEAUTY & BARBER SHOPS” AND ST AND ARD LAND USE CODE #6232 “TATTOO AND BODY PIERCING” AS PERMITTED USES IN THE M2 (MANUFACTURING) ZONE.,https://orem.gov/06-23-2026-city-council-resolutions-and-ordinances/,2026-07-19,html,"orem.gov WordPress ordinance post (independent, number-bearing) cross-matched to the council adoption motion by meeting date + distinctive code-section/subject tokens",raw/2026-06-23_city-council-resolutions-and-ordinances.html,yes,5-2 Pass,2026-06-23,5,medium,"CROSS-SOURCE: ordinance number + full caption from the independent orem.gov post, roll-call adoption from meeting_minutes/all_votes.csv (unique distinctive-token match on the meeting date)",meeting_minutes/minutes/2026/2026-06-22/2026-06-23_city-council.md
O-2026-0017,2026-06-23,2026-06-23,AN ORDINANCE BY THE OREM CITY COUNCIL AMENDING THE TEXT OF ARTICLES 22-1-5(G) AND 22-14- 20(1) OF THE OREM CITY CODE RELATING TO THE REQUIREMENT OF NEIGHBORHOOD MEETINGS FOR LAND USE APPLICATIONS,https://orem.gov/06-23-2026-city-council-resolutions-and-ordinances/,2026-07-19,html,"orem.gov WordPress ordinance post (independent, number-bearing) cross-matched to the council adoption motion by meeting date + distinctive code-section/subject tokens",raw/2026-06-23_city-council-resolutions-and-ordinances.html,yes,5-2 Pass,2026-06-23,4,medium,"CROSS-SOURCE: ordinance number + full caption from the independent orem.gov post, roll-call adoption from meeting_minutes/all_votes.csv (unique distinctive-token match on the meeting date)",meeting_minutes/minutes/2026/2026-06-22/2026-06-23_city-council.md
O-2026-0018,2026-07-14,2026-07-14,AN ORDINANCE BY THE OREM CITY COUNCIL AMENDING APPENDIX 00 OF THE OREM CITY CODE ADOPTING A NEW CONCEPT PLAN FOR THE PD-53 ZONE LOCATED GENERALLY AT 1980 NORTH STATE STREET (APPROXIMATELY 5.39 ACRES),https://orem.gov/07-14-2026-city-council-ordinances/,2026-07-19,html,extracted from orem.gov WordPress 'City Council Ordinance' post (born-digital HTML),raw/2026-07-14_city-council-ordinances_O-2026-0018.html,yes,,,,none,"independently-published adopted ordinance; all_votes.csv ends 2026-06-23 so NO vote row exists yet (meeting 2026-07-14 beyond current coverage) -> AUDIT SIGNAL, link on the next minutes refresh (not forced, vote layer not edited)",
O-2026-0019,2026-07-14,2026-07-14,AN ORDINANCE BY THE OREM CITY COUNCIL AMENDING ARTICLE 22-5-3(A) OF THE OREM CITY CODE AND THE ZONING MAP OF THE CITY OF OREM BY REZONING THE PROPERTY LOCATED GENERALLY 360 WEST 1500 SOUTH FROM PUBLIC FACILITIES (PF) AND SINGLE-FAMILY RESIDENTIAL (R12) TO SINGLE-FAMILY RESIDENTIAL (R8) (5.45 ACRES),https://orem.gov/07-14-2026-city-council-ordinances/,2026-07-19,html,extracted from orem.gov WordPress 'City Council Ordinance' post (born-digital HTML),raw/2026-07-14_city-council-ordinances_O-2026-0018.html,yes,,,,none,"independently-published adopted ordinance; all_votes.csv ends 2026-06-23 so NO vote row exists yet (meeting 2026-07-14 beyond current coverage) -> AUDIT SIGNAL, link on the next minutes refresh (not forced, vote layer not edited)",
