date,year,body,doc_status,pages,format,ocr,extraction_confidence,provenance,source_url,md_path,basename,snapshot_url,snapshot_timestamp
2019-06-25,2019,Council,approved,52,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/06-25-2019 Approved Council Minutes.pdf,legislative/minutes/2019/2019-06-25_council.md,06-25-2019 Approved Council Minutes.pdf,,
2019-07-09,2019,Council,approved,33,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/07-09-2019 Approved Council Minutes.pdf,legislative/minutes/2019/2019-07-09_council.md,07-09-2019 Approved Council Minutes.pdf,,
2019-07-30,2019,Council,approved,41,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/07-30-2019R Approved Council Minutes.pdf,legislative/minutes/2019/2019-07-30_council.md,07-30-2019R Approved Council Minutes.pdf,,
2019-08-13,2019,Council,approved,76,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/08-13-2019 Approved Council Minutes.pdf,legislative/minutes/2019/2019-08-13_council.md,08-13-2019 Approved Council Minutes.pdf,,
2019-08-27,2019,Council,approved,36,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/08-27-2019 Approved Council Minutes.pdf,legislative/minutes/2019/2019-08-27_council.md,08-27-2019 Approved Council Minutes.pdf,,
2019-09-10,2019,Council,approved,109,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/09-10-2019 Approved Minutes.pdf,legislative/minutes/2019/2019-09-10_council.md,09-10-2019 Approved Minutes.pdf,,
2019-09-24,2019,Council,approved,40,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/09-24-2019 Approved Council Minutes.pdf,legislative/minutes/2019/2019-09-24_council.md,09-24-2019 Approved Council Minutes.pdf,,
2019-10-08,2019,Council,approved,39,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/10-08-2019 Approved Council Minutes.pdf,legislative/minutes/2019/2019-10-08_council.md,10-08-2019 Approved Council Minutes.pdf,,
2019-10-22,2019,Council,approved,25,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/10-22-2019 Approved Council Minutes.pdf,legislative/minutes/2019/2019-10-22_council.md,10-22-2019 Approved Council Minutes.pdf,,
2019-11-05,2019,Council,approved,50,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/11-05-2019 Approved Council Minutes.pdf,legislative/minutes/2019/2019-11-05_council.md,11-05-2019 Approved Council Minutes.pdf,,
2019-11-12,2019,Council,approved,98,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/11-12-2019 Approved Council Minutes.pdf,legislative/minutes/2019/2019-11-12_council.md,11-12-2019 Approved Council Minutes.pdf,,
2019-11-26,2019,Council,approved,5,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/11-26-2019 Approved Special Council Meeting.pdf,legislative/minutes/2019/2019-11-26_council.md,11-26-2019 Approved Special Council Meeting.pdf,,
2019-11-26,2019,Council,approved,54,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/11-26-2019a Approved Council Minutes.pdf,legislative/minutes/2019/2019-11-26_council_2.md,11-26-2019a Approved Council Minutes.pdf,,
2019-12-03,2019,Council,approved,107,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/12-03-2019a approved Council minutes.pdf,legislative/minutes/2019/2019-12-03_council.md,12-03-2019a approved Council minutes.pdf,,
2019-12-10,2019,Council,approved,70,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2019/minutes/12-10-2019 Approved Council Minutes.pdf,legislative/minutes/2019/2019-12-10_council.md,12-10-2019 Approved Council Minutes.pdf,,
2020-01-14,2020,Council,approved,39,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/01-14-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-01-14_council.md,01-14-2020 Approved Council Minutes.pdf,,
2020-01-28,2020,Council,approved,28,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/01-28-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-01-28_council.md,01-28-2020 Approved Council Minutes.pdf,,
2020-02-11,2020,Council,approved,29,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/02-11-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-02-11_council.md,02-11-2020 Approved Council Minutes.pdf,,
2020-02-25,2020,Council,approved,36,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/02-25-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-02-25_council.md,02-25-2020 Approved Council Minutes.pdf,,
2020-03-10,2020,Council,approved,135,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/03-10-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-03-10_council.md,03-10-2020 Approved Council Minutes.pdf,,
2020-03-31,2020,Council,approved,53,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/03-31-20 Approved Council Minutes.pdf,legislative/minutes/2020/2020-03-31_council.md,03-31-20 Approved Council Minutes.pdf,,
2020-04-14,2020,Council,approved,65,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/04-14-2020 Approved Minutes.pdf,legislative/minutes/2020/2020-04-14_council.md,04-14-2020 Approved Minutes.pdf,,
2020-04-28,2020,Council,approved,28,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/04-28-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-04-28_council.md,04-28-2020 Approved Council Minutes.pdf,,
2020-05-12,2020,Council,approved,17,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/05-12-2020 Approved Minutes.pdf,legislative/minutes/2020/2020-05-12_council.md,05-12-2020 Approved Minutes.pdf,,
2020-05-26,2020,Council,approved,37,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/05-26-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-05-26_council.md,05-26-2020 Approved Council Minutes.pdf,,
2020-06-09,2020,Council,approved,48,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/06-09-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-06-09_council.md,06-09-2020 Approved Council Minutes.pdf,,
2020-06-23,2020,Council,approved,42,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/06-23-20 Approved Council Minutes.pdf,legislative/minutes/2020/2020-06-23_council.md,06-23-20 Approved Council Minutes.pdf,,
2020-07-14,2020,Council,approved,97,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/07-14-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-07-14_council.md,07-14-2020 Approved Council Minutes.pdf,,
2020-07-28,2020,Council,approved,38,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/07-28-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-07-28_council.md,07-28-2020 Approved Council Minutes.pdf,,
2020-08-11,2020,Council,approved,31,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/08-11-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-08-11_council.md,08-11-2020 Approved Council Minutes.pdf,,
2020-08-25,2020,Council,approved,32,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/08-25-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-08-25_council.md,08-25-2020 Approved Council Minutes.pdf,,
2020-09-08,2020,Council,approved,78,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/09-08-20 approved minutes.pdf,legislative/minutes/2020/2020-09-08_council.md,09-08-20 approved minutes.pdf,,
2020-09-22,2020,Council,approved,34,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/09-22-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-09-22_council.md,09-22-2020 Approved Council Minutes.pdf,,
2020-10-13,2020,Council,approved,56,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/10-13-2020 approved Council minutes (1).pdf,legislative/minutes/2020/2020-10-13_council.md,10-13-2020 approved Council minutes (1).pdf,,
2020-10-27,2020,Council,approved,27,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/10-27-2020Approved Council Minutes.pdf,legislative/minutes/2020/2020-10-27_council.md,10-27-2020Approved Council Minutes.pdf,,
2020-11-10,2020,Council,approved,54,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/11-10-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-11-10_council.md,11-10-2020 Approved Council Minutes.pdf,,
2020-11-24,2020,Council,approved,88,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/11-24-2020 Approved Council Minutes.pdf,legislative/minutes/2020/2020-11-24_council.md,11-24-2020 Approved Council Minutes.pdf,,
2020-12-01,2020,Council,approved,25,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/12-01-2020 Approved Council Minutes (1).pdf,legislative/minutes/2020/2020-12-01_council.md,12-01-2020 Approved Council Minutes (1).pdf,,
2020-12-08,2020,Council,approved,4,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2020/Minutes/12-08-2020 APPROVED.pdf,legislative/minutes/2020/2020-12-08_council.md,12-08-2020 APPROVED.pdf,,
2021-01-05,2021,Council,approved,9,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/01-05-21 APPROVED.pdf,legislative/minutes/2021/2021-01-05_council.md,01-05-21 APPROVED.pdf,,
2021-01-12,2021,Council,approved,90,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/01-12-21 APPROVED.pdf,legislative/minutes/2021/2021-01-12_council.md,01-12-21 APPROVED.pdf,,
2021-01-26,2021,Council,approved,190,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/01-26-2021 APPROVED.pdf,legislative/minutes/2021/2021-01-26_council.md,01-26-2021 APPROVED.pdf,,
2021-02-02,2021,Council,approved,5,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/02-02-21 APPROVED.pdf,legislative/minutes/2021/2021-02-02_council_2.md,02-02-21 APPROVED.pdf,,
2021-02-09,2021,Council,approved,52,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/02-09-21 APPROVED.pdf,legislative/minutes/2021/2021-02-09_council.md,02-09-21 APPROVED.pdf,,
2021-02-23,2021,Council,approved,16,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/02-23-21 APPROVED.pdf,legislative/minutes/2021/2021-02-23_council.md,02-23-21 APPROVED.pdf,,
2021-03-09,2021,Council,approved,82,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/03-09-2021 APPROVED.pdf,legislative/minutes/2021/2021-03-09_council_2.md,03-09-2021 APPROVED.pdf,,
2021-03-23,2021,Council,approved,11,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/03-23-2021 APPROVED.pdf,legislative/minutes/2021/2021-03-23_council.md,03-23-2021 APPROVED.pdf,,
2021-04-13,2021,Council,approved,349,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/04-13-21 APPROVED.pdf,legislative/minutes/2021/2021-04-13_council.md,04-13-21 APPROVED.pdf,,
2021-04-27,2021,Council,approved,89,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/04-27-21 APPROVED.pdf,legislative/minutes/2021/2021-04-27_council.md,04-27-21 APPROVED.pdf,,
2021-05-11,2021,Council,approved,21,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/05-11-21 APPROVED.pdf,legislative/minutes/2021/2021-05-11_council.md,05-11-21 APPROVED.pdf,,
2021-05-25,2021,Council,approved,22,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/05-25-2021 APPROVED.pdf,legislative/minutes/2021/2021-05-25_council.md,05-25-2021 APPROVED.pdf,,
2021-06-08,2021,Council,approved,57,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/06-08-21 APPROVED.pdf,legislative/minutes/2021/2021-06-08_council.md,06-08-21 APPROVED.pdf,,
2021-06-22,2021,Council,approved,139,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/06-22-21 APPROVED.pdf,legislative/minutes/2021/2021-06-22_council.md,06-22-21 APPROVED.pdf,,
2021-06-29,2021,Workshop,approved,1,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/06-29-21 APPROVED WORKSHOP.pdf,legislative/minutes/2021/2021-06-29_workshop.md,06-29-21 APPROVED WORKSHOP.pdf,,
2021-07-13,2021,Council,approved,15,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/07-13-21 APPROVED.pdf,legislative/minutes/2021/2021-07-13_council.md,07-13-21 APPROVED.pdf,,
2021-07-27,2021,Council,approved,4,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/07-27-2021 APPROVED.pdf,legislative/minutes/2021/2021-07-27_council_2.md,07-27-2021 APPROVED.pdf,,
2021-08-03,2021,Council,approved,6,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/08-03-21 APPROVED.pdf,legislative/minutes/2021/2021-08-03_council.md,08-03-21 APPROVED.pdf,,
2021-08-10,2021,Council,approved,17,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/08-10-21 APPROVED.pdf,legislative/minutes/2021/2021-08-10_council.md,08-10-21 APPROVED.pdf,,
2021-08-24,2021,Council,approved,9,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/08-24-21 APPROVED.pdf,legislative/minutes/2021/2021-08-24_council.md,08-24-21 APPROVED.pdf,,
2021-09-14,2021,Council,approved,31,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/09-14-21 APPROVED.pdf,legislative/minutes/2021/2021-09-14_council.md,09-14-21 APPROVED.pdf,,
2021-09-28,2021,Council,approved,45,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/09-28-21 APPROVED.pdf,legislative/minutes/2021/2021-09-28_council.md,09-28-21 APPROVED.pdf,,
2021-10-12,2021,Council,approved,19,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/10-12-21 APPROVED.pdf,legislative/minutes/2021/2021-10-12_council.md,10-12-21 APPROVED.pdf,,
2021-10-26,2021,Council,approved,193,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/10-26-21 APPROVED.pdf,legislative/minutes/2021/2021-10-26_council.md,10-26-21 APPROVED.pdf,,
2021-11-09,2021,Council,approved,69,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/11-09-2021 APPROVED.pdf,legislative/minutes/2021/2021-11-09_council.md,11-09-2021 APPROVED.pdf,,
2021-11-23,2021,Council,approved,34,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/11-23-2021 APPROVED.pdf,legislative/minutes/2021/2021-11-23_council.md,11-23-2021 APPROVED.pdf,,
2021-12-07,2021,Council,approved,19,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/12-07-2021 APPROVED.pdf,legislative/minutes/2021/2021-12-07_council.md,12-07-2021 APPROVED.pdf,,
2021-12-14,2021,Council,approved,84,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2021/Minutes/12-14-21 APPROVED sm.pdf,legislative/minutes/2021/2021-12-14_council_2.md,12-14-21 APPROVED sm.pdf,,
2022-01-11,2022,Council,approved,7,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/01-11-22 APPROVED.pdf,legislative/minutes/2022/2022-01-11_council.md,01-11-22 APPROVED.pdf,,
2022-01-25,2022,Council,approved,47,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/01-25-22 APPROVED.pdf,legislative/minutes/2022/2022-01-25_council.md,01-25-22 APPROVED.pdf,,
2022-02-08,2022,Council,approved,3,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/02-08-2022 AMENDED APPROVED.pdf,legislative/minutes/2022/2022-02-08_council.md,02-08-2022 AMENDED APPROVED.pdf,,
2022-02-10,2022,Council,final,1,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/02-10-2022 FINAL.pdf,legislative/minutes/2022/2022-02-10_council.md,02-10-2022 FINAL.pdf,,
2022-02-15,2022,Council,final,1,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/02-15-2022 FINAL.pdf,legislative/minutes/2022/2022-02-15_council.md,02-15-2022 FINAL.pdf,,
2022-02-22,2022,Council,approved,29,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/02-22-2022 APPROVED.pdf,legislative/minutes/2022/2022-02-22_council.md,02-22-2022 APPROVED.pdf,,
2022-03-15,2022,Council,final,21,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/03-15-2022 APPROVED FINAL.pdf,legislative/minutes/2022/2022-03-15_council.md,03-15-2022 APPROVED FINAL.pdf,,
2022-03-29,2022,Council,approved,20,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/03-29-2022 APPROVED.pdf,legislative/minutes/2022/2022-03-29_council.md,03-29-2022 APPROVED.pdf,,
2022-03-30,2022,Council,approved,1,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/03-30-2022 APPROVED.pdf,legislative/minutes/2022/2022-03-30_council.md,03-30-2022 APPROVED.pdf,,
2022-04-12,2022,Council,approved,50,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/04-12-2022 COUNCIL APPROVED.pdf,legislative/minutes/2022/2022-04-12_council.md,04-12-2022 COUNCIL APPROVED.pdf,,
2022-04-26,2022,Council,approved,13,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/04-26-2022 COUNCIL APPROVED.pdf,legislative/minutes/2022/2022-04-26_council.md,04-26-2022 COUNCIL APPROVED.pdf,,
2022-05-10,2022,Council,approved,92,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/05-10-2022 COUNCIL APPROVED.pdf,legislative/minutes/2022/2022-05-10_council.md,05-10-2022 COUNCIL APPROVED.pdf,,
2022-05-24,2022,Council,approved,4,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/05-24-2022 APPROVED.pdf,legislative/minutes/2022/2022-05-24_council.md,05-24-2022 APPROVED.pdf,,
2022-05-26,2022,ServiceArea1,approved,1,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/05-26-2022  APPROVED SERVICE AREA NO. 1.pdf,legislative/minutes/2022/2022-05-26_servicearea1.md,05-26-2022  APPROVED SERVICE AREA NO. 1.pdf,,
2022-06-14,2022,Council,approved,30,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/06-14-2022 APPROVED.pdf,legislative/minutes/2022/2022-06-14_council.md,06-14-2022 APPROVED.pdf,,
2022-06-28,2022,Council,approved,8,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/06-28-2022 APPROVED.pdf,legislative/minutes/2022/2022-06-28_council.md,06-28-2022 APPROVED.pdf,,
2022-07-07,2022,Council,approved,1,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/07-07-2022 APPROVED.pdf,legislative/minutes/2022/2022-07-07_council.md,07-07-2022 APPROVED.pdf,,
2022-07-12,2022,Council,approved,50,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/07-12-2022 APPROVED.pdf,legislative/minutes/2022/2022-07-12_council.md,07-12-2022 APPROVED.pdf,,
2022-07-26,2022,Council,approved,54,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/07-26-2022 APPROVED.pdf,legislative/minutes/2022/2022-07-26_council.md,07-26-2022 APPROVED.pdf,,
2022-08-09,2022,Council,approved,69,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/08-09-2022 APPROVED.pdf,legislative/minutes/2022/2022-08-09_council.md,08-09-2022 APPROVED.pdf,,
2022-08-23,2022,Council,approved,8,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/08-23-2022 APPROVED.pdf,legislative/minutes/2022/2022-08-23_council.md,08-23-2022 APPROVED.pdf,,
2022-09-13,2022,Council,approved,20,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/09-13-2022 APPROVED.pdf,legislative/minutes/2022/2022-09-13_council.md,09-13-2022 APPROVED.pdf,,
2022-09-27,2022,Council,approved,38,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/09-27-2022 APPROVED.pdf,legislative/minutes/2022/2022-09-27_council.md,09-27-2022 APPROVED.pdf,,
2022-09-30,2022,Council,approved,3,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/9-30-2022 SPECIAL MEETING APPROVED.pdf,legislative/minutes/2022/2022-09-30_council.md,9-30-2022 SPECIAL MEETING APPROVED.pdf,,
2022-10-11,2022,Council,approved,3,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/10-11-2022 APPROVED.pdf,legislative/minutes/2022/2022-10-11_council.md,10-11-2022 APPROVED.pdf,,
2022-10-15,2022,Council,approved,5,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/10-15-2022 SPECIAL MEETING APPROVED.pdf,legislative/minutes/2022/2022-10-15_council.md,10-15-2022 SPECIAL MEETING APPROVED.pdf,,
2022-10-25,2022,Council,final,10,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/10-25-2022 FINAL APPROVED.pdf,legislative/minutes/2022/2022-10-25_council_3.md,10-25-2022 FINAL APPROVED.pdf,,
2022-10-27,2022,Council,approved,3,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/10-27-2022 SPECIAL MEETING PRESS CONFERENCE APPROVED.pdf,legislative/minutes/2022/2022-10-27_council.md,10-27-2022 SPECIAL MEETING PRESS CONFERENCE APPROVED.pdf,,
2022-11-01,2022,Council,approved,32,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/11-01-2022 SPECIAL MEETING APPROVED.pdf,legislative/minutes/2022/2022-11-01_council.md,11-01-2022 SPECIAL MEETING APPROVED.pdf,,
2022-11-08,2022,Council,approved,50,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/11-08-2022 APPROVED.pdf,legislative/minutes/2022/2022-11-08_council.md,11-08-2022 APPROVED.pdf,,
2022-11-22,2022,Council,approved,95,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/11-22-2022 APPROVED.pdf,legislative/minutes/2022/2022-11-22_council.md,11-22-2022 APPROVED.pdf,,
2022-12-01,2022,Council,approved,203,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/12-01-22 APPROVED.pdf,legislative/minutes/2022/2022-12-01_council.md,12-01-22 APPROVED.pdf,,
2022-12-06,2022,Council,approved,34,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/12-06-2022 APPROVED.pdf,legislative/minutes/2022/2022-12-06_council.md,12-06-2022 APPROVED.pdf,,
2022-12-13,2022,Council,approved,36,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/12-13-2022 APPROVED.pdf,legislative/minutes/2022/2022-12-13_council.md,12-13-2022 APPROVED.pdf,,
2022-12-22,2022,Council,approved,14,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2022/Minutes/12-22-2022 SPECIAL MEETING APPROVED.pdf,legislative/minutes/2022/2022-12-22_council.md,12-22-2022 SPECIAL MEETING APPROVED.pdf,,
2023-01-03,2023,Council,approved,3,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/01-03-2023 SWEARING-IN CEREMONY APPROVED.pdf,legislative/minutes/2023/2023-01-03_council.md,01-03-2023 SWEARING-IN CEREMONY APPROVED.pdf,,
2023-01-10,2023,Council,approved,19,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/01-10-2023 APPROVED.pdf,legislative/minutes/2023/2023-01-10_council.md,01-10-2023 APPROVED.pdf,,
2023-01-13,2023,Council,final,74,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/01.13.2023 FINAL CACHE COUNTY COUNCIL MINUTES.PDF,legislative/minutes/2023/2023-01-13_council.md,01.13.2023 FINAL CACHE COUNTY COUNCIL MINUTES.PDF,,
2023-01-24,2023,Council,approved,56,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/01-24-2023 APPROVED.pdf,legislative/minutes/2023/2023-01-24_council.md,01-24-2023 APPROVED.pdf,,
2023-02-14,2023,Council,approved,33,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/02-14-2023 APPROVED.pdf,legislative/minutes/2023/2023-02-14_council.md,02-14-2023 APPROVED.pdf,,
2023-02-28,2023,Council,approved,8,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/02-28-2023 APPROVED.pdf,legislative/minutes/2023/2023-02-28_council.md,02-28-2023 APPROVED.pdf,,
2023-03-14,2023,Council,approved,31,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/03-14-2023 APPROVED.pdf,legislative/minutes/2023/2023-03-14_council.md,03-14-2023 APPROVED.pdf,,
2023-03-28,2023,Council,approved,70,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/03-28-2023 APPROVED.pdf,legislative/minutes/2023/2023-03-28_council_6.md,03-28-2023 APPROVED.pdf,,
