video_id,video_url,title,channel_tab,parsed_date,is_meeting,minutes_match,slug
BHN4nXflISg,https://www.youtube.com/watch?v=BHN4nXflISg,"Ogden City Council Meeting - June 4, 2024",streams,2024-06-04,Y,Y,ogden-city-council-meeting-june-4-2024
TZFQaFHAXe4,https://www.youtube.com/watch?v=TZFQaFHAXe4,"Ogden City Council Work Session - May 28, 2024",videos,2024-05-28,Y,Y,ogden-city-council-work-session-may-28-2024
WcDcobjXgoU,https://www.youtube.com/watch?v=WcDcobjXgoU,"Ogden City Council Work Session - May 21, 2024",videos,2024-05-21,Y,Y,ogden-city-council-work-session-may-21-2024
cxkb0zpzuxU,https://www.youtube.com/watch?v=cxkb0zpzuxU,"Ogden City Council Meeting - May 21, 2024",streams,2024-05-21,Y,Y,ogden-city-council-meeting-may-21-2024
2yxeyZkFwlM,https://www.youtube.com/watch?v=2yxeyZkFwlM,"Ogden City Council Work Session - May 14, 2024",videos,2024-05-14,Y,Y,ogden-city-council-work-session-may-14-2024
hFzPMXutGDQ,https://www.youtube.com/watch?v=hFzPMXutGDQ,"Ogden City Council Meeting - May 14, 2024",streams,2024-05-14,Y,Y,ogden-city-council-meeting-may-14-2024
o3e5dlsHT6w,https://www.youtube.com/watch?v=o3e5dlsHT6w,"Ogden City Council Work Session - May 7, 2024",videos,2024-05-07,Y,Y,ogden-city-council-work-session-may-7-2024
ySyhJ3elKt4,https://www.youtube.com/watch?v=ySyhJ3elKt4,"Ogden City Council Meeting - May 7, 2024",streams,2024-05-07,Y,Y,ogden-city-council-meeting-may-7-2024
xKnZIscVeKc,https://www.youtube.com/watch?v=xKnZIscVeKc,"Ogden City Council Work Session - April 23, 2024",videos,2024-04-23,Y,Y,ogden-city-council-work-session-april-23-2024
mXCQEfaFeCk,https://www.youtube.com/watch?v=mXCQEfaFeCk,"Ogden City Council Work Session - April 9, 2024",videos,2024-04-09,Y,Y,ogden-city-council-work-session-april-9-2024
zrX4EhpST2Q,https://www.youtube.com/watch?v=zrX4EhpST2Q,"Ogden City Council Meeting - April 9, 2024",streams,2024-04-09,Y,Y,ogden-city-council-meeting-april-9-2024
iLiC63kIr4o,https://www.youtube.com/watch?v=iLiC63kIr4o,"Quick Meeting Recap - April 2, 2024",videos,2024-04-02,N,Y,quick-meeting-recap-april-2-2024
EO_GZzxHSNs,https://www.youtube.com/watch?v=EO_GZzxHSNs,"Ogden City Council Work Session - April 2, 2024",videos,2024-04-02,Y,Y,ogden-city-council-work-session-april-2-2024
rYKV4RoA-UE,https://www.youtube.com/watch?v=rYKV4RoA-UE,"Ogden City Council Meeting - April 2, 2024",streams,2024-04-02,Y,Y,ogden-city-council-meeting-april-2-2024
Qnn6racTFdI,https://www.youtube.com/watch?v=Qnn6racTFdI,"Ogden City Council Work Session - March 26, 2024",videos,2024-03-26,Y,Y,ogden-city-council-work-session-march-26-2024
76iYrjyXYmg,https://www.youtube.com/watch?v=76iYrjyXYmg,"Ogden City Council Meeting - March 26, 2024",streams,2024-03-26,Y,Y,ogden-city-council-meeting-march-26-2024
aHYBDr4pxNo,https://www.youtube.com/watch?v=aHYBDr4pxNo,"Ogden City Council Work Session - March 19, 2024",videos,2024-03-19,Y,Y,ogden-city-council-work-session-march-19-2024
pRZBHb60GVc,https://www.youtube.com/watch?v=pRZBHb60GVc,"Ogden City Council Meeting - March 19,  2024",streams,2024-03-19,Y,Y,ogden-city-council-meeting-march-19-2024
zIogt_VVIJg,https://www.youtube.com/watch?v=zIogt_VVIJg,"Ogden City Council Work Session - March 12, 2024",videos,2024-03-12,Y,Y,ogden-city-council-work-session-march-12-2024
wF8gc8g6hk4,https://www.youtube.com/watch?v=wF8gc8g6hk4,"Ogden City Council Meeting - March 12,  2024",streams,2024-03-12,Y,Y,ogden-city-council-meeting-march-12-2024
RtI60rD7UZk,https://www.youtube.com/watch?v=RtI60rD7UZk,"Ogden City Council Work Session - February 20, 2024",videos,2024-02-20,Y,Y,ogden-city-council-work-session-february-20-2024
5CwqQ45Z7hM,https://www.youtube.com/watch?v=5CwqQ45Z7hM,"Ogden City Council Meeting - February 20, 2024",streams,2024-02-20,Y,Y,ogden-city-council-meeting-february-20-2024
ZBPR4shOFVk,https://www.youtube.com/watch?v=ZBPR4shOFVk,"Ogden City Council Work Session - February 13, 2024",videos,2024-02-13,Y,Y,ogden-city-council-work-session-february-13-2024
Wt5T1z84O7w,https://www.youtube.com/watch?v=Wt5T1z84O7w,"Ogden City Council Meeting - February 13, 2024",streams,2024-02-13,Y,Y,ogden-city-council-meeting-february-13-2024
pyT-5XbzPhI,https://www.youtube.com/watch?v=pyT-5XbzPhI,"Ogden City Council Work Session - February 6, 2024",videos,2024-02-06,Y,Y,ogden-city-council-work-session-february-6-2024
AZt6Th532E4,https://www.youtube.com/watch?v=AZt6Th532E4,"Quick Meeting Recap - Work Session - January 23, 2024",videos,2024-01-23,Y,Y,quick-meeting-recap-work-session-january-23-2024
CL9tBw8jX3M,https://www.youtube.com/watch?v=CL9tBw8jX3M,"Ogden City Council Work Session - January 23, 2024",videos,2024-01-23,Y,Y,ogden-city-council-work-session-january-23-2024
RGqQKA07eE8,https://www.youtube.com/watch?v=RGqQKA07eE8,"Ogden City Council Meeting - January 16, 2024",streams,2024-01-16,Y,Y,ogden-city-council-meeting-january-16-2024
vj3Aoc4H2Rc,https://www.youtube.com/watch?v=vj3Aoc4H2Rc,"Ogden City Council Meeting - January 9, 2024",streams,2024-01-09,Y,Y,ogden-city-council-meeting-january-9-2024
BoiuLgGy40Q,https://www.youtube.com/watch?v=BoiuLgGy40Q,"Ogden City Council Meeting - January 6, 2024",streams,2024-01-06,Y,N,ogden-city-council-meeting-january-6-2024
rDZCCm5nXSE,https://www.youtube.com/watch?v=rDZCCm5nXSE,"Quick Meeting Recap - December 19, 2023",videos,2023-12-19,N,Y,quick-meeting-recap-december-19-2023
yWXN4xMqTC0,https://www.youtube.com/watch?v=yWXN4xMqTC0,"Ogden City Council Work Session - December 19, 2023",videos,2023-12-19,Y,Y,ogden-city-council-work-session-december-19-2023
9WiWTcYpDWg,https://www.youtube.com/watch?v=9WiWTcYpDWg,"Ogden City Council Meeting - December 19, 2023",streams,2023-12-19,Y,Y,ogden-city-council-meeting-december-19-2023
IqUAZ_X0Wms,https://www.youtube.com/watch?v=IqUAZ_X0Wms,"Quick Meeting Recap - December 12, 2023",videos,2023-12-12,N,Y,quick-meeting-recap-december-12-2023
iLOdJkUmWjw,https://www.youtube.com/watch?v=iLOdJkUmWjw,"Ogden City Council Work Session - December 12, 2023",videos,2023-12-12,Y,Y,ogden-city-council-work-session-december-12-2023
tDzH5hxcuVs,https://www.youtube.com/watch?v=tDzH5hxcuVs,"Ogden City Council Meeting - December 12, 2023",streams,2023-12-12,Y,Y,ogden-city-council-meeting-december-12-2023
WaxcUnoEmms,https://www.youtube.com/watch?v=WaxcUnoEmms,"Quick Meeting Recap - December 5, 2023",videos,2023-12-05,N,Y,quick-meeting-recap-december-5-2023
jrOyZXii_WU,https://www.youtube.com/watch?v=jrOyZXii_WU,"Ogden City Council Work Session - December 5, 2023",videos,2023-12-05,Y,Y,ogden-city-council-work-session-december-5-2023
6x2yyQeN8Gg,https://www.youtube.com/watch?v=6x2yyQeN8Gg,"Ogden City Council Meeting - December 5, 2023",streams,2023-12-05,Y,Y,ogden-city-council-meeting-december-5-2023
aZahn6BVOgc,https://www.youtube.com/watch?v=aZahn6BVOgc,"Quick Meeting Recap - November 28, 2023",videos,2023-11-28,N,Y,quick-meeting-recap-november-28-2023
qQ9ifUwKZL0,https://www.youtube.com/watch?v=qQ9ifUwKZL0,"Ogden City Council Work Session - November 28, 2023",videos,2023-11-28,Y,Y,ogden-city-council-work-session-november-28-2023
VNKjudT7vdU,https://www.youtube.com/watch?v=VNKjudT7vdU,"Ogden City Council Meeting - November 28, 2023",streams,2023-11-28,Y,Y,ogden-city-council-meeting-november-28-2023
lZtttYh77i0,https://www.youtube.com/watch?v=lZtttYh77i0,"Joint Work Session with the Planning Commission - November 16, 2023",videos,2023-11-16,Y,N,joint-work-session-with-the-planning-commission-november-16-
3zEJp5SSTXs,https://www.youtube.com/watch?v=3zEJp5SSTXs,"Quick Meeting Recap - November 15, 2023",videos,2023-11-15,N,Y,quick-meeting-recap-november-15-2023
gmogj2Hj1bg,https://www.youtube.com/watch?v=gmogj2Hj1bg,"Quick Meeting Recap - November 14, 2023",videos,2023-11-14,N,Y,quick-meeting-recap-november-14-2023
jVE1oNyVUXg,https://www.youtube.com/watch?v=jVE1oNyVUXg,"Ogden City Council Work Session - November 14, 2023",videos,2023-11-14,Y,Y,ogden-city-council-work-session-november-14-2023
YkJr7ep7Edo,https://www.youtube.com/watch?v=YkJr7ep7Edo,"Ogden City Council Meeting - November 14, 2023",streams,2023-11-14,Y,Y,ogden-city-council-meeting-november-14-2023
wr-kLmWKZqw,https://www.youtube.com/watch?v=wr-kLmWKZqw,"Quick Meeting Recap - November 7, 2023",videos,2023-11-07,N,Y,quick-meeting-recap-november-7-2023
X2F19Wn5Xu8,https://www.youtube.com/watch?v=X2F19Wn5Xu8,"Ogden City Council Meeting - November 7, 2023",streams,2023-11-07,Y,Y,ogden-city-council-meeting-november-7-2023
szYeKdbJdfE,https://www.youtube.com/watch?v=szYeKdbJdfE,"Quick Meeting Recap - October 24, 2023",videos,2023-10-24,N,Y,quick-meeting-recap-october-24-2023
Y9q44b7Tnx4,https://www.youtube.com/watch?v=Y9q44b7Tnx4,"Quick Meeting Recap - October 17, 2023",videos,2023-10-17,N,Y,quick-meeting-recap-october-17-2023
45tpG91DBXM,https://www.youtube.com/watch?v=45tpG91DBXM,"Ogden City Council Meeting - October  17, 2023",streams,2023-10-17,Y,Y,ogden-city-council-meeting-october-17-2023
rWturGAuvUo,https://www.youtube.com/watch?v=rWturGAuvUo,"Quick Meeting Recap - October 10, 2023",videos,2023-10-10,N,Y,quick-meeting-recap-october-10-2023
TwFRphHzwJ4,https://www.youtube.com/watch?v=TwFRphHzwJ4,"Ogden City Council Meeting - October 10, 2023",videos,2023-10-10,Y,Y,ogden-city-council-meeting-october-10-2023
Sk5EQ1pZLP8,https://www.youtube.com/watch?v=Sk5EQ1pZLP8,"Ogden City Council Meeting - October  10, 2023",streams,2023-10-10,Y,Y,ogden-city-council-meeting-october-10-2023
g4qhQP8EwY8,https://www.youtube.com/watch?v=g4qhQP8EwY8,"Quick Meeting Recap - October 3, 2023",videos,2023-10-03,N,Y,quick-meeting-recap-october-3-2023
A5ScSTR6MZU,https://www.youtube.com/watch?v=A5ScSTR6MZU,"Ogden City Council Work Session - October 3, 2023",videos,2023-10-03,Y,Y,ogden-city-council-work-session-october-3-2023
J0k3r39Qvbo,https://www.youtube.com/watch?v=J0k3r39Qvbo,"Ogden City Council Meeting - October  3, 2023",streams,2023-10-03,Y,Y,ogden-city-council-meeting-october-3-2023
FnZgLj-IHuA,https://www.youtube.com/watch?v=FnZgLj-IHuA,"Quick Meeting Recap - September 26, 2023",videos,2023-09-26,N,Y,quick-meeting-recap-september-26-2023
PH4Dn9Sowjk,https://www.youtube.com/watch?v=PH4Dn9Sowjk,"Ogden City Council Work Session - September 26, 2023",videos,2023-09-26,Y,Y,ogden-city-council-work-session-september-26-2023
4KXybIwnkSk,https://www.youtube.com/watch?v=4KXybIwnkSk,"Ogden City Council Meeting - September 26, 2023",streams,2023-09-26,Y,Y,ogden-city-council-meeting-september-26-2023
oOg0x6xIOuY,https://www.youtube.com/watch?v=oOg0x6xIOuY,"Quick Meeting Recap - September 19, 2023",videos,2023-09-19,N,Y,quick-meeting-recap-september-19-2023
DHT4M6E6C5c,https://www.youtube.com/watch?v=DHT4M6E6C5c,"Ogden City Council Work Session - September 19, 2023",videos,2023-09-19,Y,Y,ogden-city-council-work-session-september-19-2023
sN-h-Tj4V90,https://www.youtube.com/watch?v=sN-h-Tj4V90,"Ogden City Council Meeting - September 19, 2023",streams,2023-09-19,Y,Y,ogden-city-council-meeting-september-19-2023
28pd7OH-0ak,https://www.youtube.com/watch?v=28pd7OH-0ak,"Ogden City Council Meeting - September 19, 2023",streams,2023-09-19,Y,Y,ogden-city-council-meeting-september-19-2023
yFSswxwijWc,https://www.youtube.com/watch?v=yFSswxwijWc,"Quick Meeting Recap - September 12, 2023",videos,2023-09-12,N,Y,quick-meeting-recap-september-12-2023
panA7PRn_gY,https://www.youtube.com/watch?v=panA7PRn_gY,"Ogden City Council Meeting - September 12, 2023",streams,2023-09-12,Y,Y,ogden-city-council-meeting-september-12-2023
sYZRmP1J-yY,https://www.youtube.com/watch?v=sYZRmP1J-yY,"Quick Meeting Recap - August 29, 2023",videos,2023-08-29,N,Y,quick-meeting-recap-august-29-2023
K9jHyIn4qTQ,https://www.youtube.com/watch?v=K9jHyIn4qTQ,"Ogden City Council Meeting - August 29, 2023",streams,2023-08-29,Y,Y,ogden-city-council-meeting-august-29-2023
KxO-XwiJ060,https://www.youtube.com/watch?v=KxO-XwiJ060,"Quick Meeting Recap - August 15, 2023",videos,2023-08-15,N,Y,quick-meeting-recap-august-15-2023
5zRT_mTjO78,https://www.youtube.com/watch?v=5zRT_mTjO78,"Ogden City Council Work Session - August 15, 2023",videos,2023-08-15,Y,Y,ogden-city-council-work-session-august-15-2023
qzvb50vrcNo,https://www.youtube.com/watch?v=qzvb50vrcNo,"Ogden City Council Meeting - August 15, 2023",streams,2023-08-15,Y,Y,ogden-city-council-meeting-august-15-2023
VCuTDR_kprU,https://www.youtube.com/watch?v=VCuTDR_kprU,"Quick Meeting Recap - August 1, 2023",videos,2023-08-01,N,Y,quick-meeting-recap-august-1-2023
laNcD1sHmNk,https://www.youtube.com/watch?v=laNcD1sHmNk,"Ogden City Council Meeting - August 1, 2023",streams,2023-08-01,Y,Y,ogden-city-council-meeting-august-1-2023
_vV6cYO38_8,https://www.youtube.com/watch?v=_vV6cYO38_8,"Quick Meeting Recap - July 18, 2023",videos,2023-07-18,N,Y,quick-meeting-recap-july-18-2023
V5-4JmqlhKQ,https://www.youtube.com/watch?v=V5-4JmqlhKQ,"Ogden City Council Meeting - July 18, 2023",streams,2023-07-18,Y,Y,ogden-city-council-meeting-july-18-2023
CEngTCF0ryY,https://www.youtube.com/watch?v=CEngTCF0ryY,"Quick Meeting Recap - July 11, 2023",videos,2023-07-11,N,Y,quick-meeting-recap-july-11-2023
zLYyQ6Pn3l4,https://www.youtube.com/watch?v=zLYyQ6Pn3l4,"Ogden City Council Meeting - July 11, 2023",streams,2023-07-11,Y,Y,ogden-city-council-meeting-july-11-2023
avk-ItVI1Rc,https://www.youtube.com/watch?v=avk-ItVI1Rc,"Quick Meeting Recap - June 20, 2023",videos,2023-06-20,N,Y,quick-meeting-recap-june-20-2023
IppQ-2ZMO5I,https://www.youtube.com/watch?v=IppQ-2ZMO5I,"Ogden City Council Meeting - June 20, 2023",streams,2023-06-20,Y,Y,ogden-city-council-meeting-june-20-2023
kLrdC-NiN_s,https://www.youtube.com/watch?v=kLrdC-NiN_s,"Quick Meeting Recap - June 13, 2023",videos,2023-06-13,N,Y,quick-meeting-recap-june-13-2023
oGGJyOTw7jU,https://www.youtube.com/watch?v=oGGJyOTw7jU,"Ogden City Council Meeting - June 13, 2023",streams,2023-06-13,Y,Y,ogden-city-council-meeting-june-13-2023
EdNxSiKpQ0E,https://www.youtube.com/watch?v=EdNxSiKpQ0E,"Ogden City Council Meeting - June 6th, 2023",streams,2023-06-06,Y,Y,ogden-city-council-meeting-june-6th-2023
PIAft1PSLAk,https://www.youtube.com/watch?v=PIAft1PSLAk,"Quick Meeting Recap - May 30, 2023",videos,2023-05-30,N,Y,quick-meeting-recap-may-30-2023
yFY-DZhADY4,https://www.youtube.com/watch?v=yFY-DZhADY4,"Special City Council Meeting - May 23, 2023",streams,2023-05-23,Y,Y,special-city-council-meeting-may-23-2023
b1TDIojjXZs,https://www.youtube.com/watch?v=b1TDIojjXZs,"Quick Meeting Recap - May 23, 2023",videos,2023-05-23,N,Y,quick-meeting-recap-may-23-2023
Fz35aXUhBJk,https://www.youtube.com/watch?v=Fz35aXUhBJk,"Quick Meeting Recap - May 16, 2023",videos,2023-05-16,N,Y,quick-meeting-recap-may-16-2023
rTgce-t-Hq4,https://www.youtube.com/watch?v=rTgce-t-Hq4,"Ogden City Council Meeting - May 16th, 2023",streams,2023-05-16,Y,Y,ogden-city-council-meeting-may-16th-2023
uRA6Me2RDJM,https://www.youtube.com/watch?v=uRA6Me2RDJM,"Quick Meeting Recap - May 9, 2023",videos,2023-05-09,N,Y,quick-meeting-recap-may-9-2023
70nJFDhQAfc,https://www.youtube.com/watch?v=70nJFDhQAfc,"Ogden City Council Meeting - May 9th, 2023",streams,2023-05-09,Y,Y,ogden-city-council-meeting-may-9th-2023
KVBlU1s9MJI,https://www.youtube.com/watch?v=KVBlU1s9MJI,"Quick Meeting Recap - May 2, 2023",videos,2023-05-02,N,Y,quick-meeting-recap-may-2-2023
t48NMJ5N9Vc,https://www.youtube.com/watch?v=t48NMJ5N9Vc,"Ogden City Council Meeting - May 2nd, 2023",streams,2023-05-02,Y,Y,ogden-city-council-meeting-may-2nd-2023
TQw8RWWtK7k,https://www.youtube.com/watch?v=TQw8RWWtK7k,"Quick Meeting Recap - April 25, 2023",videos,2023-04-25,N,Y,quick-meeting-recap-april-25-2023
CdA5ixp-zXg,https://www.youtube.com/watch?v=CdA5ixp-zXg,"Ogden City Council Work Session - April 25, 2023",videos,2023-04-25,Y,Y,ogden-city-council-work-session-april-25-2023
MnflNvSbJjg,https://www.youtube.com/watch?v=MnflNvSbJjg,"Quick Meeting Recap - April 18, 2023",videos,2023-04-18,N,Y,quick-meeting-recap-april-18-2023
yv6zInf5i1M,https://www.youtube.com/watch?v=yv6zInf5i1M,"Ogden City Council Meeting - April 18th, 2023",streams,2023-04-18,Y,Y,ogden-city-council-meeting-april-18th-2023
E10oK7-8New,https://www.youtube.com/watch?v=E10oK7-8New,"Quick Meeting Recap - April 11, 2023",videos,2023-04-11,N,Y,quick-meeting-recap-april-11-2023
5C4hDBZFIeM,https://www.youtube.com/watch?v=5C4hDBZFIeM,"Ogden City Council Meeting - April 11th, 2023",streams,2023-04-11,Y,Y,ogden-city-council-meeting-april-11th-2023
RLqL0njAkOY,https://www.youtube.com/watch?v=RLqL0njAkOY,"Quick Meeting Recap - April 4, 2023",videos,2023-04-04,N,Y,quick-meeting-recap-april-4-2023
FRUAAmBhIp0,https://www.youtube.com/watch?v=FRUAAmBhIp0,"Ogden City Council Meeting - April  4th, 2023",streams,2023-04-04,Y,Y,ogden-city-council-meeting-april-4th-2023
OsDgDCCyKVs,https://www.youtube.com/watch?v=OsDgDCCyKVs,"Quick Meeting Recap - March 28, 2023",videos,2023-03-28,N,Y,quick-meeting-recap-march-28-2023
vLEIgViOeNk,https://www.youtube.com/watch?v=vLEIgViOeNk,"Quick Meeting Recap - March 21, 2023",videos,2023-03-21,N,Y,quick-meeting-recap-march-21-2023
qMfh612Wo0E,https://www.youtube.com/watch?v=qMfh612Wo0E,"Ogden City Council Meeting - March 21, 2023",streams,2023-03-21,Y,Y,ogden-city-council-meeting-march-21-2023
NxTzB3vvQKs,https://www.youtube.com/watch?v=NxTzB3vvQKs,"Quick Meeting Recap - March 14, 2023",videos,2023-03-14,N,Y,quick-meeting-recap-march-14-2023
_WccZF0d52c,https://www.youtube.com/watch?v=_WccZF0d52c,"Ogden City Council Meeting -March 14th, 2023",streams,2023-03-14,Y,Y,ogden-city-council-meeting-march-14th-2023
N4WkLXiSxXs,https://www.youtube.com/watch?v=N4WkLXiSxXs,"Quick Meeting Recap - March 7, 2023",videos,2023-03-07,N,Y,quick-meeting-recap-march-7-2023
9y8LLxGWUsQ,https://www.youtube.com/watch?v=9y8LLxGWUsQ,"Ogden City Council Meeting -March 7th, 2023",streams,2023-03-07,Y,Y,ogden-city-council-meeting-march-7th-2023
tJYczTdaPoY,https://www.youtube.com/watch?v=tJYczTdaPoY,"Quick Meeting Recap - February 21, 2023",videos,2023-02-21,N,Y,quick-meeting-recap-february-21-2023
vktDCdWcTNo,https://www.youtube.com/watch?v=vktDCdWcTNo,"Ogden City Council and Special RDA Meeting - February 21, 2023",streams,2023-02-21,Y,Y,ogden-city-council-and-special-rda-meeting-february-21-2023
fwtvkx03OCs,https://www.youtube.com/watch?v=fwtvkx03OCs,"Quick Meeting Recap - February 14, 2023",videos,2023-02-14,N,Y,quick-meeting-recap-february-14-2023
QbbZbODUgwE,https://www.youtube.com/watch?v=QbbZbODUgwE,"Quick Meeting Recap - February 7, 2023",videos,2023-02-07,N,Y,quick-meeting-recap-february-7-2023
6wYULnt_qQ8,https://www.youtube.com/watch?v=6wYULnt_qQ8,"Quick Meeting Recap - February 2, 2023",videos,2023-02-02,N,Y,quick-meeting-recap-february-2-2023
2lp5SjH5d8Q,https://www.youtube.com/watch?v=2lp5SjH5d8Q,"Quick Meeting Recap - January 17, 2023",videos,2023-01-17,N,Y,quick-meeting-recap-january-17-2023
Vj-uhj_uEB4,https://www.youtube.com/watch?v=Vj-uhj_uEB4,"Ogden City Council -January 17th, 2023",streams,2023-01-17,Y,Y,ogden-city-council-january-17th-2023
0S4lX0TXlf4,https://www.youtube.com/watch?v=0S4lX0TXlf4,"Ogden City Council -January 17th, 2023",streams,2023-01-17,Y,Y,ogden-city-council-january-17th-2023
bKcJM_j2FTE,https://www.youtube.com/watch?v=bKcJM_j2FTE,"Quick Meeting Recap - January 10, 2023",videos,2023-01-10,N,Y,quick-meeting-recap-january-10-2023
gF7buTllUFk,https://www.youtube.com/watch?v=gF7buTllUFk,"Ogden City Council -January 10th, 2023",streams,2023-01-10,Y,Y,ogden-city-council-january-10th-2023
KucGjH7AUVI,https://www.youtube.com/watch?v=KucGjH7AUVI,"Quick Meeting Recap - January 3, 2023",videos,2023-01-03,N,Y,quick-meeting-recap-january-3-2023
YEE_ZubwMl4,https://www.youtube.com/watch?v=YEE_ZubwMl4,"Ogden City Council -January 3rd, 2023",streams,2023-01-03,Y,Y,ogden-city-council-january-3rd-2023
TRS3RrXKVyM,https://www.youtube.com/watch?v=TRS3RrXKVyM,"Ogden City Council Meeting - January 2, 2023",streams,2023-01-02,Y,N,ogden-city-council-meeting-january-2-2023
cvu3ngKBNcQ,https://www.youtube.com/watch?v=cvu3ngKBNcQ,"Quick Meeting Recap - December 20, 2022",videos,2022-12-20,N,Y,quick-meeting-recap-december-20-2022
qynXUJEPBv4,https://www.youtube.com/watch?v=qynXUJEPBv4,"Ogden City Council - December 20th, 2022",streams,2022-12-20,Y,Y,ogden-city-council-december-20th-2022
uqubSqk0bM0,https://www.youtube.com/watch?v=uqubSqk0bM0,"Quick Meeting Recap - December 13, 2022",videos,2022-12-13,N,Y,quick-meeting-recap-december-13-2022
ZTBrIxLN6Po,https://www.youtube.com/watch?v=ZTBrIxLN6Po,"Ogden City Council - December 13th, 2022",streams,2022-12-13,Y,Y,ogden-city-council-december-13th-2022
MBKmU60PDE4,https://www.youtube.com/watch?v=MBKmU60PDE4,"Quick Meeting Recap - December 6, 2022",videos,2022-12-06,N,Y,quick-meeting-recap-december-6-2022
S2UU6jGV8A4,https://www.youtube.com/watch?v=S2UU6jGV8A4,"Ogden City Council and Special RDA Meeting - December 6, 2022",streams,2022-12-06,Y,Y,ogden-city-council-and-special-rda-meeting-december-6-2022
ZvXOI93m8ic,https://www.youtube.com/watch?v=ZvXOI93m8ic,"Quick Meeting Recap - November 29, 2022",videos,2022-11-29,N,Y,quick-meeting-recap-november-29-2022
EOtRyWX-yqc,https://www.youtube.com/watch?v=EOtRyWX-yqc,"Continuation of work session, November 29th, 2022",streams,2022-11-29,Y,Y,continuation-of-work-session-november-29th-2022
jPCaGMIoGnw,https://www.youtube.com/watch?v=jPCaGMIoGnw,"Quick Meeting Recap - November 15, 2022",videos,2022-11-15,N,Y,quick-meeting-recap-november-15-2022
AMhUzE4eDYY,https://www.youtube.com/watch?v=AMhUzE4eDYY,"Ogden City Council Meeting, November 15th, 2022",streams,2022-11-15,Y,Y,ogden-city-council-meeting-november-15th-2022
J_iQkRJuPc0,https://www.youtube.com/watch?v=J_iQkRJuPc0,"Ogden City Council Fact Finding Session, November 15th, 2022",streams,2022-11-15,Y,Y,ogden-city-council-fact-finding-session-november-15th-2022
HigWaD9EO4Y,https://www.youtube.com/watch?v=HigWaD9EO4Y,"Quick Meeting Recap - November 1, 2022",videos,2022-11-01,N,Y,quick-meeting-recap-november-1-2022
1cJFX9Nldb8,https://www.youtube.com/watch?v=1cJFX9Nldb8,"Ogden City Council Meeting, November 1st, 2022",streams,2022-11-01,Y,Y,ogden-city-council-meeting-november-1st-2022
zBahzPXGTEg,https://www.youtube.com/watch?v=zBahzPXGTEg,"Special RDA Meeting - October 25th, 2022",streams,2022-10-25,Y,N,special-rda-meeting-october-25th-2022
0s5Sdpcmuxg,https://www.youtube.com/watch?v=0s5Sdpcmuxg,"Quick Meeting Recap - October 18, 2022",videos,2022-10-18,N,Y,quick-meeting-recap-october-18-2022
ogYsjyFVN8g,https://www.youtube.com/watch?v=ogYsjyFVN8g,"Ogden City Council Meeting October 18, 2022",streams,2022-10-18,Y,Y,ogden-city-council-meeting-october-18-2022
gXb2CFnbNCE,https://www.youtube.com/watch?v=gXb2CFnbNCE,"Quick Meeting Recap - October 11, 2022",videos,2022-10-11,N,Y,quick-meeting-recap-october-11-2022
D4TwaoPTxfo,https://www.youtube.com/watch?v=D4TwaoPTxfo,"Ogden City Council Meeting October 11, 2022",streams,2022-10-11,Y,Y,ogden-city-council-meeting-october-11-2022
3QsANzyPeNU,https://www.youtube.com/watch?v=3QsANzyPeNU,"Quick Meeting Recap - October 4, 2022",videos,2022-10-04,N,Y,quick-meeting-recap-october-4-2022
K5mTplIDMJU,https://www.youtube.com/watch?v=K5mTplIDMJU,"Ogden City Council Meeting October 4, 2022",streams,2022-10-04,Y,Y,ogden-city-council-meeting-october-4-2022
WloCzvKU14U,https://www.youtube.com/watch?v=WloCzvKU14U,"Quick Meeting Recap - September 21, 2022",videos,2022-09-21,N,Y,quick-meeting-recap-september-21-2022
rxiJycCiqKY,https://www.youtube.com/watch?v=rxiJycCiqKY,"Quick Meeting Recap - September 20, 2022",videos,2022-09-20,N,Y,quick-meeting-recap-september-20-2022
iy2LjzdZotQ,https://www.youtube.com/watch?v=iy2LjzdZotQ,"Ogden City Council Meeting - September 20, 2022",streams,2022-09-20,Y,Y,ogden-city-council-meeting-september-20-2022
Bt5DnMvApvs,https://www.youtube.com/watch?v=Bt5DnMvApvs,"Quick Meeting Recap - September 13, 2022",videos,2022-09-13,N,Y,quick-meeting-recap-september-13-2022
3OXvvZJPJtE,https://www.youtube.com/watch?v=3OXvvZJPJtE,"Ogden City Council Meeting - September 13, 2022",streams,2022-09-13,Y,Y,ogden-city-council-meeting-september-13-2022
Gn2aUW3mpXY,https://www.youtube.com/watch?v=Gn2aUW3mpXY,"Quick Meeting Recap - September 6, 2022",videos,2022-09-06,N,Y,quick-meeting-recap-september-6-2022
AxyZuuiOJLg,https://www.youtube.com/watch?v=AxyZuuiOJLg,"Ogden City Council Meeting - September 6, 2022",streams,2022-09-06,Y,Y,ogden-city-council-meeting-september-6-2022
P2DWhTY6JCA,https://www.youtube.com/watch?v=P2DWhTY6JCA,"Quick Meeting Recap - August 23, 2022",videos,2022-08-23,N,Y,quick-meeting-recap-august-23-2022
1hpT3P7fBvQ,https://www.youtube.com/watch?v=1hpT3P7fBvQ,"Ogden City Council Meeting - August 23rd, 2022",streams,2022-08-23,Y,Y,ogden-city-council-meeting-august-23rd-2022
y7frtaL6lmg,https://www.youtube.com/watch?v=y7frtaL6lmg,"Quick Meeting Recap - August 9, 2022",videos,2022-08-09,N,Y,quick-meeting-recap-august-9-2022
