date,year,title,slug,body,path,source,source_url,notice_url,pmn_body_id,pmn_file_id,retrieved_date,format,extraction_method,status,internal_meeting_date,date_basis,notice_dates,saved_as,text_path,bytes,fname
2019-02-13,2019,"Vineyard CC — February 13, 2019 CC Final Minutes.pdf",,CC,raw/CC_530_472333.pdf,utah-pmn,https://www.utah.gov/pmn/files/472333.pdf,,,472333,2026-07-05,text,pdftotext-layout,recovered,2019-02-13,internal-pdf,2019-02-13,CC_530_472333.pdf,text/CC_530_472333.txt,197698,"February 13, 2019 CC Final Minutes.pdf"
2019-02-27,2019,"Vineyard CC — February 27, 2019 CC Final Minutes.pdf",,CC,raw/CC_530_477025.pdf,utah-pmn,https://www.utah.gov/pmn/files/477025.pdf,,,477025,2026-07-05,text,pdftotext-layout,recovered,2019-02-27,internal-pdf,2019-02-27,CC_530_477025.pdf,text/CC_530_477025.txt,229376,"February 27, 2019 CC Final Minutes.pdf"
2019-03-13,2019,"Vineyard CC — March 13, 2019 CC Final Minutes.pdf",,CC,raw/CC_530_486275.pdf,utah-pmn,https://www.utah.gov/pmn/files/486275.pdf,,,486275,2026-07-05,text,pdftotext-layout,recovered,2019-03-13,internal-pdf,2019-03-13,CC_530_486275.pdf,text/CC_530_486275.txt,139899,"March 13, 2019 CC Final Minutes.pdf"
2019-04-10,2019,"Vineyard CC — April 10, 2019 CC Final Minutes.pdf",,CC,raw/CC_530_493377.pdf,utah-pmn,https://www.utah.gov/pmn/files/493377.pdf,,,493377,2026-07-05,text,pdftotext-layout,recovered,2019-04-10,internal-pdf,2019-04-10,CC_530_493377.pdf,text/CC_530_493377.txt,291268,"April 10, 2019 CC Final Minutes.pdf"
2019-05-08,2019,"Vineyard CC — May 08, 2019 CC Final Minutes.pdf",,CC,raw/CC_530_497271.pdf,utah-pmn,https://www.utah.gov/pmn/files/497271.pdf,,,497271,2026-07-05,text,pdftotext-layout,recovered,2019-05-08,internal-pdf,2019-05-08,CC_530_497271.pdf,text/CC_530_497271.txt,250325,"May 08, 2019 CC Final Minutes.pdf"
2019-05-22,2019,"Vineyard CC — May 22, 2019 CC Final Minutes_exppdf.pdf",,CC,raw/CC_530_503437.pdf,utah-pmn,https://www.utah.gov/pmn/files/503437.pdf,,,503437,2026-07-05,text,pdftotext-layout,recovered,2019-05-22,internal-pdf,2019-05-22,CC_530_503437.pdf,text/CC_530_503437.txt,6685109,"May 22, 2019 CC Final Minutes_exppdf.pdf"
2019-06-12,2019,"Vineyard CC — June 12, 2019 CC Final Minutes_exppdf.pdf",,CC,raw/CC_530_508233.pdf,utah-pmn,https://www.utah.gov/pmn/files/508233.pdf,,,508233,2026-07-05,text,pdftotext-layout,recovered,2019-06-12,internal-pdf,2019-06-12,CC_530_508233.pdf,text/CC_530_508233.txt,3208184,"June 12, 2019 CC Final Minutes_exppdf.pdf"
2019-07-10,2019,"Vineyard CC — July 10, 2019 CC Final Minutes_exppdf.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/521055.pdf,,,521055,2026-07-05,na,none,oversize-not-fetched,,notice-approx,2019-07-10,,,8060928,"July 10, 2019 CC Final Minutes_exppdf.pdf"
2019-08-14,2019,"Vineyard CC — August 14, 2019 CC Final Minutes.pdf",,CC,raw/CC_530_531025.pdf,utah-pmn,https://www.utah.gov/pmn/files/531025.pdf,,,531025,2026-07-05,text,pdftotext-layout,recovered,2019-08-14,internal-pdf,2019-08-14,CC_530_531025.pdf,text/CC_530_531025.txt,365781,"August 14, 2019 CC Final Minutes.pdf"
2019-08-28,2019,"Vineyard CC — August 28, 2019 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/534049.pdf,,,534049,2026-07-05,na,none,oversize-not-fetched,,notice-approx,2019-08-28,,,8060928,"August 28, 2019 CC Final Minutes.pdf"
2019-09-11,2019,"Vineyard CC — September 11, 2019 CC Final Minutes_exppdf.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/538887.pdf,,,538887,2026-07-05,na,none,oversize-not-fetched,,notice-approx,2019-09-11,,,8060928,"September 11, 2019 CC Final Minutes_exppdf.pdf"
2019-09-25,2019,"Vineyard CC — September 25, 2019 CC Final Minutes_exppdf.pdf",,CC,raw/CC_530_538889.pdf,utah-pmn,https://www.utah.gov/pmn/files/538889.pdf,,,538889,2026-07-05,text,pdftotext-layout,recovered,2019-09-25,internal-pdf,2019-09-25,CC_530_538889.pdf,text/CC_530_538889.txt,4314096,"September 25, 2019 CC Final Minutes_exppdf.pdf"
2019-09-25,2019,"Vineyard CC — September 25, 2019 CC Work Session Final Minutes.pdf",,CC,raw/CC_530_551425.pdf,utah-pmn,https://www.utah.gov/pmn/files/551425.pdf,,,551425,2026-07-05,text,pdftotext-layout,duplicate-not-promoted,2019-09-25,internal-pdf,2019-09-25,CC_530_551425.pdf,text/CC_530_551425.txt,94511,"September 25, 2019 CC Work Session Final Minutes.pdf"
2019-10-09,2019,"Vineyard CC — October 9, 2019 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/551443.pdf,,,551443,2026-07-05,na,none,oversize-not-fetched,,notice-approx,2019-10-09,,,8060928,"October 9, 2019 CC Final Minutes.pdf"
2019-10-30,2019,"Vineyard CC — October 30, 2019 CC Agenda - Special Session - Final Minutes_exppdf.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/557843.pdf,,,557843,2026-07-05,na,none,oversize-not-fetched,,notice-approx,2019-10-30,,,8060928,"October 30, 2019 CC Agenda - Special Session - Final Minutes_exppdf.pdf"
2019-11-13,2019,"Vineyard CC — November 13, 2019 CC Final Minutes_exppdf.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/557845.pdf,,,557845,2026-07-05,na,none,oversize-not-fetched,,notice-approx,2019-11-13,,,8060928,"November 13, 2019 CC Final Minutes_exppdf.pdf"
2019-11-19,2019,"Vineyard CC — November 19, 2019 CC Special Session Final Minutes_exppdf.pdf",,CC,raw/CC_530_557847.pdf,utah-pmn,https://www.utah.gov/pmn/files/557847.pdf,,,557847,2026-07-05,text,pdftotext-layout,recovered,2019-11-19,internal-pdf,2019-11-19,CC_530_557847.pdf,text/CC_530_557847.txt,1924741,"November 19, 2019 CC Special Session Final Minutes_exppdf.pdf"
2019-12-11,2019,"Vineyard CC — December 11, 2019 CC Final Minutes_exppdf.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/563685.pdf,,,563685,2026-07-05,na,none,oversize-not-fetched,,notice-approx,2019-12-11,,,8060928,"December 11, 2019 CC Final Minutes_exppdf.pdf"
2025-12-10,2025,Vineyard CC — 12102025 City Council Minutes - Final_exppdf.pdf,,CC,,utah-pmn,https://www.utah.gov/pmn/files/1383573.pdf,,,1383573,2026-07-05,na,none,oversize-not-fetched,,notice-approx,2025-12-10,,,8060928,12102025 City Council Minutes - Final_exppdf.pdf
2026-03-10,2026,Vineyard CC — 031026 CC Meeting Minutes - Final_exppdf.pdf,,CC,,utah-pmn,https://www.utah.gov/pmn/files/1427375.pdf,,,1427375,2026-07-05,na,none,oversize-not-fetched,,notice-approx,2026-03-10,,,8060928,031026 CC Meeting Minutes - Final_exppdf.pdf
2026-05-12,2026,Vineyard CC — 5.12.26 Approved Minutes.pdf,,CC,raw/CC_530_1445497.pdf,utah-pmn,https://www.utah.gov/pmn/files/1445497.pdf,,,1445497,2026-07-05,scanned,tesseract-ocr,recovered,2026-05-12,internal-pdf-ocr,2026-05-12,CC_530_1445497.pdf,text/CC_530_1445497.txt,408474,5.12.26 Approved Minutes.pdf
2026-05-19,2026,Vineyard CC — 5.19.26 CC Minutes - Final_exppdf.pdf,,CC,,utah-pmn,https://www.utah.gov/pmn/files/1441223.pdf,,,1441223,2026-07-05,na,none,oversize-not-fetched,,notice-approx,2026-05-19,,,8060928,5.19.26 CC Minutes - Final_exppdf.pdf
2015-01-21,2015,Vineyard PC — Jan 21 2015 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/161545.pdf,,,161545,2026-07-05,na,none,source-unavailable,,notice-approx,2015-01-21,,,,Jan 21 2015 PC Final Minutes.pdf
2015-02-04,2015,Vineyard PC — Feb 4 2015 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/161547.pdf,,,161547,2026-07-05,na,none,source-unavailable,,notice-approx,2015-02-04,,,,Feb 4 2015 PC Final Minutes.pdf
2015-02-18,2015,"Vineyard PC — February 18, 2015 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/176739.pdf,,,176739,2026-07-05,na,none,source-unavailable,,notice-approx,2015-02-18,,,,"February 18, 2015 PC Final Minutes.pdf"
2015-03-04,2015,Vineyard PC — 3.4.15 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/176737.pdf,,,176737,2026-07-05,na,none,source-unavailable,,notice-approx,2015-03-04,,,,3.4.15 PC Final Minutes.pdf
2015-04-15,2015,Vineyard PC — 4.15.15 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/176735.pdf,,,176735,2026-07-05,na,none,source-unavailable,,notice-approx,2015-04-15,,,,4.15.15 PC Final Minutes.pdf
2015-05-20,2015,"Vineyard PC — May 20, 2015 PC - Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/176733.pdf,,,176733,2026-07-05,na,none,source-unavailable,,notice-approx,2015-05-20,,,,"May 20, 2015 PC - Final Minutes.pdf"
2015-06-03,2015,Vineyard PC — Jun 3 2015 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/185567.pdf,,,185567,2026-07-05,na,none,source-unavailable,,notice-approx,2015-06-03,,,,Jun 3 2015 PC Final Minutes.pdf
2015-06-17,2015,"Vineyard PC — June 17, 2015 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/186641.pdf,,,186641,2026-07-05,na,none,source-unavailable,,notice-approx,2015-06-17,,,,"June 17, 2015 PC Final Minutes.pdf"
2015-07-01,2015,"Vineyard PC — July 1, 2015 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/186645.pdf,,,186645,2026-07-05,na,none,source-unavailable,,notice-approx,2015-07-01,,,,"July 1, 2015 PC Final Minutes.pdf"
2015-07-15,2015,Vineyard PC — July 15 2015 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/186649.pdf,,,186649,2026-07-05,na,none,source-unavailable,,notice-approx,2015-07-15,,,,July 15 2015 PC Final Minutes.pdf
2015-08-05,2015,Vineyard PC — August 5 2015 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/186651.pdf,,,186651,2026-07-05,na,none,source-unavailable,,notice-approx,2015-08-05,,,,August 5 2015 PC Final Minutes.pdf
2015-08-06,2015,"Vineyard PC — August 6, 2015 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/186653.pdf,,,186653,2026-07-05,na,none,source-unavailable,,notice-approx,2015-08-06,,,,"August 6, 2015 PC Final Minutes.pdf"
2015-09-02,2015,"Vineyard PC — Sep 2, 2015 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/197215.pdf,,,197215,2026-07-05,na,none,source-unavailable,,notice-approx,2015-09-02,,,,"Sep 2, 2015 PC Final Minutes.pdf"
2015-10-07,2015,"Vineyard PC — October 7, 2015 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/192555.pdf,,,192555,2026-07-05,na,none,source-unavailable,,notice-approx,2015-10-07,,,,"October 7, 2015 PC Final Minutes.pdf"
2015-10-21,2015,Vineyard PC — PC - 10.21.2015 - Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/197213.pdf,,,197213,2026-07-05,na,none,source-unavailable,,notice-approx,2015-10-21,,,,PC - 10.21.2015 - Final Minutes.pdf
2015-11-18,2015,"Vineyard PC — November 18, 2015 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/209763.pdf,,,209763,2026-07-05,na,none,source-unavailable,,notice-approx,2015-11-18,,,,"November 18, 2015 PC Final Minutes.pdf"
2015-12-16,2015,"Vineyard PC — December 16, 2015 PC -Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/209761.pdf,,,209761,2026-07-05,na,none,source-unavailable,,notice-approx,2015-12-16,,,,"December 16, 2015 PC -Final Minutes.pdf"
2016-01-20,2016,"Vineyard PC — Jan 20,2016 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/219577.pdf,,,219577,2026-07-05,na,none,source-unavailable,,notice-approx,2016-01-20,,,,"Jan 20,2016 PC Final Minutes.pdf"
2016-02-03,2016,Vineyard PC — Feb 3 2016 PC Final Minutes .pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/219579.pdf,,,219579,2026-07-05,na,none,source-unavailable,,notice-approx,2016-02-03,,,,Feb 3 2016 PC Final Minutes .pdf
2016-02-17,2016,"Vineyard PC — Feb17, 2016 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/219583.pdf,,,219583,2026-07-05,na,none,source-unavailable,,notice-approx,2016-02-17,,,,"Feb17, 2016 PC Final Minutes.pdf"
2016-03-02,2016,"Vineyard PC — Mar 2, 2016 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/219587.pdf,,,219587,2026-07-05,na,none,source-unavailable,,notice-approx,2016-03-02,,,,"Mar 2, 2016 PC Final Minutes.pdf"
2016-03-16,2016,Vineyard PC — 03.16.2016 - Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/229505.pdf,,,229505,2026-07-05,na,none,source-unavailable,,notice-approx,2016-03-16,,,,03.16.2016 - Final Minutes.pdf
2016-04-20,2016,"Vineyard PC — April 20, 2016 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/232525.pdf,,,232525,2026-07-05,na,none,source-unavailable,,notice-approx,2016-04-20,,,,"April 20, 2016 PC Final Minutes.pdf"
2016-05-04,2016,"Vineyard PC — May 4, 2016 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/232523.pdf,,,232523,2026-07-05,na,none,source-unavailable,,notice-approx,2016-05-04,,,,"May 4, 2016 PC Final Minutes.pdf"
2016-06-01,2016,"Vineyard PC — June 1, 2016 - Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/244615.pdf,,,244615,2026-07-05,na,none,source-unavailable,,notice-approx,2016-06-01,,,,"June 1, 2016 - Final Minutes.pdf"
2016-06-15,2016,"Vineyard PC — June 15, 2016 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/244617.pdf,,,244617,2026-07-05,na,none,source-unavailable,,notice-approx,2016-06-15,,,,"June 15, 2016 PC Final Minutes.pdf"
2016-07-06,2016,"Vineyard PC — July 6, 2016 PC Final Minutes.pdf",,PC,,utah-pmn,https://www.utah.gov/pmn/files/244619.pdf,,,244619,2026-07-05,na,none,source-unavailable,,notice-approx,2016-07-06,,,,"July 6, 2016 PC Final Minutes.pdf"
2016-07-20,2016,Vineyard PC — 07 20 2016 final minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/246329.pdf,,,246329,2026-07-05,na,none,source-unavailable,,notice-approx,2016-07-20,,,,07 20 2016 final minutes.pdf
2016-08-03,2016,Vineyard PC — PC Final Minutes 8-3-16.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/246331.pdf,,,246331,2026-07-05,na,none,source-unavailable,,notice-approx,2016-08-03,,,,PC Final Minutes 8-3-16.pdf
2016-09-07,2016,Vineyard PC — 09.07.2016 Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/249407.pdf,,,249407,2026-07-05,na,none,source-unavailable,,notice-approx,2016-09-07,,,,09.07.2016 Final Minutes.pdf
2016-12-07,2016,Vineyard PC — 12.07.2016 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/273365.pdf,,,273365,2026-07-05,na,none,source-unavailable,,notice-approx,2016-12-07,,,,12.07.2016 PC Final Minutes.pdf
2017-01-18,2017,Vineyard PC — PC 01.18.17 Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/276495.pdf,,,276495,2026-07-05,na,none,source-unavailable,,notice-approx,2017-01-18,,,,PC 01.18.17 Final Minutes.pdf
2017-02-01,2017,Vineyard PC — PC 02.01.17 Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/288989.pdf,,,288989,2026-07-05,na,none,source-unavailable,,notice-approx,2017-02-01,,,,PC 02.01.17 Final Minutes.pdf
2017-03-01,2017,Vineyard PC — PC 03.01.17 Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/294413.pdf,,,294413,2026-07-05,na,none,source-unavailable,,notice-approx,2017-03-01,,,,PC 03.01.17 Final Minutes.pdf
2017-04-05,2017,Vineyard PC — PC 04.05.17 Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/295715.pdf,,,295715,2026-07-05,na,none,source-unavailable,,notice-approx,2017-04-05,,,,PC 04.05.17 Final Minutes.pdf
2017-05-17,2017,Vineyard PC — PC 05.17.2017 Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/355471.pdf,,,355471,2026-07-05,na,none,source-unavailable,,notice-approx,2017-05-17,,,,PC 05.17.2017 Final Minutes.pdf
2017-06-07,2017,Vineyard PC — PC 06.07.2017 Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/327037.pdf,,,327037,2026-07-05,na,none,source-unavailable,,notice-approx,2017-06-07,,,,PC 06.07.2017 Final Minutes.pdf
2017-07-19,2017,Vineyard PC — PC 07.19.2017 Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/327035.pdf,,,327035,2026-07-05,na,none,source-unavailable,,notice-approx,2017-07-19,,,,PC 07.19.2017 Final Minutes.pdf
2017-08-02,2017,Vineyard PC — PC 08.02.2017 Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/355415.pdf,,,355415,2026-07-05,na,none,source-unavailable,,notice-approx,2017-08-02,,,,PC 08.02.2017 Final Minutes.pdf
2017-08-16,2017,Vineyard PC — 08.16.2017 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/355453.pdf,,,355453,2026-07-05,na,none,source-unavailable,,notice-approx,2017-08-16,,,,08.16.2017 PC Final Minutes.pdf
2017-09-06,2017,Vineyard PC — 09.06.17 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/355495.pdf,,,355495,2026-07-05,na,none,source-unavailable,,notice-approx,2017-09-06,,,,09.06.17 PC Final Minutes.pdf
2017-09-20,2017,Vineyard PC — 09.20.17 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/355459.pdf,,,355459,2026-07-05,na,none,source-unavailable,,notice-approx,2017-09-20,,,,09.20.17 PC Final Minutes.pdf
2017-10-04,2017,Vineyard PC — 10.04.2017 Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/355465.pdf,,,355465,2026-07-05,na,none,source-unavailable,,notice-approx,2017-10-04,,,,10.04.2017 Final Minutes.pdf
2017-10-04,2017,Vineyard PC — 10.04.2017 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/355469.pdf,,,355469,2026-07-05,na,none,source-unavailable,,notice-approx,2017-10-04,,,,10.04.2017 PC Final Minutes.pdf
2017-10-23,2017,Vineyard PC — 10.23.2017 General Plan SubCommittee Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/355515.pdf,,,355515,2026-07-05,na,none,source-unavailable,,notice-approx,2017-10-23,,,,10.23.2017 General Plan SubCommittee Final Minutes.pdf
2017-11-01,2017,Vineyard PC — 11.01.2017 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/363733.pdf,,,363733,2026-07-05,na,none,source-unavailable,,notice-approx,2017-11-01,,,,11.01.2017 PC Final Minutes.pdf
2017-11-15,2017,Vineyard PC — 11.15.2017 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/363729.pdf,,,363729,2026-07-05,na,none,source-unavailable,,notice-approx,2017-11-15,,,,11.15.2017 PC Final Minutes.pdf
2018-01-17,2018,Vineyard PC — 01.17.2018 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/373497.pdf,,,373497,2026-07-05,na,none,source-unavailable,,notice-approx,2018-01-17,,,,01.17.2018 PC Final Minutes.pdf
2018-03-07,2018,Vineyard PC — 03.07.2018 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/396127.pdf,,,396127,2026-07-05,na,none,source-unavailable,,notice-approx,2018-03-07,,,,03.07.2018 PC Final Minutes.pdf
2018-03-21,2018,Vineyard PC — 03.21.2018 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/397223.pdf,,,397223,2026-07-05,na,none,source-unavailable,,notice-approx,2018-03-21,,,,03.21.2018 PC Final Minutes.pdf
2018-04-18,2018,Vineyard PC — 04.18.2018 PC Raw Minutes.mp3,,PC,,utah-pmn,https://www.utah.gov/pmn/files/389165.mp3,,,389165,2026-07-05,na,none,source-unavailable,,notice-approx,2018-04-18,,,,04.18.2018 PC Raw Minutes.mp3
2018-04-18,2018,Vineyard PC — 04.18.2018 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/419945.pdf,,,419945,2026-07-05,na,none,source-unavailable,,notice-approx,2018-04-18,,,,04.18.2018 PC Final Minutes.pdf
2018-05-02,2018,Vineyard PC — 05.02.2018 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/436679.pdf,,,436679,2026-07-05,na,none,source-unavailable,,notice-approx,2018-05-02,,,,05.02.2018 PC Final Minutes.pdf
2018-05-16,2018,Vineyard PC — 05.16.2018 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/436671.pdf,,,436671,2026-07-05,na,none,source-unavailable,,notice-approx,2018-05-16,,,,05.16.2018 PC Final Minutes.pdf
2018-06-20,2018,Vineyard PC — 06.20.2018 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/452933.pdf,,,452933,2026-07-05,na,none,source-unavailable,,notice-approx,2018-06-20,,,,06.20.2018 PC Final Minutes.pdf
2018-08-15,2018,Vineyard PC — 08.15.2018 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/452935.pdf,,,452935,2026-07-05,na,none,source-unavailable,,notice-approx,2018-08-15,,,,08.15.2018 PC Final Minutes.pdf
2018-09-19,2018,Vineyard PC — 09.19.2018 PC Final Minutes.pdf,,PC,,utah-pmn,https://www.utah.gov/pmn/files/452941.pdf,,,452941,2026-07-05,na,none,source-unavailable,,notice-approx,2018-09-19,,,,09.19.2018 PC Final Minutes.pdf
2024-02-07,2024,Vineyard PC — 02.07.2024 Planning Commission Meeting Final Minutes.docx,,PC,raw/PC_531_1151975.docx,utah-pmn,https://www.utah.gov/pmn/files/1151975.docx,,,1151975,2026-07-05,text,pdftotext-layout,recovered,2024-02-07,internal-pdf,2024-02-07,PC_531_1151975.docx,text/PC_531_1151975.txt,49648,02.07.2024 Planning Commission Meeting Final Minutes.docx
2015-01-14,2015,"Vineyard RDA — January 14, 2015 RDA Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/157325.pdf,,,157325,2026-07-05,na,none,source-unavailable,,notice-approx,2015-01-14,,,,"January 14, 2015 RDA Final Minutes.pdf"
2015-01-28,2015,"Vineyard RDA — January 28, 2015 RDA Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/157327.pdf,,,157327,2026-07-05,na,none,source-unavailable,,notice-approx,2015-01-28,,,,"January 28, 2015 RDA Final Minutes.pdf"
2015-05-13,2015,"Vineyard RDA — May 13, 2015 RDA Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/164131.pdf,,,164131,2026-07-05,na,none,source-unavailable,,notice-approx,2015-05-13,,,,"May 13, 2015 RDA Final Minutes.pdf"
2015-06-10,2015,"Vineyard RDA — June 10, 2015 RDA Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/167633.pdf,,,167633,2026-07-05,na,none,source-unavailable,,notice-approx,2015-06-10,,,,"June 10, 2015 RDA Final Minutes.pdf"
2015-07-01,2015,"Vineyard RDA — July 1, 2015 RDA Special Meeting Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/167627.pdf,,,167627,2026-07-05,na,none,source-unavailable,,notice-approx,2015-07-01,,,,"July 1, 2015 RDA Special Meeting Final Minutes.pdf"
2015-07-08,2015,"Vineyard RDA — July 08, 2015 RDA Final Minutes (2).pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/185321.pdf,,,185321,2026-07-05,na,none,source-unavailable,,notice-approx,2015-07-08,,,,"July 08, 2015 RDA Final Minutes (2).pdf"
2015-10-14,2015,"Vineyard RDA — October 14, 2015 RDA Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/189231.pdf,,,189231,2026-07-05,na,none,source-unavailable,,notice-approx,2015-10-14,,,,"October 14, 2015 RDA Final Minutes.pdf"
2015-12-09,2015,"Vineyard RDA — December 9, 2015 RDA Meeting Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/201318.pdf,,,201318,2026-07-05,na,none,source-unavailable,,notice-approx,2015-12-09,,,,"December 9, 2015 RDA Meeting Final Minutes.pdf"
2016-01-13,2016,"Vineyard RDA — January, 13 2016 RDA Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/214917.pdf,,,214917,2026-07-05,na,none,source-unavailable,,notice-approx,2016-01-13,,,,"January, 13 2016 RDA Final Minutes.pdf"
2016-03-23,2016,"Vineyard RDA — March 23, 2016 RDA Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/219131.pdf,,,219131,2026-07-05,na,none,source-unavailable,,notice-approx,2016-03-23,,,,"March 23, 2016 RDA Final Minutes.pdf"
2016-04-13,2016,"Vineyard RDA — April 13, 2016 RDA Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/223973.pdf,,,223973,2026-07-05,na,none,source-unavailable,,notice-approx,2016-04-13,,,,"April 13, 2016 RDA Final Minutes.pdf"
2016-04-27,2016,"Vineyard RDA — April 27, 2016 RDA Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/225783.pdf,,,225783,2026-07-05,na,none,source-unavailable,,notice-approx,2016-04-27,,,,"April 27, 2016 RDA Final Minutes.pdf"
2016-05-04,2016,"Vineyard RDA — May 4, 2016 RDA Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/227497.pdf,,,227497,2026-07-05,na,none,source-unavailable,,notice-approx,2016-05-04,,,,"May 4, 2016 RDA Final Minutes.pdf"
2016-05-11,2016,"Vineyard RDA — May 11, 2016 RDA Final Minutes.pdf",,RDA,,utah-pmn,https://www.utah.gov/pmn/files/229507.pdf,,,229507,2026-07-05,na,none,source-unavailable,,notice-approx,2016-05-11,,,,"May 11, 2016 RDA Final Minutes.pdf"
