year,election_date,election_type,source_file,sheet,contest,candidate,parsed_sum,certified_total,delta,suppressed_cells,status
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE REP DIST #51,STATE REP DIST #51,GREG HUGHES (REP),8394,8394,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE REP DIST #51,STATE REP DIST #51,Write-in,20,20,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE REP DIST #52,STATE REP DIST #52,DAVE HOGUE (DEM),6620,6620,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE REP DIST #52,STATE REP DIST #52,CARL WIMMER (REP),12556,12556,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE REP DIST #52,STATE REP DIST #52,Write-in,17,17,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY MAYOR,COUNTY MAYOR,PETER M. CORROON (DEM),233655,233655,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY MAYOR,COUNTY MAYOR,MICHAEL RENCKERT (REP),114097,114097,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY MAYOR,COUNTY MAYOR,LEONARD OLDS (CON),7247,7247,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY MAYOR,COUNTY MAYOR,Write-in,203,203,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #A,COUNTY COUNCIL #A,RANDY HORIUCHI (DEM),193453,193453,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #A,COUNTY COUNCIL #A,STEVEN L. DEBRY (REP),157807,157807,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #A,COUNTY COUNCIL #A,Write-in,367,367,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #2,COUNTY COUNCIL #2,PAUL PUGMIRE (DEM),24583,24583,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #2,COUNTY COUNCIL #2,MICHAEL H. JENSEN (REP),34346,34346,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #2,COUNTY COUNCIL #2,Write-in,43,43,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #4,COUNTY COUNCIL #4,JANI IWAMOTO (DEM),38800,38800,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #4,COUNTY COUNCIL #4,MARK CROCKETT (REP),32909,32909,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #4,COUNTY COUNCIL #4,Write-in,35,35,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #6,COUNTY COUNCIL #6,ROGER M. HARDING (DEM),28485,28485,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #6,COUNTY COUNCIL #6,MAX BURDICK (REP),31695,31695,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,COUNTY COUNCIL #6,COUNTY COUNCIL #6,Write-in,50,50,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE SCHOOL DIST #7,STATE SCHOOL DIST #7,LESLIE BROOKS CASTLE,25564,25564,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE SCHOOL DIST #7,STATE SCHOOL DIST #7,RANDALL A. MACKEY,14336,14336,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE SCHOOL DIST #7,STATE SCHOOL DIST #7,Write-in,229,229,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE SCHOOL DIST #8,STATE SCHOOL DIST #8,TRENT E. KAUFMAN,14772,14772,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE SCHOOL DIST #8,STATE SCHOOL DIST #8,JANET A. CANNON10,30752,30752,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE SCHOOL DIST #8,STATE SCHOOL DIST #8,Write-in,140,140,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE SCHOOL DIST #11,STATE SCHOOL DIST #11,TED H. HEAP,15286,15286,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE SCHOOL DIST #11,STATE SCHOOL DIST #11,DAVE CRANDALL,33715,33715,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,STATE SCHOOL DIST #11,STATE SCHOOL DIST #11,Write-in,333,333,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GRANITE SCHOOL DIST #1,GRANITE SCHOOL DIST #1,DAN LOFGREN,11983,11983,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GRANITE SCHOOL DIST #1,GRANITE SCHOOL DIST #1,KATHARINE H. NEWTON,10906,10906,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GRANITE SCHOOL DIST #1,GRANITE SCHOOL DIST #1,Write-in,41,41,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GRANITE SCHOOL DIST #2,GRANITE SCHOOL DIST #2,CONNIE ANDERSON,8854,8854,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GRANITE SCHOOL DIST #2,GRANITE SCHOOL DIST #2,PATRICIA G.SANDSTROM,7213,7213,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GRANITE SCHOOL DIST #2,GRANITE SCHOOL DIST #2,Write-in,57,57,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GRANITE SCHOOL DIST #4,GRANITE SCHOOL DIST #4,SARAH R. MEIER,9764,9764,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GRANITE SCHOOL DIST #4,GRANITE SCHOOL DIST #4,MICHAEL GABBITAS,4245,4245,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GRANITE SCHOOL DIST #4,GRANITE SCHOOL DIST #4,Write-in,32,32,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,MURRAY SCHOOL DIST #1,MURRAY SCHOOL DIST #1,MARIA H. HUFF,2403,2403,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,MURRAY SCHOOL DIST #1,MURRAY SCHOOL DIST #1,Write-in,27,27,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,MURRAY SCHOOL DIST #5,MURRAY SCHOOL DIST #5,MARJORIE TUCKETT,2601,2601,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,MURRAY SCHOOL DIST #5,MURRAY SCHOOL DIST #5,Write-in,30,30,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,SLC SCHOOL DIST #1,SLC SCHOOL DIST #1,AMANDA THORDERSON,2661,2661,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,SLC SCHOOL DIST #1,SLC SCHOOL DIST #1,CLIFF HIGBEE,2217,2217,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,SLC SCHOOL DIST #1,SLC SCHOOL DIST #1,Write-in,24,24,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,SLC SCHOOL DIST #2,SLC SCHOOL DIST #2,ALAMA ULUAVE,3180,3180,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,SLC SCHOOL DIST #2,SLC SCHOOL DIST #2,Write-in,49,49,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,SLC SCHOOL DIST #5,SLC SCHOOL DIST #5,MAILE KALI,2533,2533,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,SLC SCHOOL DIST #5,SLC SCHOOL DIST #5,HEATHER BENNETT,4700,4700,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,SLC SCHOOL DIST #5,SLC SCHOOL DIST #5,Write-in,28,28,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,SLC SCHOOL DIST #7,SLC SCHOOL DIST #7,KRISTI SWETT,5807,5807,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,SLC SCHOOL DIST #7,SLC SCHOOL DIST #7,HILARY PEMBROKE,3640,3640,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,SLC SCHOOL DIST #7,SLC SCHOOL DIST #7,Write-in,33,33,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,EMIGRATION TOWNSHIP,EMIGRATION TOWNSHIP,FRED A. SMOLKA,54,54,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,EMIGRATION TOWNSHIP,EMIGRATION TOWNSHIP,DAVID PAUL BREMS,26,26,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,EMIGRATION TOWNSHIP,EMIGRATION TOWNSHIP,Write-in,80,80,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,RUSSELL W. BENCH,RUSSELL W. BENCH,YES,227320,227320,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,RUSSELL W. BENCH,RUSSELL W. BENCH,NO,66874,66874,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,JAMES Z. DAVIS,JAMES Z. DAVIS,YES,226178,226178,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,JAMES Z. DAVIS,JAMES Z. DAVIS,NO,68299,68299,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,PAMELA T. GREENWOOD,PAMELA T. GREENWOOD,YES,230383,230383,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,PAMELA T. GREENWOOD,PAMELA T. GREENWOOD,NO,65081,65081,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CAROLYN B. MCHUGH,CAROLYN B. MCHUGH,YES,228123,228123,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CAROLYN B. MCHUGH,CAROLYN B. MCHUGH,NO,66553,66553,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GREGORY K. ORME,GREGORY K. ORME,YES,225279,225279,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GREGORY K. ORME,GREGORY K. ORME,NO,68991,68991,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,ROBERT W. ADKINS,ROBERT W. ADKINS,YES,225790,225790,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,ROBERT W. ADKINS,ROBERT W. ADKINS,NO,67944,67944,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,DENO G. HIMONAS,DENO G. HIMONAS,YES,222604,222604,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,DENO G. HIMONAS,DENO G. HIMONAS,NO,71195,71195,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GLENN K. IWASAKI,GLENN K. IWASAKI,YES,227879,227879,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,GLENN K. IWASAKI,GLENN K. IWASAKI,NO,67135,67135,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,JOHN PAUL KENNEDY,JOHN PAUL KENNEDY,YES,218302,218302,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,JOHN PAUL KENNEDY,JOHN PAUL KENNEDY,NO,75796,75796,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,DENISE LINDBERG,DENISE LINDBERG,YES,213547,213547,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,DENISE LINDBERG,DENISE LINDBERG,NO,80008,80008,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,PAUL G. MAUGHAN,PAUL G. MAUGHAN,YES,221141,221141,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,PAUL G. MAUGHAN,PAUL G. MAUGHAN,NO,71878,71878,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,TYRONE E. MEDLEY,TYRONE E. MEDLEY,YES,226123,226123,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,TYRONE E. MEDLEY,TYRONE E. MEDLEY,NO,67513,67513,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,ROBIN W. REESE,ROBIN W. REESE,YES,229565,229565,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,ROBIN W. REESE,ROBIN W. REESE,NO,64094,64094,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CHRISTINE S. DECKER,CHRISTINE S. DECKER,YES,233617,233617,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CHRISTINE S. DECKER,CHRISTINE S. DECKER,NO,62105,62105,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,ANDREW A. VALDEZ,ANDREW A. VALDEZ,YES,220758,220758,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,ANDREW A. VALDEZ,ANDREW A. VALDEZ,NO,77883,77883,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CONST AMEND A,CONST AMEND A,YES,247868,247868,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CONST AMEND A,CONST AMEND A,NO,79203,79203,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CONST AMEND B,CONST AMEND B,YES,210226,210226,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CONST AMEND B,CONST AMEND B,NO,113205,113205,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CONST AMEND C,CONST AMEND C,YES,230273,230273,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CONST AMEND C,CONST AMEND C,NO,96831,96831,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CONST AMEND D,CONST AMEND D,YES,249029,249029,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CONST AMEND D,CONST AMEND D,NO,71368,71368,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CONST AMEND E,CONST AMEND E,YES,139572,139572,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,CONST AMEND E,CONST AMEND E,NO,186637,186637,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,TRACY AVIARY BOND,TRACY AVIARY BOND,FOR THE ISSUANCE OF,236173,236173,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,TRACY AVIARY BOND,TRACY AVIARY BOND,AGAINST THE ISSUANCE,112618,112618,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,HOGLE ZOO BOND,HOGLE ZOO BOND,FOR THE ISSUANCE,257805,257805,0,0,exact
2008,2008-11-04,general,2008-11-04-general-sovc.xls,HOGLE ZOO BOND,HOGLE ZOO BOND,AGAINST THE ISSUANCE,97300,97300,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,U.S. SENATE (R),U.S. SENATE (R),TIM BRIDGEWATER (REP),31650,31650,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,U.S. SENATE (R),U.S. SENATE (R),MIKE LEE (REP),28832,28832,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,U.S. REP DIST #2 (D),U.S. REPRESENTATIVE DISTRICT #2 (D),JIM MATHESON (DEM),15870,15870,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,U.S. REP DIST #2 (D),U.S. REPRESENTATIVE DISTRICT #2 (D),CLAUDIA WRIGHT (DEM),8477,8477,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,STATE REP DIST #25 (D),STATE REPRESENTATIVE DISTRICT #25 (D),JOEL K. BRISCOE (DEM),1124,1124,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,STATE REP DIST #25 (D),STATE REPRESENTATIVE DISTRICT #25 (D),ANTHONY C. KAYE (DEM),889,889,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,STATE REP DIST #20 (R),STATE REPRESENTATIVE DISTRICT #20 (R),BECKY EDWARDS (REP),110,110,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,STATE REP DIST #20 (R),STATE REPRESENTATIVE DISTRICT #20 (R),D. J. SCHANZ (REP),57,57,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,STATE REP DIST #50 (R),STATE REPRESENTATIVE DISTRICT #50 (R),MERLYNN T. NEWBOLD (REP),2965,2965,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,STATE REP DIST #50 (R),STATE REPRESENTATIVE DISTRICT #50 (R),STEVEN E. ROBERTS (REP),1992,1992,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,COUNTY COUNCIL AT LARGE (R),COUNTY COUNCIL AT LARGE (R),RICHARD SNELGROVE (REP),35842,35842,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,COUNTY COUNCIL AT LARGE (R),COUNTY COUNCIL AT LARGE (R),WINSTON WILKINSON (REP),19725,19725,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,COUNTY COUNCIL DIST #1 (D),COUNTY COUNCIL DISTRICT #1 (D),ARLYN BRADSHAW (DEM),4948,4948,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,COUNTY COUNCIL DIST #1 (D),COUNTY COUNCIL DISTRICT #1 (D),CALVIN J. NOYCE (DEM),2562,2562,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,CANYONS SCHOOL DIST #5 (NP),CANYONS SCHOOL DISTRICT PRECINCT #5 (NP),STEVE WRIGLEY,917,917,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,CANYONS SCHOOL DIST #5 (NP),CANYONS SCHOOL DISTRICT PRECINCT #5 (NP),STEVEN J. MORRISON,758,758,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,CANYONS SCHOOL DIST #5 (NP),CANYONS SCHOOL DISTRICT PRECINCT #5 (NP),MELODY SHOCK,1002,1002,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,CANYONS SCHOOL DIST #5 (NP),CANYONS SCHOOL DISTRICT PRECINCT #5 (NP),C. GRANT HURST,828,828,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,JORDAN SCHOOL DIST #2 (NP),JORDAN SCHOOL DISTRICT PRECINCT #2 (NP),WM MARK NEWMAN,670,670,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,JORDAN SCHOOL DIST #2 (NP),JORDAN SCHOOL DISTRICT PRECINCT #2 (NP),TYLER K OLSEN,513,513,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,JORDAN SCHOOL DIST #2 (NP),JORDAN SCHOOL DISTRICT PRECINCT #2 (NP),CORBIN WHITE,1375,1375,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,JORDAN SCHOOL DIST #3 (NP),JORDAN SCHOOL DISTRICT PRECINCT #3 (NP),ROY HARWARD,913,913,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,JORDAN SCHOOL DIST #3 (NP),JORDAN SCHOOL DISTRICT PRECINCT #3 (NP),J. DALE CHRISTENSEN,639,639,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,JORDAN SCHOOL DIST #3 (NP),JORDAN SCHOOL DISTRICT PRECINCT #3 (NP),TRAVIS DEVERE,557,557,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,JORDAN SCHOOL DIST #3 (NP),JORDAN SCHOOL DISTRICT PRECINCT #3 (NP),RALPH J. HAWS,539,539,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,JORDAN SCHOOL DIST #3 (NP),JORDAN SCHOOL DISTRICT PRECINCT #3 (NP),SUSAN PULSIPHER,1789,1789,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,CANYONS SCHOOL DIST BOND,CANYONS SCHOOL DISTRICT BOND,FOR THE ISSUANCE,13516,13516,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,CANYONS SCHOOL DIST BOND,CANYONS SCHOOL DISTRICT BOND,AGAINST THE ISSUANCE,13163,13163,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,COTTONWOOD HEIGHTS REC BOND,COTTONWOOD HEIGHTS RECREATION BOND,FOR THE ISSUANCE,3459,3459,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,COTTONWOOD HEIGHTS REC BOND,COTTONWOOD HEIGHTS RECREATION BOND,AGAINST THE ISSUANCE,1743,1743,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,OQUIRRH REC AND PARKS DIST BOND,OQUIRRH RECREATION AND PARKS DISTRICT BOND,FOR THE ISSUANCE,1355,1355,0,0,exact
2010,2010-06-22,primary,2010-06-22-primary-sovc.xlsx,OQUIRRH REC AND PARKS DIST BOND,OQUIRRH RECREATION AND PARKS DISTRICT BOND,AGAINST THE ISSUANCE,1684,1684,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,STRAIGHT PARTY,STRAIGHT PARTY,DEMOCRATIC (DEM),41805,41805,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,STRAIGHT PARTY,STRAIGHT PARTY,REPUBLICAN (REP),40556,40556,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,STRAIGHT PARTY,STRAIGHT PARTY,CONSTITUTION (CON),712,712,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,STRAIGHT PARTY,STRAIGHT PARTY,LIBERTARIAN (LIB),766,766,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. SENATE,U.S. SENATE,SAM F. GRANATO (DEM),116534,116534,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. SENATE,U.S. SENATE,MIKE LEE (REP),121419,121419,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. SENATE,U.S. SENATE,SCOTT N. BRADLEY (CON),9610,9610,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. SENATE,U.S. SENATE,LOY BRUNSON (NP),2,2,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. SENATE,U.S. SENATE,CODY JUDY (NP),2,2,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. SENATE,U.S. SENATE,BRIAN E KAMERATH (NP),18,18,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. SENATE,U.S. SENATE,WRITE-IN (NP),759,759,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #1,U.S. REPRESENTATIVE DIST #1,MORGAN E. BOWEN (DEM),9220,9220,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #1,U.S. REPRESENTATIVE DIST #1,ROB BISHOP (REP),5643,5643,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #1,U.S. REPRESENTATIVE DIST #1,KIRK D. PEARSON (CON),479,479,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #1,U.S. REPRESENTATIVE DIST #1,JARED PAUL STRATTON (LIB),613,613,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #1,U.S. REPRESENTATIVE DIST #1,WRITE-IN (NP),16,16,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #2,U.S. REPRESENTATIVE DIST #2,JIM MATHESON (DEM),86312,86312,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #2,U.S. REPRESENTATIVE DIST #2,MORGAN PHILPOT (REP),50160,50160,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #2,U.S. REPRESENTATIVE DIST #2,RANDALL HINTON (CON),1863,1863,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #2,U.S. REPRESENTATIVE DIST #2,DAVE GLISSMEYER (UNA),1737,1737,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #2,U.S. REPRESENTATIVE DIST #2,WAYNE L. HILL (UNA),839,839,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #2,U.S. REPRESENTATIVE DIST #2,WRITE-IN (NP),408,408,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #3,U.S. REPRESENTATIVE DIST #3,KAREN HYER (DEM),28307,28307,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #3,U.S. REPRESENTATIVE DIST #3,JASON CHAFFETZ (REP),61149,61149,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #3,U.S. REPRESENTATIVE DIST #3,DOUGLAS SLIGTING (CON),2143,2143,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #3,U.S. REPRESENTATIVE DIST #3,JAKE SHANNON (LIB),1643,1643,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #3,U.S. REPRESENTATIVE DIST #3,JOSEPH L. PUENTE (UNA),926,926,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,U.S. REP DIST #3,U.S. REPRESENTATIVE DIST #3,WRITE-IN (NP),49,49,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,GOVERNOR,GOVERNOR,PETER CORROON (DEM),115319,115319,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,GOVERNOR,GOVERNOR,GARY R. HERBERT (REP),129024,129024,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,GOVERNOR,GOVERNOR,W. ANDREW MCCULLOUGH (LIB),5074,5074,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,GOVERNOR,GOVERNOR,FARLEY M. ANDERSON (UNA),3467,3467,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,GOVERNOR,GOVERNOR,MICHAEL W. HEATH (NP),0,0,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,GOVERNOR,GOVERNOR,WRITE-IN (NP),264,264,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,STATE SENATOR DIST #2,STATE SENATOR DIST #2,BEN MCADAMS (DEM),13663,13663,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,STATE SENATOR DIST #2,STATE SENATOR DIST #2,MELVIN DEAN NIMER (REP),4863,4863,0,0,exact
2010,2010-11-02,general,2010-11-02-general-sovc.xlsx,STATE SENATOR DIST #2,STATE SENATOR DIST #2,WRITE-IN (NP),40,40,0,0,exact
