year,election_date,election_type,contest,jurisdiction_slug,office,district,seats,candidate,party,votes,certified_votes,votes_basis,rank_in_contest,n_precincts,suppressed,source_file
2010,2010-11-02,general,SURVEYOR,salt_lake_county,Surveyor,,,MICHAEL W NADEAU (DEM),DEM,104463,104463,exact,2,850,false,2010-11-02-general-sovc.xlsx
2010,2010-11-02,general,SURVEYOR,salt_lake_county,Surveyor,,,WRITE-IN (NP),NP,155,155,exact,3,850,false,2010-11-02-general-sovc.xlsx
2010,2010-11-02,general,TREASURER,salt_lake_county,Treasurer,,,K. WAYNE CUSHING (REP),REP,134242,134242,exact,1,850,false,2010-11-02-general-sovc.xlsx
2010,2010-11-02,general,TREASURER,salt_lake_county,Treasurer,,,WILLIAM F.(BILL) ANDERSON (DEM),DEM,106663,106663,exact,2,850,false,2010-11-02-general-sovc.xlsx
2010,2010-11-02,general,TREASURER,salt_lake_county,Treasurer,,,WRITE-IN (NP),NP,169,169,exact,3,850,false,2010-11-02-general-sovc.xlsx
2012,2012-06-26,primary,COUNTY COUNCIL AT LARGE C,salt_lake_county,Council,At-Large C,,JOSEPH M. DEMMA (REP),REP,35028,35028,exact,1,724,false,2012-06-26-primary-sovc.xlsx
2012,2012-06-26,primary,COUNTY COUNCIL AT LARGE C,salt_lake_county,Council,At-Large C,,MELVIN D NIMER (REP),REP,29170,29170,exact,2,724,false,2012-06-26-primary-sovc.xlsx
2012,2012-06-26,primary,COUNTY MAYOR,salt_lake_county,Mayor,,,MARK CROCKETT (REP),REP,38387,38387,exact,1,724,false,2012-06-26-primary-sovc.xlsx
2012,2012-06-26,primary,COUNTY MAYOR,salt_lake_county,Mayor,,,MIKE WINDER (REP),REP,37368,37368,exact,2,724,false,2012-06-26-primary-sovc.xlsx
2012,2012-11-06,general,COUNTY PROPOSITION #1,salt_lake_county,Ballot Measure,,,FOR THE ISSUANCE OF BONDS (NP),NP,197499,197499,exact,1,724,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY PROPOSITION #1,salt_lake_county,Ballot Measure,,,AGAINST THE ISSUANCE OF BONDS (NP),NP,154322,154322,exact,2,724,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL DIST #2,salt_lake_county,Council,2,,MICHAEL H. JENSEN (REP),REP,27847,27847,exact,1,104,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL DIST #2,salt_lake_county,Council,2,,BRENT H. GOODFELLOW (DEM),DEM,20971,20971,exact,2,104,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL DIST #2,salt_lake_county,Council,2,,WRITE-IN (NP),NP,48,48,exact,3,104,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL DIST #4,salt_lake_county,Council,4,,SAM F. GRANATO (DEM),DEM,46673,46673,exact,1,149,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL DIST #4,salt_lake_county,Council,4,,MELISSA W. LARSEN (REP),REP,34350,34350,exact,2,149,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL DIST #4,salt_lake_county,Council,4,,WRITE-IN (NP),NP,45,45,exact,3,149,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL DIST #6,salt_lake_county,Council,6,,MAX L. BURDICK (REP),REP,44294,44294,exact,1,147,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL DIST #6,salt_lake_county,Council,6,,PAUL RECANZONE (DEM),DEM,27235,27235,exact,2,147,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL DIST #6,salt_lake_county,Council,6,,WRITE-IN (NP),NP,68,68,exact,3,147,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL AT LARGE C,salt_lake_county,Council,At-Large C,,JIM BRADLEY (DEM),DEM,194797,194797,exact,1,724,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL AT LARGE C,salt_lake_county,Council,At-Large C,,JOSEPH M. DEMMA (REP),REP,168812,168812,exact,2,724,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY COUNCIL AT LARGE C,salt_lake_county,Council,At-Large C,,WRITE-IN (NP),NP,378,378,exact,3,724,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY MAYOR,salt_lake_county,Mayor,,,BEN MCADAMS (DEM),DEM,203170,203170,exact,1,724,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY MAYOR,salt_lake_county,Mayor,,,MARK CROCKETT (REP),REP,169418,169418,exact,2,724,false,2012-11-06-general-sovc.xlsx
2012,2012-11-06,general,COUNTY MAYOR,salt_lake_county,Mayor,,,WRITE-IN (NP),NP,389,389,exact,3,724,false,2012-11-06-general-sovc.xlsx
2014,2014-06-24,primary,ASSESSOR (R),salt_lake_county,Assessor,,,KEVIN JACOBS (REP),REP,14189,14189,exact,1,784,false,2014-06-24-primary-sovc.xlsx
2014,2014-06-24,primary,ASSESSOR (R),salt_lake_county,Assessor,,,JAKE PARKINSON (REP),REP,12996,12996,exact,2,784,false,2014-06-24-primary-sovc.xlsx
2014,2014-06-24,primary,AUDITOR (D),salt_lake_county,Auditor,,,JEFF HATCH (DEM),DEM,7580,7580,exact,1,784,false,2014-06-24-primary-sovc.xlsx
2014,2014-06-24,primary,AUDITOR (D),salt_lake_county,Auditor,,,CHRISTOPHER STOUT (DEM),DEM,5296,5296,exact,2,784,false,2014-06-24-primary-sovc.xlsx
2014,2014-11-04,general,ASSESSOR,salt_lake_county,Assessor,,,KEVIN JACOBS (REP),REP,121592,121592,exact,1,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,ASSESSOR,salt_lake_county,Assessor,,,TYLER ANDRUS (DEM),DEM,97768,97768,exact,2,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,AUDITOR,salt_lake_county,Auditor,,,SCOTT TINGLEY (REP),REP,113215,113215,exact,1,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,AUDITOR,salt_lake_county,Auditor,,,JEFF HATCH (DEM),DEM,106679,106679,exact,2,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,COUNTY PROPOSAL NO. 1,salt_lake_county,Ballot Measure,,,FOR (NP),NP,170343,170343,exact,1,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,COUNTY PROPOSAL NO. 1,salt_lake_county,Ballot Measure,,,AGAINST (NP),NP,50941,50941,exact,2,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,CLERK,salt_lake_county,Clerk,,,SHERRIE SWENSEN (DEM),DEM,142055,142055,exact,1,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,CLERK,salt_lake_county,Clerk,,,WANDA AMANN (REP),REP,80746,80746,exact,2,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,COUNTY COUNCIL DIST #1,salt_lake_county,Council,1,,ARLYN BRADSHAW (DEM),DEM,20933,20933,exact,1,106,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,COUNTY COUNCIL DIST #1,salt_lake_county,Council,1,,RICHARD D.M. BARNES (REP),REP,7814,7814,exact,2,106,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,COUNTY COUNCIL DIST #3,salt_lake_county,Council,3,,AIMEE WINDER NEWTON (REP),REP,18521,18521,exact,1,128,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,COUNTY COUNCIL DIST #3,salt_lake_county,Council,3,,DANIEL C. SNARR (DEM),DEM,14752,14752,exact,2,128,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,COUNTY COUNCIL DIST #5,salt_lake_county,Council,5,,STEVEN L. DEBRY (REP),REP,30333,30333,exact,1,127,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,COUNTY COUNCIL AT LARGE A,salt_lake_county,Council,At-Large A,,JENNY WILSON (DEM),DEM,117626,117626,exact,1,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,COUNTY COUNCIL AT LARGE A,salt_lake_county,Council,At-Large A,,MICAH BRUNER (REP),REP,104846,104846,exact,2,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,DISTRICT ATTORNEY,salt_lake_county,District Attorney,,,SIM GILL (DEM),DEM,114915,114915,exact,1,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,DISTRICT ATTORNEY,salt_lake_county,District Attorney,,,STEVE NELSON (REP),REP,109656,109656,exact,2,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,RECORDER,salt_lake_county,Recorder,,,GARY W. OTT (REP),REP,118531,118531,exact,1,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,RECORDER,salt_lake_county,Recorder,,,MARY BISHOP (DEM),DEM,101062,101062,exact,2,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,SHERIFF,salt_lake_county,Sheriff,,,JAMES JIM WINDER (DEM),DEM,134666,134666,exact,1,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,SHERIFF,salt_lake_county,Sheriff,,,JAKE PETERSEN (REP),REP,89821,89821,exact,2,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,SURVEYOR,salt_lake_county,Surveyor,,,REID J. DEMMAN (REP),REP,161154,161154,exact,1,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,TREASURER,salt_lake_county,Treasurer,,,K. WAYNE CUSHING (REP),REP,122221,122221,exact,1,783,false,2014-11-04-general-sovc.xlsx
2014,2014-11-04,general,TREASURER,salt_lake_county,Treasurer,,,MIKE FIFE (DEM),DEM,96187,96187,exact,2,783,false,2014-11-04-general-sovc.xlsx
2016,2016-11-08,general,COUNTY PROPOSITION A,salt_lake_county,Ballot Measure,,,FOR (NON),NON,206300,206300,exact,1,829,false,2016-11-08-general-election-statement-of-votes-cast.zip
2016,2016-11-08,general,COUNTY PROPOSITION A,salt_lake_county,Ballot Measure,,,AGAINST (NON),NON,158472,158472,exact,2,829,false,2016-11-08-general-election-statement-of-votes-cast.zip
2016,2016-11-08,general,COUNTY COUNCIL DIST #2,salt_lake_county,Council,2,,MICHAEL H. JENSEN (REP),REP,42297,42297,exact,1,116,false,2016-11-08-general-election-statement-of-votes-cast.zip
2016,2016-11-08,general,COUNTY COUNCIL DIST #2,salt_lake_county,Council,2,,WRITE-IN (NON),NON,1527,1527,exact,2,116,false,2016-11-08-general-election-statement-of-votes-cast.zip
2016,2016-11-08,general,COUNTY COUNCIL DIST #2,salt_lake_county,Council,2,,JEFF WHITE (NON),NON,313,313,exact,3,116,false,2016-11-08-general-election-statement-of-votes-cast.zip
2016,2016-11-08,general,COUNTY COUNCIL DIST #4,salt_lake_county,Council,4,,SAM F. GRANATO (DEM),DEM,66819,66819,exact,1,151,false,2016-11-08-general-election-statement-of-votes-cast.zip
2016,2016-11-08,general,COUNTY COUNCIL DIST #6,salt_lake_county,Council,6,,MAX BURDICK (REP),REP,43228,43228,exact,1,197,false,2016-11-08-general-election-statement-of-votes-cast.zip
2016,2016-11-08,general,COUNTY COUNCIL DIST #6,salt_lake_county,Council,6,,ABIGAIL WRIGHT (DEM),DEM,32480,32480,exact,2,197,false,2016-11-08-general-election-statement-of-votes-cast.zip
2016,2016-11-08,general,COUNTY COUNCIL AT LARGE B,salt_lake_county,Council,At-Large B,,RICHARD SNELGROVE (REP),REP,202884,202884,exact,1,829,false,2016-11-08-general-election-statement-of-votes-cast.zip
2016,2016-11-08,general,COUNTY COUNCIL AT LARGE B,salt_lake_county,Council,At-Large B,,CATHERINE KANTER (DEM),DEM,189416,189416,exact,2,829,false,2016-11-08-general-election-statement-of-votes-cast.zip
2016,2016-11-08,general,COUNTY MAYOR,salt_lake_county,Mayor,,,BEN MCADAMS (DEM),DEM,238927,238927,exact,1,829,false,2016-11-08-general-election-statement-of-votes-cast.zip
2016,2016-11-08,general,COUNTY MAYOR,salt_lake_county,Mayor,,,DAVE ROBINSON (REP),REP,163558,163558,exact,2,829,false,2016-11-08-general-election-statement-of-votes-cast.zip
2018,2018-11-06,general,AUDITOR,salt_lake_county,Auditor,,,SCOTT TINGLEY,,203612,203612,exact,1,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,AUDITOR,salt_lake_county,Auditor,,,GARRY HRECHKOSY,,187352,187352,exact,2,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,CLERK,salt_lake_county,Clerk,,,SHERRIE SWENSEN,,265678,265678,exact,1,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,CLERK,salt_lake_county,Clerk,,,ROZAN MITCHELL,,134847,134847,exact,2,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL DISTRICT #1,salt_lake_county,Council,1,,ARLYN BRADSHAW,,48694,48694,exact,1,105,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL DISTRICT #3,salt_lake_county,Council,3,,AIMEE WINDER NEWTON,,28562,28562,exact,1,122,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL DISTRICT #3,salt_lake_county,Council,3,,LISA GEHRKE,,25521,25521,exact,2,122,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL DISTRICT #4,salt_lake_county,Council,4,,ANN GRANATO,,51225,51225,exact,1,151,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL DISTRICT #4,salt_lake_county,Council,4,,MICHELLE QUIST,,29761,29761,exact,2,151,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL DISTRICT #4,salt_lake_county,Council,4,,ROBERT (ROBB) CUNDICK,,3789,3789,exact,3,151,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL DISTRICT #5,salt_lake_county,Council,5,,STEVEN L. DEBRY,,43593,43593,exact,1,129,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL DISTRICT #5,salt_lake_county,Council,5,,PAMELA BERRY,,24785,24785,exact,2,129,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL AT LARGE C,salt_lake_county,Council,At-Large C,,JIM BRADLEY,,222507,222507,exact,1,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL AT LARGE C,salt_lake_county,Council,At-Large C,,SOPHIA M. DICARO,,173499,173499,exact,2,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL AT LARGE C,salt_lake_county,Council,At-Large C,,WRITE-IN,,816,816,exact,3,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,COUNTY COUNCIL AT LARGE C,salt_lake_county,Council,At-Large C,,ADAM W. GUYMON,,69,69,exact,4,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,DISTRICT ATTORNEY,salt_lake_county,District Attorney,,,SIM GILL,,226554,226554,exact,1,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,DISTRICT ATTORNEY,salt_lake_county,District Attorney,,,NATHAN EVERSHED,,180315,180315,exact,2,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,RECORDER,salt_lake_county,Recorder,,,RASHELLE HOBBS,,202930,202930,exact,1,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,RECORDER,salt_lake_county,Recorder,,,ADAM S. GARDINER,,185562,185562,exact,2,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,SHERIFF,salt_lake_county,Sheriff,,,ROSIE RIVERA,,240256,240256,exact,1,782,false,2018-11-06-general-election-sovc.xlsx
2018,2018-11-06,general,SHERIFF,salt_lake_county,Sheriff,,,JUSTIN HOYAL,,162678,162678,exact,2,782,false,2018-11-06-general-election-sovc.xlsx
2020,2020-06-30,primary,COUNTY COUNCIL DISTRICT #2 (REP),salt_lake_county,Council,2,,DAVE ALVORD,,11270,11270,exact,1,120,false,2020-06-30-primary-sovc.xls
2020,2020-06-30,primary,COUNTY COUNCIL DISTRICT #2 (REP),salt_lake_county,Council,2,,FRED C. COX,,9875,9875,exact,2,120,false,2020-06-30-primary-sovc.xls
2020,2020-06-30,primary,COUNTY COUNCIL DISTRICT #6 (DEM),salt_lake_county,Council,6,,TERRI TAPP HRECHKOSY,,4369,4369,exact,1,157,false,2020-06-30-primary-sovc.xls
2020,2020-06-30,primary,COUNTY COUNCIL DISTRICT #6 (REP),salt_lake_county,Council,6,,DEA THEODORE,,16926,16926,exact,1,157,false,2020-06-30-primary-sovc.xls
2020,2020-06-30,primary,COUNTY COUNCIL DISTRICT #6 (DEM),salt_lake_county,Council,6,,AARON DEKEYZER,,3456,3456,exact,2,157,false,2020-06-30-primary-sovc.xls
2020,2020-06-30,primary,COUNTY COUNCIL DISTRICT #6 (REP),salt_lake_county,Council,6,,MAX BURDICK,,13509,13509,exact,2,157,false,2020-06-30-primary-sovc.xls
2020,2020-11-03,general,ASSESSOR,salt_lake_county,Assessor,,,CHRIS STAVROS,,254987,254987,exact,1,792,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,ASSESSOR,salt_lake_county,Assessor,,,JENNIFER FRESQUES,,248900,248900,exact,2,792,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY COUNCIL DISTRICT #2,salt_lake_county,Council,2,,DAVE ALVORD,,44227,44227,exact,1,120,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY COUNCIL DISTRICT #2,salt_lake_county,Council,2,,DEBORAH L. GATRELL,,35011,35011,exact,2,120,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY COUNCIL DISTRICT #4,salt_lake_county,Council,4,,ANN GRANATO,,78756,78756,exact,1,152,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY COUNCIL DISTRICT #6,salt_lake_county,Council,6,,DEA THEODORE,,52344,52344,exact,1,157,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY COUNCIL DISTRICT #6,salt_lake_county,Council,6,,TERRI TAPP HRECHKOSY,,42642,42642,exact,2,157,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY COUNCIL DISTRICT #6,salt_lake_county,Council,6,,WRITE-IN,,158,158,exact,3,157,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY COUNCIL DISTRICT #6,salt_lake_county,Council,6,,MAX BURDICK,,29,29,exact,4,157,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY COUNCIL AT LARGE 'A',salt_lake_county,Council,At-Large A,,LAURIE STRINGHAM,,255161,255161,exact,1,792,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY COUNCIL AT LARGE 'A',salt_lake_county,Council,At-Large A,,SHIREEN GHORBANI,,253972,253972,exact,2,792,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY MAYOR,salt_lake_county,Mayor,,,JENNY WILSON,,273746,273746,exact,1,792,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY MAYOR,salt_lake_county,Mayor,,,TRENT STAGGS,,236283,236283,exact,2,792,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,COUNTY MAYOR,salt_lake_county,Mayor,,,MICHAEL W. CUNDICK,,17622,17622,exact,3,792,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,RECORDER,salt_lake_county,Recorder,,,RASHELLE HOBBS,,254477,254477,exact,1,792,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,RECORDER,salt_lake_county,Recorder,,,ERIN PRESTON,,245834,245834,exact,2,792,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,SURVEYOR,salt_lake_county,Surveyor,,,REID DEMMAN,,388784,388784,exact,1,792,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,TREASURER,salt_lake_county,Treasurer,,,K. WAYNE CUSHING,,264671,264671,exact,1,792,false,2020-11-03-general-election-sovc.xlsx
2020,2020-11-03,general,TREASURER,salt_lake_county,Treasurer,,,MICHAEL MCDONALD,,238325,238325,exact,2,792,false,2020-11-03-general-election-sovc.xlsx
2022,2022-06-28,primary,COUNTY COUNCIL DISTRICT 5 (REP) REP,salt_lake_county,Council,5,1,SHELDON STEWART (REP),REP,12838,12838,exact,1,143,true,statementofvotescast.xlsx
2022,2022-06-28,primary,COUNTY COUNCIL DISTRICT 5 (REP) REP,salt_lake_county,Council,5,1,STEVE DEBRY (REP),REP,9873,9873,exact,2,143,true,statementofvotescast.xlsx
2022,2022-11-08,general,COUNTY AUDITOR,salt_lake_county,Auditor,,1,CHRIS HARDING (REP),REP,190687,190687,exact,1,835,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY AUDITOR,salt_lake_county,Auditor,,1,DAVID M. MUIR (UUP),UUP,149372,149372,exact,2,835,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY CLERK,salt_lake_county,Clerk,,1,LANNIE CHAPMAN (DEM),DEM,208744,208744,exact,1,835,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY CLERK,salt_lake_county,Clerk,,1,GOUD MARAGANI (REP),REP,156428,156428,exact,2,835,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY COUNCIL DISTRICT #1,salt_lake_county,Council,1,1,ARLYN BRADSHAW (DEM),DEM,38981,38981,exact,1,111,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY COUNCIL DISTRICT #1,salt_lake_county,Council,1,1,RICHARD D.M. BARNES (REP),REP,10392,10392,exact,2,111,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY COUNCIL DISTRICT #3,salt_lake_county,Council,3,1,AIMEE WINDER NEWTON (REP),REP,28109,28109,exact,1,114,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY COUNCIL DISTRICT #3,salt_lake_county,Council,3,1,ASHLEY R LIEWER (DEM),DEM,21132,21132,exact,2,114,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY COUNCIL DISTRICT #3,salt_lake_county,Council,3,1,KERRY SOELBERG (UUP),UUP,2763,2763,exact,3,114,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY COUNCIL DISTRICT #5,salt_lake_county,Council,5,1,SHELDON STEWART (REP),REP,50215,50215,exact,1,143,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY COUNCIL AT-LARGE B,salt_lake_county,Council,At-Large B,1,SUZANNE HARRISON (DEM),DEM,202616,202616,exact,1,835,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY COUNCIL AT-LARGE B,salt_lake_county,Council,At-Large B,1,RICHARD SNELGROVE (REP),REP,166077,166077,exact,2,835,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY DISTRICT ATTORNEY,salt_lake_county,District Attorney,,1,SIM GILL (DEM),DEM,215015,215015,exact,1,835,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY DISTRICT ATTORNEY,salt_lake_county,District Attorney,,1,DANIELLE AHN (REP),REP,156624,156624,exact,2,835,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY SHERIFF,salt_lake_county,Sheriff,,1,ROSIE RIVERA (DEM),DEM,229928,229928,exact,1,835,false,statementofvotescastrpt-11-22-2022.xlsx
2022,2022-11-08,general,COUNTY SHERIFF,salt_lake_county,Sheriff,,1,NICHOLAS J ROBERTS (REP),REP,141195,141195,exact,2,835,false,statementofvotescastrpt-11-22-2022.xlsx
2024,2024-06-25,primary,COUNTY COUNCIL 2 (REP) REP,salt_lake_county,Council,2,1,CARLOS MORENO (REP),REP,7068,7068,exact,1,149,false,statementofvotescastrpt_20240625.xlsx
2024,2024-06-25,primary,COUNTY COUNCIL 2 (REP) REP,salt_lake_county,Council,2,1,DANIEL W. THATCHER (REP),REP,6913,6913,exact,2,149,false,statementofvotescastrpt_20240625.xlsx
2024,2024-06-25,primary,COUNTY COUNCIL 2 (REP) REP,salt_lake_county,Council,2,1,Unresolved Write-In,,0,0,exact,3,149,false,statementofvotescastrpt_20240625.xlsx
2024,2024-06-25,primary,COUNTY COUNCIL AT LARGE C (DEM) DEM,salt_lake_county,Council,At-Large C,1,NATALIE PINKNEY (DEM),DEM,20934,20934,exact,1,979,false,statementofvotescastrpt_20240625.xlsx
2024,2024-06-25,primary,COUNTY COUNCIL AT LARGE C (REP) REP,salt_lake_county,Council,At-Large C,1,RACHELLE MORRIS (REP),REP,58514,58514,exact,1,979,false,statementofvotescastrpt_20240625.xlsx
2024,2024-06-25,primary,COUNTY COUNCIL AT LARGE C (DEM) DEM,salt_lake_county,Council,At-Large C,1,DUSTIN GETTEL (DEM),DEM,9351,9351,exact,2,979,false,statementofvotescastrpt_20240625.xlsx
2024,2024-06-25,primary,COUNTY COUNCIL AT LARGE C (REP) REP,salt_lake_county,Council,At-Large C,1,MICHAEL CAREY (REP),REP,42266,42266,exact,2,979,false,statementofvotescastrpt_20240625.xlsx
2024,2024-06-25,primary,COUNTY COUNCIL AT LARGE C (DEM) DEM,salt_lake_county,Council,At-Large C,1,Unresolved Write-In,,0,0,exact,3,979,false,statementofvotescastrpt_20240625.xlsx
2024,2024-06-25,primary,COUNTY COUNCIL AT LARGE C (REP) REP,salt_lake_county,Council,At-Large C,1,Unresolved Write-In,,0,0,exact,3,979,false,statementofvotescastrpt_20240625.xlsx
2024,2024-06-25,primary,COUNTY SURVEYOR (REP) REP,salt_lake_county,Surveyor,,1,BRADLEY PARK (REP),REP,54390,54390,exact,1,979,false,statementofvotescastrpt_20240625.xlsx
2024,2024-06-25,primary,COUNTY SURVEYOR (REP) REP,salt_lake_county,Surveyor,,1,BRUCE A. WILLIAMS (REP),REP,42944,42944,exact,2,979,false,statementofvotescastrpt_20240625.xlsx
2024,2024-06-25,primary,COUNTY SURVEYOR (REP) REP,salt_lake_county,Surveyor,,1,Unresolved Write-In,,0,0,exact,3,979,false,statementofvotescastrpt_20240625.xlsx
2024,2024-11-05,general,COUNTY ASSESSOR,salt_lake_county,Assessor,,1,CHRIS STAVROS ((REP)),REP,241090,241190,suppressed-deficit,1,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY ASSESSOR,salt_lake_county,Assessor,,1,JOEL FROST ((DEM)),DEM,240428,240491,suppressed-deficit,2,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY ASSESSOR,salt_lake_county,Assessor,,1,Unresolved Write-In,,0,0,exact,3,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,SALT LAKE COUNTY JAIL BOND,salt_lake_county,Ballot Measure,,1,AGAINST,,236735,236815,suppressed-deficit,1,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,SALT LAKE COUNTY JAIL BOND,salt_lake_county,Ballot Measure,,1,FOR,,221881,221965,suppressed-deficit,2,979,true,statementofvotescastrpt-11-19-2024.xlsx
