date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,district,source,adid,is_incremental,date_precision,in_election_results,matched_election_candidate,join_confidence,sha256
2025-12-04,Corey Thomas,Council,2025,summary,Post-general final (Dec 4 filing),Corey Thomas — South Salt Lake 2025 campaign-finance filing (Post-general final (Dec 4 filing)),https://sslc.gov/Archive.aspx?ADID=316,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid316_corey-thomas-post-election-filing-campaign-financial-disclosure.pdf,2,city_archive_center,316,no,label_inferred,yes,COREY THOMAS,exact,09e5d05cbf8153c472a73d5207c66efb7be65c0ad5a674069a2e4759fdb11895
2025-12-04,Ray deWolfe,Council,2025,summary,Post-general final (Dec 4 filing),Ray deWolfe — South Salt Lake 2025 campaign-finance filing (Post-general final (Dec 4 filing)),https://sslc.gov/Archive.aspx?ADID=319,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid319_ray-dewolfe-post-election-filing-campaign-financial-disclosure.pdf,At-Large-2yr,city_archive_center,319,no,label_inferred,yes,G. RAY DEWOLFE,normalized,7e1a0465bc1246e9414f3cf0a680d8cadfc7d1e8c48ef1d31af233b86d6b9ef1
2025-12-04,Sharla Bynum,Council,2025,summary,Post-general final (Dec 4 filing),Sharla Bynum — South Salt Lake 2025 campaign-finance filing (Post-general final (Dec 4 filing)),https://sslc.gov/Archive.aspx?ADID=317,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid317_sharla-bynum-post-election-filing-campaign-financial-disclosure.pdf,3,city_archive_center,317,no,label_inferred,yes,SHARLA BYNUM,exact,6b8ca0338acd8fa5b33d30021c0a70a5bd533ab1e4047f2fdca7f7906472abf4
2026-01-15,Charles Connelley,Council,,summary,2026 council-vacancy appointment disclosure,Charles Connelley — South Salt Lake 2026 vacancy campaign-finance filing (2026 council-vacancy appointment disclosure),https://sslc.gov/Archive.aspx?ADID=350,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2026vac_adid350_charles-connelley-council-vacancy-campaign-financial-disclosure.pdf,,city_archive_center,350,no,label_inferred,no,,none,d6080254aed4798b008510d7d48ab05c325a0fc984d1b25a2224f1ef043a5591
2026-01-15,Darlene McDonald,Council,,summary,2026 council-vacancy appointment disclosure,Darlene McDonald — South Salt Lake 2026 vacancy campaign-finance filing (2026 council-vacancy appointment disclosure),https://sslc.gov/Archive.aspx?ADID=354,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2026vac_adid354_darlene-mcdonald-council-vacancy-campaign-financial-disclosure.pdf,,city_archive_center,354,no,label_inferred,no,,none,3ae0601b16d9840326ea4e71ae17fd54b86411a2f8d4007291733141349ac5d2
2026-01-15,Irvin Jones,Council,,summary,2026 council-vacancy appointment disclosure,Irvin Jones — South Salt Lake 2026 vacancy campaign-finance filing (2026 council-vacancy appointment disclosure),https://sslc.gov/Archive.aspx?ADID=353,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2026vac_adid353_irvin-jones-council-vacancy-campaign-financial-disclosure.pdf,5,city_archive_center,353,no,label_inferred,yes,IRVIN JONES,person_only,abf3667642b65e42da4354afdc8abe740068123250b6d4c4553685b56b136fd2
2026-01-15,Joy Glad,Council,,summary,2026 council-vacancy appointment disclosure,Joy Glad — South Salt Lake 2026 vacancy campaign-finance filing (2026 council-vacancy appointment disclosure),https://sslc.gov/Archive.aspx?ADID=348,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2026vac_adid348_joy-glad-council-vacancy-campaign-financial-disclosure.pdf,1,city_archive_center,348,no,label_inferred,no,,none,77d2481e64091e537b8c9a67586cad70358e687c22af7b4ed22c75368be41f42
2026-01-15,Laurie Robinson,Council,,summary,2026 council-vacancy appointment disclosure,Laurie Robinson — South Salt Lake 2026 vacancy campaign-finance filing (2026 council-vacancy appointment disclosure),https://sslc.gov/Archive.aspx?ADID=352,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2026vac_adid352_laurie-robinson-council-vacancy-campaign-financial-disclosure.pdf,,city_archive_center,352,no,label_inferred,no,,none,005c2b16f1a46dac66de55d76586f031cdfff2ea2885ced204372af6c91dbdea
2026-01-15,Leo Shivers,Council,,summary,2026 council-vacancy appointment disclosure,Leo Shivers — South Salt Lake 2026 vacancy campaign-finance filing (2026 council-vacancy appointment disclosure),https://sslc.gov/Archive.aspx?ADID=351,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2026vac_adid351_leo-shivers-council-vacancy-campaign-financial-disclosure.pdf,,city_archive_center,351,no,label_inferred,no,,none,1a1ce5b4eb4ed572fca87a3f3d8f0828c479f7ffaa759490c41d63d70db30b33
2026-01-15,Robert Tate,Council,,summary,2026 council-vacancy appointment disclosure,Robert Tate — South Salt Lake 2026 vacancy campaign-finance filing (2026 council-vacancy appointment disclosure),https://sslc.gov/Archive.aspx?ADID=349,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2026vac_adid349_robert-tate-council-vacancy-campaign-financial-disclosure.pdf,,city_archive_center,349,no,label_inferred,no,,none,99eeabea1ff764a44b740ba8b2889588849f8a3196dd462586ee3ad8c348bdfc
2026-01-31,Cherie Wood,Mayor,,coi_disclosure,FY2026 annual conflict-of-interest,Cherie Wood — South Salt Lake 2026 COI campaign-finance filing (FY2026 annual conflict-of-interest),https://sslc.gov/Archive.aspx?ADID=292,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/coi_adid292_2026-disclosure-cherie-wood.pdf,,city_archive_center,292,,label_year,n/a,,n/a,07112d4e7e0ccbce572ad1aabce3496967ed4cf67ae107c7be13a1488e1866ca
2026-01-31,Clarissa Williams,Council,,coi_disclosure,FY2026 annual conflict-of-interest,Clarissa Williams — South Salt Lake 2026 COI campaign-finance filing (FY2026 annual conflict-of-interest),https://sslc.gov/Archive.aspx?ADID=296,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/coi_adid296_2026-disclosure-clarissa-williams.pdf,At-Large,city_archive_center,296,,label_year,n/a,,n/a,fd4758cec5483859005d931bbf15980857bcda101e3460df68e4b74ffd329c7b
2026-01-31,Corey Thomas,Council,,coi_disclosure,FY2026 annual conflict-of-interest,Corey Thomas — South Salt Lake 2026 COI campaign-finance filing (FY2026 annual conflict-of-interest),https://sslc.gov/Archive.aspx?ADID=293,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/coi_adid293_2026-disclosure-corey-thomas.pdf,2,city_archive_center,293,,label_year,n/a,,n/a,a70a8884beff56e168e9d8256da14903674c20d8e7271fbe99c0915faf3ed742
2026-01-31,Irvin Jones,Council,,coi_disclosure,FY2026 annual conflict-of-interest,Irvin Jones — South Salt Lake 2026 COI campaign-finance filing (FY2026 annual conflict-of-interest),https://sslc.gov/Archive.aspx?ADID=347,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/coi_adid347_2026-disclosure-irvin-jones.pdf,5,city_archive_center,347,,label_year,n/a,,n/a,779ed4dca299049fceb5a6ac0be56eabe4858048db620b30d5473e2621bdf91a
2026-01-31,Joy Glad,Council,,coi_disclosure,FY2026 annual conflict-of-interest,Joy Glad — South Salt Lake 2026 COI campaign-finance filing (FY2026 annual conflict-of-interest),https://sslc.gov/Archive.aspx?ADID=346,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/coi_adid346_2026-disclosure-joy-glad.pdf,1,city_archive_center,346,,label_year,n/a,,n/a,e9d3097d6966eff2bdfb80e5605bc8bc0708a67ae4b701e3e1d5400d361cddca
2026-01-31,Nick Mitchell,Council,,coi_disclosure,FY2026 annual conflict-of-interest,Nick Mitchell — South Salt Lake 2026 COI campaign-finance filing (FY2026 annual conflict-of-interest),https://sslc.gov/Archive.aspx?ADID=295,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/coi_adid295_2026-disclosure-nick-mitchell.pdf,4,city_archive_center,295,,label_year,n/a,,n/a,c1933fffda0451e4de444ee9decaf3982e79432d9aa20f8c9f2f0d78bd7e09a0
2026-01-31,Ray deWolfe,Council,,coi_disclosure,FY2026 annual conflict-of-interest,Ray deWolfe — South Salt Lake 2026 COI campaign-finance filing (FY2026 annual conflict-of-interest),https://sslc.gov/Archive.aspx?ADID=297,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/coi_adid297_2026-disclosure-ray-dewolfe.pdf,At-Large,city_archive_center,297,,label_year,n/a,,n/a,d79a6884e2619848b3827208480006550c5919a12dda652f6aab14303e56fafa
2026-01-31,Sharla Bynum,Council,,coi_disclosure,FY2026 annual conflict-of-interest,Sharla Bynum — South Salt Lake 2026 COI campaign-finance filing (FY2026 annual conflict-of-interest),https://sslc.gov/Archive.aspx?ADID=294,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/coi_adid294_2026-disclosure-sharla-bynum.pdf,3,city_archive_center,294,,label_year,n/a,,n/a,8f6283b9ba585e47e9f16c66fc3ae1f025491faa5400a3d84d464a7b7e48268d
