file,url,site_pages,labels,bytes,sha256,filetype,pdf_pages,text_layer,body_first_lines,role,notes
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,electionsresults,"Roy Precinct Results Sep. 18, 2023",144760,c656d330595cab21ba6cabc806cccacab1dc8a4f7b22a7dbbf11233959f6697b,pdf,23,text,"Weber County / 2023 Primary Election / September 5, 2023 / Official Canvass Results / Roy City / Precinct Level Results / ROY01 / Statistics / TOTAL /",normalized,
7e3a53_f138c1f1591a4eb2a59eb245cd167a0b.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_f138c1f1591a4eb2a59eb245cd167a0b.pdf,electionsresults,"Hooper Results Updated Sep. 18, 2023",7393,779e64eca5343b94069411adcacfae22fb63380eaf4b9cb721eb7c5bc40c21ac,pdf,2,text,"Weber County / 2023 Primary Election / 9-18-23 Results / Hooper City / September 5, 2023 / STATISTICS / TOTAL / Registered Voters - Total / 5,053 / Ba",normalized,
7e3a53_fcceb6a6b8e343bf89fa0ab40be82b3d.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_fcceb6a6b8e343bf89fa0ab40be82b3d.pdf,electionsresults,Ogden Results Updated Sep. 18 2023,12472,8e8b6b211a1499bbcb5a5a946f89bcf75554709682c32c2666cb5c1c5548605b,pdf,2,text,"Weber County / 2023 PRIMARY ELECTION / 9-18-23 Results / Ogden City / September 5, 2023 / STATISTICS / TOTAL / Registered Voters - Total / 32,083 / Ba",normalized,
92078f_0c196745feee4ae989544728b077e258.pdf,https://www.weberelections.gov/_files/ugd/92078f_0c196745feee4ae989544728b077e258.pdf,electionsresults,2004 Precinct Level Results,3606918,494da53b3a042e04f3e415d12cba7e24e63edda09a445cbcfa4184c7d40a6ee1,pdf,99,image-only,,catalogued,
92078f_12a157e842f641f09bb9001c37020e5c.pdf,https://www.weberelections.gov/_files/ugd/92078f_12a157e842f641f09bb9001c37020e5c.pdf,electionsresults,2026 Primary Election - Precinct Level Results,1080066,82b63ff25dd79abdece54d812d74ae6b115727d812a3b084aaccf9fe77ff5728,pdf,198,text,"Summary Results Report / 2026 Primary Election / June 23, 2026 / OFFICIAL RESULTS / CANVASS / WEBER COUNTY / 29CN01 Suppressed / TOTAL / Statistics / ",catalogued,
92078f_18540fc578ac4c778574b54d6a8908dd.pdf,https://www.weberelections.gov/_files/ugd/92078f_18540fc578ac4c778574b54d6a8908dd.pdf,electionsresults,2026 Primary Election,9760,3f1ed845f8da8dc5fd36e8f6d2cebfa515db8c982435ab7952397c2bf4bcd4fc,pdf,2,text,"Summary Results Report / 2026 Primary Election / JUNE 23, 2026 / OFFICIAL RESULTS / CANVASS / WEBER COUNTY / Statistics / TOTAL / Registered Voters - ",normalized,
92078f_1fb5ef99870440ad9f74b83a435699ab.pdf,https://www.weberelections.gov/_files/ugd/92078f_1fb5ef99870440ad9f74b83a435699ab.pdf,electionsresults,2023 General County Bond - Summary Results,448136,5e1a397d3fc522eb69ffca672e22d34dbb20fc802a12aa904d3f88f3e2b01120,pdf,3,image-only,,normalized,image-only signed Board-of-Canvassers certification + bond summary; totals transcribed via OCR + visual verification (certified_totals_transcribed.csv)
92078f_23a80301ef1a453f84018d619abf4b2d.pdf,https://www.weberelections.gov/_files/ugd/92078f_23a80301ef1a453f84018d619abf4b2d.pdf,electionsresults,2014 General Election - Statement of Votes Cast.pdf,5519128,b3fba162a33116d3555833feff015ef4bb33a8dd96d114dcdebe14a44bd8c6f4,pdf,756,text,"Statement of Votes Cast / General Election / November 4, 2014 / SOVC For Jurisdiction Wide, All Counters, All Races / OFFICIAL ELECTION RESULTS / TURN",catalogued,
92078f_2b57b79b141a479aa8380fe7f097852d.pdf,https://www.weberelections.gov/_files/ugd/92078f_2b57b79b141a479aa8380fe7f097852d.pdf,electionsresults,2024 Presidential Primary Summary Results,6900,b7dffdce5c32084271eaec29388ed0aae4dbb67ce584babf1ceea3ca7eed99bd,pdf,2,text,"CANVASS REPORT / 2024 Presidential Primary / OFFICIAL RESULTS / Weber County / March 5, 2024 / STATISTICS / TOTAL / Registered Voters - Total / 17,486",catalogued,
92078f_2e78bdcba1864a4e82fcf1fab750a839.pdf,https://www.weberelections.gov/_files/ugd/92078f_2e78bdcba1864a4e82fcf1fab750a839.pdf,electionsresults,2024 General Election - Precinct Level Results,6800513,3d347fbf518fc243f8ea377e1519ff77058d5883f8f63e675acb1b95051193f0,pdf,722,text,"Summary Results Report / 2024 General Election / November 5, 2024 / OFFICIAL CANVASS RESULTS / Weber County / CNP01 Suppressed / TOTAL / Statistics / ",catalogued,
92078f_361d4ccd13c3492b95a0602e673bf3ae.pdf,https://www.weberelections.gov/_files/ugd/92078f_361d4ccd13c3492b95a0602e673bf3ae.pdf,electionsresults,2025 Municipal General - Ogden Valley City,10395,67826b9c7244d8bd7fa1f9587aa8efa66a453d508854cc7a01ae7c10882d225d,pdf,1,text,"Results Report / 2025 General Election / November 4, 2025 / OFFICIAL CANVASS RESULTS / OGDEN VALLEY CITY / Weber County / TOTAL / Statistics / 4,943 /",catalogued,
92078f_58b42f16c02043a5b8fd1d8d9d8f18af.pdf,https://www.weberelections.gov/_files/ugd/92078f_58b42f16c02043a5b8fd1d8d9d8f18af.pdf,electionsresults,2024 Republican Primary Summary Results,9952,1d16cdb5cba7ff403f68be0caa3c974546e600d0b27899d608c2ea01c1031948,pdf,1,text,"Summary Results Report / 2024 Republican Primary / June 25, 2024 / OFFICIAL CANVASS RESULTS / Weber County / Statistics / TOTAL / Registered Voters - ",catalogued,
92078f_5ce3b1da58b3441c88d62ef05195addc.pdf,https://www.weberelections.gov/_files/ugd/92078f_5ce3b1da58b3441c88d62ef05195addc.pdf,electionsresults,2025 Municipal Primary - Ogden Valley City - Precinct Level Results,47323,f928de447e81c7883643e0e05059f68e94fd591d6c870d4504fcf72d67d36115,pdf,9,text,"OGDEN VALLEY CITY / 2025 PRIMARY ELECTION / August 12, 2025 / OFFICIAL RESULTS / Weber County / 29OV01 / TOTAL / Statistics / 483 / Ballots Cast - Tot",verification-crosscheck,OVC 2025 primary official precinct report; truncates one candidate name ('CHRISTOPHER CHARLES' for CHRISTOPHER CHARLES CALDWELL); EV portal is canonical for this election — file used as cross-check
92078f_8eda865f4d61467683b457ca13aa3861.pdf,https://www.weberelections.gov/_files/ugd/92078f_8eda865f4d61467683b457ca13aa3861.pdf,electionsresults,2025 Municipal General - Ogden Valley City - Precinct Level Results,33598,e914ee981f2b18dd37b800fec5dac0b3866c33988c6bf439ca72475e1f22209e,pdf,9,text,"Precinct Level Results Report / 2025 General Election / November 4, 2025 / OFFICIAL CANVASS RESULTS / OGDEN VALLEY CITY / Weber County / 29OV01 / TOTA",verification-crosscheck,
92078f_9d73c3a89cda4e81942c35f30df2ac2c.pdf,https://www.weberelections.gov/_files/ugd/92078f_9d73c3a89cda4e81942c35f30df2ac2c.pdf,electionsresults,2024 Presidential Primary - Precinct Level Results,857543,feaae8079212fb22c1de7df6d3267205557d5e0448e1709b51ee47c55be51493,pdf,199,text,"CANVASS REPORT / 2024 Presidential Primary / OFFICIAL RESULTS / Weber County / March 5, 2024 / CNP01 / STATISTICS / TOTAL / Registered Voters - Total ",catalogued,
92078f_a083bb8c60e042c6bc102be274f3695d.pdf,https://www.weberelections.gov/_files/ugd/92078f_a083bb8c60e042c6bc102be274f3695d.pdf,electionsresults,"2022 General Election Precinct Results - Nov. 8, 2022",1643709,1b21d3f5ef980cdea5249ce72ac9dd69d50243ab57f78e49365d9db2fe81b6bb,pdf,865,text,"Summary Results Report / General 2022 / Official Results / Weber County / Canvass Results / November 8, 2022 / CNP01 Suppressed / STATISTICS / TOTAL /",normalized,
92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,https://www.weberelections.gov/_files/ugd/92078f_afc450eab79548f0be83ae4dc3a358b5.pdf,electionsresults,"2022 Primary Election Precinct Results - Jun 28, 2022",711816,4eca4032f15bd68fb11db7f74fb72818369abfa1eaf08010c2508a1b59389337,pdf,428,text,"Summary Results Report / 2022 Primary / Official Results / Canvass Results / Weber County / July 11, 2022 / CNP01 Suppressed / STATISTICS / TOTAL / Re",normalized,
92078f_ba3a3d05a36449399444d85e915efa14.pdf,https://www.weberelections.gov/_files/ugd/92078f_ba3a3d05a36449399444d85e915efa14.pdf,electionsresults,2025 Municipal General,61967,e8c57ebadc83e66a45ab2909035f3569c276f73d369a418a034892f253ee8a8e,pdf,6,text,"Results Report / 2025 General Election / November 4, 2025 / OFFICIAL CANVASS RESULTS / WEBER COUNTY / Statistics / TOTAL / Registered Voters - Total /",normalized,
92078f_befa9cafc5074d28b0ef897e53fdd947.pdf,https://www.weberelections.gov/_files/ugd/92078f_befa9cafc5074d28b0ef897e53fdd947.pdf,electionsresults,2025 Municipal Primary - Ogden Valley City,16474,2e6d40950d94dbee413aba83cc8c5afea6369359bec71e96b05990cbbf8854db,pdf,2,text,"OGDEN VALLEY CITY / 2025 PRIMARY ELECTION / August 12, 2025 / Statistics / Registered Voters - Total / OFFICIAL RESULTS / Weber County / TOTAL / 4,895",catalogued,
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,https://www.weberelections.gov/_files/ugd/92078f_c4085e1a640b4548b65500d49f7affaf.pdf,electionsresults,G20 SOVC,15191487,c314dc619907f2bcafd2bda2eae2de1c3296737f18560c07db0f5fd5d31b3e9d,pdf,2277,text,"Precinct Results Report / 2020 Presidential Election / OFFICIAL RESULTS / November 3, 2020 / Weber County / FRW001 / STATISTICS / TOTAL / Registered V",normalized,"labeled 'G20 SOVC' on site; BODY=2020 Precinct Results Report (2,277 pp)"
92078f_d54e5cd989d443b3942a0c9b48eab24b.pdf,https://www.weberelections.gov/_files/ugd/92078f_d54e5cd989d443b3942a0c9b48eab24b.pdf,electionsresults,2024 General Election Summary Results,68927,6e9e20616dfd6bd2bfa08650bcaa72300bd3c530866a07a6f06fd05ba5c9dc3f,pdf,7,text,"Summary Results Report / 2024 General Election / November 5, 2024 / OFFICIAL CANVASS RESULTS / Weber County / Statistics / TOTAL / Registered Voters -",normalized,
92078f_dc2ffea70dfb409aa3f2b615a678de4b.pdf,https://www.weberelections.gov/_files/ugd/92078f_dc2ffea70dfb409aa3f2b615a678de4b.pdf,electionsresults,2025 Municipal General - Precinct Level Results,780655,21d6382a3cac6a1d5e63417250a4926745a1ce75fb1f4dc99c4488eda555722c,pdf,175,text,"Precinct Level Results Report / 2025 General Election / November 4, 2025 / OFFICIAL CANVASS RESULTS / WEBER COUNTY / 29CN01 Suppressed / Statistics / ",normalized,
92078f_def2370870034f6e9ad3b933d2f2a383.pdf,https://www.weberelections.gov/_files/ugd/92078f_def2370870034f6e9ad3b933d2f2a383.pdf,electionsresults,2023 General County Bond - Precinct Level Results,374216,ff411cf353b8a84506c48312042aa1ce1d8165a1a7ae19d91c52cb40a19c252c,pdf,194,text,"WEBER COUNTY / 2023 General Election / November 21, 2023 / OFFICIAL CANVASS RESULTS / CNP01 Suppressed / WEBER COUNTY JUSTICE CENTER BOND / Vote For 1",normalized,"BODY=2023 General Election OFFICIAL CANVASS, Justice Center Bond ONLY, precinct grain; the county published NO municipal contests for the 2023 general ('for municipal results visit the municipality's website')"
92078f_e0fd58b616964d90a4e4eb3dc9c04a54.pdf,https://www.weberelections.gov/_files/ugd/92078f_e0fd58b616964d90a4e4eb3dc9c04a54.pdf,electionsresults,2024 Republican Primary - Precinct Level Results,381666,477f49066ae49bbb0638eb1fcdae04ca332151b8f291cd6a4e0a69ce2eadf973,pdf,175,text,"Precinct Summary Results Report / 2024 Republican Primary / June 25, 2024 / OFFICIAL CANVASS RESULTS / Weber County / CNP01 Suppressed / TOTAL / Stati",catalogued,
ev_api/primary03052024/,https://electionresults.utah.gov/results/public/api/elections/weber-county-ut/primary03052024,electionresults.utah.gov (Enhanced Voting portal),2024 Presidential Preference Primary,,,json,,json,1 ballot items; isOfficialResults=True,catalogued,2024 Presidential Preference Primary (DEM only) — no county contests; catalogued
ev_api/primary06252024/,https://electionresults.utah.gov/results/public/api/elections/weber-county-ut/primary06252024,electionresults.utah.gov (Enhanced Voting portal),2024 Primary Election,,,json,,json,6 ballot items; isOfficialResults=True,catalogued,2024 Primary (REP fed/state + school board) — no county contests; catalogued
ev_api/general11052024/,https://electionresults.utah.gov/results/public/api/elections/weber-county-ut/general11052024,electionresults.utah.gov (Enhanced Voting portal),2024 General Election,,,json,,json,44 ballot items; isOfficialResults=True,normalized,2024 General — county offices + Prop 19 + OVC incorporation questions normalized (precinct grain); official:true
ev_api/primary08122025/,https://electionresults.utah.gov/results/public/api/elections/weber-county-ut/primary08122025,electionresults.utah.gov (Enhanced Voting portal),2025 Utah Municipal Primary,,,json,,json,19 ballot items; isOfficialResults=False,normalized,2025 Municipal Primary — CANONICAL source for all 12 cities (the county site published only OVC PDFs); precinct grain + electionwide summary rows
ev_api/general11042025/,https://electionresults.utah.gov/results/public/api/elections/weber-county-ut/general11042025,electionresults.utah.gov (Enhanced Voting portal),2025 Utah Municipal General Election,,,json,,json,41 ballot items; isOfficialResults=False,verification-crosscheck,2025 Municipal General — cross-check only (the official canvass precinct + summary PDFs are canonical)
ev_api/primary06232026/,https://electionresults.utah.gov/results/public/api/elections/weber-county-ut/primary06232026,electionresults.utah.gov (Enhanced Voting portal),2026 Utah Primary Election,,,json,,json,5 ballot items; isOfficialResults=False,normalized,2026 Primary — REP county-commissioner seats A/B normalized; cross-checked vs the official canvass summary PDF
