source_file,scope,contest,parsed_sum,printed_total,match
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD03,OGDEN CITY COUNCIL AT-LARGE SEAT C,169,169,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD04,OGDEN CITY MAYOR,180,180,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD04,OGDEN CITY COUNCIL AT-LARGE SEAT C,172,172,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD05,OGDEN CITY MAYOR,29,29,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD05,OGDEN CITY COUNCIL AT-LARGE SEAT C,28,28,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD06,OGDEN CITY MAYOR,214,214,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD06,OGDEN CITY COUNCIL AT-LARGE SEAT C,202,202,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD07,OGDEN CITY MAYOR,230,230,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD07,OGDEN CITY COUNCIL AT-LARGE SEAT C,221,221,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD08,OGDEN CITY MAYOR,140,140,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD08,OGDEN CITY COUNCIL AT-LARGE SEAT C,137,137,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD09,OGDEN CITY MAYOR,174,174,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD09,OGDEN CITY COUNCIL AT-LARGE SEAT C,163,163,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD10,OGDEN CITY MAYOR,274,274,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD10,OGDEN CITY COUNCIL AT-LARGE SEAT C,256,256,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD11,OGDEN CITY MAYOR,305,305,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD11,OGDEN CITY COUNCIL AT-LARGE SEAT C,296,296,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD12,OGDEN CITY MAYOR,255,255,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD12,OGDEN CITY COUNCIL AT-LARGE SEAT C,239,239,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD13,OGDEN CITY MAYOR,373,373,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD13,OGDEN CITY COUNCIL AT-LARGE SEAT C,357,357,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD14,OGDEN CITY MAYOR,260,260,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD14,OGDEN CITY COUNCIL AT-LARGE SEAT C,247,247,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD15,OGDEN CITY MAYOR,157,157,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD15,OGDEN CITY COUNCIL AT-LARGE SEAT C,150,150,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD16,OGDEN CITY MAYOR,274,274,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD16,OGDEN CITY COUNCIL AT-LARGE SEAT C,262,262,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD17,OGDEN CITY MAYOR,288,288,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD17,OGDEN CITY COUNCIL AT-LARGE SEAT C,267,267,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD18,OGDEN CITY MAYOR,103,103,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD18,OGDEN CITY COUNCIL AT-LARGE SEAT C,99,99,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD19,OGDEN CITY MAYOR,307,307,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD19,OGDEN CITY COUNCIL AT-LARGE SEAT C,283,283,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD20,OGDEN CITY MAYOR,57,57,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD20,OGDEN CITY COUNCIL AT-LARGE SEAT C,46,46,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD21,OGDEN CITY MAYOR,241,241,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD21,OGDEN CITY COUNCIL AT-LARGE SEAT C,225,225,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD22,OGDEN CITY MAYOR,156,156,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD22,OGDEN CITY COUNCIL AT-LARGE SEAT C,142,142,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD23,OGDEN CITY MAYOR,326,326,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD23,OGDEN CITY COUNCIL AT-LARGE SEAT C,300,300,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD24,OGDEN CITY MAYOR,278,278,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD24,OGDEN CITY COUNCIL AT-LARGE SEAT C,260,260,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD24,OGDEN CITY COUNCIL DISTRICT 4,269,269,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD25,OGDEN CITY MAYOR,282,282,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD25,OGDEN CITY COUNCIL AT-LARGE SEAT C,266,266,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD26,OGDEN CITY MAYOR,292,292,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD26,OGDEN CITY COUNCIL AT-LARGE SEAT C,278,278,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD27,OGDEN CITY MAYOR,93,93,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD27,OGDEN CITY COUNCIL AT-LARGE SEAT C,88,88,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD28,OGDEN CITY MAYOR,173,173,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD28,OGDEN CITY COUNCIL AT-LARGE SEAT C,159,159,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD28,OGDEN CITY COUNCIL DISTRICT 4,167,167,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD29,OGDEN CITY MAYOR,401,401,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD29,OGDEN CITY COUNCIL AT-LARGE SEAT C,379,379,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD29,OGDEN CITY COUNCIL DISTRICT 4,387,387,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD30,OGDEN CITY MAYOR,640,640,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD30,OGDEN CITY COUNCIL AT-LARGE SEAT C,609,609,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD30,OGDEN CITY COUNCIL DISTRICT 4,627,627,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD31,OGDEN CITY MAYOR,6,6,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD31,OGDEN CITY COUNCIL AT-LARGE SEAT C,6,6,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD32,OGDEN CITY MAYOR,104,104,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD32,OGDEN CITY COUNCIL AT-LARGE SEAT C,93,93,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD33,OGDEN CITY MAYOR,242,242,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD33,OGDEN CITY COUNCIL AT-LARGE SEAT C,220,220,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD34,OGDEN CITY MAYOR,189,189,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD34,OGDEN CITY COUNCIL AT-LARGE SEAT C,175,175,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD34,OGDEN CITY COUNCIL DISTRICT 4,184,184,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD35,OGDEN CITY MAYOR,183,183,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD35,OGDEN CITY COUNCIL AT-LARGE SEAT C,167,167,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD36,OGDEN CITY MAYOR,482,482,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD36,OGDEN CITY COUNCIL AT-LARGE SEAT C,453,453,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD36,OGDEN CITY COUNCIL DISTRICT 4,471,471,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD37,OGDEN CITY MAYOR,207,207,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD37,OGDEN CITY COUNCIL AT-LARGE SEAT C,196,196,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD37,OGDEN CITY COUNCIL DISTRICT 4,203,203,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD38,OGDEN CITY MAYOR,295,295,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD38,OGDEN CITY COUNCIL AT-LARGE SEAT C,273,273,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD38,OGDEN CITY COUNCIL DISTRICT 4,293,293,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD39,OGDEN CITY MAYOR,480,480,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD39,OGDEN CITY COUNCIL AT-LARGE SEAT C,453,453,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD39,OGDEN CITY COUNCIL DISTRICT 4,465,465,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD40,OGDEN CITY MAYOR,460,460,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD40,OGDEN CITY COUNCIL AT-LARGE SEAT C,440,440,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD40,OGDEN CITY COUNCIL DISTRICT 4,452,452,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD41,OGDEN CITY MAYOR,625,625,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD41,OGDEN CITY COUNCIL AT-LARGE SEAT C,586,586,True
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,precinct OGD41,OGDEN CITY COUNCIL DISTRICT 4,608,608,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY01,ROY CITY COUNCIL AT-LARGE,274,274,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY02,ROY CITY COUNCIL AT-LARGE,622,622,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY03,ROY CITY COUNCIL AT-LARGE,277,277,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY04,ROY CITY COUNCIL AT-LARGE,615,615,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY05,ROY CITY COUNCIL AT-LARGE,499,499,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY06,ROY CITY COUNCIL AT-LARGE,471,471,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY07,ROY CITY COUNCIL AT-LARGE,556,556,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY08,ROY CITY COUNCIL AT-LARGE,593,593,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY09,ROY CITY COUNCIL AT-LARGE,440,440,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY10,ROY CITY COUNCIL AT-LARGE,383,383,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY11,ROY CITY COUNCIL AT-LARGE,600,600,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY12,ROY CITY COUNCIL AT-LARGE,513,513,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY13,ROY CITY COUNCIL AT-LARGE,515,515,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY14,ROY CITY COUNCIL AT-LARGE,138,138,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY15,ROY CITY COUNCIL AT-LARGE,268,268,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY16,ROY CITY COUNCIL AT-LARGE,298,298,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY17,ROY CITY COUNCIL AT-LARGE,703,703,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY18,ROY CITY COUNCIL AT-LARGE,687,687,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY19,ROY CITY COUNCIL AT-LARGE,475,475,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY20,ROY CITY COUNCIL AT-LARGE,724,724,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY21,ROY CITY COUNCIL AT-LARGE,548,548,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY22,ROY CITY COUNCIL AT-LARGE,289,289,True
7e3a53_e7ebd54543124bc9a93c0112efb71534.pdf,precinct ROY23,ROY CITY COUNCIL AT-LARGE,693,693,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG01,NORTH OGDEN CITY COUNCIL AT-LARGE,558,558,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG02,NORTH OGDEN CITY COUNCIL AT-LARGE,377,377,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG03,NORTH OGDEN CITY COUNCIL AT-LARGE,774,774,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG04,NORTH OGDEN CITY COUNCIL AT-LARGE,819,819,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG05,NORTH OGDEN CITY COUNCIL AT-LARGE,740,740,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG06,NORTH OGDEN CITY COUNCIL AT-LARGE,764,764,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG07,NORTH OGDEN CITY COUNCIL AT-LARGE,743,743,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG08,NORTH OGDEN CITY COUNCIL AT-LARGE,848,848,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG09,NORTH OGDEN CITY COUNCIL AT-LARGE,744,744,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG10,NORTH OGDEN CITY COUNCIL AT-LARGE,963,963,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG11,NORTH OGDEN CITY COUNCIL AT-LARGE,641,641,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG12,NORTH OGDEN CITY COUNCIL AT-LARGE,548,548,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG13,NORTH OGDEN CITY COUNCIL AT-LARGE,615,615,True
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,precinct NOG14,NORTH OGDEN CITY COUNCIL AT-LARGE,604,604,True
7e3a53_693bb1b48d9b4a4bb9b727fb622e13be.pdf,precinct HPR10,HOOPER CITY COUNCIL AT-LARGE,24,24,True
7e3a53_693bb1b48d9b4a4bb9b727fb622e13be.pdf,precinct HPR11,HOOPER CITY COUNCIL AT-LARGE,552,552,True
7e3a53_693bb1b48d9b4a4bb9b727fb622e13be.pdf,precinct HPR12,HOOPER CITY COUNCIL AT-LARGE,511,511,True
7e3a53_693bb1b48d9b4a4bb9b727fb622e13be.pdf,precinct HPR20,HOOPER CITY COUNCIL AT-LARGE,281,281,True
7e3a53_693bb1b48d9b4a4bb9b727fb622e13be.pdf,precinct HPR21,HOOPER CITY COUNCIL AT-LARGE,639,639,True
7e3a53_693bb1b48d9b4a4bb9b727fb622e13be.pdf,precinct HPR22,HOOPER CITY COUNCIL AT-LARGE,466,466,True
7e3a53_693bb1b48d9b4a4bb9b727fb622e13be.pdf,precinct HPR30,HOOPER CITY COUNCIL AT-LARGE,445,445,True
7e3a53_693bb1b48d9b4a4bb9b727fb622e13be.pdf,precinct HPR31,HOOPER CITY COUNCIL AT-LARGE,242,242,True
ev_api/primary08122025,electionwide,HARRISVILLE CITY COUNCIL AT-LARGE,1896,1896,True
ev_api/primary08122025,electionwide,HOOPER CITY COUNCIL SEAT 3,433,438,False
ev_api/primary08122025,electionwide,MARRIOTT-SLATERVILLE CITY MAYOR,583,585,False
ev_api/primary08122025,electionwide,NORTH OGDEN CITY MAYOR,3969,3969,True
ev_api/primary08122025,electionwide,NORTH OGDEN CITY COUNCIL AT-LARGE,6896,6896,True
ev_api/primary08122025,electionwide,OGDEN VALLEY CITY MAYOR,2950,2973,False
ev_api/primary08122025,electionwide,OGDEN VALLEY CITY COUNCIL SEAT 1,474,474,True
ev_api/primary08122025,electionwide,OGDEN VALLEY CITY COUNCIL SEAT 2,536,536,True
ev_api/primary08122025,electionwide,OGDEN VALLEY CITY COUNCIL SEAT 3,573,573,True
ev_api/primary08122025,electionwide,OGDEN VALLEY CITY COUNCIL SEAT 4,609,623,False
ev_api/primary08122025,electionwide,OGDEN VALLEY CITY COUNCIL SEAT 5,589,598,False
ev_api/primary08122025,electionwide,OGDEN CITY COUNCIL AT-LARGE SEAT A,7273,7284,False
ev_api/primary08122025,electionwide,OGDEN CITY COUNCIL AT-LARGE SEAT B,7301,7312,False
ev_api/primary08122025,electionwide,PLAIN CITY MAYOR,1791,1791,True
ev_api/primary08122025,electionwide,PLAIN CITY COUNCIL AT-LARGE,3237,3237,True
ev_api/primary08122025,electionwide,PLEASANT VIEW CITY COUNCIL AT-LARGE,2574,2592,False
ev_api/primary08122025,electionwide,RIVERDALE CITY COUNCIL AT-LARGE,1955,1955,True
ev_api/primary08122025,electionwide,ROY CITY COUNCIL AT-LARGE,6516,6533,False
ev_api/primary08122025,electionwide,ROY CITY COUNCIL AT-LARGE,3494,3502,False
7e3a53_fcceb6a6b8e343bf89fa0ab40be82b3d.pdf,Ogden City,OGDEN CITY MAYOR,,10347,
7e3a53_fcceb6a6b8e343bf89fa0ab40be82b3d.pdf,Ogden City,OGDEN CITY COUNCIL AT-LARGE SEAT C,,9729,
7e3a53_fcceb6a6b8e343bf89fa0ab40be82b3d.pdf,Ogden City,OGDEN CITY COUNCIL DISTRICT 4,,4126,
7e3a53_78a11a0b224041319e8dcfbaa391bdf8.pdf,Roy City,ROY CITY COUNCIL AT-LARGE,,11181,
7e3a53_6386b6b5d1e7436786c79677b6b4329d.pdf,North Ogden City,NORTH OGDEN CITY COUNCIL AT-LARGE,,9738,
7e3a53_f138c1f1591a4eb2a59eb245cd167a0b.pdf,Hooper City,HOOPER CITY COUNCIL AT-LARGE,,3160,
7dc173_5547b20a2256488fbb2f30d2b1102e7a.pdf,Weber County,COUNTY COMM A,,40774,
7dc173_5547b20a2256488fbb2f30d2b1102e7a.pdf,Weber County,COUNTY COMM B,,41086,
7dc173_5547b20a2256488fbb2f30d2b1102e7a.pdf,Weber County,COUNTY ATTORNEY,,31579,
7dc173_5547b20a2256488fbb2f30d2b1102e7a.pdf,Weber County,COUNTY SHERIFF,,40990,
7dc173_5547b20a2256488fbb2f30d2b1102e7a.pdf,Weber County,COUNTY CLERK/AUDITOR,,40577,
7dc173_5547b20a2256488fbb2f30d2b1102e7a.pdf,Weber County,COUNTY TREASURER,,34159,
7dc173_5547b20a2256488fbb2f30d2b1102e7a.pdf,Weber County,COUNTY RECORDER/SURVEYOR,,40606,
7dc173_5547b20a2256488fbb2f30d2b1102e7a.pdf,Weber County,COUNTY ASSESSOR,,34147,
7dc173_dde1613fbfc743c994e963669ec9137c.pdf,Weber County,COUNTY COMMISSION C,,70638,
7dc173_28650bc4d8ee4c0b9b232289bac454e1.pdf,Weber County,COUNTY ASSESSOR,,38095,
7dc173_28650bc4d8ee4c0b9b232289bac454e1.pdf,Weber County,COUNTY ATTORNEY,,32274,
7dc173_28650bc4d8ee4c0b9b232289bac454e1.pdf,Weber County,COUNTY CLERK/AUDITOR,,44085,
7dc173_28650bc4d8ee4c0b9b232289bac454e1.pdf,Weber County,COUNTY COMM A,,44472,
7dc173_28650bc4d8ee4c0b9b232289bac454e1.pdf,Weber County,COUNTY COMM B,,44500,
7dc173_28650bc4d8ee4c0b9b232289bac454e1.pdf,Weber County,COUNTY RECORDER/SURVEYOR,,44255,
7dc173_28650bc4d8ee4c0b9b232289bac454e1.pdf,Weber County,COUNTY SHERIFF,,44743,
7dc173_28650bc4d8ee4c0b9b232289bac454e1.pdf,Weber County,COUNTY TREASURER,,38729,
7dc173_6bba5a4f176542c38e5ca332b1bbc899.pdf,Weber County,COUNTY COMMISSION C,,73873,
7dc173_2a98db8543bc49c69cd91da6722f6b90.pdf,Weber County,WEBER LIBRARY BOND,,31386,
7dc173_9f6a145759b446e7a81286d1a5aac149.pdf,Weber County,COUNTY COMMISSION A,,28616,
7dc173_9f6a145759b446e7a81286d1a5aac149.pdf,Weber County,COUNTY COMMISSION B,,28517,
7dc173_9f6a145759b446e7a81286d1a5aac149.pdf,Weber County,COUNTY ASSESSOR,,28854,
7dc173_9f6a145759b446e7a81286d1a5aac149.pdf,Weber County,COUNTY ATTORNEY,,29183,
7dc173_9f6a145759b446e7a81286d1a5aac149.pdf,Weber County,COUNTY CLERK/AUDITOR,,36003,
7dc173_9f6a145759b446e7a81286d1a5aac149.pdf,Weber County,COUNTY RECORDER/SURVEYOR,,30446,
7dc173_9f6a145759b446e7a81286d1a5aac149.pdf,Weber County,COUNTY SHERIFF,,30257,
7dc173_9f6a145759b446e7a81286d1a5aac149.pdf,Weber County,COUNTY TREASURER,,35813,
7dc173_12e1f107e8a34c6499478fb4f63949f1.pdf,Weber County,Commissioner Seat C REP,,18731,
7e3a53_73d852c0d26f45028c8e2a34e747701e.pdf,Weber County,COUNTY COMMISSION C,,66809,
7dc173_5e828623651a4122935479755d0e1d31.pdf,Weber County,REP COUNTY COMMISSION SEAT A,,22846,
7dc173_5e828623651a4122935479755d0e1d31.pdf,Weber County,REP COUNTY SHERIFF,,22475,
7e3a53_1698f33fed1943edb35c3b69e5e4c813.pdf,Weber County,COUNTY COMMISSION SEAT A,,63178,
7e3a53_1698f33fed1943edb35c3b69e5e4c813.pdf,Weber County,COUNTY COMMISSION SEAT B,,77308,
7e3a53_1698f33fed1943edb35c3b69e5e4c813.pdf,Weber County,COUNTY ATTORNEY,,63113,
7e3a53_1698f33fed1943edb35c3b69e5e4c813.pdf,Weber County,COUNTY CLERK/AUDITOR,,77306,
7e3a53_1698f33fed1943edb35c3b69e5e4c813.pdf,Weber County,COUNTY SHERIFF,,63964,
7dc173_3149b34b82ff4727b18e13cd95dbe438.pdf,Weber County,COUNTY RECORDER/SURVEYOR,,33586,
7dc173_3fbd87144c1e47ca8ba5fc235501eadb.pdf,Weber County,COUNTY COMMISSION SEAT C,,107357,
7dc173_3fbd87144c1e47ca8ba5fc235501eadb.pdf,Weber County,COUNTY ASSESSOR,,93751,
7dc173_3fbd87144c1e47ca8ba5fc235501eadb.pdf,Weber County,COUNTY RECORDER/SURVEYOR,,106148,
7dc173_3fbd87144c1e47ca8ba5fc235501eadb.pdf,Weber County,COUNTY TREASURER,,73179,
7e3a53_203d49db31d8445fb0eaff40bb511b4a.pdf,Weber County,COMMISSIONER SEAT A,,28152,
7e3a53_203d49db31d8445fb0eaff40bb511b4a.pdf,Weber County,COMMISSIONER SEAT B,,27659,
7e3a53_203d49db31d8445fb0eaff40bb511b4a.pdf,Weber County,CLERK/AUDITOR,,27770,
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW001,COUNTY COMMISSION SEAT C,764,764,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW001,COUNTY ASSESSOR,727,727,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW001,COUNTY RECORDER/SURVEYOR,762,762,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW001,COUNTY TREASURER,664,664,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW002,COUNTY COMMISSION SEAT C,568,568,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW002,COUNTY ASSESSOR,510,510,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW002,COUNTY RECORDER/SURVEYOR,564,564,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW002,COUNTY TREASURER,417,417,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW003,COUNTY COMMISSION SEAT C,1106,1106,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW003,COUNTY ASSESSOR,1010,1010,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW003,COUNTY RECORDER/SURVEYOR,1092,1092,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW003,COUNTY TREASURER,885,885,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW004,COUNTY COMMISSION SEAT C,1384,1384,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW004,COUNTY ASSESSOR,1294,1294,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW004,COUNTY RECORDER/SURVEYOR,1380,1380,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct FRW004,COUNTY TREASURER,1134,1134,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR001,COUNTY COMMISSION SEAT C,881,881,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR001,COUNTY ASSESSOR,816,816,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR001,COUNTY RECORDER/SURVEYOR,873,873,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR001,COUNTY TREASURER,756,756,True
