date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,matched_election_candidate,join_confidence,amended
2023-11-01,Nicole Kunze,Council,2023,statement,Post-election (Nov),Nicole Kunze — 2023 municipal campaign financial statement (Post-election (Nov)),https://www.lehi-ut.gov/wp-content/uploads/2023/11/Nicole-Kunze.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202311_Nicole-Kunze.pdf,NICOLE KUNZE,exact,no
2023-08-01,Paige Albrecht,Council,2023,statement,Before Primary (Aug),Paige Albrecht — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Paige-Albrecht-1.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/202308_Paige-Albrecht-1.pdf,PAIGE ALBRECHT,exact,no
2023-08-01,R. Curtis Payne,Council,2023,statement,Before Primary (Aug),R. Curtis Payne — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Curtis-Payne.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/202308_Curtis-Payne.pdf,R CURTIS PAYNE,exact,no
2023-08-01,R. Curtis Payne,Council,2023,statement,Before Primary (Aug),R. Curtis Payne — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/R.-Curtis-Payne.jpg,2026-07-02,scanned,tesseract OCR (image),raw/2023/202308_R.-Curtis-Payne.jpg,R CURTIS PAYNE,exact,no
2023-08-01,Tyler R. Lindsay,Council,2023,statement,Before Primary (Aug),Tyler R. Lindsay — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Tyler-Lindsay.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Tyler-Lindsay.pdf,TYLER R LINDSAY,exact,no
2023-08-01,Tyler R. Lindsay,Council,2023,statement,Before Primary (Aug),Tyler R. Lindsay — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/campaign-finance-report-Tyler-Lindsay-8.29.2023.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_campaign-finance-report-Tyler-Lindsay-8.29.2023.pdf,TYLER R LINDSAY,exact,no
2025,Charlie Tautuaa,Mayor,2025,statement,Post Primary Report,Charlie Tautuaa — 2025 municipal campaign financial statement (Post Primary Report),https://www.lehi-ut.gov/media/5mlplvt2/charlie-tautuaa-final-financial-disclosure.pdf,2026-07-02,text,pdftotext -layout,raw/2025/5mlplvt2_charlie-tautuaa-final-financial-disclosure.pdf,CHARLIE TAUTUAA,exact,no
2025,Charlie Tautuaa,Mayor,2025,statement,28 Days Before Primary Election,Charlie Tautuaa — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/cyidicoa/charlie-tautuaa.pdf,2026-07-02,text,pdftotext -layout,raw/2025/cyidicoa_charlie-tautuaa.pdf,CHARLIE TAUTUAA,exact,no
2025,Charlie Tautuaa,Mayor,2025,statement,Primary Election Report,Charlie Tautuaa — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/mtapyq2z/charlie-tautuaa.pdf,2026-07-02,text,pdftotext -layout,raw/2025/mtapyq2z_charlie-tautuaa.pdf,CHARLIE TAUTUAA,exact,no
2025,Chris Condie,Mayor,2025,statement,Primary Election Report,Chris Condie — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/1u2awttt/condie-full-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/1u2awttt_condie-full-report.pdf,CHRIS CONDIE,exact,no
2025,Chris Condie,Mayor,2025,statement,28 Days Before Primary Election,Chris Condie — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/d3tib15l/chris-condie.pdf,2026-07-02,text,pdftotext -layout,raw/2025/d3tib15l_chris-condie.pdf,CHRIS CONDIE,exact,no
2025,Chris Condie,Mayor,2025,statement,Post Primary Report,Chris Condie — 2025 municipal campaign financial statement (Post Primary Report),https://www.lehi-ut.gov/media/moxd1fjs/chris-condie-final-financial-disclosure.pdf,2026-07-02,text,pdftotext -layout,raw/2025/moxd1fjs_chris-condie-final-financial-disclosure.pdf,CHRIS CONDIE,exact,no
2025,E. LaRell Stephens,Council,2025,statement,Primary Election Report,E. LaRell Stephens — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/b5sbchbl/stephens-full-report.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/b5sbchbl_stephens-full-report.pdf,E LARELL STEPHENS,exact,no
2025,E. LaRell Stephens,Council,2025,statement,28 Days Before Primary Election,E. LaRell Stephens — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/dhlcf0ey/larell-stephens.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/dhlcf0ey_larell-stephens.pdf,E LARELL STEPHENS,exact,no
2025,E. LaRell Stephens,Council,2025,statement,Post Primary Report,E. LaRell Stephens — 2025 municipal campaign financial statement (Post Primary Report),https://www.lehi-ut.gov/media/f5rjt1zy/e-larell-stephens-final-financial-disclosure.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/f5rjt1zy_e-larell-stephens-final-financial-disclosure.pdf,E LARELL STEPHENS,exact,no
2025,Emily Lockhart,Council,2025,statement,General Election Report,Emily Lockhart — 2025 municipal campaign financial statement (General Election Report),https://www.lehi-ut.gov/media/1sklztrg/emily-lockhart-general-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/1sklztrg_emily-lockhart-general-report.pdf,EMILY LOCKHART,exact,no
2025,Emily Lockhart,Council,2025,statement,Post Election Report,Emily Lockhart — 2025 municipal campaign financial statement (Post Election Report),https://www.lehi-ut.gov/media/jyud2nca/emily-lockhart-5th-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/jyud2nca_emily-lockhart-5th-report.pdf,EMILY LOCKHART,exact,no
2025,Emily Lockhart,Council,2025,statement,28 Days Before Primary Election,Emily Lockhart — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/rjfihlnp/emily-lockhart.pdf,2026-07-02,text,pdftotext -layout,raw/2025/rjfihlnp_emily-lockhart.pdf,EMILY LOCKHART,exact,no
2025,Emily Lockhart,Council,2025,statement,Primary Election Report,Emily Lockhart — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/wtslv1bc/lockhart-full-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/wtslv1bc_lockhart-full-report.pdf,EMILY LOCKHART,exact,no
2025,Emily Lockhart,Council,2025,statement,28 Days Before General Election,Emily Lockhart — 2025 municipal campaign financial statement (28 Days Before General Election),https://www.lehi-ut.gov/media/yo2f5c3y/emily-lockhart-28-day-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/yo2f5c3y_emily-lockhart-28-day-report.pdf,EMILY LOCKHART,exact,no
2025,James Harrison,Council,2025,statement,Post Election Report,James Harrison — 2025 municipal campaign financial statement (Post Election Report),https://www.lehi-ut.gov/media/1ibebf3i/james-harrison-5th-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/1ibebf3i_james-harrison-5th-report.pdf,JAMES HARRISON,exact,no
2025,James Harrison,Council,2025,statement,28 Days Before Primary Election,James Harrison — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/gr5jzdfe/james-harrison.pdf,2026-07-02,text,pdftotext -layout,raw/2025/gr5jzdfe_james-harrison.pdf,JAMES HARRISON,exact,no
2025,James Harrison,Council,2025,statement,Primary Election Report,James Harrison — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/inlkj0ma/harrison-full-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/inlkj0ma_harrison-full-report.pdf,JAMES HARRISON,exact,no
2025,James Harrison,Council,2025,statement,28 Days Before General Election,James Harrison — 2025 municipal campaign financial statement (28 Days Before General Election),https://www.lehi-ut.gov/media/jp5h4eyw/james-harrison-28-day-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/jp5h4eyw_james-harrison-28-day-report.pdf,JAMES HARRISON,exact,no
2025,James Harrison,Council,2025,statement,General Election Report,James Harrison — 2025 municipal campaign financial statement (General Election Report),https://www.lehi-ut.gov/media/q1zjmgp4/james-harrison-general-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/q1zjmgp4_james-harrison-general-report.pdf,JAMES HARRISON,exact,no
2025,Jared V. Peterson,Council,2025,statement,Primary Election Report,Jared V. Peterson — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/4iulcekw/jared-v-peterson.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/4iulcekw_jared-v-peterson.pdf,JARED V PETERSON,exact,no
2025,Jared V. Peterson,Council,2025,statement,Post Election Report,Jared V. Peterson — 2025 municipal campaign financial statement (Post Election Report),https://www.lehi-ut.gov/media/kjwbuut4/jared-peterson-5th-report.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/kjwbuut4_jared-peterson-5th-report.pdf,JARED V PETERSON,exact,no
2025,Jared V. Peterson,Council,2025,statement,28 Days Before Primary Election,Jared V. Peterson — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/lj4czmvb/jared-peterson.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/lj4czmvb_jared-peterson.pdf,JARED V PETERSON,exact,no
2025,Jared V. Peterson,Council,2025,statement,General Election Report,Jared V. Peterson — 2025 municipal campaign financial statement (General Election Report),https://www.lehi-ut.gov/media/rk3mp1el/jared-peterson-general-report.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/rk3mp1el_jared-peterson-general-report.pdf,JARED V PETERSON,exact,no
2025,Jared V. Peterson,Council,2025,statement,28 Days Before General Election,Jared V. Peterson — 2025 municipal campaign financial statement (28 Days Before General Election),https://www.lehi-ut.gov/media/zgkgevti/jared-peterson-28-day-report.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/zgkgevti_jared-peterson-28-day-report.pdf,JARED V PETERSON,exact,no
2025,Jordan M. Hutchinson,Council,2025,statement,Primary Election Report,Jordan M. Hutchinson — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/04hpvyvv/hutchinson-full-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/04hpvyvv_hutchinson-full-report.pdf,JORDAN M HUTCHINSON,exact,no
2025,Jordan M. Hutchinson,Council,2025,statement,Post Primary Report,Jordan M. Hutchinson — 2025 municipal campaign financial statement (Post Primary Report),https://www.lehi-ut.gov/media/qibadmnx/jordan-hutchinson-final-financial-disclosure.pdf,2026-07-02,text,pdftotext -layout,raw/2025/qibadmnx_jordan-hutchinson-final-financial-disclosure.pdf,JORDAN M HUTCHINSON,exact,no
2025,Jordan M. Hutchinson,Council,2025,statement,28 Days Before Primary Election,Jordan M. Hutchinson — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/tu4d1jnh/jordan-m-hutchinson.pdf,2026-07-02,text,pdftotext -layout,raw/2025/tu4d1jnh_jordan-m-hutchinson.pdf,JORDAN M HUTCHINSON,exact,no
2025,Kenneth Glade,Council,2025,statement,Post Primary Report,Kenneth Glade — 2025 municipal campaign financial statement (Post Primary Report),https://www.lehi-ut.gov/media/epzdqr5o/casey-glade-final-financial-disclosure.pdf,2026-07-02,text,pdftotext -layout,raw/2025/epzdqr5o_casey-glade-final-financial-disclosure.pdf,KENNETH GLADE,exact,no
2025,Kenneth Glade,Council,2025,statement,28 Days Before Primary Election,Kenneth Glade — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/tsqbcbiw/kenneth-glade.pdf,2026-07-02,text,pdftotext -layout,raw/2025/tsqbcbiw_kenneth-glade.pdf,KENNETH GLADE,exact,no
2025,Kenneth Glade,Council,2025,statement,Primary Election Report,Kenneth Glade — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/yjippbcb/glade-full-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/yjippbcb_glade-full-report.pdf,KENNETH GLADE,exact,no
2025,Paige Albrecht,Mayor,2025,statement,General Election Report,Paige Albrecht — 2025 municipal campaign financial statement (General Election Report),https://www.lehi-ut.gov/media/g10dlsmf/paige-albrecht-general-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/g10dlsmf_paige-albrecht-general-report.pdf,PAIGE ALBRECHT,exact,no
2025,Paige Albrecht,Mayor,2025,statement,28 Days Before Primary Election,Paige Albrecht — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/izbbd2bf/paige-albrecht.pdf,2026-07-02,text,pdftotext -layout,raw/2025/izbbd2bf_paige-albrecht.pdf,PAIGE ALBRECHT,exact,no
2025,Paige Albrecht,Mayor,2025,statement,Primary Election Report,Paige Albrecht — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/kc5pwwiw/paige-albrecht.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/kc5pwwiw_paige-albrecht.pdf,PAIGE ALBRECHT,exact,no
2025,Paige Albrecht,Mayor,2025,statement,28 Days Before General Election,Paige Albrecht — 2025 municipal campaign financial statement (28 Days Before General Election),https://www.lehi-ut.gov/media/rrfeajfd/paige-albrecht-28-day-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/rrfeajfd_paige-albrecht-28-day-report.pdf,PAIGE ALBRECHT,exact,no
2025,Paige Albrecht,Mayor,2025,statement,Post Election Report,Paige Albrecht — 2025 municipal campaign financial statement (Post Election Report),https://www.lehi-ut.gov/media/vtll50ue/paige-albrecht-5th-report.pdf,2026-07-02,text,pdftotext -layout,raw/2025/vtll50ue_paige-albrecht-5th-report.pdf,PAIGE ALBRECHT,exact,no
2025,Paul Binns,Mayor,2025,statement,28 Days Before Primary Election,Paul Binns — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/1ffk5h4w/paul-binns.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/1ffk5h4w_paul-binns.pdf,PAUL BINNS,exact,no
2025,Paul Binns,Mayor,2025,statement,General Election Report,Paul Binns — 2025 municipal campaign financial statement (General Election Report),https://www.lehi-ut.gov/media/3t5fjtcj/paul-binns-general-report.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/3t5fjtcj_paul-binns-general-report.pdf,PAUL BINNS,exact,no
2025,Paul Binns,Mayor,2025,statement,Post Election Report,Paul Binns — 2025 municipal campaign financial statement (Post Election Report),https://www.lehi-ut.gov/media/fhohtszx/paul-binns-5th-report.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/fhohtszx_paul-binns-5th-report.pdf,PAUL BINNS,exact,no
2025,Paul Binns,Mayor,2025,statement,Primary Election Report,Paul Binns — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/l04l2bbd/paul-binns.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/l04l2bbd_paul-binns.pdf,PAUL BINNS,exact,no
2025,Paul Binns,Mayor,2025,statement,28 Days Before General Election,Paul Binns — 2025 municipal campaign financial statement (28 Days Before General Election),https://www.lehi-ut.gov/media/zc4k4sl3/paul-binns-28-day-report.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/zc4k4sl3_paul-binns-28-day-report.pdf,PAUL BINNS,exact,no
2025,Paul Hancock,Council,2025,statement,Post Primary Report,Paul Hancock — 2025 municipal campaign financial statement (Post Primary Report),https://www.lehi-ut.gov/media/2crfza1x/hancock-september-11-financial-disclosures.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/2crfza1x_hancock-september-11-financial-disclosures.pdf,PAUL HANCOCK,exact,no
2025,Paul Hancock,Council,2025,statement,Primary Election Report,Paul Hancock — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/gp3nridr/paul-hancock.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/gp3nridr_paul-hancock.pdf,PAUL HANCOCK,exact,no
2025,Paul Hancock,Council,2025,statement,28 Days Before Primary Election,Paul Hancock — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/xxybhzho/paul-hancock.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/xxybhzho_paul-hancock.pdf,PAUL HANCOCK,exact,no
2025,Rachel Freeman,Council,2025,statement,General Election Report,Rachel Freeman — 2025 municipal campaign financial statement (General Election Report),https://www.lehi-ut.gov/media/bewgny3r/rachel-freeman-general-report.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/bewgny3r_rachel-freeman-general-report.pdf,RACHEL FREEMAN,exact,no
2025,Rachel Freeman,Council,2025,statement,28 Days Before General Election,Rachel Freeman — 2025 municipal campaign financial statement (28 Days Before General Election),https://www.lehi-ut.gov/media/dradxabs/rachel-freeman-28-day-report.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/dradxabs_rachel-freeman-28-day-report.pdf,RACHEL FREEMAN,exact,no
2025,Rachel Freeman,Council,2025,statement,Post Election Report,Rachel Freeman — 2025 municipal campaign financial statement (Post Election Report),https://www.lehi-ut.gov/media/nm5dtdaz/rachel-freeman-5th-report.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/nm5dtdaz_rachel-freeman-5th-report.pdf,RACHEL FREEMAN,exact,no
2025,Rachel Freeman,Council,2025,statement,28 Days Before Primary Election,Rachel Freeman — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/pb5giuci/rachel-freeman.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/pb5giuci_rachel-freeman.pdf,RACHEL FREEMAN,exact,no
2025,Rachel Freeman,Council,2025,statement,Primary Election Report,Rachel Freeman — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/qrxnwz1g/rachel-freeman.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/qrxnwz1g_rachel-freeman.pdf,RACHEL FREEMAN,exact,no
2025,Tyson Hodges,Council,2025,statement,Post Primary Report,Tyson Hodges — 2025 municipal campaign financial statement (Post Primary Report),https://www.lehi-ut.gov/media/2tnmgybe/tyson-hodges-final-financial-disclosure.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/2tnmgybe_tyson-hodges-final-financial-disclosure.pdf,TYSON HODGES,exact,no
2025,Tyson Hodges,Council,2025,statement,Primary Election Report,Tyson Hodges — 2025 municipal campaign financial statement (Primary Election Report),https://www.lehi-ut.gov/media/jg3i2pt5/tyson-hodges.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/jg3i2pt5_tyson-hodges.pdf,TYSON HODGES,exact,no
2025,Tyson Hodges,Council,2025,statement,28 Days Before Primary Election,Tyson Hodges — 2025 municipal campaign financial statement (28 Days Before Primary Election),https://www.lehi-ut.gov/media/soynzfay/tyson-hodges.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2025/soynzfay_tyson-hodges.pdf,TYSON HODGES,exact,no
