EventItemId,EventItemEventId,_body_id,EventItemTitle,EventItemMatterId,EventItemMatterName,EventItemMatterType,EventItemMover,EventItemSeconder,EventItemPassedFlagName,EventItemActionName,EventItemAgendaSequence,EventItemMinutesSequence
30337,2927,138,A Resolution of the Salt Lake County Council Approving and Ratifying the Lease Agreement Between Salt Lake County and the Rescue Mission of Salt Lake,5003,,Consent Item,,,,,19,21
30338,2927,138,"A Resolution of the Salt Lake County Council approving Amendment 3 to the interlocal cooperation agreement with city of Millcreek regarding $90,000 of County transportation funds transferred to the city for highway construction, reconstruction or maintenance projects.",5004,,Consent Item,,,,,20,22
30340,2927,138,TAX LETTERS,,,,,,,,22,24
30341,2927,138,Auditor’s Tax Letters,5001,,Tax Letters,Arlyn Bradshaw,Michael Jensen,Pass,approved,23,25
30342,2927,138,LETTERS FROM OTHER OFFICES,,,,,,,,24,27
30343,2927,138,PRIVATE BUSINESS DISCLOSURES,,,,,,,,25,28
30344,2927,138,APPROVAL OF MINUTES,,,,,,,,26,29
30345,2927,138,"Approval of Council Minutes for March 17, 2020",5007,,Minutes,Arlyn Bradshaw,Michael Jensen,Pass,approved,27,30
30347,2927,138,ADJOURN,,,,,,,,28,32
30354,2927,138,"Budget Adjustment: Flood Control’s Request for New Capital Project - Public Works Sediment Retention Box, Partially Grant Funded ($25,000 in Revenue and $25,000 in Expense)",5011,,Discussion Items,Arlyn Bradshaw,Michael Jensen,Pass,ratified,16,16
30355,2927,138,"Budget Adjustment: Animal Services Request to Transfer $180,000 from Donation Fund Balance Sheet Accounts to Personnel and Operations Accounts",5010,,Discussion Items,Arlyn Bradshaw,Michael Jensen,Pass,ratified,15,14
30359,2927,138,"Consideration for Adoption of a Resolution of the Salt Lake County Council Authorizing the Issuance and Sale of Not More Than $6,500,000 Aggregate Principal Amount of Sales Tax Revenue Bonds, Series 2020; and Related Matters",5012,,Consent Item,Arlyn Bradshaw,Michael Jensen,Pass,ratified,13,11
30387,2927,138,,,,,,,,,,12
30388,2927,138,,,,,,,,,,15
30389,2927,138,,,,,,,,,,17
30390,2927,138,,,,,,,,,,20
30391,2927,138,,,,,,,,,,26
30392,2927,138,,,,,,,,,,31
29319,2928,138,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. ",,,,,,,,45,
29320,2928,138,Members of the Council May Participate Electronically. The Public May Attend. Meetings May Be Closed For Reasons Allowed By Statute. ,,,,,,,,1,
29321,2928,138,CALL TO ORDER ,,,,,,,,2,1
29322,2928,138,"Invocation - Reading - Thought 

",,,,,,,,3,2
29323,2928,138,Pledge of Allegiance,,,,,,,,4,3
29324,2928,138,CITIZEN PUBLIC INPUT ,,,,,,,,5,4
29325,2928,138,REPORT OF ELECTED OFFICIALS: ,,,,,,,,6,5
29326,2928,138,Council Members,,,,,,,,7,6
29327,2928,138,Other Elected Officials,,,,,,,,8,7
29328,2928,138,Mayor,,,,,,,,9,8
29329,2928,138,"PROCLAMATIONS, DECLARATIONS, AND OTHER CEREMONIAL OR COMMEMORATIVE MATTERS",,,,,,,,10,9
29330,2928,138,PUBLIC HEARINGS AND NOTICES ,,,,,,,,11,10
29331,2928,138,RATIFICATION OF DISCUSSION ITEM ACTIONS IN COMMITTEE OF THE WHOLE ,,,,,,,,14,16
29333,2928,138,Update and approval of the extension to the Take Your Seat in History naming rights campaign,4911,,Discussion Items,Arlyn Bradshaw,Michael Jensen,Pass,ratified,18,24
29334,2928,138,Update and approval of the Capitol Theatre New Programming Fund,4912,,Discussion Items,Arlyn Bradshaw,Michael Jensen,Pass,ratified,20,28
29335,2928,138,Approval of the Take Your Seat in History individual naming rights,4913,,Discussion Items,Arlyn Bradshaw,Michael Jensen,Pass,ratified,19,26
29337,2928,138,"Budget Adjustment: Equestrian Park’s Request to Transfer Funding between Capital Projects $139,450 for the RV Parking Alt. #2",4928,,Discussion Items,Arlyn Bradshaw,Michael Jensen,Pass,ratified,16,20
29338,2928,138,Budget Adjustment: Sheriff’s Office Request for Technical Adjustment to Correct Accounting Codes for Sworn Salary,4929,,Discussion Items,Arlyn Bradshaw,Michael Jensen,Pass,ratified,17,22
29339,2928,138,Legislative Update,4930,,Discussion Items,Arlyn Bradshaw,Michael Jensen,Pass,ratified,15,18
29340,2928,138,RATIFICATION OF CONSENT ITEM ACTIONS IN COMMITTEE OF THE WHOLE ,,,,Arlyn Bradshaw,Michael Jensen,Pass,ratified,21,30
29381,2928,138,"Request from South Valley Services to Waive the Viridian Center’s $1,090 facility fee for their annual charity breakfast.",4852,,Consent Item,,,,,27,37
29384,2928,138,"ZAP Tier II Advisory Board Reappointment: Ryan Benson (District 5), second term",4888,,Consent Item,,,,,28,38
29386,2928,138,A Resolution of the Salt Lake County Council approving and authorizing execution of an interlocal cooperation agreement between Salt Lake County and the City of South Jordan for a contribution of TRCC funds to fund improvements to city’s Midas Creek Trail.,4898,,Consent Item,,,,,25,35
29387,2928,138,Assessor’s Office Disclosure Statement,4901,,Consent Item,Arlyn Bradshaw,Michael Jensen,Pass,received and filed,46,61
29389,2928,138,"A Resolution of the Salt Lake County Council approving execution of an interlocal cooperation agreement with Murray City allowing for the execution of a restated interlocal agreement so that the county may resume its lease of a park and ride station and so the county may install and maintain, or cause to be installed and maintained, a bicycle repair station.",4907,,Consent Item,,,,,24,34
29390,2928,138,"A Resolution of the Salt Lake County Council approving the recommendation of the Salt Lake County Council of Governments and authorizing the execution of an interlocal cooperation agreement providing for the transfer of $380,000.00 of County Corridor Preservation funds to Herriman City to be used by the city to acquire certain property for transportation purposes.",4908,,Consent Item,,,,,22,32
29391,2928,138,"A Resolution of the Salt Lake County Council approving the recommendation of the Salt Lake County Council of Governments and authorizing the execution of an interlocal cooperation agreement providing for the transfer of $8,100.00 of County Corridor Preservation funds to the city of Bluffdale to be used by the city to acquire certain property for transportation purposes.",4910,,Consent Item,,,,,23,33
29392,2928,138,"ZAP Tier II Advisory Board Reappointment: Karen Krieger (District 4), second term",4917,,Consent Item,,,,,29,39
29394,2928,138,Animal Services Advisory Committee Appointment: Rita Lund (representing Millcreek),4920,,Consent Item,,,,,30,40
29395,2928,138,Animal Services Advisory Committee Appointment: Gary Bowen (representing Emigration Canyon Township),4922,,Consent Item,,,,,31,41
29396,2928,138,Animal Services Advisory Committee Appointment: Kevin Severson (representing Copperton),4923,,Consent Item,,,,,32,42
29397,2928,138,Animal Services Advisory Committee Appointment: Kane Loader (representing Midvale City),4924,,Consent Item,,,,,33,43
29398,2928,138,Animal Services Advisory Committee Appointment: Nole Walkingshaw (representing Salt Lake City),4925,,Consent Item,,,,,34,44
29399,2928,138,Animal Services Advisory Committee Appointment: Chrystal Butterfield (representing Kearns Township),4926,,Consent Item,,,,,35,45
29400,2928,138,TAX LETTERS,,,,,,,,36,46
29402,2928,138,Auditor’s Tax Letters,4903,,Tax Letters,Arlyn Bradshaw,Michael Jensen,Pass,approved,37,47
29403,2928,138,Assessor Tax Letters,4904,,Tax Letters,Arlyn Bradshaw,Michael Jensen,Pass,approved,38,49
29404,2928,138,Tax Administration’s Tax Letters re: deferrals,4906,,Tax Letters,Arlyn Bradshaw,Michael Jensen,Pass,approved,41,55
29405,2928,138,Tax Administration’s Tax Letters,4909,,Tax Letters,Arlyn Bradshaw,Michael Jensen,Pass,approved,40,53
29407,2928,138,Assessor Tax Letters re: motor vehicle fees,4921,,Tax Letters,Arlyn Bradshaw,Michael Jensen,Pass,approved,39,51
29408,2928,138,Tax Sale Listing Adjustments,4927,,Tax Letters,Arlyn Bradshaw,Michael Jensen,Pass,approved,42,57
29409,2928,138,LETTERS FROM OTHER OFFICES,,,,,,,,43,59
29410,2928,138,PRIVATE BUSINESS DISCLOSURES,,,,,,,,44,60
29412,2928,138,"Disclosure Statements for County Library:
James Chipman - Collaborative Summer Reading Program;
Patricia Hull - Magna Metro Township Council;
Steven Pfeiffer - Pfeiffer Consulting Group;
Margaret Mills - DDI Vantage Early Headstart Policy Council, ChamberWest Board of Directors and Leadership Institute Board,
Tamara J. Austin - Yoga Instructor, The Mat Yoga, Holistic Bodyworks;
Albert L. Andrew - American Facilities Services;
Virginia Pine - Children’s Literature Association of Utah;
Deborah Ann Eastmond - Spouse is Music and Storytelling presenter;
Cara Shaw - Singular Events; 
Carolin Metzger - personal blog;
Laura Marone - Salt Lake Community College, Salt Lake City Public Library, University of Utah;
Timothy Hinkle - self-employed;
Paige Stringham - Granite School District;
Frenchell Hampton - Rise Construction Inc;
Hollie Pettersson - Diligent Learning.",4899,,Private Business Disclosures,Arlyn Bradshaw,Michael Jensen,Pass,received and filed,47,63
29413,2928,138,Facilities Division - 2020 Employee Conflict of Interest Disclosure Statements,4900,,Private Business Disclosures,Arlyn Bradshaw,Michael Jensen,Pass,received and filed,48,65
29414,2928,138,APPROVAL OF MINUTES,,,,,,,,49,67
29415,2928,138,"Approval of Council Minutes for February 11, 2020",4915,,Minutes,Arlyn Bradshaw,Michael Jensen,Pass,approved,50,68
29417,2928,138,ADJOURN,,,,,,,,51,70
29419,2928,138,PLANNING AND ZONING MATTERS,,,,,,,,12,11
29420,2928,138,"Three Ordinances of the Legislative Body of Salt Lake County, Utah Concerning Olympia Hills Development: 1) Amendment of the Southwest Community General Plan; 2) Amendment of the Salt Lake County Zoning Map to Rezone Property Located at Approximately 6300-8500 W. and 12400-13100 S. From A-2 (Agricultural) and M-2 (Industrial) to P-C (Planned Community); and 3) Approval of a P-C Zone Plan and Associated Master Development Agreement",4931,,Discussion Items,Steve DeBry,Aimee Winder Newton,Fail,tabled,13,13
29501,2928,138,A Resolution of the Salt Lake County Council approving and authorizing execution of an interlocal cooperation agreement between Salt Lake County and Salt Lake City corporation for a contribution of TRCC funds to fund complete replacement of baseball playing field at city-owned Smith’s Ballpark.,4897,,Consent Item,,,,,26,36
29834,2928,138,,,,,,,,,,12
29835,2928,138,,,,,Jim Bradley,Max Burdick,Pass,approved,,14
29836,2928,138,,,,,,,,,,15
29837,2928,138,,,,,,,,,,17
29838,2928,138,,,,,,,,,,19
29839,2928,138,,,,,,,,,,21
29840,2928,138,,,,,,,,,,23
29841,2928,138,,,,,,,,,,25
29842,2928,138,,,,,,,,,,27
29843,2928,138,,,,,,,,,,29
29844,2928,138,,,,,,,,,,31
29845,2928,138,,,,,,,,,,48
29846,2928,138,,,,,,,,,,50
29847,2928,138,,,,,,,,,,52
29848,2928,138,,,,,,,,,,54
29849,2928,138,,,,,,,,,,56
29850,2928,138,,,,,,,,,,58
29851,2928,138,,,,,,,,,,62
29852,2928,138,,,,,,,,,,64
29853,2928,138,,,,,,,,,,66
29854,2928,138,,,,,,,,,,69
29897,2929,138,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. ",,,,,,,,1,
29898,2929,138,Members of the Council May Participate Electronically. The Public May Attend. Meetings May Be Closed For Reasons Allowed By Statute. ,,,,,,,,2,
29899,2929,138,CALL TO ORDER ,,,,,,,,3,1
29900,2929,138,"Invocation - Reading - Thought 

",,,,,,,,4,2
29901,2929,138,Pledge of Allegiance,,,,,,,,5,3
29902,2929,138,CITIZEN PUBLIC INPUT ,,,,,,,,6,4
29903,2929,138,REPORT OF ELECTED OFFICIALS: ,,,,,,,,7,5
29904,2929,138,Council Members,,,,,,,,8,6
29905,2929,138,Other Elected Officials,,,,,,,,9,7
29906,2929,138,Mayor,,,,,,,,10,8
29907,2929,138,"PROCLAMATIONS, DECLARATIONS, AND OTHER CEREMONIAL OR COMMEMORATIVE MATTERS",,,,,,,,11,9
29908,2929,138,"Employee Recognition Awardees:

Mike Monroe and David Blanck (Facilities) - Above and Beyond
Jun Li (Recorder’s Office) - Silver Safety Shield
Paula Pinkham (Adult and Aging Services) - Behind the Scenes
Tanya Nagahiro (Adult and Aging Services) - Platinum Customer Service
Victoria Castaneda (Health Department) - Collaborative Impact",4947,,"Proclamations, Declarations and Other Ceremonial or Commemorative Matters",,,,,12,10
29909,2929,138,Proclamation in Celebration of Wasatch Mountain Club’s 100th Anniversary,4952,,"Proclamations, Declarations and Other Ceremonial or Commemorative Matters",,,,,13,11
29910,2929,138,PUBLIC HEARINGS AND NOTICES ,,,,,,,,14,12
29911,2929,138,RATIFICATION OF DISCUSSION ITEM ACTIONS IN COMMITTEE OF THE WHOLE ,,,,,,,,15,13
29913,2929,138,"2019 Budget Adjustment: Public Works’ Request for a $150,000 Appropriation Unit Shift (Operations to Depreciation) to Recognize the Depreciation for the 84 Lumber Truck Wash, Fuel Center, and Land Improvements.",4950,,Discussion Items,Aimee Winder Newton,Shireen Ghorbani,Pass,ratified,16,14
29914,2929,138,Legislative Update,4951,,Discussion Items,Aimee Winder Newton,Shireen Ghorbani,Pass,ratified,17,16
29915,2929,138,RATIFICATION OF CONSENT ITEM ACTIONS IN COMMITTEE OF THE WHOLE ,,,,Aimee Winder Newton,Shireen Ghorbani,Pass,approved the Consent Agenda,18,18
29936,2929,138,"Contribution of an In-Kind Donation Valued at $6,000 of ArtTix Processing Equipment to Utah Symphony Utah Opera",4938,,Consent Item,,,,,20,21
29939,2929,138,A Resolution of the Salt Lake County Council Approving the Execution of an Interlocal Cooperation Agreement with Salt Lake City Corporation Providing for the County’s Operation of Certain Recreational Programming and Management,4946,,Consent Item,,,,,19,20
29941,2929,138,TAX LETTERS,,,,,,,,21,22
29943,2929,138,Tax Administration’s Tax Letters,4941,,Tax Letters,Aimee Winder Newton,Shireen Ghorbani,Pass,approved,22,23
29944,2929,138,Assessor’s Tax Letters re: Refund,4943,,Tax Letters,Aimee Winder Newton,Shireen Ghorbani,Pass,approved,23,25
29945,2929,138,LETTERS FROM OTHER OFFICES,,,,,,,,25,29
29946,2929,138,PRIVATE BUSINESS DISCLOSURES,,,,,,,,26,30
29947,2929,138,2020 District Attorney’s Office Disclosure Statements,4849,,Private Business Disclosures,Aimee Winder Newton,Shireen Ghorbani,Pass,received and filed,27,31
29948,2929,138,"2020 Parks and Recreation Advisory Board and Open Space Board Disclosure Statements:
Soren Simonsen - Jordan River Commission, Community Studio, Impact Hub;
Carl Fisher - Save Our Canyons;
Ana Bergevin - Pluralsight;
Jerry Cordova Ong - Softball State Director;
Jorge Chamorro - Salt Lake City Corporation;
Nathan Blouin - Interwest Energy Alliance;
Sarah Reale - Salt Lake Community College.",4935,,Private Business Disclosures,Aimee Winder Newton,Shireen Ghorbani,Pass,received and filed,28,33
29949,2929,138,"2020 Surveyor’s Office Disclosure Statement:
Brian Mitchell - Adjunct Instructor at Salt Lake Community College and Independent Contractor for Gary Christensen, CIR Engineering",4936,,Private Business Disclosures,Aimee Winder Newton,Shireen Ghorbani,Pass,received and filed,29,35
29950,2929,138,APPROVAL OF MINUTES,,,,,,,,30,37
29951,2929,138,"Approval of Council Minutes for February 25, 2020",4939,,Minutes,Aimee Winder Newton,Shireen Ghorbani,Pass,approved,31,38
29953,2929,138,ADJOURN,,,,,,,,32,40
29990,2929,138,Treasurer’s Tax Letters,4933,,Tax Letters,Aimee Winder Newton,Shireen Ghorbani,Pass,approved,24,27
29995,2929,138,,,,,,,,,,15
29996,2929,138,,,,,,,,,,17
29999,2929,138,,,,,,,,,,24
30000,2929,138,,,,,,,,,,26
30001,2929,138,,,,,,,,,,28
30002,2929,138,,,,,,,,,,32
30003,2929,138,,,,,,,,,,34
30004,2929,138,,,,,,,,,,36
30005,2929,138,,,,,,,,,,39
30132,2929,138,,,,,,,,,,19
30073,2930,138,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. ",,,,,,,,1,
30074,2930,138,Members of the Council May Participate Electronically. The Public May Attend. Meetings May Be Closed For Reasons Allowed By Statute. ,,,,,,,,2,
30075,2930,138,CALL TO ORDER ,,,,,,,,3,1
30076,2930,138,"Invocation - Reading - Thought 

",,,,,,,,4,2
30077,2930,138,Pledge of Allegiance,,,,,,,,5,3
30078,2930,138,CITIZEN PUBLIC INPUT ,,,,,,,,6,4
30079,2930,138,REPORT OF ELECTED OFFICIALS: ,,,,,,,,7,5
30080,2930,138,Council Members,,,,,,,,8,6
30081,2930,138,Other Elected Officials,,,,,,,,9,7
30082,2930,138,Mayor,,,,,,,,10,8
30083,2930,138,"PROCLAMATIONS, DECLARATIONS, AND OTHER CEREMONIAL OR COMMEMORATIVE MATTERS",,,,,,,,11,9
30084,2930,138,PUBLIC HEARINGS AND NOTICES ,,,,,,,,12,10
30085,2930,138,RATIFICATION OF DISCUSSION ITEM ACTIONS IN COMMITTEE OF THE WHOLE ,,,,,,,,13,11
30086,2930,138,"Budget Adjustment: Parks and Recreation’s Request to Allocate $1,720,000 for the Mount Olympus Trailhead Project Approved by the Council on January 28, 2020",4971,,Discussion Items,Arlyn Bradshaw,Ann Granato,Pass,ratified,14,12
30088,2930,138,Legislative Update,4974,,Discussion Items,Arlyn Bradshaw,Shireen Ghorbani,Pass,ratified,18,20
30089,2930,138,RATIFICATION OF CONSENT ITEM ACTIONS IN COMMITTEE OF THE WHOLE ,,,,Arlyn Bradshaw,Ann Granato,Pass,approved the Consent Agenda,19,22
30094,2930,138,Approval of New Rate Structure for the Salt Lake County Equestrian Park’s Shower Usage,4957,,Consent Item,,,,,21,25
30095,2930,138,Board Appointment: Ms. Saolo Betham (District 1) to the ZAP Tier II Advisory Board,4958,,Consent Item,,,,,23,27
30096,2930,138,Board Appointment: Mr. Sufhan Majid (District 4) to the ZAP Tier II Advisory Board,4960,,Consent Item,,,,,24,28
30097,2930,138,Board Re-appointment: Ms. Erin Litvack to the Housing Connect Board,4961,,Consent Item,,,,,25,29
30098,2930,138,Board Re-Appointment: Dr. James Ashworth (District 4) to the Behavioral Health Services Advisory Council,4962,,Consent Item,,,,,26,30
30099,2930,138,A Resolution of the Salt Lake County Council Authorizing Execution of an Interlocal Cooperation Agreement with Riverton City and a Related Quitclaim Deed Conveying Real Property to Riverton City,4964,,Consent Item,,,,,22,26
30100,2930,138,Mayor’s Contribution: Multicultural Youth Leadership Program $500,4966,,Consent Item,,,,,27,31
30101,2930,138,Approval of Technical Changes to the ZAP Countywide Policy Section 6.1,4968,,Consent Item,,,,,20,24
30104,2930,138,Mayor’s Contribution: Guadalupe School $400,4972,,Consent Item,,,,,28,32
30105,2930,138,TAX LETTERS,,,,,,,,29,33
30106,2930,138,Assessor Tax Letters DMV,4949,,Tax Letters,Arlyn Bradshaw,Ann Granato,Pass,approved,30,34
30107,2930,138,Assessor Tax Letter Refund,4954,,Tax Letters,Arlyn Bradshaw,Ann Granato,Pass,approved,31,36
30108,2930,138,Auditor’s Tax Letters,4956,,Tax Letters,Arlyn Bradshaw,Ann Granato,Pass,approved,32,38
30109,2930,138,LETTERS FROM OTHER OFFICES,,,,,,,,33,40
30110,2930,138,PRIVATE BUSINESS DISCLOSURES,,,,,,,,34,41
30111,2930,138,"Disclosure Statements for Clark Planetarium staff and Advisory Board:
Durand Johnson - Desert Skies;
Nicholas Hoffmann - Craft Lake City;
Cody Lavery - ClaverTech LLC.;
Chris Roberts - Self-Employed;
Thomas Quayle - Civil Air Patrol, NASA/JPL, Summit Journeys;
Weston Clark - Salt Lake City Corp.;
Jordan Hansen - Moreton Asset Management, LLC.;
Rees Petersen - Wells Fargo;
Olga B. Siggins - Northrop Grumman.",4965,,Private Business Disclosures,Arlyn Bradshaw,Ann Granato,Pass,received and filed,35,42
30112,2930,138,APPROVAL OF MINUTES,,,,,,,,36,44
30113,2930,138,ADJOURN,,,,,,,,38,47
30115,2930,138,"Budget Adjustment: Fleet Management’s Request to Transfer $216,189 in Fund Balance Related to Vehicle That Were Sold",4975,,Discussion Items,Arlyn Bradshaw,Ann Granato,Pass,ratified,15,14
30121,2930,138,"Approval of Council Minutes for March 3, 2020",4977,,Minutes,Arlyn Bradshaw,Ann Granato,Pass,approved,37,45
30124,2930,138,"Budget Adjustment: Recorder’s Request to Consolidate $550,000 Into the Capital Project Sub-Department for the Recording Software Replacement Project",4976,,Discussion Items,Arlyn Bradshaw,Ann Granato,Pass,ratified,16,16
30125,2930,138,Budget Adjustment: Public Works’ Request to True-up the GSLMSD Mesa Drive Sidewalk Capital Project,4978,,Discussion Items,Arlyn Bradshaw,Ann Granato,Pass,ratified,17,18
30168,2930,138,,,,,,,,,,13
30169,2930,138,,,,,,,,,,15
30170,2930,138,,,,,,,,,,17
30171,2930,138,,,,,,,,,,19
30172,2930,138,,,,,,,,,,21
30173,2930,138,,,,,,,,,,23
30174,2930,138,,,,,,,,,,35
30175,2930,138,,,,,,,,,,37
30176,2930,138,,,,,,,,,,39
30177,2930,138,,,,,,,,,,43
30178,2930,138,,,,,,,,,,46
30182,2931,138,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. ",,,,,,,,1,
30183,2931,138,"Members of the Council May Participate Electronically. Meetings May Be Closed For Reasons Allowed By Statute. Motions Relating to Any of the Items Listed Below, Including Final Action, May Be Taken.

The Council always welcomes public engagement at our meetings. However, the County has issued a Public Health Order regarding COVID-19, which limits and advises against gatherings of people. Therefore, the Council is encouraging the public to participate remotely and will limit the number of persons allowed to physically attend Council meetings consistent with Public Health Orders. ",,,,,,,,2,
30184,2931,138,CALL TO ORDER ,,,,,,,,3,1
30185,2931,138,"Invocation - Reading - Thought 

",,,,,,,,4,2
30186,2931,138,Pledge of Allegiance,,,,,,,,5,3
30187,2931,138,CITIZEN PUBLIC INPUT ,,,,,,,,6,4
30188,2931,138,REPORT OF ELECTED OFFICIALS: ,,,,,,,,7,5
30189,2931,138,Council Members,,,,,,,,8,6
30190,2931,138,Other Elected Officials,,,,,,,,9,7
30191,2931,138,Mayor,,,,,,,,10,8
30192,2931,138,"PROCLAMATIONS, DECLARATIONS, AND OTHER CEREMONIAL OR COMMEMORATIVE MATTERS",,,,,,,,11,10
30193,2931,138,PUBLIC HEARINGS AND NOTICES ,,,,,,,,14,15
30194,2931,138,RATIFICATION OF DISCUSSION ITEM ACTIONS IN COMMITTEE OF THE WHOLE ,,,,,,,,15,17
30196,2931,138,"Budget Adjustment: Mayor’s Request for $300,000 for COVID-19 Response",4987,,Discussion Items,,,,,16,18
30197,2931,138,"Budget Adjustment: Mayor’s Request for $1,700,000 for COVID-19 Response",4988,,Discussion Items,,,,,17,19
30198,2931,138,"Earthquake and COVID-19 Emergency Response Update

The Council may Take Action, Including Votes, on any Necessary Legislative Matters Related to the Ongoing States of Emergency",4992,,Discussion Items,,,,,18,20
30199,2931,138,A Resolution of the Salt Lake County Council Providing for the Conduct of Electronic Council Meetings During the COVID-19 Public Health Emergency,4994,,Discussion Items,Arlyn Bradshaw,Shireen Ghorbani,Pass,ratified,19,21
30200,2931,138,RATIFICATION OF CONSENT ITEM ACTIONS IN COMMITTEE OF THE WHOLE ,,,,Arlyn Bradshaw,Jim Bradley,Pass,approved the Consent Agenda,20,23
30201,2931,138,A Resolution of the Salt Lake County Council Approving Execution of an Interlocal Cooperation Agreement with Salt Lake City and Murray City to Implement the Brownfields Assessment Grant,4942,,Consent Item,,,,,21,24
30202,2931,138,Donation from Friends of Children’s Justice Center to the District Attorney’s Office,4985,,Consent Item,,,,,25,28
30203,2931,138,Approval of Policy 1200 Request of In-Kind Contribution of Staff Time to the Nonprofit Organization Discovery Gateway,4986,,Consent Item,,,,,24,27
30204,2931,138,TAX LETTERS,,,,,,,,26,29
30205,2931,138,Assessor’s Tax Letters (Group 1),4981,,Tax Letters,Arlyn Bradshaw,Jim Bradley,Pass,approved,27,30
30208,2931,138,Assessor’s Tax Letters (Group 2),4984,,Tax Letters,Arlyn Bradshaw,Jim Bradley,Pass,ratified,28,32
30209,2931,138,LETTERS FROM OTHER OFFICES,,,,,,,,29,34
30210,2931,138,PRIVATE BUSINESS DISCLOSURES,,,,,,,,30,36
30211,2931,138,APPROVAL OF MINUTES,,,,,,,,31,38
30213,2931,138,"Approval of March 10, 2020 Council Meeting Minutes",4990,,Minutes,Arlyn Bradshaw,Jim Bradley,Pass,approved,32,39
30214,2931,138,ADJOURN,,,,,,,,33,41
30219,2931,138,"A Resolution of the Salt Lake County Council Approving a Transfer of Certain Real Property Interests Held by Salt Lake County to, and Approving the Acquisition of Fee Interest in Certain Real Property from, Jose Vazquez Related to the Surplus Canal",4995,,Consent Item,,,,,22,25
30220,2931,138,A Resolution of the Salt Lake County Council Approving the Acquisition of Fee Interest in Certain Real Property from Jeffrey P. Naylor and Kristine K. Naylor Related to the Surplus Canal,4996,,Consent Item,,,,,23,26
30221,2931,138,BOND RESOLUTIONS,,,,,,,,12,12
30222,2931,138,"A Resolution of the Salt Lake County Council Authorizing the Issuance and Sale of Not More Than $46,000,000 Aggregate Principal Amount of Sales Tax Revenue and Refunding Bonds, Series 2020, and Related Matters",4997,,Discussion Items,Arlyn Bradshaw,Shireen Ghorbani,Pass,approved,13,13
30292,2931,138,,,,,,,,,,9
30293,2931,138,,,,,,,,,,11
30294,2931,138,,,,,,,,,,14
30295,2931,138,,,,,,,,,,16
30296,2931,138,,,,,,,,,,31
30297,2931,138,,,,,,,,,,33
30298,2931,138,,,,,,,,,,35
30299,2931,138,,,,,,,,,,37
30300,2931,138,,,,,,,,,,40
30301,2931,138,,,,,,,,,,22
30422,2947,138,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. ",,,,,,,,1,
30423,2947,138,"Members of the Council May Participate Electronically. Meetings May Be Closed For Reasons Allowed By Statute. Motions Relating to Any of the Items Listed Below, Including Final Action, May Be Taken.

Due to the Ongoing Public Health Emergency Related to the COVID-19 Pandemic and Response, the Salt Lake County Government Center has Been Closed Except for Essential Functions on the Orders of the Salt Lake County Mayor. 

Consistent with Salt Lake County Council Resolution 5714, Approved March 24, 2020, Salt Lake County Council has Made Preparations to Conduct its Council Meetings Electronically. Because the Salt Lake County Government Center is Closed – and in Light of State and Local Public Health Orders Limiting Gatherings and Workplaces to Less Than Ten Persons – the Council Cannot Provide Physical Space or Facilities for Members of the Public to Attend Its Meetings for the Duration of the Public Health Emergency.

Agendas, Audio Live-Streams and Recordings, and Meeting Minutes can be accessed at slco.legistar.com",,,,,,,,2,
30424,2947,138,CALL TO ORDER ,,,,,,,,3,1
30425,2947,138,"Invocation - Reading - Thought 

",,,,,,,,4,2
30426,2947,138,Pledge of Allegiance,,,,,,,,5,4
30427,2947,138,CITIZEN PUBLIC INPUT ,,,,,,,,6,5
30428,2947,138,REPORT OF ELECTED OFFICIALS: ,,,,,,,,7,7
30429,2947,138,Council Members,,,,,,,,8,8
30430,2947,138,Other Elected Officials,,,,,,,,9,9
30431,2947,138,Mayor,,,,,,,,10,10
30432,2947,138,"PROCLAMATIONS, DECLARATIONS, AND OTHER CEREMONIAL OR COMMEMORATIVE MATTERS",,,,,,,,11,12
30434,2947,138,PUBLIC HEARINGS AND NOTICES ,,,,,,,,12,14
30435,2947,138,RATIFICATION OF DISCUSSION ITEM ACTIONS IN COMMITTEE OF THE WHOLE ,,,,,,,,15,18
30436,2947,138,"Update on Salt Lake County’s Coordinated Response to COVID-19 

The Council may Take Action, Including Votes, on any Necessary Legislative Matters Related to the Ongoing State of Emergency",5026,,Discussion Items,,,,,18,21
30437,2947,138,RATIFICATION OF CONSENT ITEM ACTIONS IN COMMITTEE OF THE WHOLE ,,,,Arlyn Bradshaw,Michael Jensen,Pass,ratified,20,23
