date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,seat,source,original_url,tyler_node,tyler_attachment_id,date_precision,duplicate_of,matched_election_candidate,join_confidence
2019-08-05,Troy Mason,Council,2019,interim,pre-Primary report (due 2019-08-08; primary later not held — see AVAILABILITY flag),2019 Troy Mason (Council) — Mason- Finance-1 8.5,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Mason__Finance_1_8.5.pdf?id=DOC265S3673.A1&parent=DOC265S3673,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3673_A1_Mason_Finance_1_8.5.pdf,,tyler_cm_grama_portal,,DOC265S3673,DOC265S3673.A1,from_filename,,,none
2019-08-06,Cal Roberts,Council,2019,interim,pre-Primary report (due 2019-08-08; primary later not held — see AVAILABILITY flag),"2019 Cal Roberts (Council) — Roberts, Finance Disclosure  8.6",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Roberts__Finance_Disclosure__8.6.pdf?id=DOC265S3667.A0&parent=DOC265S3667,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3667_A0_Roberts_Finance_Disclosure_8.6.pdf,,tyler_cm_grama_portal,,DOC265S3667,DOC265S3667.A0,from_filename,,CAL ROBERTS,high
2019-08-06,Traci Gundersen,Council,2019,interim,pre-Primary report (due 2019-08-08; primary later not held — see AVAILABILITY flag),"2019 Traci Gundersen (Council) — Gundersen, Finance Disclosure 1, 8.06",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Gundersen__Finance_Disclosure_1__8.06.pdf?id=DOC265S3663.A0&parent=DOC265S3663,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3663_A0_Gundersen_Finance_Disclosure_1_8.06.pdf,,tyler_cm_grama_portal,,DOC265S3663,DOC265S3663.A0,from_filename,,TRACI GUNDERSEN,high
2019-08-29,Chris Clegg,Council,2019,summary,final report,2019 Chris Clegg (Council) — Clegg Final Finance Disclosure - 8.29.19,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Clegg_Final_Finance_Disclosure___8.29.19.pdf?id=DOC265S3670.A2&parent=DOC265S3670,2026-07-13,text,"none (raw acquisition; born-digital, pdftotext-ready)",raw/tyler_DOC265S3670_A2_Clegg_Final_Finance_Disclosure_8.29.19.pdf,,tyler_cm_grama_portal,,DOC265S3670,DOC265S3670.A2,from_filename,,,none
2019-09-04,James B. North,Council,2019,summary,final report,2019 James B. North (Council) — Final financial disclosure - North 9.4.19,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Final_financial_disclosure___North_9.4.19.pdf?id=DOC265S3675.A2&parent=DOC265S3675,2026-07-13,text,"none (raw acquisition; born-digital, pdftotext-ready)",raw/tyler_DOC265S3675_A2_Final_financial_disclosure_North_9.4.19.pdf,,tyler_cm_grama_portal,,DOC265S3675,DOC265S3675.A2,from_filename,,,none
2019-10-24,Cal Roberts,Council,2019,interim,pre-General report (due 2019-10-29),"2019 Cal Roberts (Council) — Roberts, Campaign finance disclosure (10.24.19)",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Roberts__Campaign_finance_disclosure_(10.24.19).pdf?id=DOC265S3667.A1&parent=DOC265S3667,2026-07-13,text,"none (raw acquisition; born-digital, pdftotext-ready)",raw/tyler_DOC265S3667_A1_Roberts_Campaign_finance_disclosure_10.24.19.pdf,,tyler_cm_grama_portal,,DOC265S3667,DOC265S3667.A1,from_filename,,CAL ROBERTS,high
2019-10-25,Tab Bingham,Council,2019,interim,pre-General report (due 2019-10-29),"2019 Tab Bingham (Council) — Bingham, Financial disclosure 10.25",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Bingham__Financial_disclosure_10.25.pdf?id=DOC265S3662.A3&parent=DOC265S3662,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3662_A3_Bingham_Financial_disclosure_10.25.pdf,,tyler_cm_grama_portal,,DOC265S3662,DOC265S3662.A3,from_filename,,TAB BINGHAM,high
2019-10-28,Cal Roberts,Council,2019,interim,pre-General report (due 2019-10-29),"2019 Cal Roberts (Council) — Roberts completed Finacial Disclosure, 10.28.19",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Roberts_completed_Finacial_Disclosure__10.28.19.pdf?id=DOC265S3667.A2&parent=DOC265S3667,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3667_A2_Roberts_completed_Finacial_Disclosure_10.28.19.pdf,,tyler_cm_grama_portal,,DOC265S3667,DOC265S3667.A2,from_filename,,CAL ROBERTS,high
2019-10-28,Cal Roberts,Council,2019,interim,pre-General report (due 2019-10-29),"2019 Cal Roberts (Council) — Roberts completed Finacial Disclosure, 10.28.19",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Roberts_completed_Finacial_Disclosure__10.28.19.pdf?id=DOC265S3667.A3&parent=DOC265S3667,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3667_A3_Roberts_completed_Finacial_Disclosure_10.28.19.pdf,,tyler_cm_grama_portal,,DOC265S3667,DOC265S3667.A3,from_filename,raw/tyler_DOC265S3667_A2_Roberts_completed_Finacial_Disclosure_10.28.19.pdf,CAL ROBERTS,high
2019-10-28,David Hunt,Council,2019,interim,pre-General report (due 2019-10-29),"2019 David Hunt (Council) — Hunt, Financial Disclosures 10.28.19",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Hunt__Financial_Disclosures_10.28.19.pdf?id=DOC265S3664.A2&parent=DOC265S3664,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3664_A2_Hunt_Financial_Disclosures_10.28.19.pdf,,tyler_cm_grama_portal,,DOC265S3664,DOC265S3664.A2,from_filename,,DAVID HUNT,high
2019-10-28,Marsha Vawdrey,Council,2019,interim,pre-General report (due 2019-10-29),"2019 Marsha Vawdrey (Council) — Vawdrey, Campaign Finance 10.28.19",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Vawdrey__Campaign_Finance_10.28.19.pdf?id=DOC265S3669.A1&parent=DOC265S3669,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3669_A1_Vawdrey_Campaign_Finance_10.28.19.pdf,,tyler_cm_grama_portal,,DOC265S3669,DOC265S3669.A1,from_filename,,MARSHA VAWDREY,high
2019-10-29,Fred Lowry,Council,2019,interim,pre-General report (due 2019-10-29),"2019 Fred Lowry (Council) — Lowry, Financial Disclosure 10.29.19",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Lowry__Financial_Disclosure_10.29.19.pdf?id=DOC265S3665.A1&parent=DOC265S3665,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3665_A1_Lowry_Financial_Disclosure_10.29.19.pdf,,tyler_cm_grama_portal,,DOC265S3665,DOC265S3665.A1,from_filename,,FRED LOWRY,high
2019-10-29,Traci Gundersen,Council,2019,interim,pre-General report (due 2019-10-29),"2019 Traci Gundersen (Council) — Gundersen, Finance Disclosure 10.29.19",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Gundersen__Finance_Disclosure_10.29.19.pdf?id=DOC265S3663.A1&parent=DOC265S3663,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3663_A1_Gundersen_Finance_Disclosure_10.29.19.pdf,,tyler_cm_grama_portal,,DOC265S3663,DOC265S3663.A1,from_filename,,TRACI GUNDERSEN,high
2019-12-02,Cal Roberts,Council,2019,summary,final report,"2019 Cal Roberts (Council) — Roberts, Cal - Final Finacial Disclosure 12.02.19",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Roberts__Cal___Final_Finacial_Disclosure_12.02.19.pdf?id=DOC265S3667.A4&parent=DOC265S3667,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3667_A4_Roberts_Cal_Final_Finacial_Disclosure_12.02.19.pdf,,tyler_cm_grama_portal,,DOC265S3667,DOC265S3667.A4,from_filename,,CAL ROBERTS,high
2019-12-02,Tab Bingham,Council,2019,summary,final report,"2019 Tab Bingham (Council) — Bingham, Finance Disclosure 12.2",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Bingham__Finance_Disclosure_12.2.pdf?id=DOC265S3662.A2&parent=DOC265S3662,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3662_A2_Bingham_Finance_Disclosure_12.2.pdf,,tyler_cm_grama_portal,,DOC265S3662,DOC265S3662.A2,from_filename,,TAB BINGHAM,high
2019-12-03,David Hunt,Council,2019,summary,final report,2019 David Hunt (Council) — Hunt - Final Disclosure 12.3.19,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Hunt___Final_Disclosure_12.3.19.pdf?id=DOC265S3664.A0&parent=DOC265S3664,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3664_A0_Hunt_Final_Disclosure_12.3.19.pdf,,tyler_cm_grama_portal,,DOC265S3664,DOC265S3664.A0,from_filename,,DAVID HUNT,high
2019-12-04,Marsha Vawdrey,Council,2019,summary,final report,"2019 Marsha Vawdrey (Council) — Vawdrey, Marsha - Final Financial Disclosure 12.04",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Vawdrey__Marsha___Final_Financial_Disclosure_12.04.pdf?id=DOC265S3669.A2&parent=DOC265S3669,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3669_A2_Vawdrey_Marsha_Final_Financial_Disclosure_12.04.pdf,,tyler_cm_grama_portal,,DOC265S3669,DOC265S3669.A2,from_filename,,MARSHA VAWDREY,high
2019-12-05,Fred Lowry,Council,2019,summary,final report,"2019 Fred Lowry (Council) — Lowry, Financial Disclosure 12.05",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Lowry__Financial_Disclosure_12.05.pdf?id=DOC265S3665.A2&parent=DOC265S3665,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3665_A2_Lowry_Financial_Disclosure_12.05.pdf,,tyler_cm_grama_portal,,DOC265S3665,DOC265S3665.A2,from_filename,,FRED LOWRY,high
2019-12-05,Traci Gundersen,Council,2019,summary,final report,"2019 Traci Gundersen (Council) — Gundersen, Financial Disclosure 12.05",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Gundersen__Financial_Disclosure_12.05.pdf?id=DOC265S3663.A2&parent=DOC265S3663,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3663_A2_Gundersen_Financial_Disclosure_12.05.pdf,,tyler_cm_grama_portal,,DOC265S3663,DOC265S3663.A2,from_filename,,TRACI GUNDERSEN,high
2021-10-26,Danita Rouzer,Council,2021,interim,7-day pre-General (due 2021-10-26),2021 Danita Rouzer (Council) — 2021 Rouser - Financial Disclosure_Redacted,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Rouser___Financial_Disclosure_Redacted.pdf?id=DOC290S62.A1&parent=DOC290S62,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S62_A1_2021_Rouser_Financial_Disclosure_Redacted.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/12923/2021-Rouser---Financial-Disclosure_Redacted (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S62,DOC290S62.A1,est_report_class,,DANITA ROUZER,high
2021-10-26,Hubert Huh,Council,2021,interim,7-day pre-General (due 2021-10-26),2021 Hubert Huh (Council) — 2021 Huh - Financial disclosure,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Huh___Financial_disclosure.pdf?id=DOC290S60.A1&parent=DOC290S60,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S60_A1_2021_Huh_Financial_disclosure.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/12922/2021-Huh---Financial-disclosure (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S60,DOC290S60.A1,est_report_class,,HUBERT HUH,high
2021-10-26,Mike Green,Council,2021,interim,7-day pre-General (due 2021-10-26),2021 Mike Green (Council) — 2021 Green - Financial Disclosure_Redacted,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Green___Financial_Disclosure_Redacted.pdf?id=DOC290S59.A1&parent=DOC290S59,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S59_A1_2021_Green_Financial_Disclosure_Redacted.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/12924/2021-Green---Financial-Disclosure_Redacted (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S59,DOC290S59.A1,est_report_class,,MIKE GREEN,high
2021-10-26,Rachelle Farley,Council,2021,interim,7-day pre-General (due 2021-10-26),2021 Rachelle Farley (Council) — 2021 Farley - Financial Declaration_Redacted,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Farley___Financial_Declaration_Redacted.pdf?id=DOC290S57.A1&parent=DOC290S57,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S57_A1_2021_Farley_Financial_Declaration_Redacted.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/12926/2021-Farley---Financial-Declaration_Redacted (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S57,DOC290S57.A1,exact_received,,RACHELLE FARLEY,high
2021-10-26,Russ Fugal,Council,2021,interim,7-day pre-General (due 2021-10-26),2021 Russ Fugal (Council) — 2021 Fugal- financial disclosure,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Fugal__financial_disclosure.pdf?id=DOC290S58.A1&parent=DOC290S58,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S58_A1_2021_Fugal_financial_disclosure.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/12929/2021-Fugal--financial-disclosure (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S58,DOC290S58.A1,est_report_class,,RUSS FUGAL,high
2021-10-26,Tasha Lowery,Council,2021,interim,7-day pre-General (due 2021-10-26),2021 Tasha Lowery (Council) — 2021 Lowery-Financial Disclosure,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Lowery_Financial_Disclosure.pdf?id=DOC290S61.A1&parent=DOC290S61,2026-07-13,text,"none (raw acquisition; born-digital, pdftotext-ready)",raw/tyler_DOC290S61_A1_2021_Lowery_Financial_Disclosure.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/12919/2021-Lowery-Financial-Disclosure (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S61,DOC290S61.A1,est_report_class,,TASHA LOWERY,high
2021-10-26,Troy K. Walker,Mayor,2021,interim,7-day pre-General (due 2021-10-26),2021 Troy K. Walker (Mayor) — 2021 Walker-financial disclosure_Redacted,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Walker_financial_disclosure_Redacted.pdf?id=DOC290S63.A1&parent=DOC290S63,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S63_A1_2021_Walker_financial_disclosure_Redacted.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/12920/2021-Walker-financial-disclosure (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S63,DOC290S63.A1,est_report_class,,TROY K. WALKER,high
2021-10-26,Troy K. Walker,Mayor,2021,interim,7-day pre-General (due 2021-10-26) — AMENDED,2021 Troy K. Walker (Mayor) — 2021 Walker - Financial Disclosure - AMENDED,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Walker___Financial_Disclosure___AMENDED.pdf?id=DOC290S63.A2&parent=DOC290S63,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S63_A2_2021_Walker_Financial_Disclosure_AMENDED.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/12928/2021-Walker---Financial-Disclosure---AMENDED (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S63,DOC290S63.A2,est_report_class,,TROY K. WALKER,high
2021-10-26,Will Ashby,Council,2021,interim,7-day pre-General (due 2021-10-26),2021 Will Ashby (Council) — 2021 Ashby - Financial Disclosure,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Ashby___Financial_Disclosure.pdf?id=DOC290S56.A1&parent=DOC290S56,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S56_A1_2021_Ashby_Financial_Disclosure.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/12921/2021-Ashby---Financial-Disclosure (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S56,DOC290S56.A1,est_report_class,,WILL ASHBY,high
2021-12-01,Mike Green,Council,2021,summary,Post-General final (due 2021-12-02),"2021 Mike Green (Council) — Green, Mike - Finacial Disclosure 12.1.21_Redacted",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Green__Mike___Finacial_Disclosure_12.1.21_Redacted.pdf?id=DOC290S59.A2&parent=DOC290S59,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S59_A2_Green_Mike_Finacial_Disclosure_12.1.21_Redacted.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/13020/Green-Mike---Financial-Disclosure-12121_Redacted (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S59,DOC290S59.A2,from_filename,,MIKE GREEN,high
2021-12-01,Troy K. Walker,Mayor,2021,summary,Post-General final (due 2021-12-02),"2021 Troy K. Walker (Mayor) — Walker, Troy - Final Financial disclosure 12.1_Redacted",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Walker__Troy___Final_Financial_disclosure_12.1_Redacted.pdf?id=DOC290S63.A3&parent=DOC290S63,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S63_A3_Walker_Troy_Final_Financial_disclosure_12.1_Redacted.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/13024/Walker-Troy---Final-Financial-disclosure-121_Redacted (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S63,DOC290S63.A3,from_filename,,TROY K. WALKER,high
2021-12-02,Danita Rouzer,Council,2021,summary,Post-General final (due 2021-12-02),2021 Danita Rouzer (Council) — 2021 Rouser - Financial Disclosure - Final_Redacted,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Rouser___Financial_Disclosure___Final_Redacted.pdf?id=DOC290S62.A2&parent=DOC290S62,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S62_A2_2021_Rouser_Financial_Disclosure_Final_Redacted.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/13023/2021-Rouser---Financial-Disclosure---Final_Redacted (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S62,DOC290S62.A2,est_report_class,,DANITA ROUZER,high
2021-12-02,Danita Rouzer,Council,2021,summary,Post-General final (due 2021-12-02),2021 Danita Rouzer (Council) — 2021 Rouser - Financial Disclosure - Final_Redacted,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Rouser___Financial_Disclosure___Final_Redacted.pdf?id=DOC290S62.A3&parent=DOC290S62,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S62_A3_2021_Rouser_Financial_Disclosure_Final_Redacted.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/13023/2021-Rouser---Financial-Disclosure---Final_Redacted (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S62,DOC290S62.A3,est_report_class,raw/tyler_DOC290S62_A2_2021_Rouser_Financial_Disclosure_Final_Redacted.pdf,DANITA ROUZER,high
2021-12-02,Hubert Huh,Council,2021,summary,Post-General final (due 2021-12-02),"2021 Hubert Huh (Council) — Huh, Hubert Campaign Financial Disclosure Dec 2-2",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Huh__Hubert_Campaign_Financial_Disclosure_Dec_2_2.pdf?id=DOC290S60.A2&parent=DOC290S60,2026-07-13,text,"none (raw acquisition; born-digital, pdftotext-ready)",raw/tyler_DOC290S60_A2_Huh_Hubert_Campaign_Financial_Disclosure_Dec_2_2.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/13021/Huh-Hubert---Financial-Disclosure-122-Final (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S60,DOC290S60.A2,from_filename,,HUBERT HUH,high
2021-12-02,Tasha Lowery,Council,2021,summary,Post-General final (due 2021-12-02),2021 Tasha Lowery (Council) — 2021 Lowery - Financial Disclosure - Final,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/2021_Lowery___Financial_Disclosure___Final.pdf?id=DOC290S61.A2&parent=DOC290S61,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S61_A2_2021_Lowery_Financial_Disclosure_Final.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/13022/2021-Lowery---Financial-Disclosure---Final (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S61,DOC290S61.A2,est_report_class,,TASHA LOWERY,high
2021-12-02,Will Ashby,Council,2021,summary,Post-General final (due 2021-12-02),"2021 Will Ashby (Council) — Ashby, Will - Financial Disclosure - final",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Ashby__Will___Financial_Disclosure___final.pdf?id=DOC290S56.A2&parent=DOC290S56,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC290S56_A2_Ashby_Will_Financial_Disclosure_final.pdf,,tyler_cm_grama_portal,https://www.draperutah.gov/DocumentCenter/View/13019/Ashby-Will---Financial-Disclosure---final (dead since ~2024 CMS migration; Wayback-captured 2022-08),DOC290S56,DOC290S56.A2,est_report_class,,WILL ASHBY,high
2023-08-04,Danita Rouzer,Council,2023,,compiled CF disclosure scans (first report received 2023-08-04; eliminated-in-primary candidate),2023 Danita Rouzer (Council) — Campaign Finance Disclosure - Permanent.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Campaign_Finance_Disclosure___Permanent.pdf.pdf?id=DOC362S251.A1&parent=DOC362S251,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S251_A1_Campaign_Finance_Disclosure_Permanent.pdf,,tyler_cm_grama_portal,,DOC362S251,DOC362S251.A1,exact_received (first report in 16-page compilation),,DANITA ROUZER,high
2023-08-07,Lucky Bovo,Council,2023,interim,Pre-Primary (filed 2023-08-07),"2023 Lucky Bovo (Council) — Bovo, L 20230807_Redacted",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Bovo__L_20230807_Redacted.pdf?id=DOC362S260.A5&parent=DOC362S260,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S260_A5_Bovo_L_20230807_Redacted.pdf,,tyler_cm_grama_portal,,DOC362S260,DOC362S260.A5,from_filename,,LUCKY T. BOVO,high
2023-08-29,Bryn Heather Johnson,Council,2023,interim,7-day pre-Primary (due 2023-08-29),"2023 Bryn Heather Johnson (Council) — Johnson, B 20230829.pdf",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Johnson__B_20230829.pdf.pdf?id=DOC362S262.A6&parent=DOC362S262,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S262_A6_Johnson_B_20230829.pdf,,tyler_cm_grama_portal,,DOC362S262,DOC362S262.A6,from_filename,,BRYN HEATHER JOHNSON,high
2023-10-24,Bryn Heather Johnson,Council,2023,interim,28-day pre-General (due 2023-10-24),"2023 Bryn Heather Johnson (Council) — Johnson, B 20231024.pdf",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Johnson__B_20231024.pdf.pdf?id=DOC362S262.A1&parent=DOC362S262,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S262_A1_Johnson_B_20231024.pdf,,tyler_cm_grama_portal,,DOC362S262,DOC362S262.A1,from_filename,,BRYN HEATHER JOHNSON,high
2023-10-24,Cal Roberts,Council,2023,interim,28-day pre-General (due 2023-10-24),"2023 Cal Roberts (Council) — Roberts, C 20231024",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Roberts__C_20231024.pdf?id=DOC362S261.A2&parent=DOC362S261,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S261_A2_Roberts_C_20231024.pdf,,tyler_cm_grama_portal,,DOC362S261,DOC362S261.A2,from_filename,,CAL ROBERTS,high
2023-10-24,Fred Lowry,Council,2023,interim,28-day pre-General (due 2023-10-24),"2023 Fred Lowry (Council) — Lowry, Fred 20231024.pdf",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Lowry__Fred_20231024.pdf.pdf?id=DOC362S263.A1&parent=DOC362S263,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S263_A1_Lowry_Fred_20231024.pdf,,tyler_cm_grama_portal,,DOC362S263,DOC362S263.A1,from_filename,,FRED LOWRY,high
2023-10-24,Jordan Davis,Council,2023,interim,28-day pre-General (due 2023-10-24),"2023 Jordan Davis (Council) — Davis, J 20231024.pdf",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Davis__J_20231024.pdf.pdf?id=DOC362S265.A1&parent=DOC362S265,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S265_A1_Davis_J_20231024.pdf,,tyler_cm_grama_portal,,DOC362S265,DOC362S265.A1,from_filename,,JORDAN DAVIS,high
2023-10-24,Lucky Bovo,Council,2023,interim,28-day pre-General (due 2023-10-24),"2023 Lucky Bovo (Council) — Bovo, L 20231024_Redacted",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Bovo__L_20231024_Redacted.pdf?id=DOC362S260.A4&parent=DOC362S260,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S260_A4_Bovo_L_20231024_Redacted.pdf,,tyler_cm_grama_portal,,DOC362S260,DOC362S260.A4,from_filename,,LUCKY T. BOVO,high
2023-10-24,Terry Smith,Council,2023,interim,28-day pre-General (due 2023-10-24),"2023 Terry Smith (Council) — Smith, T 20231024",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Smith__T_20231024.pdf?id=DOC362S266.A1&parent=DOC362S266,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S266_A1_Smith_T_20231024.pdf,,tyler_cm_grama_portal,,DOC362S266,DOC362S266.A1,from_filename,,TERRY SMITH,high
