date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,event_id,size_mb,stored_locally
2022-11-09,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=407,plainText=false)",,na,civicclerk_odata,,166,18.22,no
2022-11-22,City Council Special Session,Council,City Council Special Session,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=413,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-11-22/Council_e211_agenda.pdf,211,0.129,yes
2022-11-22,City Council Special Session,Council,City Council Special Session,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=414,plainText=false)",,na,civicclerk_odata,,211,0.401,no
2022-12-07,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=415,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-12-07/PlanningCommission_e105_agenda.pdf,105,0.172,yes
2022-12-07,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=416,plainText=false)",,na,civicclerk_odata,,105,46.814,no
2022-12-13,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=418,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-12-13/Council_e167_agenda.pdf,167,0.264,yes
2022-12-13,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=419,plainText=false)",,na,civicclerk_odata,,167,44.647,no
2023-01-10,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=420,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-01-10/Council_e257_agenda.pdf,257,0.18,yes
2023-01-10,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=422,plainText=false)",,na,civicclerk_odata,,257,12.812,no
2023-01-18,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=425,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-01-18/PlanningCommission_e212_agenda.pdf,212,0.161,yes
2023-01-18,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=426,plainText=false)",,na,civicclerk_odata,,212,12.269,no
2023-01-24,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=431,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-01-24/Council_e258_agenda.pdf,258,0.428,yes
2023-01-24,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=433,plainText=false)",,na,civicclerk_odata,,258,9.242,no
2023-02-01,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=436,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-02-01/PlanningCommission_e213_agenda.pdf,213,0.141,yes
2023-02-01,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=437,plainText=false)",,na,civicclerk_odata,,213,10.439,no
2023-02-15,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=440,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-02-15/PlanningCommission_e214_agenda.pdf,214,0.16,yes
2023-02-15,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=441,plainText=false)",,na,civicclerk_odata,,214,22.844,no
2023-02-28,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=448,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-02-28/Council_e259_agenda.pdf,259,0.23,yes
2023-02-28,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=447,plainText=false)",,na,civicclerk_odata,,259,17.517,no
2023-03-01,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=443,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-03-01/PlanningCommission_e215_agenda.pdf,215,0.14,yes
2023-03-01,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=444,plainText=false)",,na,civicclerk_odata,,215,2.691,no
2023-03-14,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=456,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-03-14/Council_e260_agenda.pdf,260,0.233,yes
2023-03-14,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=457,plainText=false)",,na,civicclerk_odata,,260,46.38,no
2023-03-15,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=449,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-03-15/PlanningCommission_e216_agenda.pdf,216,0.145,yes
2023-03-15,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=450,plainText=false)",,na,civicclerk_odata,,216,22.031,no
2023-03-28,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=463,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-03-28/Council_e261_agenda.pdf,261,0.22,yes
2023-03-28,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=466,plainText=false)",,na,civicclerk_odata,,261,11.245,no
2023-04-11,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=469,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-04-11/Council_e262_agenda.pdf,262,0.216,yes
2023-04-11,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=470,plainText=false)",,na,civicclerk_odata,,262,1.225,no
2023-04-12,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=467,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-04-12/PlanningCommission_e279_agenda.pdf,279,0.159,yes
2023-04-12,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=468,plainText=false)",,na,civicclerk_odata,,279,22.29,no
2023-04-19,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=473,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-04-19/PlanningCommission_e217_agenda.pdf,217,0.151,yes
2023-04-19,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=474,plainText=false)",,na,civicclerk_odata,,217,12.363,no
2023-04-25,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=479,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-04-25/Council_e263_agenda.pdf,263,0.213,yes
2023-04-25,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=482,plainText=false)",,na,civicclerk_odata,,263,2.061,no
2023-05-03,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=488,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-05-03/PlanningCommission_e218_agenda.pdf,218,0.158,yes
2023-05-03,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=489,plainText=false)",,na,civicclerk_odata,,218,8.516,no
2023-05-09,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=494,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-05-09/Council_e264_agenda.pdf,264,0.249,yes
2023-05-09,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=495,plainText=false)",,na,civicclerk_odata,,264,18.131,no
2023-05-16,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=500,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-05-16/Council_e265_agenda.pdf,265,0.228,yes
2023-05-16,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=501,plainText=false)",,na,civicclerk_odata,,265,122.966,no
2023-05-17,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=498,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-05-17/PlanningCommission_e219_agenda.pdf,219,0.157,yes
2023-05-17,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=499,plainText=false)",,na,civicclerk_odata,,219,47.718,no
2023-05-24,Board of Adjustments,BoardOfAdjustment,Board of Adjustments,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=502,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-05-24/BoardOfAdjustment_e249_agenda.pdf,249,0.134,yes
2023-05-24,Board of Adjustments,BoardOfAdjustment,Board of Adjustments,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=503,plainText=false)",,na,civicclerk_odata,,249,120.299,no
2023-06-07,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=506,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-06-07/PlanningCommission_e220_agenda.pdf,220,0.159,yes
2023-06-07,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=507,plainText=false)",,na,civicclerk_odata,,220,46.46,no
2023-06-13,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=509,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-06-13/Council_e266_agenda.pdf,266,0.249,yes
2023-06-13,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=510,plainText=false)",,na,civicclerk_odata,,266,53.167,no
2023-06-21,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=513,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-06-21/PlanningCommission_e221_agenda.pdf,221,0.144,yes
2023-06-21,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=514,plainText=false)",,na,civicclerk_odata,,221,34.736,no
2023-06-27,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=516,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-06-27/Council_e267_agenda.pdf,267,0.232,yes
2023-06-27,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=517,plainText=false)",,na,civicclerk_odata,,267,39.797,no
2023-07-11,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=518,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-07-11/Council_e268_agenda.pdf,268,0.22,yes
2023-07-11,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=519,plainText=false)",,na,civicclerk_odata,,268,1.603,no
2023-07-19,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=520,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-07-19/PlanningCommission_e223_agenda.pdf,223,0.158,yes
2023-07-19,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=521,plainText=false)",,na,civicclerk_odata,,223,32.036,no
2023-08-01,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=528,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-08-01/Council_e269_agenda.pdf,269,0.204,yes
2023-08-01,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=537,plainText=false)",,na,civicclerk_odata,,269,40.318,no
2023-08-02,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=522,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-08-02/PlanningCommission_e224_agenda.pdf,224,0.146,yes
2023-08-02,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=523,plainText=false)",,na,civicclerk_odata,,224,11.112,no
2023-08-02,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=524,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-08-02/PlanningCommission_e281_agenda.pdf,281,0.127,yes
2023-08-02,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=525,plainText=false)",,na,civicclerk_odata,,281,22.934,no
2023-08-16,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=531,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-08-16/PlanningCommission_e231_agenda.pdf,231,0.151,yes
2023-08-16,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=532,plainText=false)",,na,civicclerk_odata,,231,3.263,no
2023-08-22,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=533,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-08-22/Council_e270_agenda.pdf,270,0.206,yes
2023-08-22,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=534,plainText=false)",,na,civicclerk_odata,,270,25.402,no
2023-09-06,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=544,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-09-06/PlanningCommission_e225_agenda.pdf,225,0.157,yes
2023-09-06,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=546,plainText=false)",,na,civicclerk_odata,,225,51.694,no
2023-09-12,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=569,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-09-12/Council_e271_agenda.pdf,271,0.122,yes
2023-09-19,Special City Council Meeting,Council,Special City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=574,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-09-19/Council_e282_agenda.pdf,282,0.209,yes
2023-09-19,Special City Council Meeting,Council,Special City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=575,plainText=false)",,na,civicclerk_odata,,282,1.087,no
2023-09-20,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=570,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-09-20/PlanningCommission_e226_agenda.pdf,226,0.155,yes
2023-09-20,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=571,plainText=false)",,na,civicclerk_odata,,226,10.642,no
2023-09-26,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=578,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-09-26/Council_e272_agenda.pdf,272,0.195,yes
2023-09-26,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=580,plainText=false)",,na,civicclerk_odata,,272,25.525,no
2023-10-04,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=581,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-10-04/PlanningCommission_e227_agenda.pdf,227,0.154,yes
2023-10-04,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=582,plainText=false)",,na,civicclerk_odata,,227,18.543,no
2023-10-10,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=583,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-10-10/Council_e273_agenda.pdf,273,0.244,yes
2023-10-10,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=584,plainText=false)",,na,civicclerk_odata,,273,37.465,no
2023-10-18,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=587,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-10-18/PlanningCommission_e228_agenda.pdf,228,0.153,yes
2023-10-18,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=589,plainText=false)",,na,civicclerk_odata,,228,72.361,no
2023-10-24,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=592,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-10-24/Council_e274_agenda.pdf,274,0.205,yes
2023-10-24,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=593,plainText=false)",,na,civicclerk_odata,,274,3.543,no
2023-11-01,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=596,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-11-01/PlanningCommission_e229_agenda.pdf,229,0.152,yes
2023-11-01,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=597,plainText=false)",,na,civicclerk_odata,,229,26.99,no
2023-11-14,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=605,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-11-14/Council_e275_agenda.pdf,275,0.219,yes
2023-11-14,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=606,plainText=false)",,na,civicclerk_odata,,275,4.539,no
2023-11-15,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=600,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-11-15/PlanningCommission_e232_agenda.pdf,232,0.153,yes
2023-11-15,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=602,plainText=false)",,na,civicclerk_odata,,232,57.496,no
2023-11-29,Board of Adjustments,BoardOfAdjustment,Board of Adjustments,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=611,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-11-29/BoardOfAdjustment_e255_agenda.pdf,255,0.134,yes
2023-11-29,Board of Adjustments,BoardOfAdjustment,Board of Adjustments,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=612,plainText=false)",,na,civicclerk_odata,,255,78.208,no
2023-12-05,Election Canvas,Council,Election Canvas,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=627,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-12-05/Council_e276_agenda.pdf,276,0.129,yes
2023-12-06,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=613,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-12-06/PlanningCommission_e230_agenda.pdf,230,0.176,yes
2023-12-06,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=615,plainText=false)",,na,civicclerk_odata,,230,204.334,no
2023-12-12,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=623,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-12-12/Council_e277_agenda.pdf,277,0.233,yes
2023-12-12,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=625,plainText=false)",,na,civicclerk_odata,,277,76.467,no
2023-12-13,Board of Adjustments,BoardOfAdjustment,Board of Adjustments,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=616,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-12-13/BoardOfAdjustment_e242_agenda.pdf,242,0.128,yes
2023-12-13,Board of Adjustments,BoardOfAdjustment,Board of Adjustments,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=617,plainText=false)",,na,civicclerk_odata,,242,6.771,no
2023-12-29,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=628,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2023-12-29/Council_e336_agenda.pdf,336,0.129,yes
2023-12-29,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=630,plainText=false)",,na,civicclerk_odata,,336,0.402,no
2024-01-09,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=631,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-01-09/Council_e316_agenda.pdf,316,0.232,yes
2024-01-09,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=632,plainText=false)",,na,civicclerk_odata,,316,1.07,no
2024-01-17,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=636,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-01-17/PlanningCommission_e283_agenda.pdf,283,0.165,yes
2024-01-17,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=637,plainText=false)",,na,civicclerk_odata,,283,36.886,no
2024-01-23,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=644,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-01-23/Council_e317_agenda.pdf,317,0.209,yes
2024-01-23,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=645,plainText=false)",,na,civicclerk_odata,,317,97.597,no
2024-02-07,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=647,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-02-07/PlanningCommission_e284_agenda.pdf,284,0.158,yes
2024-02-07,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=648,plainText=false)",,na,civicclerk_odata,,284,45.256,no
2024-02-13,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=653,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-02-13/Council_e318_agenda.pdf,318,0.226,yes
2024-02-13,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=654,plainText=false)",,na,civicclerk_odata,,318,97.845,no
2024-02-21,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=655,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-02-21/PlanningCommission_e285_agenda.pdf,285,0.149,yes
2024-02-21,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=656,plainText=false)",,na,civicclerk_odata,,285,8.609,no
2024-02-27,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=662,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-02-27/Council_e319_agenda.pdf,319,0.194,yes
2024-02-27,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=663,plainText=false)",,na,civicclerk_odata,,319,31.529,no
2024-03-06,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=665,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-03-06/PlanningCommission_e286_agenda.pdf,286,0.161,yes
2024-03-06,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=666,plainText=false)",,na,civicclerk_odata,,286,45.948,no
2024-03-12,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=669,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-03-12/Council_e320_agenda.pdf,320,0.219,yes
2024-03-12,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=670,plainText=false)",,na,civicclerk_odata,,320,0.69,no
