date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,doc_type_code,meeting_id,content_length_bytes,size_mb,size_source,stored_locally,probe_status
2021-04-20,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2017_Agenda_Packet_4_20_2021_5_30_00_PM.pdf?documentType=5&meetingId=2017,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2017,28039693,28.04,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-04-20,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2006_Agenda_Packet_4_20_2021_12_00_00_PM.pdf?documentType=5&meetingId=2006,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2006,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-05-04,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1995_Agenda_Packet_5_4_2021_5_30_00_PM.pdf?documentType=5&meetingId=1995,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1995,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-05-04,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1983_Agenda_Packet_5_4_2021_12_00_00_PM.pdf?documentType=5&meetingId=1983,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1983,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-05-11,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Budget_Work_Meeting_2027_Agenda_Packet_5_11_2021_2_00_00_PM.pdf?documentType=5&meetingId=2027,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2027,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-05-18,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2018_Agenda_Packet_5_18_2021_5_30_00_PM.pdf?documentType=5&meetingId=2018,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2018,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-05-18,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2007_Agenda_Packet_5_18_2021_1_30_00_PM.pdf?documentType=5&meetingId=2007,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2007,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-05-25,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Budget_Work_Meeting_2028_Agenda_Packet_5_25_2021_3_00_00_PM.pdf?documentType=5&meetingId=2028,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2028,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-06-01,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1996_Agenda_Packet_6_1_2021_5_30_00_PM.pdf?documentType=5&meetingId=1996,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1996,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-06-01,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1984_Agenda_Packet_6_1_2021_12_00_00_PM.pdf?documentType=5&meetingId=1984,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1984,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-06-15,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2019_Agenda_Packet_6_15_2021_5_30_00_PM.pdf?documentType=5&meetingId=2019,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2019,58002097,58.0,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-06-15,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2008_Agenda_Packet_6_15_2021_1_00_00_PM.pdf?documentType=5&meetingId=2008,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2008,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-07-06,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1997_Agenda_Packet_7_6_2021_5_30_00_PM.pdf?documentType=5&meetingId=1997,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1997,23762938,23.76,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-07-06,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1985_Agenda_Packet_7_6_2021_1_30_00_PM.pdf?documentType=5&meetingId=1985,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1985,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-07-20,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2009_Agenda_Packet_7_20_2021_1_30_00_PM.pdf?documentType=5&meetingId=2009,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2009,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-08-03,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1998_Agenda_Packet_8_3_2021_5_30_00_PM.pdf?documentType=5&meetingId=1998,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1998,31753154,31.75,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-08-03,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1986_Agenda_Packet_8_3_2021_2_00_00_PM.pdf?documentType=5&meetingId=1986,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1986,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-08-24,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2021_Agenda_Packet_8_24_2021_5_45_00_PM.pdf?documentType=5&meetingId=2021,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2021,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-08-24,Board Of Canvassers Meeting,Council,special,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Board_of_Canvassers_Meeting_2026_Agenda_Packet_8_24_2021_5_30_00_PM.pdf?documentType=5&meetingId=2026,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2026,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-08-24,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2010_Agenda_Packet_8_24_2021_12_00_00_PM.pdf?documentType=5&meetingId=2010,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2010,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-09-07,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1999_Agenda_Packet_9_7_2021_5_30_00_PM.pdf?documentType=5&meetingId=1999,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1999,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-09-07,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1987_Agenda_Packet_9_7_2021_12_30_00_PM.pdf?documentType=5&meetingId=1987,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1987,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-09-21,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2022_Agenda_Packet_9_21_2021_5_30_00_PM.pdf?documentType=5&meetingId=2022,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2022,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-09-21,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2011_Agenda_Packet_9_21_2021_1_00_00_PM.pdf?documentType=5&meetingId=2011,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2011,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-10-12,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2000_Agenda_Packet_10_12_2021_5_30_00_PM.pdf?documentType=5&meetingId=2000,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2000,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-10-12,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1988_Agenda_Packet_10_12_2021_1_30_00_PM.pdf?documentType=5&meetingId=1988,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1988,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-10-26,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2023_Agenda_Packet_10_26_2021_5_30_00_PM.pdf?documentType=5&meetingId=2023,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2023,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-10-26,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2012_Agenda_Packet_10_26_2021_1_00_00_PM.pdf?documentType=5&meetingId=2012,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2012,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-11-16,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2024_Agenda_Packet_11_16_2021_6_00_00_PM.pdf?documentType=5&meetingId=2024,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2024,126080773,126.08,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-11-16,Board Of Canvassers Meeting,Council,special,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Board_of_Canvassers_Meeting_2025_Agenda_Packet_11_16_2021_5_30_00_PM.pdf?documentType=5&meetingId=2025,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2025,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-11-16,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2013_Agenda_Packet_11_16_2021_12_00_00_PM.pdf?documentType=5&meetingId=2013,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2013,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-11-18,Town Hall On Parking,Council,special,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Town_Hall_on_Parking_2035_Agenda_Packet_11_18_2021_6_00_00_PM.pdf?documentType=5&meetingId=2035,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2035,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-11-30,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2001_Agenda_Packet_11_30_2021_5_30_00_PM.pdf?documentType=5&meetingId=2001,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2001,27627773,27.63,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-11-30,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1989_Agenda_Packet_11_30_2021_12_30_00_PM.pdf?documentType=5&meetingId=1989,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1989,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-12-14,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2036_Agenda_Packet_12_14_2021_5_30_00_PM.pdf?documentType=5&meetingId=2036,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2036,106345760,106.35,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-12-14,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1990_Agenda_Packet_12_14_2021_12_00_00_PM.pdf?documentType=5&meetingId=1990,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1990,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-01-04,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2049_Agenda_Packet_1_4_2022_6_00_00_PM.pdf?documentType=5&meetingId=2049,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2049,34788817,34.79,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-01-04,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2037_Agenda_Packet_1_4_2022_1_00_00_PM.pdf?documentType=5&meetingId=2037,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2037,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-01-12,Planning Commission Regular Meeting,PlanningCommission,regular,agenda_packet,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_01122022-134,2026-07-03,na,"not_retrieved (index-only; fetch source_url, use vision/OCR)",,civicplus_agenda,_01122022-134,113023,0.11,head_content_length,no,head_200
2022-01-18,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2073_Agenda_Packet_1_18_2022_5_30_00_PM.pdf?documentType=5&meetingId=2073,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2073,39848678,39.85,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-01-18,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2062_Agenda_Packet_1_18_2022_12_00_00_PM.pdf?documentType=5&meetingId=2062,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2062,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-01-26,Planning Commission Regular Meeting,PlanningCommission,regular,agenda_packet,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_01262022-135,2026-07-03,na,"not_retrieved (index-only; fetch source_url, use vision/OCR)",,civicplus_agenda,_01262022-135,95947,0.1,head_content_length,no,head_200
2022-02-01,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2050_Agenda_Packet_2_1_2022_5_30_00_PM.pdf?documentType=5&meetingId=2050,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2050,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-02-01,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2038_Agenda_Packet_2_1_2022_12_30_00_PM.pdf?documentType=5&meetingId=2038,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2038,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-02-09,Planning Commission Regular Meeting,PlanningCommission,regular,agenda_packet,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_02092022-136,2026-07-03,na,"not_retrieved (index-only; fetch source_url, use vision/OCR)",,civicplus_agenda,_02092022-136,111405,0.11,head_content_length,no,head_200
2022-02-15,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2074_Agenda_Packet_2_15_2022_5_30_00_PM.pdf?documentType=5&meetingId=2074,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2074,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-02-15,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2063_Agenda_Packet_2_15_2022_12_00_00_PM.pdf?documentType=5&meetingId=2063,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2063,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-02-23,Planning Commission Regular Meeting,PlanningCommission,regular,agenda_packet,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_02232022-137,2026-07-03,na,"not_retrieved (index-only; fetch source_url, use vision/OCR)",,civicplus_agenda,_02232022-137,124797,0.12,head_content_length,no,head_200
2022-03-01,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2051_Agenda_Packet_3_1_2022_5_30_00_PM.pdf?documentType=5&meetingId=2051,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2051,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-03-01,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2039_Agenda_Packet_3_1_2022_12_00_00_PM.pdf?documentType=5&meetingId=2039,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2039,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-03-09,Planning Commission Regular Meeting,PlanningCommission,regular,agenda_packet,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_03092022-138,2026-07-03,na,"not_retrieved (index-only; fetch source_url, use vision/OCR)",,civicplus_agenda,_03092022-138,116467,0.12,head_content_length,no,head_200
2022-03-15,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2075_Agenda_Packet_3_15_2022_5_30_00_PM.pdf?documentType=5&meetingId=2075,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2075,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-03-15,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2064_Agenda_Packet_3_15_2022_12_00_00_PM.pdf?documentType=5&meetingId=2064,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2064,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-03-29,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2052_Agenda_Packet_3_29_2022_5_30_00_PM.pdf?documentType=5&meetingId=2052,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2052,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-03-29,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2061_Agenda_Packet_3_29_2022_12_30_00_PM.pdf?documentType=5&meetingId=2061,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2061,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-04-12,Council Priorities Retreat,Council,special,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Priorities_Retreat_2094_Agenda_Packet_4_12_2022_3_00_00_PM.pdf?documentType=5&meetingId=2094,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2094,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-04-13,Planning Commission Regular Meeting,PlanningCommission,regular,agenda_packet,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_04132022-139,2026-07-03,na,"not_retrieved (index-only; fetch source_url, use vision/OCR)",,civicplus_agenda,_04132022-139,113054,0.11,head_content_length,no,head_200
2022-04-19,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2076_Agenda_Packet_4_19_2022_5_30_00_PM.pdf?documentType=5&meetingId=2076,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2076,26111507,26.11,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-04-19,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2065_Agenda_Packet_4_19_2022_12_00_00_PM.pdf?documentType=5&meetingId=2065,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2065,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-04-27,Planning Commission Regular Meeting,PlanningCommission,regular,agenda_packet,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_04272022-140,2026-07-03,na,"not_retrieved (index-only; fetch source_url, use vision/OCR)",,civicplus_agenda,_04272022-140,117144,0.12,head_content_length,no,head_200
2022-05-03,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2053_Agenda_Packet_5_3_2022_5_30_00_PM.pdf?documentType=5&meetingId=2053,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2053,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-05-03,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2041_Agenda_Packet_5_3_2022_1_30_00_PM.pdf?documentType=5&meetingId=2041,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2041,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-05-10,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Budget_Work_Meeting_2087_Agenda_Packet_5_10_2022_3_30_00_PM.pdf?documentType=5&meetingId=2087,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2087,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-05-17,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2077_Agenda_Packet_5_17_2022_5_30_00_PM.pdf?documentType=5&meetingId=2077,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2077,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-05-17,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2066_Agenda_Packet_5_17_2022_12_00_00_PM.pdf?documentType=5&meetingId=2066,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2066,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-05-25,Planning Commission Regular Meeting,PlanningCommission,regular,agenda_packet,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_05252022-141,2026-07-03,na,"not_retrieved (index-only; fetch source_url, use vision/OCR)",,civicplus_agenda,_05252022-141,117446,0.12,head_content_length,no,head_200
2022-06-07,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2054_Agenda_Packet_6_7_2022_5_30_00_PM.pdf?documentType=5&meetingId=2054,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2054,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-06-07,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2042_Agenda_Packet_6_7_2022_1_00_00_PM.pdf?documentType=5&meetingId=2042,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2042,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2022-06-08,Planning Commission Regular Meeting,PlanningCommission,regular,agenda_packet,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_06082022-142,2026-07-03,na,"not_retrieved (index-only; fetch source_url, use vision/OCR)",,civicplus_agenda,_06082022-142,115922,0.12,head_content_length,no,head_200
