notice_id,title,event,posted,desc,files
743721,O22-11 Amending Zoning for 6560 S 130 W,"March 8, 2022 06:30 PM","March 21, 2022 12:15 PM","AN ORDINANCE RELATING TO LAND USE; AMENDS THE ZONING MAP FOR THE PROPERTY LOCATED AT 6560 SOUTH 130 WEST, MURRAY CITY, UTAH FROM R-1-8 (LOW DENSITY SINGLE-FAMILY) TO R-2-10 (LOW/MEDIUM DENSITY RESIDENTIAL)",827245.pdf
743723,O22-12 Vacating Alleyway 4860 S Poplar St,"March 8, 2022 06:30 PM","March 21, 2022 12:16 PM","AN ORDINANCE PERMANENTLY CLOSING AND VACATING A PORTION OF AN ALLEYWAY AT 4860 SOUTH POPLAR STREET, MURRAY CITY, SALT LAKE COUNTY, STATE OF UTAH",827247.pdf
743725,O22-13 Vacating Alleyway for 4800 S,"March 8, 2022 06:30 PM","March 21, 2022 12:17 PM","AN ORDINANCE PERMANENTLY CLOSING AND VACATING AN ALLEYWAY AT 1 EAST 4800 SOUTH, MURRAY CITY, SALT LAKE COUNTY, STATE OF UTAH",827249.pdf
743727,O22-14 MCCD Repeal of 2011 Design Review Guidelines,"March 8, 2022 06:30 PM","March 21, 2022 12:18 PM",AN ORDINANCE RELATED TO THE MURRAY CITY CENTER DISTRICT; REPEAL OF 2011 DESIGN REVIEW GUIDELINES AND ENACTMENT OF NEW DESIGN REVIEW GUIDELINES.,827251.pdf
743729,O22-15 12.24.175 Authorizing Mayor to establish Parks and Rec Fees,"March 8, 2022 06:30 PM","March 21, 2022 12:18 PM",AN ORDINANCE ENACTING SECTION 12.24.175 OF THE MURRAY CITY MUNICIPAL CODE AUTHORIZING THE MAYOR TO ESTABLISH CERTAIN PARKS AND RECREATION RELATED FEES.,827253.pdf
748765,O22-16 Amending City's Fiscal Year 2021-2022 Budget,"April 5, 2022 01:00 AM","April 14, 2022 04:00 PM",AN ORDINANCE AMENDING THE CITY'S FISCAL YEAR 2021-2022 BUDGET,836111.pdf
752069,O22-17 Amending Section 17.144.020 and 17.144.030 Conditional Uses in G-O Zone,"April 19, 2022 06:30 PM","April 29, 2022 02:48 PM",O22-17 Amending Section 17.144.020 and 17.144.030 Conditional Uses in G-O Zone,841949.pdf
752071,O22-18 Fees for Murray Park Outdoor Swimming Pool,"April 19, 2022 06:30 PM","April 29, 2022 02:48 PM",O22-18 Fees for Murray Park Outdoor Swimming Pool,841951.pdf
752073,O22-19 Relating to Trespass on Golf Course Property,"April 19, 2022 06:30 PM","April 29, 2022 02:49 PM",O22-19 Relating to Trespass on Golf Course Property,841953.pdf
755135,O22-20 AN ORDINANCE RELATING TO EMPLOYEE HOLIDAY VACATIONS,"May 3, 2022 06:30 PM","May 11, 2022 04:50 PM",AN ORDINANCE AMENDING SECTION 2.62.120 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO EMPLOYEE HOLIDAY VACATIONS,847111.pdf
762685,O22-21 Fiscal Year 2021-2022 Budget,"June 7, 2022 06:30 PM","June 13, 2022 04:49 PM",AN ORDINANCE AMENDING THE CITY'S FISCAL YEAR 2021-2022 BUDGET,859325.pdf
762687,O22-22 Transfer of monies from Enterprise funds to other city funds,"June 7, 2022 06:30 PM","June 13, 2022 04:50 PM",AN ORDINANCE ADOPTING THE TRANSFER OF MONIES FROM ENTERPRISE FUNDS TO OTHER CITY FUNDS,859327.pdf
768343,O22.23 Vacating Easement at 447 W 4800 S,"July 5, 2022 06:30 PM","July 11, 2022 05:22 PM","AN ORDINANCE PERMANENTLY CLOSING AND VACATING AN UNUSED PUBLIC UTILITY EASEMENT AT 447 WEST 4800 SOUTH, MURRAY CITY, SALT LAKE COUNTY, STATE OF UTAH.",868623.pdf
775118,O22-24 Adopting the Rate of Tax Levies for FY2022-2023,"August 9, 2022 01:00 AM","August 12, 2022 04:16 PM",O22-24 Adopting the Rate of Tax Levies for FY2022-2023,880080.pdf
775120,"O22-25 Adopting Final FY 2022-23 Budget for Murray City, including Library Fund","August 9, 2022 01:00 AM","August 12, 2022 04:16 PM","O22-25 Adopting Final FY 2022-23 Budget for Murray City, including Library Fund",880082.pdf
780105,O22-26 Vacating Easement at 4994 South Commerce Dr,"September 6, 2022 06:30 PM","September 09, 2022 08:58 AM","An ordinance permanently closing and vacating an unused public utility easement at 4994 South Commerce Drive, Murray City, Salt Lake County, State of Utah",888659.pdf
784181,O22-27 Amending the Fireclay Transportation Master Plan for RDA Project Area,"September 27, 2022 05:00 PM","September 27, 2022 04:58 PM",O22-27 Amending the Fireclay Transportation Master Plan for RDA Project Area,895363.pdf
784185,O22-28 Amending the City's Fiscal Year 2022-2023 Budget,"September 27, 2022 05:00 PM","September 27, 2022 04:59 PM",O22-28 Amending the Citys Fiscal Year 2022-2023 Budget,895365.pdf
784187,O22-29 General Plan Chapter 9 -Moderate Income Housing Strategies,"September 27, 2022 05:00 PM","September 27, 2022 05:00 PM",O22-29 General Plan Chapter 9 -Moderate Income Housing Strategies,895367.pdf
784189,O22-31 Zoning Amendment for 98 W Winchester,"October 12, 2022 03:00 PM","September 27, 2022 05:00 PM",O22-31 Zoning Amendment for 98 W Winchester,900989.pdf
787575,O22-32 Zoning Amendment for 64 and 72 W Woodrow,"October 12, 2022 03:30 PM","October 13, 2022 03:26 PM",O22-32 Zoning Amendment for 64 and 72 W Woodrow,900993.pdf
789499,AN ORDINANCE AMENDING CHAPTER 17 (LAND USE APPEALS AND VARIANCES),"October 18, 2022 06:30 PM","October 21, 2022 03:28 PM","AN ORDINANCE AMENDING CHAPTER 17.16 AND SECTIONS 17.08.020, 17.36.050, 17.52.150, 17.54.090, 17.54.100, 17.56.080, 17.56.090, 17.56.100, 17.56.110, 17.56.120, 17.56.130, 17.56.140, 17.60.060 AND 17.170.050, AND REPEALING SECTION 17.12.110 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO LAND USE APPEAL",904251.pdf
799777,O22-34 Ordinance relating to Land Use at 97 West Winchester Street,"December 6, 2022 09:58 AM","December 12, 2022 09:59 AM","AN ORDINANCE RELATING TO LAND USE; AMENDS THE GENERAL PLAN FROM LOW-DENSITY RESIDENTIAL TO NEIGHBORHOOD BUSINESS AND AMENDS THE ZONING MAP FROM R-1-8 (RESIDENTIAL LOW DENSITY) TO R-N-B (RESIDENTIAL NEIGHBORHOOD BUSINESS) FOR THE PROPERTY LOCATED AT 97 WEST WINCHESTER STREET, MURRAY, UTAH.",921483.pdf
805995,O23-01 -  AN ORDINANCE AMENDING SECTION 3.04.050 OF THE MURRAY CITY MUNICIPAL CODE REGARDING ELECTRONIC PAYMENT FEES,"January 10, 2023 06:30 PM","January 12, 2023 04:10 PM",AN ORDINANCE AMENDING SECTION 3.04.050 OF THE MURRAY CITY MUNICIPAL CODE REGARDING ELECTRONIC PAYMENT FEES,930997.pdf
808289,O23-02 Amending Fiscal Year 2022-2023 Budget,"January 17, 2023 06:30 PM","January 23, 2023 03:22 PM",ATTACHED IS AN ORDINANCE AMENDING THE CITY'S FISCAL YEAR 2022-2023 BUDGET,935073.pdf
812161,O23-03- AN ORDINANCE AMENDING SECTION 17.78.050 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE MINIMUM AREA REQUIRED FOR DETACHED ACCESSORY DWELLING UNITS.,"February 7, 2023 06:30 PM","February 09, 2023 02:28 PM",AN ORDINANCE AMENDING SECTION 17.78.050 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE MINIMUM AREA REQUIRED FOR DETACHED ACCESSORY DWELLING UNITS.,941865.pdf
821245,"O23-04 AN ORDINANCE AMENDING SECTIONS 17.170.120, 17.170.140, AND 17.170.160 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE MURRAY CITY CENTER DISTRICT (MCCD) ZONE (PDF)","March 7, 2023 06:30 PM","March 23, 2023 11:56 AM","O23-04 Amending City Code 17.170.120, 17.170.140, 17.170.160 for Murray City Center District (MCCD) Zone",958657.PDF
823599,O23-05 AN ORDINANCE AMENDING THE CITY'S FISCAL YEAR 2022-2023 BUDGET,"April 4, 2023 06:30 PM","April 05, 2023 04:52 PM",AN ORDINANCE AMENDING THE CITY'S FISCAL YEAR 2022-2023 BUDGET,962617.pdf
828871,"O23-06 Repealing 7.04.020 and 13.48.060 relating to Operational Transfers of Solid Waste, Recycling, and Stormwater Fund","April 18, 2023 06:30 PM","April 27, 2023 03:17 PM","O23-06 Repealing 7.04.020 and 13.48.060 relating to Operational Transfers of Solid Waste, Recycling, and Stormwater Fund",971339.PDF
842281,O23-07 AN ORDINANCE ADOPTING THE TRANSFER OF MONIES FROM ENTERPRISE FUNDS TO OTHER CITY FUNDS,"June 6, 2023 06:30 PM","June 23, 2023 11:29 AM",AN ORDINANCE ADOPTING THE TRANSFER OF MONIES FROM ENTERPRISE FUNDS TO OTHER CITY FUNDS,993391.pdf
843943,O23-08 AN ORDINANCE AMENDING THE CITYS FISCAL YEAR 2022-2023 BUDGET,"June 27, 2023 06:30 PM","July 05, 2023 11:16 AM",AN ORDINANCE AMENDING THE CITY'S FISCAL YEAR 2022-2023 BUDGET,996419.pdf
843947,"O23-09 AN ORDINANCE AMENDING SECTION 15.20.250, OF THE MURRAY CITY MUNICIPAL CODE RELATING TO ELECTRICAL SERVICE SCHEDULE 35 FOR SOLAR RATES.","June 27, 2023 06:30 PM","July 05, 2023 11:18 AM","AN ORDINANCE AMENDING SECTION 15.20.250, OF THE MURRAY CITY MUNICIPAL CODE RELATING TO ELECTRICAL SERVICE SCHEDULE 35 FOR SOLAR RATES.",996423.pdf
843949,"O23-10 AN ORDINANCE AMENDING SECTIONS 7.04.020 (SOLID WASTE), 13.08.010 (WATER), 13.32.130 (WASTEWATER), 13.48.060 (STORMWATER), AND 15.20.260 (POWER) OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE FINANCIAL STANDARDS OF THE SOLID WASTE, WATER, WASTEWA","June 27, 2023 06:30 PM","July 05, 2023 11:19 AM","AN ORDINANCE AMENDING SECTIONS 7.04.020 (SOLID WASTE), 13.08.010 (WATER), 13.32.130 (WASTEWATER), 13.48.060 (STORMWATER), AND 15.20.260 (POWER) OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE FINANCIAL STANDARDS OF THE SOLID WASTE, WATER, WASTEWATER, STORMWATER, AND POWER ENTERPRISE FUNDS",996425.PDF
850025,O23-11 AN ORDINANCE AMENDING SECTION 17.16.010 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE APPOINTMENT OF HEARING OFFICERS FOR LAND USE APPEALS AND VARIANCES.,"July 18, 2023 06:30 PM","August 03, 2023 04:49 PM",AN ORDINANCE AMENDING SECTION 17.16.010 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE APPOINTMENT OF HEARING OFFICERS FOR LAND USE APPEALS AND VARIANCES.,1006851.pdf
850029,"O23-12 AN ORDINANCE AMENDING SECTIONS 15.20.150, 15.20.170, 15.20.180, 15.20.190, 15.20.200, 15.20.210, 15.20.220, 15.20.230, AND 15.20.240 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO POWER RATE INCREASES AND CHANGES TO APPLICABLE ELECTRICAL SERVICE SCH","July 18, 2023 06:03 PM","August 03, 2023 04:50 PM","AN ORDINANCE AMENDING SECTIONS 15.20.150, 15.20.170, 15.20.180, 15.20.190, 15.20.200, 15.20.210, 15.20.220, 15.20.230, AND 15.20.240 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO POWER RATE INCREASES AND CHANGES TO APPLICABLE ELECTRICAL SERVICE SCHEDULES.",1006867.pdf
855447,"O23-13 AN ORDINANCE ADOPTING THE RATE OF TAX LEVIES FOR THE FISCAL YEAR COMMENCING JULY 1, 2023, AND ENDING JUNE 30, 2024.","August 22, 2023 06:30 PM","August 31, 2023 04:28 PM","AN ORDINANCE ADOPTING THE RATE OF TAX LEVIES FOR THE FISCAL YEAR COMMENCING JULY 1, 2023, AND ENDING JUNE 30, 2024.",1016291.pdf
860959,O23-15 Amending 3.14.060 and 3.14.070 RE Impact Fee Adjustments,"September 19, 2023 06:30 PM","September 26, 2023 03:54 PM",O23-15 Amending 3.14.060 and 3.14.070 RE Impact Fee Adjustments,1026121.pdf
860963,O23-16 Amending the City's Fiscal Year 2023-24 Budget,"September 19, 2023 06:30 PM","September 26, 2023 03:55 PM",O23-16 Amending the City's Fiscal Year 2023-24 Budget,1026125.pdf
860967,O23-17 Amending 17.72.070 RE Parking Requirements for Beauty and Barber Shops,"September 19, 2023 06:30 PM","September 26, 2023 03:58 PM",O23-17 Amending 17.72.070 RE Parking Requirements for Beauty and Barber Shops,1026127.pdf
866393,O23-18 Amending 15.20.230 RE Electric Service Schedule 15 Voltage Discounts-Large Customers,"October 3, 2023 06:30 PM","October 19, 2023 11:28 AM","Executed Ordinance (O23-18) from October 3, 2023",1036109.pdf
868083,O23-19 Amending Land Use located at 770 and 780 West 5300 South and 845 West Clover Meadow Drive,"October 17, 2023 06:30 PM","October 26, 2023 04:01 PM",O23-19 Amending Land Use located at 770 and 780 West 5300 South and 845 West Clover Meadow Drive,1038977.PDF
868087,O23-20 Amending 3.10.110 RE Procurement Code for Minimal and Small Purchases,"October 17, 2023 06:30 PM","October 26, 2023 04:04 PM",O23-20 Amending 3.10.110 RE Procurement Code for Minimal and Small Purchases,1038981.pdf
885863,O24-01 AN ORDINANCE AMENDING SECTIONS 15.24.010 AND 15.24.020 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE INTERNATIONAL FIRE CODE AND COLLECTED PERMIT FEES,"January 2, 2024 06:30 PM","January 12, 2024 03:53 PM",AN ORDINANCE AMENDING SECTIONS 15.24.010 AND 15.24.020 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE INTERNATIONAL FIRE CODE AND COLLECTED PERMIT FEES,1070545.pdf
888253,O24-02 Amending Section 16 regarding Subdivision Approval Procedures,"January 16, 2024 06:30 PM","January 22, 2024 04:30 PM","AN ORDINANCE AMENDING SECTIONS 16.04.020, 16.04.040, 16.04.050, 16.04.060, 16.04.070, 16.04.080, 16.04.090, 16.04.100, 16.04.110, 16.04.120, 16.08.020, 16.08.030, 16.08.040, 16.12.010, 16.12.020, 16.12.030, 16.12.040, 16.12.050, 16.12.060, 16.12.070, 16.12.080, 16.12.090, 16.12.100, AND 16.12.110 OF",1075189.pdf
894369,Ordinance O24-04 - An Ordinance Amending the City's Fiscal Year 2023-2024 Budget,"February 6, 2024 06:30 PM","February 20, 2024 10:14 AM","Executed Ordinance O24-04 on February 6, 2024",1087285.pdf
895277,O24-03 Amending 17.152.020 and 17.152.030 M-G Zone Allowing Land Use No. 6600 as Permitted Use Instead of Conditional Use,"February 6, 2024 06:30 PM","February 23, 2024 09:46 AM",O24-03 Amending 17.152.020 and 17.152.030 M-G Zone Allowing Land Use No. 6600 as Permitted Use Instead of Conditional Use,1089341.pdf
895281,O24-05 Amending 3.10.410 RE Procurement Code Change Orders,"February 20, 2024 06:30 PM","February 23, 2024 09:48 AM",AN ORDINANCE AMENDING SECTION 3.10.410 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE PROCUREMENT CODE AND PRIOR APPROVAL OF CONTRACT MODIFICATIONS.,1089347.pdf
902275,Ordinance O24-06  - AN ORDINANCE AMENDING SECTION 3.14.110 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO WASTEWATER SYSTEM IMPACT FEES.,"March 19, 2024 06:30 PM","March 26, 2024 03:30 PM",AN ORDINANCE AMENDING SECTION 3.14.110 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO WASTEWATER SYSTEM IMPACT FEES.,1102369.pdf
905047,O24-07 Amending the City's FY 2023-2024 Budget,"April 2, 2024 06:30 PM","April 08, 2024 04:07 PM",O24-07 Amending the City's FY 2023-2024 Budget,1107427.pdf
914869,O24-08 AN ORDINANCE RELATING TO LAND USE; 1177 West Bullion Street,"May 7, 2024 06:30 PM","May 17, 2024 05:19 PM","AN ORDINANCE RELATING TO LAND USE; AMENDS THE GENERAL PLAN FROM PARKS AND OPEN SPACE TO MEDIUM DENSITY RESIDENTIAL AND AMENDS THE ZONING MAP FROM A-1 (AGRICULTURAL ZONING DISTRICT) TO R-1-6 (MEDIUM DENSITY SINGLE FAMILY) FOR THE PROPERTIES LOCATED AT 1177 WEST BULLION STREET, MURRAY CITY",1124549.pdf
914871,O24-09 AN ORDINANCE RELATING TO LAND USE; Adopting the Murray City Center District (MCCD) Strategic Area Plan,"May 7, 2024 06:30 PM","May 17, 2024 05:20 PM",AN ORDINANCE RELATED TO LAND USE; AMENDS THE GENERAL PLAN TO ADOPT THE MURRAY CITY CENTER DISTRICT (MCCD) STRATEGIC AREA PLAN.,1124551.pdf
921131,O24-10 - AN ORDINANCE ADOPTING THE TRANSFER OF MONIES FROM ENTERPRISE FUNDS TO OTHER CITY FUNDS,"June 4, 2024 06:30 PM","June 13, 2024 05:40 PM",AN ORDINANCE ADOPTING THE TRANSFER OF MONIES FROM ENTERPRISE FUNDS TO OTHER CITY FUNDS,1135345.pdf
921133,O24-11 ORDINANCE APPROVING AND ADOPTING COMPENSATION INCREASES FOR THE EXECUTIVE MUNICIPAL OFFICERS OF THE CITY FOR FISCAL YEAR 2024-2025.,"June 4, 2024 06:30 PM","June 13, 2024 05:41 PM",ORDINANCE APPROVING AND ADOPTING COMPENSATION INCREASES FOR THE EXECUTIVE MUNICIPAL OFFICERS OF THE CITY FOR FISCAL YEAR 2024-2025.,1135347.pdf
921135,"O24-12 AN ORDINANCE RELATING TO LAND USE; AMENDS THE ZONING MAP FROM R-1-8 (SINGLE FAMILY LOW DENSITY) TO R-1-6 (SINGLE FAMILY LOW/MEDIUM DENSITY) FOR THE PROPERTIES LOCATED AT 5991 AND 6001 SOUTH BELVIEW AVENUE, MURRAY CITY","June 4, 2024 06:30 PM","June 13, 2024 05:42 PM","AN ORDINANCE RELATING TO LAND USE; AMENDS THE ZONING MAP FROM R-1-8 (SINGLE FAMILY LOW DENSITY) TO R-1-6 (SINGLE FAMILY LOW/MEDIUM DENSITY) FOR THE PROPERTIES LOCATED AT 5991 AND 6001 SOUTH BELVIEW AVENUE, MURRAY CITY",1135349.pdf
923675,"O24-13 AN ORDINANCE ...AMENDS THE ZONING MAP FROM C-D (COMMERCIAL DEVELOPMENT) TO R-M-20 (MULTIPLE FAMILY HIGH DENSITY RESIDENTIAL) FOR THE PROPERTY LOCATED AT 5425 SOUTH VINE STREET, MURRAY CITY","June 18, 2024 06:30 PM","June 25, 2024 12:23 PM","O24-13 AN ORDINANCE RELATING TO LAND USE; AMENDS THE GENERAL PLAN FROM GENERAL COMMERCIAL TO HIGH DENSITY RESIDENTIAL AND AMENDS THE ZONING MAP FROM C-D (COMMERCIAL DEVELOPMENT) TO R-M-20 (MULTIPLE FAMILY HIGH DENSITY RESIDENTIAL) FOR THE PROPERTY LOCATED AT 5425 SOUTH VINE STREET, MURRAY CITY",1140061.pdf
923791,O24-14 Amending the City's Fiscal Year 2023-2024 Budget,"June 18, 2024 06:30 PM","June 25, 2024 05:06 PM",AN ORDINANCE AMENDING THE CITY'S FISCAL YEAR 2023-2024 BUDGET,1140291.pdf
930265,"O24-15 Land Use, Amending 1151 East 6600 South from R-1-8 to R-2-10","July 16, 2024 06:30 PM","August 01, 2024 10:04 AM","AN ORDINANCE RELATING TO LAND USE; AMENDS THE ZONING MAP FROM R-1-8 (LOW DENSITY SINGLE FAMILY) TO R-2-10 (MEDIUM DENSITY RESIDENTIAL) FOR THE PROPERTY LOCATED AT 1151 EAST 6600 SOUTH, MURRAY CITY",1151881.pdf
930267,"O24-16 Land Use, Amending Plan to Adopt the Murray North Station Area Plan","July 16, 2024 06:30 PM","August 01, 2024 10:06 AM",AN ORDINANCE RELATED TO LAND USE; AMENDS THE GENERAL PLAN TO ADOPT THE MURRAY NORTH STATION AREA PLAN.,1151885.pdf
930269,O24-17 AN ORDINANCE ESTABLISHING A TEMPORARY LAND USE REGULATION PURSUANT TO UTAH CODE ANNOTATED SECTION 10-9A-504 RELATING TO SHORT TERM RENTALS.,"July 23, 2024 06:30 PM","August 01, 2024 10:09 AM",AN ORDINANCE ESTABLISHING A TEMPORARY LAND USE REGULATION PURSUANT TO UTAH CODE ANNOTATED SECTION 10-9A-504 RELATING TO SHORT TERM RENTALS.,1151891.pdf
934072,O24-18 AN ORDINANCE AMENDING SECTION 2.62.120 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO EMPLOYEE HOLIDAY VACATIONS,"June 6, 2024 06:30 PM","August 16, 2024 11:39 AM",AN ORDINANCE AMENDING SECTION 2.62.120 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO EMPLOYEE HOLIDAY VACATIONS,1158504.pdf
934078,"O24-19 AN ORDINANCE ADOPTING THE RATE OF TAX LEVIES FOR THE FISCAL YEAR COMMENCING JULY 1, 2024, AND ENDING JUNE 30, 2025","August 13, 2024 06:30 PM","August 16, 2024 11:42 AM","AN ORDINANCE ADOPTING THE RATE OF TAX LEVIES FOR THE FISCAL YEAR COMMENCING JULY 1, 2024, AND ENDING JUNE 30, 2025",1158514.pdf
934080,O24-20 AN ORDINANCE ADOPTING THE FINAL 2024-2025 FISCAL YEAR BUDGETS FOR MURRAY CITY INCLUDING THE LIBRARY FUND BUDGET,"August 13, 2024 06:30 PM","August 16, 2024 11:43 AM",AN ORDINANCE ADOPTING THE FINAL 2024-2025 FISCAL YEAR BUDGETS FOR MURRAY CITY INCLUDING THE LIBRARY FUND BUDGET,1158520.pdf
941141,"O24-22 AN ORDINANCE RELATING TO LAND USE; AMENDS THE ZONING MAP FROM A-1 (AGRICULTURAL) TO R-1-8 (SINGLE FAMILY LOW-DENSITY) FOR THE PROPERTY LOCATED AT 5712 SOUTH 800 WEST, MURRAY CITY","September 10, 2024 06:30 PM","September 18, 2024 05:51 PM","AN ORDINANCE RELATING TO LAND USE; AMENDS THE ZONING MAP FROM A-1 (AGRICULTURAL) TO R-1-8 (SINGLE FAMILY LOW-DENSITY) FOR THE PROPERTY LOCATED AT 5712 SOUTH 800 WEST, MURRAY CITY",1171969.pdf
941143,"O24-21 AN ORDINANCE RELATING TO LAND USE; AMENDS THE GENERAL PLAN FROM OFFICE TO LOW DENSITY RESIDENTIAL AND AMENDS THE ZONING MAP FROM G-O (GENERAL OFFICE) TO R-1-8 (LOW DENSITY SINGLE FAMILY) FOR THE PROPERTY LOCATED AT 5172 SOUTH 935 EAST, MURRAY CITY","September 10, 2024 06:30 PM","September 18, 2024 05:55 PM","AN ORDINANCE RELATING TO LAND USE; AMENDS THE GENERAL PLAN FROM OFFICE TO LOW DENSITY RESIDENTIAL AND AMENDS THE ZONING MAP FROM G-O (GENERAL OFFICE) TO R-1-8 (LOW DENSITY SINGLE FAMILY) FOR THE PROPERTY LOCATED AT 5172 SOUTH 935 EAST, MURRAY CITY",1171971.pdf
941631,O24-23 AN ORDINANCE AMENDING THE CITYS FISCAL YEAR 2024-2025 BUDGET,"September 17, 2024 06:30 PM","September 20, 2024 12:52 PM",O24-23 AN ORDINANCE AMENDING THE CITY'S FISCAL YEAR 2024-2025 BUDGET,1172961.pdf
948951,"O24-24 AN ORDINANCE RELATING TO LAND USE; AMENDS THE ZONING MAP FROM R-1-8 (SINGLE FAMILY LOW-DENSITY) TO R-N-B (RESIDENTIAL NEIGHBORHOOD BUSINESS) FOR THE PROPERTY LOCATED AT 323 EAST WINCHESTER STREET, MURRAY CITY","October 15, 2024 06:30 PM","October 24, 2024 12:12 PM","AN ORDINANCE RELATING TO LAND USE; AMENDS THE ZONING MAP FROM R-1-8 (SINGLE FAMILY LOW-DENSITY) TO R-N-B (RESIDENTIAL NEIGHBORHOOD BUSINESS) FOR THE PROPERTY LOCATED AT 323 EAST WINCHESTER STREET, MURRAY CITY",1186969.pdf
953411,O24-25 AN ORDINANCE AMENDING SECTIONS 17.64.020 AND 17.64.090 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO RESIDENTIAL FENCING REGULATIONS AND SETBACKS AND FENCING BETWEEN RESIDENTIAL AND NON-RESIDENTIAL ZONING DISTRICTS,"November 12, 2024 06:30 PM","November 13, 2024 02:03 PM",AN ORDINANCE AMENDING SECTIONS 17.64.020 AND 17.64.090 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO RESIDENTIAL FENCING REGULATIONS AND SETBACKS AND FENCING BETWEEN RESIDENTIAL AND NON-RESIDENTIAL ZONING DISTRICTS,1194911.pdf
956783,"O24-26 Amending 17.48.040, 17.78.050, 17.78.090 RE Detached Accessory Dwelling Units","November 19, 2024 06:30 PM","November 26, 2024 04:31 PM","O24-26 Amending 17.48.040, 17.78.050, 17.78.090 RE Detached Accessory Dwelling Units",1201723.pdf
956787,O24-27 Amending 17.48.040 and 17.48.200 RE Screen Signs in Commercial and Manufacturing Zone,"November 19, 2024 06:30 PM","November 26, 2024 04:34 PM",O24-27 Amending 17.48.040 and 17.48.200 RE Screen Signs in Commercial and Manufacturing Zone,1201727.pdf
956791,O24-28 Amending 17.170.120 RE Height Regulations in MCCD,"November 19, 2024 06:30 PM","November 26, 2024 04:35 PM",O24-28 Amending 17.170.120 RE Height Regulations in MCCD,1201731.pdf
956793,"O24-29 Amending 2.10.030, 2.23.010 RE Duties of Risk Management and Human Resources","November 19, 2024 06:30 PM","November 26, 2024 04:37 PM","O24-29 Amending 2.10.030, 2.23.010 RE Duties of Risk Management and Human Resources",1201733.pdf
960891,O24-30 AN ORDINANCE ENACTING SECTION 17.76.190 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO RESIDENTIAL SHORT-TERM RENTALS,"December 3, 2024 06:30 PM","December 12, 2024 02:55 PM",AN ORDINANCE ENACTING SECTION 17.76.190 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO RESIDENTIAL SHORT-TERM RENTALS AND AMENDING SECTIONS 17.76.020 AND 17.84.060 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE DETERMINATION OF PERMITTED AND CONDITIONAL USES.,1209213.pdf
960893,O24-31 AN ORDINANCE AMENDING SECTIONS 12.28.030 AND 12.28.040 OF THE MURRAY CITY MUNICIPAL CODE RELATED TO GOLF COURSE FEES.,"December 3, 2024 06:30 PM","December 12, 2024 02:57 PM",AN ORDINANCE AMENDING SECTIONS 12.28.030 AND 12.28.040 OF THE MURRAY CITY MUNICIPAL CODE RELATED TO GOLF COURSE FEES.,1209215.pdf
960895,O24-32 AN ORDINANCE ANNEXING REAL PROPERTY LOCATED BETWEEN APPROXIMATELY VAN WINKLE EXPRESSWAY TO 900 EAST AND 4800 SOUTH TO THE BOUNDARY OF MURRAY CITY AT 4840-4890 SOUTH.,"December 3, 2024 06:30 PM","December 12, 2024 02:58 PM",AN ORDINANCE ANNEXING REAL PROPERTY LOCATED BETWEEN APPROXIMATELY VAN WINKLE EXPRESSWAY TO 900 EAST AND 4800 SOUTH TO THE BOUNDARY OF MURRAY CITY AT 4840-4890 SOUTH.,1209217.pdf;1213943.pdf
970309,O25-01 - AN ORDINANCE AMENDING THE CITYS FISCAL YEAR 2024-2025 BUDGET,"January 21, 2025 06:30 PM","January 29, 2025 05:25 PM",AN ORDINANCE AMENDING THE CITY'S FISCAL YEAR 2024-2025 BUDGET,1225979.pdf
973117,O25-02 AN ORDINANCE AMENDING SECTION 17.12.070 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO COMPENSATION FOR PLANNING COMMISSION MEMBERS,"February 4, 2025 06:30 PM","February 10, 2025 04:38 PM",AN ORDINANCE AMENDING SECTION 17.12.070 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO COMPENSATION FOR PLANNING COMMISSION MEMBERS,1231069.pdf
