session,bill_no,title,sponsor,relevance,status,last_location,effective_date,chapter,n_rollcalls,n_recorded,bill_url,text_url,enrolled_url
2018GS,SB0231,State Building Code Amendments,"Sen. Mayne, K.",building,Governor Signed,Lieutenant Governor's office for filing,8 May 2018,361,8,5,https://le.utah.gov/~2018/bills/static/SB0231.html,https://le.utah.gov/~2018/bills/sbillint/SB0231.htm,https://le.utah.gov/~2018/bills/sbillenr/SB0231.htm
2019GS,HB0026,Political Subdivision Lien Amendments,"Rep. Acton, C.K.",subdivision,Governor Signed,Lieutenant Governor's office for filing,14 May 2019,030,6,4,https://le.utah.gov/~2019/bills/static/HB0026.html,https://le.utah.gov/~2019/bills/hbillint/HB0026.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0026.htm
2019GS,HB0070,Community Reinvestment Agency Modifications,"Rep. Coleman, K.",development,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2019/bills/static/HB0070.html,https://le.utah.gov/~2019/bills/hbillint/HB0070.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0070.htm
2019GS,HB0085,Political Subdivision Boundary Shift Amendments,"Rep. Stenquist, J.",subdivision,Governor Signed,Lieutenant Governor's office for filing,14 May 2019,042,7,5,https://le.utah.gov/~2019/bills/static/HB0085.html,https://le.utah.gov/~2019/bills/hbillint/HB0085.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0085.htm
2019GS,HB0185,Tax Increment Funding for Student Housing,"Rep. Owens, D.",housing,Governor Signed,Lieutenant Governor's office for filing,14 May 2019,296,11,8,https://le.utah.gov/~2019/bills/static/HB0185.html,https://le.utah.gov/~2019/bills/hbillint/HB0185.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0185.htm
2019GS,HB0196,Enterprise Zone Tax Credit Amendments,"Rep. Sagers, D.",zoning,House/ filed,House file for bills not passed,,,6,6,https://le.utah.gov/~2019/bills/static/HB0196.html,https://le.utah.gov/~2019/bills/hbillint/HB0196.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0196.htm
2019GS,HB0206,Density Bonus for Donations for School Property,"Rep. Moss, J.",density,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2019/bills/static/HB0206.html,https://le.utah.gov/~2019/bills/hbillint/HB0206.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0206.htm
2019GS,HB0218,Construction Code Modifications,"Rep. Schultz, M.",building,Governor Signed,Lieutenant Governor's office for filing,1 Jul 2019,020,9,6,https://le.utah.gov/~2019/bills/static/HB0218.html,https://le.utah.gov/~2019/bills/hbillint/HB0218.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0218.htm
2019GS,HB0245,Community Reinvestment Agency Revisions,"Rep. Winder, M.",development,Governor Signed,Lieutenant Governor's office for filing,14 May 2019,376,12,10,https://le.utah.gov/~2019/bills/static/HB0245.html,https://le.utah.gov/~2019/bills/hbillint/HB0245.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0245.htm
2019GS,HB0315,Land Use and Development Amendments,"Rep. Wilde, L.",land_use,Governor Signed,Lieutenant Governor's office for filing,14 May 2019,384,8,7,https://le.utah.gov/~2019/bills/static/HB0315.html,https://le.utah.gov/~2019/bills/hbillint/HB0315.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0315.htm
2019GS,HB0317,Homeless Resource Center Drug-free Zone,"Rep. Eliason, S.",zoning,House/ filed,House file for bills not passed,,,5,5,https://le.utah.gov/~2019/bills/static/HB0317.html,https://le.utah.gov/~2019/bills/hbillint/HB0317.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0317.htm
2019GS,HB0323,Impact Fees Amendments,"Rep. Wilde, L.",impact_fee,House/ filed,House file for bills not passed,,,1,1,https://le.utah.gov/~2019/bills/static/HB0323.html,https://le.utah.gov/~2019/bills/hbillint/HB0323.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0323.htm
2019GS,HB0401,Eminent Domain Amendments,"Rep. Ray, P.",eminent_domain,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2019/bills/static/HB0401.html,https://le.utah.gov/~2019/bills/hbillint/HB0401.htm,https://le.utah.gov/~2019/bills/hbillenr/HB0401.htm
2019GS,SB0034,Affordable Housing Modifications,"Sen. Anderegg, J.","anchor,housing",Governor Signed,Lieutenant Governor's office for filing,14 May 2019,327,15,8,https://le.utah.gov/~2019/bills/static/SB0034.html,https://le.utah.gov/~2019/bills/sbillint/SB0034.htm,https://le.utah.gov/~2019/bills/sbillenr/SB0034.htm
2019GS,SB0035,Municipal Incorporation Amendments,"Sen. Harper, W.",incorporation,Governor Signed,Lieutenant Governor's office for filing,14 May 2019,165,7,5,https://le.utah.gov/~2019/bills/static/SB0035.html,https://le.utah.gov/~2019/bills/sbillint/SB0035.htm,https://le.utah.gov/~2019/bills/sbillenr/SB0035.htm
2019GS,SB0056,Community Reinvestment Agency Report Amendments,"Sen. Henderson, D.",development,Senate/ to Governor,Executive Branch - Governor,14 May 2019,021,9,6,https://le.utah.gov/~2019/bills/static/SB0056.html,https://le.utah.gov/~2019/bills/sbillint/SB0056.htm,https://le.utah.gov/~2019/bills/sbillenr/SB0056.htm
2019GS,SB0098,Community Reinvestment Agency Amendments,"Sen. Harper, W.",development,Governor Signed,Lieutenant Governor's office for filing,14 May 2019,333,11,9,https://le.utah.gov/~2019/bills/static/SB0098.html,https://le.utah.gov/~2019/bills/sbillint/SB0098.htm,https://le.utah.gov/~2019/bills/sbillenr/SB0098.htm
2019GS,SB0189,Temporary Land Use Regulation Amendments,"Sen. Okerlund, R.",land_use,Senate/ filed,Senate file for bills not passed,,,9,5,https://le.utah.gov/~2019/bills/static/SB0189.html,https://le.utah.gov/~2019/bills/sbillint/SB0189.htm,https://le.utah.gov/~2019/bills/sbillenr/SB0189.htm
2019GS,SB0253,Construction Code for Historic Preservation,"Sen. Davis, G.",building,Governor Signed,Lieutenant Governor's office for filing,14 May 2019,436,8,3,https://le.utah.gov/~2019/bills/static/SB0253.html,https://le.utah.gov/~2019/bills/sbillint/SB0253.htm,https://le.utah.gov/~2019/bills/sbillenr/SB0253.htm
2020GS,HB0029,Building Code Amendments,"Rep. Schultz, M.",building,Governor Signed,Lieutenant Governor's office for filing,12 May 2020,441,9,6,https://le.utah.gov/~2020/bills/static/HB0029.html,https://le.utah.gov/~2020/bills/hbillint/HB0029.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0029.htm
2020GS,HB0062,Enterprise Zone Tax Credit Amendments,"Rep. Sagers, D.",zoning,House/ filed,House file for bills not passed,,,8,7,https://le.utah.gov/~2020/bills/static/HB0062.html,https://le.utah.gov/~2020/bills/hbillint/HB0062.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0062.htm
2020GS,HB0179,Recycling Market Development Zone Tax Credit Amendments,"Rep. Christofferson, K.",zoning,Governor Signed,Lieutenant Governor's office for filing,12 May 2020,082,7,5,https://le.utah.gov/~2020/bills/static/HB0179.html,https://le.utah.gov/~2020/bills/hbillint/HB0179.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0179.htm
2020GS,HB0198,Eminent Domain Limitations,"Rep. Pulsipher, S.",eminent_domain,Governor Signed,Lieutenant Governor's office for filing,12 May 2020,087,6,6,https://le.utah.gov/~2020/bills/static/HB0198.html,https://le.utah.gov/~2020/bills/hbillint/HB0198.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0198.htm
2020GS,HB0261,Eminent Domain Revisions,"Rep. Lyman, P.",eminent_domain,House/ filed,House file for bills not passed,,,2,2,https://le.utah.gov/~2020/bills/static/HB0261.html,https://le.utah.gov/~2020/bills/hbillint/HB0261.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0261.htm
2020GS,HB0299,Opportunity Zone Enhancements,"Rep. Winder, M.",zoning,House/ filed,House file for bills not passed,,,5,4,https://le.utah.gov/~2020/bills/static/HB0299.html,https://le.utah.gov/~2020/bills/hbillint/HB0299.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0299.htm
2020GS,HB0306,Planning Commission Amendments,"Rep. Waldrip, S.",planning,Governor Signed,Lieutenant Governor's office for filing,12 May 2020,114,6,5,https://le.utah.gov/~2020/bills/static/HB0306.html,https://le.utah.gov/~2020/bills/hbillint/HB0306.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0306.htm
2020GS,HB0359,Municipal Annexation Revisions,"Rep. Musselman, C.R.",annexation,Governor Signed,Lieutenant Governor's office for filing,12 May 2020,208,6,5,https://le.utah.gov/~2020/bills/static/HB0359.html,https://le.utah.gov/~2020/bills/hbillint/HB0359.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0359.htm
2020GS,HB0368,Building Code Modifications,"Rep. Lyman, P.",building,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2020/bills/static/HB0368.html,https://le.utah.gov/~2020/bills/hbillint/HB0368.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0368.htm
2020GS,HB0388,Land Use Development and Management Revisions,"Rep. Wilde, L.",land_use,Governor Signed,Lieutenant Governor's office for filing,12 May 2020,434,6,5,https://le.utah.gov/~2020/bills/static/HB0388.html,https://le.utah.gov/~2020/bills/hbillint/HB0388.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0388.htm
2020GS,HB0393,Municipal Annexation Amendments,"Rep. Waldrip, S.",annexation,Governor Signed,Lieutenant Governor's office for filing,24 Mar 2020,139,7,4,https://le.utah.gov/~2020/bills/static/HB0393.html,https://le.utah.gov/~2020/bills/hbillint/HB0393.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0393.htm
2020GS,HB0394,Homeless and Transitional Housing Program Amendments,"Rep. Coleman, K.",housing,House/ filed,House file for bills not passed,,,7,3,https://le.utah.gov/~2020/bills/static/HB0394.html,https://le.utah.gov/~2020/bills/hbillint/HB0394.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0394.htm
2020GS,HB0401,Homeless Resource Center Drug Free Zone,"Rep. Eliason, S.",zoning,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2020/bills/static/HB0401.html,https://le.utah.gov/~2020/bills/hbillint/HB0401.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0401.htm
2020GS,HB0415,Construction Code Amendments,"Rep. Potter, V.",building,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2020/bills/static/HB0415.html,https://le.utah.gov/~2020/bills/hbillint/HB0415.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0415.htm
2020GS,HB0480,Water Source Protection Zone Amendments,"Rep. Waldrip, S.",zoning,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2020/bills/static/HB0480.html,https://le.utah.gov/~2020/bills/hbillint/HB0480.htm,https://le.utah.gov/~2020/bills/hbillenr/HB0480.htm
2020GS,SB0039,Affordable Housing Amendments,"Sen. Anderegg, J.",housing,Governor Signed,Lieutenant Governor's office for filing,12 May 2020,241,15,8,https://le.utah.gov/~2020/bills/static/SB0039.html,https://le.utah.gov/~2020/bills/sbillint/SB0039.htm,https://le.utah.gov/~2020/bills/sbillenr/SB0039.htm
2020GS,SB0122,Housing Loss Mitigation Amendments,"Sen. Kitchen, D.",housing,Governor Signed,Lieutenant Governor's office for filing,12 May 2020,268,8,5,https://le.utah.gov/~2020/bills/static/SB0122.html,https://le.utah.gov/~2020/bills/sbillint/SB0122.htm,https://le.utah.gov/~2020/bills/sbillenr/SB0122.htm
2020GS,SB0129,Metro Township Amendments,"Sen. Mayne, K.",incorporation,Senate/ filed,Senate file for bills not passed,,,0,0,https://le.utah.gov/~2020/bills/static/SB0129.html,https://le.utah.gov/~2020/bills/sbillint/SB0129.htm,https://le.utah.gov/~2020/bills/sbillenr/SB0129.htm
2020GS,SB0163,Community Reinvestment Agency Amendments,"Sen. Harper, W.",development,Senate/ filed,Senate file for bills not passed,,,1,1,https://le.utah.gov/~2020/bills/static/SB0163.html,https://le.utah.gov/~2020/bills/sbillint/SB0163.htm,https://le.utah.gov/~2020/bills/sbillenr/SB0163.htm
2020GS,SB0205,Eminent Domain Modifications,"Sen. Cullimore, K. A.",eminent_domain,Governor Signed,Lieutenant Governor's office for filing,12 May 2020,290,7,6,https://le.utah.gov/~2020/bills/static/SB0205.html,https://le.utah.gov/~2020/bills/sbillint/SB0205.htm,https://le.utah.gov/~2020/bills/sbillenr/SB0205.htm
2021GS,HB0028,Land Use and Eminent Domain Advisory Board Amendments,"Rep. Handy, S.","eminent_domain,land_use",Governor Signed,Lieutenant Governor's office for filing,5 May 2021,026,6,6,https://le.utah.gov/~2021/bills/static/HB0028.html,https://le.utah.gov/~2021/bills/hbillint/HB0028.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0028.htm
2021GS,HB0063,Impact Fees Amendments,"Rep. Pierucci, C.",impact_fee,Governor Signed,Lieutenant Governor's office for filing,5 May 2021,035,5,5,https://le.utah.gov/~2021/bills/static/HB0063.html,https://le.utah.gov/~2021/bills/hbillint/HB0063.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0063.htm
2021GS,HB0082,Single-family Housing Modifications,"Rep. Ward, R.","anchor,housing",Governor Signed,Lieutenant Governor's office for filing,5 May 2021,102,14,9,https://le.utah.gov/~2021/bills/static/HB0082.html,https://le.utah.gov/~2021/bills/hbillint/HB0082.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0082.htm
2021GS,HB0107,Subdivision Plat Amendments,"Rep. Ferry, J.",subdivision,Governor Signed,Lieutenant Governor's office for filing,5 May 2021,047,6,6,https://le.utah.gov/~2021/bills/static/HB0107.html,https://le.utah.gov/~2021/bills/hbillint/HB0107.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0107.htm
2021GS,HB0171,Agricultural Land Use Regulation,"Rep. Chew, S.",land_use,Governor Signed,Lieutenant Governor's office for filing,5 May 2021,060,5,5,https://le.utah.gov/~2021/bills/static/HB0171.html,https://le.utah.gov/~2021/bills/hbillint/HB0171.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0171.htm
2021GS,HB0235,Annexation Amendments,"Rep. Sagers, D.",annexation,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2021/bills/static/HB0235.html,https://le.utah.gov/~2021/bills/hbillint/HB0235.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0235.htm
2021GS,HB0256,County Land Use and Development Amendments,"Rep. Teuscher, J.","land_use,municipal_land",Governor Signed,Lieutenant Governor's office for filing,5 May 2021,432,5,5,https://le.utah.gov/~2021/bills/static/HB0256.html,https://le.utah.gov/~2021/bills/hbillint/HB0256.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0256.htm
2021GS,HB0273,Single-family Housing Amendments,"Rep. Peterson, V.",housing,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2021/bills/static/HB0273.html,https://le.utah.gov/~2021/bills/hbillint/HB0273.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0273.htm
2021GS,HB0317,Eminent Domain Amendments,"Rep. Petersen, M.",eminent_domain,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2021/bills/static/HB0317.html,https://le.utah.gov/~2021/bills/hbillint/HB0317.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0317.htm
2021GS,HB0320,Enterprise Zone Tax Credit Amendments,"Rep. Sagers, D.",zoning,House/ filed,House file for bills not passed,,,5,4,https://le.utah.gov/~2021/bills/static/HB0320.html,https://le.utah.gov/~2021/bills/hbillint/HB0320.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0320.htm
2021GS,HB0362,Utah Housing Corporation Amendments,"Rep. Ward, R.",housing,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2021/bills/static/HB0362.html,https://le.utah.gov/~2021/bills/hbillint/HB0362.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0362.htm
2021GS,HB0409,Municipal and County Land Use and Development Revisions,"Rep. Waldrip, S.","land_use,municipal_land",Governor Signed,Lieutenant Governor's office for filing,5 May 2021,385,10,6,https://le.utah.gov/~2021/bills/static/HB0409.html,https://le.utah.gov/~2021/bills/hbillint/HB0409.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0409.htm
2021GS,HB0422,Political Subdivision Civil Liability Amendments,"Rep. Brammer, B.",subdivision,House/ filed,House file for bills not passed,,,4,3,https://le.utah.gov/~2021/bills/static/HB0422.html,https://le.utah.gov/~2021/bills/hbillint/HB0422.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0422.htm
2021GS,HB0424,Alcohol Beverage Act Affordable Housing Fund,"Rep. Owens, D.",housing,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2021/bills/static/HB0424.html,https://le.utah.gov/~2021/bills/hbillint/HB0424.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0424.htm
2021GS,HB0449,Eminent Domain for Trails,"Rep. Owens, D.",eminent_domain,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2021/bills/static/HB0449.html,https://le.utah.gov/~2021/bills/hbillint/HB0449.htm,https://le.utah.gov/~2021/bills/hbillenr/HB0449.htm
2021GS,SB0033,Uniform Building Code Commission Amendments,"Sen. Bramble, C.",building,Governor Signed,Lieutenant Governor's office for filing,1 Jul 2021,199,12,7,https://le.utah.gov/~2021/bills/static/SB0033.html,https://le.utah.gov/~2021/bills/sbillint/SB0033.htm,https://le.utah.gov/~2021/bills/sbillenr/SB0033.htm
2021GS,SB0058,Metro Township Amendments,"Sen. Mayne, K.",incorporation,Governor Signed,Lieutenant Governor's office for filing,5 May 2021,210,9,6,https://le.utah.gov/~2021/bills/static/SB0058.html,https://le.utah.gov/~2021/bills/sbillint/SB0058.htm,https://le.utah.gov/~2021/bills/sbillenr/SB0058.htm
2021GS,SB0065,Community Reinvestment Agency Amendments,"Sen. Harper, W.",development,Governor Signed,Lieutenant Governor's office for filing,5 May 2021,214,10,5,https://le.utah.gov/~2021/bills/static/SB0065.html,https://le.utah.gov/~2021/bills/sbillint/SB0065.htm,https://le.utah.gov/~2021/bills/sbillenr/SB0065.htm
2021GS,SB0111,Records of Residential Property Owner Zoning Violations,"Sen. Mayne, K.",zoning,Senate/ filed,Senate file for bills not passed,,,0,0,https://le.utah.gov/~2021/bills/static/SB0111.html,https://le.utah.gov/~2021/bills/sbillint/SB0111.htm,https://le.utah.gov/~2021/bills/sbillenr/SB0111.htm
2021GS,SB0164,Utah Housing Affordability Amendments,"Sen. Anderegg, J.",housing,Governor Signed,Lieutenant Governor's office for filing,5 May 2021,333,8,5,https://le.utah.gov/~2021/bills/static/SB0164.html,https://le.utah.gov/~2021/bills/sbillint/SB0164.htm,https://le.utah.gov/~2021/bills/sbillenr/SB0164.htm
2021GS,SB0213,Municipal Annexation Amendments,"Sen. Thatcher, D.",annexation,Senate/ filed,Senate file for bills not passed,,,3,2,https://le.utah.gov/~2021/bills/static/SB0213.html,https://le.utah.gov/~2021/bills/sbillint/SB0213.htm,https://le.utah.gov/~2021/bills/sbillenr/SB0213.htm
2021GS,SB0217,Housing and Transit Reinvestment Zone Act,"Sen. Harper, W.","development,housing,zoning",Governor Signed,Lieutenant Governor's office for filing,5 May 2021,411,9,5,https://le.utah.gov/~2021/bills/static/SB0217.html,https://le.utah.gov/~2021/bills/sbillint/SB0217.htm,https://le.utah.gov/~2021/bills/sbillenr/SB0217.htm
2021GS,SB0221,Short-term Rental Amendments,"Sen. Anderegg, J.",housing,Senate/ filed,Senate file for bills not passed,,,1,1,https://le.utah.gov/~2021/bills/static/SB0221.html,https://le.utah.gov/~2021/bills/sbillint/SB0221.htm,https://le.utah.gov/~2021/bills/sbillenr/SB0221.htm
2021GS,SB0243,Political Subdivisions Amendments,"Sen. Stevenson, J.",subdivision,Governor Signed,Lieutenant Governor's office for filing,5 May 2021,415,18,6,https://le.utah.gov/~2021/bills/static/SB0243.html,https://le.utah.gov/~2021/bills/sbillint/SB0243.htm,https://le.utah.gov/~2021/bills/sbillenr/SB0243.htm
2022GS,HB0036,Commission on Housing Affordability Amendments,"Rep. Waldrip, S.",housing,Governor Signed,Lieutenant Governor's office for filing,4 May 2022,118,13,6,https://le.utah.gov/~2022/bills/static/HB0036.html,https://le.utah.gov/~2022/bills/hbillint/HB0036.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0036.htm
2022GS,HB0039,State Construction Code Amendments,"Rep. Ferry, J.",building,Governor Signed,Lieutenant Governor's office for filing,1 Jul 2022,028,9,6,https://le.utah.gov/~2022/bills/static/HB0039.html,https://le.utah.gov/~2022/bills/hbillint/HB0039.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0039.htm
2022GS,HB0054,Enterprise Zone Tax Credit Amendments,"Rep. Sagers, D.",zoning,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2022/bills/static/HB0054.html,https://le.utah.gov/~2022/bills/hbillint/HB0054.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0054.htm
2022GS,HB0071,Utah Fair Housing Act Amendments,"Rep. Collard, C.",housing,House/ filed,House file for bills not passed,,,2,2,https://le.utah.gov/~2022/bills/static/HB0071.html,https://le.utah.gov/~2022/bills/hbillint/HB0071.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0071.htm
2022GS,HB0085,Eminent Domain Amendments,"Rep. Petersen, M.",eminent_domain,House/ filed,House file for bills not passed,,,5,3,https://le.utah.gov/~2022/bills/static/HB0085.html,https://le.utah.gov/~2022/bills/hbillint/HB0085.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0085.htm
2022GS,HB0128,Education Impact Fee Amendments,"Rep. Kohler, M.",impact_fee,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2022/bills/static/HB0128.html,https://le.utah.gov/~2022/bills/hbillint/HB0128.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0128.htm
2022GS,HB0303,Local Land Use Amendments,"Rep. Peterson, V.",land_use,Governor Signed,Lieutenant Governor's office for filing,4 May 2022,355,8,6,https://le.utah.gov/~2022/bills/static/HB0303.html,https://le.utah.gov/~2022/bills/hbillint/HB0303.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0303.htm
2022GS,HB0304,Eminent Domain Modifications,"Rep. Snider, C.",eminent_domain,House/ filed,House file for bills not passed,,,2,2,https://le.utah.gov/~2022/bills/static/HB0304.html,https://le.utah.gov/~2022/bills/hbillint/HB0304.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0304.htm
2022GS,HB0327,Airport Land Use Amendments,"Rep. Ballard, M.G.",land_use,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2022/bills/static/HB0327.html,https://le.utah.gov/~2022/bills/hbillint/HB0327.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0327.htm
2022GS,HB0357,Eminent Domain Appraisal Amendments,"Rep. Petersen, M.",eminent_domain,Governor Signed,Lieutenant Governor's office for filing,4 May 2022,371,6,6,https://le.utah.gov/~2022/bills/static/HB0357.html,https://le.utah.gov/~2022/bills/hbillint/HB0357.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0357.htm
2022GS,HB0407,Short-term Rental Enforcement Amendments,"Rep. Bennion, G.",housing,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2022/bills/static/HB0407.html,https://le.utah.gov/~2022/bills/hbillint/HB0407.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0407.htm
2022GS,HB0462,Utah Housing Affordability Amendments,"Rep. Waldrip, S.","anchor,housing",Governor Signed,Lieutenant Governor's office for filing,1 Jun 2022,406,11,4,https://le.utah.gov/~2022/bills/static/HB0462.html,https://le.utah.gov/~2022/bills/hbillint/HB0462.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0462.htm
2022GS,HB0474,Municipal and County Land Use and Development Revisions,"Rep. Waldrip, S.","land_use,municipal_land",House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2022/bills/static/HB0474.html,https://le.utah.gov/~2022/bills/hbillint/HB0474.htm,https://le.utah.gov/~2022/bills/hbillenr/HB0474.htm
2022GS,SB0081,Affordable Housing Tax Amendments,"Sen. Iwamoto, J.",housing,Governor Signed,Lieutenant Governor's office for filing,1 Jan 2023,267,6,6,https://le.utah.gov/~2022/bills/static/SB0081.html,https://le.utah.gov/~2022/bills/sbillint/SB0081.htm,https://le.utah.gov/~2022/bills/sbillenr/SB0081.htm
2022GS,SB0110,Water as Part of General Plan,"Sen. McKell, M.",general_plan,Governor Signed,Lieutenant Governor's office for filing,4 May 2022,282,8,7,https://le.utah.gov/~2022/bills/static/SB0110.html,https://le.utah.gov/~2022/bills/sbillint/SB0110.htm,https://le.utah.gov/~2022/bills/sbillenr/SB0110.htm
2022GS,SB0140,Housing and Transit Reinvestment Zone Amendments,"Sen. Harper, W.","development,housing,zoning",Governor Signed,Lieutenant Governor's office for filing,4 May 2022,433,19,9,https://le.utah.gov/~2022/bills/static/SB0140.html,https://le.utah.gov/~2022/bills/sbillint/SB0140.htm,https://le.utah.gov/~2022/bills/sbillenr/SB0140.htm
2023GS,HB0196,Eminent Domain Revisions,"Rep. Petersen, M.",eminent_domain,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2023/bills/static/HB0196.html,https://le.utah.gov/~2023/bills/hbillint/HB0196.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0196.htm
2023GS,HB0206,Airport Land Use Amendments,"Rep. Ballard, M.G.",land_use,Governor Signed,Lieutenant Governor's office for filing,3 May 2023,065,5,5,https://le.utah.gov/~2023/bills/static/HB0206.html,https://le.utah.gov/~2023/bills/hbillint/HB0206.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0206.htm
2023GS,HB0231,Low Income Housing Property Tax Exemption,"Rep. Eliason, S.",housing,Governor Signed,Lieutenant Governor's office for filing,3 May 2023,147,5,4,https://le.utah.gov/~2023/bills/static/HB0231.html,https://le.utah.gov/~2023/bills/hbillint/HB0231.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0231.htm
2023GS,HB0233,County Land Use Amendments,"Rep. Birkeland, K.","land_use,municipal_land",House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2023/bills/static/HB0233.html,https://le.utah.gov/~2023/bills/hbillint/HB0233.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0233.htm
2023GS,HB0291,Short Term Rental Amendments,"Rep. Musselman, C.R.",housing,House/ filed,House file for bills not passed,,,8,5,https://le.utah.gov/~2023/bills/static/HB0291.html,https://le.utah.gov/~2023/bills/hbillint/HB0291.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0291.htm
2023GS,HB0364,Housing Affordability Amendments,"Rep. Whyte, S.",housing,House/ to Governor,Executive Branch - Governor,13 Mar 2023,088,16,8,https://le.utah.gov/~2023/bills/static/HB0364.html,https://le.utah.gov/~2023/bills/hbillint/HB0364.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0364.htm
2023GS,HB0406,"Land Use, Development, and Management Act Modifications","Rep. Whyte, S.","anchor,land_use",Governor Signed,Lieutenant Governor's office for filing,3 May 2023,478,13,6,https://le.utah.gov/~2023/bills/static/HB0406.html,https://le.utah.gov/~2023/bills/hbillint/HB0406.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0406.htm
2023GS,HB0446,Housing and Transit Reinvestment Zone Modifications,"Rep. Snider, C.","development,housing,zoning",House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2023/bills/static/HB0446.html,https://le.utah.gov/~2023/bills/hbillint/HB0446.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0446.htm
2023GS,HB0496,Short-term Rental Enforcement Revisions,"Rep. Bennion, G.",housing,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2023/bills/static/HB0496.html,https://le.utah.gov/~2023/bills/hbillint/HB0496.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0496.htm
