rollcall_id,session,bill_no,date,chamber,committee,body_name,vote_type,motion_desc,action,result,yeas,nays,absent,recorded,source_url
243,2017GS,HB0427,3/6/2017 (5:00:08 PM),House,,House,floor,Agriculture Commodity Zone Amendments,House/ passed 3rd reading,Pass,74,0,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=859&house=H
244,2017GS,HB0441,3/6/2017,House,House Public Utilities and Energy Committee,House Public Utilities and Energy Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,9,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=4377
245,2017GS,HB0441,3/6/2017 (9:10:47 PM),House,,House,floor,House/ floor amendment # 1,House/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=932&house=H
246,2017GS,HB0441,3/6/2017 (9:13:21 PM),House,,House,floor,Housing and Homeless Reform Initiative Amendments,House/ passed 3rd reading,Pass,75,0,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=933&house=H
247,2017GS,HB0441,3/8/2017 (2:27:34 PM),Senate,,Senate,floor,Senate/ floor amendment # 3,Senate/ floor amendment # 3,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1400&house=S
248,2017GS,HB0441,3/8/2017 (2:41:57 PM),Senate,,Senate,floor,Housing and Homeless Reform Initiative Amendments,Senate/ passed 2nd reading,Pass,25,4,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1401&house=S
249,2017GS,HB0441,3/8/2017 (6:24:21 PM),Senate,,Senate,floor,Senate/ floor amendment # 6,Senate/ floor amendment # 6,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1451&house=S
250,2017GS,HB0441,3/8/2017 (6:39:37 PM),Senate,,Senate,floor,Housing and Homeless Reform Initiative Amendments,Senate/ passed 3rd reading,Pass,26,3,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1452&house=S
251,2017GS,HB0441,3/9/2017 (9:51:52 AM),House,,House,floor,House/ concurs with Senate amendment,House/ concurs with Senate amendment,Pass,70,1,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1157&house=H
252,2017GS,HB0448,3/2/2017,House,House Government Operations Committee,House Government Operations Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,7,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=4061
253,2017GS,HB0448,3/6/2017 (9:57:16 PM),House,,House,floor,Community Reinvestment Amendments,House/ passed 3rd reading,Pass,73,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=945&house=H
254,2017GS,HB0448,3/9/2017 (10:45:57 AM),Senate,,Senate,floor,Community Reinvestment Amendments,Senate/ passed 2nd & 3rd readings/ suspension,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1486&house=S
255,2017GS,SB0088,1/27/2017,Senate,Senate Health and Human Services Committee,Senate Health and Human Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,5,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=1083
256,2017GS,SB0088,2/13/2017 (11:18:50 AM),Senate,,Senate,floor,2nd Reading,Senate/ failed,Fail,12,13,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=292&house=S
257,2017GS,SB0088,2/14/2017 (10:44:26 AM),Senate,,Senate,floor,Senate/ motion to reconsider,Senate/ motion to reconsider,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=303&house=S
258,2017GS,SB0088,2/14/2017 (11:40:40 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=327&house=S
259,2017GS,SB0088,2/15/2017 (3:01:37 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=382&house=S
260,2017GS,SB0088,2/15/2017 (3:06:10 PM),Senate,,Senate,floor,2nd Reading,Senate/ passed 2nd reading,Pass,25,1,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=383&house=S
261,2017GS,SB0088,2/17/2017 (11:21:47 AM),Senate,,Senate,floor,3rd Reading,Senate/ passed 3rd reading,Pass,27,2,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=457&house=S
262,2017GS,SB0088,2/27/2017,House,House Health and Human Services Committee,House Health and Human Services Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,8,3,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=3722
263,2017GS,SB0088,3/7/2017 (4:21:27 PM),House,,House,floor,Senate 3rd Reading,House/ passed 3rd reading,Pass,47,27,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=1026&house=H
264,2017GS,SB0138,2/7/2017,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,- PASSED,Senate Comm - Amendment Recommendation # 1,Pass,6,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=1950
265,2017GS,SB0138,2/7/2017,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,6,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=1951
266,2017GS,SB0138,2/23/2017 (3:32:08 PM),Senate,,Senate,floor,Senate/ substituted from # 0 to # 2,Senate/ substituted from # 0 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=660&house=S
267,2017GS,SB0138,2/23/2017 (3:36:49 PM),Senate,,Senate,floor,Substitute 2,Senate/ passed 2nd reading,Pass,24,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=661&house=S
268,2017GS,SB0138,2/24/2017 (11:16:31 AM),Senate,,Senate,floor,Senate/ floor amendment # 1,Senate/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=695&house=S
269,2017GS,SB0138,2/24/2017 (11:18:53 AM),Senate,,Senate,floor,Substitute 2,Senate/ passed 3rd reading,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=696&house=S
270,2017GS,SB0138,2/28/2017,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,11,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=3870
271,2017GS,SB0138,3/1/2017 (11:52:26 AM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=731&house=H
272,2017GS,SB0138,3/2/2017 (11:07:39 AM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=782&house=H
273,2017GS,SB0138,3/2/2017 (11:11:16 AM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,67,0,8,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=783&house=H
274,2017GS,SB0140,2/3/2017,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,6,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=1745
275,2017GS,SB0140,2/21/2017 (3:11:23 PM),Senate,,Senate,floor,2nd Reading,Senate/ passed 2nd reading,Pass,25,1,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=539&house=S
276,2017GS,SB0140,2/22/2017 (11:33:52 AM),Senate,,Senate,floor,Senate/ floor amendment # 1,Senate/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=576&house=S
277,2017GS,SB0140,2/22/2017 (11:35:30 AM),Senate,,Senate,floor,3rd Reading,Senate/ passed 3rd reading,Pass,25,1,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=577&house=S
278,2017GS,SB0140,2/28/2017,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,10,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=3878
279,2017GS,SB0140,2/28/2017,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Consent Calendar Recommendation - PASSED,House Comm - Consent Calendar Recommendation,Pass,10,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=3880
280,2017GS,SB0140,3/2/2017 (10:43:38 AM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=772&house=H
281,2017GS,SB0140,3/2/2017 (11:52:17 AM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=791&house=H
282,2017GS,SB0140,3/2/2017 (11:55:16 AM),House,,House,floor,Final Passage,House/ passed 3rd reading,Pass,68,0,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2017GS&voteid=792&house=H
283,2017GS,SB0142,2/24/2017,Senate,Senate Revenue and Taxation Committee,Senate Revenue and Taxation Committee,committee,Held - PASSED,Senate Comm - Held,Pass,8,0,0,1,https://le.utah.gov/mtgvotes.jsp?voteid=3535
284,2018GS,HB0015,1/23/2018,House,House Economic Development and Workforce Services Committee,House Economic Development and Workforce Services Committee,committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,9,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=5719
285,2018GS,HB0015,1/23/2018,House,House Economic Development and Workforce Services Committee,House Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,9,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=5720
286,2018GS,HB0015,1/29/2018 (11:58:12 AM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,72,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=77&house=H
287,2018GS,HB0015,2/2/2018,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,3,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=6557
288,2018GS,HB0015,2/14/2018 (11:32:10 AM),Senate,,Senate,floor,Substitute 1,Senate/ passed 2nd reading,Pass,22,0,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=358&house=S
289,2018GS,HB0015,2/15/2018 (11:26:54 AM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=413&house=S
290,2018GS,HB0017,1/22/2018 (2:59:17 PM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=9&house=H
291,2018GS,HB0017,1/29/2018 (11:34:40 AM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=64&house=H
292,2018GS,HB0017,1/29/2018 (11:36:00 AM),House,,House,floor,House/ substituted from # 0 to # 1,House/ substituted from # 0 to # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=65&house=H
293,2018GS,HB0017,1/29/2018 (11:38:34 AM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,73,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=66&house=H
294,2018GS,HB0017,2/2/2018,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,3,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=6555
295,2018GS,HB0017,2/14/2018 (11:33:10 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=359&house=S
296,2018GS,HB0017,2/21/2018 (3:46:59 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=612&house=S
297,2018GS,HB0017,2/21/2018 (3:47:35 PM),Senate,,Senate,floor,Senate/ substituted from # 1 to # 2,Senate/ substituted from # 1 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=613&house=S
298,2018GS,HB0017,2/21/2018 (3:50:56 PM),Senate,,Senate,floor,Substitute 2,Senate/ passed 2nd reading,Pass,23,0,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=614&house=S
299,2018GS,HB0017,2/22/2018 (10:40:35 AM),Senate,,Senate,floor,Substitute 2,Senate/ passed 3rd reading,Pass,24,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=624&house=S
300,2018GS,HB0017,2/23/2018 (10:29:21 AM),House,,House,floor,Substitute 2,House/ concurs with Senate amendment,Pass,61,0,14,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=564&house=H
301,2018GS,HB0022,1/22/2018 (3:51:29 PM),House,,House,floor,Enterprise Zone Sunset Amendments,House/ passed 3rd reading,Pass,66,6,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=15&house=H
302,2018GS,HB0022,1/30/2018,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,5,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=6120
303,2018GS,HB0022,1/30/2018,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Consent Calendar Recommendation - PASSED,Senate Comm - Consent Calendar Recommendation,Pass,5,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=6122
304,2018GS,HB0022,2/5/2018 (11:39:33 AM),Senate,,Senate,floor,Enterprise Zone Sunset Amendments,Senate/ passed 3rd reading,Pass,25,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=147&house=S
305,2018GS,HB0032,1/23/2018 (11:53:53 AM),House,,House,floor,House/ substituted from # 0 to # 1,House/ substituted from # 0 to # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=27&house=H
306,2018GS,HB0032,1/23/2018 (11:59:25 AM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,73,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=28&house=H
307,2018GS,HB0032,1/30/2018,Senate,Senate Business and Labor Committee,Senate Business and Labor Committee,committee,- PASSED,Senate Comm - Substitute Recommendation from # 1 to # 2,Pass,5,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=6200
308,2018GS,HB0032,1/30/2018,Senate,Senate Business and Labor Committee,Senate Business and Labor Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,6,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=6204
309,2018GS,HB0032,2/7/2018 (12:01:03 PM),Senate,,Senate,floor,Substitute 2,Senate/ passed 2nd reading,Pass,24,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=216&house=S
310,2018GS,HB0032,2/8/2018 (11:30:07 AM),Senate,,Senate,floor,Senate/ substituted from # 2 to # 3,Senate/ substituted from # 2 to # 3,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=235&house=S
311,2018GS,HB0032,2/8/2018 (11:30:18 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=236&house=S
312,2018GS,HB0032,2/9/2018 (11:59:33 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=278&house=S
313,2018GS,HB0032,2/9/2018 (12:01:02 PM),Senate,,Senate,floor,Substitute 3,Senate/ passed 3rd reading,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=279&house=S
314,2018GS,HB0032,2/12/2018 (10:34:03 AM),House,,House,floor,Substitute 3,House/ concurs with Senate amendment,Pass,70,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=306&house=H
315,2018GS,HB0093,1/25/2018,House,"House Natural Resources, Agriculture, and Environment Committee","House Natural Resources, Agriculture, and Environment Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,11,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=5937
316,2018GS,HB0093,2/5/2018 (3:02:12 PM),House,,House,floor,Agriculture Commodity Zone Amendments,House/ passed 3rd reading,Pass,69,0,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=157&house=H
317,2018GS,HB0093,2/8/2018,Senate,"Senate Natural Resources, Agriculture, and Environment Committee","Senate Natural Resources, Agriculture, and Environment Committee",committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,6,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=6847
318,2018GS,HB0093,2/14/2018 (2:26:44 PM),Senate,,Senate,floor,Agriculture Commodity Zone Amendments,Senate/ passed 2nd reading,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=370&house=S
319,2018GS,HB0093,2/15/2018 (11:46:28 AM),Senate,,Senate,floor,Agriculture Commodity Zone Amendments,Senate/ passed 3rd reading,Pass,22,1,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=421&house=S
320,2018GS,HB0111,2/13/2018,House,House Revenue and Taxation Committee,House Revenue and Taxation Committee,committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,10,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=7295
321,2018GS,HB0111,2/13/2018,House,House Revenue and Taxation Committee,House Revenue and Taxation Committee,committee,Held - PASSED,House Comm - Held,Pass,10,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=7297
322,2018GS,HB0111,2/21/2018,House,House Revenue and Taxation Committee,House Revenue and Taxation Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,6,5,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=7810
323,2018GS,HB0126,1/30/2018,House,House Law Enforcement and Criminal Justice Committee,House Law Enforcement and Criminal Justice Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,5,4,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=6145
324,2018GS,HB0126,2/8/2018 (2:37:30 PM),House,,House,floor,House/ substituted from # 0 to # 1,House/ substituted from # 0 to # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=255&house=H
325,2018GS,HB0126,2/8/2018 (2:51:48 PM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,64,5,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=256&house=H
326,2018GS,HB0126,2/16/2018,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee","Senate Judiciary, Law Enforcement, and Criminal Justice Committee",committee,- PASSED,Senate Comm - Substitute Recommendation from # 1 to # 3,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=7551
327,2018GS,HB0126,2/16/2018,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee","Senate Judiciary, Law Enforcement, and Criminal Justice Committee",committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=7553
328,2018GS,HB0126,2/28/2018 (4:01:40 PM),Senate,,Senate,floor,Substitute 3,Senate/ passed 2nd reading,Pass,23,2,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=988&house=S
329,2018GS,HB0126,3/7/2018 (4:44:01 PM),Senate,,Senate,floor,Senate/ substituted from # 3 to # 4,Senate/ substituted from # 3 to # 4,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=1412&house=S
330,2018GS,HB0126,3/7/2018 (4:46:24 PM),Senate,,Senate,floor,Substitute 4,Senate/ passed 3rd reading,Pass,23,1,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=1413&house=S
331,2018GS,HB0126,3/7/2018 (8:29:22 PM),House,,House,floor,House/ refuse to concur with Senate amendment,House/ refuse to concur with Senate amendment,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=1168&house=H
332,2018GS,HB0126,3/8/2018 (9:17:21 AM),Senate,,Senate,floor,Senate/ refused to recede from Senate amendments,Senate/ refused to recede from Senate amendments,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=1488&house=S
333,2018GS,HB0126,3/8/2018 (2:22:20 PM),Senate,,Senate,floor,Senate Motion to Adopt Joint Conference Comm Rpt,Senate Motion to Adopt Joint Conference Comm Rpt,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=1525&house=S
334,2018GS,HB0126,3/8/2018 (2:25:00 PM),Senate,,Senate,floor,Substitute 4,Senate Conference Committee - Final Passage,Pass,24,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=1526&house=S
335,2018GS,HB0126,3/8/2018 (3:22:23 PM),House,,House,floor,House Motion to Adopt Joint Conference Comm Rpt,House Motion to Adopt Joint Conference Comm Rpt,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=1256&house=H
336,2018GS,HB0126,3/8/2018 (3:25:01 PM),House,,House,floor,Substitute 4,House Conference Committee - Final Passage,Pass,68,1,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=1257&house=H
337,2018GS,HB0142,1/26/2018,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Held - PASSED,House Comm - Held,Pass,10,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=6012
338,2018GS,HB0142,2/2/2018,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,- PASSED,House Comm - Amendment Recommendation # 1,Pass,7,0,6,1,https://le.utah.gov/mtgvotes.jsp?voteid=6585
339,2018GS,HB0142,2/2/2018,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,7,0,6,1,https://le.utah.gov/mtgvotes.jsp?voteid=6586
340,2018GS,HB0142,2/16/2018 (3:04:08 PM),House,,House,floor,Impact Fees Amendments,House/ passed 3rd reading,Pass,73,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=422&house=H
341,2018GS,HB0142,2/27/2018,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=8201
342,2018GS,HB0142,2/27/2018,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Consent Calendar Recommendation - PASSED,Senate Comm - Consent Calendar Recommendation,Pass,4,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=8202
343,2018GS,HB0142,3/2/2018 (10:40:46 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=1077&house=S
344,2018GS,HB0142,3/5/2018 (3:10:16 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=1164&house=S
345,2018GS,HB0142,3/5/2018 (3:11:25 PM),Senate,,Senate,floor,Impact Fees Amendments,Senate/ passed 3rd reading,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=1165&house=S
346,2018GS,HB0168,1/26/2018,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,10,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=6000
347,2018GS,HB0168,1/26/2018,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,11,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=6001
348,2018GS,HB0168,2/6/2018 (3:07:54 PM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=198&house=H
349,2018GS,HB0168,2/8/2018 (11:44:31 AM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=244&house=H
350,2018GS,HB0168,2/8/2018 (11:45:04 AM),House,,House,floor,House/ substituted from # 1 to # 2,House/ substituted from # 1 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=245&house=H
351,2018GS,HB0168,2/8/2018 (11:48:20 AM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,70,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=246&house=H
352,2018GS,HB0168,2/13/2018,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,- PASSED,Senate Comm - Substitute Recommendation from # 2 to # 3,Pass,3,0,5,1,https://le.utah.gov/mtgvotes.jsp?voteid=7230
353,2018GS,HB0168,2/13/2018,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=7232
354,2018GS,HB0168,2/22/2018 (3:11:36 PM),Senate,,Senate,floor,Substitute 3,Senate/ passed 2nd reading,Pass,17,0,12,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=646&house=S
355,2018GS,HB0168,2/23/2018 (11:06:54 AM),Senate,,Senate,floor,Substitute 3,Senate/ passed 3rd reading,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=699&house=S
356,2018GS,HB0168,2/26/2018 (10:51:56 AM),House,,House,floor,Substitute 3,House/ concurs with Senate amendment,Pass,70,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2018GS&voteid=615&house=H
357,2018GS,HB0250,2/12/2018,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,- PASSED,House Comm - Amendment Recommendation # 3,Pass,9,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=7168
