ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,land_use_category,n_motion_events,linkage_note,minutes_source
2021-12,2021-03-09,2021-03-09,"a Zone Change for the Dimock property, 3.59- acres located at approximately 800 North 2300 West, changing the zoning from A-1 (agriculture) to R-1-22 (residential/agriculture). Brad Mackey was representing the applicant.",meeting_minutes/minutes/2021/2021-03-08/2021-03-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-03-09,3,high,zone_change,1,,meeting_minutes/minutes/2021/2021-03-08/2021-03-09_city-council-meeting.md
2021-13,2021-03-09,2021-03-09,"a Zone Change for the Taylor Meadows-Wadley Property, 5.45-acres located at approximately 500 West 1500 South, changing the zoning from TH-5 (transitional holding) to R-1-22 (residential/agriculture). Arive Homes was the applicant.",meeting_minutes/minutes/2021/2021-03-08/2021-03-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-03-09,4,high,zone_change,1,,meeting_minutes/minutes/2021/2021-03-08/2021-03-09_city-council-meeting.md
2021-14,2021-03-23,2021-03-23,"the Worthen Zone Change, changing the zoning from TH-5 (transitional holding) to R-1-22 (residential/agriculture) on 2.9 acres located at 923 North 2300 West. Brock Worthen was the applicant.",meeting_minutes/minutes/2021/2021-03-22/2021-03-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-03-23,8,high,zone_change,1,,meeting_minutes/minutes/2021/2021-03-22/2021-03-23_city-council-meeting.md
2021-15,2021-04-13,2021-04-13,approval of the Gerber Zone Change from A-1 to R-1-15 on 1.56 acres of land located at 2295 North Center Street. Andrew Spencer was representing the applicant.,meeting_minutes/minutes/2021/2021-04-12/2021-04-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-04-13,4,high,zone_change,1,,meeting_minutes/minutes/2021/2021-04-12/2021-04-13_city-council-meeting.md
2021-16,2021-04-13,2021-04-13,approval of a Development Code amendment to Chapter 12 including additional considerations for trails.,meeting_minutes/minutes/2021/2021-04-12/2021-04-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-04-13,8,high,development_code_amendment,1,,meeting_minutes/minutes/2021/2021-04-12/2021-04-13_city-council-meeting.md
2021-17,2021-04-13,2021-04-13,"a Development Code amendment to Chapter 37, updating connectivity standards, including a trail connectivity option, and updating the connectivity indices.",meeting_minutes/minutes/2021/2021-04-12/2021-04-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-04-13,9,high,development_code_amendment,1,,meeting_minutes/minutes/2021/2021-04-12/2021-04-13_city-council-meeting.md
2021-18,2021-05-11,2021-05-11,the Concord Homes Zone Change from RA-1 (residential/agriculture) to R-1-12 (residential) on 0.69-acres of property located at 705 North Cedar Hollow Road. Brandon Swade was representing the applicant.,meeting_minutes/minutes/2021/2021-05-10/2021-05-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-05-11,5,high,zone_change,1,,meeting_minutes/minutes/2021/2021-05-10/2021-05-11_city-council-meeting.md
2021-19,2021-05-11,2021-05-11,"approval of the Lakeview Land and Rock General Plan Amendment at approximately 600 East 600 South, changing the designation from LDR (low density residential) to LI (light industrial) on approximately 12.81 acres. Cole Peck was representing the applicant. He stated that they would like to annex this",meeting_minutes/minutes/2021/2021-05-10/2021-05-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-05-11,6,high,general_plan_amendment,1,,meeting_minutes/minutes/2021/2021-05-10/2021-05-11_city-council-meeting.md
2021-20,2021-05-11,2021-05-11,"a Development Code amendment to Chapter 12, amending the regulations specific to medical pharmacies with distribution of cannabis to allow drive-thru facilities. Stan Lockhart was representing the applicant.",meeting_minutes/minutes/2021/2021-05-10/2021-05-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-05-11,7,high,development_code_amendment,1,,meeting_minutes/minutes/2021/2021-05-10/2021-05-11_city-council-meeting.md
2021-21,2021-06-08,2021-06-08,the Family Park General Plan Amendment from Public Facility to LDR (low density residential) on approximately 4.29 acres located at Airport Drive and 600 East.,meeting_minutes/minutes/2021/2021-06-07/2021-06-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-06-08,4,high,general_plan_amendment,1,,meeting_minutes/minutes/2021/2021-06-07/2021-06-08_city-council-meeting.md
2021-23,2021-06-08,2021-06-08,"a Development Code Amendment to Chapter 38, TOD requirements. Mike West stated that the intent of the change is to ensure good and safe connectivity.",meeting_minutes/minutes/2021/2021-06-07/2021-06-08_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-06-08,10,high,development_code_amendment,1,,meeting_minutes/minutes/2021/2021-06-07/2021-06-08_city-council-meeting.md
2021-24,2021-06-29,2021-06-29,"amending the Lehi Bike and Pedestrian Master Plan map. Mike West, City Planner, highlighted some aspects of the updated plan.",meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-06-29,19,high,master_plan_element,1,,meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md
2021-25,2021-06-29,2021-06-29,"a General Plan Amendment on approximately 13.05 acres located at approximately 1700 West 1500 North, changing the designation from VLDRA (very low density residential agriculture) to VLDR (very low density residential).",meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-06-29,8,high,general_plan_amendment,1,,meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md
2021-26,2021-06-29,2021-06-29,"the Lewis Flex Office Zone Change, amending the zoning from Commercial to Heavy Commercial on 10-acres of property located at approximately 4100 West and 2100 North. Howard Cook was representing the applicant.",meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-06-29,12,high,zone_change,1,,meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md
2021-27,2021-06-29,2021-06-29,a General Plan Amendment for Public Facilities in various locations of the City.,meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-06-29,17,high,general_plan_amendment,1,,meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md
2021-28,2021-06-29,2021-06-29,"the Lamb Property General Plan Amendment, changing the designation from MDR (medium density residential) & Mixed Use to just Mixed Use for 0.54-acres located at 1190 North 500 West. Jamie Ray was representing the applicant.",meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-06-29,16,high,general_plan_amendment,1,,meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md
2021-29,2021-06-29,2021-06-29,expanding firework restrictions in Lehi City due to existing drought conditions. Chief Craft proposed that there be firework restrictions in some areas of the city which were designated on the map. They are also opening 4 city parks for residents that may live in the,meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2021-06-29,3,high,other,1,,meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md
2021-57,2021-10-12,2021-10-12,"approving a zone change for various Lehi City owned properties, changing the zoning to Public Facility. Kim Struthers presented information on the requested zone change for the public facilities.",meeting_minutes/minutes/2021/2021-10-11/2021-10-12_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-10-12,9,high,zone_change,1,,meeting_minutes/minutes/2021/2021-10-11/2021-10-12_city-council-meeting.md
2021-58,2021-10-12,2021-10-12,approving a comprehensive update to the Land Use Element of the General Plan including the land use map and text.,meeting_minutes/minutes/2021/2021-10-11/2021-10-12_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-10-12,10,high,general_plan_amendment,1,,meeting_minutes/minutes/2021/2021-10-11/2021-10-12_city-council-meeting.md
2021-39,2021-10-26,2021-10-26,"approving the Carla’s Cove Zone Change, changing the zoning from A-5 (agriculture) to R-2 (medium density residential) on 2.82 acres located at 2402 West Main Street.",meeting_minutes/minutes/2021/2021-10-25/2021-10-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-10-26,8,high,zone_change,1,,meeting_minutes/minutes/2021/2021-10-25/2021-10-26_city-council-meeting.md
2021-54,2021-10-26,2021-10-26,"amending Title 1 Chapter 9 Section 4, Campaign Finance Disclosure Requirements, to add an additional deadline.",meeting_minutes/minutes/2021/2021-10-25/2021-10-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2021-10-26,10,high,other,1,,meeting_minutes/minutes/2021/2021-10-25/2021-10-26_city-council-meeting.md
2021-56,2021-10-26,2021-10-26,approving a zone change from A-5 (agriculture) to Neighborhood Commercial and R-1-Flex (residential) on 20.10-acres of property located at 2100 North 2300 West. Items 6 and 7 were heard together.,meeting_minutes/minutes/2021/2021-10-25/2021-10-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2021-10-26,3,medium,zone_change,2,"ordinance number appears in motions on multiple dates (2021-10-12,2021-10-26); chose last passing as adoption",meeting_minutes/minutes/2021/2021-10-25/2021-10-26_city-council-meeting.md
2022-07,2022-01-25,2022-01-25,"Consideration Ordinance #07-2022, approval of a comprehensive update to the Land Use Element of the General Plan including the land use map and text. The applicant, Lehi City, presented information on the General Plan Land Use. A separate application can be filed for an amendment for specific reques",meeting_minutes/minutes/2022/2022-01-24/2022-01-25_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-01-25,7,high,general_plan_amendment,1,,meeting_minutes/minutes/2022/2022-01-24/2022-01-25_city-council-meeting.md
2022-09,2022-02-22,2022-02-22,"the MDT zone change on 5.115-acres of property located at 1565 West 1220 North, changing the zoning from A-1 to R-1-22. Danny Gutierrez was representing the applicant.",meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-02-22,2,high,zone_change,1,,meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md
2022-11,2022-02-22,2022-02-22,"amending Title 9 Chapter 2 Article C Section 1 (Water Shortage Management Plan). Dave Norman, Public Works Director, briefed the Council on the current water levels. He stated that this year’s soil saturation is better this year, but the reservoir levels are lower.",meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2022-02-22,11,high,other,1,,meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md
2022-12,2022-02-22,2022-02-22,"adopting Title 3 Chapter 6 creating the Lehi City Parks, Arts, Recreation, and Culture (PARC) Advisory Committee.",meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2022-02-22,12,high,other,1,,meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md
2022-13,2022-02-22,2022-02-22,"the Morgan Property zone change on approximately 2.57-acres of property located at 105 South 1100 West, changing the zoning from RA-1 (residential/agriculture) to R-2 (medium density residential). Roger Morgan, property owner, was representing the applicant. He stated that they would like",meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-02-22,3,high,zone_change,1,,meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md
2022-14,2022-02-22,2022-02-22,"the Trinnaman Lane zone change on 1-acre of property located at 1200 North Trinnaman Lane, changing the zoning from A-1 (agriculture) to RA-1 (residential/agriculture). Mike Dubois was representing the applicant.",meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-02-22,4,high,zone_change,1,,meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md
2022-16,2022-02-22,2022-02-22,"an amendment to the Lehi City Development Code Chapters 16, 17, and Table 05.030A, amending driveway length requirements.",meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-02-22,9,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council-meeting.md
2022-17,2022-03-01,2022-03-01,a General Plan Amendment from Commercial to Mixed-Use on 0.51 acres located at approximately 2600 North 1200 West.,meeting_minutes/minutes/2022/2022-02-28/2022-03-01_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-03-01,3,high,general_plan_amendment,1,,meeting_minutes/minutes/2022/2022-02-28/2022-03-01_city-council-meeting.md
2020-24,2022-04-12,2022-04-12,approving updates and revisions to the Lehi City Standard Drawings adding a master planned trail crossing detail.,meeting_minutes/minutes/2022/2022-04-11/2022-04-12_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-04-12,13,high,design_standards,1,,meeting_minutes/minutes/2022/2022-04-11/2022-04-12_city-council-meeting.md
2022-22,2022-04-12,2022-04-12,"approval of the Cold Spring Ranch Area Plan Amendment, amending the allowed ERUs, density ranges of pods, property, and setbacks. Jeff Stevenson was representing the applicant.",meeting_minutes/minutes/2022/2022-04-11/2022-04-12_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-04-12,11,high,area_plan_amendment,1,,meeting_minutes/minutes/2022/2022-04-11/2022-04-12_city-council-meeting.md
2022-23,2022-04-12,2022-04-12,approving updates and revisions to the Lehi City Design Standards and Public Improvement Specifications Manual for tree planting standards. Jessica Smith reported that they made some updates to the standards.,meeting_minutes/minutes/2022/2022-04-11/2022-04-12_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-04-12,12,high,design_standards,1,,meeting_minutes/minutes/2022/2022-04-11/2022-04-12_city-council-meeting.md
2022-26,2022-04-26,2022-04-26,approving the Fort Street Zone Change on 4.79- acres of property located at approximately 3300 North 1200 West from TH-5 to Commercial and R-1-10. (Tabled from the March 22nd meeting.),meeting_minutes/minutes/2022/2022-04-25/2022-04-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-04-26,6,high,zone_change,1,,meeting_minutes/minutes/2022/2022-04-25/2022-04-26_city-council-meeting.md
2022-27,2022-04-26,2022-04-26,dissolving the Millpond Redevelopment Project Area.,meeting_minutes/minutes/2022/2022-04-25/2022-04-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2022-04-26,11,high,cra_rda_project_area,1,,meeting_minutes/minutes/2022/2022-04-25/2022-04-26_city-council-meeting.md
2022-28,2022-04-26,2022-04-26,dissolving the Alpine Highway Community Development Project Area.,meeting_minutes/minutes/2022/2022-04-25/2022-04-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2022-04-26,12,high,cra_rda_project_area,1,,meeting_minutes/minutes/2022/2022-04-25/2022-04-26_city-council-meeting.md
2022-29,2022-05-10,2022-05-10,"amendments to the Lehi City Development Code, revising areas where accessory dwelling units are not allowed. Kim Struthers stated that they are trying to meet the State’s requirements for accessory dwelling units (ADUs) allowed in the city. He said that they are allowing them in areas",meeting_minutes/minutes/2022/2022-05-09/2022-05-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-05-10,11,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-05-09/2022-05-10_city-council-meeting.md
2022-30,2022-05-10,2022-05-10,"the Johnston Zone Change, approximately 1- acre of property located at 2301 North 600 West changing the zoning from R-1-12 (residential) to R-1-8 (residential). John Johnston was representing the applicant. He stated that they are only developing 3 lots,",meeting_minutes/minutes/2022/2022-05-09/2022-05-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-05-10,6,high,zone_change,1,,meeting_minutes/minutes/2022/2022-05-09/2022-05-10_city-council-meeting.md
2022-31,2022-06-14,2022-06-14,approving the Kelly General Plan Amendment on 1.08-acres of property located at 3055 North 1200 West changing the zoning from VLDR (residential) to NC (neighborhood commercial). Lee and Mary Kelly were present for questions.,meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-06-14,21,high,general_plan_amendment,1,,meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-meeting.md
2022-32,2022-06-14,2022-06-14,"a Development Code Amendment to Chapter 20, Home Occupations, to include regulations for dog grooming facilities and permanent cosmetic home occupations.",meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-06-14,25,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-meeting.md
2022-33,2022-06-14,2022-06-14,"the Denzeler zone change on .38-acres of property located at 37 South 500 West, changing the zoning from RA-1 to Mixed Use. Monica Martins was there on behalf of her parents.",meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-06-14,17,high,zone_change,1,,meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-meeting.md
2022-34,2022-07-12,2022-07-12,"Consideration Ordinance #34-2022, a Development Code Amendment to Chapter 23 Signs, changing the approval process for civic institutional signs.",meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-07-12,16,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-meeting.md
2022-35,2022-07-12,2022-07-12,"a General Plan amendment on 1.63-acres located at 870 North 2300 West, changing the land use designation from VLDRA to Neighborhood Commercial. Mr. and Mrs. Gordan were the applicants. Mrs. Gordan stated that there is a great need for",meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-07-12,6,high,general_plan_amendment,1,,meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-meeting.md
2022-36,2022-07-12,2022-07-12,"approving the Thurman Zone Change on 1.54- acres located at 805 and 913 East Cedar Hollow Road, changing the zoning from RA-1 (residential/agriculture) to R-1-Flex (residential).",meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-07-12,8,high,zone_change,1,,meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-meeting.md
2022-38,2022-07-12,2022-07-12,"a Development Code amendment to Chapter 26 and ADU Restrictions Map, revising areas where accessory dwelling units are not allowed.",meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-07-12,17,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-meeting.md
2022-39,2022-08-09,2022-08-09,a Development Code Amendment to Chapter 3 Administration and to Figure 7 changing the Public Hearing requirements for Concept Plans. Mr. Struthers stated that this is amending the public hearing requirements.,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-08-09,9,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-meeting.md
2022-40,2022-08-09,2022-08-09,"a Development Code Amendment to Chapter 28, Resort Community Zone, amending the percentages of resort, residential, and commercial uses with the zone. Jonathan Bankhead was representing the applicant. He stated that this is just a step in the",meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-08-09,8,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-meeting.md
2022-41,2022-08-23,2022-08-23,"amending Title 9 Chapter 2 Article B Section 15, for the installation of secondary water meters. Ryan Wood stated that this is to clarify the code to allow for the secondary water meter installation.",meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2022-08-23,4,high,other,1,,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md
2022-42,2022-08-23,2022-08-23,"amending Title 9 Chapter 2 Article A Section 5, to explicitly limit the use of secondary water for outdoor watering use only. Dave Norman, Public Works Director, stated that this is to clarify that secondary water cannot be used for indoor purposes.",meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2022-08-23,5,high,other,1,,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md
2022-44,2022-08-23,2022-08-23,"approval of the Karren zone change, from R-1- Flex (residential) to R-2 (medium density residential) on 0.75-acres located at 105 South 500 West. James Karren was the applicant. He stated that this would allow his property to have two",meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-08-23,11,high,zone_change,1,,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md
2022-45,2022-08-23,2022-08-23,a Development Code Amendment to Table 37.080 and Chapter 16 PRD updating the parking requirements for multi-family projects. Mr. Struthers stated that this amendment will increase overall parking. It also changes the proximity requirements and increases the number of guest parking. This will also el,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-08-23,17,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md
2022-46,2022-08-23,2022-08-23,"approval of the Skye Area Plan amending the Micron Area Plan and including 2,436 equivalent residential units (ERUs), mixed-use space, a civic site, open space, trails and roadways. Located at approximately Timpanogos Highway and Center Street.",meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-08-23,12,high,area_plan_amendment,1,,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md
2022-47,2022-08-23,2022-08-23,"a General Plan Amendment for the Skye-Lehi Addition (boundary adjustment between Lehi City & Draper), on approximately 1,035.49-acres of property with the proposed General Plan Designations of Environmentally Sensitive Area (ESA), High Density Residential (HDR), Medium",meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-08-23,14,high,general_plan_amendment,1,,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md
2022-48,2022-08-23,2022-08-23,"the Kelly zone change, from RA-1 (residential agriculture) to NC (neighborhood commercial) on 1.08-acres located at 3055 North 1200 West. Mary Kelly was representing the applicant. She stated that she felt like the NC designation",meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-08-23,16,high,zone_change,1,,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md
2022-49,2022-08-23,2022-08-23,"approving an update to the Moderate Income Housing Plan Goals, Strategies and Timeline to come into conformance with State requirements.",meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2022-08-23,18,high,housing_plan,1,,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md
2022-50,2022-09-13,2022-09-13,"approving the Gemstone zone change, from RA-1 (residential agriculture) to R-3 (high density residential) on 1.33-acres located at 690 East 200 South. Skylar Berry was representing the applicant.",meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-09-13,13,high,zone_change,1,,meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council-meeting.md
2022-51,2022-09-13,2022-09-13,"approval of the Clark Main Street General Plan amendment, from Neighborhood Commercial to Mixed-Use on 1-acre located at 1064 West Main Street. Curtis Paine was representing the applicant.",meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-09-13,14,high,general_plan_amendment,1,,meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council-meeting.md
2022-52,2022-09-13,2022-09-13,"approval of the Davis Main Street General Plan amendment, from Neighborhood Commercial to Mixed-Use on 0.82-acres located at 1054 West Main Street.",meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-09-13,15,high,general_plan_amendment,1,,meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council-meeting.md
2022-55,2022-09-27,2022-09-27,approval of the Downtown Civic Campus zone change on various City owned properties changing the zoning from R-3 (high density residential) and Mixed Use to Public Facility.,meeting_minutes/minutes/2022/2022-09-26/2022-09-27_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-09-27,5,high,zone_change,1,,meeting_minutes/minutes/2022/2022-09-26/2022-09-27_city-council-meeting.md
