date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,district,source,in_election_results,matched_election_candidate,join_confidence,date_precision,filing_label_verbatim,pages,note
2023-12-21,Paul Glover,Council,2023,summary,12/21/2023,Paul Glover — 2023 Midvale campaign financial disclosure (12/21/2023),https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2023/Paul%20Glover%20-%20Campaign%20Financial%20Disclosure%2012-21-2023001.pdf?t=202312051820140,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2023_12_Paul-Glover.pdf,2,city_cf_page,yes,PAUL GLOVER,exact,page_stated,Paul Glover (12/21/2023),3,
2023-10-24,Bart Benson,Council,2023,interim,10/24/2023,Bart Benson — 2023 Midvale campaign financial disclosure (10/24/2023),https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2023/Bart%20Benson%20Financial%20Disc.pdf?t=202311131905500,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2023_01_Bart-Benson.pdf,3,city_cf_page,yes,BART BENSON,exact,page_stated,Bart Benson (10/24/2023),3,
2023-11-14,Bart Benson,Council,2023,interim,11/14/2023,Bart Benson — 2023 Midvale campaign financial disclosure (11/14/2023),https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2023/Bart%20Benson%20Financial%20Disclosure%20%28November%202023%29.pdf?t=202311141821020,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_02_Bart-Benson.pdf,3,city_cf_page,yes,BART BENSON,exact,page_stated,Bart Benson (11/14/2023),3,
2023-12-01,Bart Benson,Council,2023,summary,2023 Election Campaign Finance Statement,Bart Benson — 2023 Midvale campaign financial disclosure (2023 Election Campaign Finance Statement),http://municipal.utah.gov/salt%20lake/2023/Midvale/Bart%20Benson%202023%20Election%20Campaign%20Finance%20Statement.pdf,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/state/2023_state_Bart-Benson_Election-CF-Statement.pdf,3,state_disclosures,yes,BART BENSON,exact,cycle_inferred,2023_state_Bart-Benson_Election-CF-Statement.pdf,3,"2023 Election Campaign Finance Statement (candidacy/year-end); state-only, not on city page; may overlap the city December filing"
2023-12-21,Bart Benson,Council,2023,summary,12/21/2023,Bart Benson — 2023 Midvale campaign financial disclosure (12/21/2023),https://www.midvale.utah.gov/Document%20Center/Bart%20Benson%20Financial%20Disclosure%20%28December%202023%29.pdf?t=202312281316120,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_03_Bart-Benson.pdf,3,city_cf_page,yes,BART BENSON,exact,page_stated,Bart Benson (12/21/2023),4,hosted at flat Document Center root (not the year folder)
2023-10-24,Evan Feinberg,Council,2023,interim,10/24/2023,Evan Feinberg — 2023 Midvale campaign financial disclosure (10/24/2023),https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2023/Evan%20Feinberg%20Financial%20Disclosure%20%28October%202023%29.pdf?t=202311131910240,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_07_Evan-Feinberg.pdf,3,city_cf_page,yes,EVAN FEINBERG,exact,page_stated,Evan Feinberg (10/24/2023),3,
2023-11-14,Evan Feinberg,Council,2023,interim,11/14/2023,Evan Feinberg — 2023 Midvale campaign financial disclosure (11/14/2023),https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2023/Evan%20Feinberg%20Financial%20Disclosure%20%28November%202023%29.pdf?t=202311141909330,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_08_Evan-Feinberg.pdf,3,city_cf_page,yes,EVAN FEINBERG,exact,page_stated,Evan Feinberg (11/14/2023),4,
2023-12-21,Evan Feinberg,Council,2023,summary,12/21/2023,Evan Feinberg — 2023 Midvale campaign financial disclosure (12/21/2023),https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2023/Evan%20Feinberg%20Financial%20Disclosure%20%28December%202023%29.pdf?t=202312281318550,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_09_Evan-Feinberg.pdf,3,city_cf_page,yes,EVAN FEINBERG,exact,page_stated,Evan Feinberg 12/21/2023,4,
2023-10-24,Heidi Robinson,Council,2023,interim,10/24/2023,Heidi Robinson — 2023 Midvale campaign financial disclosure (10/24/2023),https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2023/Heidi%20Robinson%20Financial%20Disclosure%20%28October%202023%29.pdf?t=202311131914020,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_13_Heidi-Robinson.pdf,3,city_cf_page,yes,HEIDI ROBINSON,exact,page_stated,Heidi Robinson (10/24/2023),3,
2023-11-14,Heidi Robinson,Council,2023,interim,11/14/2023,Heidi Robinson — 2023 Midvale campaign financial disclosure (11/14/2023),https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2023/Heidi%20Robinson%20Financial%20Disclosure%20%28November%202023%29.pdf.docx.pdf?t=202311141825010,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_14_Heidi-Robinson.pdf,3,city_cf_page,yes,HEIDI ROBINSON,exact,page_stated,Heidi Robinson (11/14/2023),3,re-saved from docx (server filename *.pdf.docx.pdf)
2023-12-21,Heidi Robinson,Council,2023,summary,12/21/2023,Heidi Robinson — 2023 Midvale campaign financial disclosure (12/21/2023),https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2023/Heidi%20Robinson%20Financial%20Disclosure%20%28December%202023%29.pdf?t=202312201435480,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_15_Heidi-Robinson.pdf,3,city_cf_page,yes,HEIDI ROBINSON,exact,page_stated,Heidi Robinson (12/21/2023),3,
2025-10-07,Bryant Brown,Council,2025,interim,"October 7, 2025","Bryant Brown — 2025 Midvale campaign financial disclosure (October 7, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Bryant%20Brown%20October%207th%20Report.pdf?t=202510021734420,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_07_Bryant-Brown.pdf,4,city_cf_page,yes,BRYANT BROWN,exact,page_stated,"Bryant Brown Financial Disclosure (October 7, 2025)",6,hosted in Recorders Office/Elections/2025 folder
2025-10-28,Bryant Brown,Council,2025,interim,"October 28, 2025","Bryant Brown — 2025 Midvale campaign financial disclosure (October 28, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Bryant%20Brown%20Financial%20Disclosure%20October%2028%202025.pdf?t=202510271638210,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_08_Bryant-Brown.pdf,4,city_cf_page,yes,BRYANT BROWN,exact,page_stated,"Bryant Brown Financial Disclosure (October 28, 2025)",6,hosted in Recorders Office/Elections/2025 folder
2025-12-04,Bryant Brown,Council,2025,summary,"December 4, 2025","Bryant Brown — 2025 Midvale campaign financial disclosure (December 4, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Bryant%20Brown%20Financial%20Disclosure%20%28December%204%2C%202025%29.pdf?t=202512041925450,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_09_Bryant-Brown.pdf,4,city_cf_page,yes,BRYANT BROWN,exact,page_stated,"Bryant Brown Financial Disclosure (December 4, 2025)",6,hosted in Recorders Office/Elections/2025 folder
2025-10-07,Rainer Lilbok,Council,2025,interim,"October 7, 2025","Rainer Lilbok — 2025 Midvale campaign financial disclosure (October 7, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2025/Rainer%20Lilbok%20Financial%20Disclosure%2010-7-25.pdf?t=202510071728580,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_16_Rainer-Lilbok.pdf,4,city_cf_page,yes,RAINER LILBOK,exact,page_stated,"Rainer Lilbok Financial Disclosure (October 7, 2025)",5,
2025-10-28,Rainer Lilbok,Council,2025,interim,"October 28, 2025","Rainer Lilbok — 2025 Midvale campaign financial disclosure (October 28, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Rainer%20Lilbok%20Financial%20Disclosure%20%28October%2028%2C%202025%29.pdf?t=202510281914150,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_17_Rainer-Lilbok.pdf,4,city_cf_page,yes,RAINER LILBOK,exact,page_stated,"Rainer Lilbok Financial Disclosure (October 28, 2025)",5,hosted in Recorders Office/Elections/2025 folder
2025-12-04,Rainer Lilbok,Council,2025,summary,"December 4, 2025","Rainer Lilbok — 2025 Midvale campaign financial disclosure (December 4, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Rainer%20Lilbok%20Financial%20Disclosure%20%28December%204%2C%202025%29.pdf?t=202512041910130,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_18_Rainer-Lilbok.pdf,4,city_cf_page,yes,RAINER LILBOK,exact,page_stated,"Rainer Lilbok Financial Disclosure (December 4, 2025)",5,hosted in Recorders Office/Elections/2025 folder
2025-10-07,Denece Mikolash,Council,2025,interim,"October 7, 2025","Denece Mikolash — 2025 Midvale campaign financial disclosure (October 7, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2025/Denece%20Mikolash%20Oct%207th%20Report%20Redacted.pdf?t=202510071842570,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_19_Denece-Mikolash.pdf,5,city_cf_page,yes,DENECE MIKOLASH,exact,page_stated,"Denece Mikolash Financial Disclosure (October 7, 2025)",5,city-posted redacted version (donor detail redacted)
2025-10-28,Denece Mikolash,Council,2025,interim,"October 28, 2025","Denece Mikolash — 2025 Midvale campaign financial disclosure (October 28, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Denece%20Mikolash%20Oct%2028%202025%20Financial%20Disclosure.pdf?t=202510271950100,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_20_Denece-Mikolash.pdf,5,city_cf_page,yes,DENECE MIKOLASH,exact,page_stated,"Denece Mikolash Financial Disclosure (October 28, 2025)",5,hosted in Recorders Office/Elections/2025 folder
2025-12-04,Denece Mikolash,Council,2025,summary,"December 4, 2025","Denece Mikolash — 2025 Midvale campaign financial disclosure (December 4, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Denece%20Mikolash%20Financial%20Disclosure%20%28December%204%2C%202025%29.pdf?t=202512041926230,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_21_Denece-Mikolash.pdf,5,city_cf_page,yes,DENECE MIKOLASH,exact,page_stated,"Denece Mikolash Financial Disclosure (December 4, 2025)",5,hosted in Recorders Office/Elections/2025 folder
2025-10-07,Jamie Steverson,Council,2025,interim,"October 7, 2025","Jamie Steverson — 2025 Midvale campaign financial disclosure (October 7, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2025/Jamie%20Steverson%20financial%20disclosure%2010-7-25_Redacted.pdf?t=202510081235160,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_04_Jamie-Steverson.pdf,5,city_cf_page,yes,JAMIE STEVERSON,exact,page_stated,"Jamie Steverson Financial Disclosure (October 7, 2025)",6,city-posted redacted version (donor detail redacted)
2025-10-28,Jamie Steverson,Council,2025,interim,"October 28, 2025","Jamie Steverson — 2025 Midvale campaign financial disclosure (October 28, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Jamie%20Steverson%20Financial%20Disclosure%20%28October%2028%2C%202025%29.pdf?t=202510281911080,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_05_Jamie-Steverson.pdf,5,city_cf_page,yes,JAMIE STEVERSON,exact,page_stated,"Jamie Steverson Financial Disclosure (October 28, 2025)",5,hosted in Recorders Office/Elections/2025 folder
2025-12-04,Jamie Steverson,Council,2025,summary,"December 4, 2025","Jamie Steverson — 2025 Midvale campaign financial disclosure (December 4, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Jamie%20Steverson%20Financial%20Disclosure%20December%204%2C%202025%29.pdf?t=202512041924360,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_06_Jamie-Steverson.pdf,5,city_cf_page,yes,JAMIE STEVERSON,exact,page_stated,"Jamie Steverson Financial Disclosure (December 4, 2025)",5,hosted in Recorders Office/Elections/2025 folder
2025-10-28,Brandee Boyer,Mayor,2025,interim,"October 28, 2025","Brandee Boyer — 2025 Midvale campaign financial disclosure (October 28, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Brandee%20Boyer%20Financial%20Disclosure%20%28October%2028%2C%202025%29.pdf?t=202510291113400,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_02_Brandee-Boyer.pdf,,city_cf_page,yes,BRANDEE BOYER,exact,page_stated,"Brandee Boyer Financial Disclosure (October 28, 2025)",5,hosted in Recorders Office/Elections/2025 folder
2025-11-01,Brandee Boyer,Mayor,2025,interim,,Brandee Boyer — 2025 Midvale campaign financial disclosure (interim),https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2025/Brandee%20Boyer%20Oct%207%20Report%20Redacted.pdf?t=202510062010130,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_01_Brandee-Boyer.pdf,,city_cf_page,yes,BRANDEE BOYER,exact,cycle_inferred,Brandee Boyer Oct 7 Report Redacted.pdf,5,city-posted redacted version (donor detail redacted)
2025-12-04,Brandee Boyer,Mayor,2025,summary,"December 4, 2025","Brandee Boyer — 2025 Midvale campaign financial disclosure (December 4, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Brandee%20Boyer%20Financial%20Disclosure%20%28December%204%2C%202025%29.pdf?t=202512041848510,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_03_Brandee-Boyer.pdf,,city_cf_page,yes,BRANDEE BOYER,exact,page_stated,"Brandee Boyer Financial Disclosure (December 4, 2025)",5,hosted in Recorders Office/Elections/2025 folder
2025-10-07,David B. Fair,Mayor,2025,interim,"October 7, 2025","David B. Fair — 2025 Midvale campaign financial disclosure (October 7, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2025/David%20Fair%20Oct%207th%20Report%20Redacted.pdf?t=202510062011250,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_10_David-Fair.pdf,,city_cf_page,yes,DAVID B FAIR,exact,page_stated,"David Fair Financial Disclosure (October 7, 2025)",4,city-posted redacted version (donor detail redacted)
2025-10-28,David B. Fair,Mayor,2025,interim,"October 28, 2025","David B. Fair — 2025 Midvale campaign financial disclosure (October 28, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/David%20Fair%20Financial%20Disclosure%20%28October%2028%2C%202025%29.pdf?t=202510281911580,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_11_David-Fair.pdf,,city_cf_page,yes,DAVID B FAIR,exact,page_stated,"David Fair Financial Disclosure (October 28, 2025)",4,hosted in Recorders Office/Elections/2025 folder
2025-12-04,David B. Fair,Mayor,2025,summary,"December 4, 2025","David B. Fair — 2025 Midvale campaign financial disclosure (December 4, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/David%20Fair%20Financial%20Disclosure%20December%204%2C%202025%29.pdf?t=202512041909260,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_12_David-Fair.pdf,,city_cf_page,yes,DAVID B FAIR,exact,page_stated,"David Fair Financial Disclosure (December 4, 2025)",5,hosted in Recorders Office/Elections/2025 folder
2025-10-07,Dustin Gettel,Mayor,2025,interim,"October 7, 2025","Dustin Gettel — 2025 Midvale campaign financial disclosure (October 7, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2025/Gettel%2010.07.25%20Disclosure_Redacted.pdf?t=202510071730000,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_13_Dustin-Gettel.pdf,,city_cf_page,yes,DUSTIN GETTEL,exact,page_stated,"Dustin Gettel Financial Disclosure (October 7, 2025)",8,city-posted redacted version (donor detail redacted)
2025-10-28,Dustin Gettel,Mayor,2025,interim,"October 28, 2025","Dustin Gettel — 2025 Midvale campaign financial disclosure (October 28, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Dustin%20Gettel%20Financial%20Disclosure%20%28October%2028%2C%202025%29.pdf?t=202510281913110,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_14_Dustin-Gettel.pdf,,city_cf_page,yes,DUSTIN GETTEL,exact,page_stated,"Dustin Gettel Financial Disclosure (October 28, 2025)",7,hosted in Recorders Office/Elections/2025 folder
2025-12-04,Dustin Gettel,Mayor,2025,summary,"December 4, 2025","Dustin Gettel — 2025 Midvale campaign financial disclosure (December 4, 2025)",https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Elections/2025/Dustin%20Gettel%20Financial%20Disclosure%20%28December%204%2C%202025%29.pdf?t=202512041907560,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_15_Dustin-Gettel.pdf,,city_cf_page,yes,DUSTIN GETTEL,exact,page_stated,"Dustin Gettel Financial Disclosure (December 4, 2025)",6,hosted in Recorders Office/Elections/2025 folder
