year	candidate	office	district	in_er	filing_type	period	label	href	url	fname	upload
2019	Quinn Sperry	Council	1	yes	interim	October 2019	Quinn Sperryn October 2019	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2019/Quinn Sperryn October 2019.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2019/Quinn%20Sperryn%20October%202019.pdf?t=202309190901470	2019_09_Quinn-Sperry.pdf	202309
2019	Sophia Hawes-Tingey	Council	2	yes			Sophia Hawes Tingey Campaign Finance Statement	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2019/Sophia Hawes Tingey Campai.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2019/Sophia%20Hawes%20Tingey%20Campai.pdf?t=202309190901470	2019_10_Sophia-Hawes-Tingey.pdf	202309
2019	Sophia Hawes-Tingey	Council	2	yes			Sophia Hawes Tingey Campaign Finance Statement	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2019/Sophia Hawes Tingey Campai (1).pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2019/Sophia%20Hawes%20Tingey%20Campai%20%281%29.pdf?t=202309190901470	2019_11_Sophia-Hawes-Tingey.pdf	202309
2017	Andrew Stoddard	Council	4	yes			Andrew Stoddard	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/Andrew Stoddar.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/Andrew%20Stoddar.pdf?t=202309190901470	2017_01_Andrew-Stoddard.pdf	202309
2017	Bryant Brown	Council	4	yes			Bryant Brown	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/Bryant Brown.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/Bryant%20Brown.pdf?t=202309190901470	2017_02_Bryant-Brown.pdf	202309
2017	Bryant Brown	Council	4	yes	interim	October 2017	October 2017 Bryant Brown Campaign Disclosure	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/October 2017 Bryant Brown .pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/October%202017%20Bryant%20Brown%20.pdf?t=202309190901470	2017_03_Bryant-Brown.pdf	202309
2017	Phil Jankovich	Mayor		yes			Phil Jankovich	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/Phil Jankovich.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/Phil%20Jankovich.pdf?t=202309190901470	2017_04_Phil-Jankovich.pdf	202309
2017	Dustin Gettel	Council	5	yes			Dustin Gettel	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/Dustin Gettel.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/Dustin%20Gettel.pdf?t=202309190901470	2017_05_Dustin-Gettel.pdf	202309
2017	Dustin Gettel	Council	5	yes	interim	2017-10-30	20171030 Dustin Gettel	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/20171030 Dustin Gettel.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/20171030%20Dustin%20Gettel.pdf?t=202309190901470	2017_06_Dustin-Gettel.pdf	202309
2017	Matthew Hansen	Mayor		yes			Matthew Hansen	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/Matthew Hansen.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/Matthew%20Hansen.pdf?t=202309190901470	2017_07_Matthew-Hansen.pdf	202309
2017	Robert Hale	Mayor		yes			Robert Hale	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/Robert Hale.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/Robert%20Hale.pdf?t=202309190901470	2017_08_Robert-Hale.pdf	202309
2017	Robert Hale	Mayor		yes	interim	October 2017	October 2017 Robert Hale	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/October 2017 Robert Hale.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/October%202017%20Robert%20Hale.pdf?t=202309190901470	2017_09_Robert-Hale.pdf	202309
2017	Sophia Hawes-Tingey	Mayor		yes			Sophia Hawes - Tingey	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/Sophia Hawes  Tingey.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/Sophia%20Hawes%20%20Tingey.pdf?t=202309190901470	2017_10_Sophia-Hawes-Tingey.pdf	202309
2017	Sophia Hawes-Tingey	Mayor		yes	interim		Sophia 2017 Campaign October Report	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/Sophia 2017 Campaign Octob.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/Sophia%202017%20Campaign%20Octob.pdf?t=202309190901470	2017_11_Sophia-Hawes-Tingey.pdf	202309
2017	Stephanie Johnson	Council	4	yes			Stephanie Johnson	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/Stephanie Johnson.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/Stephanie%20Johnson.pdf?t=202309190901470	2017_12_Stephanie-Johnson.pdf	202309
2017	Stephen R. Brown	Council	5	yes			Stephen R. Brown	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/Stephen R Brown.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/Stephen%20R%20Brown.pdf?t=202309190901470	2017_13_Stephen-R-Brown.pdf	202309
2017	Stephen Brown	Council	5	yes	interim	October 2017	October 2017 Stephen Brown	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/October 2017 Stephen Brown.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/October%202017%20Stephen%20Brown.pdf?t=202309190901470	2017_14_Stephen-Brown.pdf	202309
2017	Wayne L. Sharp	Council	4	yes			Wayne L. Sharp	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/Wayne L Shar.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/Wayne%20L%20Shar.pdf?t=202309190901470	2017_15_Wayne-L-Sharp.pdf	202309
2017	Mont Millerberg	Mayor		yes	interim	2017-08-29	20170829 Mont Millerberg Campaign Finance Statements	Document Center/Government/Departments/Recorders Office/Campaign Financial Disclosures/2017/20170829 Mont Millerberg C.pdf?t=202309190901470	https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Campaign%20Financial%20Disclosures/2017/20170829%20Mont%20Millerberg%20C.pdf?t=202309190901470	2017_16_Mont-Millerberg.pdf	202309
