legistar_vote_pk,legistar_vote_id,legistar_event_item_id,legistar_person_id,person_name,value_raw,value_norm
1200,16743,29680,335,Zach Robinson,Yes,Aye
1201,16744,29680,370,Monica Zoltanski,Yes,Aye
1202,16745,29680,368,Marci Houseman,Yes,Aye
1203,16746,29680,331,Cyndi Sharkey,Yes,Aye
1204,16747,29680,334,Brooke Christensen,Yes,Aye
1205,16727,29682,369,Alison Stroud,Yes,Aye
1206,16728,29682,253,Kris Nicholl,Yes,Aye
1207,16729,29682,335,Zach Robinson,Yes,Aye
1208,16730,29682,370,Monica Zoltanski,Yes,Aye
1209,16731,29682,368,Marci Houseman,Yes,Aye
1210,16732,29682,331,Cyndi Sharkey,Yes,Aye
1211,16733,29682,334,Brooke Christensen,Yes,Aye
1212,16734,29684,369,Alison Stroud,Yes,Aye
1213,16735,29684,253,Kris Nicholl,Yes,Aye
1214,16736,29684,335,Zach Robinson,Yes,Aye
1215,16737,29684,370,Monica Zoltanski,Yes,Aye
1216,16738,29684,368,Marci Houseman,Yes,Aye
1217,16739,29684,331,Cyndi Sharkey,Yes,Aye
1218,16740,29684,334,Brooke Christensen,Yes,Aye
1219,16741,29700,369,Alison Stroud,Yes,Aye
1220,16742,29700,253,Kris Nicholl,Yes,Aye
1221,16743,29700,335,Zach Robinson,Yes,Aye
1222,16744,29700,370,Monica Zoltanski,Yes,Aye
1223,16745,29700,368,Marci Houseman,Yes,Aye
1224,16746,29700,331,Cyndi Sharkey,Yes,Aye
1225,16747,29700,334,Brooke Christensen,Yes,Aye
1226,16755,29747,369,Alison Stroud,Yes,Aye
1227,16756,29747,253,Kris Nicholl,Yes,Aye
1228,16757,29747,335,Zach Robinson,Yes,Aye
1229,16758,29747,370,Monica Zoltanski,Yes,Aye
1230,16759,29747,368,Marci Houseman,Yes,Aye
1231,16760,29747,331,Cyndi Sharkey,Yes,Aye
1232,16761,29747,334,Brooke Christensen,Yes,Aye
1233,16748,29749,369,Alison Stroud,Yes,Aye
1234,16749,29749,253,Kris Nicholl,Yes,Aye
1235,16750,29749,335,Zach Robinson,No,Nay
1236,16751,29749,370,Monica Zoltanski,Yes,Aye
1237,16752,29749,368,Marci Houseman,Yes,Aye
1238,16753,29749,331,Cyndi Sharkey,No,Nay
1239,16754,29749,334,Brooke Christensen,Yes,Aye
1240,16755,29763,369,Alison Stroud,Yes,Aye
1241,16756,29763,253,Kris Nicholl,Yes,Aye
1242,16757,29763,335,Zach Robinson,Yes,Aye
1243,16758,29763,370,Monica Zoltanski,Yes,Aye
1244,16759,29763,368,Marci Houseman,Yes,Aye
1245,16760,29763,331,Cyndi Sharkey,Yes,Aye
1246,16761,29763,334,Brooke Christensen,Yes,Aye
1247,16798,29879,369,Alison Stroud,Yes,Aye
1248,16799,29879,253,Kris Nicholl,Yes,Aye
1249,16800,29879,335,Zach Robinson,Yes,Aye
1250,16801,29879,370,Monica Zoltanski,Yes,Aye
1251,16802,29879,368,Marci Houseman,Yes,Aye
1252,16803,29879,331,Cyndi Sharkey,Yes,Aye
1253,16804,29879,334,Brooke Christensen,Yes,Aye
1254,16777,29882,369,Alison Stroud,Yes,Aye
1255,16778,29882,253,Kris Nicholl,Yes,Aye
1256,16779,29882,335,Zach Robinson,Yes,Aye
1257,16780,29882,370,Monica Zoltanski,Yes,Aye
1258,16781,29882,368,Marci Houseman,Yes,Aye
1259,16782,29882,331,Cyndi Sharkey,Yes,Aye
1260,16783,29882,334,Brooke Christensen,Yes,Aye
1261,16784,29883,369,Alison Stroud,Yes,Aye
1262,16785,29883,253,Kris Nicholl,Yes,Aye
1263,16786,29883,335,Zach Robinson,Yes,Aye
1264,16787,29883,370,Monica Zoltanski,Yes,Aye
1265,16788,29883,368,Marci Houseman,Yes,Aye
1266,16789,29883,331,Cyndi Sharkey,Yes,Aye
1267,16790,29883,334,Brooke Christensen,Yes,Aye
1268,16791,29886,369,Alison Stroud,Yes,Aye
1269,16792,29886,253,Kris Nicholl,Yes,Aye
1270,16793,29886,335,Zach Robinson,Yes,Aye
1271,16794,29886,370,Monica Zoltanski,Yes,Aye
1272,16795,29886,368,Marci Houseman,Yes,Aye
1273,16796,29886,331,Cyndi Sharkey,Yes,Aye
1274,16797,29886,334,Brooke Christensen,Yes,Aye
1275,16798,29903,369,Alison Stroud,Yes,Aye
1276,16799,29903,253,Kris Nicholl,Yes,Aye
1277,16800,29903,335,Zach Robinson,Yes,Aye
1278,16801,29903,370,Monica Zoltanski,Yes,Aye
1279,16802,29903,368,Marci Houseman,Yes,Aye
1280,16803,29903,331,Cyndi Sharkey,Yes,Aye
1281,16804,29903,334,Brooke Christensen,Yes,Aye
1282,16869,29920,369,Alison Stroud,Yes,Aye
1283,16870,29920,253,Kris Nicholl,Yes,Aye
1284,16871,29920,335,Zach Robinson,Yes,Aye
1285,16872,29920,370,Monica Zoltanski,Yes,Aye
1286,16873,29920,368,Marci Houseman,Yes,Aye
1287,16874,29920,331,Cyndi Sharkey,Yes,Aye
1288,16875,29920,334,Brooke Christensen,Yes,Aye
1289,16869,29962,369,Alison Stroud,Yes,Aye
1290,16870,29962,253,Kris Nicholl,Yes,Aye
1291,16871,29962,335,Zach Robinson,Yes,Aye
1292,16872,29962,370,Monica Zoltanski,Yes,Aye
1293,16873,29962,368,Marci Houseman,Yes,Aye
1294,16874,29962,331,Cyndi Sharkey,Yes,Aye
1295,16875,29962,334,Brooke Christensen,Yes,Aye
1296,16890,29983,369,Alison Stroud,Yes,Aye
1297,16891,29983,253,Kris Nicholl,Yes,Aye
1298,16892,29983,335,Zach Robinson,Yes,Aye
1299,16893,29983,370,Monica Zoltanski,Yes,Aye
1300,16894,29983,368,Marci Houseman,Yes,Aye
1301,16895,29983,331,Cyndi Sharkey,Yes,Aye
1302,16896,29983,334,Brooke Christensen,Yes,Aye
1303,16883,29986,369,Alison Stroud,Yes,Aye
1304,16884,29986,253,Kris Nicholl,Yes,Aye
1305,16885,29986,335,Zach Robinson,Yes,Aye
1306,16886,29986,370,Monica Zoltanski,Yes,Aye
1307,16887,29986,368,Marci Houseman,Yes,Aye
1308,16888,29986,331,Cyndi Sharkey,No,Nay
1309,16889,29986,334,Brooke Christensen,No,Nay
1310,16897,29999,369,Alison Stroud,Yes,Aye
1311,16898,29999,253,Kris Nicholl,Yes,Aye
1312,16899,29999,335,Zach Robinson,Yes,Aye
1313,16900,29999,370,Monica Zoltanski,Yes,Aye
1314,16901,29999,368,Marci Houseman,Yes,Aye
1315,16902,29999,331,Cyndi Sharkey,Yes,Aye
1316,16903,29999,334,Brooke Christensen,Yes,Aye
1317,16897,30003,369,Alison Stroud,Yes,Aye
1318,16898,30003,253,Kris Nicholl,Yes,Aye
1319,16899,30003,335,Zach Robinson,Yes,Aye
1320,16900,30003,370,Monica Zoltanski,Yes,Aye
1321,16901,30003,368,Marci Houseman,Yes,Aye
1322,16902,30003,331,Cyndi Sharkey,Yes,Aye
1323,16903,30003,334,Brooke Christensen,Yes,Aye
1324,16928,30018,369,Alison Stroud,Yes,Aye
1325,16929,30018,253,Kris Nicholl,Yes,Aye
1326,16930,30018,335,Zach Robinson,Yes,Aye
1327,16931,30018,370,Monica Zoltanski,Yes,Aye
1328,16932,30018,368,Marci Houseman,Yes,Aye
1329,16933,30018,331,Cyndi Sharkey,Yes,Aye
1330,16934,30018,334,Brooke Christensen,Yes,Aye
1331,16942,30019,369,Alison Stroud,Yes,Aye
1332,16943,30019,253,Kris Nicholl,Yes,Aye
1333,16944,30019,335,Zach Robinson,Yes,Aye
1334,16945,30019,370,Monica Zoltanski,Yes,Aye
1335,16946,30019,368,Marci Houseman,Yes,Aye
1336,16947,30019,331,Cyndi Sharkey,Yes,Aye
1337,16948,30019,334,Brooke Christensen,Yes,Aye
1338,16935,30020,369,Alison Stroud,Yes,Aye
1339,16936,30020,253,Kris Nicholl,Yes,Aye
1340,16937,30020,335,Zach Robinson,No,Nay
1341,16938,30020,370,Monica Zoltanski,No,Nay
1342,16939,30020,368,Marci Houseman,Yes,Aye
1343,16940,30020,331,Cyndi Sharkey,Yes,Aye
1344,16941,30020,334,Brooke Christensen,No,Nay
1345,16949,30021,369,Alison Stroud,Yes,Aye
1346,16950,30021,253,Kris Nicholl,Yes,Aye
1347,16951,30021,335,Zach Robinson,Yes,Aye
1348,16952,30021,370,Monica Zoltanski,Yes,Aye
1349,16953,30021,368,Marci Houseman,Yes,Aye
1350,16954,30021,331,Cyndi Sharkey,No,Nay
1351,16955,30021,334,Brooke Christensen,No,Nay
1352,16977,30108,369,Alison Stroud,Yes,Aye
1353,16978,30108,253,Kris Nicholl,Yes,Aye
1354,16979,30108,335,Zach Robinson,Yes,Aye
1355,16980,30108,370,Monica Zoltanski,Yes,Aye
1356,16981,30108,368,Marci Houseman,Yes,Aye
1357,16982,30108,331,Cyndi Sharkey,Yes,Aye
1358,16983,30108,334,Brooke Christensen,Yes,Aye
1359,16963,30110,369,Alison Stroud,Yes,Aye
1360,16964,30110,253,Kris Nicholl,Yes,Aye
1361,16965,30110,335,Zach Robinson,Yes,Aye
1362,16966,30110,370,Monica Zoltanski,Yes,Aye
1363,16967,30110,368,Marci Houseman,Yes,Aye
1364,16968,30110,331,Cyndi Sharkey,Yes,Aye
1365,16969,30110,334,Brooke Christensen,Yes,Aye
1366,16956,30111,369,Alison Stroud,Yes,Aye
1367,16957,30111,253,Kris Nicholl,Yes,Aye
1368,16958,30111,335,Zach Robinson,Yes,Aye
1369,16959,30111,370,Monica Zoltanski,Yes,Aye
1370,16960,30111,368,Marci Houseman,Yes,Aye
1371,16961,30111,331,Cyndi Sharkey,Yes,Aye
1372,16962,30111,334,Brooke Christensen,Yes,Aye
1373,16977,30126,369,Alison Stroud,Yes,Aye
1374,16978,30126,253,Kris Nicholl,Yes,Aye
1375,16979,30126,335,Zach Robinson,Yes,Aye
1376,16980,30126,370,Monica Zoltanski,Yes,Aye
1377,16981,30126,368,Marci Houseman,Yes,Aye
1378,16982,30126,331,Cyndi Sharkey,Yes,Aye
1379,16983,30126,334,Brooke Christensen,Yes,Aye
1380,17031,30143,369,Alison Stroud,Yes,Aye
1381,17032,30143,253,Kris Nicholl,Yes,Aye
1382,17033,30143,335,Zach Robinson,Yes,Aye
1383,17034,30143,370,Monica Zoltanski,Yes,Aye
1384,17035,30143,368,Marci Houseman,Yes,Aye
1385,17036,30143,331,Cyndi Sharkey,Yes,Aye
1386,17037,30143,334,Brooke Christensen,Yes,Aye
1387,17031,30144,369,Alison Stroud,Yes,Aye
1388,17032,30144,253,Kris Nicholl,Yes,Aye
1389,17033,30144,335,Zach Robinson,Yes,Aye
1390,17034,30144,370,Monica Zoltanski,Yes,Aye
1391,17035,30144,368,Marci Houseman,Yes,Aye
1392,17036,30144,331,Cyndi Sharkey,Yes,Aye
1393,17037,30144,334,Brooke Christensen,Yes,Aye
1394,17024,30147,369,Alison Stroud,Yes,Aye
1395,17025,30147,253,Kris Nicholl,Yes,Aye
1396,17026,30147,335,Zach Robinson,Yes,Aye
1397,17027,30147,370,Monica Zoltanski,Yes,Aye
1398,17028,30147,368,Marci Houseman,Yes,Aye
1399,17029,30147,331,Cyndi Sharkey,Yes,Aye
1400,17030,30147,334,Brooke Christensen,Yes,Aye
1401,17031,30160,369,Alison Stroud,Yes,Aye
1402,17032,30160,253,Kris Nicholl,Yes,Aye
1403,17033,30160,335,Zach Robinson,Yes,Aye
1404,17034,30160,370,Monica Zoltanski,Yes,Aye
1405,17035,30160,368,Marci Houseman,Yes,Aye
1406,17036,30160,331,Cyndi Sharkey,Yes,Aye
1407,17037,30160,334,Brooke Christensen,Yes,Aye
1408,17216,30231,369,Alison Stroud,Yes,Aye
1409,17217,30231,253,Kris Nicholl,Yes,Aye
1410,17218,30231,335,Zach Robinson,Yes,Aye
1411,17219,30231,370,Monica Zoltanski,Yes,Aye
1412,17220,30231,368,Marci Houseman,Yes,Aye
1413,17221,30231,331,Cyndi Sharkey,Yes,Aye
1414,17222,30231,334,Brooke Christensen,Yes,Aye
1415,17237,30234,369,Alison Stroud,Yes,Aye
1416,17238,30234,253,Kris Nicholl,Yes,Aye
1417,17239,30234,335,Zach Robinson,Yes,Aye
1418,17240,30234,370,Monica Zoltanski,Yes,Aye
1419,17241,30234,368,Marci Houseman,Yes,Aye
1420,17242,30234,331,Cyndi Sharkey,Yes,Aye
1421,17243,30234,334,Brooke Christensen,Yes,Aye
1422,17237,30235,369,Alison Stroud,Yes,Aye
1423,17238,30235,253,Kris Nicholl,Yes,Aye
1424,17239,30235,335,Zach Robinson,Yes,Aye
1425,17240,30235,370,Monica Zoltanski,Yes,Aye
1426,17241,30235,368,Marci Houseman,Yes,Aye
1427,17242,30235,331,Cyndi Sharkey,Yes,Aye
1428,17243,30235,334,Brooke Christensen,Yes,Aye
1429,17237,30236,369,Alison Stroud,Yes,Aye
1430,17238,30236,253,Kris Nicholl,Yes,Aye
1431,17239,30236,335,Zach Robinson,Yes,Aye
1432,17240,30236,370,Monica Zoltanski,Yes,Aye
1433,17241,30236,368,Marci Houseman,Yes,Aye
1434,17242,30236,331,Cyndi Sharkey,Yes,Aye
1435,17243,30236,334,Brooke Christensen,Yes,Aye
1436,17223,30266,369,Alison Stroud,Yes,Aye
1437,17224,30266,253,Kris Nicholl,Yes,Aye
1438,17225,30266,335,Zach Robinson,Yes,Aye
1439,17226,30266,370,Monica Zoltanski,Yes,Aye
1440,17227,30266,368,Marci Houseman,Yes,Aye
1441,17228,30266,331,Cyndi Sharkey,Yes,Aye
1442,17229,30266,334,Brooke Christensen,Yes,Aye
1443,17230,30300,369,Alison Stroud,Yes,Aye
1444,17231,30300,253,Kris Nicholl,Yes,Aye
1445,17232,30300,335,Zach Robinson,Yes,Aye
1446,17233,30300,370,Monica Zoltanski,Yes,Aye
1447,17234,30300,368,Marci Houseman,Yes,Aye
1448,17235,30300,331,Cyndi Sharkey,Yes,Aye
1449,17236,30300,334,Brooke Christensen,Yes,Aye
1450,17237,30301,369,Alison Stroud,Yes,Aye
1451,17238,30301,253,Kris Nicholl,Yes,Aye
1452,17239,30301,335,Zach Robinson,Yes,Aye
1453,17240,30301,370,Monica Zoltanski,Yes,Aye
1454,17241,30301,368,Marci Houseman,Yes,Aye
1455,17242,30301,331,Cyndi Sharkey,Yes,Aye
1456,17243,30301,334,Brooke Christensen,Yes,Aye
1457,17251,30308,369,Alison Stroud,Yes,Aye
1458,17252,30308,253,Kris Nicholl,Yes,Aye
1459,17253,30308,335,Zach Robinson,Yes,Aye
1460,17254,30308,370,Monica Zoltanski,Yes,Aye
1461,17255,30308,368,Marci Houseman,Yes,Aye
1462,17256,30308,331,Cyndi Sharkey,Yes,Aye
1463,17257,30308,334,Brooke Christensen,No,Nay
1464,17377,30370,369,Alison Stroud,Yes,Aye
1465,17378,30370,253,Kris Nicholl,Yes,Aye
1466,17379,30370,335,Zach Robinson,Yes,Aye
1467,17380,30370,370,Monica Zoltanski,Yes,Aye
1468,17381,30370,368,Marci Houseman,Yes,Aye
1469,17382,30370,331,Cyndi Sharkey,Yes,Aye
1470,17383,30370,334,Brooke Christensen,Yes,Aye
1471,17377,30371,369,Alison Stroud,Yes,Aye
1472,17378,30371,253,Kris Nicholl,Yes,Aye
1473,17379,30371,335,Zach Robinson,Yes,Aye
1474,17380,30371,370,Monica Zoltanski,Yes,Aye
1475,17381,30371,368,Marci Houseman,Yes,Aye
1476,17382,30371,331,Cyndi Sharkey,Yes,Aye
1477,17383,30371,334,Brooke Christensen,Yes,Aye
1478,17377,30372,369,Alison Stroud,Yes,Aye
1479,17378,30372,253,Kris Nicholl,Yes,Aye
1480,17379,30372,335,Zach Robinson,Yes,Aye
1481,17380,30372,370,Monica Zoltanski,Yes,Aye
1482,17381,30372,368,Marci Houseman,Yes,Aye
1483,17382,30372,331,Cyndi Sharkey,Yes,Aye
1484,17383,30372,334,Brooke Christensen,Yes,Aye
1485,17349,30380,369,Alison Stroud,Yes,Aye
1486,17350,30380,253,Kris Nicholl,Yes,Aye
1487,17351,30380,335,Zach Robinson,Yes,Aye
1488,17352,30380,370,Monica Zoltanski,Yes,Aye
1489,17353,30380,368,Marci Houseman,Yes,Aye
1490,17354,30380,331,Cyndi Sharkey,Yes,Aye
1491,17355,30380,334,Brooke Christensen,Yes,Aye
1492,17363,30381,369,Alison Stroud,Yes,Aye
1493,17364,30381,253,Kris Nicholl,Yes,Aye
1494,17365,30381,335,Zach Robinson,Yes,Aye
1495,17366,30381,370,Monica Zoltanski,Yes,Aye
1496,17367,30381,368,Marci Houseman,Yes,Aye
1497,17368,30381,331,Cyndi Sharkey,Yes,Aye
1498,17369,30381,334,Brooke Christensen,Yes,Aye
1499,17356,30384,369,Alison Stroud,Yes,Aye
1500,17357,30384,253,Kris Nicholl,Yes,Aye
1501,17358,30384,335,Zach Robinson,Yes,Aye
1502,17359,30384,370,Monica Zoltanski,Yes,Aye
1503,17360,30384,368,Marci Houseman,Yes,Aye
1504,17361,30384,331,Cyndi Sharkey,Yes,Aye
1505,17362,30384,334,Brooke Christensen,Yes,Aye
1506,17342,30385,369,Alison Stroud,Yes,Aye
1507,17343,30385,253,Kris Nicholl,No,Nay
1508,17344,30385,335,Zach Robinson,Yes,Aye
1509,17345,30385,370,Monica Zoltanski,Yes,Aye
1510,17346,30385,368,Marci Houseman,No,Nay
1511,17347,30385,331,Cyndi Sharkey,No,Nay
1512,17348,30385,334,Brooke Christensen,Yes,Aye
1513,17377,30403,369,Alison Stroud,Yes,Aye
1514,17378,30403,253,Kris Nicholl,Yes,Aye
1515,17379,30403,335,Zach Robinson,Yes,Aye
1516,17380,30403,370,Monica Zoltanski,Yes,Aye
1517,17381,30403,368,Marci Houseman,Yes,Aye
1518,17382,30403,331,Cyndi Sharkey,Yes,Aye
1519,17383,30403,334,Brooke Christensen,Yes,Aye
1520,17400,30414,369,Alison Stroud,No,Nay
1521,17401,30414,253,Kris Nicholl,No,Nay
1522,17402,30414,335,Zach Robinson,Yes,Aye
1523,17403,30414,370,Monica Zoltanski,Yes,Aye
1524,17404,30414,368,Marci Houseman,No,Nay
1525,17405,30414,331,Cyndi Sharkey,No,Nay
1526,17406,30414,334,Brooke Christensen,Yes,Aye
1527,17407,30504,369,Alison Stroud,Yes,Aye
1528,17408,30504,253,Kris Nicholl,Yes,Aye
1529,17409,30504,335,Zach Robinson,Yes,Aye
1530,17410,30504,370,Monica Zoltanski,Yes,Aye
1531,17411,30504,368,Marci Houseman,Yes,Aye
1532,17412,30504,331,Cyndi Sharkey,Yes,Aye
1533,17413,30504,334,Brooke Christensen,Yes,Aye
1534,17524,30684,369,Alison Stroud,Yes,Aye
1535,17525,30684,253,Kris Nicholl,Yes,Aye
1536,17526,30684,335,Zach Robinson,Yes,Aye
1537,17527,30684,370,Monica Zoltanski,Yes,Aye
1538,17528,30684,368,Marci Houseman,Yes,Aye
1539,17529,30684,331,Cyndi Sharkey,Yes,Aye
1540,17530,30684,334,Brooke Christensen,Yes,Aye
1541,17524,30685,369,Alison Stroud,Yes,Aye
1542,17525,30685,253,Kris Nicholl,Yes,Aye
1543,17526,30685,335,Zach Robinson,Yes,Aye
1544,17527,30685,370,Monica Zoltanski,Yes,Aye
1545,17528,30685,368,Marci Houseman,Yes,Aye
1546,17529,30685,331,Cyndi Sharkey,Yes,Aye
1547,17530,30685,334,Brooke Christensen,Yes,Aye
1548,17517,30687,369,Alison Stroud,Yes,Aye
1549,17518,30687,253,Kris Nicholl,Yes,Aye
1550,17519,30687,335,Zach Robinson,Yes,Aye
1551,17520,30687,370,Monica Zoltanski,Yes,Aye
1552,17521,30687,368,Marci Houseman,Yes,Aye
1553,17522,30687,331,Cyndi Sharkey,Yes,Aye
1554,17523,30687,334,Brooke Christensen,Yes,Aye
1555,17524,30700,369,Alison Stroud,Yes,Aye
1556,17525,30700,253,Kris Nicholl,Yes,Aye
1557,17526,30700,335,Zach Robinson,Yes,Aye
1558,17527,30700,370,Monica Zoltanski,Yes,Aye
1559,17528,30700,368,Marci Houseman,Yes,Aye
1560,17529,30700,331,Cyndi Sharkey,Yes,Aye
1561,17530,30700,334,Brooke Christensen,Yes,Aye
1562,17584,30771,369,Alison Stroud,Yes,Aye
1563,17585,30771,253,Kris Nicholl,Yes,Aye
1564,17586,30771,335,Zach Robinson,Yes,Aye
1565,17587,30771,370,Monica Zoltanski,Yes,Aye
1566,17588,30771,368,Marci Houseman,Yes,Aye
1567,17589,30771,331,Cyndi Sharkey,Yes,Aye
1568,17590,30771,334,Brooke Christensen,Yes,Aye
1569,17584,30772,369,Alison Stroud,Yes,Aye
1570,17585,30772,253,Kris Nicholl,Yes,Aye
1571,17586,30772,335,Zach Robinson,Yes,Aye
1572,17587,30772,370,Monica Zoltanski,Yes,Aye
1573,17588,30772,368,Marci Houseman,Yes,Aye
1574,17589,30772,331,Cyndi Sharkey,Yes,Aye
1575,17590,30772,334,Brooke Christensen,Yes,Aye
1576,17643,30774,369,Alison Stroud,Yes,Aye
1577,17644,30774,253,Kris Nicholl,Yes,Aye
1578,17645,30774,335,Zach Robinson,Yes,Aye
1579,17646,30774,370,Monica Zoltanski,Yes,Aye
1580,17647,30774,368,Marci Houseman,Yes,Aye
1581,17648,30774,331,Cyndi Sharkey,Yes,Aye
1582,17649,30774,334,Brooke Christensen,Yes,Aye
1583,17563,30775,369,Alison Stroud,Yes,Aye
1584,17564,30775,253,Kris Nicholl,Yes,Aye
1585,17565,30775,335,Zach Robinson,Yes,Aye
1586,17566,30775,370,Monica Zoltanski,Yes,Aye
1587,17567,30775,368,Marci Houseman,Yes,Aye
1588,17568,30775,331,Cyndi Sharkey,Yes,Aye
1589,17569,30775,334,Brooke Christensen,Yes,Aye
1590,17650,30784,369,Alison Stroud,Yes,Aye
1591,17651,30784,253,Kris Nicholl,Yes,Aye
1592,17652,30784,335,Zach Robinson,Yes,Aye
1593,17653,30784,370,Monica Zoltanski,Yes,Aye
1594,17654,30784,368,Marci Houseman,Yes,Aye
1595,17655,30784,331,Cyndi Sharkey,Yes,Aye
1596,17656,30784,334,Brooke Christensen,Yes,Aye
1597,17577,30787,369,Alison Stroud,Yes,Aye
1598,17578,30787,253,Kris Nicholl,Yes,Aye
1599,17579,30787,335,Zach Robinson,Yes,Aye
1600,17580,30787,370,Monica Zoltanski,Yes,Aye
1601,17581,30787,368,Marci Houseman,No,Nay
1602,17582,30787,331,Cyndi Sharkey,No,Nay
1603,17583,30787,334,Brooke Christensen,Yes,Aye
1604,17584,30795,369,Alison Stroud,Yes,Aye
1605,17585,30795,253,Kris Nicholl,Yes,Aye
1606,17586,30795,335,Zach Robinson,Yes,Aye
1607,17587,30795,370,Monica Zoltanski,Yes,Aye
1608,17588,30795,368,Marci Houseman,Yes,Aye
1609,17589,30795,331,Cyndi Sharkey,Yes,Aye
1610,17590,30795,334,Brooke Christensen,Yes,Aye
1611,17636,30877,369,Alison Stroud,Yes,Aye
1612,17637,30877,253,Kris Nicholl,Yes,Aye
1613,17638,30877,335,Zach Robinson,Yes,Aye
1614,17639,30877,370,Monica Zoltanski,Yes,Aye
1615,17640,30877,368,Marci Houseman,Yes,Aye
1616,17641,30877,331,Cyndi Sharkey,Yes,Aye
1617,17642,30877,334,Brooke Christensen,Yes,Aye
1618,17636,30878,369,Alison Stroud,Yes,Aye
1619,17637,30878,253,Kris Nicholl,Yes,Aye
1620,17638,30878,335,Zach Robinson,Yes,Aye
1621,17639,30878,370,Monica Zoltanski,Yes,Aye
1622,17640,30878,368,Marci Houseman,Yes,Aye
1623,17641,30878,331,Cyndi Sharkey,Yes,Aye
1624,17642,30878,334,Brooke Christensen,Yes,Aye
1625,17636,30879,369,Alison Stroud,Yes,Aye
1626,17637,30879,253,Kris Nicholl,Yes,Aye
1627,17638,30879,335,Zach Robinson,Yes,Aye
1628,17639,30879,370,Monica Zoltanski,Yes,Aye
1629,17640,30879,368,Marci Houseman,Yes,Aye
1630,17641,30879,331,Cyndi Sharkey,Yes,Aye
1631,17642,30879,334,Brooke Christensen,Yes,Aye
1632,17636,30880,369,Alison Stroud,Yes,Aye
1633,17637,30880,253,Kris Nicholl,Yes,Aye
1634,17638,30880,335,Zach Robinson,Yes,Aye
1635,17639,30880,370,Monica Zoltanski,Yes,Aye
1636,17640,30880,368,Marci Houseman,Yes,Aye
1637,17641,30880,331,Cyndi Sharkey,Yes,Aye
1638,17642,30880,334,Brooke Christensen,Yes,Aye
1639,17704,30882,369,Alison Stroud,Yes,Aye
1640,17705,30882,253,Kris Nicholl,Yes,Aye
1641,17706,30882,335,Zach Robinson,Yes,Aye
1642,17707,30882,370,Monica Zoltanski,Yes,Aye
1643,17708,30882,368,Marci Houseman,Yes,Aye
1644,17709,30882,331,Cyndi Sharkey,Yes,Aye
1645,17710,30882,334,Brooke Christensen,Yes,Aye
1646,17615,30883,369,Alison Stroud,Yes,Aye
1647,17616,30883,253,Kris Nicholl,Yes,Aye
1648,17617,30883,335,Zach Robinson,Yes,Aye
1649,17618,30883,370,Monica Zoltanski,Yes,Aye
1650,17619,30883,368,Marci Houseman,Yes,Aye
1651,17620,30883,331,Cyndi Sharkey,Yes,Aye
1652,17621,30883,334,Brooke Christensen,Yes,Aye
1653,17636,30900,369,Alison Stroud,Yes,Aye
1654,17637,30900,253,Kris Nicholl,Yes,Aye
1655,17638,30900,335,Zach Robinson,Yes,Aye
1656,17639,30900,370,Monica Zoltanski,Yes,Aye
1657,17640,30900,368,Marci Houseman,Yes,Aye
1658,17641,30900,331,Cyndi Sharkey,Yes,Aye
1659,17642,30900,334,Brooke Christensen,Yes,Aye
1660,17673,30980,369,Alison Stroud,Yes,Aye
1661,17674,30980,253,Kris Nicholl,Yes,Aye
1662,17675,30980,335,Zach Robinson,Yes,Aye
1663,17676,30980,370,Monica Zoltanski,Yes,Aye
1664,17677,30980,368,Marci Houseman,Yes,Aye
1665,17678,30980,331,Cyndi Sharkey,Yes,Aye
1666,17679,30980,334,Brooke Christensen,Yes,Aye
1667,17735,31071,369,Alison Stroud,Yes,Aye
1668,17736,31071,253,Kris Nicholl,Yes,Aye
1669,17737,31071,335,Zach Robinson,Yes,Aye
1670,17738,31071,370,Monica Zoltanski,Yes,Aye
1671,17739,31071,368,Marci Houseman,Yes,Aye
1672,17740,31071,331,Cyndi Sharkey,Yes,Aye
1673,17741,31071,334,Brooke Christensen,Yes,Aye
1674,17742,31202,369,Alison Stroud,Yes,Aye
1675,17743,31202,253,Kris Nicholl,Yes,Aye
1676,17744,31202,335,Zach Robinson,Yes,Aye
1677,17745,31202,370,Monica Zoltanski,Yes,Aye
1678,17746,31202,368,Marci Houseman,Yes,Aye
1679,17747,31202,331,Cyndi Sharkey,Yes,Aye
1680,17748,31202,334,Brooke Christensen,Yes,Aye
1681,17742,31203,369,Alison Stroud,Yes,Aye
1682,17743,31203,253,Kris Nicholl,Yes,Aye
1683,17744,31203,335,Zach Robinson,Yes,Aye
1684,17745,31203,370,Monica Zoltanski,Yes,Aye
1685,17746,31203,368,Marci Houseman,Yes,Aye
1686,17747,31203,331,Cyndi Sharkey,Yes,Aye
1687,17748,31203,334,Brooke Christensen,Yes,Aye
1688,17742,31205,369,Alison Stroud,Yes,Aye
1689,17743,31205,253,Kris Nicholl,Yes,Aye
1690,17744,31205,335,Zach Robinson,Yes,Aye
1691,17745,31205,370,Monica Zoltanski,Yes,Aye
1692,17746,31205,368,Marci Houseman,Yes,Aye
1693,17747,31205,331,Cyndi Sharkey,Yes,Aye
1694,17748,31205,334,Brooke Christensen,Yes,Aye
1695,17742,31206,369,Alison Stroud,Yes,Aye
1696,17743,31206,253,Kris Nicholl,Yes,Aye
1697,17744,31206,335,Zach Robinson,Yes,Aye
1698,17745,31206,370,Monica Zoltanski,Yes,Aye
