legistar_event_id,legistar_body_id,event_date,event_time,location,agenda_status,minutes_status,meeting_id
1961,138,2025-02-11,5:15 PM,City Hall and Online,Final,Final,286
1962,138,2025-03-04,5:15 PM,City Hall and Online,Final,Final,289
1963,138,2025-02-25,5:15 PM,City Hall and Online,Final,Final,288
1965,138,2025-03-11,5:15 PM,City Hall and Online,Final,Final,290
1966,138,2025-03-18,5:15 PM,City Hall (third floor multipurpose room) and Online,Final,Final,
1967,138,2025-03-25,5:15 PM,City Hall and Online,Final,Final,292
1968,138,2025-04-01,5:15 PM,City Hall and Online,Final,Final,293
1969,138,2025-04-15,5:15 PM,City Hall and Online,Final,Final,295
1970,138,2025-04-22,5:15 PM,City Hall and Online,Final,Final,296
1971,138,2025-04-29,5:15 PM,City Hall and Online,Final,Final,297
1972,138,2025-05-06,5:15 PM,City Hall and Online,Final,Final,298
1973,138,2025-05-13,5:15 PM,City Hall and Online,Final,Final,299
1974,138,2025-05-20,5:15 PM,City Hall and Online,Final,Final,301
1975,138,2025-05-27,5:15 PM,City Hall and Online,Final,Final,302
1976,138,2025-06-03,5:15 PM,City Hall and Online,Final,Final,303
1979,138,2025-06-10,5:15 PM,City Hall and Online,Final-revised,Final,305
1980,138,2025-06-17,5:15 PM,City Hall and Online,Final,Final,306
1981,138,2025-06-24,5:15 PM,City Hall and Online,Final,Final,308
1982,138,2025-07-01,5:15 PM,City Hall and Online,Final,Final,309
1984,138,2025-07-15,5:15 PM,City Hall and Online,Final,Final,310
1985,138,2025-07-22,5:15 PM,City Hall and Online,Final,Final,
1986,138,2025-07-29,5:15 PM,City Hall and Online,Final,Final,312
1987,138,2025-08-05,5:15 PM,City Hall and Online,Final,Final,313
1990,138,2025-08-26,5:15 PM,City Hall and Online,Final,Final,315
1991,138,2025-09-02,5:15 PM,City Hall and Online,Final,Final,
1992,138,2025-09-09,5:15 PM,City Hall and Online,Final,Final,317
1993,138,2025-09-16,5:15 PM,City Hall and Online,Final,Final,318
1995,138,2025-09-30,5:15 PM,City Hall and Online,Final,Final,320
1997,138,2025-10-14,5:15 PM,City Hall and Online,Final,Final,321
1998,138,2025-10-21,5:15 PM,"3430 Danish Road, Cottonwood Heights, UT 84093",Final,Final,
1999,138,2025-10-28,5:15 PM,City Hall and Online,Final,Final,323
2001,138,2025-11-11,5:15 PM,City Hall and Online,Final,Final,325
2002,138,2025-11-18,5:15 PM,City Hall and Online,Final,Final,326
2005,138,2025-12-09,5:15 PM,City Hall and Online,Final,Final,328
2006,138,2025-12-16,5:15 PM,City Hall and Online,Final,Final,329
2010,138,2025-01-13,6:00 PM,"Sandy City Hall, Third Floor Multipurpose Room",Final,Draft,
2013,138,2025-03-17,6:00 PM,City Hall Third Floor Multipurpose Room,Final,Draft,
2023,140,2026-01-01,6:15 PM,Council Chambers and Online,Final,Draft,
2025,140,2026-01-15,6:15 PM,Council Chambers and Online,Final,Final,332
2026,140,2026-02-05,6:15 PM,Council Chambers and Online,Final,Final,334
2027,140,2026-02-19,6:15 PM,Council Chambers and Online,Final,Final,337
2028,140,2026-03-05,6:15 PM,Council Chambers and Online,Final,Final,340
2029,140,2026-03-19,6:15 PM,Council Chambers and Online,Final,Final,342
2030,140,2026-04-02,6:15 PM,Council Chambers and Online,Final,Draft,
2031,140,2026-04-16,6:15 PM,Council Chambers and Online,Final,Final,347
2032,140,2026-05-07,6:15 PM,Council Chambers and Online,Final,Final,350
2033,140,2026-05-21,6:15 PM,Council Chambers and Online,Final,Final,353
2034,140,2026-06-04,6:15 PM,Council Chambers and Online,Final,Final,356
2035,140,2026-06-18,6:15 PM,Council Chambers and Online,Final,Draft,359
2050,139,2025-12-11,6:30 PM,City Hall Council Chambers and On-line,Final,Final,
2051,138,2026-01-05,12:00 PM,Council Chambers,Final,Draft,
2052,138,2026-01-06,5:15 PM,Council Chambers,Final,Final,330
2053,138,2026-01-13,5:15 PM,Council Chambers,Final,Final,331
2054,138,2026-01-20,5:15 PM,Council Chambers,Final,Final,333
2055,138,2026-01-27,5:15 PM,City Hall Third Floor Multipurpose Room,Final,Final,
2057,138,2026-02-10,5:15 PM,Council Chambers,Final,Final,335
2058,138,2026-02-17,5:15 PM,Council Chambers,Final,Final,336
2059,138,2026-02-24,5:15 PM,Council Chambers,Final,Final,338
2060,138,2026-03-03,5:15 PM,Council Chambers,Final,Final,339
2061,138,2026-03-10,5:15 PM,Council Chambers,Final-revised,Final,341
2063,138,2026-03-24,5:15 PM,Council Chambers,Final,Final,343
2064,138,2026-03-31,5:15 PM,Council Chambers,Final-revised,Final,344
2065,138,2026-04-07,5:15 PM,Council Chambers,Final,Final,345
2066,138,2026-04-14,5:15 PM,Council Chambers,Final,Final,346
2067,138,2026-04-21,5:15 PM,Council Chambers,Final,Final,348
2068,138,2026-04-28,5:15 PM,Council Chambers,Final,Final,
2069,138,2026-05-05,5:15 PM,Council Chambers,Final,Final,349
2070,138,2026-05-12,5:15 PM,Council Chambers,Final,Final,351
2071,138,2026-05-19,5:15 PM,Council Chambers,Final,Final,352
2072,138,2026-05-26,5:15 PM,Council Chambers,Final,Final,354
2073,138,2026-06-02,5:15 PM,Council Chambers,Final,Final,355
2074,138,2026-06-09,5:15 PM,Council Chambers,Final,Draft,357
2075,138,2026-06-16,5:15 PM,Council Chambers,Final,Draft,358
2076,138,2026-06-23,5:15 PM,Council Chambers,Final,Draft,360
2105,139,2026-02-12,6:30 PM,Council Chambers,Final,Final,
2115,140,2026-05-20,9:00 AM,Council Chambers,Final,Draft,
