motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file
371,94,2,4,Pioneer Crossing Subdivision (Reconsideration of Condition of Approval Number 16) 143 E. Pioneer Ave. (8530 South) [Community #3 - Sandy Woods],Planning Item,5:0 Pass,Pass,pc_final_action,,procedural,keyword,high,4458,matter_id,high,17,8,1,"db/staging (Legistar EventItemVote, body 140)"
372,94,2,5,Comcast Headquarters Modified Site Plan (Preliminary Review) 9602 S. 300 W. [Community #2 - Civic Center],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4459,matter_id,high,9,17,1,"db/staging (Legistar EventItemVote, body 140)"
373,94,2,6,"Clark Special Exception for Alteration of 30% Slope 3 Pepperwood Drive [Pepper Dell, Community #28]",Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4463,matter_id,high,17,9,1,"db/staging (Legistar EventItemVote, body 140)"
374,94,2,7,"Effects of Eminent Domain Proceedings Amend Title 21, Chapter 2, General Provisions, of the Sandy Municipal Code",Planning Item,5:0 Pass,Pass,pc_recommendation,Positive,,unclassified,low,4465,matter_id,high,17,8,1,"db/staging (Legistar EventItemVote, body 140)"
375,94,2,8,Planning Commission Minutes for 6.3.21 (DRAFT),Minutes,5:0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,9,,1,"db/staging (Legistar EventItemVote, body 140)"
376,95,1,1,"A motion was made by Zach Robinson, seconded by Brooke Christensen to suspend the rules in order to take action on Ordinance 21-20",Ordinance,7-0 Pass,Pass,council_vote,,,unclassified,low,,,,25,3,1,meeting_minutes/minutes/2021/2021-06-21/2021-06-22_city-council-meeting.md
377,95,1,2,"A motion was made by Monica Zoltanski, seconded by Zach Robinson to adopt Ordinance #21-20, an ordinance amending Title 20, Chapter 6 - Sec. 4, ""Discharge of Fireworks"" of the Sandy City Code by updating Exhibit ""B"" with a new map depicting prohibited areas for the discharge of fireworks within Sandy City (all areas east of 1300 East) and also providing a saving clause and an effective date for the ordinance",Ordinance,1-0 Pass,Pass,council_vote,,approve,keyword,high,1000009,singleton,high,19,25,1,meeting_minutes/minutes/2021/2021-06-21/2021-06-22_city-council-meeting.md
378,96,1,1,"A motion was made by Brooke Christensen, seconded by Zach Robinson to approve the Consent Calendar",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,3,25,0,meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md
379,96,1,2,"A motion was made by Monica Zoltanski, seconded by Zach Robinson to adopt Ordinance 21-21, an ordinance revising Title 21 of the Sandy City Municipal Code Chapter 2, ""General Provisions"", to authorize the Planning Commission to grant a special exception for a property that is subject to a city Eminent Domain proceeding or negotiation; also providing a saving clause and effective date for the ordinance",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,4481,matter_id,high,19,25,1,meeting_minutes/minutes/2021/2021-06-28/2021-06-29_city-council-meeting.md
380,97,1,1,"A motion was made by Zach Robinson, seconded by Kris Nicholl to call to question to end the discussion on the motion",Other,6-1 Pass,Pass,council_vote,,,unclassified,low,,,,25,14,1,meeting_minutes/minutes/2021/2021-07-12/2021-07-13_city-council-meeting.md
381,97,1,2,"A procedural motion was made by Cyndi Sharkey, seconded by Alison Stroud to leave financial disclosure requirements status quo and not to bring this item back for a second reading",Other,4-0 Pass,Pass,council_vote,,,unclassified,low,,,,7,2,1,meeting_minutes/minutes/2021/2021-07-12/2021-07-13_city-council-meeting.md
382,98,1,1,"A motion was made by Kris Nicholl, seconded by Marci Houseman to approve the Consent Calendar",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,14,16,0,meeting_minutes/minutes/2021/2021-07-19/2021-07-20_city-council-meeting.md
383,98,1,2,"A motion was made by Cyndi Sharkey, seconded by Marci Houseman, to adopt Ordinance 21-22",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,16,1,meeting_minutes/minutes/2021/2021-07-19/2021-07-20_city-council-meeting.md
384,99,1,1,"A procedural motion was made by Zach Robinson, seconded by Brooke Christensen to move this item forward to a second reading",Other,Unanimous (voice),Pass,council_vote,,,unclassified,low,,,,25,,0,meeting_minutes/minutes/2021/2021-07-26/2021-07-27_city-council-meeting.md
385,100,1,1,"A motion was made by Kris Nicholl, seconded by Cyndi Sharkey to approve the Consent Calendar",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,14,7,0,meeting_minutes/minutes/2021/2021-08-16/2021-08-17_city-council-meeting.md
386,100,1,2,"A motion was made by Kris Nicholl, seconded by Monica Zoltanski to adopt Ordinance #21-23, an ordinance revising Title 21 of the Sandy City Municipal Code chapter 15, ""Sensitive Area Overlay Zone"" and Chapter 20, ""Residential Development Standards"", to address concerns with development in sensitive lands areas of the City and to address any deficiencies in the City's regulatory controls and protections over those areas; Also providing a saving clause and effective date for the ordinance",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,14,19,1,meeting_minutes/minutes/2021/2021-08-16/2021-08-17_city-council-meeting.md
387,100,1,3,"A motion was made by Kris Nicholl, seconded by Cyndi Sharkey to adopt Ordinance #21-24, an ordinance providing for the termination of Ordinance #21-14 (passed in April) which enacted a temporary land use regulation prohibiting development on properties located east of Wasatch Boulevard",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,4527,matter_id,high,14,7,1,meeting_minutes/minutes/2021/2021-08-16/2021-08-17_city-council-meeting.md
388,100,1,4,"A motion was made by Zach Robinson, seconded by Brooke Christensen to adopt the timeline and implement the incremental decision making process related to Alta Canyon Sports Center as outlined in Exhibit A (included in the Council packet)",Other,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,3,1,meeting_minutes/minutes/2021/2021-08-16/2021-08-17_city-council-meeting.md
389,100,1,5,"A motion was made by Cyndi Sharkey, seconded by Kris Nicholl to table a vote on this item and to request the Chair schedule this item at the next Council Business meeting",Procedural/Administrative,2-5 Fail,Fail,council_vote,,,unclassified,low,,,,7,14,1,meeting_minutes/minutes/2021/2021-08-16/2021-08-17_city-council-meeting.md
390,100,1,6,"A motion was made by Zach Robinson, seconded by Monica Zoltanski to adopt Resolution #21-31C, a resolution authorizing the execution of an interlocal cooperation agreement between Sandy City and Alta Canyon Recreation District",Interlocal,6-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,19,1,meeting_minutes/minutes/2021/2021-08-16/2021-08-17_city-council-meeting.md
391,101,2,1,Sandy Townhomes Subdivision (Final Review) 10670 S. and 10760 S. 700 E. [Community #11 - Crescent],Planning Item,6:0 Pass,Pass,pc_final_action,,,unclassified,low,4534,matter_id,high,,,1,"db/staging (Legistar EventItemVote, body 140)"
392,101,2,2,Creek Road West Annexation  Approximately 1834 East Creek Road going west to Union Park Avenue [High Point - Community #6 and Community #15],Planning Item,6:0 Pass,Pass,pc_final_action,,,unclassified,low,4539,matter_id,high,,,1,"db/staging (Legistar EventItemVote, body 140)"
393,101,2,3,Creek Road East Annexation Approximately 8170 E. Highland Drive going east through 8215 South Rossett Green Lane [Community #18],Planning Item,6:0 Pass,Pass,pc_final_action,,,unclassified,low,4540,matter_id,high,,,1,"db/staging (Legistar EventItemVote, body 140)"
394,101,2,4,Planning Commission minutes,Minutes,6:0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,,,1,"db/staging (Legistar EventItemVote, body 140)"
395,102,2,1,Bout Time Pub and Grub (Preliminary Site Plan Review) 31 W. 10600 S. [Community #9- South Towne],Resolution,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4541,matter_id,high,5,9,1,"db/staging (Legistar EventItemVote, body 140)"
396,102,2,2,Alta View Commercial 1st Amd (Preliminary Subdivision Review) 10315 S. 1300 E. [Community # 17 - Willow Canyon],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4554,matter_id,high,9,5,1,"db/staging (Legistar EventItemVote, body 140)"
397,102,2,3,Graff Accessory Structure (Conditional Use Permit - Increased square footage) 10673 S. 390 E. [Community #11 - Crescent],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4549,matter_id,high,11,9,1,"db/staging (Legistar EventItemVote, body 140)"
398,102,2,4,"Amendments Related to Accessory Apartments (Internal Accessory Dwelling Units, I-ADUs) Amend Title 21, Chapter 7, Permitted Land Uses in Residential Districts; Title 21, Chapter 8, Permitted Land Uses in Commercial, Office, Industrial, Mixed Use, Transit Corridor, and Research and Development Districts; Title 21, Chapter 11, Special Use Standards; and Title 21, Chapter 37, Definitions, of the Sandy Municipal Code",Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4552,matter_id,high,9,11,1,"db/staging (Legistar EventItemVote, body 140)"
399,103,1,1,"Kris Nichol made a motion, seconded by Brooke Christensen to approve the Consent Calendar",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,,3,0,meeting_minutes/minutes/2021/2021-09-06/2021-09-07_city-council-meeting.md
400,103,1,2,"A motion was made by Kris Nicholl, seconded by Brooke Christensen, to adopt Resolution #21-33C, a resolution increasing total appropriations within the general fund for the Fiscal Year commencing July 1, 2021 and ending June 30, 2022",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,14,3,1,meeting_minutes/minutes/2021/2021-09-06/2021-09-07_city-council-meeting.md
401,103,1,3,"A motion was made by Kris Nicholl, seconded by Marci Houseman, to approve the FY 2021 BJA Justice Assistance Grant expenditures as presented to the Council",Grant-Funding,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,14,16,1,meeting_minutes/minutes/2021/2021-09-06/2021-09-07_city-council-meeting.md
402,103,1,4,"A motion was made by Kris Nicholl, seconded by Monica Zoltanski to adopt Ordinance 21-27 an ordinance annexing territory located at approximately 1834 East Creek Road going west to Union Park Avenue, in Salt Lake County, comprising approximately 5.6 acres into the municipality of Sandy City; establishing zoning for the annexed property; also providing a severance and effective date for the annexation",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,4547,matter_id,high,14,19,1,meeting_minutes/minutes/2021/2021-09-06/2021-09-07_city-council-meeting.md
403,103,1,5,"A motion was made by Kris Nicholl, seconded by Marci Houseman to adopt Ordinance 21-26, an ordinance annexing territory located at approximately 8170 South Highland Drive going east through 8215 South Rossett Green Lane, in Salt Lake County, comprising approximately 1.5 acres into the municipality of Sandy City; establishing zoning for the annexed property; also providing a severance and effective date for the annexation",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,4548,matter_id,high,14,16,1,meeting_minutes/minutes/2021/2021-09-06/2021-09-07_city-council-meeting.md
404,103,1,6,"A motion was made by Monica Zoltanski, seconded by Cyndi Sharkey to adopt Ordinance 21-25, an ordinance modifying the official street map of Sandy by vacating 6,229 square feet of street right -of-way for a portion of Benson Way near 9270 South; also establishing an effective date",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,4553,matter_id,high,19,7,1,meeting_minutes/minutes/2021/2021-09-06/2021-09-07_city-council-meeting.md
405,104,1,1,"A motion was made by Kris Nicholl, seconded by Marci Houseman, to allow Kris Nicholl to work with the Animal Services staff to develop a proposal that incorporates the Council feedback and bring back the proposal for a second reading and Council consideration",Other,3-4 Fail,Fail,council_vote,,,unclassified,low,,,,14,16,0,meeting_minutes/minutes/2021/2021-09-13/2021-09-14_city-council-meeting.md
406,104,1,2,"A motion was made by Zach Robinson, seconded by Brooke Christensen, to direct Council Member Robinson to move forward with his proposal including staff as necessary, and bringing back a fully vetted resolution for Council review and possible adoption during a second reading",Resolution,Unanimous (voice),Pass,council_vote,,approve,keyword,high,,,,25,3,0,meeting_minutes/minutes/2021/2021-09-13/2021-09-14_city-council-meeting.md
407,105,2,1,Creek Road Office Condominiums 5th Amended (Preliminary Review) 7410 S. Creek Road [Community #6],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4570,matter_id,high,5,9,1,"db/staging (Legistar EventItemVote, body 140)"
408,105,2,2,Taylor Accessory Structure (Conditional Use Permit - Increased square footage and setback waiver) 10853 S. High Ridge Lane [Community #28 - Pepper Dell],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4569,matter_id,high,9,17,1,"db/staging (Legistar EventItemVote, body 140)"
409,105,2,3,The Summit Two @ the Cairn's Mixed Use Development Master Plan and Phase Two Preliminary Site Plan Review 10281 S. Monroe St. [Community #9 - South Towne],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4576,matter_id,high,17,9,1,"db/staging (Legistar EventItemVote, body 140)"
410,105,2,4,The Summit @ the Cairn's Mixed Use Development (Conditional Use Permit) 10281 S. Monroe Street [Community #9 - South Towne],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4577,matter_id,high,17,9,1,"db/staging (Legistar EventItemVote, body 140)"
411,105,2,5,The Orchard at Farnsworth Farms Subdivision (Preliminary Review) 11237 S. Farnsworth Ln. [Community #11 - Crescent],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4572,matter_id,high,17,9,1,"db/staging (Legistar EventItemVote, body 140)"
412,105,2,6,The Orchard at Farnsworth Farms (Preliminary Site Plan Review) 11237 S. 700 E. [Community #11 - Crescent],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4573,matter_id,high,17,9,1,"db/staging (Legistar EventItemVote, body 140)"
413,105,2,7,The Orchard at Farnsworth Farms (Conditional Use Permit) 11237 S. 700 E. [Community #11 - Crescent],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4574,matter_id,high,9,5,1,"db/staging (Legistar EventItemVote, body 140)"
414,105,2,8,Planning Commission Minutes 9-02-21 (DRAFT),Minutes,5:0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,,,1,"db/staging (Legistar EventItemVote, body 140)"
415,106,1,1,"A motion was made by Cyndi Sharkey, seconded by Monica Zoltanski to continue the Public Hearing",Public Hearing Action,Unanimous (voice),Pass,council_vote,,continue,keyword,high,,,,7,19,0,meeting_minutes/minutes/2021/2021-09-20/2021-09-21_city-council-meeting.md
416,107,2,1,"Amendments Related to Accessory Apartments (Internal Accessory Dwelling Units, I-ADUs) Amend Title 21, Chapter 7, Permitted Land Uses in Residential Districts; Title 21, Chapter 8, Permitted Land Uses in Commercial, Office, Industrial, Mixed Use, Transit Corridor, and Research and Development Districts; Title 21, Chapter 11, Special Use Standards; and Title 21, Chapter 37, Definitions, of the Sandy Municipal Code",Planning Item,6:0 Pass,Pass,pc_final_action,,,unclassified,low,4583,matter_id,high,17,5,1,"db/staging (Legistar EventItemVote, body 140)"
417,108,1,1,"A motion was made by Zach Robinson, seconded by Marci Houseman to adopt Ordinance 21-28, an ordinance revising Title 21 of the Sandy City Municipal Code Chapter 7, ""Permitted Land uses in Residential Districts"", Chapter 8, ""Permitted Land Uses in Commercial, Office, Industrial, Mixed Use, Transit Corridor, and Research and Development Districts"", Chapter 11, ""Special Use Standards"", and Chapter 37, ""Definitions"" to implement new state legislation in regard to Internal Dwelling Units (I-ADUs), known in Sandy as Accessory Apartments; also providing a saving clause and effective date for the ordi",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,4584,matter_id,high,25,16,1,meeting_minutes/minutes/2021/2021-09-27/2021-09-28_city-council-meeting.md
418,108,1,2,"A motion was made by Monica Zoltanski, seconded by Marci Houseman to convene a closed session and adjourn the City Council meeting following the closed session",Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,19,16,1,meeting_minutes/minutes/2021/2021-09-27/2021-09-28_city-council-meeting.md
419,109,1,1,"A motion was made by Kris Nicholl, seconded by Marci Houseman to approve the Consent Calendar",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,14,16,0,meeting_minutes/minutes/2021/2021-10-04/2021-10-05_city-council-meeting.md
420,109,1,2,"A motion was made by Brooke Christensen, seconded by Cyndi Sharkey, to adopt ordinance 21-30, option 1, an ordinance amending and fixing the boundaries of a zone district of the Sandy City zoning ordinance; to wit: rezoning approximately 10.07 acres from R1-40A ""Single Family Residential District"" to PUD(10) ""Planned Unit Development (10 units per acre)"", located at approximately 11228 South and 700 East; also providing a saving clause and an effective date for the ordinance",Ordinance,5-2 Pass,Pass,council_vote,,approve,keyword,high,4592,matter_id,high,3,7,1,meeting_minutes/minutes/2021/2021-10-04/2021-10-05_city-council-meeting.md
421,110,2,1,"Centennial Village - Amend CBD-A&C Zone for Auto Dealers & Related Uses Amend Title 21, Chapter 8, Land Uses in the Commercial, Office, Industrial, Office, Industrial, Mixed Use, Transit Corridor, and Research and Development District of the Sandy Municipal Code.",Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4600,matter_id,high,11,17,1,"db/staging (Legistar EventItemVote, body 140)"
422,110,2,2,Edgemont Elementary Subdivision (Preliminary Review) 1085 E. Galena Dr. [Community #8 - Edgemont],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4594,matter_id,high,17,11,1,"db/staging (Legistar EventItemVote, body 140)"
423,110,2,3,Altawood No. 2 2nd Amd Subdivision (Preliminary Review) 19 S. Altawood Dr. & 23 E. Altawood Ln. [Community #30 - Granite],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4595,matter_id,high,17,8,1,"db/staging (Legistar EventItemVote, body 140)"
424,110,2,4,Lunar Manufacturing (Conditional Use - Category II Home Occupation) 1092 E. Kirkwood Way [Community #6 - High Point],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4604,matter_id,high,11,17,1,"db/staging (Legistar EventItemVote, body 140)"
425,111,1,1,"A procedural motion was made by Brooke Christensen, seconded by Kris Nichol to direct staff to prepare a resolution to vote on next week with an amendment moving $100,000 from the Capital Contingency budget to our Traffic control line item",Resolution,7-0 Pass,Pass,council_vote,,,unclassified,low,,,,3,,1,meeting_minutes/minutes/2021/2021-10-11/2021-10-12_city-council-meeting.md
426,111,1,2,"A motion was made by Monica Zoltanski, seconded by Brooke Christensen, to include a resolution to fund 3 additional staff positions in the Fire department",Resolution,3-4 Fail,Fail,council_vote,,,unclassified,low,,,,19,3,1,meeting_minutes/minutes/2021/2021-10-11/2021-10-12_city-council-meeting.md
427,112,1,1,"Monica Zoltanski made a motion, seconded by Brooke Christensen to approve the Consent Calendar",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,19,3,0,meeting_minutes/minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md
428,112,1,2,"A motion was made by Brooke Christensen, seconded by Monica Zoltanski, to adopt Resolution 21-38C, a Resolution authorizing the execution and delivery of a bond purchase agreement, a supplemental indenture of trust, and a sales tax interlocal pledge and loan agreement between the City and the Redevelopment Agency of Sandy City, Utah (The ""Agency"") in connection with the issuance by the Agency of its transient room tax and sales tax revenue refunding bonds, series 2021, in the aggregate principal amount of not to exceed $18,000,000 in one or more series, and with such additional or alternate de",Interlocal,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,19,1,meeting_minutes/minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md
429,112,1,3,"A motion was made by Marci Houseman, seconded by Zach Robinson to adopt Resolution 21-35C, a resolution increasing total appropriations and reappropriating unexpended funds within the proprietary funds",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,16,25,1,meeting_minutes/minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md
430,112,1,4,"A motion was made by Zach Robinson, seconded by Monica Zoltanski to adopt Resolution 21-36C, a resolution increasing total appropriations and reappropriating unexpended funds within the capital projects funds",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,19,1,meeting_minutes/minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md
431,112,1,5,"A motion was made by Brooke Christensen, seconded by Zach Robinson to adopt Resolution 21-37C, a resolution increasing total appropriations and reappropriating unexpended funds within the special revenue funds",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,25,1,meeting_minutes/minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md
432,112,1,6,"A motion was made by Monica Zoltanski, seconded by Marci Houseman to adopt Resolution 21-39C, a resolution amending the Sandy City fee schedule for Fiscal Year 2020-21",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,19,16,1,meeting_minutes/minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md
433,112,1,7,"A motion was made by Marci Houseman, seconded by Brooke Christensen to adjourn the City Council meeting and convene a meeting of the Redevelopment Agency Board",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,16,3,0,meeting_minutes/minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md
434,112,1,8,"A motion was made by Marci Houseman, seconded by Brooke Christensen, to adopt Resolution 21-34C, a resolution revoking all authority previously delegated to Alta Canyon Recreation Special Service District Administrative Control Board",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,16,3,1,meeting_minutes/minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md
435,113,2,1,Monte Cristo at LaCaille Subdivision (Preliminary Review) 9701 S. 3775 E. [Community #30 - Granite],Ordinance,6:0 Pass,Pass,pc_final_action,,,unclassified,low,4623,matter_id,high,9,8,1,"db/staging (Legistar EventItemVote, body 140)"
436,113,2,2,Monte Cristo at LaCaille Subdivision (Special Exceptions) 9701 S. 3775 E. [Community #30 - Granite],Planning Item,6:0 Pass,Pass,pc_final_action,,,unclassified,low,4624,matter_id,high,9,17,1,"db/staging (Legistar EventItemVote, body 140)"
437,114,2,1,Majestic Overlook Subdivision Amendment (Preliminary Review) 3253 E. Bell Canyon Rd. & 3238 E. Wasatch Overlook Ct. [Communities #29 - The Dell & #30 - Granite],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,4642,matter_id,high,17,5,1,"db/staging (Legistar EventItemVote, body 140)"
438,114,2,2,"Tyrrell Accessory Structure (Conditional Use Permit - Increased height, square footage, and setback waiver) 757 E Dry Creek Road [Community #14]",Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,4641,matter_id,high,11,17,1,"db/staging (Legistar EventItemVote, body 140)"
439,114,2,3,"Shops at South Town - Amend Setbacks in CBD Zone Amend Title 21, Chapter 23, General Commercial, Office, Industrial, and Transit Development Standards of the Sandy Municipal Code",Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,4643,matter_id,high,17,9,1,"db/staging (Legistar EventItemVote, body 140)"
440,115,1,1,"A motion was made by Brooke Christensen, seconded by Kris Nicholl to recess the City Council meeting and convene a meeting of the Redevelopment Agency",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,3,14,0,meeting_minutes/minutes/2021/2021-11-08/2021-11-09_city-council-meeting.md
441,115,1,2,"A motion was made by Brooke Christensen, seconded by Marci Houseman to reconvene a meeting of the City Council Meeting",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,3,16,0,meeting_minutes/minutes/2021/2021-11-08/2021-11-09_city-council-meeting.md
442,116,1,1,"A motion was made by Monica Zoltanski, seconded by Zach Robinson to approve the Consent Calendar",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,19,25,0,meeting_minutes/minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md
443,116,1,2,"A motion was made by Cyndi Sharkey, seconded by Marci Houseman, to accept the results of the 2021 election, pending the recount",Other,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,16,1,meeting_minutes/minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md
444,116,1,3,"A motion was made by Zach Robinson, seconded by Marci Houseman, to adopt Resolution #21-43C, a resolution appointing Mr. Donald Y. Milne as a representative from Sandy City to the Board of Trustees of the Metropolitan Water District of Salt Lake and Sandy",Appointment,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,16,1,meeting_minutes/minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md
445,116,1,4,"A motion was made by Marci Houseman, seconded by Zach Robinson, to approve Resolution #21-40c, accepting and authorizing submittal of the annual Sandy City Moderate Income Housing Report for 2021",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,16,25,1,meeting_minutes/minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md
446,116,1,5,"A motion was made by Zach Robinson, seconded by Cyndi Sharkey, to table this item",Procedural/Administrative,7-0 Pass,Pass,council_vote,,table,keyword,high,4618,matter_id,high,25,7,1,meeting_minutes/minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md
447,116,1,6,"A motion was made by Zach Robinson, seconded by Brooke Christensen, to adopt Resolution 21-44c, a resolution approving and adopting the 2021 Sandy City Water Conservation Plan",Resolution,6-1 Pass,Pass,council_vote,,approve,keyword,high,,,,25,3,1,meeting_minutes/minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md
448,116,1,7,"A motion was made by Cyndi Sharkey, seconded by Zach Robinson, to adopt Ordinance 21-29, an ordinance amending the Sandy City Code Title 7, ""Purchasing Procedures,"" Chapter 7-1, ""Purchasing"" and replacing Chapter 7-2, ""Lost, Abandoned or Unclaimed Property;"" also providing a saving clause and effective date for the ordinance",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,4661,matter_id,high,7,25,1,meeting_minutes/minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md
449,116,1,8,"A motion was made by Kris Nicholl, seconded by Zach Robinson, to Approve Resolution No. 21-41C. A RESOLUTION OF THE CITY COUNCIL OF SANDY CITY, SALT LAKE COUNTY, UTAH (THE ""CITY""), AUTHORIZING THE EXECUTION OF A LOAN AGREEMENT BY AND BETWEEN THE STATE OF UTAH (acting through the Utah Department of Transportation - State Infrastructure Bank) AND THE CITY; SAID LOAN TO BE AUTHORIZED IN AN AGGREGATE AMOUNT NOT TO EXCEED FIFTEEN MILLION DOLLARS ($15,000,000), WITH THE MAXIMUM TERM OF THE LOAN NOT TO EXCEED 15 YEARS, THE MAXIMUM INTEREST RATE NOT TO EXCEED 4% WHICH MAY BE PAID ON THE LOAN; DELEGATI",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,14,25,1,meeting_minutes/minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md
450,116,1,9,"A motion was made by Marci Houseman, seconded by Zach Robinson to recess the City Council meeting and convene a meeting of the Redevelopment Agency Board of Sandy City",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,16,25,0,meeting_minutes/minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md
451,116,1,10,"A motion was made by Alison Stroud, seconded by Zach Robinson to reconvene the City Council meeting",Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,2,25,0,meeting_minutes/minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md
452,117,2,1,"Sandy East Village Lot 2, Second Amended 132 East Midvillage Blvd [Community #5]",Planning Item,4:0 Pass,Pass,pc_final_action,,,unclassified,low,4669,matter_id,high,5,,1,"db/staging (Legistar EventItemVote, body 140)"
453,117,2,2,Pepperwood Phase 10C Amended 2 & 3 Cobblewood Cove [Community #28 - Pepper Dell],Planning Item,4:0 Pass,Pass,pc_final_action,,,unclassified,low,4668,matter_id,high,5,,1,"db/staging (Legistar EventItemVote, body 140)"
454,117,2,3,Aspen Ridge Road Partial Street Vacation 1286 E. Spring Ridge Dr. [Community #14],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,4676,matter_id,high,9,8,1,"db/staging (Legistar EventItemVote, body 140)"
