body,body_name,event_date,notice_id,title,file_id,filename,minutes_like
2147,City Council,2024-02-24,894939,City Council Retreat,1088523,02-24-2024 CH CC RETREAT AGENDA.pdf,False
2147,City Council,2024-02-24,894939,City Council Retreat,1098625,Five Year Fund Balance Projection - February 2024.pdf,False
2147,City Council,2024-02-22,894473,City Council Legislative Work Session,1101149,02-22-2024 CH CC Legislative Work Session Minutes - APPROVED.pdf,True
2147,City Council,2024-02-22,894473,City Council Legislative Work Session,1087517,02-22 and 29-2024 CH CC Legislative Work Session Agendas.pdf,False
2147,City Council,2024-02-20,894091,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1088845,CED Presentation 2-20-24.pdf,False
2147,City Council,2024-02-20,894091,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1093787,02-20-2024 CH CC Work Session CDRA WS and CC Business Meeting Minutes-APPROVED.pdf,True
2147,City Council,2024-02-20,894091,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1086803,"02-20-2024 CH CC Work Session, CDRA WS, and CC Business Meeting Agendas.pdf",False
2147,City Council,2024-02-20,894091,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1088841,Canyon Centre CDA Analysis.pdf,False
2147,City Council,2024-02-20,894091,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1088843,Carmel Presentation - Randy Feb 20 2024.pdf,False
2147,City Council,2024-02-20,894091,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1088847,Speaker Comment - Audrey Pines.pdf,False
2147,City Council,2024-02-20,894091,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1088849,Speaker Comment - Dan and Maureen Egan.pdf,False
2147,City Council,2024-02-20,894091,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1088851,Speaker Comment - Dave &amp; Lea Berry.pdf,False
2147,City Council,2024-02-20,894091,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1088853,Speaker Comment - Diane Foster-Burke_Redacted.pdf,False
2147,City Council,2024-02-20,894091,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1088855,Speaker Comment - Kimberly Simons-Kraan_Redacted.pdf,False
2147,City Council,2024-02-20,894091,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1088857,Ordinance No. 410-A (Approving a Re-Zone of Real Property Located at 7980 S Danish Oaks Dr from RR-1-21 to R-1-10 and Amending the Zoning Map).pdf,False
2147,City Council,2024-02-15,893255,Legislative Work Session,1093781,02-15-2024 CH CC Legislative Work Session Minutes-APPROVED.pdf,True
2147,City Council,2024-02-15,893255,Legislative Work Session,1085123,02-15.22.29-2024 CH CC Legislative Work Session Agendas.pdf,False
2147,City Council,2024-02-14,893407,Invitation to Bid - 2024 STORM DRAIN IMPROVEMENTS - PROJECT #009.23,1085515,2024 Storm Drain Improvements Invitation to Bid.pdf,False
2147,City Council,2024-02-14,893407,Invitation to Bid - 2024 STORM DRAIN IMPROVEMENTS - PROJECT #009.23,1085941,00 00 30 - AMENDED Inv to Bid - Storm Drain Improvements.pdf,False
2147,City Council,2024-02-13,892019,Notice of State of the City Address,1082961,CH CC Notice of State of the City Address.pdf,False
2147,City Council,2024-02-06,889107,Public Hearing Notice - Tavaci Annexation Petition,1077397,Public Notice - Tavaci Annexation Petition.pdf,False
2147,City Council,2024-02-06,890613,City Council Work Session and Business Meeting,1088839,02-06-2024 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,True
2147,City Council,2024-02-06,890613,City Council Work Session and Business Meeting,1080343,02-06-2024 CH CC Work Session and Business Meeting Agendas.pdf,False
2147,City Council,2024-02-06,890613,City Council Work Session and Business Meeting,1081995,Submitted Speaker Comment Cards 2-6-24.pdf,False
2147,City Council,2024-02-06,890613,City Council Work Session and Business Meeting,1081997,CED Presentation 2-6-2024.pdf,False
2147,City Council,2024-02-06,890613,City Council Work Session and Business Meeting,1081999,CHPD Statistics Review January 2024.pdf,False
2147,City Council,2024-02-06,890613,City Council Work Session and Business Meeting,1082001,UFA Cottonwood Heights 2023 Q4.pdf,False
2147,City Council,2024-02-06,890613,City Council Work Session and Business Meeting,1082011,Ordinance No. 408 (Adopting an Amended Budget for the period of 1-July-2023 through 30-June-2024).pdf,False
2147,City Council,2024-02-06,890613,City Council Work Session and Business Meeting,1082013,Ordinance No. 409 (Amending Section 11.20.050 of the CWH Code Concerning Prohibited Parking of Vehicles).pdf,False
2147,City Council,2024-02-06,890613,City Council Work Session and Business Meeting,1082015,Resolution 2024-08 (Ratifying the Election of a Mayor Pro Tempore).pdf,False
2147,City Council,2024-02-06,890613,City Council Work Session and Business Meeting,1082017,Ordinance 2024-09 (Approving a Bank Account).pdf,False
2147,City Council,2024-02-01,890129,Invitation to Bid - City Wide Striping Project,1079529,00 00 30 - Inv to Bid - 002.24 - City Wide Striping Project.pdf,False
2147,City Council,2024-02-01,890129,Invitation to Bid - City Wide Striping Project,1088303,PROJECT 002.24 - Addendum No1_revised.pdf,False
2147,City Council,2024-02-01,890129,Invitation to Bid - City Wide Striping Project,1088589,PROJECT 002.24 - Addendum No2.pdf,False
2147,City Council,2024-01-26,889119,Request for Proposals (Mountview Park Pollinator Garden),1077419,WST-Cottonwood Heights-Mountview Park Pollinator Garden RFP (Feb Ad).pdf,False
2147,City Council,2024-01-16,883533,Notice of Public Hearing on Proposed Budget Amendment for 2023-2024 Fiscal Year,1066563,Notice of Public Hearing on Budget Amendment for Fiscal Year 2023-2024 (January 2024).pdf,False
2147,City Council,2024-01-16,885815,City Council Work Session and Business Meeting,1081987,01-16-2024 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,True
2147,City Council,2024-01-16,885815,City Council Work Session and Business Meeting,1070467,01-16-2024 CH CC Work Session and Business Meeting Agendas.pdf,False
2147,City Council,2024-01-16,885815,City Council Work Session and Business Meeting,1073971,2023 Finance Council Report Dec..pdf,False
2147,City Council,2024-01-16,885815,City Council Work Session and Business Meeting,1073973,PW Quarterly Report - Jan 16.pdf,False
2147,City Council,2024-01-16,885815,City Council Work Session and Business Meeting,1074227,Ordinance No. 407 (Amending Concerning Parking Restrictions for Certain Vehicles).pdf,False
2147,City Council,2024-01-16,885815,City Council Work Session and Business Meeting,1074229,Resolution 2024-05 (Consenting to an appointment to the Cottonwood Heights Arts Council).pdf,False
2147,City Council,2024-01-16,885815,City Council Work Session and Business Meeting,1074231,Resolution 2024-06 (Awarding a retiring police officer her badge and approving her purchase of police firearm).pdf,False
2147,City Council,2024-01-16,885815,City Council Work Session and Business Meeting,1074233,Resolution 2024-07 (Approving and Ratifying Committee Assignments).pdf,False
2147,City Council,2024-01-11,885243,Invitation to Bid - TOWNE DRIVE AREA ROADWAY IMPROVEMENT PROJECT,1069367,00 00 30 - Inv to Bid Towne.pdf,False
2147,City Council,2024-01-11,885243,Invitation to Bid - TOWNE DRIVE AREA ROADWAY IMPROVEMENT PROJECT,1078015,PROJECT 007.23 - Addendum No1 - Towne Drive.pdf,False
2147,City Council,2024-01-11,885243,Invitation to Bid - TOWNE DRIVE AREA ROADWAY IMPROVEMENT PROJECT,1080229,PROJECT 007.23 - Addendum No2 - Towne Dr.pdf,False
2147,City Council,2024-01-11,885243,Invitation to Bid - TOWNE DRIVE AREA ROADWAY IMPROVEMENT PROJECT,1089531,007.23 - Bid Tab Towne Dr.pdf,False
2147,City Council,2024-01-11,885237,Invitation to Bid - PROSPECTOR DRIVE AREA ROADWAY IMPROVEMENT PROJECT,1069359,00 00 30 - Inv to Bid Prospector.pdf,False
2147,City Council,2024-01-11,885237,Invitation to Bid - PROSPECTOR DRIVE AREA ROADWAY IMPROVEMENT PROJECT,1078013,PROJECT 006.23 - Addendum No1 - Prospector Drive.pdf,False
2147,City Council,2024-01-11,885237,Invitation to Bid - PROSPECTOR DRIVE AREA ROADWAY IMPROVEMENT PROJECT,1080225,PROJECT 006.23 - Addendum No2 - Prospector Dr.pdf,False
2147,City Council,2024-01-11,885237,Invitation to Bid - PROSPECTOR DRIVE AREA ROADWAY IMPROVEMENT PROJECT,1089529,006.23 - Bid Tab Prospector Dr.pdf,False
2147,City Council,2024-01-08,884071,Request for Proposals (Mountview Park Pollinator Garden),1067267,WST-Cottonwood Heights-Mountview Park Pollinator Garden RFP (with attachments).pdf,False
2147,City Council,2024-01-02,881957,"Oath of Office, CC Work Session, Reception Notice, and CC Business Meeting",1079109,010224 CHCC Meeting Minutes.pdf,True
2147,City Council,2024-01-02,881957,"Oath of Office, CC Work Session, Reception Notice, and CC Business Meeting",1064191,"01-02-2024 CH CC Oath of Office, Work Session, Reception Notice, and CC Business Meeting Agendas.pdf",False
2147,City Council,2024-01-02,881957,"Oath of Office, CC Work Session, Reception Notice, and CC Business Meeting",1065979,Speaker Comment Card - Casey Walker_Redacted.pdf,False
2147,City Council,2024-01-02,881957,"Oath of Office, CC Work Session, Reception Notice, and CC Business Meeting",1065981,Speaker Comment Card - Mark Henderson_Redacted.pdf,False
2147,City Council,2024-01-02,881957,"Oath of Office, CC Work Session, Reception Notice, and CC Business Meeting",1065983,Speaker Comment Card - Mark Henderson (Add-on)_Redacted.pdf,False
2147,City Council,2024-01-02,881957,"Oath of Office, CC Work Session, Reception Notice, and CC Business Meeting",1065985,Resolution 2024-01 (Approving Entry Into an ILA w SLCounty for Aerial Imagery).pdf,False
2147,City Council,2024-01-02,881957,"Oath of Office, CC Work Session, Reception Notice, and CC Business Meeting",1065987,Resolution 2024-02 (Consenting to Reappointments to the CWH Historic Committee).pdf,False
2147,City Council,2024-01-02,881957,"Oath of Office, CC Work Session, Reception Notice, and CC Business Meeting",1065989,Resolution 2024-03 (Adopting Amended and Restated Internal Policies for the CWH City Council).pdf,False
2147,City Council,2024-01-02,881957,"Oath of Office, CC Work Session, Reception Notice, and CC Business Meeting",1065991,Resolution 2024-04 (Approving an ILA w UDOT for Roadway Improvements - Wasatch Blvd and Big Cottonwood Canyon Road).pdf,False
2147,City Council,2023-12-19,880162,"City Council Work Session, Reception Notice, and City Council Business Meeting",1061090,12-19-2023 CH CC Work Session Reception Notice and CC Business Meeting Agendas.pdf,False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1065995,"12-05-2023 CH CC Work Session, Board of Canvassers, and CC Business Meeting Minutes-APPROVED.pdf",True
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1054073,"12-05-2023 CH CC Work Session, Board of Canvassers, and CC Business Meeting Agendas.pdf",False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1056125,Community Coalitions_SLCoHD_Dec.5 Cottonwood Heights Presentation.pptx  -  Read-Only.pdf,False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1056127,Cottonwood Heights City Council CWC Presentation 12.5.23.pdf,False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1056129,COTTONWOOD HEIGHTS FBC_FAQ_CC_5DEC23.pdf,False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1056131,CWH City FY2023 ACFR.pdf,False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1056133,Declaration 2023-02 - Board of Canvassers - Approving the Canvass of the 2023 Cottonwood Heights Municipal Election.pdf,False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1056135,Ordinance 406 (Establishing a Schedule for Regular Meeting for Public Bodies for 2024).pdf,False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1056137,Resolution 2023-59 (Authorizing of Disposal of Uncalimed Property and-or Property no Longer Needed as Evidence).pdf,False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1056139,Resolution 2023-60 (Declaring Certain Police Radios Surplus and Authorizing their sale to Town of Alta).pdf,False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1056141,Resolution 2023-61 (Approving and Accepting a Grant from UDAM for 2023-2024).pdf,False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1056143,Resolution 2023-62 (Consenting to an Appointment to the CWH Arts Council).pdf,False
2147,City Council,2023-12-05,876343,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1056145,Resolution 2023-63 (Approving an Agreement w Salt Lake County for Tier II ZAP Funding).pdf,False
2147,City Council,2023-11-21,873589,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1056121,"11-21-2023 CH CC Work Session, CDRA WS, and CC Business Meeting Minutes-APPROVED.pdf",True
2147,City Council,2023-11-21,873589,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1049963,"11-21-2023 CH CC Work Session, CDRA WS, and CC Business Meeting Agendas.pdf",False
2147,City Council,2023-11-16,873095,Notice of Certification of Annexation Petition (Tavaci Annexation),1048835,Notice of Certification of Annexation Petition - Nov 16-2023.pdf,False
2147,City Council,2023-11-16,873091,Certification of Annexation Petition (Tavaci Annexation),1048817,Certification of Annexation Petition (Tavaci Annexation) - Nov 16-2023.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1056119,11-07-2023 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,True
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1042761,11-07-2023 CH CC Work Session and Business Meeting Agendas.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1044721,2023.11.07 CHC - SLAR Public Presentation.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1044723,CH CC EM Briefing Nov 14 2023.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1044725,Memo Fraud Risk Assessment 2023.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1044727,CED Presentation - Sport Courts.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1044729,CC City Updates Presentation 11-7-23.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1044731,Resolution 2023-57 (Approving an Agreement for Land Use Appeals Hearing Officer Services.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1044733,Resolution 2023-58 (Consenting to an Appointment to the Arts Council.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1044735,Public Comment - Audrey Pines_Redacted.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1044737,Public Comment - Audrey Pines - Comment 2_Redacted.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1044739,Speaker Comment Card - Holly Moursal_Redacted.pdf,False
2147,City Council,2023-11-07,869965,City Council Work Session and Business Meeting,1044741,Speaker Comment Card - MaryEllen Johnson_Redacted.pdf,False
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1044719,10-17-2023 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,True
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1033649,10-17-2023 CH CC Work Session and Business Meeting Agendas.pdf,False
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1035715,AC_update.pdf,False
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1035717,Historic Committeee Presentation.pdf,False
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1035719,PTOS Committee Update 10.17.23.pdf,False
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1035721,Cottonwood Heights Transportation Master Plan-Presentation -Council Presentation - 10_17_23.pdf,False
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1035723,Work Session PTOS Handout.pdf,False
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1035725,Resolution 2023-51 (Approving an Event Agreement w Browns Amusements Inc 2024-26 Butlerville Days)).pdf,False
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1035727,Resolution 2023-52 (Declaring Certain Property Surplus).pdf,False
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1035729,Resolution 2023-53 (Awarding a Retiring PO His Badge and Approving His Purchase of a Firearm).pdf,False
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1035731,Resolution 2023-54 (Approving an Agreement w the So Valley Chamber of Comm for Professional Services).pdf,False
2147,City Council,2023-10-17,865147,City Council Work Session and Business Meeting,1035733,Resolution 2023-56-A (Accepting an Annexation Petition for Further Consideration - Tavaci Annexation).pdf,False
2147,City Council,2023-10-03,861675,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",1035711,"10-03-2023 CH CC Work Session, CDRA Meeting and CC Business Meeting Minutes-APPROVED.pdf",True
2147,City Council,2023-10-03,861675,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",1027367,"10-03-2023 CH CC Work Session, CDRA Meeting and CC Business Meeting Agendas.pdf",False
2147,City Council,2023-10-03,861675,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",1029019,Budget Adjustment Memo 2023 10 03.pdf,False
2147,City Council,2023-10-03,861675,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",1029021,2023-05-B (Appointing Members of the Hillside Plaza Citizen Advisory Committee).pdf,False
2147,City Council,2023-10-03,861675,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",1029023,Proclamation 2023-01 Recognizing and Commending Emergency Response Personnel for their Life-Saving Efforts on Aug 16 2023.pdf,False
2147,City Council,2023-10-03,861675,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",1029025,"Ordinance 403 (Amending and Restating Chapter 19.72 CWH Code of Ordinances, Concerning SLEDS).pdf",False
2147,City Council,2023-10-03,861675,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",1029027,Ordinance 404 (Adopting an Amended Budget for the Period of 1 July 2023 through 30 June 2024).pdf,False
2147,City Council,2023-10-03,861675,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",1029029,Resolution 2023-49 (Accepting Requests for Indemnification).pdf,False
2147,City Council,2023-10-03,861675,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",1029031,Resolution 2023-50 (Declaring Certain Property Surplus).pdf,False
2147,City Council,2023-09-19,857325,Notice of Public Hearing on Proposed Budget Amendment for 2023-2024 Fiscal Year,1019463,Notice of Public Hearing on Budget Amendment for Fiscal Year 2023-2024 (September 2023).pdf,False
2147,City Council,2023-09-19,858837,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1022243,"09-19-2023 CH CC Work Session, Board of Canvassers and CC Business Meeting Agendas.pdf",False
2147,City Council,2023-09-19,858837,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1023885,Declaration 2023-01 (Board of Canvassers - Declaring Certain Candidates Nominated and Certifying the Results of the 2023 Primary Election Canvass).pdf,False
2147,City Council,2023-09-19,858837,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1023887,Resolution 2023-48 (Approving an Agreement w Venn Collaborative for Veterans Monument Design Services).pdf,False
2147,City Council,2023-09-19,858837,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1023889,Potential TIP Projects - 2023_revised_9_14_23.pdf,False
2147,City Council,2023-09-19,858837,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1023891,Public Comment Handout - Ronald Robert.pdf,False
2147,City Council,2023-09-19,858837,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1023893,PW Sept19.pdf,False
2147,City Council,2023-09-19,858837,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1023895,Senawave CH_9.19.23_WorkSession.pdf,False
2147,City Council,2023-09-19,858837,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1023897,UFA Cottonwood Heights 2023 Q2.pdf,False
2147,City Council,2023-09-19,858837,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1023899,Budget Adjustment Memo 2023 09 19.pdf,False
2147,City Council,2023-09-19,858837,"City Council Work Session, Board of Canvassers, and City Council Business Meeting",1023901,Five Year Fund Balance Projection - Sept 2023.pdf,False
2147,City Council,2023-09-15,858643,RFP for Appeals Hearing Officer Services,1021999,Cottonwood Heights-RFP for Appeals Hearing Officer.pdf,False
2147,City Council,2023-09-06,856145,NOTICE OF MAYOR AND CITY COUNCIL ATTENDANCE OF THE UTAH LEAGUE OF CITIES AND TOWNS (ULCT) 2023 ANNUAL CONVENTION,1017169,"09-05-2023 CH CC Work Session, CDRA Work Session and CC Business Meeting Agendas.pdf",False
2147,City Council,2023-09-05,855699,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1019083,WFWRD Report for the Cottonwood Heights Council 09-05-23.pdf,False
2147,City Council,2023-09-05,855699,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1023903,"09-05-2023 CH CC Work Session, CDRA Work Session and CC Business Meeting Minutes-APPROVED.pdf",True
2147,City Council,2023-09-05,855699,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1016695,"09-05-2023 CH CC Work Session, CDRA Work Session and CC Business Meeting Agendas.pdf",False
2147,City Council,2023-09-05,855699,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1019079,Peppers Hill.pdf,False
2147,City Council,2023-09-05,855699,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1019081,Potential TIP Projects.pdf,False
2147,City Council,2023-09-05,855699,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1019085,Ordinance 402 (Establishing Temporary Land Use Regulations for Outdoor Non-Vegetative Playing Surfaces and Commencing Proceedings to Amed Ordinances).pdf,False
2147,City Council,2023-09-05,855699,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1019087,Resolution 2023-46 (Approving an Agreement w Bowen Collins &amp; Associates Inc for Storm Water System Design Services).pdf,False
2147,City Council,2023-09-05,855699,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1019089,Resolution 2023-47 (Approving Entry Into an ILA w SLCounty - Home Investment Partnership Program).pdf,False
2147,City Council,2023-09-05,855699,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1019467,2023_0823_CHTC Community Advisory Committee Role.pdf,False
2147,City Council,2023-09-05,855699,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1019469,CED Presenetation 9-5-2023.pdf,False
2147,City Council,2023-08-15,852043,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1019091,"08-15-2023 CH CC Work Session, CDRA Work Session and CC Business Meeting Minutes-APPROVED.pdf",True
2147,City Council,2023-08-15,852043,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1010085,"08-15-2023 CH CC Work Session, CDRA Work Session and CC Business Meeting Agendas.pdf",False
2147,City Council,2023-08-15,852043,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1013483,2023 06 June Council Report.pdf,False
2147,City Council,2023-08-15,852043,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1013485,CHPD Statistics Review July 2023  -  Read-Only.pdf,False
2147,City Council,2023-08-15,852043,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1013487,Cottonwood Heights Hillside Plaza CDRA Work Session 230815.pdf,False
2147,City Council,2023-08-15,852043,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1013489,Public Hand-Out - Bob Jacobs.pdf,False
2147,City Council,2023-08-15,852043,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1013491,PW Aug15 - Highland Drive and Bengal Blvd.pdf,False
2147,City Council,2023-08-15,852043,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1013493,Speaker Comment Card - Jennifer Follstad Shah_Redacted.pdf,False
2147,City Council,2023-08-15,852043,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1013495,Speaker Comment Card - Mark Johnson_Redacted.pdf,False
2147,City Council,2023-08-15,852043,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1013497,Resolution 2023-44 (Approving and Ratifying a Bid and Awarding a Construction Contract to Rulon Harper Construction Inc - Storm Water Access Restoration Project).pdf,False
2147,City Council,2023-08-15,852043,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1013499,Resolution 2023-45 (Awarding a Retiring PO His Badge and Approving Purchase of His Police Firearm).pdf,False
2147,City Council,2023-08-01,847915,Notice of Public Hearing on Proposed Budget Amendment for 2023-2024 Fiscal Year,1002767,Notice of Public Hearing on Budget Amendment for Fiscal Year 2023-2024 (August 2023).pdf,False
2147,City Council,2023-08-01,848735,"City Council AMENDED Work Session, CDRA Work Session, and City Council Business Meeting",1013481,"08-01-2023 CH CC Work Session, CDRA Work Session and CC Business Meeting Minutes-APPROVED.pdf",True
2147,City Council,2023-08-01,848735,"City Council AMENDED Work Session, CDRA Work Session, and City Council Business Meeting",1004193,"08-01-2023 CH CC Work Session, CDRA Work Session and CC Business Meeting Agendas.pdf",False
2147,City Council,2023-08-01,848735,"City Council AMENDED Work Session, CDRA Work Session, and City Council Business Meeting",1004751,"08-01-2023 CH CC AMENDED Work Session, CDRA Work Session and CC Business Meeting Agendas.pdf",False
2147,City Council,2023-08-01,848735,"City Council AMENDED Work Session, CDRA Work Session, and City Council Business Meeting",1007491,2023 - Veterans Memorial Monument Update (1).pdf,False
2147,City Council,2023-08-01,848735,"City Council AMENDED Work Session, CDRA Work Session, and City Council Business Meeting",1007493,CED Presentation - 8-1-23.pdf,False
2147,City Council,2023-08-01,848735,"City Council AMENDED Work Session, CDRA Work Session, and City Council Business Meeting",1007495,CH Safety Plan Presentation.pdf,False
2147,City Council,2023-08-01,848735,"City Council AMENDED Work Session, CDRA Work Session, and City Council Business Meeting",1007497,Public Comment Handout - Will McCarvill.pdf,False
2147,City Council,2023-08-01,848735,"City Council AMENDED Work Session, CDRA Work Session, and City Council Business Meeting",1007921,Resolution 2023-43 (Approving and Accepting a Grant from the Utah State Historic Preservation Office).pdf,False
2147,City Council,2023-08-01,848735,"City Council AMENDED Work Session, CDRA Work Session, and City Council Business Meeting",1007923,Ordinance 399 (Adopting an Amended Budget for the Period of 1 July 2023 through 30 June 2024).pdf,False
2147,City Council,2023-08-01,848735,"City Council AMENDED Work Session, CDRA Work Session, and City Council Business Meeting",1007925,Ordinance 400-A (Approving a General Plan Amendment for realty at 6851 S Big Cottonwood Canyon Road from Mixed Use to Residential Low Density).pdf,False
2147,City Council,2023-08-01,848735,"City Council AMENDED Work Session, CDRA Work Session, and City Council Business Meeting",1007927,Ordinance 401-A (Approving the Re-Zone of Real Property Located at 6851 S Big Cottonwood Canyon Road from Foothill Residential to Residential Single Family and Amending the Zoning Map).pdf,False
2147,City Council,2023-07-18,846318,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1007479,"07-18-2023 CH CC Work Session, CDRA Work Session and CC Business Meeting Minutes-APPROVED.pdf",True
2147,City Council,2023-07-18,846318,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1000024,"07-18-2023 CH CC Work Session, CDRA Work Session and CC Business Meeting Agendas.pdf",False
2147,City Council,2023-07-18,846318,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1001431,CED Presentation 7-18-2023.pdf,False
2147,City Council,2023-07-18,846318,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1001433,CHC Council Presentation.pdf,False
2147,City Council,2023-07-18,846318,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1001435,Resolution 2023-41 (Approving to an Appointment to the Arts Council).pdf,False
2147,City Council,2023-07-18,846318,"City Council Work Session, CDRA Work Session, and City Council Business Meeting",1001437,Resolution 2023-42 (Approving to an Appointment to the Planning Commission).pdf,False
2147,City Council,2023-07-11,844595,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",1007485,"07-11-2023 CH CC Work Session, CDRA Business Meeting, and CC Business Meeting Minutes-APPROVED.pdf",True
