date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,meeting_title,filename,content_length_bytes,size_mb,stored_locally,doc_class,fetch_status,sha256,text_path,text_chars
2022-06-21,Ord 22-13 Code Amendment Chapter 17.53 Annexations - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-13%20Code%20Amendment%20Chapter%2017.53%20Annexations%20-%20ACTION.pdf?t=20220617110850526,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Ord 22-13 Code Amendment Chapter 17.53 Annexations - ACTION.pdf,60743,0.06,no,staff_report,ok,1be7d75c8cdaa5d71b8c2be4adf2257430d79a23d26f5179f429c804f06048c7,text/attachments/2022-06-21_Ord_22_13_Code_Amendment_Chapter_17_53_Annexations_d467b5ce.txt,11489
2022-06-21,Ord 22-14 South Logan Partners Annexation - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-14%20South%20Logan%20Partners%20Annexation%20-%20ACTION.pdf?t=20220617110711776,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Ord 22-14 South Logan Partners Annexation - ACTION.pdf,549694,0.55,no,staff_report,ok,6fa858fb31aeffeb5ecca5ae901194636b164978eaf0a429d7c5cc0bfb12f5ba,text/attachments/2022-06-21_Ord_22_14_South_Logan_Partners_Annexation_ACTION_96ef86a7.txt,42645
2022-06-21,Ord 22-15 MPI Group Disconnect - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-15%20MPI%20Group%20Disconnect%20-%20WORKSHOP.pdf?t=20220617124703714,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Ord 22-15 MPI Group Disconnect - WORKSHOP.pdf,459782,0.46,no,staff_report,ok,3c1d9918bcd50a461aa1bb3d18fc14e470bf118606fda58748c6e2060ec54aeb,text/attachments/2022-06-21_Ord_22_15_MPI_Group_Disconnect_WORKSHOP_58b9dfd5.txt,35170
2022-06-21,Res 22-18 URS Contributory Retirement Systems - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-18%20URS%20Contributory%20Retirement%20Systems%20-%20ACTION.pdf?t=20220617111028648,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Res 22-18 URS Contributory Retirement Systems - ACTION.pdf,63842,0.06,no,,,,,
2022-06-21,Res 22-19 Elected Officials Wages - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-19%20Elected%20Officials%20Wages%20-%20ACTION.pdf?t=20220617111059868,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Res 22-19 Elected Officials Wages - ACTION.pdf,99903,0.1,no,,,,,
2022-06-21,Res 22-20 Annexation Policy Plan - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-20%20Annexation%20Policy%20Plan%20-%20ACTION.pdf?t=20220617110747198,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Res 22-20 Annexation Policy Plan - ACTION.pdf,66660,0.07,no,staff_report,ok,661490d8a89c279ddcba42eb78a717655ccb0ce696f2c884f65da4592e89c7c9,text/attachments/2022-06-21_Res_22_20_Annexation_Policy_Plan_ACTION_5afb0967.txt,1560
2022-06-21,Res 22-21 Bereavement Leave for City Employees - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-21%20Bereavement%20Leave%20for%20City%20Employees%20-%20ACTION.pdf?t=20220617110924229,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Res 22-21 Bereavement Leave for City Employees - ACTION.pdf,140300,0.14,no,,,,,
2022-06-21,Res 22-23 Budget Adjustment - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-23%20Budget%20Adjustment%20-%20ACTION.pdf?t=20220617111000166,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Res 22-23 Budget Adjustment - ACTION.pdf,10920,0.01,no,,,,,
2022-06-21,Res 22-24 Municipal Wastewater Planning Program MWPP Annual Report - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-24%20Municipal%20Wastewater%20Planning%20Program%20MWPP%20Annual%20Report%20-%20ACTION.pdf?t=20220617110559151,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Res 22-24 Municipal Wastewater Planning Program MWPP Annual Report - ACTION.pdf,1030429,1.03,no,,,,,
2022-06-21,Res 22-25 FINAL FY22-23 Budget Adoption - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-25%20FINAL%20FY22-23%20Budget%20Adoption%20-%20ACTION.pdf?t=20220617111257009,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Res 22-25 FINAL FY22-23 Budget Adoption - ACTION.pdf,10236,0.01,no,,,,,
2022-06-21,Res 22-26 FY23 Certified Tax Rate - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-26%20FY23%20Certified%20Tax%20Rate%20-%20ACTION.pdf?t=20220617111222774,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Res 22-26 FY23 Certified Tax Rate - ACTION.pdf,9613,0.01,no,,,,,
2022-06-21,Res 22-28 Budget Adjustment - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-28%20Budget%20Adjustment%20-%20WORKSHOP.pdf?t=20220617111327134,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Res 22-28 Budget Adjustment - WORKSHOP.pdf,10005,0.01,no,,,,,
2022-06-21,Res 22-22 RDA Budget Adjustment Blue Springs - ACTION,RDA,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-22%20RDA%20Budget%20Adjustment%20Blue%20Springs%20-%20ACTION.pdf?t=20220617111433446,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Res 22-22 RDA Budget Adjustment Blue Springs - ACTION.pdf,9990,0.01,no,,,,,
2022-06-21,Res 22-27 RDA FINAL FY22-23 Budget - ACTION,RDA,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-27%20RDA%20FINAL%20FY22-23%20Budget%20-%20ACTION.pdf?t=20220617111507322,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,June 21 - Regular Meeting,Res 22-27 RDA FINAL FY22-23 Budget - ACTION.pdf,10296,0.01,no,,,,,
2022-07-05,2022July5 Cancelled Council Meeting Notice,Council,cancelled,notice,https://www.loganutah.gov/departments/admin/council/2022July5%20Cancelled%20Council%20Meeting%20Notice.pdf?t=2022072011474473,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 5 - Cancelled Meeting,2022July5 Cancelled Council Meeting Notice.pdf,28537,0.03,no,,,,,
2022-07-19,AGENDA 2022July19,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202022July19.pdf?t=20220715111239986,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,AGENDA 2022July19.pdf,164474,0.16,no,,,,,
2022-07-19,AGENDA 2022July19 Spanish,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202022July19%20Spanish.pdf?t=20220715111314111,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,AGENDA 2022July19 Spanish.pdf,188573,0.19,no,,,,,
2022-07-19,Board Appointment - Historic Preservation,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/Board%20Appointment%20-%20Historic%20Preservation.pdf?t=20220715105011597,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,Board Appointment - Historic Preservation.pdf,677917,0.68,no,,,,,
2022-07-19,CCCOG Public Hearing Memo to Council_July 2022,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/CCCOG%20Public%20Hearing%20Memo%20to%20Council_July%202022.pdf?t=20220715105102613,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,CCCOG Public Hearing Memo to Council_July 2022.pdf,106768,0.11,no,,,,,
2022-07-19,Ord 22-15 MPI Group Disconnect - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-15%20MPI%20Group%20Disconnect%20-%20ACTION.pdf?t=20220715105213879,2026-07-05,na,claude_vision,,July 19 - Regular Meeting,Ord 22-15 MPI Group Disconnect - ACTION.pdf,1277410,1.28,no,staff_report,ok,b21e596bca86067650f15ca2b7ee1bbf73241303520bb3b5c03240cdf6f6835a,text/attachments/2022-07-19_Ord_22_15_MPI_Group_Disconnect_ACTION_e04a170b.txt,13959
2022-07-19,Ord 22-16 Ville 364 Rezone - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-16%20Ville%20364%20Rezone%20-%20WORKSHOP.pdf?t=20220715105535457,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,Ord 22-16 Ville 364 Rezone - WORKSHOP.pdf,846160,0.85,no,staff_report,ok,5752faedf61fb1d35fe99cdb12058b5765e9f334702d0daae6f894054c71cc16,text/attachments/2022-07-19_Ord_22_16_Ville_364_Rezone_WORKSHOP_f64f2bc5.txt,15994
2022-07-19,Ord 22-17 Mobile Food Vendor Code Amendment - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-17%20Mobile%20Food%20Vendor%20Code%20Amendment%20-%20WORKSHOP.pdf?t=20220715105501066,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,Ord 22-17 Mobile Food Vendor Code Amendment - WORKSHOP.pdf,241958,0.24,no,,,,,
2022-07-19,Res 22-28 Budget Adjustment - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-28%20Budget%20Adjustment%20-%20ACTION.pdf?t=20220715105140738,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,Res 22-28 Budget Adjustment - ACTION.pdf,10005,0.01,no,,,,,
2022-07-19,Res 22-29 Community Development Fee Schedule Update (Annexation Applications) - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-29%20Community%20Development%20Fee%20Schedule%20Update%20%28Annexation%20Applications%29%20-%20WORKSHOP.pdf?t=20220715105424691,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,Res 22-29 Community Development Fee Schedule Update (Annexation Applications) - WORKSHOP.pdf,558392,0.56,no,,,,,
2022-07-19,Res 22-30 UAMPS Steel Solar 1B Project Amended - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-30%20UAMPS%20Steel%20Solar%201B%20Project%20Amended%20-%20ACTION.pdf?t=20220715105254051,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,Res 22-30 UAMPS Steel Solar 1B Project Amended - ACTION.pdf,86261,0.09,no,,,,,
2022-07-19,Res 22-31 American Rescue Plan Act - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-31%20American%20Rescue%20Plan%20Act%20-%20WORKSHOP.pdf?t=20220715105645271,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,Res 22-31 American Rescue Plan Act - WORKSHOP.pdf,39466,0.04,no,,,,,
2022-07-19,Res 22-32 Revised Light & Power Rate Schedule - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-32%20Revised%20Light%20%26%20Power%20Rate%20Schedule%20-%20WORKSHOP.pdf?t=20220715105321973,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,Res 22-32 Revised Light & Power Rate Schedule - WORKSHOP.pdf,664914,0.66,no,,,,,
2022-07-19,Res 22-33 Budget Adjustments - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-33%20Budget%20Adjustments%20-%20WORKSHOP.pdf?t=20220715105610365,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,Res 22-33 Budget Adjustments - WORKSHOP.pdf,28391,0.03,no,,,,,
2022-07-19,Res 22-34-Commercial and Residential Incentive Program - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-34-Commercial%20and%20Residential%20Incentive%20Program%20-%20WORKSHOP.pdf?t=2022071510535466,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,July 19 - Regular Meeting,Res 22-34-Commercial and Residential Incentive Program - WORKSHOP.pdf,120297,0.12,no,,,,,
2022-08-02,AGENDA 2022August2,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202022August2.pdf?t=20220729100452273,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 2 - Regular Meeting,AGENDA 2022August2.pdf,163153,0.16,no,,,,,
2022-08-02,AGENDA 2022August2 Spanish,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202022August2%20Spanish.pdf?t=20220729100547633,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 2 - Regular Meeting,AGENDA 2022August2 Spanish.pdf,173438,0.17,no,,,,,
2022-08-02,Board Appointment  - Historic Preservation,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Board%20Appointment%20%20-%20Historic%20Preservation.pdf?t=20220729100714352,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 2 - Regular Meeting,Board Appointment  - Historic Preservation.pdf,108301,0.11,no,,,,,
2022-08-02,Ord 22-16 Ville 364 Rezone - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-16%20Ville%20364%20Rezone%20-%20ACTION.pdf?t=20220729101118495,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 2 - Regular Meeting,Ord 22-16 Ville 364 Rezone - ACTION.pdf,846160,0.85,no,staff_report,ok,5752faedf61fb1d35fe99cdb12058b5765e9f334702d0daae6f894054c71cc16,text/attachments/2022-08-02_Ord_22_16_Ville_364_Rezone_ACTION_7bc74b86.txt,15994
2022-08-02,Ord 22-17 Mobile Food Vendor Code Amendment - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-17%20Mobile%20Food%20Vendor%20Code%20Amendment%20-%20ACTION.pdf?t=20220729101031229,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 2 - Regular Meeting,Ord 22-17 Mobile Food Vendor Code Amendment - ACTION.pdf,241958,0.24,no,,,,,
2022-08-02,Res 22-29 Community Development Fee Schedule Update (Annexation Applications) - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-29%20Community%20Development%20Fee%20Schedule%20Update%20%28Annexation%20Applications%29%20-%20ACTION.pdf?t=20220729100956931,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 2 - Regular Meeting,Res 22-29 Community Development Fee Schedule Update (Annexation Applications) - ACTION.pdf,558392,0.56,no,,,,,
2022-08-02,Res 22-31 American Rescue Plan Act - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-31%20American%20Rescue%20Plan%20Act%20-%20ACTION.pdf?t=20220729101243495,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 2 - Regular Meeting,Res 22-31 American Rescue Plan Act - ACTION.pdf,39466,0.04,no,,,,,
2022-08-02,Res 22-32 Revised Light & Power Rate Schedule - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-32%20Revised%20Light%20%26%20Power%20Rate%20Schedule%20-%20ACTION.pdf?t=20220811113517223,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 2 - Regular Meeting,Res 22-32 Revised Light & Power Rate Schedule - ACTION.pdf,588152,0.59,no,,,,,
2022-08-02,Res 22-33 Budget Adjustments - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-33%20Budget%20Adjustments%20-%20ACTION.pdf?t=20220729101159088,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 2 - Regular Meeting,Res 22-33 Budget Adjustments - ACTION.pdf,28391,0.03,no,,,,,
2022-08-02,Res 22-34-Commercial and Residential Incentive Program - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-34-Commercial%20and%20Residential%20Incentive%20Program%20-%20ACTION.pdf?t=2022072910090154,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 2 - Regular Meeting,Res 22-34-Commercial and Residential Incentive Program - ACTION.pdf,120297,0.12,no,,,,,
2022-08-02,Res 22-35 Budget Adjustments - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-35%20Budget%20Adjustments%20-%20WORKSHOP.pdf?t=20220729101325432,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 2 - Regular Meeting,Res 22-35 Budget Adjustments - WORKSHOP.pdf,15458,0.02,no,,,,,
2022-08-16,AGENDA 2022August16,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202022August16.pdf?t=20220811113038721,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 16 - Regular Meeting,AGENDA 2022August16.pdf,225742,0.23,no,,,,,
2022-08-16,AGENDA 2022August16 Spanish,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202022August16%20Spanish.pdf?t=20220811113112033,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 16 - Regular Meeting,AGENDA 2022August16 Spanish.pdf,188074,0.19,no,,,,,
2022-08-16,Board Appointment,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Board%20Appointment.pdf?t=20251030155234197,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 16 - Regular Meeting,Board Appointment.pdf,168569,0.17,no,,,,,
2022-08-16,Final Housing Crisis Task Force Report,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Final%20Housing%20Crisis%20Task%20Force%20Report.pdf?t=20220811113306629,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 16 - Regular Meeting,Final Housing Crisis Task Force Report.pdf,361911,0.36,no,,,,,
2022-08-16,Housing Crisis Task Force presentation (1),Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Housing%20Crisis%20Task%20Force%20presentation%20%281%29.pdf?t=2022081111335452,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 16 - Regular Meeting,Housing Crisis Task Force presentation (1).pdf,423402,0.42,no,,,,,
2022-08-16,Res 22-32 Revised Light & Power Rate Schedule - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-32%20Revised%20Light%20%26%20Power%20Rate%20Schedule%20-%20ACTION.pdf?t=20220811113517223,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 16 - Regular Meeting,Res 22-32 Revised Light & Power Rate Schedule - ACTION.pdf,588152,0.59,no,,,,,
2022-08-16,Res 22-35 Budget Adjustments - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-35%20Budget%20Adjustments%20-%20ACTION.pdf?t=20220811113440113,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 16 - Regular Meeting,Res 22-35 Budget Adjustments - ACTION.pdf,15458,0.02,no,,,,,
2022-08-16,Res 22-36 Red Mesa Tapaha Solar Project Amended - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-36%20Red%20Mesa%20Tapaha%20Solar%20Project%20Amended%20-%20ACTION.pdf?t=20220811113603301,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 16 - Regular Meeting,Res 22-36 Red Mesa Tapaha Solar Project Amended - ACTION.pdf,255425,0.26,no,,,,,
2022-08-16,Res 22-37 Budget Adjustments - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-37%20Budget%20Adjustments%20-%20WORKSHOP.pdf?t=20220811113711988,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 16 - Regular Meeting,Res 22-37 Budget Adjustments - WORKSHOP.pdf,11330,0.01,no,,,,,
2022-08-16,Res 22-38 FY 2022 CARRY FORWARDS - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-38%20FY%202022%20CARRY%20FORWARDS%20-%20WORKSHOP.pdf?t=20220811113743755,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,August 16 - Regular Meeting,Res 22-38 FY 2022 CARRY FORWARDS - WORKSHOP.pdf,134104,0.13,no,,,,,
2022-09-06,AGENDA 2022September Spanish,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202022September%20Spanish.pdf?t=2022090212262721,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 6 - Regular Meeting,AGENDA 2022September Spanish.pdf,189182,0.19,no,,,,,
2022-09-06,AGENDA 2022September6,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202022September6.pdf?t=20220902122554069,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 6 - Regular Meeting,AGENDA 2022September6.pdf,227030,0.23,no,,,,,
2022-09-06,Board Appointments,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Board%20Appointments.pdf?t=20260114130854862,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 6 - Regular Meeting,Board Appointments.pdf,491925,0.49,no,,,,,
2022-09-06,Ord 22-18 Police and Fire Residency Requirements LMC - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-18%20Police%20and%20Fire%20Residency%20Requirements%20LMC%20-%20WORKSHOP.pdf?t=20220902123104257,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 6 - Regular Meeting,Ord 22-18 Police and Fire Residency Requirements LMC - WORKSHOP.pdf,269020,0.27,no,,,,,
2022-09-06,Ord 22-19 Code Amendments Chapter 17.10.100 and 17.34 LDC - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-19%20Code%20Amendments%20Chapter%2017.10.100%20and%2017.34%20LDC%20-%20WORKSHOP.pdf?t=20220902123023804,2026-07-05,na,claude_vision,,September 6 - Regular Meeting,Ord 22-19 Code Amendments Chapter 17.10.100 and 17.34 LDC - WORKSHOP.pdf,16038162,16.04,no,staff_report,ok,b28d401e368fda3c732bcfe761cea30187a815fec5a024bce15732ae2e1a1f81,text/attachments/2022-09-06_Ord_22_19_Code_Amendments_Chapter_17_10_100_and_17_b31056e8.txt,232392
2022-09-06,Press Release Campbell Scientific Weather Station Donation,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Press%20Release%20Campbell%20Scientific%20Weather%20Station%20Donation.pdf?t=20220902122804647,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 6 - Regular Meeting,Press Release Campbell Scientific Weather Station Donation.pdf,76519,0.08,no,,,,,
2022-09-06,Res 22-37 Budget Adjustments - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-37%20Budget%20Adjustments%20-%20ACTION.pdf?t=2022090212283835,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 6 - Regular Meeting,Res 22-37 Budget Adjustments - ACTION.pdf,11330,0.01,no,,,,,
2022-09-06,Res 22-38 FY 2022 CARRY FORWARDS - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-38%20FY%202022%20CARRY%20FORWARDS%20-%20ACTION.pdf?t=20220902122915288,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 6 - Regular Meeting,Res 22-38 FY 2022 CARRY FORWARDS - ACTION.pdf,135598,0.14,no,,,,,
2022-09-06,Res 22-39 Budget Adjustment Construction of Fire Station 70 - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-39%20Budget%20Adjustment%20Construction%20of%20Fire%20Station%2070%20-%20ACTION.pdf?t=20220902122945382,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 6 - Regular Meeting,Res 22-39 Budget Adjustment Construction of Fire Station 70 - ACTION.pdf,10035,0.01,no,,,,,
2022-09-06,Res 22-40 Budget Adjustments - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-40%20Budget%20Adjustments%20-%20WORKSHOP.pdf?t=20220902123129819,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 6 - Regular Meeting,Res 22-40 Budget Adjustments - WORKSHOP.pdf,14602,0.01,no,,,,,
2022-09-20,AGENDA 2022September20,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202022September20.pdf?t=20220916113933234,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 20 - Regular Meeting,AGENDA 2022September20.pdf,170355,0.17,no,,,,,
2022-09-20,AGENDA 2022September20 Spanish ,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202022September20%20Spanish%20.pdf?t=20220916114046328,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 20 - Regular Meeting,AGENDA 2022September20 Spanish .pdf,167033,0.17,no,,,,,
2022-09-20,Ord 22-18 Police and Fire Residency Requirements LMC - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-18%20Police%20and%20Fire%20Residency%20Requirements%20LMC%20-%20ACTION.pdf?t=20220916114244203,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 20 - Regular Meeting,Ord 22-18 Police and Fire Residency Requirements LMC - ACTION.pdf,269020,0.27,no,,,,,
2022-09-20,Ord 22-19 Code Amendments Chapter 17.10.100 and 17.34 LDC - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2022-19%20Code%20Amendments%20Chapter%2017.10.100%20and%2017.34%20LDC%20-%20ACTION.pdf?t=20220916114431844,2026-07-05,na,claude_vision,,September 20 - Regular Meeting,Ord 22-19 Code Amendments Chapter 17.10.100 and 17.34 LDC - ACTION.pdf,16038162,16.04,no,staff_report,ok,b28d401e368fda3c732bcfe761cea30187a815fec5a024bce15732ae2e1a1f81,text/attachments/2022-09-20_Ord_22_19_Code_Amendments_Chapter_17_10_100_and_17_2fead718.txt,222385
2022-09-20,Res 22-40 Budget Adjustments - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-40%20Budget%20Adjustments%20-%20ACTION.pdf?t=20220916114334625,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 20 - Regular Meeting,Res 22-40 Budget Adjustments - ACTION.pdf,14602,0.01,no,,,,,
2022-09-20,Res 22-41 Budget Adjustments - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2022-41%20Budget%20Adjustments%20-%20WORKSHOP.pdf?t=20220916114533047,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,September 20 - Regular Meeting,Res 22-41 Budget Adjustments - WORKSHOP.pdf,14850,0.01,no,,,,,
2022-10-04,AGENDA 2022October04 Spanish,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202022October04%20Spanish.pdf?t=20220930112609548,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,October 4 - Regular Meeting,AGENDA 2022October04 Spanish.pdf,154046,0.15,no,,,,,
