staging_file,path,office,confidence,evidence,added,candidate
,raw/2012/2012_Ballard102912.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/b9239f6a.json reads candidate_printed='LARRY BALLARD', office_printed='UTAH COUNTY COMMISSION SEAT C'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,LARRY BALLARD
,raw/2012/2012_Ballard120412.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/bcb6f2af.json reads candidate_printed='LARRY L. BALLARD', office_printed='COUNTY COMMISSION ""C""'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,LARRY L. BALLARD
,raw/2012/2012_Ellertson061812.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/e00a4fae.json reads candidate_printed='Larry Alton Ellertson', office_printed='Utah County Commission Seat C'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Larry Alton Ellertson
,raw/2010/2010_CountyRecorder-SmithJefferyDean-061510.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/42f72d3a.json reads candidate_printed='JEFFERY DEAN SMITH', office_printed='UT. COUNTY RECORDER'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,JEFFERY DEAN SMITH
,raw/2010/2010_CountyCommissionSeatB-WitneyDouglas-111510.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/59eede2f.json reads candidate_printed='Douglas Witney', office_printed='Commission Seat B'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Douglas Witney
,raw/2010/2010_CountySurveyorPetersonScottM052110.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/9ebc6d4e.json reads candidate_printed='Scott M Peterson', office_printed='County Surveyor'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Scott M Peterson
,raw/2014/2014_10-14Buhman_Redacted.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/a0cd2ae1.json reads candidate_printed='Jeffrey R. Buhman', office_printed='Utah County Attorney'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Jeffrey R. Buhman
,raw/2010/2010_CountyCommissionSeatB-WitneyDouglas-102510.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/b577885a.json reads candidate_printed='Douglas Witney', office_printed='Utah County Commission SEAT B'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Douglas Witney
,raw/2012/2012_Grierson072012.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/c0ba058a.json reads candidate_printed='Lorne W. Grierson', office_printed='Utah County Commissioner'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Lorne W. Grierson
,raw/2010/2010_CountyTreasurer-KirkRobert-061110.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/d1bd54d2.json reads candidate_printed='Robert Kirk', office_printed='Treasurer'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Robert Kirk
,raw/2010/2010_CountyRecorder-CampbellRodney-061410.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/e0c17755.json reads candidate_printed='Rodney D. Campbell', office_printed='County Recorder'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Rodney D. Campbell
,raw/2010/2010_CountyRecorder-SmithJefferyDean-102510.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/6c3330b1.json reads candidate_printed='JEFFERY DEAN SMITH', office_printed='UTAH COUNTY RECORDER'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,JEFFERY DEAN SMITH
,raw/2014/2014_10-14Jackson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/9162c34a.json reads candidate_printed='Kim Jackson', office_printed='Treasurer'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Kim Jackson
,raw/2014/2014_10-14WriteIn-Freeze.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/06dd70a9.json reads candidate_printed='Bill Freeze', office_printed='Commission Seat A'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Bill Freeze
,raw/2014/2014_12-14Buhman_Redacted.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/3de0387e.json reads candidate_printed='Jeffrey R. Buhman', office_printed='Utah County Attorney'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Jeffrey R. Buhman
,raw/2014/2014_10-14WriteIn-Riding.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/5c1545d3.json reads candidate_printed='ROB RIDING', office_printed='SHERIFF'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,ROB RIDING
,raw/2014/2014_10-14Poulson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/790ab26d.json reads candidate_printed='Kris W Poulson', office_printed='County Assessor'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Kris W Poulson
,raw/2014/2014_10-14Ratcliffe.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/7d1b8f22.json reads candidate_printed='GARY RATCLIFFE', office_printed='SURVEYOR'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,GARY RATCLIFFE
,raw/2014/2014_10-14Smith.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/a0202d15.json reads candidate_printed='JEFFERY DEAN SMITH', office_printed='COUNTY RECORDER'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,JEFFERY DEAN SMITH
,raw/2014/2014_10-14Tracy.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/c969ce67.json reads candidate_printed='JAMES O. TRACY', office_printed='SHERIFF'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,JAMES O. TRACY
,raw/2014/2014_10-14Lee.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/e75df429.json reads candidate_printed='Bill Lee', office_printed='Utah County Commissioner (Seat B)'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Bill Lee
,raw/2014/2014_10-14Thompson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/f2a597fe.json reads candidate_printed='Bryan E. Thompson', office_printed='Utah County Clerk/Auditor'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Bryan E. Thompson
,raw/2014/2014_10-14WriteIn-Hemingway.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/fa00ee08.json reads candidate_printed='STEPHEN C. HEMINGWAY - (HEMI)', office_printed='UTAH COUNTY COMMISSION SEAT B.'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,STEPHEN C. HEMINGWAY - (HEMI)
,raw/2014/2014_12-14Graves.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/2da50965.json reads candidate_printed='Gregory J. Graves', office_printed='Commissioner Seat A'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Gregory J. Graves
,raw/2014/2014_12-14Lee.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/71a231cf.json reads candidate_printed='Bill Lee', office_printed='Utah County Commission (Seat B)'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Bill Lee
,raw/2014/2014_12-14Freeze.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/84c710ab.json reads candidate_printed='Bill Freeze', office_printed='Commission Seat A'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Bill Freeze
,raw/2014/2014_12-14Jackson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/c2a292b6.json reads candidate_printed='Kim Jackson', office_printed='Treasurer'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Kim Jackson
,raw/2014/2014_12-14Hemingway.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/c77f724d.json reads candidate_printed='STEPHEN ""HEMI"" HEMINGWAY', office_printed='UTAH COUNTY COMMISSION - B SEAT'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,"STEPHEN ""HEMI"" HEMINGWAY"
,raw/2014/2014_30DayAllen.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/ec78f441.json reads candidate_printed='Casey Allen', office_printed='Ut County Commissioner Seat B'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Casey Allen
,raw/2014/2014_30DayHJackson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/21f4b69e.json reads candidate_printed='Heather Jackson', office_printed='County Commission Seat B'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Heather Jackson
,raw/2014/2014_30DayGurnsey.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/3fa40898.json reads candidate_printed='Richard A. Guernsey', office_printed='Utah County Commissioner Seat B'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Richard A. Guernsey
,raw/2014/2014_12-14Smith.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/606fffda.json reads candidate_printed='JEFFERY DEAN SMITH', office_printed='UT-COUNTY RECORDER'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,JEFFERY DEAN SMITH
,raw/2014/2014_12-14Ratcliffe.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/6d40e35d.json reads candidate_printed='GARY RATCLIFFE', office_printed='SURVEYOR'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,GARY RATCLIFFE
,raw/2014/2014_12-14Poulson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/78e3b02f.json reads candidate_printed='Kris W Poulson', office_printed='Assessor'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Kris W Poulson
,raw/2014/2014_30DayAnderson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/80bc214f.json reads candidate_printed='Gary J. Anderson', office_printed='Ut. County Commissioner'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Gary J. Anderson
,raw/2014/2014_12-14Thompson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/85bae63c.json reads candidate_printed='Bryan E. Thompson', office_printed='Utah County Clerk/Auditor'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Bryan E. Thompson
,raw/2014/2014_30DayAcheson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/a1c4ed41.json reads candidate_printed='David Acheson', office_printed='Utah Co. Comm #B'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,David Acheson
,raw/2014/2014_30DayBowen.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/dbfc9509.json reads candidate_printed='Carlton Edward Bowen', office_printed='County Commissioner B'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Carlton Edward Bowen
,raw/2014/2014_12-14Tracy.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/dc0b5328.json reads candidate_printed='JAMES O. TRACY', office_printed='SHERIFF'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,JAMES O. TRACY
,raw/2014/2014_6-14A-Graves_1.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/6ecb83ae.json reads candidate_printed='Gregory J. Graves', office_printed='County Comissioner ""A""'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Gregory J. Graves
,raw/2014/2014_30DayRevill.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/8aa8374c.json reads candidate_printed='JOHNNY REVILL', office_printed='COUNTY COMMISSION SEAT A'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,JOHNNY REVILL
,raw/2014/2014_30DayMillett_2.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/934de3d9.json reads candidate_printed='RAPHAEL MILLET', office_printed='RECORDER'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,RAPHAEL MILLET
,raw/2014/2014_6-14Assessor-Poulson_1.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/ba37a5d3.json reads candidate_printed='Kris W Poulson', office_printed='Assessor'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Kris W Poulson
,raw/2014/2014_PostPrimary-Stanley.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/0b995515.json reads candidate_printed='Benjamin D. Stanley', office_printed='Utah County Attorney'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Benjamin D. Stanley
,raw/2016/2016_CCP2016Voeks.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/17bb61d5.json reads candidate_printed='CASEY VOEKS', office_printed='COUNTY COMMISSION C'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,CASEY VOEKS
,raw/2016/2016_RNIvie.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/1d6937a5.json reads candidate_printed='Nathan Ivie', office_printed='Commissioner'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Nathan Ivie
,raw/2014/2014_6-14B-Grierson_1.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/333c734e.json reads candidate_printed='Lorne Grierson', office_printed='Utah County Commissioner'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Lorne Grierson
,raw/2014/2014_6-14Attorney-Stanley_1.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/4583fd9d.json reads candidate_printed='Benjamin D. Stanley', office_printed='Utah County Attorney'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Benjamin D. Stanley
,raw/2014/2014_6-14Attorney-Buhman_Redacted_1.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/57f90cd0.json reads candidate_printed='Jeffrey R. Buhman', office_printed='Utah County Attorney'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Jeffrey R. Buhman
,raw/2016/2016_G2016Ivie.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/68f90974.json reads candidate_printed='R. Nathan Ivie', office_printed='Ut. County Commissioner Seat C'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,R. Nathan Ivie
