date,year,title,slug,path,source,source_url,format,body
2025-12-04,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-12-01/2025-12-04_city-council-meeting_1375573.md,pmn,https://www.utah.gov/pmn/files/1375573.pdf,pdf-text,Council
2025-12-18,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-12-15/2025-12-18_city-council-meeting_1375569.md,pmn,https://www.utah.gov/pmn/files/1375569.pdf,pdf-text,Council
2026-01-08,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-01-05/2026-01-08_city-council-meeting_1396111.md,pmn,https://www.utah.gov/pmn/files/1396111.pdf,pdf-text,Council
2026-01-09,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-01-05/2026-01-09_city-council-meeting_1402245.md,pmn,https://www.utah.gov/pmn/files/1402245.pdf,pdf-text,Council
2026-01-22,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-01-19/2026-01-22_city-council-meeting_1396115.md,pmn,https://www.utah.gov/pmn/files/1396115.pdf,pdf-text,Council
2026-02-05,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-02-02/2026-02-05_city-council-meeting_1402249.md,pmn,https://www.utah.gov/pmn/files/1402249.pdf,pdf-text,Council
2026-02-19,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-02-16/2026-02-19_city-council-meeting_1439405.md,pmn,https://www.utah.gov/pmn/files/1439405.pdf,pdf-text,Council
2026-03-05,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-03-02/2026-03-05_city-council-meeting_1439407.md,pmn,https://www.utah.gov/pmn/files/1439407.pdf,pdf-text,Council
2026-03-19,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-03-16/2026-03-19_city-council-meeting_1439411.md,pmn,https://www.utah.gov/pmn/files/1439411.pdf,pdf-text,Council
2026-04-16,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-04-13/2026-04-16_city-council-meeting_1439413.md,pmn,https://www.utah.gov/pmn/files/1439413.pdf,pdf-text,Council
