channel,raw_path,text_path,format,extraction_method,bytes,text_chars
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Contributions - Nathan Gregg Caplin_01-13-2015.xls,text/wayback_financialreports__1 5 2015 Contributions - Nathan Gregg Caplin_01-13-2015.txt,spreadsheet,xlrd cell dump,31232,5835
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Contributions - Paul Van Dam_01-08-2015.xls,text/wayback_financialreports__1 5 2015 Contributions - Paul Van Dam_01-08-2015.txt,spreadsheet,xlrd cell dump,69120,10679
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Contributions - Tom Durrant_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Contributions - Tom Durrant_01-07-2015.txt,spreadsheet,xlrd cell dump,18944,1189
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Contributions-Scott P Robison_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Contributions-Scott P Robison_01-07-2015.txt,spreadsheet,xlrd cell dump,29184,176
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Contrubutions_ LaRene Cox_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Contrubutions_ LaRene Cox_01-07-2015.txt,spreadsheet,xlrd cell dump,17408,594
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expeditures_LaRene Cox_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Expeditures_LaRene Cox_01-07-2015.txt,spreadsheet,xlrd cell dump,17408,430
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Brock Belnap_01-13-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures - Brock Belnap_01-13-2015.txt,spreadsheet,xlrd cell dump,30208,2669
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Chris White_01-08-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures - Chris White_01-08-2015.txt,spreadsheet,xlrd cell dump,17408,391
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Cory C Pulsipher_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures - Cory C Pulsipher_01-07-2015.txt,spreadsheet,xlrd cell dump,33280,1140
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - David A Whitehead_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures - David A Whitehead_01-07-2015.txt,spreadsheet,xlrd cell dump,16896,220
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - David B Stirland_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures - David B Stirland_01-07-2015.txt,spreadsheet,xlrd cell dump,16896,239
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Kelly Blake_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures - Kelly Blake_01-07-2015.txt,spreadsheet,xlrd cell dump,16896,209
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Kelly Blake_01-07-2015~2.xls,text/wayback_financialreports__1 5 2015 Expenditures - Kelly Blake_01-07-2015_2.txt,spreadsheet,xlrd cell dump,16896,209
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Kim M Hafen_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures - Kim M Hafen_01-07-2015.txt,spreadsheet,xlrd cell dump,16896,213
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Kim M Hafen_01-07-2015~2.xls,text/wayback_financialreports__1 5 2015 Expenditures - Kim M Hafen_01-07-2015_2.txt,spreadsheet,xlrd cell dump,16896,213
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Laura Hesson_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures - Laura Hesson_01-07-2015.txt,spreadsheet,xlrd cell dump,16896,237
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Nathan Gregg Caplin_01-13-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures - Nathan Gregg Caplin_01-13-2015.txt,spreadsheet,xlrd cell dump,33280,3367
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Nathan Gregg Caplin_01-13-2015~2.xls,text/wayback_financialreports__1 5 2015 Expenditures - Nathan Gregg Caplin_01-13-2015_2.txt,spreadsheet,xlrd cell dump,33280,3367
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Paul Van Dam_01-08-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures - Paul Van Dam_01-08-2015.txt,spreadsheet,xlrd cell dump,57856,7146
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Paul Van Dam_01-08-2015~2.xls,text/wayback_financialreports__1 5 2015 Expenditures - Paul Van Dam_01-08-2015_2.txt,spreadsheet,xlrd cell dump,57856,7146
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures - Tom Durrant_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures - Tom Durrant_01-07-2015.txt,spreadsheet,xlrd cell dump,19968,1221
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures-Scott P Robison_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Expenditures-Scott P Robison_01-07-2015.txt,spreadsheet,xlrd cell dump,16896,242
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Expenditures-Scott P Robison_01-07-2015~2.xls,text/wayback_financialreports__1 5 2015 Expenditures-Scott P Robison_01-07-2015_2.txt,spreadsheet,xlrd cell dump,16896,242
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Brock Belnap_01-13-2015.xls,text/wayback_financialreports__1 5 2015 Summary - Brock Belnap_01-13-2015.txt,spreadsheet,xlrd cell dump,28672,337
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Brock Belnap_01-13-2015~2.xls,text/wayback_financialreports__1 5 2015 Summary - Brock Belnap_01-13-2015_2.txt,spreadsheet,xlrd cell dump,28672,337
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Chris White_01-08-2015.xls,text/wayback_financialreports__1 5 2015 Summary - Chris White_01-08-2015.txt,spreadsheet,xlrd cell dump,28672,317
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Cory C Pulsipher_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Summary - Cory C Pulsipher_01-07-2015.txt,spreadsheet,xlrd cell dump,28672,325
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Cory C Pulsipher_01-07-2015~2.xls,text/wayback_financialreports__1 5 2015 Summary - Cory C Pulsipher_01-07-2015_2.txt,spreadsheet,xlrd cell dump,28672,325
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - David A Whitehead_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Summary - David A Whitehead_01-07-2015.txt,spreadsheet,xlrd cell dump,23040,289
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - David A Whitehead_01-07-2015~2.xls,text/wayback_financialreports__1 5 2015 Summary - David A Whitehead_01-07-2015_2.txt,spreadsheet,xlrd cell dump,23040,289
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - David B Stirland_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Summary - David B Stirland_01-07-2015.txt,spreadsheet,xlrd cell dump,28672,298
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Kelly Blake_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Summary - Kelly Blake_01-07-2015.txt,spreadsheet,xlrd cell dump,28672,284
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Kelly Blake_01-07-2015~2.xls,text/wayback_financialreports__1 5 2015 Summary - Kelly Blake_01-07-2015_2.txt,spreadsheet,xlrd cell dump,28672,284
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Kim M Hafen_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Summary - Kim M Hafen_01-07-2015.txt,spreadsheet,xlrd cell dump,23040,287
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Kim M Hafen_01-07-2015~2.xls,text/wayback_financialreports__1 5 2015 Summary - Kim M Hafen_01-07-2015_2.txt,spreadsheet,xlrd cell dump,23040,287
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Laura Hesson_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Summary - Laura Hesson_01-07-2015.txt,spreadsheet,xlrd cell dump,28672,292
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Nathan Gregg Caplin_01-13-2015.xls,text/wayback_financialreports__1 5 2015 Summary - Nathan Gregg Caplin_01-13-2015.txt,spreadsheet,xlrd cell dump,28672,335
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Nathan Gregg Caplin_01-13-2015~2.xls,text/wayback_financialreports__1 5 2015 Summary - Nathan Gregg Caplin_01-13-2015_2.txt,spreadsheet,xlrd cell dump,28672,335
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Paul Van Dam_01-08-2015.xls,text/wayback_financialreports__1 5 2015 Summary - Paul Van Dam_01-08-2015.txt,spreadsheet,xlrd cell dump,28672,347
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Paul Van Dam_01-08-2015~2.xls,text/wayback_financialreports__1 5 2015 Summary - Paul Van Dam_01-08-2015_2.txt,spreadsheet,xlrd cell dump,28672,347
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary - Tom Durrant_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Summary - Tom Durrant_01-07-2015.txt,spreadsheet,xlrd cell dump,28672,330
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary-Scott P Robison_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Summary-Scott P Robison_01-07-2015.txt,spreadsheet,xlrd cell dump,28672,288
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary-Scott P Robison_01-07-2015~2.xls,text/wayback_financialreports__1 5 2015 Summary-Scott P Robison_01-07-2015_2.txt,spreadsheet,xlrd cell dump,28672,288
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary_LaRene Cox_01-07-2015.xls,text/wayback_financialreports__1 5 2015 Summary_LaRene Cox_01-07-2015.txt,spreadsheet,xlrd cell dump,28672,307
wayback_financialreports,raw/wayback_financialreports/1 5 2015 Summary_LaRene Cox_01-07-2015~2.xls,text/wayback_financialreports__1 5 2015 Summary_LaRene Cox_01-07-2015_2.txt,spreadsheet,xlrd cell dump,28672,307
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Brent Holloway_10-27-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Brent Holloway_10-27-2014.txt,spreadsheet,xlrd cell dump,30208,801
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Brent Holloway_10-27-2014~2.xls,text/wayback_financialreports__10 28 2014 Contributions - Brent Holloway_10-27-2014_2.txt,spreadsheet,xlrd cell dump,30208,801
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Brock Belnap_10-29-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Brock Belnap_10-29-2014.txt,spreadsheet,xlrd cell dump,29696,3578
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Brock Belnap_10-29-2014~2.xls,text/wayback_financialreports__10 28 2014 Contributions - Brock Belnap_10-29-2014_2.txt,spreadsheet,xlrd cell dump,29696,3578
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Chris White_10-28-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Chris White_10-28-2014.txt,spreadsheet,xlrd cell dump,16896,359
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Cory C Pulsipher_10-21-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Cory C Pulsipher_10-21-2014.txt,spreadsheet,xlrd cell dump,16896,452
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Cory C Pulsipher_10-21-2014~2.xls,text/wayback_financialreports__10 28 2014 Contributions - Cory C Pulsipher_10-21-2014_2.txt,spreadsheet,xlrd cell dump,16896,452
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - David A Whitehead_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - David A Whitehead_10-22-2014.txt,spreadsheet,xlrd cell dump,16384,173
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - David A Whitehead_10-22-2014~2.xls,text/wayback_financialreports__10 28 2014 Contributions - David A Whitehead_10-22-2014_2.txt,spreadsheet,xlrd cell dump,16384,173
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - David B Stirland_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - David B Stirland_10-22-2014.txt,spreadsheet,xlrd cell dump,16896,228
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - David Miller_10-17-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - David Miller_10-17-2014.txt,spreadsheet,xlrd cell dump,18432,1078
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - David Miller_10-17-2014~2.xls,text/wayback_financialreports__10 28 2014 Contributions - David Miller_10-17-2014_2.txt,spreadsheet,xlrd cell dump,18432,1078
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Eileen McKell_10-23-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Eileen McKell_10-23-2014.txt,spreadsheet,xlrd cell dump,16384,175
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Eileen McKell_10-23-2014~2.xls,text/wayback_financialreports__10 28 2014 Contributions - Eileen McKell_10-23-2014_2.txt,spreadsheet,xlrd cell dump,16384,175
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Kelly Blake_10-24-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Kelly Blake_10-24-2014.txt,spreadsheet,xlrd cell dump,16384,173
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Kim M Hafen_10-17-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Kim M Hafen_10-17-2014.txt,spreadsheet,xlrd cell dump,16384,181
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Kim M Hafen_10-17-2014~2.xls,text/wayback_financialreports__10 28 2014 Contributions - Kim M Hafen_10-17-2014_2.txt,spreadsheet,xlrd cell dump,16384,181
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Laura Hesson_10-27-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Laura Hesson_10-27-2014.txt,spreadsheet,xlrd cell dump,16384,174
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Laura Hesson_10-27-2014~2.xls,text/wayback_financialreports__10 28 2014 Contributions - Laura Hesson_10-27-2014_2.txt,spreadsheet,xlrd cell dump,16384,174
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Nathan Gregg Caplin_10-29-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Nathan Gregg Caplin_10-29-2014.txt,spreadsheet,xlrd cell dump,31232,5835
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Paul Van Dam_10-28-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Paul Van Dam_10-28-2014.txt,spreadsheet,xlrd cell dump,53248,10090
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Paul Van Dam_10-28-2014~2.xls,text/wayback_financialreports__10 28 2014 Contributions - Paul Van Dam_10-28-2014_2.txt,spreadsheet,xlrd cell dump,53248,10090
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Peato (Pat) L Ena_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Peato (Pat) L Ena_10-22-2014.txt,spreadsheet,xlrd cell dump,16384,177
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Peato (Pat) L Ena_10-22-2014~2.xls,text/wayback_financialreports__10 28 2014 Contributions - Peato (Pat) L Ena_10-22-2014_2.txt,spreadsheet,xlrd cell dump,16384,177
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Russell Shirts_10-23-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Russell Shirts_10-23-2014.txt,spreadsheet,xlrd cell dump,16384,170
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Tom Durrant_10-17-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Tom Durrant_10-17-2014.txt,spreadsheet,xlrd cell dump,18944,1189
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Victor Iverson_10-28-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Victor Iverson_10-28-2014.txt,spreadsheet,xlrd cell dump,17920,670
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Zachary Renstrom_10-23-2014.xls,text/wayback_financialreports__10 28 2014 Contributions - Zachary Renstrom_10-23-2014.txt,spreadsheet,xlrd cell dump,17920,800
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions - Zachary Renstrom_10-23-2014~2.xls,text/wayback_financialreports__10 28 2014 Contributions - Zachary Renstrom_10-23-2014_2.txt,spreadsheet,xlrd cell dump,17920,800
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contributions-Scott P Robison_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Contributions-Scott P Robison_10-22-2014.txt,spreadsheet,xlrd cell dump,29184,176
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contrubutions_ LaRene Cox_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Contrubutions_ LaRene Cox_10-22-2014.txt,spreadsheet,xlrd cell dump,17408,507
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Contrubutions_ LaRene Cox_10-22-2014~2.xls,text/wayback_financialreports__10 28 2014 Contrubutions_ LaRene Cox_10-22-2014_2.txt,spreadsheet,xlrd cell dump,17408,507
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expeditures_LaRene Cox_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Expeditures_LaRene Cox_10-22-2014.txt,spreadsheet,xlrd cell dump,16896,357
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expeditures_LaRene Cox_10-22-2014~2.xls,text/wayback_financialreports__10 28 2014 Expeditures_LaRene Cox_10-22-2014_2.txt,spreadsheet,xlrd cell dump,16896,357
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Brent Holloway_10-27-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Brent Holloway_10-27-2014.txt,spreadsheet,xlrd cell dump,17408,595
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Brock Belnap_10-29-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Brock Belnap_10-29-2014.txt,spreadsheet,xlrd cell dump,24064,1929
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Brock Belnap_10-29-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - Brock Belnap_10-29-2014_2.txt,spreadsheet,xlrd cell dump,24064,1929
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Chris White_10-28-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Chris White_10-28-2014.txt,spreadsheet,xlrd cell dump,16896,251
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Chris White_10-28-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - Chris White_10-28-2014_2.txt,spreadsheet,xlrd cell dump,16896,251
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Cory C Pulsipher_10-21-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Cory C Pulsipher_10-21-2014.txt,spreadsheet,xlrd cell dump,32768,1051
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - David A Whitehead_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - David A Whitehead_10-22-2014.txt,spreadsheet,xlrd cell dump,16896,220
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - David A Whitehead_10-22-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - David A Whitehead_10-22-2014_2.txt,spreadsheet,xlrd cell dump,16896,220
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - David B Stirland_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - David B Stirland_10-22-2014.txt,spreadsheet,xlrd cell dump,16896,239
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - David B Stirland_10-22-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - David B Stirland_10-22-2014_2.txt,spreadsheet,xlrd cell dump,16896,239
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - David Miller_10-17-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - David Miller_10-17-2014.txt,spreadsheet,xlrd cell dump,18432,898
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Eileen McKell_10-23-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Eileen McKell_10-23-2014.txt,spreadsheet,xlrd cell dump,17408,414
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Eileen McKell_10-23-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - Eileen McKell_10-23-2014_2.txt,spreadsheet,xlrd cell dump,17408,414
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Kelly Blake_10-24-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Kelly Blake_10-24-2014.txt,spreadsheet,xlrd cell dump,16896,209
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Kelly Blake_10-24-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - Kelly Blake_10-24-2014_2.txt,spreadsheet,xlrd cell dump,16896,209
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Kim M Hafen_10-17-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Kim M Hafen_10-17-2014.txt,spreadsheet,xlrd cell dump,16896,213
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Laura Hesson_10-27-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Laura Hesson_10-27-2014.txt,spreadsheet,xlrd cell dump,16896,210
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Laura Hesson_10-27-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - Laura Hesson_10-27-2014_2.txt,spreadsheet,xlrd cell dump,16896,210
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Nathan Gregg Caplin_10-29-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Nathan Gregg Caplin_10-29-2014.txt,spreadsheet,xlrd cell dump,33280,3367
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Nathan Gregg Caplin_10-29-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - Nathan Gregg Caplin_10-29-2014_2.txt,spreadsheet,xlrd cell dump,33280,3367
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Paul Van Dam_10-28-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Paul Van Dam_10-28-2014.txt,spreadsheet,xlrd cell dump,41984,5824
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Peato (Pat) L Ena_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Peato (Pat) L Ena_10-22-2014.txt,spreadsheet,xlrd cell dump,16896,213
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Peato (Pat) L Ena_10-22-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - Peato (Pat) L Ena_10-22-2014_2.txt,spreadsheet,xlrd cell dump,16896,213
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Russell Shirts_10-23-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Russell Shirts_10-23-2014.txt,spreadsheet,xlrd cell dump,16896,217
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Russell Shirts_10-23-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - Russell Shirts_10-23-2014_2.txt,spreadsheet,xlrd cell dump,16896,217
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Tom Durrant_10-17-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Tom Durrant_10-17-2014.txt,spreadsheet,xlrd cell dump,19968,1221
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Victor Iverson_10-28-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Victor Iverson_10-28-2014.txt,spreadsheet,xlrd cell dump,23040,1523
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Victor Iverson_10-28-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - Victor Iverson_10-28-2014_2.txt,spreadsheet,xlrd cell dump,23040,1523
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Zachary Renstrom_10-23-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures - Zachary Renstrom_10-23-2014.txt,spreadsheet,xlrd cell dump,20992,1045
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures - Zachary Renstrom_10-23-2014~2.xls,text/wayback_financialreports__10 28 2014 Expenditures - Zachary Renstrom_10-23-2014_2.txt,spreadsheet,xlrd cell dump,20992,1045
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Expenditures-Scott P Robison_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Expenditures-Scott P Robison_10-22-2014.txt,spreadsheet,xlrd cell dump,16896,242
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Summary - Brent Holloway_10-27-2014.xls,text/wayback_financialreports__10 28 2014 Summary - Brent Holloway_10-27-2014.txt,spreadsheet,xlrd cell dump,28672,280
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Summary - Brent Holloway_10-27-2014~2.xls,text/wayback_financialreports__10 28 2014 Summary - Brent Holloway_10-27-2014_2.txt,spreadsheet,xlrd cell dump,28672,280
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Summary - Brock Belnap_10-29-2014.xls,text/wayback_financialreports__10 28 2014 Summary - Brock Belnap_10-29-2014.txt,spreadsheet,xlrd cell dump,28672,314
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Summary - Brock Belnap_10-29-2014~2.xls,text/wayback_financialreports__10 28 2014 Summary - Brock Belnap_10-29-2014_2.txt,spreadsheet,xlrd cell dump,28672,314
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Summary - Chris White_10-28-2014.xls,text/wayback_financialreports__10 28 2014 Summary - Chris White_10-28-2014.txt,spreadsheet,xlrd cell dump,28672,294
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Summary - Cory C Pulsipher_10-21-2014.xls,text/wayback_financialreports__10 28 2014 Summary - Cory C Pulsipher_10-21-2014.txt,spreadsheet,xlrd cell dump,28672,300
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Summary - Cory C Pulsipher_10-21-2014~2.xls,text/wayback_financialreports__10 28 2014 Summary - Cory C Pulsipher_10-21-2014_2.txt,spreadsheet,xlrd cell dump,28672,300
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Summary - David A Whitehead_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Summary - David A Whitehead_10-22-2014.txt,spreadsheet,xlrd cell dump,23040,272
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Summary - David A Whitehead_10-22-2014~2.xls,text/wayback_financialreports__10 28 2014 Summary - David A Whitehead_10-22-2014_2.txt,spreadsheet,xlrd cell dump,23040,272
wayback_financialreports,raw/wayback_financialreports/10 28 2014 Summary - David B Stirland_10-22-2014.xls,text/wayback_financialreports__10 28 2014 Summary - David B Stirland_10-22-2014.txt,spreadsheet,xlrd cell dump,28672,282
