date,candidate,office,reporting_year,reporting_year_source,cycle_year,cycle_year_source,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,text_path,bytes,sha256,channel,source_archive,wayback_timestamp,fetch_url,doc_kind,posted_date,date_source,office_source,office_confidence,roster_match,document_office_raw,portal_office,document_candidate,candidate_source,label_conflict,cycle_parity_flag,needs_review,notes,alt_source_urls,n_identical_copies
2012-03-30,ALAN DEAN GARDNER,Commission Seat C,2012,document,2012,document,2012,,,"Summary - ALAN DEAN GARDNER (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Alan Gardner_03-30-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/County Candidate Summary - Alan Gardner_03-30-2012.pdf,text/wayback_financialreports__County Candidate Summary - Alan Gardner_03-30-2012.txt,4132,ac1b19739be8263361ff98140c31d217d747655d4cb44d82a5329b9c5da92d64,wayback_financialreports,wayback,20121017151034,https://web.archive.org/web/20121017151034id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Alan%20Gardner_03-30-2012.pdf,summary,2012-03-30,posted_date,document,high,ALAN GARDNER @2012,COMMISSION SEAT C,,ALAN DEAN GARDNER,document,,,0,,,1
2012-06-13,ALAN DEAN GARDNER,Commission Seat C,2012,document,2012,document,2012,,,"Summary - ALAN DEAN GARDNER (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Alan Gardner 6 19 2012_06-13-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/County Candidate Summary - Alan Gardner 6 19 2012_06-13-2012.pdf,text/wayback_financialreports__County Candidate Summary - Alan Gardner 6 19 2012_06-13-2012.txt,4263,8cc9bf57d93391be40aa626a5cbc9ceb4bb4297f1d52e7fd8fcc70fa52867275,wayback_financialreports,wayback,20121017151040,https://web.archive.org/web/20121017151040id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Alan%20Gardner%206%2019%202012_06-13-2012.pdf,summary,2012-06-13,posted_date,document,high,ALAN GARDNER @2012,COMMISSION SEAT C,,ALAN DEAN GARDNER,document,,,0,,,1
2012-08-24,ALAN DEAN GARDNER,Commission Seat C,2012,document,2012,document,2012,,,"Summary - ALAN DEAN GARDNER (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Alan Gardner_08-24-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/County Candidate Summary - Alan Gardner_08-24-2012.xls,text/wayback_financialreports__County Candidate Summary - Alan Gardner_08-24-2012.txt,15872,aad07286726b5999395d38dc07e049ab3424cd158199b2d37debd761761d280d,wayback_financialreports,wayback,20121017151045,https://web.archive.org/web/20121017151045id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Alan%20Gardner_08-24-2012.xls,summary,2012-08-24,posted_date,document,high,ALAN GARDNER @2012,COMMISSION SEAT C,,ALAN DEAN GARDNER,document,,,0,,,1
2012-10-29,ALAN DEAN GARDNER,Commission Seat C,2012,document,2012,document,2012,,,"Summary - ALAN DEAN GARDNER (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Alan Gardner_10-29-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/County Candidate Summary - Alan Gardner_10-29-2012.xls,text/wayback_financialreports__County Candidate Summary - Alan Gardner_10-29-2012.txt,15872,c3e986c14801a5bfd9be7195d2d14add9c59354bc2f89e4cdf7c978422b11ed4,wayback_financialreports,wayback,20130314145544,https://web.archive.org/web/20130314145544id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Alan%20Gardner_10-29-2012.xls,summary,2012-10-29,posted_date,document,high,ALAN GARDNER @2012,COMMISSION SEAT C,,ALAN DEAN GARDNER,document,,,0,,,1
2012-12-28,ALAN DEAN GARDNER,Commission Seat C,2012,document,2012,document,2012,,,"Summary - ALAN DEAN GARDNER (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Alan Gardner_12-28-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/County Candidate Summary - Alan Gardner_12-28-2012.xls,text/wayback_financialreports__County Candidate Summary - Alan Gardner_12-28-2012.txt,15872,8d12c262457495bfcc4ff4c8323d01f75897a94c839e9d83fc166258d23bb409,wayback_financialreports,wayback,20130314145546,https://web.archive.org/web/20130314145546id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Alan%20Gardner_12-28-2012.xls,summary,2012-12-28,posted_date,document,high,ALAN GARDNER @2012,COMMISSION SEAT C,,ALAN DEAN GARDNER,document,,,0,,,1
2012-03-21,Chris White,Commission Seat C,2012,document,2012,document,2012,,,"Summary - Chris White (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Chris White_03-21-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/County Candidate Summary - Chris White_03-21-2012.pdf,text/wayback_financialreports__County Candidate Summary - Chris White_03-21-2012.txt,4092,524131715bf7e2b582f9ac4c2790ba1a2271abca9ab57f25b50995dc9f7f3b57,wayback_financialreports,wayback,20121017151026,https://web.archive.org/web/20121017151026id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Chris%20White_03-21-2012.pdf,summary,2012-03-21,posted_date,document,high,CHRIS WHITE @2012,Commission Seat C,,Chris White,document,,,0,,,1
2012-06-21,Chris White,Commission Seat C,2012,document,2012,document,2012,,,"Summary - Chris White (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Chris White_06-21-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/County Candidate Summary - Chris White_06-21-2012.xls,text/wayback_financialreports__County Candidate Summary - Chris White_06-21-2012.txt,27648,c5d6dc31766dd485a93097bdc65c5f7efad99c42cf78d584a35da7eed3f79fd9,wayback_financialreports,wayback,20121017151042,https://web.archive.org/web/20121017151042id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Chris%20White_06-21-2012.xls,summary,2012-06-21,posted_date,document,high,CHRIS WHITE @2012,COMMISSION SEAT C,,Chris White,document,,,0,,,1
2012-08-31,Chris White,Commission Seat C,2012,document,2012,document,2012,,,"Summary - Chris White (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Chris White_08-31-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/County Candidate Summary - Chris White_08-31-2012.xls,text/wayback_financialreports__County Candidate Summary - Chris White_08-31-2012.txt,27648,e894e6cce7bfdc3eba9e4ffc0bba86ec879c629010277b03b8d55d5bff390d80,wayback_financialreports,wayback,20121017151047,https://web.archive.org/web/20121017151047id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Chris%20White_08-31-2012.xls,summary,2012-08-31,posted_date,document,high,CHRIS WHITE @2012,COMMISSION SEAT C,,Chris White,document,,,0,,,1
2012-10-29,Chris White,Commission Seat C,2012,document,2012,document,2012,,,"Summary - Chris White (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Chris White_10-29-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/County Candidate Summary - Chris White_10-29-2012.xls,text/wayback_financialreports__County Candidate Summary - Chris White_10-29-2012.txt,27648,5090bcf062680dc41e3e8971d91e7134dc7594d51397605d7e6bc7254d02c3a9,wayback_financialreports,wayback,20130314145542,https://web.archive.org/web/20130314145542id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Chris%20White_10-29-2012.xls,summary,2012-10-29,posted_date,document,high,CHRIS WHITE @2012,COMMISSION SEAT C,,Chris White,document,,,0,,,1
2013-01-17,Chris White,Commission Seat C,2012,document,2012,document,2012,,,"Summary - Chris White (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Chris White_01-17-2013.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/County Candidate Summary - Chris White_01-17-2013.xls,text/wayback_financialreports__County Candidate Summary - Chris White_01-17-2013.txt,27648,037f4ae7d9ab20fc76f3f73369645cf3c786131a1f53012cacd22855e298053b,wayback_financialreports,wayback,20130314145549,https://web.archive.org/web/20130314145549id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Chris%20White_01-17-2013.xls,summary,2013-01-17,posted_date,document,high,,COMMISSION SEAT C,,Chris White,document,,,0,,,1
2012-03-21,Contributions Chris White,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Contributions - Contributions Chris White (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Chris White_03-21-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/Contributions - Chris White_03-21-2012.pdf,text/wayback_financialreports__Contributions - Chris White_03-21-2012.txt,8553,3a7c43c61cca4524aa80e8f262791d8b5d414dde702d0a59423c00a0b7c0f1b7,wayback_financialreports,wayback,20121017151027,https://web.archive.org/web/20121017151027id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions%20-%20Chris%20White_03-21-2012.pdf,contributions,2012-03-21,posted_date,person_roster,medium,CHRIS WHITE @2012,,,,filename_segment,,,1,,,1
2012-06-21,Contributions Chris White,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Contributions - Contributions Chris White (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Chris White_06-21-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/Contributions - Chris White_06-21-2012.xls,text/wayback_financialreports__Contributions - Chris White_06-21-2012.txt,30208,b2a7fb87e2857fe091d7e812ea5d28eb3aca26d3d3715b852a2f6a91047d1ccb,wayback_financialreports,wayback,20121017151043,https://web.archive.org/web/20121017151043id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions%20-%20Chris%20White_06-21-2012.xls,contributions,2012-06-21,posted_date,person_roster,medium,CHRIS WHITE @2012,,,,filename_segment,,,1,,,1
2012-08-31,Contributions Chris White,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Contributions - Contributions Chris White (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Chris White_08-31-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/Contributions - Chris White_08-31-2012.xls,text/wayback_financialreports__Contributions - Chris White_08-31-2012.txt,30720,3838b1c07dd8d31556ccc27d158e9da1e290160b3df12d33560d33363950e344,wayback_financialreports,wayback,20121017151048,https://web.archive.org/web/20121017151048id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions%20-%20Chris%20White_08-31-2012.xls,contributions,2012-08-31,posted_date,person_roster,medium,CHRIS WHITE @2012,,,,filename_segment,,,1,,,1
2012-10-29,Contributions Chris White,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Contributions - Contributions Chris White (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Chris White_10-29-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/Contributions - Chris White_10-29-2012~2.xls,text/wayback_financialreports__Contributions - Chris White_10-29-2012_2.txt,32768,f1be699ad836c70ad4e3da48bafcefb6f3881b3974b354a1fdbb65c766e57500,wayback_financialreports,wayback,20130314145542,https://web.archive.org/web/20130314145542id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions%20-%20Chris%20White_10-29-2012.xls,contributions,2012-10-29,posted_date,person_roster,medium,CHRIS WHITE @2012,,,,filename_segment,,,1,,,1
2012-03-30,GREG ALDRED,Commission Seat C,2012,document,2012,document,2012,,,"Summary - GREG ALDRED (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Greg Aldred_03-30-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/County Candidate Summary - Greg Aldred_03-30-2012.pdf,text/wayback_financialreports__County Candidate Summary - Greg Aldred_03-30-2012.txt,4200,d15e917f650c6ab3eee02b4a735ca0a33bb4f77417b041cd0ba7e608d1e9370c,wayback_financialreports,wayback,20121017151024,https://web.archive.org/web/20121017151024id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Greg%20Aldred_03-30-2012.pdf,summary,2012-03-30,posted_date,document,high,GREG ALDRED @2012,COMMISSION SEAT C,,GREG ALDRED,document,,,0,,,1
2012-05-01,GREG ALDRED,Commission Seat C,2012,document,2012,document,2012,,,"Summary - GREG ALDRED (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Greg Aldred_05-01-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/County Candidate Summary - Greg Aldred_05-01-2012.xls,text/wayback_financialreports__County Candidate Summary - Greg Aldred_05-01-2012.txt,28672,02f8f674bf627dcf5b0ada7a42ff6c21fe8c2d09fa1d5f89f28f18e6700a3d39,wayback_financialreports,wayback,20121017151038,https://web.archive.org/web/20121017151038id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Greg%20Aldred_05-01-2012.xls,summary,2012-05-01,posted_date,document,high,GREG ALDRED @2012,COMMISSION SEAT C,,GREG ALDRED,document,,,0,,,1
2012-03-30,POSITION,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Contributions - POSITION (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Slade Hughes_03-30-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/Contributions - Slade Hughes_03-30-2012.pdf,text/wayback_financialreports__Contributions - Slade Hughes_03-30-2012.txt,8209,96dd2db3d436d2e5f342cf57677d91005dabf19c1514e1d639486ac0df43b17b,wayback_financialreports,wayback,20121017151037,https://web.archive.org/web/20121017151037id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions%20-%20Slade%20Hughes_03-30-2012.pdf,contributions,2012-03-30,posted_date,person_roster,medium,SLADE HUGHES @2012,,,POSITION,document,,,1,,,1
2012-03-30,POSITION,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Expenditures - POSITION (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures - Slade Hughes_03-30-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/Expenditures - Slade Hughes_03-30-2012.pdf,text/wayback_financialreports__Expenditures - Slade Hughes_03-30-2012.txt,8327,02bdcdd21035359a071133d6b32c5334a135ab25eac2319288cc28b29da34b37,wayback_financialreports,wayback,20121017151037,https://web.archive.org/web/20121017151037id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures%20-%20Slade%20Hughes_03-30-2012.pdf,expenditures,2012-03-30,posted_date,person_roster,medium,SLADE HUGHES @2012,,,POSITION,document,,,1,,,1
2012-03-21,Position,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Expenditures - Position (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures - Chris White_03-21-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/Expenditures - Chris White_03-21-2012.pdf,text/wayback_financialreports__Expenditures - Chris White_03-21-2012.txt,8436,d2463413c60ed138a71d32c0719e572b9f9237aef363616a14f887839b9643fa,wayback_financialreports,wayback,20121017151028,https://web.archive.org/web/20121017151028id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures%20-%20Chris%20White_03-21-2012.pdf,expenditures,2012-03-21,posted_date,person_roster,medium,CHRIS WHITE @2012,,,Position,document,,,1,,,1
2012-03-30,Position,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Contributions - Position (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Greg Aldred_03-30-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/Contributions - Greg Aldred_03-30-2012.pdf,text/wayback_financialreports__Contributions - Greg Aldred_03-30-2012.txt,14425,a78b91d0c8864711ed3fff3c59ff5507f65e141f7691f5eaac632f3495568442,wayback_financialreports,wayback,20121017151025,https://web.archive.org/web/20121017151025id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions%20-%20Greg%20Aldred_03-30-2012.pdf,contributions,2012-03-30,posted_date,person_roster,medium,GREG ALDRED @2012,,,Position,document,,,1,,,1
2012-03-30,Position,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Expenditures - Position (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures - Greg Aldred_03-30-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/Expenditures - Greg Aldred_03-30-2012.pdf,text/wayback_financialreports__Expenditures - Greg Aldred_03-30-2012.txt,9137,9e20d3a451eae85dd6dcd24cb183e6ba7588fe2205f85eda64f1874033a6c052,wayback_financialreports,wayback,20121017151025,https://web.archive.org/web/20121017151025id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures%20-%20Greg%20Aldred_03-30-2012.pdf,expenditures,2012-03-30,posted_date,person_roster,medium,GREG ALDRED @2012,,,Position,document,,,1,,,1
2012-05-01,Position,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Contributions - Position (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Greg Aldred_05-01-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/Contributions - Greg Aldred_05-01-2012.xls,text/wayback_financialreports__Contributions - Greg Aldred_05-01-2012.txt,33792,0d8067506e2bc0d94814f0ab2a9038f61bc3aebf5eea93f74cb424e58690446e,wayback_financialreports,wayback,20121017151039,https://web.archive.org/web/20121017151039id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions%20-%20Greg%20Aldred_05-01-2012.xls,contributions,2012-05-01,posted_date,person_roster,medium,GREG ALDRED @2012,,,Position,document,,,1,,,1
2012-05-01,Position,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Expenditures - Position (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures - Greg Aldred_05-01-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/Expenditures - Greg Aldred_05-01-2012.xls,text/wayback_financialreports__Expenditures - Greg Aldred_05-01-2012.txt,17920,744079aa0badd638587856af0396100287239e15689f413cb3edbdeebf1c7d27,wayback_financialreports,wayback,20121017151040,https://web.archive.org/web/20121017151040id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures%20-%20Greg%20Aldred_05-01-2012.xls,expenditures,2012-05-01,posted_date,person_roster,medium,GREG ALDRED @2012,,,Position,document,,,1,,,1
2012-06-21,Position,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Expenditures - Position (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures - Chris White_06-21-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/Expenditures - Chris White_06-21-2012.xls,text/wayback_financialreports__Expenditures - Chris White_06-21-2012.txt,30720,c9afe0be9cab45171e28ea63e87800509bb34e738c6c03ed90a3abee04485cb2,wayback_financialreports,wayback,20121017151044,https://web.archive.org/web/20121017151044id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures%20-%20Chris%20White_06-21-2012.xls,expenditures,2012-06-21,posted_date,person_roster,medium,CHRIS WHITE @2012,,,Position,document,,,1,,,1
2012-08-31,Position,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Expenditures - Position (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures - Chris White_08-31-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/Expenditures - Chris White_08-31-2012.xls,text/wayback_financialreports__Expenditures - Chris White_08-31-2012.txt,32768,24fd909bfdbf0331d4860f9affc6cc9933bb26368bde1b21c14f8f1c75790580,wayback_financialreports,wayback,20121017151049,https://web.archive.org/web/20121017151049id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures%20-%20Chris%20White_08-31-2012.xls,expenditures,2012-08-31,posted_date,person_roster,medium,CHRIS WHITE @2012,,,Position,document,,,1,,,1
2012-10-29,Position,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Expenditures - Position (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures - Chris White_10-29-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/Expenditures - Chris White_10-29-2012.xls,text/wayback_financialreports__Expenditures - Chris White_10-29-2012.txt,35328,971b4112da6977d8aefc67ad3db55e59b0f0359b387085dfca5c6a819f9fc2b0,wayback_financialreports,wayback,20130314145543,https://web.archive.org/web/20130314145543id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures%20-%20Chris%20White_10-29-2012.xls,expenditures,2012-10-29,posted_date,person_roster,medium,CHRIS WHITE @2012,,,Position,document,,,1,,,1
2012-03-30,SEAT,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Contributions - SEAT (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Alan Gardner_03-30-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/Contributions - Alan Gardner_03-30-2012.pdf,text/wayback_financialreports__Contributions - Alan Gardner_03-30-2012.txt,9659,f6dde80ee3082f29b194e26209ffe60c722cb2af25aa284851ab18400c452407,wayback_financialreports,wayback,20121017151035,https://web.archive.org/web/20121017151035id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions%20-%20Alan%20Gardner_03-30-2012.pdf,contributions,2012-03-30,posted_date,person_roster,medium,ALAN GARDNER @2012,,,SEAT,document,,,1,,,1
2012-03-30,SEAT,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Expenditures - SEAT (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures - Alan Gardner_03-30-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/Expenditures - Alan Gardner_03-30-2012.pdf,text/wayback_financialreports__Expenditures - Alan Gardner_03-30-2012.txt,9143,b138dc750eb8c170be7bb4c1b3255648f93593c3fe552057e71c5115b03b82f9,wayback_financialreports,wayback,20121017151035,https://web.archive.org/web/20121017151035id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures%20-%20Alan%20Gardner_03-30-2012.pdf,expenditures,2012-03-30,posted_date,person_roster,medium,ALAN GARDNER @2012,,,SEAT,document,,,1,,,1
2012-06-13,SEAT,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Contributions - SEAT (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Alan Gardner 6 19 2012_06-13-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/Contributions - Alan Gardner 6 19 2012_06-13-2012.pdf,text/wayback_financialreports__Contributions - Alan Gardner 6 19 2012_06-13-2012.txt,11529,a816d8597f2d759074ca4528895eaf10a351869e7e865ce4285e791ade4448b9,wayback_financialreports,wayback,20121017151041,https://web.archive.org/web/20121017151041id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions%20-%20Alan%20Gardner%206%2019%202012_06-13-2012.pdf,contributions,2012-06-13,posted_date,person_roster,medium,ALAN GARDNER @2012,,,SEAT,document,,,1,,,1
2012-06-13,SEAT,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Expenditures - SEAT (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures - Alan Gardner 6 19 2012_06-13-2012.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/Expenditures - Alan Gardner 6 19 2012_06-13-2012.pdf,text/wayback_financialreports__Expenditures - Alan Gardner 6 19 2012_06-13-2012.txt,13669,5e84842ccd4c20ca21923cb45c9c4359ff22b8ee486c2766d32b9b48c08c4bcb,wayback_financialreports,wayback,20121017151042,https://web.archive.org/web/20121017151042id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures%20-%20Alan%20Gardner%206%2019%202012_06-13-2012.pdf,expenditures,2012-06-13,posted_date,person_roster,medium,ALAN GARDNER @2012,,,SEAT,document,,,1,,,1
2012-08-24,SEAT,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Contributions - SEAT (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Alan Gardner_08-24-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/Contributions - Alan Gardner_08-24-2012.xls,text/wayback_financialreports__Contributions - Alan Gardner_08-24-2012.txt,32256,bbe61281bca84a7a9bd08b2414a08c81539272c048c4d529fea10015ea7b0b05,wayback_financialreports,wayback,20121017151046,https://web.archive.org/web/20121017151046id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions%20-%20Alan%20Gardner_08-24-2012.xls,contributions,2012-08-24,posted_date,person_roster,medium,ALAN GARDNER @2012,,,SEAT,document,,,1,,,1
2012-08-24,SEAT,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Expenditures - SEAT (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures - Alan Gardner_08-24-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/Expenditures - Alan Gardner_08-24-2012.xls,text/wayback_financialreports__Expenditures - Alan Gardner_08-24-2012.txt,33280,09fed38e70b4adfe2d0b744e2a5933a396a3c4811bc2a8396a9021d121ba0577,wayback_financialreports,wayback,20121017151046,https://web.archive.org/web/20121017151046id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures%20-%20Alan%20Gardner_08-24-2012.xls,expenditures,2012-08-24,posted_date,person_roster,medium,ALAN GARDNER @2012,,,SEAT,document,,,1,,,1
2012-10-29,SEAT,Commission Seat C,2012,filename,2012,even_reporting_year,,,,"Contributions - SEAT (Commission Seat C, 2012)",http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Alan Gardner_10-29-2012.xls,2026-08-01,spreadsheet,xlrd cell dump,raw/wayback_financialreports/Contributions - Alan Gardner_10-29-2012.xls,text/wayback_financialreports__Contributions - Alan Gardner_10-29-2012.txt,32256,63b89033558cf7c40ea4ada6091700384f073b4f2852b3cf2fb97e4c5a994a93,wayback_financialreports,wayback,20130314145544,https://web.archive.org/web/20130314145544id_/http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions%20-%20Alan%20Gardner_10-29-2012.xls,contributions,2012-10-29,posted_date,person_roster,medium,ALAN GARDNER @2012,,,SEAT,document,,,1,,,1
