date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,doc_kind,template_name,meeting_id,content_length_bytes,size_mb,stored_locally,probe_status,doc_class,fetch_status,sha256,text_path,text_chars
2021-06-08,Redevelopment Agency (RDA) Meeting,Council,formal,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2447,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,752,,,no,not_probed,,,,,
2021-06-08,Council Work Session,Council,work,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2407,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,740,,,no,not_probed,,,,,
2021-06-08,Limited Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2443,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,750,29102718,27.75,no,200 application/pdf,,,,,
2021-06-10,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2452,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,753,,,no,not_probed,,,,,
2021-06-15,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2459,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,755,,,no,not_probed,,,,,
2021-06-15,"LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2463,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,756,,,no,not_probed,,,,,
2021-06-21,Special Council Work Session,Council,work,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2498,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,767,,,no,not_probed,,,,,
2021-06-21,Special Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2504,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,768,,,no,not_probed,,,,,
2021-07-13,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2466,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,757,,,no,not_probed,,,,,
2021-07-13,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2470,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,758,,,no,not_probed,,,,,
2021-07-20,Council Formal Meeting,Council,formal,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2475,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,760,,,no,not_probed,,,,,
2021-07-20,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2480,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,761,,,no,not_probed,,,,,
2021-07-20,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2473,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,759,,,no,not_probed,,,,,
2021-08-17,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2483,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,762,,,no,not_probed,,,,,
2021-08-17,Local Building Authority and Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2487,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,763,,,no,not_probed,,,,,
2021-08-17,Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2507,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,769,823814,0.79,no,200 application/pdf,,,,,
2021-08-24,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2490,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,764,,,no,not_probed,,,,,
2021-08-24,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2493,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,765,,,no,not_probed,,,,,
2021-08-24,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2497,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,766,,,no,not_probed,,,,,
2021-09-07,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2510,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,770,,,no,not_probed,,,,,
2021-09-07,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2514,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,771,,,no,not_probed,,,,,
2021-09-14,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2520,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,773,,,no,not_probed,,,,,
2021-09-14,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2517,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,772,,,no,not_probed,,,,,
2021-09-14,Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2545,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,780,,,no,not_probed,,,,,
2021-09-21,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2524,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,774,,,no,not_probed,,,,,
2021-09-21,Revised Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2528,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,775,,,no,not_probed,,,,,
2021-10-05,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2535,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,777,,,no,not_probed,,,,,
2021-10-05,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2542,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,779,,,no,not_probed,,,,,
2021-10-12,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2548,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,781,9776024,9.32,no,200 application/pdf,,,,,
2021-10-12,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2551,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,782,,,no,not_probed,,,,,
2021-10-12,Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2596,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,795,,,no,not_probed,,,,,
2021-10-19,Revised Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2555,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,783,,,no,not_probed,,,,,
2021-10-19,Revised Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2559,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,784,,,no,not_probed,,,,,
2021-11-09,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2565,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,786,,,no,not_probed,,,,,
2021-11-09,LBA and Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2569,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,787,,,no,not_probed,,,,,
2021-11-16,Revised Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2572,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,788,,,no,not_probed,,,,,
2021-11-16,Revised LBA and Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2576,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,789,,,no,not_probed,,,,,
2021-11-16,Board Of Canvassers Meeting,Council,special,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2599,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,796,,,no,not_probed,,,,,
2021-12-07,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2602,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,797,,,no,not_probed,,,,,
2021-12-07,LBA and Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2606,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,798,,,no,not_probed,,,,,
2021-12-14,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2562,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,785,,,no,not_probed,,,,,
2021-12-14,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2615,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,801,14029773,13.38,no,200 application/pdf,,,,,
2021-12-14,Revised Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2619,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,802,,,no,not_probed,,,,,
2022-01-03,Oath of Office Ceremony,Council,special,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2624,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,804,591677,0.56,no,200 application/pdf,,,,,
2022-01-04,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2622,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,803,,,no,not_probed,,,,,
2022-01-04,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2629,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,805,,,no,not_probed,,,,,
2022-01-11,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2636,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,807,,,no,not_probed,,,,,
2022-01-18,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2647,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,810,,,no,not_probed,,,,,
2022-01-18,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2643,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,809,,,no,not_probed,,,,,
2022-01-18,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2640,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,808,,,no,not_probed,,,,,
2022-01-25,City Council Retreat,Council,work,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2672,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,818,,,no,not_probed,,,,,
2022-02-01,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2650,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,811,,,no,not_probed,,,,,
2022-02-01,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2654,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,812,,,no,not_probed,,,,,
2022-02-08,Council Work Session Meeting,Council,work,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2658,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,814,,,no,not_probed,,,,,
2022-02-08,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2657,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,813,,,no,not_probed,,,,,
2022-02-15,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2667,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,816,,,no,not_probed,,,,,
2022-02-15,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2671,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,817,,,no,not_probed,,,,,
2022-02-16,Special Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2698,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,825,684559,0.65,no,200 application/pdf,,,,,
2022-02-18,CANCELED! Council Work Session Meeting,Council,work,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2700,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,826,,,no,not_probed,,,,,
2022-02-27,Special Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2747,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,838,,,no,not_probed,,,,,
2022-03-01,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2677,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,819,,,no,not_probed,,,,,
2022-03-01,Revised Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2681,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,820,,,no,not_probed,,,,,
2022-03-08,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2684,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,821,,,no,not_probed,,,,,
2022-03-08,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2687,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,822,,,no,not_probed,,,,,
2022-03-22,Revised - Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2691,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,823,,,no,not_probed,,,,,
2022-03-22,Revised - Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2695,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,824,,,no,not_probed,,,,,
2022-04-05,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2722,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,831,,,no,not_probed,,,,,
2022-04-05,Revised Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2726,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,832,,,no,not_probed,,,,,
2022-04-12,Council Work Session Meeting,Council,work,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2727,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,833,,,no,not_probed,,,,,
2022-04-12,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2733,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,834,,,no,not_probed,,,,,
2022-04-12,Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2816,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,856,,,no,not_probed,,,,,
2022-04-19,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2736,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,835,,,no,200 text/html; charset=utf-8,,,,,
2022-04-19,LBA and Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2740,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,836,,,no,not_probed,,,,,
2022-05-03,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2763,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,842,,,no,not_probed,,,,,
2022-05-03,"LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2802,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,852,,,no,not_probed,,,,,
2022-05-10,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2775,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,845,,,no,not_probed,,,,,
2022-05-10,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2771,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,844,,,no,not_probed,,,,,
2022-05-10,Limited Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2822,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,858,,,no,not_probed,,,,,
2022-05-17,Consul General Welcome - Living Traditions Festival Kickoff Lunch,Council,special,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2829,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,860,,,no,not_probed,,,,,
2022-05-17,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2805,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,853,,,no,not_probed,,,,,
2022-05-17,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2782,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,847,,,no,not_probed,,,,,
2022-05-17,"Revised - LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2819,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,857,,,no,not_probed,,,,,
2022-05-24,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2790,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,849,,,no,not_probed,,,,,
2022-06-02,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2798,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,851,,,no,not_probed,,,,,
2022-06-02,Limited Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2860,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,869,,,no,not_probed,,,,,
2022-06-07,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2832,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,861,30026531,28.64,no,200 application/pdf,,,,,
2022-06-07,"LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2836,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,862,,,no,not_probed,,,,,
2022-06-09,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2839,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,863,,,no,not_probed,,,,,
2022-06-14,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2857,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,868,,,no,not_probed,,,,,
2022-06-14,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2843,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,864,,,no,not_probed,,,,,
2022-06-14,"LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2847,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,865,,,no,not_probed,,,,,
2022-07-12,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2850,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,866,,,no,not_probed,,,,,
2022-07-12,Revised Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2854,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,867,,,no,not_probed,,,,,
2022-07-19,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2866,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,871,,,no,not_probed,,,,,
2022-07-19,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2870,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,872,,,no,not_probed,,,,,
2022-08-02,Special Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2917,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,886,,,no,not_probed,,,,,
2022-08-09,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2873,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,873,,,no,not_probed,,,,,
2022-08-09,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2876,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,874,,,no,not_probed,,,,,
2022-08-09,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2880,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,875,,,no,not_probed,,,,,
2022-08-16,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2883,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,876,23267530,22.19,no,200 application/pdf,,,,,
2022-08-16,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2887,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,877,,,no,not_probed,,,,,
2022-08-16,Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2890,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,878,,,no,not_probed,,,,,
2022-08-29,Special Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2956,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,897,,,no,not_probed,,,,,
2022-08-29,Special Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2921,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,887,,,no,not_probed,,,,,
2022-09-06,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2893,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,879,,,no,not_probed,,,,,
2022-09-06,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2897,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,880,,,no,not_probed,,,,,
2022-09-13,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2900,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,881,,,no,not_probed,,,,,
2022-09-13,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2903,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,882,,,no,not_probed,,,,,
2022-09-20,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2907,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,883,,,no,not_probed,,,,,
2022-09-20,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2911,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,884,,,no,not_probed,,,,,
2022-10-04,Revised - Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2935,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,891,,,no,not_probed,,,,,
2022-10-04,Revised - Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2939,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,892,,,no,not_probed,,,,,
2022-10-11,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2942,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,893,,,no,not_probed,,,,,
2022-10-11,Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2945,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,894,209800037,200.08,no,200 application/pdf,,,,,
2022-10-11,Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2932,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,890,,,no,not_probed,,,,,
2022-10-18,Revised - Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2949,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,895,,,no,not_probed,,,,,
2022-10-18,Revised - Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2953,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,896,,,no,not_probed,,,,,
2022-11-10,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2966,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,900,,,no,not_probed,,,,,
2022-11-10,Revised - Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2959,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,898,,,no,not_probed,,,,,
2022-11-10,Revised - Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2963,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,899,,,no,not_probed,,,,,
2022-11-22,Revised - Council Work Session Meeting,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2969,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,901,,,no,not_probed,,,,,
