date,body,motion_no,motion,result,mover,seconder,names_recorded
2022-02-03,MountainousPlanningCommission,5,,Commissioners voted unanimous in favor (of commissioners present),Cohen,Omer,false
2022-02-16,PlanningCommission,1,To approve application #EXP2021-000468 requesting a special exception for a short -term rental use for property with staff recommendations and one additional condition to obtain a business license.,Commissioners voted unanimous in favor,Watkins,Elieson,false
2022-02-16,PlanningCommission,2,"To recommend approval of file # OAM2021-000494 an Amendment to Salt Lake County Code sections 19.12.030, 19.72.190, and 19.76.030 . A proposed amendment of the Salt Lake County Code amending section 19.12.030 of the Salt Lake County Code to eliminate mineral extraction and processing as a conditional use and explicitly prohibiting the same and other related uses in the forestry and recreation zones; amending section 19.72.190 to eliminate mineral extraction and processing as a use for which waivers can be granted; amending section 19.76.030 regarding classification of permitted and conditional uses not listed in title 19; and enacting related regulations to the Salt Lake County Council.",Commissioners voted unanimous in favor,Elieson,Vance,false
2022-02-16,PlanningCommission,3,"To recommend approval of the proposed West General Plan (Plan), as outlined and prepared by Staff.",Commissioners voted unanimous in favor,Hiatt,Vance,false
2022-02-16,PlanningCommission,4,"To continue January 19, 2022 Planning Commission Meeting Minutes to March 16th.",Commissioners voted unanimous in favor,Cohen,Elieson,false
2022-03-03,MountainousPlanningCommission,1,"To approve application # EXP2021-000316 as Log Haven Restaurant Group, L.C. and Flying Cloud Enterprises, Inc request to have a wedding, reception, and event center declared legal through special exception pursuant to Salt Lake County Code section 19.88.140 as proposed and written in the staff report, with explicit clarification that driveways and parking are included in the special exception event purposes.",Commissioners voted unanimous in favor (of commissioners present),Omer,Despain,false
2022-03-03,MountainousPlanningCommission,2,"To continue approval of the February 3, 2022 Planning Commission Meeting Minutes to the April 7th Meeting.",Commissioners voted unanimous in favor (of commissioners present),,,false
2022-04-13,PlanningCommission,1,To approve application # SUB2022-000564 Resonance Homes LLC requesting approval of the proposed Robidoux Court Preliminary Plat. The plat contains 3 Lots with recommended conditions of approval.,Commissioners voted unanimous in favor (of commissioners present),Watkins,Elieson,false
2022-04-13,PlanningCommission,2,To recommend application # REZ2022-000535 on Northrup Grumman requesting approval to rezone from Agricultural (A-20) to Manufacturing (M-2) to the County Council for approval.,Commissioners voted unanimous in favor (of commissioners present),Elieson,Watkins,false
2022-04-13,PlanningCommission,3,"To recommend file #OAM2021-000493 an Ordinance of the Salt Lake County Council Amending Section 19.04.462 of the Salt Lake County Code to include Wedding and Reception Uses in the definition of Restaurant, Liquor License; and to Enact Related Regulations to the County Council for approval.",Commissioners voted unanimous in favor (of commissioners present),Watkins,Elieson,false
2022-04-13,PlanningCommission,4,"To approve the January 19, 2022 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Matagi,Vance,false
2022-04-13,PlanningCommission,5,"To approve the February 16, 2022 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Matagi,Vance,false
2022-04-21,MountainousPlanningCommission,1,"To approve the February 3, 2022 Planning Commission Meeting Minutes with one amendment: Commissioner Palmer said he requests members of the public that if yo u submitted comments in writing before 3 o’clock today, we have those, we have approximately 154 pages, and asks if you previously commented in writing that you not do so here again.",Commissioners voted unanimous in favor,Reid,Cohen,false
2022-04-21,MountainousPlanningCommission,3,To recommend approval of file #OAM2021-000493 an Ordinance of the Salt Lake County Council Amending Section 19.04.462 of the Salt Lake County Code to include Wedding and Reception Uses in the,Commissioners voted unanimous in favor,Reid,Cohen,false
2022-04-27,PlanningCommission,1,"To approve application # CUP2021-000487 by TM Crushing, LLC, who is requesting a Conditional Use approval for the expansion of Glenwood Gravel Pit operations into the remaining portion of the property, with Staff Recommendations.",Commissioners voted unanimous in favor (of commissioners present),Vance,Elieson,false
2022-05-11,PlanningCommission,1,To approve application # CUP2021-000350 for David Harrison (representing) requesting conditional use approval for a dwelling group to add a third dwelling unit to the property as presented with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Vance,Cohen,false
2022-05-11,PlanningCommission,2,"To approve the Written Findings, Conclusions, & Decision on application #CUP2021-000487 TM Crushing, LLC from the April 27th Salt Lake County Planning Commission Meeting.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2022-05-11,PlanningCommission,3,"To approve the April 13, 2022 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Collard,Matagi,false
2022-05-11,PlanningCommission,4,"To continue approval of the April 27, 2022 Planning Commission Meeting Minutes to the June 15th Meeting.",Commissioners voted unanimous in favor (of commissioners present),Collard,Matagi,false
2022-06-15,PlanningCommission,1,To approve application #EXP2022-000567 request for a Special Exception for Short-Term rental use.,Commissioners voted unanimous in favor (of commissioners present),Watkins,Vance,false
2022-06-15,PlanningCommission,2,To approve application #CUP2022-000587 request for Conditional Use Approval for a Change to Existing Wireless Tower from a 60’-0” monopole to 80’-0” stealth monopole with staff recommendations and findings from the staff report.,Commissioners voted unanimous in favor (of commissioners present),Vance,Watkins,false
2022-06-15,PlanningCommission,3,To approve application # CUP2022-000608 request for conditional use approval for a home daycare for eight to ten children with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Watkins,Vance,false
2022-06-15,PlanningCommission,4,"To approve application # CUP2022-000566 request for conditional use approval of the Butterfield Trails Master Plan with staff recommendations, followed by written findings issued by Chair Collard consistent with the motion and findings.",Commissioners voted unanimous in favor (of commissioners present),Watkins,Vance,false
2022-06-15,PlanningCommission,5,"To approve the April 27, 2022 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Vance,Elieson,false
2022-06-15,PlanningCommission,6,To start Hybrid Meetings beginning with the July 13th Meeting.,Commissioners voted unanimous in favor (of commissioners present),Elieson,Watkins,false
2022-08-24,PlanningCommission,1,"To approve the May 11, 2022 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Matagi,Vance,false
2022-08-24,PlanningCommission,2,"To approve the June 15, 2022 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Matagi,Vance,false
2022-08-24,PlanningCommission,3,"To continue approval of the July 13, 2022 Planning Commission Meeting Minutes to the September 14th Meeting.",Commissioners voted unanimous in favor (of commissioners present),Matagi,Vance,false
2022-08-24,PlanningCommission,4,"To recommend adoption of the proposed amendment to Salt Lake County’s Moderate Income Housing Plan (previously adopted in 201 9), affecting all areas of Unincorporated Salt Lake County. The amendment includes updated housing data, revised Moderate Income Ho using strategies, and an implementation plan for each selected strategy. This amendment is in response to new State Moderate",Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2022-09-28,PlanningCommission,1,"To approve the July 13, 2022 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Vance,Watkins,false
2022-09-28,PlanningCommission,2,"To approve the August 24, 2022 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Vance,Watkins,false
2022-09-28,PlanningCommission,3,To approve application #EXP2022-000676 for Scott Mortensen requesting a special exception determination for a detached guest house located in the rear of his property with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Watkins,Vance,false
2022-10-06,MountainousPlanningCommission,2,To recommend approval of file #OAM2022-000697 for an Ordinance of the Salt Lake County Council Enacting Chapter 19.73 of the Salt Lake County Code entitled Flood Damage Prevention to make regulations in the Unincorporated County outside of a migratory bird production area consistent with FEMA regulations; amending Section 19.74.040 entitled areas of special flood hazard to clarify that Chapter 19.74 is only applicable to migratory bird production areas; and enacting related regulations to the County Council as presented,Commissioners voted unanimous in favor (of commissioners present),Staker,Reale,false
2022-10-12,PlanningCommission,1,"To approve the September 14, 2022 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Hiatt,Elieson,false
2022-10-12,PlanningCommission,2,To approve application # SUB2022-000650 Jim McDermott requesting a subdivision approval for a single parcel to become a recorded lot located in High Country Two Estates with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Vance,Elieson,false
2022-10-12,PlanningCommission,3,"To approve application #CUP2022-000668 requesting Conditional Use approval for an accessory dwelling unit (ADU) on .6-acre property. The ADU does not exceed eight hundred square feet (800 sq ft), however, the total square footage of existing accessory structures on the property w ith the proposed ADU will be over 800 sq ft. Location: 3070 East Little Cottonwood Road with staff recommendations.",Commissioners voted unanimous in favor (of commissioners present),Hiatt,Watkins,false
2022-10-12,PlanningCommission,4,To approve application #CUP2022-000614 requesting Conditional Use approval for an oversized accessory building with staff recommendations add two recommendations to comply with Salt Lake County parking and lighting standards.,Commissioners voted unanimous in favor (of commissioners present),Hiatt,Watkins,false
2022-10-12,PlanningCommission,5,"To approve application #CUP2022-000514 seeking to add a 2 -million gallon water tank to an existing site. The applicant is also requesting an exception from roadside improvement standards with staff recommendations, but exception is not required because tank is on a private street.",Commissioners voted unanimous in favor (of commissioners present),,,false
2022-10-12,PlanningCommission,6,To recommend file # OAM2022-000697 for an Ordinance of the Salt Lake County Council Enacting Chapter 19.73 of the Salt Lake County Code entitled Flood Damage Prevention to make regulations in the Unincorporated County outside of a migratory bird production area consistent with FEMA regulations; amending Section 19.74.040 entitled areas of special flood hazard to clarify that Chapter 19.74 is only applicable to migratory bird production areas; and enacting related regulations to the County Council for approval with staff recommendation.,Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2022-11-16,PlanningCommission,2,"To approve the October 12, 2022 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Hiatt,Vance,false
2022-12-14,PlanningCommission,1,"To continue approval of the November 16, 2022 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),,,false
2022-12-14,PlanningCommission,2,To approve application #PER2022-000749 McKay Hooker (Smartlink Group on behalf of AT&T Mobility) is requesting an exception to allow for an 80’ monopole wireless telecommunication facility with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Watkins,Vance,false
2023-01-11,PlanningCommission,1,"To nominate Commissioner Hiatt as Chair for 2023, Commissioner Hiatt accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2023-01-11,PlanningCommission,2,"To nominate Commissioner Watkins as Vice Chair for 2023, Commissioner Watkins accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2023-01-11,PlanningCommission,3,"To approve the November 16, 2022 Planning Commissioner Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2023-01-11,PlanningCommission,4,"To approve the December 14, 2022 Planning Commissioner Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2023-01-11,PlanningCommission,5,"To recommend file #OAM2022-000778 The drafted Sandy Hills General Plan is a long-term plan for the unincorporated area of Sandy Hills, an unincorporated island surrounded by Sandy City and represented by the Sandy Hill s Community Council. The plan meets the required State Code for General Plan content including the elements of Land Use and Transportation, along with an additional Chapter",Commissioners voted unanimous in favor (of commissioners present),Cohen,Hiatt,false
2023-02-15,PlanningCommission,1,"To approve the January 11, 2023 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2023-02-15,PlanningCommission,2,"To approve application #CUP2023-000798 for George and Riley Spargen requested a conditional use permit for ten (10) horses on a 5.62-acre lot with staff recommendations and one additional condition that if and when the applicants decide to board horses, they will be required to seek approval for commercial use.",Commissioners voted unanimous in favor (of commissioners present),Watkins,Vance,false
2023-03-15,PlanningCommission,1,"To approve the February 15, 2023 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2023-03-15,PlanningCommission,2,To approve application # CUP2023-000812 N orthrup Grumman requesting Site Plan and Conditional Use approval to include a mixing bowl cleaning building and associated storage building for the existing Rocket Motor Manufacturing Plant with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Collard,Vance,false
2023-04-12,PlanningCommission,1,"To continue the approval of the March 15 , 2023 Planning Commission Meeting Minutes to May 10th.",Commissioners voted unanimous in favor,Cohen,Vance,false
2023-04-12,PlanningCommission,2,To approve application #SUB2021-000400 with staff recommendations. Woodside Homes of Utah is requesting approval of a conditional use permit for a Planned Unit Development. The conditional use permit is meant to accompany the previously approved 117 Lot Sky Ranch Single Family and the 406 Unit Sky Ranch Townhome preliminary plats with staff recommendations.,Commissioners voted unanimous in favor,Collard,Watkins,false
2023-05-10,PlanningCommission,1,"To approve the March 15, 2023 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Elieson,Vance,false
2023-05-10,PlanningCommission,2,"To approve the April 12, 2023 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Elieson,Vance,false
2023-05-10,PlanningCommission,3,To approve application #CUP2023-000838 Rodger Powell is requesting conditional use approval for an oversized accessory structure with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Collard,Vance,false
2023-05-10,PlanningCommission,4,To approve application #SUB2023-000704 Anna Roberts is requesting preliminary plat approval for a subdivision with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Cohen,Elieson,false
2023-06-14,PlanningCommission,1,"To approve the May 10, 2023 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor,Watkins,Elieson,false
2023-06-14,PlanningCommission,2,To approve application #SUB2023-000854 Dale Bennett requesting preliminary plat approval for a 2-lot Subdivision with a flag lot for Ashley Circle Estates. This subdivision will require an amendment to lot 9 of the existing Willow Creek No. 3 Subdivision with staff recommendations and written findings issued by the Chair to memorialize the findings.,Commissioners voted unanimous in favor,Collard,Vance,false
2023-08-16,PlanningCommission,1,"To approve the June 14, 2023 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Watkins,Vance,false
2023-08-16,PlanningCommission,2,To recommend approval of application #REZ2023-000921 Justin Taylor requesting a rezone from A-1 to R-2-6.5 zone to accommodate a three -unit dwelling group for his property. His property currently does not meet the standards for a dwelling group in an A -1 but meet the standards for a dwelling group in an R-2-6.5 to the County Council as presented.,Commissioners voted unanimous in favor (of commissioners present),Collard,Watkins,false
2023-08-16,PlanningCommission,3,To recommend approval of application #WVR2023-000942 Woodside Homes requesting an exception to sidewalk standards for Sky Ranch Townhomes to the County Mayor with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Watkins,Vance,false
2023-08-16,PlanningCommission,4,To recommend approval of application #EXP2023-000922 Jose Ramirez requesting an exception to roadway development requirements to the County Mayor with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Collard,Watkins,false
2023-08-23,MountainousPlanningCommission,1,Continue application # CUP2023-000897 to the September 7 th regularly scheduled Planning Commission Meeting.,Commissioners voted unanimous in favor (of commissioners present),Knoblock,Reale,false
2023-09-07,MountainousPlanningCommission,1,"To approve , with staff recommendations, application #CUP2023-000897 Nima Mahak , representing Snowbird Ski Resort, has requested a conditional use permit for a minor ski resort improvement for Snowbird Ski Resort. The proposal is for four avalanche mitigation towers (Wyssen Towers) that are to be located south of the resort base and just north of the peak of Mt. Baldy.",Commissioners voted unanimous in favor (of commissioners present),Knoblock,Staker,false
2023-09-07,MountainousPlanningCommission,2,"To approve the October 6, 2022 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Schoenfeld,Sorensen,false
2023-09-07,MountainousPlanningCommission,3,"To nominate Commissioner Sorensen as Chair for 2023, Commissioner Sorensen accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Staker,Knoblock,false
2023-09-07,MountainousPlanningCommission,4,"To nominate Commissioner Staker as Vice Chair for 2023, Commissioner accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Knoblock,Despain,false
2023-09-13,PlanningCommission,1,"To approve the June 14, 2023 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Vance,Cohen,false
2023-09-13,PlanningCommission,2,"To approve the August 16, 2023 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Vance,Cohen,false
2023-09-13,PlanningCommission,3,To recommend for approval application # REZ2023-000944 Adam Von Maack requesting a recommendation for approval for a rezone from A -2 (Agriculture) to A -1 (Agriculture) to the Salt Lake County Council with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Collard,Vance,false
2023-10-11,PlanningCommission,1,"To approve the September 13, 2023 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor,Vance,Collard,false
2023-10-11,PlanningCommission,2,To approve application # SUB2023-000771 approving the proposed 55 Lot Sky Ranch Cascade Phase 1 Preliminary Plat and the associated Planned Unit Development with staff recommendations.,Commissioners voted unanimous in favor,Watkins,Vance,false
2023-10-11,PlanningCommission,3,"To continue a decision to the November 15 th recommend application # OAM2023-000994 an ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g)(conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to have distinct regulations in the FR and FA zones with regards to animal uses and their associated impacts on adjoining properties, the environment, and the well -being of animals; and making other related changes to the Salt Lake County Council for approval.",Commissioners voted unanimous in favor,Cohen,Collard,false
2023-10-19,MountainousPlanningCommission,1,"To continue the August 23, 2023 Planning Commission Meeting Minutes to the November 16th Meeting.",Commissioners voted unanimous in favor (of commissioners present),,,false
2023-10-19,MountainousPlanningCommission,2,"To approve the September 7, 2023 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Palmer,Knoblock,false
2023-10-19,MountainousPlanningCommission,3,"To continue application # OAM2023-000994 An ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g)(conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to have distinct regulations in the FR and FA zones with regards to animal uses and their associated impacts on adjoining properties, the environment, and the well-being of animals; and making other related changes to the November 16th planning commission meeting after the community councils have an opportunity to make a recommendation. Staff to prepare a report with scientific data of E coli testing up and down stream of area of concern.",Commissioners voted unanimous in favor (of commissioners present),Knoblock,Palmer,false
2023-11-15,PlanningCommission,1,"To approve the October 11, 2023 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2023-11-15,PlanningCommission,2,"To continue Application #OAM2023-001008 - An ordinance repealing and replacing Title 18 of the Salt Lake County Code of Ordinances, 2001, entitled “Subdivisions,” in order to update the title to",Commissioners voted unanimous in favor (of commissioners present),Collard,Cohen,false
2023-11-16,MountainousPlanningCommission,1,"To approve the August 23, 2023 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Knoblock,Palmer,false
2023-11-16,MountainousPlanningCommission,2,"To approve the October 19, 2023 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Knoblock,Palmer,false
2023-11-16,MountainousPlanningCommission,3,"To continue Application #OAM2023-001008 - An ordinance repealing and replacing Title 18 of the Salt Lake County Code of Ordinances, 2001, entitled “Subdivisions,” in order to update the title to",Commissioners voted unanimous in favor (of commissioners present),Knoblock,Staker,false
2023-12-13,PlanningCommission,1,"To approve the November 15, 2023 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor,Vance,Cohen,false
2023-12-13,PlanningCommission,2,"To recommend file #OAM2023-000994 An ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g)(conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to have distinct regulations in the FR and FA zones with regards to animal uses and their associated impacts on adjoining properties, the environment, and the well-being of animals; and making other related changes to the Salt Lake County Council for approval with proposed amendment submitting the word protected to 19.12.030.g.1.",Commissioners voted unanimous in favor,Collard,Vance,false
2023-12-13,PlanningCommission,3,"To recommend file #OAM2023-001008 An ordinance repealing and replacing Title 18 of the Salt Lake County Code of Ordinances, 2001, entitled “Subdivisions,” in order to update the title to reflect state",Commissioners voted unanimous in favor (of commissioners present),Collard,Cohen,false
2024-01-04,MountainousPlanningCommission,1,"To recommend approval on file # OAM2023-001008 An ordinance repealing and replacing Title 18 of the Salt Lake County Code of Ordinances, 2001, entitled “Subdivisions,” in order to update the title",Commissioners voted unanimous in favor (of commissioners present),Omer,Knoblock,false
2024-01-04,MountainousPlanningCommission,2,"To recommend approval on file # OAM2023-000994 An ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g)(conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to have distinct regulations in the FR and FA zones with regards to animal uses and their associated impacts on adjoining properties, the environment, and the well-being of animals; and making other related changes to the County Council of the proposed ordinance and findings of planning staff.",Commissioners voted unanimous in favor (of commissioners present),Schoenfeld,Despain,false
2024-01-10,PlanningCommission,1,To continue the election of Chair for 2024 to the next planning commission meeting.,Commissioners voted unanimous in favor (of commissioners present),Collard,Cohen,false
2024-01-10,PlanningCommission,2,To continue the election of Vice Chair for 2024 to the next planning commission meeting.,Commissioners voted unanimous in favor (of commissioners present),Collard,Cohen,false
2024-03-13,PlanningCommission,1,"To approve the December 13, 2023 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Vance,Cohen,false
2024-03-13,PlanningCommission,2,"To continue the February 14, 2024 Planning Commission Meeting Minutes to April.",Commissioners voted unanimous in favor (of commissioners present),,,false
2024-03-13,PlanningCommission,3,"To approve application #CUP2023-000923 Easton Harris is requesting conditional use approval for the storage and sale of raw landscape materials, including gravel, soil, and sod, using the existing buildings on site. Staff recommended conditions in the staff report are incorporated into the motion. Motion also includes a recommendation to the Mayor to approve an exception of the requirement to immediately install curb, gutter, and sidewalk along the property that is s ubject to the conditional use application, and instead enter into a delay agree ment for possible installation of such improvements at a later date in accordance with Salt Lake County Engineering recommendations.",Commissioners voted unanimous in favor (of commissioners present),Collard,Vance,false
2024-03-21,MountainousPlanningCommission,1,"To nominate Commissioner Sorenson as Chair for 2024, Commissioner Sorenson accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Schoenfeld,Palmer,false
2024-03-21,MountainousPlanningCommission,2,"To nominate Commissioner Staker as Vice Chair for 2024, Commissioner Staker accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Schoenfeld,Palmer,false
2024-03-21,MountainousPlanningCommission,3,"To approve the December 13, 2023 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Schoenfeld,Staker,false
2024-03-21,MountainousPlanningCommission,4,"To approve the January 4, 2024 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Schoenfeld,Staker,false
2024-04-17,PlanningCommission,1,"To continue the February 14, 2024 Planning Commission Meeting Minutes to May 15th.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2024-04-17,PlanningCommission,2,"To approve the March 13, 2024 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2024-04-17,PlanningCommission,3,"To amend the conditions of approval for the sod and soils sales yard approved at the March 13, 2024 planning commission meeting. Specifically, making a final decision requiring a delay agreement under 19.76.210 (rather than a recommendation under 14.12.150) and affirming prior decision that denied applicant’s request for an exception to curb, gutter, and sidewalk requirements.",Commissioners voted unanimous in favor (of commissioners present),Vance,Watkins,false
2024-04-17,PlanningCommission,4,To approve application # SUB2023-001059 Adam D. Von Maack requesting preliminary plat approval for the 2-lot 3198 North Minor with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Watkins,Cole,false
2024-04-17,PlanningCommission,5,"To recommend approval of file #OAM2024-001114 Accessory Dwelling Unit Ordinance Amendments, with the following revisions: for conversion of existing detached structures, if the rear or side setback is less than 10’, structure may not exceed 20’ in height; if the setback is 10’ or more, the structure may be as tall as the primary dwelling. For new detached ADUs, have the same rear and side yard setbacks as primary structures, and if those setbacks are less than 10’, the structure may not exceed 20’ in height; if those setbacks are greater than 10’, the structure may be as tall as the primary dwelling.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2024-04-18,MountainousPlanningCommission,1,"To approve the March 21, 2024 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Despain,Sorenson,false
2024-04-18,MountainousPlanningCommission,2,To recommend approval of file # OAM2024-001114 Accessory Dwelling Unit Ordinance Amendments: with inclusion of the Salt Lake County planning commission recommendation and adding a provision that ADU approval is subject to water and other utility availability from the water /utility providers.,Commissioners voted unanimous in favor (of commissioners present),Omer,Bullock,false
2024-05-15,PlanningCommission,1,"To approve the April 17, 2024 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Watkins,Cole,false
2024-05-15,PlanningCommission,2,"To approve application #CUP2024-001124 Tressa Roberts is requesting conditional use approval for a detached accessory structure/garage over 1,200 square feet with staff recommendations.",Commissioners voted unanimous in favor (of commissioners present),Watkins,Vance,false
2024-05-15,PlanningCommission,3,"To approve application # SUB2023-000794 & PER2022 -000693 Joanne Chapman is requesting preliminary plat approval for the 1 -Lot Hi-Country Estates (phase 2), Lot 2, Amended Subdivision and a Slope Waiver for the proposed driveway for the proposed home with staff recommendations.",Commissioners voted unanimous in favor (of commissioners present),Collard,Vance,false
2024-05-15,PlanningCommission,4,To approve application #SUB2024-001089 Josh Brimhall is requesting preliminary plat approval for the 2-Lot Brimhall Compound (Phase 1) Subdivision with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Collard,Cohen,false
2024-06-12,PlanningCommission,1,"To approve the May 15, 2024 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Vance,Cohen,false
2024-06-12,PlanningCommission,2,To clarify the original motion to recommend approval of Section 19.15.110(H) as originally proposed for file #OAM2024-001114.,Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2024-06-12,PlanningCommission,3,"To recommend approval of file #OAM2024-001119 an ordinance amending Title 9, entitled “Health and Safety” and Title 19, entitled “Zoning” of the Salt Lake Code Of Ordinances, 2001, to provide greater consistency with the Wildland -Urban Interface Code (“WUI”) in the following areas: 1) revision of chapter 9.90 to clarify the scope of WUI in unincorporated Salt Lake County, the officials who implement WUI, and the process for creating defensible space; 2) revision of the Foothills And Canyon Overlay Zone (FCOZ) to clarify interaction between WUI and FCOZ; 3) revision of chapter 19.94 to provide penalties for failure to comply with WUI; and making other related changes to the Salt Lake County Council with staff recommendations.",Commissioners voted unanimous in favor (of commissioners present),Vance,Watkins,false
2024-06-20,MountainousPlanningCommission,1,"To approve the April 18, 2024 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Staker,Schoenfeld,false
2024-06-20,MountainousPlanningCommission,2,"To recommend approval to County Council with staff recommendations of file # OAM2024- 001119 An ordinance amending Title 9, entitled “Health and Safety” and Title 19, entitled “Zoning” of the Salt Lake Code Of Ordinances, 2001, to provide greater consistency with the Wildland -Urban Interface Code (“WUI”) in the following areas: 1) revision of chapter 9.90 to clarify the scope of WUI in unincorporated Salt Lake County, the officials who implement WUI, and the process for creating defensible space; 2) revision of the Foothills And Canyon Overlay Zone (FCOZ) to clarify interaction bet ween WUI",Commissioners voted unanimous in favor (of commissioners present),Staker,Reale,false
2024-07-10,PlanningCommission,1,"To approve the June 12, 2024 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Watkins,Cole,false
2024-07-10,PlanningCommission,2,To approve application # PER2024-001079 Bill VanSickle is requesting a Waiver of Slope Protection standards for a lot of record located in the Alta approach PUD subdivision (lot #12). The proposal is for the development of a new single-family dwelling to be built on slopes between 30% and 40% (existing grade) with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present).,Watkins,Cole,false
2024-08-14,PlanningCommission,1,"To approve the July 10, 2024 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Vance,Collard,false
