date,year,title,slug,body,path,source,source_url,notice_url,pmn_body_id,pmn_file_id,retrieved_date,format,extraction_method,text_path,status,pmn_event_date,orig_fname,chars,note
2025-05-15,2025,"May 15, 2025 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2025-05-15_1281755.pdf,pmn,https://www.utah.gov/pmn/files/1281755.pdf,https://www.utah.gov/pmn/sitemap/notice/994919.html,983,1281755,2026-07-13,text,pdftotext-layout,minutes/2025-05-15_planning-commission-meeting.md,recovered,2025-05-15,2025.05.15 Planning Commission Meeting Minutes.pdf,7243,
2025-06-05,2025,"June 5, 2025 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2025-06-05_1295135.pdf,pmn,https://www.utah.gov/pmn/files/1295135.pdf,https://www.utah.gov/pmn/sitemap/notice/998755.html,983,1295135,2026-07-13,text,pdftotext-layout,minutes/2025-06-05_planning-commission-meeting.md,recovered,2025-06-05,2025.06.05 Planning Commission Meeting Minutes.pdf,15248,
2025-07-03,2025,"July 3, 2025 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2025-07-03_1306809.pdf,pmn,https://www.utah.gov/pmn/files/1306809.pdf,https://www.utah.gov/pmn/sitemap/notice/1006517.html,983,1306809,2026-07-13,text,pdftotext-layout,minutes/2025-07-03_planning-commission-meeting.md,recovered,2025-07-03,2025.07.03 Planning Commission Meeting Minutes.pdf,31213,
2025-07-17,2025,"July 17, 2025 Planning Commission Meeting AGENDA (PMN-mislabeled 'Meeting Minutes' — the actual minutes for this meeting are NOT on PMN)",planning-commission-agenda,PlanningCommission,raw/pc_2025-07-17_1313181.pdf,pmn,https://www.utah.gov/pmn/files/1313181.pdf,https://www.utah.gov/pmn/sitemap/notice/1010435.html,983,1313181,2026-07-13,text,pdftotext-layout,minutes/2025-07-17_planning-commission-agenda.md,pmn-mislabeled-agenda,2025-07-17,2025.07.17 Planning Commission Meeting Minutes.pdf,4112,PMN labels this attachment '(Meeting Minutes)' but the file is the 2-page meeting AGENDA (verified 2026-07-13). No minutes for the 2025-07-17 PC meeting exist on PMN — the date stays an honest gap; the agenda is retained as the best available PMN record of the meeting.
2025-08-07,2025,"August 7, 2025 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2025-08-07_1319579.pdf,pmn,https://www.utah.gov/pmn/files/1319579.pdf,https://www.utah.gov/pmn/sitemap/notice/1012555.html,983,1319579,2026-07-13,text,pdftotext-layout,minutes/2025-08-07_planning-commission-meeting.md,recovered,2025-08-07,2025.08.07 Planning Commission Meeting Minutes.pdf,18393,
2025-08-21,2025,"August 21, 2025 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2025-08-21_1332973.pdf,pmn,https://www.utah.gov/pmn/files/1332973.pdf,https://www.utah.gov/pmn/sitemap/notice/1015843.html,983,1332973,2026-07-13,text,pdftotext-layout,minutes/2025-08-21_planning-commission-meeting.md,recovered,2025-08-21,2025.08.21 Planning Commission Meeting Minutes.pdf,10663,
2025-09-04,2025,"September 4, 2025 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2025-09-04_1332975.pdf,pmn,https://www.utah.gov/pmn/files/1332975.pdf,https://www.utah.gov/pmn/sitemap/notice/1019433.html,983,1332975,2026-07-13,text,pdftotext-layout,minutes/2025-09-04_planning-commission-meeting.md,recovered,2025-09-04,2025.09.04 Planning Commission Meeting Minutes.pdf,15821,
2025-10-02,2025,"October 2, 2025 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2025-10-02_1347033.pdf,pmn,https://www.utah.gov/pmn/files/1347033.pdf,https://www.utah.gov/pmn/sitemap/notice/1026169.html,983,1347033,2026-07-13,text,pdftotext-layout,minutes/2025-10-02_planning-commission-meeting.md,recovered,2025-10-02,2025.10.02 Planning Commission Meeting Minutes.pdf,11252,
2025-10-16,2025,"October 16, 2025 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2025-10-16_1347049.pdf,pmn,https://www.utah.gov/pmn/files/1347049.pdf,https://www.utah.gov/pmn/sitemap/notice/1029539.html,983,1347049,2026-07-13,text,pdftotext-layout,minutes/2025-10-16_planning-commission-meeting.md,recovered,2025-10-16,2025.10.16 Planning Commission Meeting Minutes.pdf,22539,
2025-11-06,2025,"November 6, 2025 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2025-11-06_1367683.pdf,pmn,https://www.utah.gov/pmn/files/1367683.pdf,https://www.utah.gov/pmn/sitemap/notice/1034227.html,983,1367683,2026-07-13,text,pdftotext-layout,minutes/2025-11-06_planning-commission-meeting.md,recovered,2025-11-06,2025.11.06 Planning Commission Meeting Minutes.pdf,14029,
2025-11-20,2025,"November 20, 2025 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2025-11-20_1379145.pdf,pmn,https://www.utah.gov/pmn/files/1379145.pdf,https://www.utah.gov/pmn/sitemap/notice/1038195.html,983,1379145,2026-07-13,text,pdftotext-layout,minutes/2025-11-20_planning-commission-meeting.md,recovered,2025-11-20,2025.11.20 Planning Commission Meeting Minutes.pdf,16097,
2025-12-04,2025,"December 4, 2025 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2025-12-04_1379147.pdf,pmn,https://www.utah.gov/pmn/files/1379147.pdf,https://www.utah.gov/pmn/sitemap/notice/1041321.html,983,1379147,2026-07-13,text,pdftotext-layout,minutes/2025-12-04_planning-commission-meeting.md,recovered,2025-12-04,2025.12.04 Planning Commission Meeting Minutes.pdf,18966,
2026-01-15,2026,"January 15, 2026 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2026-01-15_1396317.pdf,pmn,https://www.utah.gov/pmn/files/1396317.pdf,https://www.utah.gov/pmn/sitemap/notice/1051229.html,983,1396317,2026-07-13,text,pdftotext-layout,minutes/2026-01-15_planning-commission-meeting.md,recovered,2026-01-15,2026.01.15 Planning Commission Meeting Minutes.pdf,13959,
2026-02-19,2026,"February 19, 2026 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2026-02-19_1408095.pdf,pmn,https://www.utah.gov/pmn/files/1408095.pdf,https://www.utah.gov/pmn/sitemap/notice/1059739.html,983,1408095,2026-07-13,text,pdftotext-layout,minutes/2026-02-19_planning-commission-meeting.md,recovered,2026-02-19,2026.02.19 Planning Commission Meeting Minutes.pdf,9805,
2026-03-05,2026,"March 5, 2026 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2026-03-05_1408103.pdf,pmn,https://www.utah.gov/pmn/files/1408103.pdf,https://www.utah.gov/pmn/sitemap/notice/1062541.html,983,1408103,2026-07-13,text,pdftotext-layout,minutes/2026-03-05_planning-commission-meeting.md,recovered,2026-03-05,2026.03.05 Planning Commission Meeting Minutes.pdf,6139,
2026-03-19,2026,"March 19, 2026 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2026-03-19_1414025.pdf,pmn,https://www.utah.gov/pmn/files/1414025.pdf,https://www.utah.gov/pmn/sitemap/notice/1066453.html,983,1414025,2026-07-13,text,pdftotext-layout,minutes/2026-03-19_planning-commission-meeting.md,recovered,2026-03-19,2026.03.19 Planning Commission Meeting Minutes.pdf,15137,
2026-04-02,2026,"April 2, 2026 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2026-04-02_1430855.pdf,pmn,https://www.utah.gov/pmn/files/1430855.pdf,https://www.utah.gov/pmn/sitemap/notice/1069267.html,983,1430855,2026-07-13,text,pdftotext-layout,minutes/2026-04-02_planning-commission-meeting.md,recovered,2026-04-02,2026.04.02 Planning Commission Meeting Minutes.pdf,8335,
2026-05-07,2026,"May 7, 2026 Planning Commission Meeting Minutes",planning-commission-meeting,PlanningCommission,raw/pc_2026-05-07_1437867.pdf,pmn,https://www.utah.gov/pmn/files/1437867.pdf,https://www.utah.gov/pmn/sitemap/notice/1077333.html,983,1437867,2026-07-13,text,pdftotext-layout,minutes/2026-05-07_planning-commission-meeting.md,recovered,2026-05-07,2026.05.07 Planning Commission Meeting Minutes.pdf,10684,
