date,title,source_url,retrieved_date,format,extraction_method,candidate,candidate_key,matched_election_candidate,join_confidence,office_stated,office_scope,election_cycle,filing_grain,page_start,page_end,pages_total,channel,portal_label,path,text_path,document_id,sha256,bytes,read_method,needs_review,notes,election_year
2013-01-10,Matthew Bell — Weber County campaign financial report 2012 (Commission),https://web.archive.org/web/20160910181514id_/http://www.weberelections.com:80/documents/MBellCampaign2.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Matthew Bell,MATTHEW BELL,"BELL, MATTHEW REP",exact,Commission,county,2012,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2012 | County Commissioner C | Matthew Bell | portal-listed,raw/wayback/wb20160910181514_MBellCampaign2.pdf,text/wayback__wb20160910181514_MBellCampaign2.txt,wb20160910181514_MBellCampaign2,ba7ff0d41073f86935cdbc42f3514824050d5c6d51f557cffac1dd2d9f9fbd00,111100,ocr,0,,2012
2012-10-30,Matthew Bell — Weber County campaign financial report 2012 (Commission),https://web.archive.org/web/20161019231334id_/http://www.weberelections.com:80/documents/MBellCampaign.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Matthew Bell,MATTHEW BELL,"BELL, MATTHEW REP",exact,Commission,county,2012,filing,1,6,6,weberelections.com (predecessor host) via Internet Archive,2012 | County Commissioner C | Matthew Bell | portal-listed,raw/wayback/wb20161019231334_MBellCampaign.pdf,text/wayback__wb20161019231334_MBellCampaign.txt,wb20161019231334_MBellCampaign,fc463d52463f6c29cc7655dd41385c2d10357093aa0675c3268bdcb5eefbc86e,278099,ocr,0,,2012
2014-10-28,Kerry Wayne Gibson — Weber County campaign financial report 2014 (County Commission Seat B),https://web.archive.org/web/20151203045241id_/http://www.weberelections.com/documents/Gibson%20financials.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Kerry Wayne Gibson,KERRY GIBSON,"GIBSON, KERRY W. REP",exact,County Commission Seat B,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Commissioner B | Kerry W. Gibson | portal-listed,raw/wayback/wb20151203045241_Gibson_financials.pdf,text/wayback__wb20151203045241_Gibson_financials.txt,wb20151203045241_Gibson_financials,4ba88bc108d94537bf3587ad4571adb45bb4c8c853104df359c63fd49dde9285,156158,ocr,0,,2014
2014-12-29,John E. Ulibarri II — Weber County campaign financial report 2014 (Assessor),https://web.archive.org/web/20160824031236id_/http://www.weberelections.com:80/documents/JUlibarri%201.5.15.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),John E. Ulibarri II,JOHN ULIBARRI,"ULIBARRI, JOHN REP",exact,Assessor,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Assessor | John Ulibarri | portal-listed,raw/wayback/wb20160824031236_JUlibarri_1.5.15.pdf,text/wayback__wb20160824031236_JUlibarri_1.5.15.txt,wb20160824031236_JUlibarri_1.5.15,b2a6c0e49a1d79bcfa567805427a46b00827b9e7ff7f16fa687c00a3f1b0c6a0,129158,ocr,0,,2014
2014-10-28,Terry Thompson — Weber County campaign financial report 2014 (County Sheriff),https://web.archive.org/web/20160824031246id_/http://www.weberelections.com:80/documents/Thompson%20financials.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Terry Thompson,TERRY THOMPSON,"THOMPSON, TERRY L. REP",exact,County Sheriff,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Sheriff | Terry L. Thompson | portal-listed,raw/wayback/wb20160824031246_Thompson_financials.pdf,text/wayback__wb20160824031246_Thompson_financials.txt,wb20160824031246_Thompson_financials,b96daaa60dd10a68044e3d2df71473711075ae13c123830b1421a9d2f6dafcd4,117426,ocr,0,,2014
2014-10-27,Chris Allred — Weber County campaign financial report 2014 (Weber County Attorneys Office),https://web.archive.org/web/20160824031350id_/http://www.weberelections.com:80/documents/Allred%20financials.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Chris Allred,CHRIS ALLRED,"ALLRED, CHRIS REP",exact,Weber County Attorneys Office,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Attorney | Chris Allred | portal-listed,raw/wayback/wb20160824031350_Allred_financials.pdf,text/wayback__wb20160824031350_Allred_financials.txt,wb20160824031350_Allred_financials,e69d876fee01eb597f50185508c218fddbf4bbdce1a67699baa6b24da0351982,106308,ocr,0,,2014
2015-01-05,Neil Hansen — Weber County campaign financial report 2014 (Clerk/Auditor),https://web.archive.org/web/20160824031446id_/http://www.weberelections.com:80/documents/NHansen%201.5.15.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Neil Hansen,NEIL HANSEN,"HANSEN, NEIL AARON DEM",exact,Clerk/Auditor,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Clerk/Auditor | Neil Aaron Hansen | portal-listed,raw/wayback/wb20160824031446_NHansen_1.5.15.pdf,text/wayback__wb20160824031446_NHansen_1.5.15.txt,wb20160824031446_NHansen_1.5.15,f585489bd1f4a56158eb1eeeb63d0f2ed3a47c8710b4f6c26d850f102b577b0c,97958,ocr,0,,2014
2014-10-27,Leann Kilts — Weber County campaign financial report 2014 (Weber County Recorder/Surveyor),https://web.archive.org/web/20160824031533id_/http://www.weberelections.com:80/documents/Kilts%20financials.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Leann Kilts,LEANN KILTS,"KILTS, LEANN REP",exact,Weber County Recorder/Surveyor,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Recorder/Surveyor | Leann Kilts | portal-listed,raw/wayback/wb20160824031533_Kilts_financials.pdf,text/wayback__wb20160824031533_Kilts_financials.txt,wb20160824031533_Kilts_financials,33dc9dfe29061f66c15c9f118b727516703d51432ff719acca991a4b958c374d,107512,ocr,0,,2014
2014-06-16,Ernest Dee Rowley — Weber County campaign financial report 2014 (Recorder / Surveyor),https://web.archive.org/web/20160824031600id_/http://www.weberelections.com:80/documents/Ernest%20Rowley%20June%20Financial.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Ernest Dee Rowley,ERNEST ROWLEY,ERNEST D. ROWLEY REP,person-only,Recorder / Surveyor,county,2014,filing,1,6,6,weberelections.com (predecessor host) via Internet Archive,2014 | County Recorder/Surveyor | Ernest Rowley | portal-listed,raw/wayback/wb20160824031600_Ernest_Rowley_June_Financial.pdf,text/wayback__wb20160824031600_Ernest_Rowley_June_Financial.txt,wb20160824031600_Ernest_Rowley_June_Financial,df3f10f34dd40bcb2f6f2bfcd6020498144984e515bd62abf3da79111166f8aa,249244,ocr,0,,2014
2015-01-05,Terry L. Thompson — Weber County campaign financial report 2014 (Sheriff),https://web.archive.org/web/20160824031922id_/http://www.weberelections.com:80/documents/TThompson%201.5.15.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Terry L. Thompson,TERRY THOMPSON,"THOMPSON, TERRY L. REP",exact,Sheriff,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Sheriff | Terry L. Thompson | portal-listed,raw/wayback/wb20160824031922_TThompson_1.5.15.pdf,text/wayback__wb20160824031922_TThompson_1.5.15.txt,wb20160824031922_TThompson_1.5.15,e75c9b11cf319ff554b4eed5b2e2b06fe5900d586ed09c1b4bdf76995484c13a,139584,ocr,0,,2014
2014-10-24,John B. Bond — Weber County campaign financial report 2014 (Weber County Treasurer),https://web.archive.org/web/20160824033528id_/http://www.weberelections.com:80/documents/Bond%20financial.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),John B. Bond,JOHN BOND,"BOND, JOHN B. REP",exact,Weber County Treasurer,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Treasurer | John B. Bond | portal-listed,raw/wayback/wb20160824033528_Bond_financial.pdf,text/wayback__wb20160824033528_Bond_financial.txt,wb20160824033528_Bond_financial,1f53795f61e94e586ded6e4d3fd8a6a80e00744cfb0cd48fde1256f4fa70a35c,105388,ocr,0,,2014
2014-11-07,Jared B. Erickson — Weber County campaign financial report 2014 (Weber County Treasurer),https://web.archive.org/web/20160824033548id_/http://www.weberelections.com:80/documents/JErickson%201.5.15.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Jared B. Erickson,JARED ERICKSON,"ERICKSON, JARED B. DEM",exact,Weber County Treasurer,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Treasurer | Jared B. Erickson | portal-listed,raw/wayback/wb20160824033548_JErickson_1.5.15.pdf,text/wayback__wb20160824033548_JErickson_1.5.15.txt,wb20160824033548_JErickson_1.5.15,092be996a41c76028c91a66b2efaf5da14b27a46a469a61eba63c5fe1dfe7615,112784,ocr,0,,2014
2014-06-17,Leann Kilts — Weber County campaign financial report 2014 (Weber County Recorder/Surveyor),https://web.archive.org/web/20160824033824id_/http://www.weberelections.com:80/documents/Leann%20Kilts%20June%20Financials.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Leann Kilts,LEANN KILTS,"KILTS, LEANN REP",exact,Weber County Recorder/Surveyor,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Recorder/Surveyor | Leann Kilts | portal-listed,raw/wayback/wb20160824033824_Leann_Kilts_June_Financials.pdf,text/wayback__wb20160824033824_Leann_Kilts_June_Financials.txt,wb20160824033824_Leann_Kilts_June_Financials,f514161e0c7f542f19011c3b1c4dd013f9e17c7e129e83984ba1afc627afcb05,129882,ocr,0,,2014
2015-01-05,Ricky D. Hatch — Weber County campaign financial report 2014 (Clerk/Auditor),https://web.archive.org/web/20160824033834id_/http://www.weberelections.com:80/documents/RHatch1.5.2015.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Ricky D. Hatch,RICKY HATCH,"HATCH, RICKY D. REP",exact,Clerk/Auditor,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Clerk/Auditor | Ricky D. Hatch | portal-listed,raw/wayback/wb20160824033834_RHatch1.5.2015.pdf,text/wayback__wb20160824033834_RHatch1.5.2015.txt,wb20160824033834_RHatch1.5.2015,e9f21447c2385d0d946e0ff1019341d96edd6b8a8ce35775195bc6a69efcc936,757830,ocr,0,,2014
2014-10-27,Neil Hansen — Weber County campaign financial report 2014 (Clerk/Auditor),https://web.archive.org/web/20160824043247id_/http://www.weberelections.com:80/documents/Hansen%20financials.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Neil Hansen,NEIL HANSEN,"HANSEN, NEIL AARON DEM",exact,Clerk/Auditor,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Clerk/Auditor | Neil Aaron Hansen | portal-listed,raw/wayback/wb20160824043247_Hansen_financials.pdf,text/wayback__wb20160824043247_Hansen_financials.txt,wb20160824043247_Hansen_financials,2a36d1e86bd4c35e54d1ef60c7a678e35dfd9874910e8267230110bb22a4f7d4,97635,vision (rendered page 1),0,,2014
2014-10-27,John E. Ulibarri II — Weber County campaign financial report 2014 (Assessor),https://web.archive.org/web/20160824043328id_/http://www.weberelections.com:80/documents/Ulibarri%20financials.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),John E. Ulibarri II,JOHN ULIBARRI,"ULIBARRI, JOHN REP",exact,Assessor,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Assessor | John Ulibarri | portal-listed,raw/wayback/wb20160824043328_Ulibarri_financials.pdf,text/wayback__wb20160824043328_Ulibarri_financials.txt,wb20160824043328_Ulibarri_financials,5ff47ba482b3c67e6579868bb6f016843ddd6dbd154ff5d7d39a0cec91a69717,120470,vision (rendered page 1),0,,2014
2014-12-31,John B. Bond — Weber County campaign financial report 2014 (Weber County Treasurer),https://web.archive.org/web/20160824045511id_/http://www.weberelections.com:80/documents/JBond%201.5.15.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),John B. Bond,JOHN BOND,"BOND, JOHN B. REP",exact,Weber County Treasurer,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Treasurer | John B. Bond | portal-listed,raw/wayback/wb20160824045511_JBond_1.5.15.pdf,text/wayback__wb20160824045511_JBond_1.5.15.txt,wb20160824045511_JBond_1.5.15,cfc34ff219dd02b01fc6e30e13458d637ca7a6f812963960d0574dfe2f917337,103728,ocr,0,,2014
2014-07-25,Ernest Dee Rowley — Weber County campaign financial report 2014 (Recorder / Surveyor),https://web.archive.org/web/20160824045524id_/http://www.weberelections.com:80/documents/July%20Post-Primary%20report.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Ernest Dee Rowley,ERNEST ROWLEY,ERNEST D. ROWLEY REP,person-only,Recorder / Surveyor,county,2014,filing,1,6,6,weberelections.com (predecessor host) via Internet Archive,2014 | County Recorder/Surveyor | Ernest Rowley | portal-listed,raw/wayback/wb20160824045524_July_Post-Primary_report.pdf,text/wayback__wb20160824045524_July_Post-Primary_report.txt,wb20160824045524_July_Post-Primary_report,f56506ba739d2825f4b6f5ffe83d2d5772dc99f81dbb3f7433eb19a5b8d9589b,4891192,ocr,0,,2014
2014-12-31,Leann Kilts — Weber County campaign financial report 2014 (Weber County Recorder/Surveyor),https://web.archive.org/web/20160824045532id_/http://www.weberelections.com:80/documents/LKilts%201.5.15.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Leann Kilts,LEANN KILTS,"KILTS, LEANN REP",exact,Weber County Recorder/Surveyor,county,2014,filing,1,1,1,weberelections.com (predecessor host) via Internet Archive,2014 | County Recorder/Surveyor | Leann Kilts | portal-listed,raw/wayback/wb20160824045532_LKilts_1.5.15.pdf,text/wayback__wb20160824045532_LKilts_1.5.15.txt,wb20160824045532_LKilts_1.5.15,288794a4b9686bee65280e845119d25b9ffb7070325aed41bc235bc43073912c,35787,ocr,0,,2014
2014-12-30,James Ebert — Weber County campaign financial report 2014 (Commission Seat A),https://web.archive.org/web/20160824045615id_/http://www.weberelections.com:80/documents/JEbert%201.5.15.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),James Ebert,JAMES EBERT,"EBERT, JAMES REP",exact,Commission Seat A,county,2014,filing,1,2,2,weberelections.com (predecessor host) via Internet Archive,2014 | County Commissioner A | James Ebert | portal-listed,raw/wayback/wb20160824045615_JEbert_1.5.15.pdf,text/wayback__wb20160824045615_JEbert_1.5.15.txt,wb20160824045615_JEbert_1.5.15,388c70e311dea1940b0bfc8f419e0e727439f7d8883d314467ec3e4605fbfdef,66673,ocr,0,,2014
2015-01-05,Chris Allred — Weber County campaign financial report 2014 (Weber County Attorneys Office),https://web.archive.org/web/20160824055025id_/http://www.weberelections.com:80/documents/CAllred%201.5.15.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Chris Allred,CHRIS ALLRED,"ALLRED, CHRIS REP",exact,Weber County Attorneys Office,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Attorney | Chris Allred | portal-listed,raw/wayback/wb20160824055025_CAllred_1.5.15.pdf,text/wayback__wb20160824055025_CAllred_1.5.15.txt,wb20160824055025_CAllred_1.5.15,2853ad7dd0eb4392d5299be6e28cf2c4d7880e97d1bca739abca916ef6949690,397374,ocr,0,,2014
2014-10-24,James Ebert — Weber County campaign financial report 2014 (Commission Seat A),https://web.archive.org/web/20160824055040id_/http://www.weberelections.com:80/documents/Ebert%20financials.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),James Ebert,JAMES EBERT,"EBERT, JAMES REP",exact,Commission Seat A,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Commissioner A | James Ebert | portal-listed,raw/wayback/wb20160824055040_Ebert_financials.pdf,text/wayback__wb20160824055040_Ebert_financials.txt,wb20160824055040_Ebert_financials,d424a6256433b212c7880c4cc6f59cd1e6806d1a1f9cbb8ff9636e49132b3578,127150,ocr,0,,2014
2014-10-27,Jared B. Erickson — Weber County campaign financial report 2014 (Weber County Treasurer),https://web.archive.org/web/20160824082904id_/http://www.weberelections.com:80/documents/Erickson%20Financials.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Jared B. Erickson,JARED ERICKSON,"ERICKSON, JARED B. DEM",exact,Weber County Treasurer,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Treasurer | Jared B. Erickson | portal-listed,raw/wayback/wb20160824082904_Erickson_Financials.pdf,text/wayback__wb20160824082904_Erickson_Financials.txt,wb20160824082904_Erickson_Financials,ca02586cedbec7501c48b501c558531e8b7a937ec8abb7feca71a9007a74e365,157462,ocr,0,,2014
2014-10-28,Ricky D. Hatch — Weber County campaign financial report 2014 (Clerk/Auditor),https://web.archive.org/web/20160824082910id_/http://www.weberelections.com:80/documents/Hatch%20financials.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Ricky D. Hatch,RICKY HATCH,"HATCH, RICKY D. REP",exact,Clerk/Auditor,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Clerk/Auditor | Ricky D. Hatch | portal-listed,raw/wayback/wb20160824082910_Hatch_financials.pdf,text/wayback__wb20160824082910_Hatch_financials.txt,wb20160824082910_Hatch_financials,ae1435e6b3a7cceedd8d1672ae27d99ef42495c8256bc5309fffe1364b2936fe,121112,ocr,0,,2014
2015-01-05,Kerry W. Gibson — Weber County campaign financial report 2014 (County Commissioner Seat B),https://web.archive.org/web/20161020003411id_/http://www.weberelections.com:80/documents/KGibson%201.5.15.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Kerry W. Gibson,KERRY GIBSON,"GIBSON, KERRY W. REP",exact,County Commissioner Seat B,county,2014,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2014 | County Commissioner B | Kerry W. Gibson | portal-listed,raw/wayback/wb20161020003411_KGibson_1.5.15.pdf,text/wayback__wb20161020003411_KGibson_1.5.15.txt,wb20161020003411_KGibson_1.5.15,4ee8234235e88ae12affc58f8fd5e80acda87f65bc6da8964be48ed8e3b9a007,136210,ocr,0,,2014
2016-12-08,Don E. Belnap — Weber County campaign financial report 2016 (Ogden School Board - District #1),https://www.weberelections.gov/_files/ugd/7e3a53_2e3f405de74a4b12a2749b94ac4271d7.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Don E. Belnap,DON BELNAP,,none,Ogden School Board - District #1,school_board,2016,filing-in-compilation,1,1,35,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2016 Reports archive,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,text/archives__2016_combined_7e3a53_2e3f405d.txt,2016_combined_7e3a53_2e3f405d#p1,455208540530b9890d58ea6c5289f96ed566f16b3b63872c6382dd6f92a2d68a,2618571,vision (rendered cover page),0,,2016
2016-12-30,Nancy Blair — Weber County campaign financial report 2016 (School Board District #5),https://www.weberelections.gov/_files/ugd/7e3a53_2e3f405de74a4b12a2749b94ac4271d7.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Nancy Blair,NANCY BLAIR,,none,School Board District #5,school_board,2016,filing-in-compilation,2,4,35,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2016 Reports archive,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,text/archives__2016_combined_7e3a53_2e3f405d.txt,2016_combined_7e3a53_2e3f405d#p2,455208540530b9890d58ea6c5289f96ed566f16b3b63872c6382dd6f92a2d68a,2618571,vision (rendered cover page),0,,2016
2016-12-31,Sue Ann K. Burton — Weber County campaign financial report 2016 (Ogden School Board - District 5),https://www.weberelections.gov/_files/ugd/7e3a53_2e3f405de74a4b12a2749b94ac4271d7.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Sue Ann K. Burton,SUE BURTON,,none,Ogden School Board - District 5,school_board,2016,filing-in-compilation,5,7,35,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2016 Reports archive,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,text/archives__2016_combined_7e3a53_2e3f405d.txt,2016_combined_7e3a53_2e3f405d#p5,455208540530b9890d58ea6c5289f96ed566f16b3b63872c6382dd6f92a2d68a,2618571,vision (rendered cover page),0,,2016
2017-01-04,Roger Condie — Weber County campaign financial report 2016,https://www.weberelections.gov/_files/ugd/7e3a53_2e3f405de74a4b12a2749b94ac4271d7.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Roger Condie,ROGER CONDIE,,none,,unclear,2016,filing-in-compilation,8,10,35,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2016 Reports archive,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,text/archives__2016_combined_7e3a53_2e3f405d.txt,2016_combined_7e3a53_2e3f405d#p8,455208540530b9890d58ea6c5289f96ed566f16b3b63872c6382dd6f92a2d68a,2618571,vision (rendered cover page),1,office field left blank / not stated on the form,2016
2016-12-08,Richard H. Favero — Weber County campaign financial report 2016 (Weber County School Board),https://www.weberelections.gov/_files/ugd/7e3a53_2e3f405de74a4b12a2749b94ac4271d7.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Richard H. Favero,RICHARD FAVERO,,none,Weber County School Board,school_board,2016,filing-in-compilation,11,13,35,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2016 Reports archive,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,text/archives__2016_combined_7e3a53_2e3f405d.txt,2016_combined_7e3a53_2e3f405d#p11,455208540530b9890d58ea6c5289f96ed566f16b3b63872c6382dd6f92a2d68a,2618571,vision (rendered cover page),0,,2016
2016-10-31,James H. Harvey — Weber County campaign financial report 2016 (Weber County Commissioner),https://www.weberelections.gov/_files/ugd/7e3a53_2e3f405de74a4b12a2749b94ac4271d7.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),James H. Harvey,JAMES HARVEY,,none,Weber County Commissioner,county,2016,filing-in-compilation,14,21,35,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2016 Reports archive,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,text/archives__2016_combined_7e3a53_2e3f405d.txt,2016_combined_7e3a53_2e3f405d#p14,455208540530b9890d58ea6c5289f96ed566f16b3b63872c6382dd6f92a2d68a,2618571,vision (rendered cover page),0,,2016
2016-12-12,Douglas Richey Hurst — Weber County campaign financial report 2016 (Weber School Board - Precinct 5),https://www.weberelections.gov/_files/ugd/7e3a53_2e3f405de74a4b12a2749b94ac4271d7.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Douglas Richey Hurst,DOUGLAS HURST,,none,Weber School Board - Precinct 5,school_board,2016,filing-in-compilation,22,24,35,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2016 Reports archive,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,text/archives__2016_combined_7e3a53_2e3f405d.txt,2016_combined_7e3a53_2e3f405d#p22,455208540530b9890d58ea6c5289f96ed566f16b3b63872c6382dd6f92a2d68a,2618571,vision (rendered cover page),0,,2016
2016-12-30,Susan Louise Kerruish Richards — Weber County campaign financial report 2016 (Ogden City School Board),https://www.weberelections.gov/_files/ugd/7e3a53_2e3f405de74a4b12a2749b94ac4271d7.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Susan Louise Kerruish Richards,SUSAN RICHARDS,,none,Ogden City School Board,school_board,2016,filing-in-compilation,25,27,35,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2016 Reports archive,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,text/archives__2016_combined_7e3a53_2e3f405d.txt,2016_combined_7e3a53_2e3f405d#p25,455208540530b9890d58ea6c5289f96ed566f16b3b63872c6382dd6f92a2d68a,2618571,vision (rendered cover page),0,,2016
2016-12-07,Jon Steven Ritchie — Weber County campaign financial report 2016 (Weber School District Board #7),https://www.weberelections.gov/_files/ugd/7e3a53_2e3f405de74a4b12a2749b94ac4271d7.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Jon Steven Ritchie,JON RITCHIE,,none,Weber School District Board #7,school_board,2016,filing-in-compilation,28,29,35,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2016 Reports archive,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,text/archives__2016_combined_7e3a53_2e3f405d.txt,2016_combined_7e3a53_2e3f405d#p28,455208540530b9890d58ea6c5289f96ed566f16b3b63872c6382dd6f92a2d68a,2618571,vision (rendered cover page),0,,2016
2016-10-30,Paul William Rivers — Weber County campaign financial report 2016 (Ogden School Board),https://www.weberelections.gov/_files/ugd/7e3a53_2e3f405de74a4b12a2749b94ac4271d7.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Paul William Rivers,PAUL RIVERS,"Rivers, Paul",person-only,Ogden School Board,school_board,2016,filing-in-compilation,30,32,35,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2016 Reports archive,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,text/archives__2016_combined_7e3a53_2e3f405d.txt,2016_combined_7e3a53_2e3f405d#p30,455208540530b9890d58ea6c5289f96ed566f16b3b63872c6382dd6f92a2d68a,2618571,vision (rendered cover page),0,,2016
2017-01-03,Jennifer Ruby Zundel — Weber County campaign financial report 2016 (Ogden School Board member),https://www.weberelections.gov/_files/ugd/7e3a53_2e3f405de74a4b12a2749b94ac4271d7.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Jennifer Ruby Zundel,JENNIFER ZUNDEL,,none,Ogden School Board member,school_board,2016,filing-in-compilation,33,35,35,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2016 Reports archive,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,text/archives__2016_combined_7e3a53_2e3f405d.txt,2016_combined_7e3a53_2e3f405d#p33,455208540530b9890d58ea6c5289f96ed566f16b3b63872c6382dd6f92a2d68a,2618571,vision (rendered cover page),0,,2016
2016-06-20,James H. Harvey — Weber County campaign financial report 2016 (Weber County Commissioner),https://web.archive.org/web/20160824031502id_/http://www.weberelections.com:80/documents/2016/16June_Harvey_Commission.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),James H. Harvey,JAMES HARVEY,,none,Weber County Commissioner,county,2016,filing,1,6,6,weberelections.com (predecessor host) via Internet Archive,2016 | County Commissioner C | Jim Harvey | portal-listed,raw/wayback/wb20160824031502_16June_Harvey_Commission.pdf,text/wayback__wb20160824031502_16June_Harvey_Commission.txt,wb20160824031502_16June_Harvey_Commission,b19c13cfdffdf53f3a224d395f6438f1d2b7cf979413c87ef7ff71a261f66460,202143,ocr,0,,2016
