candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Leann H. Kilts,Weber County Recorder/SURVEYOR,2020,2020-12-18,"January 5, 2021 (final report)",final,2637.03,1791.36,2500.67,845.67,,,,,,,,0,0,raw/archives/2020_combined_7e3a53_f03540b9.pdf,2020_combined_7e3a53_f03540b9#p25,high,"HANDWRITTEN 2020 3-line form. Line-4 'this report' is written 1,655.00 positive though the balance DECREASES by that amount (2,500.67 -> 845.67); the filer's sign convention, retained.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
John B. Bond,Weber County Treasurer,2020,2020-12-10,"January 5, 2021 (final report)",final,2586.18,2586.18,0.00,0.00,,,,,,,,0,0,raw/archives/2020_combined_7e3a53_f03540b9.pdf,2020_combined_7e3a53_f03540b9#p18,high,"HANDWRITTEN 2020 3-line form, one page (p18) of the 2020 archive.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Ricky D. Hatch - Committee to Elect Ricky Hatch,County Clerk/Auditor,2022,2022-10-27,October 25th - Nov 1st,interim,23209.94,20071.24,3948.47,3138.70,,,,,,,,0,0,raw/archives/2022_combined_7e3a53_78d55edd.pdf,2022_combined_7e3a53_78d55edd#p4,high,"Typed 2022 3-line form. This copy's summary columns are headed 'Last Report | This Report | Totals:' rather than the standard 'Totals from Last Report / Totals for This Report / Cumulative Totals' - same three columns, different printed labels; recorded in the same last/this/cum slots.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Brian Keith Rowley,County Commissioner Seat B,2022,2022-11-01,,,459.65,425.36,,34.29,,,,,,,,0,0,raw/archives/2022_combined_7e3a53_78d55edd.pdf,2022_combined_7e3a53_78d55edd#p50,high,"HANDWRITTEN 2022 3-line form (p50 of the 2022 archive). NO report-type box is checked (honest blank).  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Ryan Arbon,Sheriff,2022,2022-10-24,October 25 - Nov 1,interim,1444.00,1288.47,,155.53,,,,,,,,0,0,raw/archives/2022_combined_7e3a53_78d55edd.pdf,2022_combined_7e3a53_78d55edd#p8,high,"Typed 2022 3-line form. This copy's form subtitle reads 'Weber County Office Candidates & Local School Board Candidates' and its final-report box is 'December 8' rather than 'January 10, 2023' - the county issued more than one 2022 form revision; retained as printed.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Gage Froerer,WC Commission Seat A,2022,2022-11-01,October 25 - Nov 1,interim,13895.18,9624.58,8895.18,4270.60,,,,,,,,0,0,raw/archives/2022_combined_7e3a53_78d55edd.pdf,2022_combined_7e3a53_78d55edd#p37,high,"Typed 2022 3-line form. The Oct 25 - Nov 1 box is marked 'X X'. The line-3 'last report' expenditure cell is blank while the line-1/line-4 last-report cells carry 8,895.18 - the filer restarted the expenditure count at this report; retained as printed.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Chris Allred,Weber County Attorney,2022,2022-10-26,October 25 - Nov 1,interim,0,0,,0,,,,,,,,0,0,raw/archives/2022_combined_7e3a53_78d55edd.pdf,2022_combined_7e3a53_78d55edd#p7,high,"Typed 2022 3-line form with a handwritten '0' in each CUMULATIVE cell and '-' elsewhere. A genuine zero-dollar filing (single page, p7 of the 2022 archive).  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Gage Froerer,Weber County Commission Seat A,2022,2022-06-21,June 14 - 21,interim,31415.05,22519.87,7815.05,8895.18,,,,,,,,0,0,raw/archives/2022_combined_7e3a53_78d55edd.pdf,2022_combined_7e3a53_78d55edd#p40,high,"AMENDED REPORT - the word 'Amended' is handwritten across the top of the form; the portal label for this document is 'Primary - Amended'. Typed 2022 3-line form. Line-1 'last report' 7,815.05 is exactly this filer's 2018 final cumulative balance - an officeholder account carried across cycles. NOTE for any cycle rollup: this June amended report is SUPERSEDED by the 2022-11-01 report, whose 'last report' column starts from this one's 8,895.18 ending balance.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Sharon Arrington Bolos,Weber County Commission Seat B,2022,2022-10-31,October 25 - Nov 1,interim,46877.94,46748.89,3243.15,129.05,,,,,,,,0,0,raw/archives/2022_combined_7e3a53_78d55edd.pdf,2022_combined_7e3a53_78d55edd#p34,high,"HANDWRITTEN 2022 3-line form (p34 of the 2022 archive). All three columns reconcile internally. Line-4 'this report' 3,114.10 is written positive though the balance decreases by it; filer sign convention, retained.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
John Ulibarri,Assessor,2024,2024-04-07,7 days before convention,interim,742.76,742.76,,,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p12,high,"Typed 2024 3-line form with blue handwritten circles/arrows annotating the 'last report' cells (an unexplained reviewer or filer mark - not a value). County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
John Ulibarri,Assessor,2024,2024-10-02,October 8 (pre-election),interim,742.76,742.76,,,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p47,high,"Typed 2024 3-line form. The printed date '5-Jun-24' is STRUCK THROUGH and replaced in handwriting with 'October 2, 2024' - both retained here; index.csv carries 2024-10-02. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
John Ulibarri,Assessor,2024,2024-10-25,October 29,interim,0,0,0,0,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p98,high,"HANDWRITTEN over a typed form, and the summary block SPANS TWO PAGES (p98 line 1, p99 lines 2-3 - both read). On lines 1 and 2 the typed 742.76 in the 'last report' and 'cumulative' cells is STRUCK THROUGH and a handwritten 0 written above it; the transcribed value is the filer's own correction (0), with the struck 742.76 recorded here in the note rather than dropped. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
John Ulibarri,Assessor,2024,2024-12-04,December 5 (final report),final,0,0,0,0,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p147,high,"HANDWRITTEN final report, all zeros. The date line reads 'December 12 4 2024' with the 12 struck and 4 written - index.csv carries 2024-12-04. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Brian Keith Rowley,County Commission Seat C,2024,2024-10-29,,,15.00,0,15.00,15.00,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p79,high,"HANDWRITTEN. NO report-type box is checked (honest blank) - the form's printed 'June 18' line overlaps its checkbox on this scan but carries no mark. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Brian Rowley,County Commission Seat C,2024,2024-03-15,7 days before convention,interim,0,0,0,0,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p11,high,"HANDWRITTEN, blue ink; every cell is a slashed zero. A genuine zero-dollar convention report. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Brian Rowley,County Commission Seat C,2024,2024-12-05,December 5 (final report),final,15.00,0,15.00,15.00,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p125,high,"HANDWRITTEN final report. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Steven Van Wagoner,"County Commission, Seat C",2024,2024-04-08,7 days before convention,interim,3873.35,2853.35,,1020.00,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p15,high,"Typed 2024 form; the summary block runs onto the SECOND page of the filing (p16 of the archive PDF) - read there. Columns headed 'Last Report | This Report | Totals:'. County-redacted address and cell phone.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Steven Van Wagoner,"County Commission, Seat C",2024,2024-10-08,October 8 (pre-election),interim,49588.92,35813.52,1020.00,13775.40,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p59,high,"Typed 2024 3-line form; all columns reconcile. Expenditures are printed in PARENTHESES in the last/this columns but positive in the cumulative column - the filer's sign convention, retained verbatim. Address printed in full on this copy (not redacted, unlike the same filer's April report) - the county's redaction is inconsistent across the compilation.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Steven Van Wagoner,"County Commission, Seat C",2024,2024-10-29,October 29,interim,60380.26,-51138.72,13775.40,9241.54,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p111,high,"Typed 2024 3-line form; all columns reconcile. Parenthesised expenditure/negative-balance notation retained verbatim.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Steven Van Wagoner,"County Commission, Seat C",2024,2024-12-05,December 5 (final report),final,73827.00,-69825.62,9241.54,4001.38,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p161,high,"Typed 2024 3-line FINAL report; all columns reconcile. This is the largest 2024 county-office campaign in the dataset ($73,827.00 raised / $69,825.62 spent).  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Bahram Rahimzadegan,Recorder / Surveyor,2024,2024-10-29,October 29,interim,1450.00,907.19,542.81,542.81,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p76,medium,"HANDWRITTEN. The ending-balance cells are written over a struck-out figure ('542.' with an overwritten cent superscript) - read as 542.81 at medium confidence, consistent with this filer's own October 8 report. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Bahram Rahimzadegan,Recorder / Surveyor,2024,2024-12-03,December 5 (final report),final,1450.00,907.19,542.81,542.81,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p122,high,"HANDWRITTEN final report; nothing new since October. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
"JAMES H. ""Jim"" HARVEY",WEBER County Commission - SEAT #C,2024,2024-10-04,October 8 (pre-election),interim,55610.05,38692.46,10391.59,17217.59,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p40,medium,"HANDWRITTEN. The line-1 'Totals for This Report' cell is LEFT BLANK here because the handwritten figure could not be resolved between 24,300 and 24,000 - not guessed (the form's own last+this=cumulative would give 24,000.00). The last-report and cumulative cells are legible. FILER INCONSISTENCY retained: line-3 'last report' 21,218.46 and line-4 'last report' 10,391.59 do not match this filer's own 2024-04-08 cumulative figures (22,002.22 / 9,607.83).  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
"JAMES H. ""Jim"" HARVEY",WEBER County Commission - SEAT C,2024,2024-10-28,October 29,interim,68710.05,47170.01,17217.59,21840.01,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p91,high,"HANDWRITTEN. Each column adds internally. Contributions minus expenditures (21,540.04) does not equal the printed ending balance (21,840.01) - filer arithmetic, retained.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
"JAMES H. ""Jim"" HARVEY",WEBER County Commission - SEAT C,2024,2024-12-04,December 5 (final report),final,77060.05,53911.71,21840.01,23448.34,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p141,high,"HANDWRITTEN final report. Line-3 'last report' is written 47,170.04 where the October report's cumulative was 47,170.01 - a 3-cent filer discrepancy, retained verbatim. This 77,060.05 cumulative INCLUDES the 28,610.05 carried in from the 2020 cycle - do not read it as 2024 fundraising.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
"JAMES H. ""Jim"" HARVEY",WEBER County Commissioner - SEAT C,2024,2024-04-08,7 days before convention,interim,31610.05,22002.22,7391.59,9607.83,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p1,high,"HANDWRITTEN, blue ink. All three columns reconcile internally. The 'last report' column is EXACTLY this filer's 2020 final cumulative figures (28,610.05 / 21,218.46 / 7,391.59) - an officeholder account carried across cycles, so a 2024 cycle total taken from the cumulative column DOUBLE-COUNTS the 2020 money. County-redacted address and cell phone.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Bahram Rahimzadegan,Weber County Recorder Surveyors Office,2024,2024-04-07,7 days before convention,interim,1300.00,890.72,,409.28,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p8,high,"2024 form variant - SEVEN report-type checkboxes (7 days before convention / May 28 / June 18 / October 8 / October 29 / December 5 / 30 days after withdrawal or elimination), so the 2024 cycle has up to 6 scheduled reports per candidate. The candidate's street address is BLACKED OUT by the county before publication (PRIVACY.md - the county's own redaction, preserved).  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Bahram Rahimzadegan,Weber County Recorder Surveyors Office,2024,2024-10-07,October 8 (pre-election),interim,1450.00,907.19,409.28,542.81,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p19,high,"County-redacted address. All three columns reconcile internally.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Lynelle Jensen,Weber County Treasurer,2024,2024-04-05,7 days before convention,interim,1500.00,1440.18,,59.82,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p4,high,"Typed 2024 form. The summary block runs onto the SECOND page of the filing (p5 of the archive PDF) - read there; the cover page (p4) carries only the column headers. That copy's columns are headed 'Last Report | This Report | Totals:'. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Lynelle Jensen,Weber County Treasurer,2024,2024-10-04,October 29,interim,1575.00,1519.17,55.83,55.83,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p102,high,"Typed 2024 3-line form. The October-29 box is ticked but the form is dated 10/4/2024 - the SAME date as this filer's October-8 report. Two distinct filings with the same signature date; retained as filed. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Lynelle Jensen,Weber County Treasurer,2024,2024-10-04,October 8 (pre-election),interim,1575.00,1519.17,59.82,55.83,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p50,high,"Typed 2024 3-line form; all columns reconcile. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Lynelle Jensen,Weber County Treasurer,2024,2024-12-05,December 5 (final report),final,1575.00,1519.17,55.83,55.83,,,,,,,,0,0,raw/archives/2024_combined_92078f_26b6bacd.pdf,2024_combined_92078f_26b6bacd#p150,high,"Typed 2024 3-line final report; nothing new since October. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Richard Hyer,,2026,2026-04-02,7 days before the candidates' convention - Convention,interim,38475.00,12994.49,,25480.51,,,,,,,,0,0,raw/y2026/2026_ugd_92078f_43ba38c9.pdf,2026_ugd_92078f_43ba38c9,high,"2026 form variant, HANDWRITTEN. ⚠ THE 'Name of Office' FIELD IS BLACKED OUT BY THE COUNTY'S OWN REDACTION on this copy (the redaction bar over the address/phone block extends over the office line) - that is why office_stated is blank in index.csv. An over-redaction by the publisher, not a filer omission and not an unread value; nothing behind it is recovered (PRIVACY.md). FILER INCONSISTENCIES retained: this filer's May report carries 38,375.00 (not 38,475.00) and a 28,380.51 balance (not 25,480.51) in its 'Last Report' column.  filing_date read from the form face by the 2026-08-01 totals tranche; index.csv/filing_attribution.csv carry a blank date for this filing (needs_review=1 there).  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Ricky D. Hatch,Clerk/Auditor,2026,2026-04-03,7 days before the candidates' convention - Convention,interim,25003.07,21895.61,3165.72,3107.46,,,,,,,,0,0,raw/y2026/2026_ugd_92078f_fc638272.pdf,2026_ugd_92078f_fc638272,high,"2026 form variant, TYPED; all columns reconcile. Address NOT redacted on this copy; the printed city is 'Ogden Valley City, UT 84317' - the municipality incorporated from the 2024 ballot (see weber_county/CLAUDE.md 'Ogden Valley incorporation' watch item). The 'Last Report' column carries an officeholder balance forward from a prior cycle.  filing_date read from the form face by the 2026-08-01 totals tranche; index.csv/filing_attribution.csv carry a blank date for this filing (needs_review=1 there).  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
James Ebert,Commission - Seat A,2026,2026-04-03,7 days before the candidates' convention - Convention,interim,66500.00,52916.62,0,13583.38,,,,,,,,0,0,raw/y2026/2026_ugd_92078f_741f163c.pdf,2026_ugd_92078f_741f163c,high,"2026 form variant; summary values typed, 'Last Report' column filled in by hand with circled zeros. Filing date 4/3/2026 legible on the form though index.csv carries a blank date. County-redacted address.  filing_date read from the form face by the 2026-08-01 totals tranche; index.csv/filing_attribution.csv carry a blank date for this filing (needs_review=1 there).  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
James Ebert,Commission Seat A,2026,,30 days after withdrawal or Primary Election elimination,final,99381.65,99381.65,3099.89,0.00,,,,,,,,0,0,raw/y2026/2026_ugd_92078f_f7ac73e5.pdf,2026_ugd_92078f_f7ac73e5,high,"2026 form variant, TYPED summary. The candidate's final 2026 report (eliminated at the primary): the account is zeroed out. FILER ODDITY retained: cumulative contributions and cumulative expenditures are BOTH printed 99,381.65 although 83,377.13+16,004.52 = 99,381.65 and 86,477.02+12,904.63 = 99,381.65 - the two happen to coincide exactly, which is what drives the 0.00 balance. The DATE BOX IS GENUINELY BLANK on this form (the signature is present) - an honest blank, not an unread value. County-redacted address.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
