date,year,title,slug,path,source,source_url,format
2024-07-10,2024,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2024/2024-07-08/2024-07-10_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1898,plainText=false),text
2024-08-07,2024,City Council Special Session,city-council-special-session,minutes/2024/2024-08-05/2024-08-07_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1945,plainText=false)",text
2024-08-08,2024,City-wide Open House,city-wide-open-house,minutes/2024/2024-08-05/2024-08-08_city-wide-open-house.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2092,plainText=false)",text
2024-08-14,2024,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2024/2024-08-12/2024-08-14_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1946,plainText=false),text
2024-08-28,2024,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2024/2024-08-26/2024-08-28_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1947,plainText=false),text
2024-08-28,2024,Redevelopment Agency Board Meeting — 2024-08-28,redevelopment-agency-board-meeting,meeting_minutes/minutes/2024/2024-08-26/2024-08-28_redevelopment-agency-board-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2079,plainText=false)",ocr
2024-09-25,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-09-23/2024-09-25_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1968,plainText=false)",text
2024-10-09,2024,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2024/2024-10-07/2024-10-09_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2039,plainText=false),text
2024-11-13,2024,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2024/2024-11-11/2024-11-13_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2076,plainText=false),text
2024-11-13,2024,Parking Work Session,parking-work-session,meeting_minutes/minutes/2024/2024-11-11/2024-11-13_parking-work-session.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2077,plainText=false),text
2024-11-20,2024,City Council Meeting Special Session,city-council-meeting-special-session,meeting_minutes/minutes/2024/2024-11-18/2024-11-20_city-council-meeting-special-session.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2083,plainText=false),text
2024-12-11,2024,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2024/2024-12-09/2024-12-11_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2139,plainText=false),text
2025-01-14,2025,City Council Meeting - Special Session,city-council-meeting-special-session,meeting_minutes/minutes/2025/2025-01-13/2025-01-14_city-council-meeting-special-session.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2163,plainText=false),text
2025-01-15,2025,City Council Meeting - Special Session,city-council-meeting-special-session,meeting_minutes/minutes/2025/2025-01-13/2025-01-15_city-council-meeting-special-session.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2164,plainText=false),text
2025-01-29,2025,City Council Special Session,city-council-special-session,meeting_minutes/minutes/2025/2025-01-27/2025-01-29_city-council-special-session.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2214,plainText=false),text
2025-01-29,2025,Redevelopment Agency Board Meeting — 2025-01-29,redevelopment-agency-board-meeting,meeting_minutes/minutes/2025/2025-01-27/2025-01-29_redevelopment-agency-board-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2396,plainText=false)",ocr
2025-02-12,2025,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2025/2025-02-10/2025-02-12_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2220,plainText=false),text
2025-02-12,2025,Redevelopment Agency Board Meeting — 2025-02-12,redevelopment-agency-board-meeting,meeting_minutes/minutes/2025/2025-02-10/2025-02-12_redevelopment-agency-board-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2216,plainText=false)",ocr
2025-02-18,2025,City Council Budget Retreat,city-council-budget-retreat,meeting_minutes/minutes/2025/2025-02-17/2025-02-18_city-council-budget-retreat.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2218,plainText=false),text
2025-02-24,2025,City Council Special Session,city-council-special-session,minutes/2025/2025-02-24/2025-02-24_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2377,plainText=false)",text
2025-02-26,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-02-24/2025-02-26_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2273,plainText=false)",text
2025-02-26,2025,Redevelopment Agency Board Meeting — 2025-02-26,redevelopment-agency-board-meeting,meeting_minutes/minutes/2025/2025-02-24/2025-02-26_redevelopment-agency-board-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2379,plainText=false)",ocr
2025-03-12,2025,City Council FY26 Budget Work Session,city-council-fy26-budget-work-session,minutes/2025/2025-03-10/2025-03-12_city-council-fy26-budget-work-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2279,plainText=true)",text
2025-03-12,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-03-10/2025-03-12_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2288,plainText=true)",text
2025-03-26,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-03-24/2025-03-26_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2378,plainText=true)",text
2025-04-03,2025,City Council Meeting Special Session,city-council-meeting-special-session,minutes/2025/2025-03-31/2025-04-03_city-council-meeting-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2629,plainText=false)",text
2025-04-21,2025,City Council Special Session,city-council-special-session,minutes/2025/2025-04-21/2025-04-21_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2739,plainText=false)",text
2025-04-30,2025,City Council Special Session,city-council-special-session,minutes/2025/2025-04-28/2025-04-30_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2395,plainText=true)",text
2025-04-30,2025,Redevelopment Agency Board Meeting — 2025-04-30,redevelopment-agency-board-meeting,meeting_minutes/minutes/2025/2025-04-28/2025-04-30_redevelopment-agency-board-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2380,plainText=false)",ocr
2025-05-14,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-05-12/2025-05-14_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2405,plainText=true)",text
2025-05-14,2025,Redevelopment Agency Board Meeting — 2025-05-14,redevelopment-agency-board-meeting,meeting_minutes/minutes/2025/2025-05-12/2025-05-14_redevelopment-agency-board-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2398,plainText=false)",ocr
2025-05-28,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-05-26/2025-05-28_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2461,plainText=true)",text
2025-05-28,2025,Redevelopment Agency Board Meeting — 2025-05-28,redevelopment-agency-board-meeting,meeting_minutes/minutes/2025/2025-05-26/2025-05-28_redevelopment-agency-board-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2462,plainText=false)",ocr
2025-06-11,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-06-09/2025-06-11_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2492,plainText=true)",text
2025-06-11,2025,Redevelopment Agency Board Meeting,redevelopment-agency-board-meeting,minutes/2025/2025-06-09/2025-06-11_redevelopment-agency-board-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2491,plainText=true)",text
2025-06-25,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-06-23/2025-06-25_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2516,plainText=true)",text
2025-06-25,2025,Redevelopment Agency Board Meeting — 2025-06-25,redevelopment-agency-board-meeting,meeting_minutes/minutes/2025/2025-06-23/2025-06-25_redevelopment-agency-board-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2685,plainText=false)",ocr
2025-07-09,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-07-07/2025-07-09_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2528,plainText=true)",text
2025-07-23,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-07-21/2025-07-23_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2564,plainText=true)",text
2025-08-13,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-08-11/2025-08-13_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2594,plainText=true)",text
2025-08-26,2025,City Council Special Session,city-council-special-session,meeting_minutes/minutes/2025/2025-08-25/2025-08-26_city-council-special-session.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2686,plainText=false),text
2025-09-24,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-09-22/2025-09-24_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2740,plainText=true)",text
2025-10-08,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-10-06/2025-10-08_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2738,plainText=false)",text
2025-10-22,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-10-20/2025-10-22_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2722,plainText=true)",text
2026-01-14,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-01-12/2026-01-14_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2900,plainText=true)",text
2026-01-20,2026,City Council Meeting Special Seccion,city-council-meeting-special-seccion,meeting_minutes/minutes/2026/2026-01-19/2026-01-20_city-council-meeting-special-seccion.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2902,plainText=false),text
2026-01-27,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-01-26/2026-01-27_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2903,plainText=true)",text
2026-02-03,2026,City Council Meeting Special Session,city-council-meeting-special-session,meeting_minutes/minutes/2026/2026-02-02/2026-02-03_city-council-meeting-special-session.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2904,plainText=false),text
2026-02-10,2026,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2026/2026-02-09/2026-02-10_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2905,plainText=false),text
2026-02-17,2026,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2026/2026-02-16/2026-02-17_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2906,plainText=false),text
2026-02-24,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-02-23/2026-02-24_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3027,plainText=false)",text
2026-03-03,2026,City Council Work Session,city-council-work-session,meeting_minutes/minutes/2026/2026-03-02/2026-03-03_city-council-work-session.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3036,plainText=false),text
2026-03-17,2026,City Council Work Session,city-council-work-session,meeting_minutes/minutes/2026/2026-03-16/2026-03-17_city-council-work-session.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3037,plainText=false),text
2026-03-26,2026,City Council Meeting Special Session,city-council-meeting-special-session,meeting_minutes/minutes/2026/2026-03-23/2026-03-26_city-council-meeting-special-session.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3044,plainText=false),text
2026-03-31,2026,Special City Council,special-city-council,minutes/2026/2026-03-30/2026-03-31_special-city-council.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3045,plainText=false)",text
2026-04-14,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-04-13/2026-04-14_city-council-meeting.md,civicclerk-ocr,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3026,plainText=false)",ocr
2026-04-21,2026,City Council Work Session,city-council-work-session,minutes/2026/2026-04-20/2026-04-21_city-council-work-session.md,civicclerk-ocr,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3040,plainText=false)",ocr
2026-04-28,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-04-27/2026-04-28_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3064,plainText=false)",text
2026-05-05,2026,City Council Work Meeting,city-council-work-meeting,minutes/2026/2026-05-04/2026-05-05_city-council-work-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3065,plainText=true)",text
2026-06-09,2026,City Council Meeting,city-council-meeting,minutes/2026/2026-06-08/2026-06-09_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3165,plainText=false)",text
