date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,content_length_bytes,size_mb,stored_locally,cancelled,doc_class,fetch_status,sha256,text_path,text_chars
2023-01-11,Redevelopment Agency Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01112023-57?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,106465,0.11,no,,,,,,
2023-01-11,City Council Regular Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01112023-58?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,148278,0.15,no,,,,,,
2023-01-25,City Council Work Meeting -Amended 1/23,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01252023-60?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,104359,0.1,no,,,,,,
2023-01-25,City Council Regular Meeting -Amended 1/23,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01252023-61?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,150138,0.15,no,,,,,,
2023-02-08,South Salt Lake City Council Work Meeting (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02082023-121?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,13040364,13.04,no,,,,,,
2023-02-08,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02082023-122?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,14104124,14.1,no,,,,,,
2023-02-22,City Council Work Meeting Agenda Packet,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02222023-132?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,735392,0.74,no,,,,,,
2023-02-22,Amended City Council Regular Meeting Agenda Packet,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02222023-133?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,12816730,12.82,no,,,,,,
2023-03-08,CANCELLED- City Council Regular Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03082023-135?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,144422,0.14,no,yes,,,,,
2023-03-22,City Council Work Meeting Material,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03222023-138?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,485036,0.49,no,,,,,,
2023-03-22,City Council Regular Meeting Material,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03222023-139?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,771419,0.77,no,,,,,,
2023-04-12,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04122023-143?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,653183,0.65,no,,,,,,
2023-04-12,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04122023-144?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1445494,1.45,no,,,,,,
2023-04-26,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04262023-148?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,5070037,5.07,no,,,,,,
2023-04-26,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04262023-149?packet=true,2026-07-17,text,pdftotext -layout,,1205523,1.21,no,,,ok,2381c8a1359f992d5a85e392d0e5c918c3526fccb697c5defba9c09ffd0d34dc,text/2023-04-26_Council_regular_04262023-149.txt,63278
2023-05-10,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05102023-153?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,110481,0.11,no,,,,,,
2023-05-10,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05102023-154?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1641469,1.64,no,,,,,,
2023-05-24,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05242023-158?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,110363,0.11,no,,,,,,
2023-05-24,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05242023-159?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2266417,2.27,no,,,,,,
2023-06-07,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06072023-162?packet=true,2026-07-17,text,pdftotext -layout,,29973573,29.97,no,,,ok,69df5613463f09d7f8ba707ab2952c32aefb9f3d0a3a92b99c1e17c8da063e58,text/2023-06-07_Council_regular_06072023-162.txt,97693
2023-06-07,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06072023-163?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,29614672,29.61,no,,,,,,
2023-06-14,City Council Work Meeting Material (pdf),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06142023-167?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,125811,0.13,no,,,,,,
2023-06-14,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06142023-168?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1185189,1.19,no,,,,,,
2023-07-12,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07122023-171?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,12726177,12.73,no,,,,,,
2023-07-26,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07262023-173?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,413046,0.41,no,,,,,,
2023-07-26,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07262023-174?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,784878,0.78,no,,,,,,
2023-08-09,CANCELLED - City Council Regular Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08092023-176?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,126641,0.13,no,yes,,,,,
2023-08-23,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08232023-179?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,381722,0.38,no,,,,,,
2023-08-23,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08232023-180?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1974680,1.97,no,,,,,,
2023-09-13,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09132023-185?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,118749,0.12,no,,,,,,
2023-09-13,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09132023-186?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1384503,1.38,no,,,,,,
2023-09-27,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09272023-189?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,541197,0.54,no,,,,,,
2023-10-11,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10112023-193?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,120201,0.12,no,,,,,,
2023-10-11,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10112023-194?packet=true,2026-07-17,text,pdftotext -layout,,563918,0.56,no,,,ok,927e164013b514c06fb0f7f39277b4838dcaee1315e9a1992d1098becb5bd6f3,text/2023-10-11_Council_regular_10112023-194.txt,27230
2023-10-25,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10252023-198?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,8825384,8.83,no,,,,,,
2023-10-25,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10252023-199?packet=true,2026-07-17,text,pdftotext -layout,,10790671,10.79,no,,,ok,c7a09fd518d90087f2b6d50a077335d340fa79ae02d6719280aeb5f44bea32ac,text/2023-10-25_Council_regular_10252023-199.txt,60318
2023-11-15,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11152023-204?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,346374,0.35,no,,,,,,
2023-11-15,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11152023-205?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,4139609,4.14,no,,,,,,
2023-12-06,Board of Canvassers Meeting (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12062023-209?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,134501,0.13,no,,,,,,
2023-12-13,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12132023-214?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,3201479,3.2,no,,,,,,
2023-12-13,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12132023-215?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,9282308,9.28,no,,,,,,
2024-01-10,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01102024-218?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,326096,0.33,no,,,,,,
2024-01-10,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01102024-219?packet=true,2026-07-17,text,pdftotext -layout,,495516,0.5,no,,,ok,7cdd80b68f8b1f2b3be58eaea26e1e56c20f55526a7883c4bdf3f2aa2d0ecf98,text/2024-01-10_Council_regular_01102024-219.txt,6793
2024-01-24,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01242024-224?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,8158202,8.16,no,,,,,,
2024-01-24,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01242024-225?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,3794406,3.79,no,,,,,,
2024-02-07,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02072024-229?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,11497853,11.5,no,,,,,,
2024-02-07,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02072024-230?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,416636,0.42,no,,,,,,
2024-02-21,City Council Special Meeting Material (PDF),Council,special,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02212024-234?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,259845,0.26,no,,,,,,
2024-02-28,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02282024-235?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,13474164,13.47,no,,,,,,
2024-02-28,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02282024-236?packet=true,2026-07-17,text,pdftotext -layout,,13907045,13.91,no,,,ok,4a1a4f5234b540924d1034c2bd889ce271b2e28118c358f5672ae4465494f4c9,text/2024-02-28_Council_regular_02282024-236.txt,90666
2024-03-06,City Council Special Meeting (PDF),Council,special,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03062024-240?packet=true,2026-07-17,text,pdftotext -layout,,163780,0.16,no,,,ok,b2c69ec413649d6df652b19d760961277002efc7b1066facb9d5d4ccedddd98a,text/2024-03-06_Council_special_03062024-240.txt,1666
2024-03-13,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03132024-242?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2208026,2.21,no,,,,,,
2024-03-13,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03132024-243?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,158217,0.16,no,,,,,,
2024-03-27,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03272024-246?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,784901,0.78,no,,,,,,
2024-03-27,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03272024-248?packet=true,2026-07-17,text,pdftotext -layout,,6697733,6.7,no,,,ok,105a00e8cf308226274a11c07e5bdf85485162da8ac74ffaabbb9e122c3f157e,text/2024-03-27_Council_regular_03272024-248.txt,62322
2024-04-10,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04102024-251?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,142110,0.14,no,,,,,,
2024-04-10,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04102024-252?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,460099,0.46,no,,,,,,
2024-04-24,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04242024-255?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1306923,1.31,no,,,,,,
2024-04-24,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04242024-256?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2771610,2.77,no,,,,,,
2024-05-08,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05082024-260?packet=true,2026-07-17,text,pdftotext -layout,,9811193,9.81,no,,,ok,3e147385771ff205975eee4374270f1de98a861ae2ba5b3d33fab8cc373b42a0,text/2024-05-08_Council_regular_05082024-260.txt,603942
2024-05-22,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05222024-264?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,5575334,5.58,no,,,,,,
2024-05-22,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05222024-265?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,6221711,6.22,no,,,,,,
2024-06-05,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06052024-272?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,652898,0.65,no,,,,,,
2024-06-05,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06052024-273?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1144594,1.14,no,,,,,,
2024-06-12,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06122024-274?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,127066,0.13,no,,,,,,
2024-06-12,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06122024-275?packet=true,2026-07-17,text,pdftotext -layout,,3361233,3.36,no,,,ok,6be15417f2812c783d614ca0c642e1671131f7d3905f3609c76c09a0ec03537c,text/2024-06-12_Council_regular_06122024-275.txt,295733
2024-07-10,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07102024-280?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2464551,2.46,no,,,,,,
2024-07-10,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07102024-281?packet=true,2026-07-17,text,pdftotext -layout,,19746708,19.75,no,,,ok,51b3b646df0ff8bf799bf5e1ce043d236f6239492ef329fde0c9b9a4c4fa1e56,text/2024-07-10_Council_regular_07102024-281.txt,212630
2024-07-31,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07312024-284?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,444749,0.44,no,,,,,,
2024-07-31,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07312024-285?packet=true,2026-07-17,text,pdftotext -layout,,12373316,12.37,no,,,ok,d28596d7f14d8dc40d691c3bb127819703046a732678368d97f8515f92b3c9e0,text/2024-07-31_Council_regular_07312024-285.txt,137224
2024-08-07,Truth in Taxation Public Hearing (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08072024-287?packet=true,2026-07-17,text,pdftotext -layout,,779008,0.78,no,,,ok,6633b1e839ca1d4d64c93a58dfb44a58c2e7505f9098b40fed1d3722f4652d78,text/2024-08-07_Council_regular_08072024-287.txt,83873
2024-08-14,**CANCELLED - City Council Regular Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08142024-288?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,140440,0.14,no,yes,,,,,
2024-08-21,Special Meeting - City Council & Planning Commission (PDF),Council,special,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08212024-291?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,207147,0.21,no,,,,,,
2024-08-28,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08282024-293?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1211568,1.21,no,,,,,,
2024-08-28,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08282024-294?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7856294,7.86,no,,,,,,
2024-09-11,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09112024-298?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,3331313,3.33,no,,,,,,
2024-09-11,**CANCELLED - City Council Regular Meeting (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09112024-299?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,141034,0.14,no,yes,,,,,
2024-09-25,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09252024-301?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2025715,2.03,no,,,,,,
2024-09-25,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09252024-302?packet=true,2026-07-17,text,pdftotext -layout,,904382,0.9,no,,,ok,2953702501c33a27b1ee1338725883bc25a95b3c5c4a345366422e1e22484e9d,text/2024-09-25_Council_regular_09252024-302.txt,89065
2024-10-09,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10092024-305?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2843492,2.84,no,,,,,,
2024-10-09,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10092024-306?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,438995,0.44,no,,,,,,
2024-10-23,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10232024-309?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,303474,0.3,no,,,,,,
2024-11-13,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11132024-312?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,4785880,4.79,no,,,,,,
2024-11-13,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11132024-313?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2839680,2.84,no,,,,,,
2024-12-11,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12112024-318?packet=true,2026-07-17,text,pdftotext -layout,,3261696,3.26,no,,,ok,282dec9ffa0bc96f30bc259fe52bab2f853ac53d8c121ed6b7966330cba072a9,text/2024-12-11_Council_regular_12112024-318.txt,151870
2025-01-08,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01082025-321?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,739104,0.74,no,,,,,,
2025-01-08,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01082025-322?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,362683,0.36,no,,,,,,
2025-01-22,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01222025-324?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,21702889,21.7,no,,,,,,
2025-01-22,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01222025-325?packet=true,2026-07-17,text,pdftotext -layout,,25893481,25.89,no,,,ok,13181135bfe20693f648037d969474ddcdeb41dd2b545180a3d9b16e84e62545,text/2025-01-22_Council_regular_01222025-325.txt,33225
2025-02-12,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02122025-329?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2308861,2.31,no,,,,,,
2025-02-12,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02122025-330?packet=true,2026-07-17,text,pdftotext -layout,,2700667,2.7,no,,,ok,84c5f17e1f88f96d42751126632515e47313c538adf922228a8d76d703e493dc,text/2025-02-12_Council_regular_02122025-330.txt,14683
2025-02-26,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02262025-332?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2822462,2.82,no,,,,,,
2025-02-26,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02262025-333?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,5501279,5.5,no,,,,,,
2025-03-12,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03122025-336?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,3511913,3.51,no,,,,,,
2025-03-12,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03122025-337?packet=true,2026-07-17,text,pdftotext -layout,,20353672,20.35,no,,,ok,767a77459afbaaa271bae26627d65698aff4d4332e22fab912e07dc54cce6ce7,text/2025-03-12_Council_regular_03122025-337.txt,238403
2025-03-26,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03262025-340?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7019375,7.02,no,,,,,,
2025-03-26,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03262025-341?packet=true,2026-07-17,text,pdftotext -layout,,5008578,5.01,no,,,ok,bc1c08b287e32d5a10b104c8ca6eaada9e4999015599cbf159050069c61f6e7e,text/2025-03-26_Council_regular_03262025-341.txt,79176
2025-04-02,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04022025-343?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,182463,0.18,no,,,,,,
2025-04-02,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04022025-344?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,686593,0.69,no,,,,,,
2025-04-23,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04232025-347?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,38769015,38.77,no,,,,,,
2025-04-23,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04232025-348?packet=true,2026-07-17,text,pdftotext -layout,,8206573,8.21,no,,,ok,4f20205725c48326188ef52766b4341b64da8c1480978698e429a2ec6d66ffa6,text/2025-04-23_Council_regular_04232025-348.txt,88876
2025-05-14,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05142025-353?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1073186,1.07,no,,,,,,
2025-05-14,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05142025-354?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2308412,2.31,no,,,,,,
2025-05-28,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05282025-356?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1759891,1.76,no,,,,,,
2025-05-28,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05282025-357?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7892179,7.89,no,,,,,,
