name,date,clip_id,duration_s,media_url,downloadfile_url
Planning Commission Meeting,2017-12-14,173,7920,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=173,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=173
Riverton Law Enforcement Service Area Meeting,2017-12-19,174,300,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=174,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=174
Regular City Council Meeting,2017-12-19,175,1740,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=175,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=175
Riverton Law Enforcement Service Area Meeting,2018-01-09,176,420,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=176,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=176
Work Session & City Council Meeting,2018-01-09,177,4860,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=177,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=177
Planning Commission Meeting,2018-01-11,178,9660,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=178,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=178
Work Session & City Council Meeting,2018-01-23,179,10860,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=179,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=179
Planning Commission Meeting,2018-01-25,180,28800,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=180,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=180
Work Session - Recording,2018-02-06,182,2820,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=182,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=182
Work Session & City Council Meeting,2018-02-06,183,4380,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=183,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=183
Work Session - Recording,2018-02-20,184,3240,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=184,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=184
Work Session & City Council Meeting,2018-02-20,185,4020,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=185,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=185
Riverton Law Enforcement Service Area Meeting,2018-02-20,186,300,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=186,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=186
Redevelopment Agency Meeting,2018-02-20,187,420,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=187,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=187
Planning Commission Meeting,2018-02-22,188,5340,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=188,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=188
Work Session & City Council Meeting,2018-03-06,189,240,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=189,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=189
Work Session - Recording,2018-03-06,190,2820,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=190,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=190
Work Session & City Council Meeting,2018-03-06,191,6480,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=191,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=191
Planning Commission Meeting,2018-03-08,192,4440,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=192,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=192
Board of Adjustment Hearing,2018-03-21,193,7500,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=193,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=193
Planning Commission Meeting,2018-03-22,194,3120,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=194,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=194
Work Session - Recording,2018-03-27,195,3660,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=195,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=195
Work Session & City Council Meeting,2018-03-27,196,5340,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=196,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=196
Riverton Law Enforcement Service Area Meeting,2018-03-27,197,1140,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=197,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=197
Work Session - Recording,2018-04-03,198,3360,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=198,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=198
Work Session & City Council Meeting,2018-04-03,199,6000,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=199,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=199
Planning Commission Meeting,2018-04-12,200,5880,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=200,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=200
Work Session & City Council Meeting,2018-04-17,202,7680,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=202,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=202
Riverton Law Enforcement Service Area Meeting,2018-04-17,203,3720,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=203,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=203
Redevelopment Agency Meeting,2018-04-17,204,120,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=204,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=204
Redevelopment Agency Meeting,2018-04-17,205,300,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=205,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=205
Planning Commission Meeting,2018-04-26,206,28800,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=206,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=206
Board of Adjustment Hearing,2018-05-01,207,5460,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=207,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=207
Work Session & City Council Meeting,2018-05-01,208,10320,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=208,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=208
Redevelopment Agency Meeting,2018-05-01,209,180,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=209,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=209
Planning Commission Meeting,2018-05-10,210,9300,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=210,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=210
City Council Meeting,2018-05-15,211,12180,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=211,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=211
Planning Commission Meeting,2018-05-24,212,5580,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=212,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=212
Work Session & City Council Meeting,2018-06-05,213,8880,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=213,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=213
Planning Commission Meeting,2018-06-14,214,1260,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=214,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=214
Work Session & City Council Meeting,2018-06-19,215,8400,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=215,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=215
Redevelopment Agency Meeting,2018-06-19,216,240,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=216,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=216
Riverton Law Enforcement Service Area Meeting,2018-06-19,217,3420,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=217,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=217
Planning Commission Meeting,2018-06-28,218,3420,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=218,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=218
Planning Commission Meeting,2018-07-12,220,8340,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=220,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=220
Work Session & City Council Meeting,2018-07-17,221,8640,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=221,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=221
Riverton Law Enforcement Service Area Meeting,2018-07-17,222,3060,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=222,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=222
EMERGENCY City Council Meeting,2018-07-19,223,660,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=223,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=223
Planning Commission Meeting,2018-07-26,224,2400,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=224,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=224
Work Session & City Council Meeting,2018-08-07,226,10560,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=226,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=226
Redevelopment Agency Meeting,2018-08-07,227,360,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=227,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=227
Planning Commission Meeting,2018-08-09,228,4320,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=228,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=228
Work Session & City Council Meeting,2018-08-21,229,8520,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=229,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=229
Riverton Law Enforcement Service Area Meeting,2018-08-21,230,1680,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=230,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=230
Planning Commission Meeting,2018-08-23,231,2820,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=231,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=231
Work Session & City Council Meeting,2018-09-04,232,12240,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=232,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=232
Board of Adjustment,2018-09-06,233,5340,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=233,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=233
Planning Commission Meeting,2018-09-13,234,1320,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=234,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=234
Work Session & City Council Meeting,2018-09-18,235,13080,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=235,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=235
Redevelopment Agency Meeting,2018-09-18,236,360,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=236,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=236
Riverton Law Enforcement Service Area Meeting,2018-09-18,237,1500,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=237,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=237
Planning Commission Meeting,2018-09-27,238,1500,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=238,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=238
Work Session & City Council Meeting,2018-10-02,239,10500,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=239,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=239
Planning Commission Meeting,2018-10-11,240,2040,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=240,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=240
Work Session & City Council Meeting,2018-10-23,241,4200,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=241,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=241
Work Session & City Council Meeting,2018-10-23,242,11100,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=242,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=242
Riverton Law Enforcement Service Area Meeting,2018-10-23,243,720,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=243,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=243
Planning Commission Meeting,2018-10-25,245,720,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=245,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=245
Planning Commission Meeting,2018-11-08,246,3840,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=246,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=246
Work Session & City Council Meeting,2018-11-13,247,15780,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=247,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=247
Riverton Law Enforcement Service Area Meeting,2018-11-13,248,960,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=248,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=248
Work Session & City Council Meeting,2018-12-04,249,8880,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=249,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=249
Riverton Law Enforcement Service Area Meeting,2018-12-04,250,720,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=250,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=250
Special City Council Meeting,2018-12-11,251,1080,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=251,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=251
Planning Commission Meeting,2018-12-13,252,4200,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=252,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=252
Planning Commission Meeting,2019-01-10,254,4860,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=254,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=254
Work Session & City Council Meeting,2019-01-15,255,8160,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=255,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=255
Riverton Law Enforcement Service Area Meeting,2019-01-15,256,480,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=256,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=256
Work Session & City Council Meeting,2019-01-15,257,60,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=257,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=257
Planning Commission Meeting,2019-01-24,258,5580,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=258,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=258
Work Session & City Council Meeting,2019-02-05,259,14640,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=259,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=259
Redevelopment Agency Meeting,2019-02-05,260,120,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=260,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=260
City Council Meeting,2019-02-19,261,2820,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=261,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=261
Riverton Law Enforcement Service Area Meeting,2019-02-19,262,360,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=262,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=262
City Council Meeting,2019-02-19,263,0,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=263,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=263
Planning Commission Meeting,2019-02-28,264,10680,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=264,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=264
Work Session & City Council Meeting,2019-03-05,265,11220,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=265,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=265
Work Session & City Council Meeting,2019-03-05,266,120,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=266,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=266
Planning Commission Meeting,2019-03-14,267,5940,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=267,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=267
Work Session & City Council Meeting,2019-03-19,268,10800,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=268,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=268
Riverton Law Enforcement Service Area Meeting,2019-03-19,269,840,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=269,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=269
Planning Commission Meeting,2019-03-28,270,3900,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=270,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=270
Work Session & City Council Meeting,2019-04-02,271,9780,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=271,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=271
Planning Commission Meeting,2019-04-11,272,4800,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=272,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=272
Work Session & City Council Meeting,2019-04-16,273,7140,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=273,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=273
Planning Commission Meeting,2019-04-25,274,7380,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=274,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=274
Work Session & City Council Meeting,2019-05-07,275,9600,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=275,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=275
Redevelopment Agency Meeting,2019-05-07,276,300,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=276,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=276
Planning Commission Meeting,2019-05-09,277,8160,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=277,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=277
Riverton Law Enforcement Service Area Meeting,2019-05-21,278,780,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=278,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=278
Work Session & City Council Meeting,2019-05-21,279,12360,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=279,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=279
Planning Commission Meeting,2019-05-23,280,1800,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=280,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=280
Work Session & City Council Meeting,2019-06-04,281,13260,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=281,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=281
Planning Commission Meeting,2019-06-13,282,4260,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=282,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=282
Work Session & City Council Meeting,2019-06-18,283,9780,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=283,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=283
Riverton Law Enforcement Service Area Meeting,2019-06-18,284,720,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=284,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=284
Redevelopment Agency Meeting,2019-06-18,285,120,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=285,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=285
Work Session & City Council Meeting,2019-06-18,286,840,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=286,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=286
Planning Commission Meeting,2019-06-27,287,5880,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=287,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=287
Planning Commission Meeting,2019-07-11,288,8340,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=288,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=288
Work Session & City Council Meeting,2019-07-16,289,28800,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=289,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=289
Work Session & City Council Meeting,2019-08-06,290,11880,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=290,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=290
Planning Commission Meeting,2019-08-08,291,5280,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=291,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=291
Work Session & City Council Meeting,2019-08-20,292,12600,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=292,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=292
Riverton Law Enforcement Service Area Meeting,2019-08-20,293,1260,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=293,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=293
Work Session & City Council Meeting,2019-08-20,294,0,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=294,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=294
Planning Commission Meeting,2019-08-22,295,3300,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=295,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=295
Board of Canvassers Meeting,2019-08-27,296,120,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=296,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=296
Special City Council Meeting,2019-08-27,297,1020,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=297,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=297
Work Session & City Council Meeting,2019-09-03,298,6480,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=298,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=298
Planning Commission Meeting,2019-09-12,300,6180,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=300,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=300
Work Session & City Council Meeting,2019-09-17,303,2160,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=303,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=303
Work Session & City Council Meeting,2019-09-17,304,3960,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=304,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=304
Riverton Law Enforcement Service Area Meeting,2019-09-17,305,1740,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=305,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=305
Planning Commission Meeting,2019-09-26,308,6480,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=308,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=308
Work Session & City Council Meeting,2019-10-01,309,11040,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=309,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=309
Planning Commission Meeting,2019-10-10,310,7680,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=310,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=310
Work Session & City Council Meeting,2019-10-15,311,9540,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=311,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=311
Riverton Law Enforcement Service Area Meeting,2019-10-15,312,1200,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=312,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=312
Redevelopment Agency Meeting,2019-10-15,313,780,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=313,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=313
Planning Commission Meeting,2019-10-24,314,4380,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=314,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=314
Work Session & City Council Meeting,2019-11-12,316,12780,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=316,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=316
Riverton Law Enforcement Service Area Meeting,2019-11-12,317,720,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=317,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=317
Planning Commission Meeting,2019-11-14,318,4320,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=318,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=318
Work Session & City Council Meeting,2019-12-03,397,5160,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=397,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=397
City Council,2020-01-07,325,3420,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=325,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=325
City Council,2020-01-21,326,12600,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=326,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=326
Riverton Law Enforcement Service Area Meeting,2020-01-21,327,1320,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=327,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=327
Planning Commission,2020-01-23,328,8640,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=328,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=328
City Council,2020-02-04,335,11280,https://rivertoncity.granicus.com/MediaPlayer.php?view_id=1&clip_id=335,https://rivertoncity.granicus.com/DownloadFile.php?view_id=1&clip_id=335
