date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,matched_election_candidate,join_confidence,amended
2021-01-01,Jeremy Rubell,Council,2021,interim,Primary,Jeremy Rubell — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/Jeremy%20Rubell.pdf?t=202602090201470,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_primary_Jeremy_Rubell.pdf,Jeremy Rubell,exact,no
2021-01-01,John Greenfield,Council,2021,interim,Primary,John Greenfield — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/John%20Greenfield.pdf?t=202602090201480,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_primary_John_Greenfield.pdf,John Greenfield,exact,no
2021-01-01,John Greenfield,Council,2021,summary,Primary,John Greenfield — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/John%20Greenfield%20Final%20Disclosure.pdf?t=202602090201470,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_primary_John_Greenfield_Final_Disclosure.pdf,John Greenfield,exact,no
2021-01-01,Michael J. Franchek,Council,2021,interim,Primary,Michael J. Franchek — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/Michael%20J.%20Franchek.pdf?t=202602090201490,2026-07-05,text,pdftotext -layout,raw/2021/2021_primary_Michael_J._Franchek.pdf,Michael J. Franchek,exact,no
2021-01-01,Nann Worel,Mayor,2021,interim,Primary,Nann Worel — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/Nann%20Worel.pdf?t=202602090201500,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_primary_Nann_Worel.pdf,Nann Worel,exact,no
2021-01-01,Tana Toly,Council,2021,interim,Primary,Tana Toly — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/Tana%20Toly.pdf?t=202602090201510,2026-07-05,text,pdftotext -layout,raw/2021/2021_primary_Tana_Toly.pdf,Tana Toly,exact,no
2021-01-01,Thomas C. Purcell,Council,2021,interim,Primary,Thomas C. Purcell — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/Thomas%20C.%20Purcell.pdf?t=202602090201520,2026-07-05,text,pdftotext -layout,raw/2021/2021_primary_Thomas_C._Purcell.pdf,Thomas C. Purcell,exact,no
2021-01-01,Tim B. Henney,Council,2021,interim,Primary,Tim B. Henney — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/Tim%20B.%20Henney.pdf?t=202602090201520,2026-07-05,text,pdftotext -layout,raw/2021/2021_primary_Tim_B._Henney.pdf,Tim B. Henney,exact,no
2023-01-01,Bill Ciraco,Council,2023,interim,General,Bill Ciraco — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Bill%20Ciraco%2010.24.23.pdf?t=202602090153570,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Bill_Ciraco_10.24.23.pdf,Bill Ciraco,exact,no
2023-01-01,Bill Ciraco,Council,2023,interim,General,Bill Ciraco — 2023 Park City General campaign financial disclosure [amended],https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Bill%20Ciraco%2010.24.23%20Amended.pdf?t=202602090145250,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Bill_Ciraco_10.24.23_Amended.pdf,Bill Ciraco,exact,yes
2023-01-01,Bill Ciraco,Council,2023,interim,General,Bill Ciraco — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Bill%20Ciraco%2011.14.23.pdf?t=202602090153580,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Bill_Ciraco_11.14.23.pdf,Bill Ciraco,exact,no
2023-01-01,Bill Ciraco,Council,2023,summary,General,Bill Ciraco — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Bill%20Ciraco%20Final.pdf?t=202602090156220,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Bill_Ciraco_Final.pdf,Bill Ciraco,exact,no
2023-01-01,Bob Sertner,Council,2023,interim,General,Bob Sertner — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Bob%20Sertner%2010.24.23.pdf?t=202602090153590,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Bob_Sertner_10.24.23.pdf,Bob Sertner,exact,no
2023-01-01,Bob Sertner,Council,2023,interim,General,Bob Sertner — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Bob%20Sertner%2011.14.23.pdf?t=202602090154000,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Bob_Sertner_11.14.23.pdf,Bob Sertner,exact,no
2023-01-01,Bob Sertner,Council,2023,summary,General,Bob Sertner — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Bob%20Sertner%20Final.pdf?t=202602090154010,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Bob_Sertner_Final.pdf,Bob Sertner,exact,no
2023-01-01,Ed Parigian,Council,2023,interim,General,Ed Parigian — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Ed%20Parigian%2010.24.23.pdf?t=202602090154010,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Ed_Parigian_10.24.23.pdf,Ed Parigian,exact,no
2023-01-01,Ed Parigian,Council,2023,interim,General,Ed Parigian — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Ed%20Parigian%2011.14.23.pdf?t=202602090154020,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Ed_Parigian_11.14.23.pdf,Ed Parigian,exact,no
2023-01-01,Ed Parigian,Council,2023,summary,General,Ed Parigian — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Ed%20Parigian%20Final.pdf?t=202602090154030,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Ed_Parigian_Final.pdf,Ed Parigian,exact,no
2023-01-01,John Greenfield,Council,2023,interim,General,John Greenfield — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/John%20Greenfield%2010.24.23.pdf?t=202602090154040,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2023/2023_general_John_Greenfield_10.24.23.pdf,John Greenfield,exact,no
2023-01-01,John Greenfield,Council,2023,interim,General,John Greenfield — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/John%20Greenfield%2011.14.23.pdf?t=202602090154050,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2023/2023_general_John_Greenfield_11.14.23.pdf,John Greenfield,exact,no
2023-01-01,John Greenfield,Council,2023,summary,General,John Greenfield — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/John%20Greenfield%20Final.pdf?t=202602090154050,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2023/2023_general_John_Greenfield_Final.pdf,John Greenfield,exact,no
2023-01-01,Matthew Nagie,Council,2023,interim,General,Matthew Nagie — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Matthew%20Nagie%2010.24.23.pdf?t=202602090154060,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Matthew_Nagie_10.24.23.pdf,Matthew Nagie,exact,no
2023-01-01,Matthew Nagie,Council,2023,interim,General,Matthew Nagie — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Matthew%20Nagie%2011.14.23.pdf?t=202602090154070,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Matthew_Nagie_11.14.23.pdf,Matthew Nagie,exact,no
2023-01-01,Matthew Nagie,Council,2023,summary,General,Matthew Nagie — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Matthew%20Nagie%20Final.pdf?t=202602090154080,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Matthew_Nagie_Final.pdf,Matthew Nagie,exact,no
2023-01-01,Ryan Dickey,Council,2023,interim,General,Ryan Dickey — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Ryan%20Dickey%2010.24.23.pdf?t=202602090154090,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Ryan_Dickey_10.24.23.pdf,Ryan Dickey,exact,no
2023-01-01,Ryan Dickey,Council,2023,interim,General,Ryan Dickey — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Ryan%20Dickey%2011.14.23.pdf?t=202602090154090,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Ryan_Dickey_11.14.23.pdf,Ryan Dickey,exact,no
2023-01-01,Ryan Dickey,Council,2023,summary,General,Ryan Dickey — 2023 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20General%20Municipal%20Election%20Campaign%20Disclosures/Ryan%20Dickey%20Final.pdf?t=202602090154100,2026-07-05,text,pdftotext -layout,raw/2023/2023_general_Ryan_Dickey_Final.pdf,Ryan Dickey,exact,no
2023-01-01,Betsy Wallace,,2023,interim,Primary,Betsy Wallace — 2023 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Betsy%20Wallace%20-%20Candidacy%20Withdrawn.pdf?t=202602090146260,2026-07-05,text,pdftotext -layout,raw/2023/2023_primary_Betsy_Wallace_-_Candidacy_Withdrawn.pdf,,none,no
2023-01-01,Bill Ciraco,Council,2023,interim,Primary,Bill Ciraco — 2023 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Bill%20Ciraco.pdf?t=202602090159520,2026-07-05,text,pdftotext -layout,raw/2023/2023_primary_Bill_Ciraco.pdf,Bill Ciraco,exact,no
2023-01-01,Bob Sertner,Council,2023,interim,Primary,Bob Sertner — 2023 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Bob%20Sertner.pdf?t=202602090159530,2026-07-05,text,pdftotext -layout,raw/2023/2023_primary_Bob_Sertner.pdf,Bob Sertner,exact,no
2023-01-01,David Pickleball Traffic Dobkin,Council,2023,interim,Primary,David Pickleball Traffic Dobkin — 2023 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20Primary%20Municipal%20Election%20Campaign%20Disclosures/David%20Pickleball%20Traffic%20%20Dobkin.pdf?t=202602090159540,2026-07-05,text,pdftotext -layout,raw/2023/2023_primary_David_Pickleball_Traffic__Dobkin.pdf,"David ""Pickleball Traffic"" Dobkin",exact,no
2023-01-01,Dobkin,Council,2023,summary,Primary,Dobkin — 2023 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Dobkin%20Final%20Disclosure.pdf?t=202602090159560,2026-07-05,text,pdftotext -layout,raw/2023/2023_primary_Dobkin_Final_Disclosure.pdf,"David ""Pickleball Traffic"" Dobkin",firstlast,no
2023-01-01,Ed Parigian,Council,2023,interim,Primary,Ed Parigian — 2023 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Ed%20Parigian.pdf?t=202602090159570,2026-07-05,text,pdftotext -layout,raw/2023/2023_primary_Ed_Parigian.pdf,Ed Parigian,exact,no
2023-01-01,Jody Whitesides,Council,2023,interim,Primary,Jody Whitesides — 2023 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Jody%20Whitesides.pdf?t=202602090159570,2026-07-05,text,pdftotext -layout,raw/2023/2023_primary_Jody_Whitesides.pdf,Jody Whitesides,exact,no
2023-01-01,John Greenfield,Council,2023,interim,Primary,John Greenfield — 2023 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20Primary%20Municipal%20Election%20Campaign%20Disclosures/John%20Greenfield.pdf?t=202602090159580,2026-07-05,text,pdftotext -layout,raw/2023/2023_primary_John_Greenfield.pdf,John Greenfield,exact,no
2023-01-01,Matthew Nagie,Council,2023,interim,Primary,Matthew Nagie — 2023 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Matthew%20Nagie.pdf?t=202602090200000,2026-07-05,text,pdftotext -layout,raw/2023/2023_primary_Matthew_Nagie.pdf,Matthew Nagie,exact,no
2023-01-01,Ryan Dickey,Council,2023,interim,Primary,Ryan Dickey — 2023 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Ryan%20Dickey.pdf?t=202602090200010,2026-07-05,text,pdftotext -layout,raw/2023/2023_primary_Ryan_Dickey.pdf,Ryan Dickey,exact,no
2023-01-01,Whitesides,Council,2023,summary,Primary,Whitesides — 2023 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2023%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Whitesides%20Final%20Disclosure.pdf?t=202602090200010,2026-07-05,text,pdftotext -layout,raw/2023/2023_primary_Whitesides_Final_Disclosure.pdf,Jody Whitesides,firstlast,no
2025-01-01,Ciraco,,2025,conflict_of_interest,Conflict of Interest,Ciraco — 2025 Park City Conflict of Interest campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Conflict%20of%20Interest%20Disclosures%20for%20Mayor%20and%20City%20Council%20Members/Ciraco%20Conflict%20of%20Interest%20Disclosure.pdf?t=202602090146560,2026-07-05,text,pdftotext -layout,raw/2025/2025_coi_Ciraco_Conflict_of_Interest_Disclosure.pdf,,none,no
2025-01-01,Dickey,Mayor,2025,conflict_of_interest,Conflict of Interest,Dickey — 2025 Park City Conflict of Interest campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Conflict%20of%20Interest%20Disclosures%20for%20Mayor%20and%20City%20Council%20Members/Dickey%20Conflict%20of%20Interest%20Disclosure.pdf?t=202602090152430,2026-07-05,text,pdftotext -layout,raw/2025/2025_coi_Dickey_Conflict_of_Interest_Disclosure.pdf,Ryan Dickey,coi-officeholder,no
2025-01-01,Parigian,,2025,conflict_of_interest,Conflict of Interest,Parigian — 2025 Park City Conflict of Interest campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Conflict%20of%20Interest%20Disclosures%20for%20Mayor%20and%20City%20Council%20Members/Parigian%20Conflict%20of%20Interest%20Disclosure.pdf?t=202602090152490,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2025/2025_coi_Parigian_Conflict_of_Interest_Disclosure.pdf,,none,no
2025-01-01,Toly,Council,2025,conflict_of_interest,Conflict of Interest,Toly — 2025 Park City Conflict of Interest campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Conflict%20of%20Interest%20Disclosures%20for%20Mayor%20and%20City%20Council%20Members/Toly%20Conflict%20of%20Interest%20Disclosure.pdf?t=202602090152590,2026-07-05,text,pdftotext -layout,raw/2025/2025_coi_Toly_Conflict_of_Interest_Disclosure.pdf,Tana Toly,coi-officeholder,no
2025-01-01,Jack Rubin,Mayor,2025,interim,General,Jack Rubin — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Jack%20Rubin%20-%20October%2028%2C%202025.pdf?t=202602090152000,2026-07-05,text,pdftotext -layout,"raw/2025/2025_general_Jack_Rubin_-_October_28,_2025.pdf",Jack Rubin,exact,no
2025-01-01,Jack Rubin,Mayor,2025,interim,General,Jack Rubin — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Jack%20Rubin%20-%20October%207%2C%202025.pdf?t=202602090152010,2026-07-05,text,pdftotext -layout,"raw/2025/2025_general_Jack_Rubin_-_October_7,_2025.pdf",Jack Rubin,exact,no
2025-01-01,Jack Rubin,Mayor,2025,summary,General,Jack Rubin — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Jack%20Rubin%20Final%20Disclosure.pdf?t=202602090152020,2026-07-05,text,pdftotext -layout,raw/2025/2025_general_Jack_Rubin_Final_Disclosure.pdf,Jack Rubin,exact,no
2025-01-01,Jeremy Rubell,Council,2025,interim,General,Jeremy Rubell — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Jeremy%20Rubell%20-%20October%2028%2C%202025.pdf?t=202602090152040,2026-07-05,text,pdftotext -layout,"raw/2025/2025_general_Jeremy_Rubell_-_October_28,_2025.pdf",Jeremy Rubell,exact,no
2025-01-01,Jeremy Rubell,Council,2025,interim,General,Jeremy Rubell — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Jeremy%20Rubell%20-%20October%207%2C%202025.pdf?t=202602090152050,2026-07-05,text,pdftotext -layout,"raw/2025/2025_general_Jeremy_Rubell_-_October_7,_2025.pdf",Jeremy Rubell,exact,no
2025-01-01,Jeremy Rubell,Council,2025,summary,General,Jeremy Rubell — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Jeremy%20Rubell%20Final%20Disclosure.pdf?t=202602090152070,2026-07-05,text,pdftotext -layout,raw/2025/2025_general_Jeremy_Rubell_Final_Disclosure.pdf,Jeremy Rubell,exact,no
2025-01-01,John J.K. Kenworthy,Council,2025,summary,General,John J.K. Kenworthy — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/John%20J.K.%20Kenworthy%20Final%20-%20Withdrawn.pdf?t=202602090152060,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2025/2025_general_John_J.K._Kenworthy_Final_-_Withdrawn.pdf,"John ""J.K."" Kenworthy",exact,no
2025-01-01,Ryan Dickey,Mayor,2025,interim,General,Ryan Dickey — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Ryan%20Dickey%20-%20October%2028%2C%202025.pdf?t=202602090152080,2026-07-05,text,pdftotext -layout,"raw/2025/2025_general_Ryan_Dickey_-_October_28,_2025.pdf",Ryan Dickey,exact,no
2025-01-01,Ryan Dickey,Mayor,2025,interim,General,Ryan Dickey — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Ryan%20Dickey%20-%20October%207%2C%202025.pdf?t=202602090152080,2026-07-05,text,pdftotext -layout,"raw/2025/2025_general_Ryan_Dickey_-_October_7,_2025.pdf",Ryan Dickey,exact,no
2025-01-01,Ryan Dickey,Mayor,2025,summary,General,Ryan Dickey — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Ryan%20Dickey%20Final%20Disclosure.pdf?t=202602090152090,2026-07-05,text,pdftotext -layout,raw/2025/2025_general_Ryan_Dickey_Final_Disclosure.pdf,Ryan Dickey,exact,no
2025-01-01,Tana Toly,Council,2025,interim,General,Tana Toly — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Tana%20Toly%20-%20October%2028%2C%202025.pdf?t=202602090152100,2026-07-05,text,pdftotext -layout,"raw/2025/2025_general_Tana_Toly_-_October_28,_2025.pdf",Tana Toly,exact,no
2025-01-01,Tana Toly,Council,2025,interim,General,Tana Toly — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Tana%20Toly%20-%20October%207%2C%202025.pdf?t=202602090152110,2026-07-05,text,pdftotext -layout,"raw/2025/2025_general_Tana_Toly_-_October_7,_2025.pdf",Tana Toly,exact,no
2025-01-01,Tana Toly,Council,2025,summary,General,Tana Toly — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Tana%20Toly%20Final%20Disclosure.pdf?t=202602090152120,2026-07-05,text,pdftotext -layout,raw/2025/2025_general_Tana_Toly_Final_Disclosure.pdf,Tana Toly,exact,no
2025-01-01,Zegarra,Council,2025,interim,General,Zegarra — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Zegarra%202_Redacted.pdf?t=202605132034380,2026-07-05,text,pdftotext -layout,raw/2025/2025_general_Zegarra_2_Redacted.pdf,Diego Zegarra,firstlast,no
2025-01-01,Zegarra,Council,2025,interim,General,Zegarra — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Zegarra%203_Redacted.pdf?t=202605132033490,2026-07-05,text,pdftotext -layout,raw/2025/2025_general_Zegarra_3_Redacted.pdf,Diego Zegarra,firstlast,no
2025-01-01,Zegarra,Council,2025,summary,General,Zegarra — 2025 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20General%20Municipal%20Election%20Campaign%20Disclosures/Zegarra%20Final_Redacted.pdf?t=202605141353440,2026-07-05,text,pdftotext -layout,raw/2025/2025_general_Zegarra_Final_Redacted.pdf,Diego Zegarra,firstlast,no
2025-01-01,Beth Armstrong,Council,2025,interim,Primary,Beth Armstrong — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Beth%20Armstrong.pdf?t=202602090150550,2026-07-05,text,pdftotext -layout,raw/2025/2025_primary_Beth_Armstrong.pdf,Beth Armstrong,exact,no
2025-01-01,Beth Armstrong,Council,2025,summary,Primary,Beth Armstrong — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Beth%20Armstrong%20Final.pdf?t=202602090148530,2026-07-05,text,pdftotext -layout,raw/2025/2025_primary_Beth_Armstrong_Final.pdf,Beth Armstrong,exact,no
2025-01-01,Danny Glasser,Council,2025,interim,Primary,Danny Glasser — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Danny%20Glasser.pdf?t=202602090150570,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2025/2025_primary_Danny_Glasser.pdf,Danny Glasser,exact,no
2025-01-01,Danny Glasser,Council,2025,summary,Primary,Danny Glasser — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Danny%20Glasser%20Final.pdf?t=202602090150560,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2025/2025_primary_Danny_Glasser_Final.pdf,Danny Glasser,exact,no
2025-01-01,Diego Zegarra,Council,2025,interim,Primary,Diego Zegarra — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Diego%20Zegarra.pdf,2026-07-05,text,pdftotext -layout,raw/2025/2025_primary_Diego_Zegarra.pdf,Diego Zegarra,exact,no
2025-01-01,Ian Hartley,Council,2025,interim,Primary,Ian Hartley — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Ian%20Hartley.pdf?t=202602090151000,2026-07-05,text,pdftotext -layout,raw/2025/2025_primary_Ian_Hartley.pdf,Ian Hartley,exact,no
