ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,instrument_type,canonical_no,dup_raw,source_last_modified,linkage_note
20-04-02,2020-04-23,2020-04-23,Resolution 20-04-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1597251203_Resolution%2020-04-02.pdf,2026-07-14,text,pdftotext_layout,raw/1597251203_Resolution_20-04-02.pdf,no,Pass (unanimous),2020-04-23,3,high,resolution,20-04-02,,2020-08-12,
20-05-01,2020-05-01,2020-05-01,Resolution 20-05-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1597250566_Resolution%2020-05-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/1597250566_Resolution_20-05-01.pdf,yes,,,,none,resolution,20-05-01,,2020-08-12,date from instrument number (no motion match)
20-09-02,2020-09-01,2020-09-01,Resolution 20-09-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1608060242_Resolution%2020-09-02.pdf,2026-07-14,text,pdftotext_layout,raw/1608060242_Resolution_20-09-02.pdf,no,,,,none,resolution,20-09-02,1607115698_Resolution_20-09-02.pdf,2020-12-15,date from instrument number (no motion match)
20-11-02,2020-11-17,2020-11-17,Resolution 20-11-02 Fee Schedule for 2020,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1610735033_Resolution%2020-11-02%20Fee%20Schedule%20for%202020.pdf,2026-07-14,text,pdftotext_layout,raw/1610735033_Resolution_20-11-02_Fee_Schedule_for_2020.pdf,no,Pass (unanimous),2020-11-17,5,high,resolution,20-11-02,,2021-01-15,cited in 2 motions; earliest used
20-11-03,2020-11-01,2020-11-01,Resolution 20-11-03 Fee Schedule for 2021,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1610735057_Resolution%2020-11-03%20Fee%20Schedule%20for%202021.pdf,2026-07-14,text,pdftotext_layout,raw/1610735057_Resolution_20-11-03_Fee_Schedule_for_2021.pdf,no,,,,none,resolution,20-11-03,,2021-01-15,date from instrument number (no motion match)
2021-02-01,2021-02-01,2021-02-01,Resolution 2021-02-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1614812864_Resolution%202021-02-01.pdf,2026-07-14,text,pdftotext_layout,raw/1614812864_Resolution_2021-02-01.pdf,no,,,,none,resolution,2021-02-01,,2021-03-03,date from instrument number (no motion match)
2021-04-01,2021-04-01,2021-04-01,Resolution 2021-04-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1646948151_Resolution%202021-04-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/1646948151_Resolution_2021-04-01.pdf,no,,,,none,resolution,2021-04-01,,2022-03-10,date from instrument number (no motion match)
2021-07-01,2021-07-27,2021-07-27,Resolution 2021-07-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1646946577_Resolution%202021-07-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/1646946577_Resolution_2021-07-01.pdf,no,Pass (unanimous),2021-07-27,1,high,resolution,2021-07-01,,2022-03-10,
2021-08-01,2021-08-01,2021-08-01,Resolution 2021-08-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1646946895_Resolution%202021-08-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/1646946895_Resolution_2021-08-01.pdf,no,,,,none,resolution,2021-08-01,,2022-03-10,date from instrument number (no motion match)
2021-08-02,2021-08-24,2021-08-24,Resolution 2021-08-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1646947224_Resolution%202021-08-02.pdf,2026-07-14,scanned,ocr_tesseract,raw/1646947224_Resolution_2021-08-02.pdf,no,Pass (unanimous),2021-08-24,2,high,resolution,2021-08-02,,2022-03-10,
2021-10-01,2021-10-26,2021-10-26,Resolution 2021-10-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1646949096_Resolution%202021-10-01.pdf,2026-07-14,text,pdftotext_layout,raw/1646949096_Resolution_2021-10-01.pdf,no,Pass (unanimous),2021-10-26,1,high,resolution,2021-10-01,,2022-03-10,
2021-11-01,2021-11-16,2021-11-16,Resolution 2021-11-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1646949379_Resolution%202021-11-01.pdf,2026-07-14,text,pdftotext_layout,raw/1646949379_Resolution_2021-11-01.pdf,no,Pass (unanimous),2021-11-16,3,high,resolution,2021-11-01,,2022-03-10,cited in 2 motions; earliest used
2021-11-02,2021-11-16,2021-11-16,Resolution 2021-11-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1646949496_Resolution%202021-11-02.pdf,2026-07-14,text,pdftotext_layout,raw/1646949496_Resolution_2021-11-02.pdf,no,Pass (unanimous),2021-11-16,6,high,resolution,2021-11-02,,2022-03-10,cited in 2 motions; earliest used
2021-11-03,2021-11-16,2021-11-16,Resolution 2021-11-03,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1646949610_Resolution%202021-11-03.pdf,2026-07-14,text,pdftotext_layout,raw/1646949610_Resolution_2021-11-03.pdf,no,Pass (unanimous),2021-11-16,7,high,resolution,2021-11-03,,2022-03-10,
2022-03-01,2022-03-01,2022-03-01,Resolution 2022-03-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1653080707_Resolution%202022-03-01.pdf,2026-07-14,text,pdftotext_layout,raw/1653080707_Resolution_2022-03-01.pdf,yes,,,,none,resolution,2022-03-01,,2022-05-20,date from instrument number (no motion match)
2022-04-01,2022-04-26,2022-04-26,2022-04-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1652989373_2022-04-01.pdf,2026-07-14,text,pdftotext_layout,raw/1652989373_2022-04-01.pdf,yes,Pass (unanimous),2022-04-26,1,high,resolution,2022-04-01,,2022-05-19,
2022-05-01,2022-05-24,2022-05-24,2022-05-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1655151252_2022-05-01.pdf,2026-07-14,text,pdftotext_layout,raw/1655151252_2022-05-01.pdf,no,Pass,2022-05-24,1,high,resolution,2022-05-01,,2022-06-13,
2022-09-01,2022-09-27,2022-09-27,Resolution 2022-09-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1670541493_Resolution%202022-09-01.pdf,2026-07-14,text,pdftotext_layout,raw/1670541493_Resolution_2022-09-01.pdf,no,Pass (unanimous),2022-09-27,1,high,resolution,2022-09-01,,2022-12-08,
2022-11-01,2022-11-15,2022-11-15,Resolution 2022-11-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1670541725_Resolution%202022-11-01.pdf,2026-07-14,text,pdftotext_layout,raw/1670541725_Resolution_2022-11-01.pdf,no,Pass (unanimous),2022-11-15,6,high,resolution,2022-11-01,,2022-12-08,
2022-12-01,2022-12-01,2022-12-01,Resolution 2022-12-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1681939944_Resolution%202022-12-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/1681939944_Resolution_2022-12-01.pdf,yes,,,,none,resolution,2022-12-01,,2023-04-19,date from instrument number (no motion match)
2022-12-02,2022-12-01,2022-12-01,Resolution 2022-12-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1681940073_Resolution%202022-12-02.pdf,2026-07-14,scanned,ocr_tesseract,raw/1681940073_Resolution_2022-12-02.pdf,yes,,,,none,resolution,2022-12-02,,2023-04-19,date from instrument number (no motion match)
2023-04-02,2023-04-25,2023-04-25,Resolution 2023-04-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1713818658_Resolution%202023-04-02.pdf,2026-07-14,scanned,ocr_tesseract,raw/1713818658_Resolution_2023-04-02.pdf,yes,Pass (unanimous),2023-04-25,2,high,resolution,2023-04-02,,2024-04-22,
2023-06-01,2023-06-27,2023-06-27,Resolution 2023-06-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1713818889_Resolution%202023-06-01.pdf,2026-07-14,text,pdftotext_layout,raw/1713818889_Resolution_2023-06-01.pdf,no,Pass (unanimous),2023-06-27,2,high,resolution,2023-06-01,,2024-04-22,
2023-09-01,2023-09-01,2023-09-01,Resolution 2023-09-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1713819133_Resolution%202023-09-01.pdf,2026-07-14,text,pdftotext_layout,raw/1713819133_Resolution_2023-09-01.pdf,no,,,,none,resolution,2023-09-01,,2024-04-22,date from instrument number (no motion match)
2023-10-01,2023-10-24,2023-10-24,Resolution 2023-10-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1713819317_Resolution%202023-10-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/1713819317_Resolution_2023-10-01.pdf,no,Pass (unanimous),2023-10-24,1,high,resolution,2023-10-01,,2024-04-22,
2023-10-02,2023-10-24,2023-10-24,Resolution 2023-10-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1713819472_Resolution%202023-10-02.pdf,2026-07-14,text,pdftotext_layout,raw/1713819472_Resolution_2023-10-02.pdf,no,4-1 Pass,2023-10-24,2,high,resolution,2023-10-02,,2024-04-22,
2023-12-01,2023-12-06,2023-12-06,Resolution 2023-12-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1713821355_Resolution%202023-12-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/1713821355_Resolution_2023-12-01.pdf,no,Pass (unanimous),2023-12-06,1,high,resolution,2023-12-01,,2024-04-22,
2024-07-01,2024-07-30,2024-07-30,2024-07-01 Resolution Appointing Planning Commission Members,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1723220351_2024-07-01%20Resolution%20Appointing%20Planning%20Commission%20Members.pdf,2026-07-14,text,pdftotext_layout,raw/1723220351_2024-07-01_Resolution_Appointing_Planning_Commission_Members.pdf,no,4-0 (unanimous) Pass,2024-07-30,1,high,resolution,2024-07-01,,2024-08-09,
R2025-10,2025-09-30,2025-09-30,Emigration R2025-10 Canceling the 2025 Mayoral Race,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1759243276_Emigration%20R2025-10%20Canceling%20the%202025%20Mayoral%20Race.pdf,2026-07-14,scanned,ocr_tesseract,raw/1759243276_Emigration_R2025-10_Canceling_the_2025_Mayoral_Race.pdf,no,,,,none,resolution,R2025-10,,2025-09-30,"date=S3 upload_date (no motion match, number has no month)"
R2025-14,2025-12-17,2025-12-17,Emigration R2025-14 Adopting Surplus Property Policy,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1766001584_Emigration%20R2025-14%20Adopting%20Surplus%20Property%20Policy.pdf,2026-07-14,scanned,ocr_tesseract,raw/1766001584_Emigration_R2025-14_Adopting_Surplus_Property_Policy.pdf,no,,,,none,resolution,R2025-14,1766001780_Emigration_R2025-14_Adopting_Surplus_Property_Policy.pdf,2025-12-17,"date=S3 upload_date (no motion match, number has no month)"
R2026-01,2026-01-20,2026-01-20,Emigration R2026-01 Appointing Representative to MSD Board,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1769203090_Emigration%20R2026-01%20Appointing%20Representative%20to%20MSD%20Board.pdf,2026-07-14,text,pdftotext_layout,raw/1769203090_Emigration_R2026-01_Appointing_Representative_to_MSD_Board.pdf,no,5-0 (unanimous) Pass,2026-01-20,2,high,resolution,R2026-01,,2026-01-23,
R2026-02,2026-03-17,2026-03-17,Emigration R2026-02 Adopting 2025 Updated Hazard Mitigation Plan - RESOLUTION ONLY,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1773954090_Emigration%20R2026-02%20Adopting%202025%20Updated%20Hazard%20Mitigation%20Plan%20-%20RESOLUTION%20ONLY.pdf,2026-07-14,text,pdftotext_layout,raw/1773954090_Emigration_R2026-02_Adopting_2025_Updated_Hazard_Mitigation_Plan_-_RESOLUTION_ONLY.pdf,no,5-0 (unanimous) Pass,2026-03-17,2,high,resolution,R2026-02,1774036951_Emigration_R2026-02_Adopting_2025_Updated_Hazard_Mitigation_Plan_-_RESOLUTION_ONLY.pdf,2026-03-19,
R2026-03,2026-02-17,2026-02-17,Emigration R2026-03A Appointing Council Members to Committees,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1773954025_Emigration%20R2026-03A%20Appointing%20Council%20Members%20to%20Committees.pdf,2026-07-14,text,pdftotext_layout,raw/1773954025_Emigration_R2026-03A_Appointing_Council_Members_to_Committees.pdf,no,3-0 (unanimous) Pass,2026-02-17,3,high,resolution,R2026-03,,2026-03-19,cited in 2 motions; earliest used
R2026-04,2026-03-19,2026-03-19,Emigration R2026-04 Appointing an alternate Representative to MSD Board,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1773955599_Emigration%20R2026-04%20Appointing%20an%20alternate%20Representative%20to%20MSD%20Board.docx.pdf,2026-07-14,text,pdftotext_layout,raw/1773955599_Emigration_R2026-04_Appointing_an_alternate_Representative_to_MSD_Board.docx.pdf,no,5-0 (unanimous) Pass,2026-01-20,2,medium,resolution,R2026-04,,2026-03-19,"year+subject overlap: alternate,appointing,board,representative; date=S3 upload_date (number has no encoded month)"
R2026-05,2026-03-19,2026-03-19,Emigration R2026-05 Appointing Representatives to WFWRD and UPD,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1773955374_Emigration%20R2026-05%20Appointing%20Representatives%20to%20WFWRD%20and%20UPD.pdf,2026-07-14,text,pdftotext_layout,raw/1773955374_Emigration_R2026-05_Appointing_Representatives_to_WFWRD_and_UPD.pdf,no,,,,none,resolution,R2026-05,,2026-03-19,"date=S3 upload_date (no motion match, number has no month)"
R2026-07,2026-03-17,2026-03-17,Emigration R2026-07 Paid Bereavement Leave,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1773954061_Emigration%20R2026-07%20Paid%20Bereavement%20Leave.pdf,2026-07-14,text,pdftotext_layout,raw/1773954061_Emigration_R2026-07_Paid_Bereavement_Leave.pdf,no,5-0 (unanimous) Pass,2026-03-17,4,high,resolution,R2026-07,,2026-03-19,
R2026-08,2026-04-28,2026-04-28,Emigration R2026-08 Fireworks Restrictions,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1777408972_Emigration%20R2026-08%20Fireworks%20Restrictions.pdf,2026-07-14,text,pdftotext_layout,raw/1777408972_Emigration_R2026-08_Fireworks_Restrictions.pdf,no,,,,none,resolution,R2026-08,,2026-04-28,"date=S3 upload_date (no motion match, number has no month)"
R2026-10,2026-05-19,2026-05-19,Emigration R2026-10 Adopting FY2027 Tentative Budget,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1781216179_Emigration%20R2026-10%20Adopting%20FY2027%20Tentative%20Budget.pdf,2026-07-14,scanned,ocr_tesseract,raw/1781216179_Emigration_R2026-10_Adopting_FY2027_Tentative_Budget.pdf,no,5-0 (unanimous) Pass,2026-05-19,2,high,resolution,R2026-10,,2026-06-11,
